doc_id,snapshot_year,person_key,name_clean,surname,given,chamber,constituency,years_raw,year_start,year_end,n_firms,source_ref
empire-parlementaires-financ-1930-159982,1930,loucheur-l,Louis Loucheur,Loucheur,Louis,Chamber of Deputies,Nord,1919-1931,1919,1931,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,loucheur,Loucheur,Loucheur,,Chamber of Deputies,Nord,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,lubersac-g,Guy Lubersac,Lubersac,Guy,Senate,Aisne,1920-1932,1920,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,machet-g,Georges-Émile Machet,Machet,Georges-Émile,Senate,Savoie,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,maginot-a,André Maginot,Maginot,André,Chamber of Deputies,Meuse,1910-1932,1910,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,mahieu-a,Albert Mahieu,Mahieu,Albert,Senate,Nord,1924-1940,1924,1940,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,manaut-r,René-Victor Manaut,Manaut,René-Victor,Chamber of Deputies,Pyrénées-Orientales,"1919-1924, 1928-1932",1919,1932,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,manceau-a,Anatole Manceau,Manceau,Anatole,Senate,Maine-et-Loire,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,marchandeau-p,Paul Marchandeau,Marchandeau,Paul,Chamber of Deputies,Marne,1926-1942,1926,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,marguerie,Marguerie,Marguerie,,Senate,Moselle,1920-1933,1920,1933,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,marin-l,Louis Marin,Marin,Louis,Chamber of Deputies,Meurthe-et-Moselle,"1905-1942, 1945-1951",1905,1951,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,marraud-p,Pierre Marraud,Marraud,Pierre,Senate,Lot-et-Garonne,1920-1933,1920,1933,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,masse-a,Auguste Massé,Massé,Auguste,Chamber of Deputies,Cher,1924-1932,1924,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,masse-a,Alfred Massé,Massé,Alfred,Senate,Nièvre,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,masse-a,Auguste Massé,Massé,Auguste,Chamber of Deputies,Cher,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,mejan-l,Louis Mejan,Mejan,Louis,Senate,Gard,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,menier-g,Gaston Menier,Menier,Gaston,Chamber of Deputies,Meaux,1898-1909,1898,1909,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,merlant-f,Francis Merlant,Merlant,Francis,Chamber of Deputies,Loire-Inférieure,1924-1936,1924,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,messimy-a,Adolphe-Marie Messimy,Messimy,Adolphe-Marie,Senate,Ain,1923-1935,1923,1935,5,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,meunier-a,Albert Meunier,Meunier,Albert,Senate,Ardennes,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,meyer-l,Léon Meyer,Meyer,Léon,Chamber of Deputies,Seine-Inférieure,1919-1942,1919,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,michaut-h,Henri Michaut,Michaut,Henri,Senate,Meurthe-et-Moselle,1920-1933,1920,1933,2,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,michel-l,Louis Michel,Michel,Louis,Senate,Meurthe-et-Moselle,1920-1936,1920,1936,6,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,mistral-p,Paul Mistral,Mistral,Paul,Chamber of Deputies,Isère,1910-1932,1910,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,molinie-j,Jean Molinié,Molinié,Jean,Chamber of Deputies,Aveyron,1919-1936,1919,1936,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,mollard-m,Maurice Mollard,Mollard,Maurice,Senate,Savoie,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,monfeuillart-e,Ernest Monfeuillart,Monfeuillart,Ernest,Chamber of Deputies,,1898-1906,1898,1906,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,monicault-de-villardeau-p,Pierre Monicault de Villardeau,Monicault de Villardeau,Pierre,Chamber of Deputies,Ain,1919-1932,1919,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,montaigu-h,Hubert Montaigu,Montaigu,Hubert,Chamber of Deputies,Loire-Inférieure,"1910-1919, 1928-1942",1910,1942,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,monti-de-reze-h,Henri Monti de Rézé,Monti de Rézé,Henri,Chamber of Deputies,Mayenne,"1906-1910, 1914-1924",1906,1924,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,monzie-a,Anatole Monzie,Monzie,Anatole,Chamber of Deputies,Lot,"1909-1919, 1929-1942",1909,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,morinaud-e,Émile Morinaud,Morinaud,Émile,Chamber of Deputies,Constantine,"1898-1902, 1919-1942",1898,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,mottu-a,André Mottu,Mottu,André,Chamber of Deputies,Seine-et-Oise,1928-1932,1928,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,mourer-j,Jean-Pierre Mourer,Mourer,Jean-Pierre,Chamber of Deputies,Bas-Rhin,1928-1942,1928,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,moustier-l,Léonel Moustier,Moustier,Léonel,Chamber of Deputies,Doubs,1928-1940,1928,1940,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,moustier,Moustier,Moustier,,Chamber of Deputies,Doubs,1889-1921,1889,1921,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,neron-e,Édouard Néron,Néron,Édouard,Senate,Haute-Saône,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,nicolle-l,Louis Nicolle,Nicolle,Louis,Chamber of Deputies,Nord,1924-1936,1924,1936,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,nomine-h,Henri Nominé,Nominé,Henri,Chamber of Deputies,Moselle,1928-1936,1928,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,ordinaire-m,Maurice Ordinaire,Ordinaire,Maurice,Senate,Doubs,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,outrey-e,Ernest Outrey,Outrey,Ernest,Chamber of Deputies,Cochinchine,1914-1936,1914,1936,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,paganon-j,Joseph Paganon,Paganon,Joseph,Chamber of Deputies,Isère,1924-1936,1924,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,painleve-p,Paul Painlevé,Painlevé,Paul,Chamber of Deputies,Seine,1910-1933,1910,1933,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,pasquet-l,Louis Pasquet,Pasquet,Louis,Senate,Bouches-du-Rhône,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,pate-h,Henry Paté,Paté,Henry,Chamber of Deputies,Seine,1910-1936,1910,1936,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,patenotre-r,Raymond Patenôtre,Patenôtre,Raymond,Chamber of Deputies,Seine-et-Oise,1928-1942,1928,1942,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,pavin-de-lafarge-h,Henri Pavin de Lafarge,Pavin de Lafarge,Henri,Senate,Ardèche,1929-1942,1929,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,payer-a,André Payer,Payer,André,Chamber of Deputies,Seine,1919-1932,1919,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,pechin-c,Charles Pechin,Pechin,Charles,Chamber of Deputies,Seine,1928-1936,1928,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,peirotes-j,Jacques Peirotes,Peirotes,Jacques,Chamber of Deputies,Bas-Rhin,1924-1932,1924,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,pelisse-p,Paul Pelisse,Pelisse,Paul,Senate,Hérault,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,penancier-e,Eugène Penancier,Penancier,Eugène,Senate,Seine-et-Marne,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,peret-r,Raoul Péret,Péret,Raoul,Senate,Vienne,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,perreau-pradier-p,Pierre Perreau-Pradier,Perreau-Pradier,Pierre,Chamber of Deputies,Yonne,1912-1942,1912,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,peyronnet-a,Albert Peyronnet,Peyronnet,Albert,Senate,Allier,1912-1940,1912,1940,6,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,pfleger,Pfleger,Pfleger,,Chamber of Deputies,Haut-Rhin,1919-1929,1919,1929,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,picot,Picot,Picot,,Chamber of Deputies,Gironde,1919-1932,1919,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,pietri-f,François Piétri,Piétri,François,Chamber of Deputies,Corse,1924-1942,1924,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,plichon-j,Jean Plichon,Plichon,Jean,Chamber of Deputies,Nord,"1889-1920, 1924-1936",1889,1936,6,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,poillot-j,Jules Poillot,Poillot,Jules,Chamber of Deputies,Côte-d'Or,1928-1936,1928,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,poittevin-g,Gaston Poittevin,Poittevin,Gaston,Chamber of Deputies,Marne,1919-1936,1919,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,pomaret-c,Charles Pomaret,Pomaret,Charles,Chamber of Deputies,Lozère,1928-1942,1928,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,poncet-p,Paul Poncet,Poncet,Paul,Chamber of Deputies,Seine,"1914-1919, 1924-1936",1914,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,potie-a,Auguste Potié,Potié,Auguste,Senate,Nord,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,proust-l,Louis Proust,Proust,Louis,Chamber of Deputies,Indre-et-Loire,1919-1936,1919,1936,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,puis-a,Auguste Puis,Puis,Auguste,Senate,Tarn-et-Garonne,1927-1934,1927,1934,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,ratier-a,Antony Ratier,Ratier,Antony,Senate,Indre,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,raynaldy-e,Eugène Raynaldy,Raynaldy,Eugène,Chamber of Deputies,,1919-1928,1919,1928,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,regnier-m,Marcel Régnier,Régnier,Marcel,Senate,Allier,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,reynaud-p,Paul Reynaud,Reynaud,Paul,Chamber of Deputies,Basses-Alpes,1919-1924,1919,1924,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,richard-a,Adrien Richard,Richard,Adrien,Senate,Vosges,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,riche-e,Étienne Riche,Riche,Étienne,Chamber of Deputies,Ardennes,1928-1934,1928,1934,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,ricklin-e,Ernest Ricklin,Ricklin,Ernest,Chamber of Deputies,Haut-Rhin,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,rimbert-f,Fernand Rimbert,Rimbert,Fernand,Chamber of Deputies,Seine-Inférieure,1924-1936,1924,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,rio-a,Alphonse Rio,Rio,Alphonse,Chamber of Deputies,,1919-1924,1919,1924,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,rochereau-v,Victor Rochereau,Rochereau,Victor,Chamber of Deputies,Vendée,1914-1942,1914,1942,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,rollin-l,Louis Rollin,Rollin,Louis,Chamber of Deputies,Seine,"1919-1942, 1946-1952",1919,1952,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,rothschild-m,Maurice Rothschild,Rothschild,Maurice,Senate,Hautes-Alpes,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,rotours-g,Guillaume Rotours,Rotours,Guillaume,Chamber of Deputies,Nord,1919-1935,1919,1935,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,desfosses,Desfossés,Desfossés,,Senate,Maine-et-Loire,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,roussel-e,Émile Roussel,Roussel,Émile,Senate,Aisne,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,sabatier-a,Auguste Sabatier,Sabatier,Auguste,Chamber of Deputies,Seine,1928-1932,1928,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,schleiter-v,Victor Schleiter,Schleiter,Victor,Chamber of Deputies,Meuse,1924-1933,1924,1933,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,sclafer-j,James Sclafer,Sclafer,James,Chamber of Deputies,Charente-Inférieure,1924-1939,1924,1939,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,serot-r,Robert Serot,Serot,Robert,Chamber of Deputies,Moselle,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,serre-l,Louis Serre,Serre,Louis,Senate,Vaucluse,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,sizaire-h,Henry Sizaire,Sizaire,Henry,Chamber of Deputies,Tarn,1924-1932,1924,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,soulie-l,Louis Soulié,Soulié,Louis,Senate,Loire,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,stern-j,Jacques Stern,Stern,Jacques,Chamber of Deputies,Basses-Alpes,"1914-1919, 1928-1936",1914,1936,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,sthul-j,Jean Sthul,Sthul,Jean,Senate,Moselle,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,taittinger-p,Pierre Taittinger,Taittinger,Pierre,Chamber of Deputies,Chte-Inf,1919-1924,1919,1924,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,tardieu-a,André Tardieu,Tardieu,André,Chamber of Deputies,Seine-et-Oise,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,tastes-l,Lionel Tastes,Tastes,Lionel,Chamber of Deputies,Seine,1928-1936,1928,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,taudiere-e,Émile Taudière,Taudière,Émile,Chamber of Deputies,Deux-Sèvres,1928-1942,1928,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,thivrier-i,Isidore Thivrier,Thivrier,Isidore,Chamber of Deputies,Allier,1924-1942,1924,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,thoumyre-r,Robert Thoumyre,Thoumyre,Robert,Chamber of Deputies,Seine-Inférieure,1919-1932,1919,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,tissier-l,Louis Tissier,Tissier,Louis,Senate,Vaucluse,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,tournan-i,Isidore Tournan,Tournan,Isidore,Chamber of Deputies,,1910-1919,1910,1919,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,toy-riont-m,Maurice Toy-Riont,Toy-Riont,Maurice,Chamber of Deputies,,1910-1914,1910,1914,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,valadier-e,Édouard Valadier,Valadier,Édouard,Senate,Eure-et-Loir,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,vieillard-l,Louis Vieillard,Vieillard,Louis,Senate,Belfort,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,vincent-d,Daniel Vincent,Vincent,Daniel,Senate,Nord,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,walter-m,Michel Walter,Walter,Michel,Chamber of Deputies,Bas-Rhin,1919-1942,1919,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,warren-e,Édouard Warren,Warren,Édouard,Chamber of Deputies,Meurthe-et-Moselle,1919-1932,1919,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,wendel-f,François Wendel,Wendel,François,Chamber of Deputies,Meurthe-et-Moselle,1914-1933,1914,1933,5,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,wendel-g,Guy Wendel,Wendel,Guy,Chamber of Deputies,,1919-1927,1919,1927,4,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,ybarnegaray-j,Jean Ybarnégaray,Ybarnégaray,Jean,Chamber of Deputies,Basses-Pyrénées,1914-1942,1914,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,adenis-g,Gabriel Adenis,Adenis,Gabriel,Chamber of Deputies,Creuse,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,altorffer-c,Charles Altorffer,Altorffer,Charles,Chamber of Deputies,Bas-Rhin,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,amodru-e,Ernest Amodru,Amodru,Ernest,Chamber of Deputies,Seine-et-Oise,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,ancel-g,Georges Ancel,Ancel,Georges,Chamber of Deputies,Seine-Inférieure,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,angoulvant-g,Gabriel Angoulvant,Angoulvant,Gabriel,Chamber of Deputies,Inde,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,auber-j,Jules Auber,Auber,Jules,Senate,Réunion,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,aubriot-p,Paul Aubriot,Aubriot,Paul,Chamber of Deputies,Seine,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,bertrand-c,Charles Bertrand,Bertrand,Charles,Chamber of Deputies,Seine,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,blanc-a,Antoine Blanc,Blanc,Antoine,Chamber of Deputies,Ain,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,bosquette-m,Maurice Bosquette,Bosquette,Maurice,Chamber of Deputies,Ardennes,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,breton,Breton,Breton,,Senate,Cher,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,burger-g,Gustave Burger,Burger,Gustave,Chamber of Deputies,Haut-Rhin,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,caitucoli-m,Marc-Célestin Caitucoli,Caitucoli,Marc-Célestin,Chamber of Deputies,Corse,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,carnot-j,Jean Carnot,Carnot,Jean,Chamber of Deputies,Charente,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,causeret-p,Paul Causeret,Causeret,Paul,Chamber of Deputies,Haute-Saône,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,chagnaud-l,Léon Chagnaud,Chagnaud,Léon,Senate,Creuse,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,colrat-m,Maurice Colrat,Colrat,Maurice,Chamber of Deputies,Seine-et-Oise,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,coquelle-f,Félix Coquelle,Coquelle,Félix,Chamber of Deputies,Nord,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,couhe,Couhe,Couhe,,Chamber of Deputies,Pas-de-Calais,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,crespel,Crespel,Crespel,,Chamber of Deputies,Nord,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,duboin-j,Jacques Duboin,Duboin,Jacques,Chamber of Deputies,Haute-Savoie,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,dunaime-h,Henri Dunaime,Dunaime,Henri,Chamber of Deputies,Ardennes,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,dupuy-p,Pierre Dupuy,Dupuy,Pierre,Chamber of Deputies,Seine,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,dutreil-m,Maurice Dutreil,Dutreil,Maurice,Chamber of Deputies,Mayenne,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,francois-marsal-f,Frédéric François-Marsal,François-Marsal,Frédéric,Senate,Cantal,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,gerard-a,Albert Gerard,Gerard,Albert,Senate,Ardennes,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,gerard-f,François GÉRARD,GÉRARD,François,Chamber of Deputies,Calvados,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,giordan-j,Joseph Giordan,Giordan,Joseph,Senate,Corse,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,girod-a,Adolphe Girod,Girod,Adolphe,Chamber of Deputies,Doubs,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,helmer-a,Albert-Paul Helmer,Helmer,Albert-Paul,Senate,Haut-Rhin,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,josse-p,Prosper Josse,Josse,Prosper,Senate,Eure,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,labes-e,Édouard Labes,Labes,Édouard,Chamber of Deputies,Morbihan,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,lafarge-r,René Lafarge,Lafarge,René,Chamber of Deputies,Corrèze,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,laroche-joubert-e,Edmond Laroche-Joubert,Laroche-Joubert,Edmond,Chamber of Deputies,Charente,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,leboucq-c,Charles Lebouçq,Lebouçq,Charles,Chamber of Deputies,Seine,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,lenoir-c,Camille Lenoir,Lenoir,Camille,Chamber of Deputies,Marne,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,levasseur-a,Arthur Levasseur,Levasseur,Arthur,Chamber of Deputies,Seine,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,lhopiteau-g,Gustave Lhopiteau,Lhopiteau,Gustave,Senate,Eure-et-Loir,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,maitre-h,Henri Maitre,Maitre,Henri,Chamber of Deputies,Saône-et-Loire,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,martin-binachon,Martin-Binachon,Martin-Binachon,,Senate,Haute-Loire,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,de-menthon-bernard,de MENTHON Bernard,de MENTHON Bernard,,Chamber of Deputies,Haute-Saône,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,de-mun-bertrand,de MUN Bertrand,de MUN Bertrand,,Chamber of Deputies,Marne,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,perchot-j,Justin Perchot,Perchot,Justin,Senate,Basses-Alpes,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,petitfils-e,Edmond Petitfils,Petitfils,Edmond,Chamber of Deputies,Ardennes,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,petitier-l,Louis Petitier,Petitier,Louis,Chamber of Deputies,Meurthe-et-Moselle,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,poussineau,Poussineau,Poussineau,,Chamber of Deputies,Ille-et-Vilaine,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,prevet-j,Jules Prevet,Prevet,Jules,Chamber of Deputies,Seine-et-Marne,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,reynald-g,Georges Reynald,Reynald,Georges,Senate,Ariège,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,reynaud-s,Simon Reynaud,Reynaud,Simon,Chamber of Deputies,Loire,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,robaglia-b,Barthélémy Robaglia,Robaglia,Barthélémy,Chamber of Deputies,Seine,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,roulleaux-dugage-h,Henry ROULLEAUX-DUGAGE,ROULLEAUX-DUGAGE,Henry,Chamber of Deputies,Orne,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,de-saint-quentin,de SAINT-QUENTIN,de SAINT-QUENTIN,,Senate,Calvados,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1930-159982,1930,weill-g,Georges Weill,Weill,Georges,Chamber of Deputies,Bas-Rhin,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,accambray-l,Léon Accambray,Accambray,Léon,Chamber of Deputies,Aisne,1914-1932,1914,1932,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,amidieu-du-clos-p,Pierre Amidieu du Clos,Amidieu du Clos,Pierre,Chamber of Deputies,Meurthe-et-Moselle,1928-1936,1928,1936,2,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,d-andlau,d'Andlau,d'Andlau,,Senate,Bas-Rhin,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,andre-hesse-o,Olry André-Hesse,André-Hesse,Olry,Chamber of Deputies,,1910-,1910,1910,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,andrieu-e,Édouard Andrieu,Andrieu,Édouard,Senate,Tarn,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,anquetil-p,Paul Anquetil,Anquetil,Paul,Chamber of Deputies,Seine-Inférieure,1919-1932,1919,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,appell-p,Pierre Appell,Appell,Pierre,Chamber of Deputies,Manche,1928-1936,1928,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,aramon-b,Bertrand Aramon,Aramon,Bertrand,Chamber of Deputies,Seine,"1910-1914, 1928-1942",1910,1942,2,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,archimbaud-l,Léon Archimbaud,Archimbaud,Léon,Chamber of Deputies,Drôme,1919-1942,1919,1942,0,Parlementaires et financiers
