doc_id,company_key,company_name,person_key,member_key,name_clean,surname,given,role,year,source_ref,annotation,region,country,sector,anchor_type,trigger,parse_note,member_raw,entry_number,source_genre,in_colonial_dataset
empire-desfosses-1956-adm-655dbf,lyonnaisedepotscreditindustrielsld,Lyonnaise de dépôts et de crédit industriel (SLD),charbon-h,,H Charbon,Charbon,H,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes SLD,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charbon (H.),140,person_index,0
empire-desfosses-1956-adm-655dbf,europe,Europe,charbonneaux-j,,J Charbonneaux,Charbonneaux,J,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charbonneaux (J.),79,person_index,0
empire-desfosses-1956-adm-655dbf,parisiennechauffageurbaincpcu,Compagnie parisienne de chauffage urbain (CPCU),charbonnier-a,,A Charbonnier,Charbonnier,A,president,1956,Annuaire Desfossés 1956,pdt CPCU,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charbonnier (A.),1636,person_index,0
empire-desfosses-1956-adm-655dbf,foncieresyrie,Société foncière de Syrie,charbonnier-p,,P Charbonnier,Charbonnier,P,administrateur,1956,Annuaire Desfossés 1956,Foncière de Syrie,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charbonnier (P.),293,person_index,1
empire-desfosses-1956-adm-655dbf,cimentarmedemayfreresreims,"Ciment armé Demay frères, Reims",charbonnier-p,,P Charbonnier,Charbonnier,P,administrateur,1956,Annuaire Desfossés 1956,Ciment armé Demay frères,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charbonnier (P.),1599,person_index,0
empire-desfosses-1956-adm-655dbf,francohelleniquechfer,Franco-hellénique de ch. de fer,charbonnier-p,,P Charbonnier,Charbonnier,P,administrateur,1956,Annuaire Desfossés 1956,Fr.-hell. ch. de fer,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charbonnier (P.),370,person_index,0
empire-desfosses-1956-adm-655dbf,fraissinetnavig,Fraissinet (Compagnie de navig.),chardenot-j,,J.-G Chardenot,Chardenot,J.-G,administrateur,1956,Annuaire Desfossés 1956,Cie navig. Fraissinet,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chardenot (J.-G.),446,person_index,0
empire-desfosses-1956-adm-655dbf,petromines,Pétromines,chardon-g,,G Chardon,Chardon,G,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chardon (G.),721,person_index,0
empire-desfosses-1956-adm-655dbf,simcaindustriellemecaniquecarrosserieautomobile,SIMCA (Industrielle de mécanique et carrosserie automobile),chardon-h,,H Chardon,Chardon,H,administrateur,1956,Annuaire Desfossés 1956,SIMCA,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chardon (H.),1097,person_index,0
empire-desfosses-1956-adm-655dbf,unic,UNIC,chardon-h,,H Chardon,Chardon,H,administrateur,1956,Annuaire Desfossés 1956,Unic,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chardon (H.),1105,person_index,0
empire-desfosses-1956-adm-655dbf,eauxmineralesbainsmerallevard,"Eaux minérales et de bains de mer (Compagnie générale d’), Allevard",chardon-j,,J Chardon,Chardon,J,president,1956,Annuaire Desfossés 1956,pdt Cie générale d’Eaux minérales et de bains de mer,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chardon (J.),1963,person_index,0
empire-desfosses-1956-adm-655dbf,grandemaisonblanc,La Grande Maison de blanc,chardonnet-l,,Léo Chardonnet,Chardonnet,Léo,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes suppl. Grande Maison de blanc,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chardonnet (Léo),2145,person_index,1
empire-desfosses-1956-adm-655dbf,produitschimiquesoueststmarcpresbrest,"Produits chimiques de l’Ouest (St-Marc, près Brest)",charerat-l,,L Charerat,Charerat,L,administrateur,1956,Annuaire Desfossés 1956,Prod. chim. Ouest,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charerat (L.),1382,person_index,0
empire-desfosses-1956-adm-655dbf,navigationsudatlantique,Compagnie de navigation Sud-Atlantique,chargeurs-reunis,,Chargeurs réunis,Chargeurs réunis,,administrateur,1956,Annuaire Desfossés 1956,Navigation Sud-Atlantique,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Chargeurs réunis,439,person_index,1
empire-desfosses-1956-adm-655dbf,caissecentralecreditcooperatif,Caisse centrale de crédit coopératif,charial,,Charial,Charial,,administrateur,1956,Annuaire Desfossés 1956,Caisse centrale de crédit coopératif,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Charial,157,person_index,0
empire-desfosses-1956-adm-655dbf,africainearmement,Compagnie africaine d’armement,charignon-p,,P Charignon,Charignon,P,administrateur,1956,Annuaire Desfossés 1956,Cie africaine d’armement,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charignon (P.),453,person_index,1
empire-desfosses-1956-adm-655dbf,jbocuzelyon,J. Bocuze et Compagnie (Lyon),charignon-p,,P Charignon,Charignon,P,president_directeur_general,1956,Annuaire Desfossés 1956,pdg J. Bocuze et Cie,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charignon (P.),743,person_index,0
empire-desfosses-1956-adm-655dbf,industriellemaritime,Compagnie industrielle maritime,charles-dit-dubreuil-a,,Albert Charles dit Dubreuil,Charles dit Dubreuil,Albert,administrateur,1956,Annuaire Desfossés 1956,Cie indus. mme,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charles dit Dubreuil (Albert),472,person_index,1
empire-desfosses-1956-adm-655dbf,ccneocommerercenavigationextremeorient,CCNEO (Compagnie de commererce et de navigation d’Extrême-Orient),charles-d,,Daniel Charles,Charles,Daniel,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charles (Daniel),1726,person_index,0
empire-desfosses-1956-adm-655dbf,regiefoncierevillealger,Régie foncière de la ville d’Alger,charles-h,,H Charles,Charles,H,administrateur,1956,Annuaire Desfossés 1956,Régie fonc. de la ville d’Alger,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charles (H.),292,person_index,1
empire-desfosses-1956-adm-655dbf,delmasvieljeux,Delmas-Vieljeux,charles-laurent-j,,Jacques Charles-Laurent,Charles-Laurent,Jacques,administrateur,1956,Annuaire Desfossés 1956,adg Delmas-Vieljeux,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charles-Laurent (Jacques),444,person_index,1
empire-desfosses-1956-adm-655dbf,chantiersnavalspallice,Chantiers navals de La Pallice,charles-laurent-j,,Jacques Charles-Laurent,Charles-Laurent,Jacques,administrateur,1956,Annuaire Desfossés 1956,Chantiers navals de La Pallice,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charles-Laurent (Jacques),954,person_index,0
empire-desfosses-1956-adm-655dbf,fabricsoieartificielletubize,Fabric. de soie artificielle de Tubize,charlier-c,,Chr Charlier,Charlier,Chr,vice_president,1956,Annuaire Desfossés 1956,v.-pdt Soie artificielle de Tubize,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charlier (Chr.),1715,person_index,0
empire-desfosses-1956-adm-655dbf,spiros,Spiros,charlot,,Charlot,Charlot,,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes Spiros,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Charlot,1054,person_index,0
empire-desfosses-1956-adm-655dbf,omniumimmobiliertunisien,Omnium immobilier tunisien,charlot,,Charlot,Charlot,,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes Omnium immob. tunis.,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Charlot,1753,person_index,1
empire-desfosses-1956-adm-655dbf,fermesfrancaisestunisie,Fermes françaises de Tunisie,charlot,,Charlot,Charlot,,administrateur,1956,Annuaire Desfossés 1956,Fermes frses Tunisie,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Charlot,1951,person_index,1
empire-desfosses-1956-adm-655dbf,estalgerienchfer,Est algérien (ch. de fer de l’),charlot,,Charlot,Charlot,,liquidateur,1956,Annuaire Desfossés 1956,liquid. Est algérien,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Charlot,356,person_index,0
empire-desfosses-1956-adm-655dbf,parisiennecredit,Parisienne de crédit,charlot,,Charlot,Charlot,,administrateur,1956,Annuaire Desfossés 1956,Parisienne de crédit,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Charlot,143,person_index,0
empire-desfosses-1956-adm-655dbf,perrier,Perrier,charlot,,Charlot,Charlot,,administrateur,1956,Annuaire Desfossés 1956,Perrier,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Charlot,1964,person_index,0
empire-desfosses-1956-adm-655dbf,shell,Shell française (Anc. Éts Les Fils de A. Deutsch de la Meurthe et Compagnie),charon-a,,André Charon,Charon,André,president_directeur_general,1956,Annuaire Desfossés 1956,pdg Shell frse,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charon (André),687,person_index,0
empire-desfosses-1956-adm-655dbf,puzenatmanufacturcentralemachinesagricoles,Puzenat (Manufactur centrale de machines agricoles),charon-h,,H Charon,Charon,H,administrateur,1956,Annuaire Desfossés 1956,Puzenat,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charon (H.),1079,person_index,0
empire-desfosses-1956-adm-655dbf,sucrerieraffinerienassandres,Sucrerie raffinerie de Nassandres,charoy-a,,A Charoy,Charoy,A,administrateur,1956,Annuaire Desfossés 1956,Sucrerie raffinerie de Nassandres,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charoy (A.),1993,person_index,0
empire-desfosses-1956-adm-655dbf,longometalafrique,Longométal-Afrique,charoy-r,,Robert Charoy,Charoy,Robert,administrateur,1956,Annuaire Desfossés 1956,dg Longométal-Afrique,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charoy (Robert),1762,person_index,0
empire-desfosses-1956-adm-655dbf,comptoirgalbimbeloterie,Comptoir gal de la bimbeloterie,charpentier-e,,E Charpentier,Charpentier,E,administrateur,1956,Annuaire Desfossés 1956,Comptoir gén. bimbeloterie,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charpentier (E.),2142,person_index,0
empire-desfosses-1956-adm-655dbf,travauxsouterrains,Les Travaux souterrains,charpentier-l,,L Charpentier,Charpentier,L,administrateur,1956,Annuaire Desfossés 1956,dg Trav. souterrains,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charpentier (L.),1595,person_index,0
empire-desfosses-1956-adm-655dbf,protectricerisquesdivers,Protectrice-Risques divers,charpentier-n,,N Charpentier,Charpentier,N,administrateur,1956,Annuaire Desfossés 1956,Protectrice-RD,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charpentier (N.),76,person_index,0
empire-desfosses-1956-adm-655dbf,creditfoncieralgerietunisiecfat,Crédit foncier d’Algérie et de Tunisie (CFAT),charra-g,,Georges Charra,Charra,Georges,administrateur,1956,Annuaire Desfossés 1956,CFAT,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charra (Georges),237,person_index,0
empire-desfosses-1956-adm-655dbf,voitures,Compagnie générale des voitures,charra-g,,Georges Charra,Charra,Georges,president_directeur_general,1956,Annuaire Desfossés 1956,pdg CGV,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charra (Georges),430,person_index,0
empire-desfosses-1956-adm-655dbf,sucriere,Compagnie sucrière,charra-g,,Georges Charra,Charra,Georges,administrateur,1956,Annuaire Desfossés 1956,Cie sucrière,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charra (Georges),1981,person_index,0
empire-desfosses-1956-adm-655dbf,banquenationalecommerceindusbnci,Banque nationale pour le commerce et l’indus. (BNCI),charreron-g,,G Charreron,Charreron,G,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charreron (G.),125,person_index,0
empire-desfosses-1956-adm-655dbf,credit,Crédit français,charreron-g,,G Charreron,Charreron,G,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes Crédit frs,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charreron (G.),189,person_index,1
empire-desfosses-1956-adm-655dbf,ateliersgspguilleminsergotpegard,"Ateliers GSP (Guillemin, Sergot et Pegard)",charreron-g,,G Charreron,Charreron,G,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes Ateliers GSP,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charreron (G.),1020,person_index,0
empire-desfosses-1956-adm-655dbf,silbertripertfreresdroguesproduitschimiquesmarseille,"Silbert et Ripert frères (Société française de drogues et produits chimiques), Marseille",charrier-a,,A Charrier,Charrier,A,administrateur,1956,Annuaire Desfossés 1956,Silbert et Ripert,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charrier (A.),1414,person_index,0
empire-desfosses-1956-adm-655dbf,caisseavancesfournituresservicespublicscageda1933,"Caisse générale d’avances pour fournitures de services publics (CAGEDA)(S.A., 1933)",charrin-r,,René Charrin,Charrin,René,administrateur,1956,Annuaire Desfossés 1956,CAGEDA,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charrin (René),155,person_index,0
empire-desfosses-1956-adm-655dbf,pcommaveccoloniesetrgradis,Société française p. le comm. avec les colonies et l’étr.-Gradis,charrin-r,,René Charrin,Charrin,René,administrateur,1956,Annuaire Desfossés 1956,Anc. Éts Gradis,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charrin (René),1743,person_index,0
empire-desfosses-1956-adm-655dbf,confiancevie,Confiance-Vie,charton-r,,R Charton,Charton,R,vice_president,1956,Annuaire Desfossés 1956,v.-pdt La Confiance-Vie,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charton (R.),38,person_index,0
empire-desfosses-1956-adm-655dbf,confianceincendie,Confiance-Incendie,charton-r,,R Charton,Charton,R,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charton (R.),59,person_index,0
empire-desfosses-1956-adm-655dbf,toureiffel,Tour Eiffel (Société de la),charton-r,,R Charton,Charton,R,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charton (R.),2251,person_index,0
empire-desfosses-1956-adm-655dbf,francohelleniquechfer,Franco-hellénique de ch. de fer,chartrain-g,,G Chartrain,Chartrain,G,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes Fr.-Hell. de ch. de fer,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chartrain (G.),370,person_index,0
empire-desfosses-1956-adm-655dbf,navigationhplm,Compagnie générale de navigation HPLM,charvet-alexandre-ep-des-georges-de-bougerel,,Charvet (Alexandre)(1884-1960)(ép. des Georges de Bougerel),Charvet (Alexandre)(1884-1960)(ép. des Georges de Bougerel),,administrateur,1956,Annuaire Desfossés 1956,HPLM de 1937 à 1960,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Charvet (Alexandre)(1884-1960)(ép. des Georges de Bougerel),465,person_index,0
empire-desfosses-1956-adm-655dbf,filscharvetusinetonnaychterhinrhone,Fils Charvet (usine à Tonnay-Chte). % Rhin-Rhône,charvet-alexandre-ep-des-georges-de-bougerel,,Charvet (Alexandre)(1884-1960)(ép. des Georges de Bougerel),Charvet (Alexandre)(1884-1960)(ép. des Georges de Bougerel),,president,1956,Annuaire Desfossés 1956,pdt Fils Charvet,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Charvet (Alexandre)(1884-1960)(ép. des Georges de Bougerel),548,person_index,0
empire-desfosses-1956-adm-655dbf,filscharvetusinetonnaychterhinrhone,Fils Charvet (usine à Tonnay-Chte). % Rhin-Rhône,charvet-marcelfils-dalexandre,,Charvet (Marcel)(fils d’Alexandre),Charvet (Marcel)(fils d’Alexandre),,administrateur,1956,Annuaire Desfossés 1956,Fils Charvet,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Charvet (Marcel)(fils d’Alexandre),548,person_index,0
empire-desfosses-1956-adm-655dbf,parcbercy,Parc de Bercy,charveriat-r,,R Charveriat,Charveriat,R,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Charveriat (R.),492,person_index,0
empire-desfosses-1956-adm-655dbf,sequanaisecapitalisation,Séquanaise-Capitalisation,chaserant-l,,L Chaserant,Chaserant,L,administrateur,1956,Annuaire Desfossés 1956,Séquanaise-Capitalisation,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chaserant (L.),29,person_index,0
empire-desfosses-1956-adm-655dbf,etsfouga,Éts Fouga & Compagnie,chasles-s,,Stéphane Chasles,Chasles,Stéphane,president_directeur_general,1956,Annuaire Desfossés 1956,pdg Fouga,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chasles (Stéphane),991,person_index,0
empire-desfosses-1956-adm-655dbf,saintsauveurarrasconstrucmetallserrureriesartistiques,Saint-Sauveur-Arras (Construc. métall. + serrureries artistiques),chassagne-a,,A Chassagne,Chassagne,A,administrateur,1956,Annuaire Desfossés 1956,,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chassagne (A.),1151,person_index,0
empire-desfosses-1956-adm-655dbf,parvilleefreresporcelainesferrurespelec,Parvillée frères (porcelaines et ferrures p. l’élec.),chassaing-l,,L Chassaing,Chassaing,L,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes Parvillée,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chassaing (L.),1300,person_index,0
empire-desfosses-1956-adm-655dbf,etsfourrerhodes,Éts Fourré & Rhodes,chassaing-l,,L Chassaing,Chassaing,L,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes Fourre+Rhodes,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chassaing (L.),1623,person_index,0
empire-desfosses-1956-adm-655dbf,gerbaudvinspostillon,Gerbaud Vins du Postillon,chassaing-m,,Mme P Chassaing,Chassaing,Mme P,administrateur,1956,Annuaire Desfossés 1956,Gerbaud-Vins du Postillon,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chassaing (Mme P.),1930,person_index,0
empire-desfosses-1956-adm-655dbf,banquecommerceexterieurbfce,Banque française du commerce extérieur (BFCE),chasse-m,,Maurice Chasse,Chasse,Maurice,administrateur,1956,Annuaire Desfossés 1956,BFCE,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chasse (Maurice),121,person_index,0
empire-desfosses-1956-adm-655dbf,credit,Compagnie générale française de crédit (ex-BFCE),chasse-m,,Maurice Chasse,Chasse,Maurice,administrateur,1956,Annuaire Desfossés 1956,ex-BFCE,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chasse (Maurice),126,person_index,1
empire-desfosses-1956-adm-655dbf,parisiennereescompte,Compagnie parisienne de réescompte,chasse-m,,Maurice Chasse,Chasse,Maurice,administrateur,1956,Annuaire Desfossés 1956,Parisienne de réescompte,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chasse (Maurice),129,person_index,0
empire-desfosses-1956-adm-655dbf,jaz,Jaz S.A,chassedieu-r,,René Chassedieu,Chassedieu,René,administrateur,1956,Annuaire Desfossés 1956,Jaz,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chassedieu (René),1057,person_index,0
empire-desfosses-1956-adm-655dbf,exploitationsforestieresafricainesgabon,Compagnie d’exploitations forestières africaines (Gabon),chassedieu-r,,René Chassedieu,Chassedieu,René,administrateur,1956,Annuaire Desfossés 1956,Exploit. forest. afric.,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chassedieu (René),1769,person_index,0
empire-desfosses-1956-adm-655dbf,plantationspalmeraiesogooue,Plantations et palmeraies de l’Ogooué,chassedieu-r,,René Chassedieu,Chassedieu,René,vice_president,1956,Annuaire Desfossés 1956,v.-pdt Plantations et palmeraies de l’Ogooué,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chassedieu (René),1783,person_index,1
empire-desfosses-1956-adm-655dbf,etainsbayastudjuh,Étains de Bayas-Tudjuh,de-chasseloup-laubat-m,,Marquis François de Chasseloup-Laubat,de Chasseloup-Laubat,Marquis François,administrateur,1956,Annuaire Desfossés 1956,Étains de Bayas-Tudjuh,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Chasseloup-Laubat (Marquis François de),621,person_index,1
empire-desfosses-1956-adm-655dbf,chililaminoirshautsfourneauxforgesacieries,"Chili (Laminoirs, hauts fourneaux, forges et aciéries du)",de-chasseloup-laubat-m,,Marquis François de Chasseloup-Laubat,de Chasseloup-Laubat,Marquis François,administrateur,1956,Annuaire Desfossés 1956,"Lam., hts fnx, forges et aciéries du Chili",Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Chasseloup-Laubat (Marquis François de),1175,person_index,0
empire-desfosses-1956-adm-655dbf,creditfonciercolonialbanqueunionmines,Crédit foncier colonial et de banque… Union des mines,de-chasseloup-laubat-m,,Marquis François de Chasseloup-Laubat,de Chasseloup-Laubat,Marquis François,administrateur,1956,Annuaire Desfossés 1956,Crédit foncier colonial : suite abs. 1175,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Chasseloup-Laubat (Marquis François de),2284,person_index,0
empire-desfosses-1956-adm-655dbf,francohelleniquechfer,Franco-hellénique de ch. de fer,de-chasseloup-laubat-m,,Marquis François de Chasseloup-Laubat,de Chasseloup-Laubat,Marquis François,administrateur,1956,Annuaire Desfossés 1956,Fr.-hellen. ch. fer,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_particle_moved,Chasseloup-Laubat (Marquis François de),370,person_index,0
empire-desfosses-1956-adm-655dbf,electriquenancygn,Compagnie générale électrique-Nancy G-N,chasseriaud-j,,J Chasseriaud,Chasseriaud,J,administrateur,1956,Annuaire Desfossés 1956,Cie générale électrique-Nancy,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chasseriaud (J.),1214,person_index,0
empire-desfosses-1956-adm-655dbf,penarroya,Peñarroya,chastel-a,,André Chastel,Chastel,André,administrateur,1956,Annuaire Desfossés 1956,adm.-hon. Peñarroya,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chastel (André),655,person_index,0
empire-desfosses-1956-adm-655dbf,produitschimiquescoignet,Produits chimiques Coignet,chastel-a,,André Chastel,Chastel,André,president,1956,Annuaire Desfossés 1956,pdt Prod. chim. Coignet,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chastel (André),1381,person_index,0
empire-desfosses-1956-adm-655dbf,tissagessoieriesreunissattilieuardecheroudiere1987chargeurs,Tissages de soieries réunis à Sattilieu (Ardèche) < Roudière (< 1987 Chargeurs) puis fin 1990,chastel-j,,J Chastel,Chastel,J,president_directeur_general,1956,Annuaire Desfossés 1956,pdg Tissages soieries réunis,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chastel (J.),1685,person_index,0
empire-desfosses-1956-adm-655dbf,papeteriesarchesjohannotmaraisarjomari,"Papeteries Arches, Johannot, Marais (ARJOMARI)",chastellux-cte-louis-deep-genevieve-navarre,,Chastellux (Cte Louis de)(ép. Geneviève Navarre),Chastellux (Cte Louis de)(ép. Geneviève Navarre),,administrateur,1956,Annuaire Desfossés 1956,Arjomari,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Chastellux (Cte Louis de)(ép. Geneviève Navarre),2169,person_index,0
empire-desfosses-1956-adm-655dbf,shell,Shell française (Anc. Éts Les Fils de A. Deutsch de la Meurthe et Compagnie),chastellux-cte-louis-deep-genevieve-navarre,,Chastellux (Cte Louis de)(ép. Geneviève Navarre),Chastellux (Cte Louis de)(ép. Geneviève Navarre),,administrateur,1956,Annuaire Desfossés 1956,Shell française,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Chastellux (Cte Louis de)(ép. Geneviève Navarre),687,person_index,0
empire-desfosses-1956-adm-655dbf,radioelectrique,Société française radio-électrique,chastellux-cte-louis-deep-genevieve-navarre,,Chastellux (Cte Louis de)(ép. Geneviève Navarre),Chastellux (Cte Louis de)(ép. Geneviève Navarre),,administrateur,1956,Annuaire Desfossés 1956,Soc. française radio-électrique,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_only,Chastellux (Cte Louis de)(ép. Geneviève Navarre),1226,person_index,0
empire-desfosses-1956-adm-655dbf,potasasibericas,Potasas ibericas,chatain-j,,J Chatain,Chatain,J,administrateur,1956,Annuaire Desfossés 1956,Potasas ibericas,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chatain (J.),1527,person_index,0
empire-desfosses-1956-adm-655dbf,acmer,ACMER (ex Usines Ch,chatain-p,,P Chatain,Chatain,P,commissaire_aux_comptes,1956,Annuaire Desfossés 1956,comm. cptes Acmer,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chatain (P.),932,person_index,0
empire-desfosses-1956-adm-655dbf,staictransportsautomobilescommerciaux,STAIC (Société de transports automobiles et commerciaux),chatain-p,,P Chatain,Chatain,P,administrateur,1956,Annuaire Desfossés 1956,Staic,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chatain (P.),424,person_index,0
empire-desfosses-1956-adm-655dbf,transportsdepartementaux,Société générale des transports départementaux,chatain-p,,P Chatain,Chatain,P,administrateur,1956,Annuaire Desfossés 1956,Gén. Transports départementaux,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chatain (P.),427,person_index,0
empire-desfosses-1956-adm-655dbf,credit,Crédit français,chateau-p,,P Chateau,Chateau,P,administrateur,1956,Annuaire Desfossés 1956,Crédit français,Empire (transversal),,Documents généraux (par ordre chronologique),person_index,person_index,index_surname_paren,Chateau (P.),189,person_index,1
