doc_id,person_key,person_id,in_network,name_clean,surname,given,office_class,office_raw,jurisdiction,former,pattern,evidence,source_ref,region,country
empire-cgft-436578,marie,marie,1,Marie,Marie,,senior_state,sous-préfet,Havre,0,apposition,"s ont été portés par MM. Rostand, Mercet, Siegfried, Brindeau, par M. Marie, sous-préfet du Havre, et par M. Mulsant, directeur de la Compagnie des tramways, etc. —",Compagnie Générale Française de Tramways,Empire (transversal),
empire-cgft-436578,schelle-g,schelle-g,1,Gustave Schelle,Schelle,Gustave,senior_state,directeur au ministère,,0,entry_header,"SGB], administrateurs sortants, ont été réélus. Gustave Schelle (1845-1927) : directeur au ministère des travaux publics jusqu’en mai 1905, puis 39 administrateur des Chemins de f",Compagnie Générale Française de Tramways,Empire (transversal),
empire-cgft-436578,causeret,,0,Causeret,Causeret,,senior_state,préfet,Bouches-du-Rhône,0,apposition,"armant petit monde, en joie de sa venue. Il était accompagné de MM. Causeret, préfet des Bouches-du-Rhône ; Léon Bon, sénateur, président du conseil général ; Rib",Compagnie Générale Française de Tramways,Empire (transversal),
empire-cgft-436578,manceron-f,manceron-f,1,François Manceron,Manceron,François,colonial_governor,résident général,Tunisie,0,entry_header,e d’un industriel du Nord. Il fait 46 carrière dans la préfectorale et devient résident général en Tunisie (8 fév. 1929-29 juillet 1933). Commandeur de la Légion d’honneur. ,Compagnie Générale Française de Tramways,Empire (transversal),
empire-cgft-436578,caillaux-p,caillaux-p,1,Pierre Caillaux,Caillaux,Pierre,senior_state,conseiller d’État,,0,entry_header,"été financière française et coloniale (SFFC). Maître des requêtes, puis (1928) conseiller d’État. Président du Syndicat professionnel des producteurs et distributeurs d’énergi",Compagnie Générale Française de Tramways,Empire (transversal),
empire-cgft-436578,manceron,,0,MANCERON,MANCERON,,colonial_governor,RÉSIDENT GÉNÉRAL,EN TUNISIE,1,apposition,"té fixé à 25 francs. Sans commentaire. —————————————— MORT DE M. MANCERON, ANCIEN RÉSIDENT GÉNÉRAL EN TUNISIE [administrateur de la CGFT] (Le Petit Parisien, 19 avril 1937) On",Compagnie Générale Française de Tramways,Empire (transversal),
empire-cgft-436578,manceron-f,manceron-f,1,François Manceron,Manceron,François,senior_state,ministre plénipotentiaire,,0,apposition,"e Petit Parisien, 19 avril 1937) On annonce la mort de. M. François Manceron, ministre plénipotentiaire, ancien résidant général de France en Tunisie, commandeur de la Légion d'honne",Compagnie Générale Française de Tramways,Empire (transversal),
empire-cgft-436578,saint-l,,0,Lucien Saint,Saint,Lucien,colonial_governor,résident général,,0,apposition,"elle, M. Manceron avait été appelé à prendre la succession de M. Lucien Saint, résident général de France à Tunis. Les obsèques de M. Manceron auront lieu en Savoie le 21 av",Compagnie Générale Française de Tramways,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,trouillot-g,,0,Georges Trouillot,Trouillot,Georges,minister,ministre du commerce,,0,apposition,"ficier de l'ordre de l'Étoile d'Anjouan (13 mai 1936). M. Georges Trouillot, ministre du commerce, vient de soumettre à l'examen de ses collègues les ministres des colonies, de",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,ponty-l-arrivee-w,,0,William Ponty L'arrivée,Ponty L'arrivée,William,colonial_governor,gouverneur général,William Ponty L'arrivée,0,title_first," DE FER DE LA CÔTE-D'IVOIRE (Les Annales coloniales, 10 juin 1913) Voyage du gouverneur général William Ponty L'arrivée à la gare d'Abidjan-Lagune eut lieu vers 16 heures et ",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,malvy,,0,Malvy,Malvy,,minister,ministre du Commerce,,0,apposition,"desservent la côte occidentale d'Afrique, vient d'être autorisée par M. Malvy, ministre du Commerce, de l'Industrie, des Postes et des Télégraphes, à modifier la périodicité de s",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,doumergue,doumergue-g,1,Doumergue,Doumergue,,minister,ministre des Colonies,,0,apposition,"n sur la côte d'Afrique par la Compagnie des Chargeurs Réunis. M. Doumergue, ministre des Colonies, saisit, l'occasion pour attirer l'attention de la Chambre sur la nécessité de",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,lebon-a,lebon-a-alfred,1,André Lebon,Lebon,André,minister,ministre des colonies,,1,apposition,"ur du Pas-de-Calais, président du Comité de l’Afrique française ; André Lebon, ancien ministre des colonies, président de la Fédération des industriels et commerçants français ; général",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,duchene-a,duchene-a,1,Albert Duchêne,Duchêne,Albert,senior_state,conseiller d'État,,0,apposition,"e Reinach, secrétaire général de l’Union coloniale française ; Albert Duchêne, conseiller d'État, directeur au ministère des colonies ; Paul Dupuy, directeur du Petit Parisien",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,philippart-f,philippart-f,1,Fernand Philippart,Philippart,Fernand,local_elected,maire de,Bordeaux,0,apposition,"e l'Association of West African Merchants, de Liverpool ; Fernand Philippart, maire de Bordeaux ; G. Seguin, administrateur-délégué de la Société commerciale de l’O",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,merlin,merlin,1,Merlin,Merlin,,colonial_governor,gouverneur général,Afrique Occidentale,0,apposition,"Dépêche coloniale. Président du comité de l’Afrique Occidentale : M. Merlin, gouverneur général de l’Afrique Occidentale française Président du comité local de l’Afrique Equ",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,angoulvant-g,angoulvant-g-georges,1,G. Angoulvant,Angoulvant,G.,colonial_governor,gouverneur général,Afrique Equatoriale,0,apposition," du comité local de l’Afrique Equatoriale et du Cameroun : M. G. Angoulvant, gouverneur général de l'Afrique Equatoriale française. Première liste de souscription Compagnie ",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,boudet-l,boudet-l,1,Louis Boudet,Boudet,Louis,colonial_admin,administrateur des colonies,,0,apposition," Parmi les victimes du naufrage de l' « Afrique » figurent M. Louis Boudet, administrateur des colonies, et Mme Boudet. M. Louis Boudet, qui était originaire de Juillac (Corrèze)[n",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,fourneau-l,fourneau-l,1,Lucien Fourneau,Fourneau,Lucien,colonial_governor,commissaire de la République,,0,entry_header,"une carrière d’explorateur, puis d’administrateur en AEF qu’il 6 termine comme commissaire de la République française au Cameroun. Puis il pantoufle comme administrateur de la Silico-Ca",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,fourn,fourn-g,1,Fourn,Fourn,,colonial_governor,gouverneur du Dahomey,,0,apposition,"iques, bananes, fruits et produits coloniaux divers. À signaler que M. Fourn, gouverneur du Dahomey, M. Poiret, gouverneur: de la Guinée, s'étaient embarqués de leur port respec",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,pechegrand,,0,Péchegrand,Péchegrand,,local_elected,maire de,Libreville,0,apposition,"seaux ; M. Sabathié, directeur des Entreprises africaines ; M. Péchegrand, maire de Libreville. L'Europe rapporte un chargement de 400 tonnes dont des lots de bo",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,tardieu-a,,0,André Tardieu,Tardieu,André,minister,ministre des Travaux publics,,0,apposition,"l des débats, 25 mai 1927) Dès le retour du Tchad en France, M. André Tardieu, ministre des Travaux publics, a tenu à procéder lui-même à une enquête sur les incidents qui avaient eu lie",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,binger-g,binger-g,1,Gustave Binger,Binger,Gustave,colonial_governor,gouverneur général,Gustave Binger,0,title_first, tire son nom d'une localité ivoirienne ainsi baptisée en 1899 en l'honneur du gouverneur général Gustave Binger. Le bateau se rallia en 1940 à la France libre; ————— Ont emb,Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,rollin-l,rollin-l,1,Louis Rollin,Rollin,Louis,minister,ministre de la Marine marchande,,0,apposition,"si spirituels qu'actifs, aussi populaires que sympathiques : MM. Louis Rollin, ministre de la Marine marchande, et Alcide Delmont, sous-secrétaire d'État aux Colonies, qu'escortaient leurs ",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,delmont-a,,0,Alcide Delmont,Delmont,Alcide,minister,sous-secrétaire d'État aux Colonies,,0,apposition,"hiques : MM. Louis Rollin, ministre de la Marine marchande, et Alcide Delmont, sous-secrétaire d'État aux Colonies, qu'escortaient leurs chefs de cabinet, et MM. Rio, sénateur, ancien sous- sec",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,antonetti-r,,0,R. Antonetti,Antonetti,R.,colonial_governor,gouverneur général,A,0,apposition,"S (Les Annales coloniales, 28 juin 1930) Nous apprenons que M. R. Antonetti, gouverneur général de l'A.E.F., rejoindra son poste en août. Il s'embarquera à Bordeaux le 9 août",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,baptifaut-a,baptifaut-a,1,Alexis Baptifaut,Baptifaut,Alexis,local_elected,maire de,Deauville,0,apposition," deux sinistres associés que sont MM. Léon Cyprien-Fabre et Alexis Baptifaut, maire de Deauville ; appels auxquels des affiches sur les murs de France, de grands pla",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,antonetti,,0,Antonetti,Antonetti,,colonial_governor,gouverneur général,Afrique Equatoriale,0,apposition,", Matadi et escales. Parmi les passagers de cabine, mentionnons M. Antonetti, gouverneur général de l'Afrique Equatoriale française ; M. Musson chef de cabinet du gouverneur ;",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,reynaud-p,,0,Paul Reynaud,Reynaud,Paul,minister,ministre des Colonies,,0,apposition," bananes de Guinée (Les Annales coloniales, 15 avril 1931) M. Paul Reynaud, ministre des Colonies, a décidé de confier à une commission l'examen de la situation des producteurs",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,brunot,,0,Brunot,Brunot,,colonial_governor,lieutenant-gouverneur,Tchad,0,apposition,". Brunot rejoint Fort-lamy (Les Annales coloniales, 22 juin 1933) M. Brunot, lieutenant-gouverneur du Tchad, a quitté Brazzaville à bord du Fondère pour gagner son poste à Fort-",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,brevie,,0,Brévié,Brévié,,colonial_governor,gouverneur général,A,0,apposition,"a ligne Dakar-Pointe-Noire. ————————————— L’arrivée à Bordeaux de M. Brévié, gouverneur général de l'A.O.F. (La Petite Gironde, 26 novembre 1935) Bordeaux, 25 novembre. — M.",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,brevie-l,,0,Louis Brévié,Brévié,Louis,colonial_governor,gouverneur général,A,0,apposition,"La Petite Gironde, 26 novembre 1935) Bordeaux, 25 novembre. — M. Louis Brévié, gouverneur général de l’A. O. F., qu’accompagne Mme Brévié, est arrivé lundi soir, à 19 h. 15, en",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,bouffant-a,,0,André Bouffant,Bouffant,André,senior_state,préfet,Gironde,0,apposition,"d de l’« Amérique », a été salué à sa descente de train par M. André Bouffant, préfet de la Gironde, et par MM. Rinckenbach, directeur, et Biénès, chef de son cabin",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-afrique-900d46,moutet-m,,0,Marius Moutet,Moutet,Marius,minister,ministre des colonies,,0,apposition," Moutet en A. O. F. (Les Annales coloniales, 9 avril 1937) M. Marius Moutet, ministre des colonies, quitte en ce moment la Côte-d'Ivoire pour le Soudan. Quelques jours de retard",Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,trouillot-g,,0,Georges Trouillot,Trouillot,Georges,minister,ministre du commerce,,0,apposition,"rvices maritimes postaux (Le Temps, 11 septembre 1902) M. Georges Trouillot, ministre du commerce, vient de soumettre à l'examen de ses collègues les ministres des colonies, de",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,boissonnas-j,boissonnas-j,1,Jean Boissonnas,Boissonnas,Jean,senior_state,ministre plénipotentiaire,,0,entry_header,"9 32099 120 3601 — 1909-1910 31657 326 3246 20 Jean Boissonnas (1870-1953) : ministre plénipotentiaire, marié en 1905 à Geneviève Mirabaud, 8 associé-gérant de la Banque Mirabaud, s",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,doumergue,doumergue-g,1,Doumergue,Doumergue,,minister,ministre des Colonies,,0,apposition,"on sur la côte d'Afrique par la Compagnie des Chargeurs réunis. M. Doumergue, ministre des Colonies, saisit, l'occasion pour attirer l'attention de la Chambre sur la nécessité de",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,herriot,herriot,1,Herriot,Herriot,,minister,ministre des Travaux publics,,0,apposition," (L’Économiste parlementaire, 21 décembre 1916) D'accord entre M. Herriot, ministre des Travaux publics, des Transports et du Ravitaillement, et M. Louis Nail, sous-secrétaire d'Éta",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,nail-l,,0,Louis Nail,Nail,Louis,minister,sous-secrétaire d'État de la marine marchande,,0,apposition,"e des Travaux publics, des Transports et du Ravitaillement, et M. Louis Nail, sous-secrétaire d'État de la marine marchande, M. Breton , directeur de la Compagnie des Chargeurs réunis, est placé en mi",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,boret-v,,0,Victor Boret,Boret,Victor,minister,ministre de l'agriculture et du ravitaillement,,0,apposition,"igorifique (L’Économiste parlementaire, 12 septembre 1918) M. Victor Boret, ministre de l'agriculture et du ravitaillement, s'est rendu récemment au Havre pour procéder à l'inauguration de la Belle-Is",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,beruyer,,0,Beruyer,Beruyer,,minister,ministre de Belgique,,0,apposition,"in, Desfossés, Tournade, Le Rouzic, Reboul, Fringant, ainsi que de M. Beruyer, ministre de Belgique, et de M. [Charles] Lallemand, préfet de la Seine-Inférieure. Reçu à son arri",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,charles-lallemand,,0,[Charles] Lallemand,[Charles] Lallemand,,senior_state,préfet,Seine-Inférieure,0,apposition,", ainsi que de M. Beruyer, ministre de Belgique, et de M. [Charles] Lallemand, préfet de la Seine-Inférieure. Reçu à son arrivée par MM. Louis Benoist, sous-préfet",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,benoist-l,,0,Louis Benoist,Benoist,Louis,senior_state,sous-préfet,Havre,0,apposition,"and, préfet de la Seine-Inférieure. Reçu à son arrivée par MM. Louis Benoist, sous-préfet du Havre ; Johannès Couvert, président de la chambre de commerce ; Mandeix, r",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,de-lavenay,,0,de Lavenay,de Lavenay,,senior_state,sous-préfet,,0,apposition,"istration des Chantiers de France ; M. Pralon, administrateur ; M. de Lavenay, sous-préfet ; M Lemmens, 1er adjoint au maire de Dunkerque ; M. Paul Dufour, conseille",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,dufour-p,dufour-p-pierre,1,Paul Dufour,Dufour,Paul,local_elected,conseiller général,,0,apposition,"us-préfet ; M Lemmens, 1er adjoint au maire de Dunkerque ; M. Paul Dufour, conseiller général ; M. Mouserrau, ingénieur en chef au port ; M. I'administrateur en chef et",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,chaumet-c,chaumet-c,1,Charles Chaumet,Chaumet,Charles,minister,ministre du Commerce,,1,apposition,"ésider l’assemblée, qui fit choix d'un nouveau président : M. Charles Chaumet, ancien ministre du Commerce. L'assemblée procéda aussitôt à l'élection d'une nouveau conseil. Celui-ci es",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,rollin-l,rollin-l,1,Louis Rollin,Rollin,Louis,minister,ministre de la Marine marchande,,0,apposition," la compagnie coupable et ses dirigeants seront poursuivis. M. Louis Rollin, ministre de la Marine marchande, revient de Corse où il était en promenade avec les associés de M. Léon Cypri",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,flandin-e,,0,E. Flandin,Flandin,E.,minister,ministre des Finances,,0,apposition,"tendu M. Pierre Laval, président du Conseil, accompagné de MM. P.-E. Flandin, ministre des Finances ; Pietri, ministre du Budget ; et de Chappedelaine, ministre de la Marine marc",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,doumer,doumer,1,Doumer,Doumer,,head_of_state,président de la République,,0,apposition,"ureusement rapidement enlevé à sa famille et à ses nombreux amis. M. Doumer, président de la République, ami personnel du sénateur de la Gironde, s'était rendu, hier, rue de la Tour.",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,pingaud-a,,0,A. Pingaud,Pingaud,A.,senior_state,ministre de France,Pérou,1,apposition,"omité France-Amérique (Le Journal des débats, 25 avril 1932) M. A. Pingaud, ancien ministre de France au Pérou, a été nommé membre du conseil de la section « France-Amérique latin",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,meyer-l,meyer-l,1,Léon Meyer,Meyer,Léon,minister,ministre de la marine marchande,,0,apposition,"933) Une nouvelle réunion des techniciens Dans le cabinet de M. Léon Meyer, ministre de la marine marchande, a eu lieu hier la deuxième réunion, des techniciens qui ont étudié la mise au",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,bouffard,,0,Bouffard,Bouffard,,senior_state,préfet,Gironde,0,apposition,"n résultat. Une audience va être demandée par les deux parties à M. Bouffard, préfet de la Gironde, qui sera prié d'arbitrer le confit. Des mesures d'ordre ont é",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,bascou-o,bascou-o,1,Olivier Bascou,Bascou,Olivier,senior_state,préfet,,1,apposition,"trielles n'a que trois administrateurs, et le troisième est M. Olivier Bascou, ancien préfet, ancien député, beau-frère de M. Mathieu Goudchaux et ayant un château à Aign",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,alype-p,,0,Pierre Alype,Alype,Pierre,colonial_governor,gouverneur de la Guadeloupe,,0,apposition,"llions 204.611 fr. ——————————————————— À bord du « Cuba » M. Pierre Alype, gouverneur de la Guadeloupe, a été reçu par l'Institut colonial du Havre par Marcel Lagneaux (Les Ann",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chargeurs-reunis-d6cde2,mandel,,0,Mandel,Mandel,,minister,ministre des colonies,,0,apposition,"ait lieu à La Baule une journée de l'Empire colonial, patronnée par M. Mandel, ministre des colonies. De nombreuses personnalités y assistaient, notamment … M. Nicol, président d",Compagnie des Chargeurs réunis,Empire (transversal),
empire-chemins-economiques-b-d65805,level-e,level-e,1,Émile Level,Level,Émile,local_elected,maire d',Étretat,0,entry_header," région parisienne…, et Paul-Émile (1877-1921), inspecteur des eaux et forêts, maire d'Étretat. Ingénieur ECP, il travaille d’abord pendant trois ans pour le P.-O., p",Société Générale Belge des Chemins de fer économiques,Empire (transversal),
empire-cie-aerienne-frse-307cbb,laffont-p,,0,Paul Laffont,Laffont,Paul,minister,sous-secrétaire d'État des postes,,0,apposition,"sous-secrétaire d'État des P. T. T. (Le Temps, 6 avril 1923) M. Paul Laffont, sous-secrétaire d'État des postes, vient de mettre au service des P. T. T. les ressources de la locomotion aérie",Compagnie Aérienne française,Empire (transversal),
empire-cie-aerienne-frse-307cbb,marret-c,,0,Ch. Marret,Marret,Ch.,local_elected,maire d',Eaubonne,0,apposition,"rit très moderne et soucieuses de leur intérêt. C'est ainsi que M. Ch. Marret, maire d'Eaubonne, a commandé a la C. A. F. le plan de sa commune. La ville de Penmarch",Compagnie Aérienne française,Empire (transversal),
empire-cie-aerienne-frse-307cbb,mauge,,0,Maugé,Maugé,,local_elected,maire de,Verrières-le-Buisson,0,apposition," le maire, a également passé sa commande à la C. A. F. À son tour, M. Maugé, maire de Verrières-le-Buisson, vient do commander le plan photographique de sa commune ",Compagnie Aérienne française,Empire (transversal),
empire-cie-aerienne-frse-307cbb,nardon,,0,Nardon,Nardon,,local_elected,maire de,Brest,0,apposition,"NAUTIQUE Le cadastre de Brest par avion (Le Temps, 24 octobre 1923) M. Nardon, maire de Brest, a confié à La Compagnie aérienne française l'exécution du plan de la vi",Compagnie Aérienne française,Empire (transversal),
empire-cie-aerienne-frse-307cbb,herve,herve,1,Hervé,Hervé,,local_elected,maire de,,0,apposition,"dé l'établissement du plan de la commune par les mêmes procédés et M. Hervé, maire de cette ville, vient aussi de passer un marché avec La Compagnie aérienne frança",Compagnie Aérienne française,Empire (transversal),
empire-cie-aerienne-frse-307cbb,chatel,chatel,1,Chatel,Chatel,,local_elected,maire de,,0,apposition,"pte de la municipalité, comme suite au marché passé récemment avec M. Chatel, maire de cette ville. ————————— AÉRONAUTIQUE Le Salon belge (Le Temps, 11 novembre 1923",Compagnie Aérienne française,Empire (transversal),
empire-cie-aerienne-frse-307cbb,laurent-eynac,,0,Laurent-Eynac,Laurent-Eynac,,minister,ministre de l'air,,0,apposition,"e anniversaire de sa fondation. Le banquet était présidé par M. Laurent-Eynac, ministre de l'air, et M. Fernand Gros, président du conseil d'administration. Parmi les convive",Compagnie Aérienne française,Empire (transversal),
empire-cie-aerienne-frse-307cbb,bonnefoy-sibour,,0,Bonnefoy-Sibour,Bonnefoy-Sibour,,senior_state,préfet,Seine-et-Oise,0,apposition,"ux riverains, et en dépit des arrêtés pris l'an dernier par M. Bonnefoy-Sibour, préfet de Seine-et-Oise. voilà qui stupéfie ! L'accident Un accident était prévu depu",Compagnie Aérienne française,Empire (transversal),
empire-cie-agricole-de-minoterie-2f5c0f,raynaud-m,raynaud-m-michel,1,Maurice Raynaud,Raynaud,Maurice,minister,ministre de l’agriculture,,0,entry_header,"n, 1860-Paris, 1927) : licencié en droit, député de la Charente (1906-1924), 1 ministre de l’agriculture (nov. 1910-mars 1911, juin-août 1914), ministre des colonies (juin-août 1914). ",Compagnie Agricole de minoterie,Empire (transversal),
empire-cie-agricole-de-minoterie-2f5c0f,vilgrain-e,vilgrain-e,1,Ernest Vilgrain,Vilgrain,Ernest,minister,sous-secrétaire d’État au ravitaillement pendant la guerre,,1,apposition,"les former en un trust qui les rendrait maîtres du marché. M. Ernest Vilgrain, ancien sous-secrétaire d’État au ravitaillement pendant la guerre, était merveilleusement placé pour connaître exactement",Compagnie Agricole de minoterie,Empire (transversal),
empire-cie-agricole-de-minoterie-2f5c0f,raynaud-m,raynaud-m-michel,1,Maurice Raynaud,Raynaud,Maurice,minister,ministre de l'Agriculture,,1,apposition,"s avant-hier en assemblée ordinaire, sous la présidence de M. Maurice Raynaud, ancien ministre de l'Agriculture. Ils ont approuvé les comptes et le bilan de l’exercice 1924, se soldant par u",Compagnie Agricole de minoterie,Empire (transversal),
empire-cie-commerciale-frse-2e4599,boulon-de-sarty-r,,0,René Henri Boulon de Sarty,Boulon de Sarty,René Henri,local_elected,conseiller général,Doulevant-le-Château,0,entry_header,"e générale des eaux pour l'étranger. René Henri Boulon de Sarty (1830-1884) : conseiller général de Doulevant-le-Château, en Haute- 2 Marne (1871-1877), président des Mines de ",Compagnie commerciale française,Empire (transversal),
empire-cie-financiere-industrielle-9d8223,chiris-g,chiris-g,1,Georges Chiris,Chiris,Georges,local_elected,conseiller général,Alpes-Maritimes,1,apposition,"antiers généraux : François Carnot, administrateur délégué. 15 Georges Chiris, ancien conseiller général des Alpes-Maritimes ; Le prince Nicolas Ghika, ancien ministre, président de l","Compagnie financière et industrielle, puis Compagnie financière (ancienne Banque Le Roy-Dupré",Empire (transversal),
empire-cie-gen-indus-1921-1949-44a65b,lacaze-a,lacaze-a-andre,1,Alfred Lacaze,Lacaze,Alfred,senior_state,ministre plénipotentiaire,,0,apposition," Louis-Barthélemy-Jean Boemare, 25, rue de Petrograd, à Paris ; Alfred Lacaze, ministre plénipotentiaire, 67, Champs Élysées, Paris ; Alexandre-Marie-Henri Mathieu de Vienne, 11, ave",Compagnie générale industrielle,Empire (transversal),
empire-cie-industrielle-maritime-c7fa53,galley-r,,0,Robert Galley,Galley,Robert,minister,ministre de l'équipement,,0,apposition," 1976) Double cérémonie vendredi prochain 25 juin au Havre, MM. Robert Galley, ministre de l'équipement, et Marcel Cavaillé, doivent inaugurer le terminal pétrolier d'Antifer — entre",Compagnie Industrielle maritime,Empire (transversal),
empire-cie-nationale-navigation-1881-1904-4d53d9,krantz-l,,0,L'amiral Krantz,Krantz,L'amiral,minister,ministre de la marine,,0,apposition,"ille. ——————— DERNIÈRES NOUVELLES (Le Temps, 15 juin 1888) L'amiral Krantz, ministre de la marine, a fait savoir que le prochain voyage d'Indo- Chine, qui devait s’effectuer le ",Compagnie Nationale de Navigation,Empire (transversal),
empire-cie-nationale-navigation-1881-1904-4d53d9,flaissieres,,0,Flaissières,Flaissières,,local_elected,maire de,Marseille,0,apposition,"ta son navire que lorsque le danger devint trop grand. Le docteur Flaissières, maire de Marseille, est également resté à bord jusqu'au dernier moment. Vers une heur",Compagnie Nationale de Navigation,Empire (transversal),
empire-cie-nationale-navigation-1881-1904-4d53d9,doumer,doumer,1,Doumer,Doumer,,colonial_governor,gouverneur général,,0,apposition,"ernagor rapporte de l'Indo- Chine, signalons celle suivant laquelle M. Doumer, gouverneur général, viendrait en France vers le milieu de cet été pour s'entretenir avec le gouv",Compagnie Nationale de Navigation,Empire (transversal),
empire-cie-nationale-navigation-1881-1904-4d53d9,lebon,lebon,1,Lebon,Lebon,,minister,ministre des colonies,,0,apposition," mai1898, p. 2, col. 3) Sur la demande de M. Abel, député de Toulon, M. Lebon, ministre des colonies, a obtenu de de la Compagnie nationale de navigation, après entente avec le mi",Compagnie Nationale de Navigation,Empire (transversal),
empire-cie-nationale-navigation-1881-1904-4d53d9,steinam,steinam,1,Steinam,Steinam,,colonial_admin,administrateur des services civils,,0,apposition,"onale, arrivé a Marseille le 15 décembre 1902, sont débarqués : MM. Steinam, administrateur des services civils ; Kieffer, inspecteur ; Philippe et Renard, gardes principaux de la garde in",Compagnie Nationale de Navigation,Empire (transversal),
empire-cie-nationale-navigation-1881-1904-4d53d9,goujon,goujon,1,Goujon,Goujon,,colonial_admin,administrateur des services civils,,0,apposition,"ssage à bord du Cholon, parti de Marseille le 1re janvier 1903 : MM. Goujon, administrateur des services civils ; Jench dit Bardin, Saillenfest de Sourdeval, Martelle, Canolle, Boulle, Drou",Compagnie Nationale de Navigation,Empire (transversal),
empire-cie-navigation-fraissinet-e2f891,bourgeois,bourgeois,1,Bourgeois,Bourgeois,,minister,ministre de l’instruction publique,,0,apposition,"partie de la mission scientifique qui lui avait été confiée par M. Bourgeois, ministre de l’instruction publique. Néanmoins, il rapporte un tracé de son itinéraire et divers renseignements de",Compagnie marseillaise de navigation à vapeur Fraissinet et Cie,Empire (transversal),
empire-cie-navigation-fraissinet-e2f891,encosse-du-gauthier,,0,Encosse du Gauthier,Encosse du Gauthier,,senior_state,trésorier payeur général,,0,apposition,"at-major; du commandant en chef du golfe de Bénin ; M. d’Encosse du Gauthier, trésorier payeur général à Libreville ; M. Vieil, receveur de l'enregistrement à Dakar ; M. François,",Compagnie marseillaise de navigation à vapeur Fraissinet et Cie,Empire (transversal),
