from_company_id,to_company_id,from_name,to_name,n_observations,first_year,last_year,roles
acierieslongwy,metallurgiqueminierefrancomarocaine,de la Société des Aciéries de Longwy,Compagnie Métallurgique et minière franco-marocaine,1,1912,1912,administrateur:1
metallurgiquesenellemaubeuge,metallurgiqueminierefrancomarocaine,de la Société métallurgique de Senelle-Maubeuge,Compagnie Métallurgique et minière franco-marocaine,1,1912,1912,administrateur:1
marcraty,metallurgiqueminierefrancomarocaine,de la Compagnie Marc Raty,Compagnie Métallurgique et minière franco-marocaine,1,1912,1912,administrateur:1
banquerenauld,metallurgiqueminierefrancomarocaine,de la Banque Renauld,Compagnie Métallurgique et minière franco-marocaine,1,1912,1912,administrateur:1
forges,metallurgiqueminierefrancomarocaine,de la Société des Forges,Compagnie Métallurgique et minière franco-marocaine,1,1912,1912,administrateur:1
buffetnanceiennecredit,metallurgiqueminierefrancomarocaine,Buffet de la Société nancéienne de Crédit,Compagnie Métallurgique et minière franco-marocaine,1,1912,1912,administrateur:1
parisexploitationminesfer,metallurgiqueminierefrancomarocaine,Paris. Exploitation de mines de fer,Compagnie MÉTALLURGIQUE et MINIÈRE FRANCO-MAROCAINE,1,1925,1925,president:1
marquisassas,mineraisfermagnetiquecollo,marquis d'Assas,Compagnie des minerais de fer magnétique de Collo,1,1877,1877,administrateur:1
brunvirloy,mineraisfermagnetiquecollo,Brun de Virloy,Compagnie des minerais de fer magnétique de Collo,1,1877,1877,administrateur:1
manganesecommissairecompteslemesle,minesbouarfa,Société du Manganèse. Commissaire des comptes: Lemesle,Mines de Bou-Arfa,1,1945,1945,administrateur:1
manganesecommissairecomptesnoyau,minesbouarfa,Société du Manganèse. Commissaire des comptes: Noyau,Mines de Bou-Arfa,1,1948,1948,administrateur:1
minesissougri,minesbouskour,Sté des mines de l'Issougri,Société des Mines de Bou-Skour,1,1951,1951,administrateur:1
louishalmagrandminesissougri,minesbouskour,Louis Halmagrand [Mines de l'Issougri,Société des Mines de Bou-Skour,1,1951,1951,administrateur:1
unionimmobilieremoghreb,minesbouskour,Union immobilière du Moghreb],Société des Mines de Bou-Skour,1,1951,1951,administrateur:1
baronbondeli,minesguelma,baron de Bondeli,Société des mines de Guelma,1,1905,1905,administrateur:1
minesdjebelressas,minesguelma,de la Société des mines du Djebel-Ressas,Société des mines de Guelma,1,1905,1905,administrateur:1
reunion,minesguelma,Réunion,Société des mines de Guelma,1,1906,1906,administrateur:1
presidentandreboscheradministrateurdelegue,minesguelma,président ANDRÉ BOSCHER L'administrateur délégué,Société des mines de Guelma,1,1906,1906,administrateur:1
minessidikamber,sidikamber,Mines de Sidi-Kamber,SIDI KAMBER,1,1938,1938,administrateur:1
chabaudlatour,minessoumahtafna,général de Chabaud-Latour,Société des mines de Soumah et de La Tafna,1,1867,1867,administrateur:1
minesmarles,minierezellidja,aux Mines de Marles,"Société Minière de la Zellidja, puis Mines de Zellidja",1,1930,1930,administrateur:1
etudes,minesdjebelsalrhef,Société française d'études,Société des mines du Djebel Salrhef,1,1939,1939,administrateur:1
miniere,minesdjebelsalrhef,Compagnie minière,Société des mines du Djebel Salrhef,1,1939,1939,administrateur:1
mediterraneenneminieremetallurgique,minesdjebelsalrhef,Société Méditerranéenne minière métallurgique,Société des mines du Djebel Salrhef,1,1939,1939,administrateur:1
comptoirlyonalemand,mineskefchambi,du Comptoir Lyon- Alemand,Société des mines du Kef-Chambi,1,1909,1909,administrateur_delegue:1
hgaillochetbanquechopy,mineskefchambi,H Gaillochet [Banque Chopy,Société des mines du Kef-Chambi,1,1909,1909,administrateur_delegue:1
assurancessecours,mineskefchambi,assurances Le Secours,Société des mines du Kef-Chambi,1,1909,1909,administrateur_delegue:1
vicomtearthurbourciermontureux,omniumminesusines,vicomte Arthur Bourcier de Montureux,"Omnium Mines et usines, puis Mines et Usines d'Algérie-Tunisie-Maroc",1,1924,1924,administrateur:1
jriollotcetteetefondee,minesfedjeladoum,J. Riollot. Cette société a été fondée,Société des mines de Fedj-el-Adoum,1,1911,1911,administrateur:1
comtecatalan,mineszincguergour,comte de Catalan,MINES de ZINC du GUERGOUR,1,1925,1925,administrateur:1
fdeviseomniumlyonnais,mineszincguergour,F Devise [Omnium lyonnais,MINES de ZINC du GUERGOUR,1,1925,1925,administrateur:1
vpdtmarseillaisecredit,mineszincguergour,v.-pdt Marseillaise de crédit,MINES de ZINC du GUERGOUR,1,1925,1925,administrateur:1
parmartiguesexploitationmineschalchopyrite,minieremetallurgiquecaronte,par Martigues. Exploitation de mines de chalchopyrite,Cie MINIÈRE et MÉTALLURGIQUE de CARONTE,1,1925,1925,president:1
directeurdelegue,miniereboumarouf,directeur délégué,Société minière de Bou-Marouf,1,1942,1942,administrateur:1
minieresmala,minieregundafa,Société minière des Smala,Société minière des Gundafa,1,1951,1951,administrateur:1
parminieregundafaimmeubles,minieregundafa,par la Société minière des Gundafa. Immeubles,Société minière des Gundafa,1,1951,1951,administrateur:1
miniere,minierebramrane,de la Société minière,Société Minière du Bramrane,1,1929,1929,administrateur:1
minerais,minierebramrane,et de la Société minerais,Société Minière du Bramrane,1,1929,1929,administrateur:1
baronanthouard,minierefrancotunisienne,baron A d'Anthouard,Cie MINIÈRE FRANCO-TUNISIENNE,1,1938,1938,president:1
administrateursminesgarnalfaya,minierenordafriquesaintetienne,administrateurs des Mines de Garn-Alfaya,"Société Minière du Nord de l'Afrique, Saint-Étienne",1,1901,1901,administrateur:1
minieredjebelfelten,minierenordafriquesaintetienne,de la Société minière du Djebel-Felten,"Société Minière du Nord de l'Afrique, Saint-Étienne",1,1901,1901,administrateur:1
minoteriemarocaineetablissementsperez,minoterieatlasboujab,Minoterie Marocaine. Etablissements Perez,"Minoterie de l'Atlas à Boujab, puis Société nouvelle des minoteries de l'Atlas",1,1935,1935,administrateur:1
etablissementsindustrielstounsit,minoterieatlasboujab,Établissements Industriels du Tounsit,"Minoterie de l'Atlas à Boujab, puis Société nouvelle des minoteries de l'Atlas",1,1935,1935,administrateur:1
banquealgeriennegestion,minoteriereneesclapezrelizane,Banque algérienne de gestion,"Minoterie René Esclapez & Cie, Relizane",1,1929,1929,administrateur:1
secretairebanqueparis,moulinsmaghreb,secrétaire général de la Banque de Paris,Société des Moulins du Maghreb,1,1920,1920,administrateur:1
barongastonmalaret,naphtesrharbcentral,baron Gaston de Malaret,Société des Naphtes du Rharb central,1,1922,1922,administrateur:1
nordafricainecimentslafargealger,nordafricainecimentslafarge,Société nord-africaine des ciments Lafarge à Alger,Nord-Africaine des Ciments de Lafarge,1,1934,1934,administrateur:1
colonelandremicanel,nordafricaineetudesentreprises,colonel André Micanel,Société Nord-africaine d'études et d'entreprises,1,1926,1926,administrateur_delegue:1
paulleplusadmfrancotahitienne,entreprises,Paul Leplus [adm. Cie franco-tahitienne,ENTREPRISES,1,1925,1925,administrateur:1
immobilierenordafrique,entreprises,Société immobilière du Nord de l'Afrique],ENTREPRISES,1,1925,1925,administrateur:1
bateauxvapeurnord,nordafricaineentreprisesmaritimesalgerorannemours,Cie des bateaux à vapeur du Nord,"Société Nord-africaine d'entreprises maritimes, Alger, Oran, Nemours",1,1939,1939,administrateur:1
sousdirecteur,omniumminesalgerietunisie,sous-directeur de la Société générale,Omnium Société générale de mines d'Algérie-Tunisie,1,1906,1906,administrateur:1
attache,omniumminesalgerietunisie,attaché à la Société générale,Omnium Société générale de mines d'Algérie-Tunisie,1,1906,1906,administrateur:1
manufacturesrapportconseiladministrationmessieurs,omniumminesalgerietunisie,manufactures. RAPPORT DU CONSEIL D'ADMINISTRATION Messieurs,Omnium Société générale de mines d'Algérie-Tunisie,1,1906,1906,administrateur:1
soldecompteprofits,omniumminesalgerietunisie,solde du compte « Profits,Omnium Société générale de mines d'Algérie-Tunisie,1,1912,1912,administrateur:1
omniumfrance,omniumfrancemaroc,Société l'Omnium de France,Omnium de France et du Maroc,1,1920,1920,administrateur:1
foncierecasablanca,omniummarocain,Société foncière de Casablanca,Omnium marocain,1,1928,1928,administrateur:1
omniummarocain,etudesentreprisesomniummarocain,l'Omnium marocain,Société d'études et d'entreprises Omnium marocain,1,1926,1926,administrateur:1
rederietodfjell,oranaiseremorquageassistance,pour Société Rederiet Odfjell,Société Oranaise de Remorquage et d'assistance,1,1938,1938,president:1
etudes,minesouastamesloula,Société Française d'Etudes,Mines d'Ouasta et de Mesloula,1,1940,1940,administrateur:1
parismaroc,parismarocholdingcherifiengustavegompel,Société Paris-Maroc,"Paris-Maroc, le holding chérifien de Gustave Gompel",1,1919,1919,administrateur:1
administrateursdeleguesouvert,parismaroc,administrateurs délégués. La société a ouvert,« Paris-Maroc »,1,1922,1922,administrateur:1
magasinsmodernes,parismaroc,Magasins modernes,« Paris-Maroc »,1,1922,1922,administrateur:1
magasinsmodernestanger,parismaroc,Magasins modernes de Tanger,« Paris-Maroc »,1,1922,1922,administrateur:1
nouvellesgaleries,parismaroc,Nouvelles Galeries,« Paris-Maroc »,1,1922,1922,administrateur:1
agenceindustrielle,etudesconstructions,Agence industrielle,ÉTUDES et de CONSTRUCTIONS,1,1925,1925,administrateur:1
fiduciairemaroc,penarroyamaroc,Société fiduciaire du Maroc,Peñarroya-Maroc,1,1955,1955,commissaire_aux_comptes:1
presidentdirecteur,recherchesforagespetroleszerhoun,président-directeur général,Société de recherches et forages des Pétroles du Zérhoun,1,1945,1945,administrateur:1
marquismontezemolo,phosphatesgouraia,marquis de Montezemolo,Phosphates de Gouraïa,1,1911,1911,administrateur:1
docteurhedrich,phosphatesouartane,docteur Hédrich,Compagnie des Phosphates des Ouartane,1,1920,1920,administrateur:1
commandantlabat,phosphatesouartane,commandant Labat,Compagnie des Phosphates des Ouartane,1,1920,1920,administrateur:1
fondateurparis,phosphatesouartane,fondateur de la société à Paris,Compagnie des Phosphates des Ouartane,1,1920,1920,administrateur:1
saintgobain,phosphatesdyr,Compagnie de Saint-Gobain,Compagnie des Phosphates du Dyr,1,1912,1912,administrateur:1
fininduscommissairescomptesmmlafollye,phosphatestunisiens,Société Finindus. Commissaires aux comptes: MM..Lafollye,Phosphates Tunisiens,1,1948,1948,administrateur:1
firmeallrenschhausen,portfedhala,firme all. Rensch-hausen,Compagnie du Port de Fedhala,1,1921,1921,administrateur:1
charbonnagesnordafricains,extensionportnemours,Société Charbonnages nord-africains,Société pour l'extension du Port de Nemours,1,1952,1952,administrateur:1
asturiennemines,extensionportnemours,Compagnie Asturienne des Mines,Société pour l'extension du Port de Nemours,1,1952,1952,administrateur:1
gerance,extensionportnemours,Société anonyme de gérance,Société pour l'extension du Port de Nemours,1,1952,1952,administrateur:1
minesbouarfa,extensionportnemours,Société des mines de Bou-Arfa,Société pour l'extension du Port de Nemours,1,1952,1952,administrateur:1
navalecaennaise,extensionportnemours,Société navale caennaise,Société pour l'extension du Port de Nemours,1,1952,1952,administrateur:1
mineszellidja,extensionportnemours,Société des mines de Zellidja,Société pour l'extension du Port de Nemours,1,1952,1952,administrateur:1
iunionindustrielle,extensionportnemours,I'Union industrielle,Société pour l'extension du Port de Nemours,1,1952,1952,administrateur:1
worms,extensionportnemours,Société Worms,Société pour l'extension du Port de Nemours,1,1952,1952,administrateur:1
omniumfrance,produitschimiquesfrancesaintdenis,Société Omnium de France,Produits chimiques de France à Saint-Denis,1,1920,1920,administrateur:1
loi,produitschimiquesfrancesaintdenis,Loi,Produits chimiques de France à Saint-Denis,1,1920,1920,administrateur:1
omniumfrance,phosphatesafriquenord,Société l'Omnium de France,"Cie des Phosphates de l'Afrique du Nord, puis Produits chimiques et phsphates de l'Afrique du Nord, puis Pétroles, Produits chimiques et phosphates et, à nouveau, Phosphates de l'Afrique du Nord",1,1920,1920,administrateur:1
loi,phosphatesafriquenord,Loi,"Cie des Phosphates de l'Afrique du Nord, puis Produits chimiques et phsphates de l'Afrique du Nord, puis Pétroles, Produits chimiques et phosphates et, à nouveau, Phosphates de l'Afrique du Nord",1,1920,1920,administrateur:1
financiere,quietesvous1924,Compagnie financière,Qui êtes-vous 1924 ?,1,1953,1953,administrateur:1
unionmines,quietesvous1924,Union des mines,Qui êtes-vous 1924 ?,1,1953,1953,administrateur:1
metropolitainecommercesomecos,quietesvous1924,Société métropolitaine de commerce « Somécos »,Qui êtes-vous ? 1924,1,1911,1911,administrateur:1
baronfrancisgabet,raffineriessoufrereunies,baron Francis Gabet,Raffineries de soufre réunies,1,1912,1912,president:1
comteberthiersauvigny,raffineriessoufrereunies,comte de Berthier de Sauvigny,Raffineries de soufre réunies,1,1912,1912,administrateur:1
baronsaulcesfreycinet,recherchesforages,baron de Saulces de Freycinet,"Société de Recherches et de forages, puis S.A. de gérance des bruttos de la Société de recherches et de forages",1,1892,1892,vice_president:1
mines,recherchesforages,de la Société Mines,"Société de Recherches et de forages, puis S.A. de gérance des bruttos de la Société de recherches et de forages",1,1892,1892,administrateur:1
agentpelnardconsidere,constructionsindustriellestravauxartcit,agent général de la Société Pelnard-Considère,"CONSTRUCTIONS INDUSTRIELLES ET TRAVAUX d'ART, S.A.C.I.T.A",1,1925,1925,president:1
afriquenord,constructionsindustriellestravauxartcit,Cie pour l'Afrique du Nord,"CONSTRUCTIONS INDUSTRIELLES ET TRAVAUX d'ART, S.A.C.I.T.A",1,1925,1925,president:1
creditindustrielalgerien,algerienneetudesentreprisesagricolescommercialesindustrielles,Société anonyme du Crédit industriel algérien,"Société Algérienne d'Études et d'entreprises agricoles, commerciales et industrielles, puis Crédit industriel algérien",1,1920,1920,administrateur:1
omniumhotellerie,algerienneetudesentreprisesagricolescommercialesindustrielles,et de l'Omnium de l'hôtellerie française,"Société Algérienne d'Études et d'entreprises agricoles, commerciales et industrielles, puis Crédit industriel algérien",1,1920,1920,administrateur:1
fondateurcomitefoncieragenceimmobiliere,algerienneetudesentreprisesagricolescommercialesindustrielles,fondateur du Comité foncier (agence immobilière,"Société Algérienne d'Études et d'entreprises agricoles, commerciales et industrielles, puis Crédit industriel algérien",1,1920,1920,administrateur:1
iacooperativeachats,sarratmaroc1938,Ia coopérative d'achats,"Sarrat, Le Maroc en 1938",1,1932,1932,vice_president:1
bienfaitsmatierevinicole,sarratmaroc1938,bienfaits. En matière vinicole,"Sarrat, Le Maroc en 1938",1,1932,1932,vice_president:1
nomcollectifpelnard,etudestravauxartmaroc,Société en nom collectif Pelnard,Société d'Études et de Travaux d'art du Maroc,1,1921,1921,administrateur:1
constructionsindustrielles,etudestravauxartmaroc,Société Constructions Industrielles,Société d'Études et de Travaux d'art du Maroc,1,1921,1921,administrateur:1
condamine,industriesagricolesmeauxnantesalgerie,Condamine,"Société d'Industries agricoles de Meaux, Nantes et Algérie",1,1937,1937,administrateur:1
confiserie,industriesagricolesmeauxnantesalgerie,de la Société de confiserie,"Société d'Industries agricoles de Meaux, Nantes et Algérie",1,1942,1942,commissaire_aux_comptes:1
creditlyonnais,immobilierelyonnaisemarocaine,du Crédit lyonnais],Société Immobilière Lyonnaise Marocaine,1,1918,1918,administrateur:1
auxiliaireindustriemaritime,marocaineaffretementconsignationtransitcasablancaportlyautey,Cie auxiliaire française de l'industrie maritime,"Société Marocaine d'Affrètement, de consignation et de transit, Casablanca, Port-Lyautey",1,,,administrateur:1
wloth,africaineprospection,Société W.-A. Loth,Société Africaine de Prospection,1,1929,1929,administrateur:1
bordelaisemaroc,cherifienneparticipations,Société Bordelaise du Maroc,Société Chérifienne de participations,1,1929,1929,administrateur:1
cherifienneparticipations,commerceaveccoloniesetranger,… Société chérifienne de participations,Société française pour le commerce avec les colonies et l'étranger,1,1953,1953,administrateur:1
banquemaroc,africainepetroles,Banque française du Maroc,Société Africaine des Pétroles,1,1930,1930,administrateur:1
creditfonciercolonial,africainepetroles,Crédit foncier colonial,Société Africaine des Pétroles,1,1930,1930,administrateur:1
concessionnaireminesouenza,ouenza,Société concessionnaire des Mines d'Ouenza,Société de l'Ouenza,1,1940,1940,administrateur:1
banquepaysnord,foncieremarocaine,de la Banque des Pays du Nord,Société Foncière Marocaine,1,1911,1911,vice_president:1
president,francomarocaineoufrancomarocaine,président,Société Franco-Marocaine ou Société franco-marocaine,1,1914,1914,administrateur:1
sogema,minierealgerienne,Société Sogema,Société Minière Algérienne,1,1945,1945,administrateur:1
minesbouarfa,afriquenord,Mines de Bou Arfa,AFRIQUE du NORD,1,1938,1938,administrateur:1
fedalienne,financieretransafricaine,Fédalienne,Société Financière Transafricaine,1,1952,1952,administrateur:1
entreprisecampenonbernard,financieretransafricaine,Entreprise Campenon-Bernard,Société Financière Transafricaine,1,1952,1952,administrateur:1
banqueparis,liege,de la Banque de Paris,Société Française du Liège,1,1929,1929,administrateur:1
president,stationcentraleelectricitemascara,Président,Station centrale d'électricité de Mascara,1,1925,1925,administrateur:1
pdtsyndicathotelier,voyageshotelsnordafricains,pdt du Syndicat hôtelier],Société des voyages et hôtels nord-africains,1,1925,1925,administrateur:1
censeurcreditfoncier,tachet,censeur du Crédit foncier. …………,Tachet,1,1888,1888,administrateur:1
etiennesiryadmdircompteurs,disponibilites,Étienne Siry [adm.-dir. Cie des compteurs,Disponibilités,1,1925,1925,president:1
gabrielchamonadmdircompteurs,disponibilites,Gabriel Chamon [adm.-dir. Cie des compteurs,Disponibilités,1,1925,1925,president:1
comptoircentralvoiesferrees,disponibilites,Comptoir central des voies ferrées…],Disponibilités,1,1925,1925,president:1
soleil,disponibilites,Soleil,Disponibilités,1,1925,1925,president:1
galemaroc,tramwaysautobuscasablanca,Cie gale du Maroc],Compagnie des tramways et autobus de Casablanca,1,1951,1951,administrateur:1
villetuniseffectua,tramwaystunis,ville de Tunis effectua,Tramways de Tunis,1,1914,1914,administrateur:1
baronancion,tramwaystunis,baron Ancion,Tramways de Tunis,1,1922,1922,administrateur:1
bonnettousalgerienne,transportsmazeres,Bonnet. * Tous de la Compagnie algérienne,Transports Mazères,1,1922,1922,administrateur:1
materielautomobile,transportstourismemaroc,de la Société générale de matériel automobile,Compagnie Générale de Transports et tourisme au Maroc,1,1920,1920,administrateur:1
hoteliere,transportstourismemaroc,de la Société hôtelière,Compagnie Générale de Transports et tourisme au Maroc,1,1920,1920,administrateur:1
developpementcasablanca,tuileriesbriqueteriesmarrakech,Société générale pour le développement de Casablanca,Tuileries et briqueteries de Marrakech,1,1930,1930,administrateur:1
pontstatutsdeposeschezmestollu,tunisiennepetroles,Pont. Statuts déposés chez Mes Tollu,Société Tunisienne des Pétroles,1,1920,1920,administrateur:1
boulleurcourlon,unionfabriquesengraisproduitschimiquessuperphosphates,Boulleur de Courlon,Union française de fabriques d'engrais de produits chimiques et de superphosphates,1,1923,1923,administrateur:1
unionespagnolefabriquesengrais,unionfabriquesengraisproduitschimiquessuperphosphates,Union espagnole de fabriques d'engrais,Union française de fabriques d'engrais de produits chimiques et de superphosphates,1,1932,1932,administrateur:1
unionsuperphosphates,unionfabriquesengraisproduitschimiquessuperphosphates,Union française de superphosphates,Union française de fabriques d'engrais de produits chimiques et de superphosphates,1,1932,1932,administrateur:1
diminutionnosfabrications,unionfabriquesengraisproduitschimiquessuperphosphates,diminution de nos fabrications,Union française de fabriques d'engrais de produits chimiques et de superphosphates,1,1944,1944,administrateur:1
titressontnominatifs,unionagricoleafrique,titres sont nominatifs,Union agricole d'Afrique,1,1898,1898,administrateur:1
baronjanssen,vieillemontagnealgerie,baron Janssen,Vieille-Montagne en Algérie,1,1914,1914,administrateur:1
secretairecivilezayana,vignobleszayana,secrétaire de la Société civile de Zayana,Société des Vignobles de Zayana,1,1927,1927,administrateur:1
creditfoncierfrance,vignobleszayana,Crédit foncier de France,Société des Vignobles de Zayana,1,1929,1929,administrateur:1
assurancesphenixincendie,vignobleszayana,Assurances Le Phénix-Incendie,Société des Vignobles de Zayana,1,1929,1929,administrateur:1
phenixvie,vignobleszayana,Phénix-Vie,Société des Vignobles de Zayana,1,1929,1929,administrateur:1
phenixaccidentsapporteurvignobleszayana,vignobleszayana,Phénix-Accidents. Apporteur: Vignobles de Zayana,Société des Vignobles de Zayana,1,1929,1929,administrateur:1
nanceiennealimentation,vinsmidialgerie,Société Nancéienne d'Alimentation,Compagnie générale des vins du Midi et d'Algérie,1,1948,1948,administrateur:1
produitschimiques,mullerpasse19261928souscontrolegraengesberg,Compagnie de Produits chimiques,"Müller, passé en 1926-1928 sous le contrôle de Graengesberg",1,1932,1932,administrateur:1
carrieres,mullerpasse19261928souscontrolegraengesberg,Carrières,"Müller, passé en 1926-1928 sous le contrôle de Graengesberg",1,1932,1932,administrateur:1
minesesterel,mullerpasse19261928souscontrolegraengesberg,mines de l'Estérel,"Müller, passé en 1926-1928 sous le contrôle de Graengesberg",1,1932,1932,administrateur:1
whmuller,mullerpasse19261928souscontrolegraengesberg,et la société W. H. Müller,"Müller, passé en 1926-1928 sous le contrôle de Graengesberg",1,1932,1932,administrateur:1
jhemptinnepdtkasai,banqueafriqueequatorialedevbanqueafrique,J de Hemptinne [pdt Cie du Kasai,Banque française de l'Afrique Équatoriale [dev. Banque française de l'Afrique en,1,1922,1922,administrateur:1
kotto,commercialeafriqueequatoriale,Kotto,Cie commerciale de l'Afrique équatoriale française,1,1922,1922,administrateur:1
noterquegassier,francecongo,Cie [noter que Gassier,France-Congo,1,1922,1922,administrateur:1
vicepresidententreprises,industriellebasogooue,vice- président de la Société d'entreprises,Sté anon. industrielle du Bas-Ogooué,1,1922,1922,administrateur:1
admcreditnantais,nationalecameroun,adm. Crédit nantais,Sté nationale du Cameroun,1,1922,1922,administrateur:1
maroc,afriqueminiereequatoriale,Cie du Maroc,Afrique minière équatoriale,1,1922,1922,administrateur:1
baronaymechevreliere,africaine,baron Aymé de la Chevrelière,L'Africaine,1,1926,1926,administrateur:1
baronaymechevreliere,commercialeafriqueequatoriale,baron Aymé de la Chevrelière,Cie commerciale de l'Afrique équatoriale française (Anciens,1,1926,1926,president:1
barondurrieu,exploitationsforestieresafricaines,baron Durrieu,Cie d'exploitations forestières africaines,1,1926,1926,administrateur:1
baronmauricedurrieu,forestieresanghaoubangui,baron Maurice Durrieu,Cie forestière Sangha-Oubangui,1,1926,1926,administrateur:1
baronaymechevreliere,equatoriale,baron Aymé de la Chevrelière,L'Équatoriale,1,1926,1926,administrateur:1
colonelalbertlallemand,industriellebasogooue,colonel Albert Lallemand,Société anonyme industrielle du Bas-Ogooué,1,1926,1926,administrateur:1
gouverneurhenrilejeune,creditfonciercongo,gouverneur Henri Lejeune,Crédit foncier du Congo,1,1937,1937,president:1
comtehenrierceville,creditfonciercongo,comte Henri d'Erceville,Crédit foncier du Congo,1,1937,1937,administrateur:1
baronmontreuil,creditfonciercongo,baron de Montreuil,Crédit foncier du Congo,1,1937,1937,administrateur:1
colonialecommerce,creditfonciercongo,Société Coloniale pour le Commerce,Crédit foncier du Congo,1,1937,1937,administrateur:1
baronmontreuil,financierecongo,baron de Montreuil,Société financière du Congo français,1,1937,1937,president:1
colonialecommerce,financierecongo,Société coloniale pour le commerce,Société financière du Congo français,1,1937,1937,administrateur:1
entreprises,cotonniereequatoriale,Société « Entreprises,Cie cotonnière équatoriale française,1,1937,1937,administrateur:1
exploitationsforestieresafricaines,exploitationscommercialesafricaines,Cie d'Exploitations Forestières Africaines,Cie d'exploitations commerciales africaines,1,1937,1937,administrateur:1
georgesvailleindustrielle,sanghalikouala,Georges Vaille. Cie industrielle,Cie générale Sangha-Likouala,1,1937,1937,administrateur:1
corre,africaineforestiere,Corre,Société africaine forestière,1,1937,1937,administrateur:1
pierretpresid,agricoleforestiereafricaine,général Pierret présid,Société agricole et forestière Africaine,1,1937,1937,administrateur:1
corre,agricoleforestiereafricaine,Corre,Société agricole et forestière Africaine,1,1937,1937,administrateur:1
comptoircameroun,commercialeindustrielleagricolehautogooue,comptoir au Cameroun,"Société commerciale, industrielle et agricole du Haut-Ogooué",1,1937,1937,administrateur_delegue:1
lugagnerepresentantspariscommerciale,plantationskandjia,Lugagne. Représentants à Paris: Société commerciale,Société des Plantations de la Kandjia,1,1937,1937,gerant:1
gouverneurhenribobichon,transportsouhamenana,gouverneur Henri Bobichon,Compagnie de Transports Cie française de l'Ouhame et de la Nana,1,1937,1937,president:1
gouverneurhonjosephguyon,transportsouhamenana,gouverneur général hon. Joseph Guyon,Compagnie de Transports Cie française de l'Ouhame et de la Nana,1,1937,1937,administrateur:1
gouverneurhlamblin,transporteafriqueparis,gouverneur H. Lamblin,"Cie générale de transporte en Afrique, à Paris",1,1937,1937,administrateur:1
equatorialemines,recherchesminieresoubangui,Cie équatoriale de mines,Cie générale de recherches minières de l'Oubangui,1,1937,1937,administrateur:1
exploitationsminieresoubangui,recherchesminieresoubangui,Société d'exploitations minières de l'Oubangui,Cie générale de recherches minières de l'Oubangui,1,1937,1937,administrateur:1
paccalyagricole,africaineentreprises,L. Paccaly. Société agricole,Société africaine d'entreprises,1,1937,1937,administrateur:1
boutica,transportsoubanguicameroun,Boutica. Société anon,Société de transports Oubangui-Cameroun,1,1937,1937,administrateur:1
rochelle,forestieres,Rochelle,ET FORESTIÈRES,1,1937,1937,administrateur:1
nomcollecti,forestieres,Société en nom collecti,ET FORESTIÈRES,1,1937,1937,administrateur:1
hautogooue,forestieres,Société du Haut-Ogooué,ET FORESTIÈRES,1,1937,1937,administrateur:1
portgentilforestierengounie,forestieres,Port-Gentil.. Société forestière de la N'Gounié,ET FORESTIÈRES,1,1937,1937,administrateur:1
robertmadreokoumefernanvaz,forestieres,Robert Madre. Société Okoumé du Fernan-Vaz,ET FORESTIÈRES,1,1937,1937,gerant:1
uele,waagfrereslacanenghe,de la Société de l'Uélé,"Waag frères, lac Anenghé",1,1937,1937,administrateur:1
katsanisfrancecongohernanivincente,waagfrereslacanenghe,Katsanis. Société France-Congo. Hernani Vincente,"Waag frères, lac Anenghé",1,1937,1937,gerant:1
bouroussespresbangui,waagfrereslacanenghe,Bouroussés près Bangui,"Waag frères, lac Anenghé",1,1937,1937,administrateur:1
plantationcafegilbert,waagfrereslacanenghe,Plantation de café. Gilbert,"Waag frères, lac Anenghé",1,1937,1937,administrateur:1
plantationcafeierscommercialetchad,waagfrereslacanenghe,Plantation de caféiers. Société commerciale du Tchad,"Waag frères, lac Anenghé",1,1937,1937,administrateur:1
bongolalokundjenyong,caoutchoucscacaoscameroun,Société Bongola-Lokundje-Nyong,Caoutchoucs et cacaos du Cameroun,1,1937,1937,administrateur:1
comptoirdouala,colonialedistributionenergieelectrique,Comptoir à Douala,Cie coloniale de distribution d'énergie électrique,1,1937,1937,administrateur:1
cafeiersrobustabananes,entreprisesagricolesplantations,Caféiers robusta. Cie des bananes,ENTREPRISES AGRICOLES PLANTATIONS,1,1937,1937,administrateur:1
menengotengindustrielle,entreprisesagricolesplantations,Menengoteng. Cie industrielle,ENTREPRISES AGRICOLES PLANTATIONS,1,1937,1937,administrateur:1
fvanoutryveplantationsfoumban,entreprisesagricolesplantations,F. Vanoutryve. Société des plantations de Foumban,ENTREPRISES AGRICOLES PLANTATIONS,1,1937,1937,administrateur:1
koutiplantationssanaga,entreprisesagricolesplantations,Kouti. Société des plantations de la Sanaga,ENTREPRISES AGRICOLES PLANTATIONS,1,1937,1937,administrateur:1
nomcollectif,entreprisesagricolesplantations,Société en nom collectif,ENTREPRISES AGRICOLES PLANTATIONS,1,1937,1937,administrateur:1
plantationscafeiersrobustaviossat,entreprisesagricolesplantations,Plantations: caféiers robusta. A. Viossat,ENTREPRISES AGRICOLES PLANTATIONS,1,1937,1937,administrateur:1
freletequateur,entreprisesagricolesplantations,Frelet. Cie générale de l'Equateur,ENTREPRISES AGRICOLES PLANTATIONS,1,1937,1937,gerant:1
esekaexploitationsforestieresafricaines,entreprisesagricolesplantations,Eséka. Société des Exploitations forestières africaines,ENTREPRISES AGRICOLES PLANTATIONS,1,1937,1937,gerant:1
