from_company_id,to_company_id,from_name,to_name,n_observations,first_year,last_year,roles
jacqueline,fruitsprimeursmaroc,Jacqueline,Fruits et primeurs du Maroc,1,1933,1933,administrateur:1
tangermarocaineaeronautique,omniumimmobiliermaroc,Tanger. Société marocaine pour l'aéronautique,Omnium immobilier du Maroc,1,1933,1933,directeur:1
marrakechmedinaagricole,omniumimmobiliermaroc,Marrakech-Medina). Société agricole,Omnium immobilier du Maroc,1,1933,1933,administrateur:1
plantationsarbres,omniumimmobiliermaroc,Plantations d'arbres,Omnium immobilier du Maroc,1,1933,1933,administrateur:1
conseilnavigpaquet,transportsautomobilessouss,Conseil: Cie de navig. Paquet,Société anon. des transports automobiles du Souss,1,1933,1933,administrateur:1
cherifiennearmements,transportsautomobilessouss,Cie chérifienne d'armements,Société anon. des transports automobiles du Souss,1,1933,1933,administrateur:1
cherifienneremorquage,transportsautomobilessouss,Société chérifienne de remorquage,Société anon. des transports automobiles du Souss,1,1933,1933,administrateur:1
docks,transportsautomobilessouss,Cie des docks,Société anon. des transports automobiles du Souss,1,1933,1933,administrateur:1
exploitationdomaineboulaouane,transportsautomobilessouss,Exploitation du domaine de Bou-Laouane et,Société anon. des transports automobiles du Souss,1,1933,1933,administrateur:1
baroncholet,transportsautomobilessouss,baron de Cholet,Société anon. des transports automobiles du Souss,1,1933,1933,administrateur:1
baroncande,transportsautomobilessouss,baron de Cande,Société anon. des transports automobiles du Souss,1,1933,1933,administrateur:1
gmbbaudefiduciairegerance,transportsautomobilessouss,G. —M.-B. Baude. Société fiduciaire de gérance,Société anon. des transports automobiles du Souss,1,1933,1933,administrateur:1
entreprisecommerciales,forestierekcebia,Entreprise commerciales,Société forestière de Kcebia,1,1933,1933,administrateur:1
banqueregionalecentre,fruitierebenimtir,Banque régionale du Centre,Société fruitière des Beni M'Tir,1,1933,1933,directeur:1
commercialtransocean,colonialeindustriellecommerciale,Société « Commercial Transocéan »,Cie Coloniale Industrielle et Commerciale,1,1949,1949,administrateur:1
favardin,charfa,général Favardin,Société « La Charfa »,1,1949,1949,administrateur:1
miniere,marocainemetauxentreprises,Cie minière,Cie marocaine de métaux et d'entreprises,1,1949,1949,administrateur:1
banquelazarefreres,cherifienneengraisproduitschimiques,Banque Lazare Frères,Société chérifienne d'engrais et de produits chimiques,1,1949,1949,administrateur:1
unioneuropeenneindustrielle,cherifienneengraisproduitschimiques,Union européenne industrielle,Société chérifienne d'engrais et de produits chimiques,1,1949,1949,administrateur:1
industrieafrique,cherifienneengraisproduitschimiques,Société française pour l'industrie en Afrique,Société chérifienne d'engrais et de produits chimiques,1,1949,1949,administrateur:1
brasseriesouestafricain,cherifienneengraisproduitschimiques,Société des Brasseries de l'Ouest africain,Société chérifienne d'engrais et de produits chimiques,1,1949,1949,administrateur:1
brasseriesmaroc,cherifienneengraisproduitschimiques,Société des Brasseries du Maroc,Société chérifienne d'engrais et de produits chimiques,1,1949,1949,administrateur:1
omniumnordafricain,marocaineexploitationsminieres,Omnium Nord-Africain,Société marocaine d'exploitations minières,1,1949,1949,administrateur:1
chimicolor,minieresmala,Société Chimicolor,Société minière des Smala,1,1949,1949,administrateur:1
havre,genestalafrique,Havre),Génestal-Afrique,1,1949,1949,gerant:1
electromecanique,marocaineindustriecommercesmarincom,Cie électromécanique (S. A,Société générale marocaine d'industrie et de commerce SMARINCOM,1,1949,1949,gerant:1
parismarocainerefrigeration,marocaineindustriecommercesmarincom,Paris. Société marocaine de réfrigération,Société générale marocaine d'industrie et de commerce SMARINCOM,1,1949,1949,gerant:1
marocaineimmobiliere,xiiproduitsalimentairesfruitsprimeurs,Société marocaine immobilière,XII. PRODUITS ALIMENTAIRES FRUITS. PRIMEURS,1,1949,1949,gerant:1
julienbatutauxiliairealimentation,senillerequin,Julien Batut. Société auxiliaire d'alimentation,Senille et Requin,1,1949,1949,gerant:1
madeleine,filaturestissagesmarocains,Madeleine,Société des filatures et tissages marocains,1,1949,1949,gerant:1
nordmarocainecommercetextile,filaturestissagesmarocains,Nord. Société marocaine de commerce textile,Société des filatures et tissages marocains,1,1949,1949,gerant:1
frrichardfilialeetsrichardfr,marocainefabricationscotonnieres,Fr. Richard (Filiale des Éts Richard fr,Société marocaine de fabrications cotonnières,1,1949,1949,gerant:1
houartentreprisetransports,douheretverdu,A. Houart. Entreprise de transports,Douheret-Verdu,1,1949,1949,gerant:1
navalecaennaise,maritimemarocaine,Société navale caennaise S. A,Société maritime marocaine,1,1949,1949,gerant:1
casablancamarocaineaffretement,maritimemarocaine,Casablanca. Société marocaine d'affrètement,Société maritime marocaine,1,1949,1949,gerant:1
jacquesfoucaultconservesfedala,marocaineindustrielleconservesalimentaire,Jacques Foucault. Société des conserves de Fédala,Marocaine industrielle de conserves alimentaire,1,1949,1949,gerant:1
thomasvezollesminiererhar,mecanique,Thomas Vezolles. Cie minière de Rhar,Cie générale de mécanique,1,1949,1949,gerant:1
hamedjoundyfabrication,etablcommerciauxindustrielsmoghreb,Hamed Joundy. Société de fabrication,"Établ, commerciaux et industriels du Moghreb",1,1949,1949,gerant:1
cohenmoisepecheries,marocaineexportimport,Cohen Moïse. Société des pêcheries,Société marocaine d'export. et d'import,1,1949,1949,gerant:1
bernardbluymeridionale,marocaineconstructionsrapides,Bernard Bluy. Société méridionale,Société marocaine de constructions rapides,1,1949,1949,gerant:1
salaisonssarl,darelouazir,salaisons. Sarl,« Dar-el-Ouazir »,1,1949,1949,gerant:1
renevidalprovencale,pecheriesguadiana,René Vidal. Société provençale,Société des pêcheries Guadiana,1,1949,1949,gerant:1
pontet,platreschauxsafi,Pontet,Société des plâtres et chaux de Safi,1,1949,1949,gerant:1
eliebenatarexploitationforestiere,platreschauxsafi,Élie Benatar. Société d'exploitation forestière,Société des plâtres et chaux de Safi,1,1949,1949,gerant:1
millionsfrbrakek,platreschauxsafi,millions fr. Société de Brakek,Société des plâtres et chaux de Safi,1,1949,1949,gerant:1
financieretransafricaine,platreschauxsafi,Société financière transafricaine,Société des plâtres et chaux de Safi,1,1949,1949,gerant:1
creditmarocain,platreschauxsafi,Crédit marocain,Société des plâtres et chaux de Safi,1,1949,1949,gerant:1
participationscoloniales,platreschauxsafi,Société de participations coloniales,Société des plâtres et chaux de Safi,1,1949,1949,gerant:1
peschaudagricolesoukeldiamaa,boisifrane,Peschaud. Cie agricole de Souk-el-Diamaa,Bois d'Ifrane,1,1949,1949,gerant:1
cerf,francocherifiennenavigation,Cerf,Cie franco-chérifienne de navigation,1,1951,1951,administrateur:1
banquepriveelyonmarseille,banquenationalecommerceindustrie,de la Banque privée Lyon-Marseille,Banque nationale pour le commerce et l'industrie,1,1952,1952,directeur_general:1
caissehypothecaireegypte,banquenationalecommerceindustrie,de la Caisse hypothécaire d'Égypte,Banque nationale pour le commerce et l'industrie,1,1952,1952,directeur_general:1
creditfoncierorient,banquenationalecommerceindustrie,du Crédit foncier d'Orient,Banque nationale pour le commerce et l'industrie,1,1952,1952,directeur_general:1
banquefoncierefrancomarocaine,banquenationalecommerceindustrie,de la Banque foncière franco- marocaine,Banque nationale pour le commerce et l'industrie,1,1952,1952,directeur_general:1
patronunionelectricite,banquenationalecommerceindustrie,patron de l'Union d'électricité,Banque nationale pour le commerce et l'industrie,1,1952,1952,directeur_general:1
adminpierreandredircreditmaghreb,creditmaghreb,admin. [Pierre André: dir. Crédit du Maghreb,Crédit du Maghreb° [devenu en 1957 BMCE (Bq marocaine du commerce,1,1952,1952,administrateur:1
priveemarocaine,nordafricainefinancementparticipations,Cie privée marocaine,Société nord-africaine de financement et de participations,1,1952,1952,administrateur:1
creditmarocain,nordafricainefinancementparticipations,Crédit marocain,Société nord-africaine de financement et de participations,1,1952,1952,administrateur:1
auxiliaireinvestissements,unionmetropolitaineafricaine,Cie auxiliaire d'investissements,Union métropolitaine et africaine,1,1952,1952,administrateur:1
africaineindustrielle,techniqueetudesindustriellescommercialesmarocsteic,Cie africaine générale industrielle,Société technique d'études industrielles et commerciales au Maroc (STEIC,1,1952,1952,administrateur:1
minieredjebelsarhrosud,techniqueetudesindustriellescommercialesmarocsteic,Compagnie minière du Djebel-Sarhro Sud,Société technique d'études industrielles et commerciales au Maroc (STEIC,1,1952,1952,administrateur:1
marocainetissagessoieries,techniqueetudesindustriellescommercialesmarocsteic,Société marocaine de tissages de soieries,Société technique d'études industrielles et commerciales au Maroc (STEIC,1,1952,1952,administrateur:1
etudes,techniqueetudesindustriellescommercialesmarocsteic,Société d'études,Société technique d'études industrielles et commerciales au Maroc (STEIC,1,1952,1952,administrateur:1
figurehistorique,marocaine,figure historique de la Cie],Cie marocaine,1,1952,1952,vice_president:1
marocaine,marocainevinicole,Cie marocaine,Compagnie marocaine vinicole,1,1952,1952,administrateur:1
immeublebanqueanglaise,auxiliaireunion,[immeuble de la Banque anglaise,Société auxiliaire de l'Union française,1,1919,1919,administrateur:1
creditmarocain,marocaineechanges,Crédit marocain,Société marocaine d'échanges,1,1969,1969,administrateur:1
optorg,marocaineechanges,Cie Optorg,Société marocaine d'échanges,1,1969,1969,administrateur:1
sucrieremarocaine,marocaineetablissementsbassous,Cie Sucrière marocaine,Société marocaine des Établissements A. Bassous,1,1969,1969,administrateur:1
adminmetallurgique,marocainemetallurgique,admin. Société métallurgique,Société marocaine métallurgique,1,1969,1969,administrateur:1
aimemeffreetsmeffre,nantaiseimportationmarochailaustgutzeitmollinedahl,Aimé Meffre [Éts Meffre,"Société nantaise d'importation au Maroc (Hailaust et Gutzeit, Molliné et Dahl",1,1969,1969,administrateur:1
gustavemercier,cheminsfermaroc,Gustave Mercier [ancien de l'Union d'électricité,Cie des chemins de fer du Maroc,1,1969,1969,administrateur:1
favardin,cherifienneemballagespapier,général Favardin,Cie chérifienne d'emballages en papier,1,1969,1969,administrateur:1
dirigeantbanqueparis,francoespagnolecheminfertangerfez,dirigeant de la Banque de Paris,Cie franco-espagnole du chemin de fer de Tanger à Fez,1,1969,1969,administrateur:1
marocaineapprovisionnement,francoespagnolecheminfertangerfez,de la Société marocaine d'approvisionnement,Cie franco-espagnole du chemin de fer de Tanger à Fez,1,1969,1969,administrateur:1
pontmousson,mineraisfermagnetiquemoktaelhadid,Cie de Pont-à-Mousson,Cie des minerais de fer magnétique de Mokta-el-Hadid,1,1969,1969,administrateur:1
adminmarocaineinstallationreseaux,mineraisfermagnetiquemoktaelhadid,admin. Cie marocaine. Installation de réseaux,Cie des minerais de fer magnétique de Mokta-el-Hadid,1,1969,1969,administrateur:1
creditmarocain,minieremetallurgique,Crédit marocain,Cie minière et métallurgique,1,1969,1969,administrateur:1
bureaurech,minieretichka,Bureau de rech,Cie minière du Tichka,1,1969,1969,president:1
banqueunionparisienne,minieretichka,Banque de l'Union Parisienne,Cie minière du Tichka,1,1969,1969,administrateur:1
minieremaroc,minieretichka,Cie minière du Maroc,Cie minière du Tichka,1,1969,1969,administrateur:1
royaleasturiennemines,minieretichka,Cie royale asturienne des mines,Cie minière du Tichka,1,1969,1969,administrateur:1
grosactionnairecreditlyonnais,portfedala,gros actionnaire du Crédit lyonnais,Cie du port de Fédala,1,1969,1969,administrateur:1
baronvanderheydenhauzeur,royaleasturiennemines,baron Van der Heyden à Hauzeur,Compagnie royale asturienne des mines,1,1969,1969,president:1
marquispidal,royaleasturiennemines,marquis de Pidal,Compagnie royale asturienne des mines,1,1969,1969,administrateur:1
maroc,tramwaysautobuscasablanca,Cie générale du Maroc],Compagnie des tramways et autobus de Casablanca,1,1969,1969,administrateur:1
usinerochesnoires,tramwaysautobuscasablanca,usine des Roches-Noires,Compagnie des tramways et autobus de Casablanca,1,1969,1969,administrateur:1
gletransatl,manutentionmarocaine,Cie gle Transatl,Manutention marocaine,1,1969,1969,administrateur:1
docks,manutentionmarocaine,Cie des docks,Manutention marocaine,1,1969,1969,administrateur:1
adminpreservatriceassurances,penarroyamaroc,admin. La Préservatrice Assurances,Peñarroya-Maroc,1,1969,1969,administrateur:1
financierefcobelgecolonisation,cherifiennepetroles,Cie financière fco-belge de colonisation,Société chérifienne des pétroles,1,1969,1969,administrateur:1
minesbouarfa,commercialeminiereafriquenord,Mines de Bou Arfa,Société commerciale et minière pour l'Afrique du Nord,1,1969,1969,administrateur:1
agricolefinanciere,entreprisesurbainescolonialesfiliale19561614,Société agricole financière,Société d'entreprises urbaines et coloniales [filiale de 1956/1614 =,1,1969,1969,administrateur:1
maroc,etudesminieresouarzemine,Cie générale du Maroc,Société d'études minières de l'Ouarzemine,1,1969,1969,president:1
omniumnordafrican,marocaineetudessiderurgiques,Omnium nord-african,Société marocaine d'études sidérurgiques,1,1969,1969,administrateur:1
forgeschatilloncommentryneuvesmaisons,marocaineetudessiderurgiques,Cie des forges de Châtillon-Commentry-Neuves-Maisons,Société marocaine d'études sidérurgiques,1,1969,1969,administrateur:1
universelleexplosifs57,marocaineexplosifsaccessoiresminesnobelselondict,Société universelle des explosifs (57,"Société marocaine d'explosifs et d'accessoires de mines [Nobel, selon Dict des",1,1969,1969,administrateur:1
sembletiladministrateurcomptoirmines,minesbouskourfiliale1956607boleo,semble-t-il. Administrateur du Comptoir des mines,Sté des mines de Bou-Skour [filiale de 1956/607 = Boleo + de la Cie,1,1952,1952,administrateur:1
miniere,miniereatlasmarocain,Société minière,Société minière de l'Atlas marocain,1,1952,1952,administrateur:1
minesaouli,miniereatlasmarocain,Société des mines d'Aouli,Société minière de l'Atlas marocain,1,1952,1952,administrateur:1
mineszellidja,miniereatlasmarocain,Société des mines de Zellidja,Société minière de l'Atlas marocain,1,1952,1952,administrateur:1
minesouedrabah,minierehautguir,Sté des mines de l'Oued Rabah,Société minière du Haut-Guir,1,1952,1952,administrateur:1
fonciere,minierehautguir,Cie foncière,Société minière du Haut-Guir,1,1952,1952,administrateur:1
bureaurecherches,molybdene,Bureau de recherches,Société Le Molybdène,1,1952,1952,administrateur:1
mineszellidja,nordafricaineplombouedelheimer,Société des mines de Zellidja,"Société nord-africaine du plomb, OUED-EL-HEIMER",1,1952,1952,administrateur:1
laboratoireetudesminieres,nordafricaineplombouedelheimer,Laboratoire d'études minières,"Société nord-africaine du plomb, OUED-EL-HEIMER",1,1952,1952,administrateur:1
saintjosephleadcompany,nordafricaineplombouedelheimer,Saint-Joseph Lead Company,"Société nord-africaine du plomb, OUED-EL-HEIMER",1,1952,1952,administrateur:1
minesincorpltd,nordafricaineplombouedelheimer,Société Mines Incorp. Ltd,"Société nord-africaine du plomb, OUED-EL-HEIMER",1,1952,1952,administrateur:1
omniumnordafricain,prospectionetudesminieresmaroc,Omnium nord-africain,Société de prospection et d'études minières au Maroc,1,1952,1952,administrateur:1
omniumnordafricain,transportsminiers,Omnium nord-africain,Société de transports miniers,1,1952,1952,administrateur:1
tifnouttiranimine,transportsminiers,Cie Tifnout-Tiranimine,Société de transports miniers,1,1952,1952,administrateur:1
pmarnejoulsmarocaineculture,fermieremarocaineexploitationsagricolesboitepost,P. Marnéjouls. Cie marocaine. Culture,Cie fermière marocaine d'exploitations agricoles Boîte post,1,1952,1952,administrateur:1
1ereusineegrenagecotonindochine,algeromarocaineculturecommerce,1ère usine d'égrenage du coton en Indochine],Société algéro-marocaine de culture et de commerce,1,1952,1952,president_directeur_general:1
omniumouledharris,marocainebeniahsen,Omnium des Ouled Harris,Société marocaine des Béni Ahsen,1,1952,1952,administrateur:1
viandes,cherifentrepriseselectr,Cie des viandes,Cie chérif. d'entreprises électr,1,1952,1952,administrateur:1
industriellemarocaineentrepriseselectriques,cherifentrepriseselectr,industrielle. Cie marocaine d'entreprises électriques,Cie chérif. d'entreprises électr,1,1952,1952,administrateur:1
gentreprises,cherifentrepriseselectr,G.: la Cie d'entreprises,Cie chérif. d'entreprises électr,1,1952,1952,administrateur:1
marocainedistributioneau,entrepriseelectriquezenatasfedala,Société marocaine de distribution d'eau,Entreprise électrique des Zenatas-Fédala,1,1952,1952,administrateur:1
energieelectriquemaroc,entrepriseelectriquezenatasfedala,Société Énergie électrique du Maroc,Entreprise électrique des Zenatas-Fédala,1,1952,1952,administrateur:1
juliencarvallo,mouillefarinedoncavantmars1965,général Julien Carvallo,"Mouillefarine, donc avant le mars 1965]",1,1971,1971,administrateur:1
al,minieremoghreb,Alex. Bury. Cie minière,Cie minière du Moghreb,1,1966,1966,administrateur:1
omniumnordafricainetudes,tifnouttiranimine,Omnium Nord-Africain. Études,Cie de Tifnout-Tiranimine,1,1966,1966,administrateur:1
francomarocainefedala,salinesmaroc,Cie franco-marocaine de Fédala,Salines du Maroc,1,1954,1954,administrateur:1
bouchonneriesfedala,salinesmaroc,Bouchonneries de Fédala,Salines du Maroc,1,1954,1954,administrateur:1
tingitane,salinesmaroc,Tingitane S. A,Salines du Maroc,1,1954,1954,administrateur:1
fedaliennem,valdora,Fédalienne S. A. M,Sté anon. Valdora,1,1954,1954,administrateur:1
francomarocainefedala,valdora,Cie franco-marocaine de Fédala,Sté anon. Valdora,1,1954,1954,administrateur:1
usinepaledor,valdora,usine Paledor,Sté anon. Valdora,1,1954,1954,administrateur:1
voirhuileries,etablcommerciauxindustrielsmoghreb,Voir Société des... Huileries,Établ. commerciaux et industriels du Moghreb,1,1954,1954,administrateur:1
domainesmoyenouergha,etablcommerciauxindustrielsmoghreb,domaines du Moyen-Ouergha,Établ. commerciaux et industriels du Moghreb,1,1954,1954,administrateur:1
presidunionmarocainefibres,metallurgiqueidrissia,présid. Union marocaine des fibres,Sté métallurgique Idrissia,1,1954,1954,administrateur:1
massetteunionmarocaineindustrielle,metallurgiqueidrissia,massette. Union marocaine industrielle,Sté métallurgique Idrissia,1,1954,1954,administrateur:1
tanninsreyplantationsderkella,agricoleboumais,Sté Tannins Rey. Plantations de Derkella S.A,Cie agricole de Bou-Maïs,1,1953,1953,administrateur:1
admincherifiennecharbonnagesdjerada,argilesbouadra,admin. Sté chérifienne des charbonnages de Djerada,Sté des argiles de Bou-Adra,1,1953,1953,administrateur:1
devcharbonnagesnordafricains,argilesbouadra,dev. Charbonnages nord-africains],Sté des argiles de Bou-Adra,1,1953,1953,administrateur:1
navigpaquet,anomboissonsgazeusessafimogador,Cie de navig. Paquet,Sté anom des boissons gazeuses de Safi-Mogador,1,1953,1953,administrateur:1
cherifiennearmements,anomboissonsgazeusessafimogador,Cie chérifienne d'armements,Sté anom des boissons gazeuses de Safi-Mogador,1,1953,1953,administrateur:1
docks,anomboissonsgazeusessafimogador,Cie des docks,Sté anom des boissons gazeuses de Safi-Mogador,1,1953,1953,administrateur:1
plantationsarbres,agricolesoukelarbarharb,Plantations d'arbres,Cie agricole de Souk-el-Arba-du-Rharb,1,1953,1953,administrateur:1
chesnaieboulhaut,agricolesoukelarbarharb,Chesnaie-Boulhaut,Cie agricole de Souk-el-Arba-du-Rharb,1,1953,1953,administrateur:1
exploitationdomaineboulaouane,agricolesoukelarbarharb,Exploitation du domaine de Bou-Laouane et,Cie agricole de Souk-el-Arba-du-Rharb,1,1953,1953,administrateur:1
centraleetudes,africainetravaux,Société centrale d'études,Société Africaine de Travaux,1,1924,1924,vice_president:1
banquepriveemessieurspaulus,africaineliegealgerhusseindeyazazga,Banque privée. Messieurs Paulus,"Compagnie Africaine du Liège, Alger, Hussein-Dey, Azazga",1,1929,1929,administrateur:1
ciesassurance,africaineminestransports,des Cies d'assurance,Société africaine de mines et transports,1,1949,1949,administrateur:1
usinestunisiemineszinc,mineszincainnouba,usines en Tunisie. Mines de zinc,MINES DE ZINC D'AÏN-NOUBA,1,1925,1925,administrateur:1
droit,marocainegazcomprimes,Droit,Société Marocaine de Gaz comprimés,1,1919,1919,administrateur:1
mineslaurium,alfasocfabricationpatescellulose,Mines de Laurium…],"L'ALFA, Soc. an. pour la fabrication des pâtes de cellulose",1,1938,1938,administrateur:1
usinetraille,alfasocfabricationpatescellulose,Usine à La Traille,"L'ALFA, Soc. an. pour la fabrication des pâtes de cellulose",1,1938,1938,administrateur:1
drfrebatel,algerienneglacehygieniqueentreposagefrigorifique,Dr F. Rebatel,Compagnie Algérienne de glace hygiénique et d'entreposage frigorifique,1,1899,1899,president:1
vicomtebellescize,algerienneglacehygieniqueentreposagefrigorifique,vicomte de BELLESCIZE,Compagnie Algérienne de glace hygiénique et d'entreposage frigorifique,1,1899,1899,administrateur:1
vicomtecaixsaintaymour,algerienneconservesalimentaires,vicomte de Caix de Saint-Aymour,Société Algérienne de Conserves alimentaires,1,1901,1901,administrateur:1
sonpremiergerant,algeriennenavigationafriquenordcharlesschiaffino,Cie. Son premier gérant,"Société Algérienne de Navigation pour l'Afrique du Nord, Charles Schiaffino et Cie",1,1944,1944,conseil_surveillance:1
outredomaineminiergueldaman,algeriennemines,outre le domaine minier du Gueldaman,"Société Algérienne des mines, puis Algérienne des Mines du Gueldaman",1,1930,1930,administrateur:1
chemins,algeriennemines,Compagnie des chemins de,"Société Algérienne des mines, puis Algérienne des Mines du Gueldaman",1,1930,1930,administrateur:1
mineszellidja,algeriennezinc,Société des mines de Zellidja,Société Algérienne du Zinc. Anc. Société nord-africaine du plomb,1,,,administrateur:1
laboratoireetudesminieres,algeriennezinc,Laboratoire d'études minières,Société Algérienne du Zinc. Anc. Société nord-africaine du plomb,1,,,administrateur:1
saintjosephleadcompany,algeriennezinc,Saint-Joseph Lead Company,Société Algérienne du Zinc. Anc. Société nord-africaine du plomb,1,,,administrateur:1
minesincorpltd,algeriennezinc,Société Mines Incorp. Ltd,Société Algérienne du Zinc. Anc. Société nord-africaine du plomb,1,,,administrateur:1
industrielleville,algerienneexploitationliege,Société industrielle de la ville,Société Algérienne pour l'Exploitation du liège,1,1927,1927,administrateur:1
banquecolonialeetudes,algerienneexploitationliege,Banque coloniale d'études,Société Algérienne pour l'Exploitation du liège,1,1927,1927,administrateur:1
nordafricaineetudes,algerienneexploitationliege,Société nord-africaine d'études,Société Algérienne pour l'Exploitation du liège,1,1927,1927,administrateur:1
voirplusbas,africainearmement,Cie. Voir plus bas,Cie africaine d'ARMEMENT,1,1925,1925,administrateur:1
devignyusinecharenton,chaines,Devigny. Usine à Charenton,CHAÎNES,1,1925,1925,administrateur:1
usinesgraville,constructionelectrique,Cie. ] Usines à Graville,CONSTRUCTION ÉLECTRIQUE,1,1925,1925,administrateur:1
kefmahdia,constructionelectrique,Kef Mahdia,CONSTRUCTION ÉLECTRIQUE,1,1925,1925,administrateur:1
marcellebonconseiladministrationmmherbette,leach,Marcel Lebon. Conseil d'administration: MM. Herbette,LEACH,1,1925,1925,president:1
presboneminesferainoudrer,minesfer,près Bône.. MINES de FER d'AIN-OUDRER,MINES DE FER,1,1925,1925,president:1
fdeviseomniumlyonnais,voorhouthaye,F. Devise [Omnium lyonnais,"Voorhout, à La Haye",1,1925,1925,directeur:1
vpdtmarseillaisecredit,voorhouthaye,v.-pdt Marseillaise de crédit,"Voorhout, à La Haye",1,1925,1925,directeur:1
parmartigesexploitationmineschalchopyrite,minierefrancoafricaine,par Martiges. Exploitation de mines de chalchopyrite,MINIÈRE FRANCO-AFRICAINE,1,1925,1925,president:1
havrelignesregulieresalgerie,havraisepeninsulairenavigationvapeur,Havre. Lignes régulières sur l'Algérie,Cie havraise péninsulaire de NAVIGATION A VAPEUR,1,1925,1925,directeur_general:1
reunion,havraisepeninsulairenavigationvapeur,Réunion,Cie havraise péninsulaire de NAVIGATION A VAPEUR,1,1925,1925,directeur_general:1
comptoirest,sanhadja,Comptoir de l'Est,SANHADJA,1,1928,1928,administrateur:1
jguenin,sanhadja,Société J.-L. Guénin,SANHADJA,1,1928,1928,administrateur:1
indiajutecy,sanhadja,Société India-Jute Cy,SANHADJA,1,1928,1928,administrateur:1
filsmpignol,sanhadja,Société les fils de M. Pignol,SANHADJA,1,1928,1928,administrateur:1
haye,senellemaubeuge,Haye,SENELLE-MAUBEUGE,1,1921,1921,administrateur:1
minesjanonterrenoire,manufacturetapisorient,des Mines de Janon-Terrenoire,Manufacture de TAPIS D'ORIENT,1,1919,1919,president:1
carlinfilsusinesvoiron,tissagesmecaniquesisere,Carlin fils. Usines à Voiron,TISSAGES MÉCANIQUES DE L'ISÈRE,1,1919,1919,administrateur:1
etiennesiryadmdircompteurs,tramwaysalgeriens,Étienne Siry [adm.-dir. Cie des compteurs,TRAMWAYS ALGÉRIENS,1,1919,1919,president:1
gabrielchamonadmdircompteurs,tramwaysalgeriens,Gabriel Chamon [adm.-dir. Cie des compteurs,TRAMWAYS ALGÉRIENS,1,1919,1919,president:1
comptoircentralvoiesferrees,tramwaysalgeriens,Comptoir central des voies ferrées…],TRAMWAYS ALGÉRIENS,1,1919,1919,president:1
ciesassurancesaigle,tramwaysalgeriens,des Cies d'assurances L'Aigle,TRAMWAYS ALGÉRIENS,1,1919,1919,president:1
soleil,tramwaysalgeriens,Soleil,TRAMWAYS ALGÉRIENS,1,1919,1919,president:1
commerce,velvetrum,Cie de commerce,VELVET-RUM,1,1919,1919,administrateur:1
holdingcherifienbanqueparis,afrique,holding chérifien de la Banque de Paris,Cie générale de l'AFRIQUE FRANÇAISE,1,1925,1925,president:1
belgiqueetablissementssilvatico,aguilas,Belgique des Etablissements Silvatico,Cie d'AGUILAS,1,1925,1925,president:1
maroccoteafrique,consignatairesreunis,Maroc.. CÔTE d'AFRIQUE,CONSIGNATAIRES RÉUNIS,1,1925,1925,administrateur:1
guerinusineslavardac,liegeslasserens,A. Guérin. Usines à Lavardac,LIÈGES DE LASSERENS,1,1925,1925,administrateur:1
usinemarseillefabricationliegesagglomeres,liegeslasserens,Usine à Marseille. Fabrication de lièges agglomérés,LIÈGES DE LASSERENS,1,1925,1925,administrateur:1
docteurachalme,outremer,docteur Achalme,Cie Générale d'OUTRE-MER,1,1925,1925,administrateur:1
agenceindustrielle,outremer,Agence industrielle,Cie Générale d'OUTRE-MER,1,1925,1925,administrateur:1
exportationpatheconsortiumcinemasiegesocial67,outremer,exportation. PATHÉ-CONSORTIUM-CINÉMA. Siège social: 67,Cie Générale d'OUTRE-MER,1,1925,1925,administrateur:1
coltd7,fsepetrolesmaroc,CO Ltd. 7,Cie Fse des PÉTROLES DU MAROC,1,1925,1925,administrateur:1
loire,sudmarocain,Loire,Cie du SUD MAROCAIN,1,1925,1925,administrateur:1
saoneloiremaison19,sudmarocain,Saône-et-Loire. Maison: 19,Cie du SUD MAROCAIN,1,1925,1925,administrateur:1
usinesgraville,unionfrancosyriennecomptoirsmediterraneens,Cie. ] Usines à Graville,Union franco-syrienne COMPTOIRS FRANÇAIS MÉDITERRANÉENS,1,1925,1925,administrateur:1
newyorkmanufacturerasoirsfins,etablissementsluchaire,New-York. Manufacture de rasoirs fins,Établissements LUCHAIRE,1,1925,1925,administrateur:1
calamineminesdouariasiegesocial47,michenot,calamine.. MINES de DOUARIA. Siège social: 47,Michenot,1,1925,1925,president:1
banquechopy,michenot,Banque Chopy,Michenot,1,1925,1925,president:1
usinestunisiemineszinc,mineszaghouan,usines en Tunisie. Mines de zinc,MINES DE ZAGHOUAN,1,1925,1925,administrateur:1
unionminiere,minierekanguet,de l'Union minière,MINIÈRE DU KANGUET,1,1944,1944,administrateur:1
colonialebambao,phosphatescheminfergafsa,de la Société coloniale de Bambao,Cie des PHOSPHATES ET DU CHEMIN DE FER DE GAFSA,1,1944,1944,secretaire:1
grandecomore,phosphatescheminfergafsa,de la Société de la Grande- Comore,Cie des PHOSPHATES ET DU CHEMIN DE FER DE GAFSA,1,1944,1944,secretaire:1
tmorinalgerienne,phosphatescheminfergafsa,T Morin [Cie algérienne,Cie des PHOSPHATES ET DU CHEMIN DE FER DE GAFSA,1,1944,1944,president:1
bqunionparisienne,phosphatescheminfergafsa,Bq de l'union parisienne…],Cie des PHOSPHATES ET DU CHEMIN DE FER DE GAFSA,1,1944,1944,president:1
