person_key,surname,given_variants,n_ties,n_name_variants,name_variants
renoult,Renoult,,1,1,Renoult
de-lattre-j,de Lattre,Joseph,1,1,Joseph de Lattre
le-guellec-y,Le Guellec,Y.,1,1,Y. Le Guellec
engrand,Engrand,,1,1,Engrand
gillet-f,Gillet,F.,1,1,F. Gillet
nobecourt-e,Nobécourt,E.,1,1,E. Nobécourt
rochette,Rochette,,1,1,Rochette
de-guibert,de Guibert,,1,1,de Guibert
de-la-chassaigne,de La Chassaigne,,1,1,de La Chassaigne
duchateau-e,Duchateau,Edmond,1,1,Edmond Duchateau
baudoz-a,Baudoz,Augustin,1,1,Augustin Baudoz
piala,Piala,,1,1,Piala
duchemin-a,Duchemin,Anatole,1,1,Anatole Duchemin
rouliot-g,Rouliot,G.,1,1,G. Rouliot
duhamel-e,Duhamel,E.,1,1,E. Duhamel
miniere-a,minière,Association,1,1,Association minière
golden-horse-shoe-estates-t,Golden Horse Shoe Estates,The,1,1,The Golden Horse Shoe Estates
d-entreprises-industrielles-r,d'entreprises industrielles,Régie,1,1,Régie d'entreprises industrielles
voies-ferrees-du-nord,voies ferrées du Nord,,1,1,voies ferrées du Nord
electricite-de-varsovie,Électricité de Varsovie,,1,1,Électricité de Varsovie
telegraphiques-c,télégraphiques,Câbles,1,1,Câbles télégraphiques
electro-metallurgie-de-dives-sur-mer,Electro-métallurgie de Dives-sur-Mer,,1,1,Electro-métallurgie de Dives-sur-Mer
indochinoise-de-commerce,Indochinoise de commerce,,1,1,Indochinoise de commerce
agricole-du-maroc,agricole du Maroc,,1,1,agricole du Maroc
navales-marcel-besson,navales Marcel Besson,,1,1,navales Marcel Besson
autodrome,Autodrome,,1,1,Autodrome
financiere-pour-la-russie,financière pour la Russie,,1,1,financière pour la Russie
d-or-de-l-afrique-du-sud-m,d'or de l'Afrique du Sud,Mines,1,1,Mines d'or de l'Afrique du Sud
electro-metallurgie-de-dives,Électro-Métallurgie de Dives,,1,1,Électro-Métallurgie de Dives
tournier-e,Tournier,Édouard,1,1,Édouard Tournier
nador-utcza,Nador-utcza,,1,1,Nador-utcza
marchand-g,MARCHAND,Georges,1,1,Georges MARCHAND
representant-du-creusot,représentant du Creusot,,1,1,représentant du Creusot
lair,LAIR,,1,1,LAIR
des-acieries-de-france,DES ACIÉRIES DE FRANCE,,1,1,DES ACIÉRIES DE FRANCE
pasqueau,Pasqueau,,1,1,Pasqueau
hippolyte-eugene,Hippolyte-Eugène,,1,1,Hippolyte-Eugène
ufer-l,Ufer,Luetzow,1,1,Luetzow Ufer
thirion,Thirion,,1,1,Thirion
schnlicht,Schœnlicht,,1,1,Schœnlicht
neisser,Neisser,,1,1,Neisser
accuse-un-benefice-industriel-p,accuse un bénéfice industriel,Pertes,1,1,Pertes accuse un bénéfice industriel
bruneau,Bruneau,,1,1,Bruneau
trimbach,Trimbach,,1,1,Trimbach
baguenault-r,Baguenault,Raoul,1,1,Raoul Baguenault
expert-comptable-a-bordeaux,expert comptable à Bordeaux,,1,1,expert comptable à Bordeaux
monsieur-ramade,"2"" Monsieur Ramade",,1,1,"2"" Monsieur Ramade"
freres-s,frères,S.A. Denis,1,1,S.A. Denis frères
admin-del-bracodi,admin.-dél. [> Bracodi,,1,1,admin.-dél. [> Bracodi
soboa,Soboa,,1,1,Soboa
d-etudes,d'études,,1,1,d'études
guillermo-de-landa-y-escandon,Guillermo de Landa y Escandon,,1,1,Guillermo de Landa y Escandon
j-fournier-f,J. Fournier,François,1,1,François J. Fournier
antonio-pliego-perez-j,Antonio Pliego Pérez,José,1,1,José Antonio Pliego Pérez
brockmann-g,Brockmann,Guillermo,1,1,Guillermo Brockmann
juan-d,Juan D,,1,1,Juan D
argomedo,Argomedo,,1,1,Argomedo
berthier-e,Berthier,Emilio,1,1,Emilio Berthier
racine-l,Racine,Louis,1,1,Louis Racine
minotier-a-marseille,minotier à Marseille,,1,1,minotier à Marseille
comptoirs-dufay,comptoirs Dufay,,1,1,comptoirs Dufay
zygomaias-a,Zygomaias,Alexandre,1,1,Alexandre Zygomaias
racine-v,Racine,Victor-Jean,1,1,Victor-Jean Racine
kephalas-t,Kephalas,Tassy,1,1,Tassy Kephalas
marsan-a,Marsan,Annibale,1,1,Annibale Marsan
corso-peschiera,corso Peschiera,,1,1,corso Peschiera
podliaschouk-m,Podliaschouk,Max,1,1,Max Podliaschouk
et-michel-sarovitch,et Michel Sarovitch,,1,1,et Michel Sarovitch
hotel-edouard-vii,hôtel Edouard-VII,,1,1,hôtel Edouard-VII
f-browne-w,F. Browne,Willem,1,1,Willem F. Browne
doublet-g,Doublet,G.,1,1,G. Doublet
dufay-r,Dufay,Roger,1,1,Roger Dufay
browne,Browne,,1,1,Browne
gavoty,Gavoty,,1,1,Gavoty
et-regray,et Regray,,1,1,et Regray
et-james-de-reynier,et James de Reynier,,1,1,et James de Reynier
deydier-de-pierrefeu,Deydier de Pierrefeu,,1,1,Deydier de Pierrefeu
ed-grody,Ed. Grody,,1,1,Ed. Grody
dominice,Dominicé,,1,1,Dominicé
leflaive,Leflaive,,1,1,Leflaive
thierry-p,Thierry. 1,Pierre,1,1,Pierre Thierry. 1
senthiles,Senthiles,,1,1,Senthiles
capiomont-j,Capiomont,J.,1,1,J. Capiomont
ville-d-avray,Ville-d'Avray,,1,1,Ville-d'Avray
wallerand-a,Wallerand,A.,1,1,A. Wallerand
represente-par-m-georges-poulain,représenté par M. Georges Poulain,,1,1,représenté par M. Georges Poulain
secretan,Secrétan,,1,1,Secrétan
vilbort-j,Vilbort,Joseph,1,1,Joseph Vilbort
et-stouls,et Stouls,,1,1,et Stouls
salzedo,Salzedo,,1,1,Salzedo
assiste-de-mm-rossier,assisté de MM. Rossier,,1,1,assisté de MM. Rossier
bickart-l,Bickart,Louis,1,1,Louis Bickart
debieve-n,Debiève,Nestor,1,1,Nestor Debiève
duprat-a,Duprat,Armand,1,1,Armand Duprat
guieu-c,Guieu,Charles,1,1,Charles Guieu
et-max-monmarson,et Max Monmarson,,1,1,et Max Monmarson
schupbach-r,Schupbach,Rodolphe,1,1,Rodolphe Schupbach
nyffeler-h,Nyffeler,Hans,1,1,Hans Nyffeler
azaria-p,Azaria,Pierre,1,1,Pierre Azaria
alain-de-boysson,Alain de Boysson,,1,1,Alain de Boysson
drouhin,Drouhin,,1,1,Drouhin
berthault-l,Berthault,L.,1,1,L. Berthault
chazal-j,Chazal,J.,1,1,J. Chazal
pradeau-p,Pradeau,P.,1,1,P. Pradeau
kneppert-j,Kneppert,J.,1,1,J. Kneppert
baunn-c,Baunn,Ch.,1,1,Ch. Baunn
gorgen-m,Gorgen,Maurice,1,1,Maurice Gorgen
lamy-c,Lamy,Ch.,1,1,Ch. Lamy
d-eaubonne-p,d'Eaubonne,Piston,1,1,Piston d'Eaubonne
reimonen,Reimonen,,1,1,Reimonen
cl-grivolas,Cl. Grivolas,,1,1,Cl. Grivolas
deydier,Deydier,,1,1,Deydier
alaix,Alaix,,1,1,Alaix
loire,Loire,,1,1,Loire
ain,Ain,,1,1,Ain
cote-d-or,Côte-d'Or,,1,1,Côte-d'Or
pithiviers,Pithiviers,,1,1,Pithiviers
montargis,Montargis,,1,1,Montargis
landes,Landes,,1,1,Landes
roger-p,Roger,Pierre,1,1,Pierre Roger
groumen-g,Groumen,G.,1,1,G. Groumen
parmentier-a,Parmentier,A.,1,1,A. Parmentier
saint-sauves,Saint-Sauves,,1,1,Saint-Sauves
salers,Salers,,1,1,Salers
servieres,Servières,,1,1,Servières
neuvic,Neuvic,,1,1,Neuvic
allemont,Allemont,,1,1,Allemont
vaison,Vaison,,1,1,Vaison
beconne,Béconne,,1,1,Béconne
breil,Breil,,1,1,Breil
montelimar,Montélimar,,1,1,Montélimar
saint-raphael,Saint-Raphaël,,1,1,Saint-Raphaël
heuzet,Heuzet4,,1,1,Heuzet4
girarde-l,Girarde,Legrand,1,1,Legrand Girarde
brossette-p,Brossette,Pierre,1,1,Pierre Brossette
bismuth-a,Bismuth,Albert,1,1,Albert Bismuth
simon-jean-boussiron,Simon-Jean Boussiron,,1,1,Simon-Jean Boussiron
et-charles-pujade-renaud,et Charles Pujade-Renaud,,1,1,et Charles Pujade-Renaud
maria-de-bourbon-f,Maria de Bourbon,Fernando,1,1,Fernando Maria de Bourbon
francisco-de-la-barra,Francisco de la Barra,,1,1,Francisco de la Barra
berte-ortuno-e,Berte Ortuno,E.,1,1,E. Berte Ortuno
fernando-maria-de-baviere-p,Fernando Maria de Bavière,Prince,1,1,Prince Fernando Maria de Bavière
bourbon,Bourbon,,1,1,Bourbon
beccat,Beccat,,1,1,Beccat
bazin-de-jessey-y,Bazin de Jessey,Yves,1,1,Yves Bazin de Jessey
beccat-g,Beccat,Georges,1,1,Georges Beccat
chouanard,Chouanard,,1,1,Chouanard
duboin-l,Duboin,Léon,1,1,Léon Duboin
chevalley-a,Chevalley,Abel,1,1,Abel Chevalley
crawford-j,Crawford,James,1,1,James Crawford
louyot-e,Louyot,Émile,1,1,Émile Louyot
combarieu-h,Combarieu,Hilaire,1,1,Hilaire Combarieu
lattes,Lattès,,1,1,Lattès
combarieu,Combarieu,,1,1,Combarieu
louis-auguste-brichaux,… Louis-Auguste Brichaux,,1,1,… Louis-Auguste Brichaux
petit-gavy,Petit-Gavy,,1,1,Petit-Gavy
collange-a,Collange,A.,1,1,A. Collange
longin-j,Longin,Jean,1,1,Jean Longin
robin-l,Robin,Léopold,1,1,Léopold Robin
grimaud-a,Grimaud,Alexandre,1,1,Alexandre Grimaud
chalus-j,Chalus,Joseph,1,1,Joseph Chalus
clementel-e,Clémentel,Etienne,1,1,Etienne Clémentel
chalus,Chalus,,1,1,Chalus
maison-de-vente-a-paris,Maison de vente à Paris,,1,1,Maison de vente à Paris
d-aspiration-t,d'aspiration,Tuyaux,1,1,Tuyaux d'aspiration
picard-l,Picard,L.,1,1,L. Picard
larrouze-l,Larrouzé,L.,1,1,L. Larrouzé
papinot-a,Papinot,A.,1,1,A. Papinot
develle,Develle,,1,1,Develle
bory,Bory,,1,1,Bory
poullain,Poullain,,1,1,Poullain
cuau,Cuau,,1,1,Cuau
couillieaux-l,Couillieaux,L.,1,1,L. Couillieaux
fernberg-a,Fernberg,André,1,1,André Fernberg
fekete-n,Fekete,Nicolas,1,1,Nicolas Fekete
verdon-e,Verdon,E.,1,1,E. Verdon
vilter-h,Vilter,H.,1,1,H. Vilter
vandier-j,Vandier,Jacques,1,1,Jacques Vandier
fontaine-de-laveleye,Fontaine de Laveleye,,1,1,Fontaine de Laveleye
bruyant,Bruyant,,1,1,Bruyant
couturat,Couturat,,1,1,Couturat
tamin,Tamin,,1,1,Tamin
herubel,Hérubel,,1,1,Hérubel
meignan,Meignan,,1,1,Meignan
roulleaux-dugage,Roulleaux-Dugage,,1,1,Roulleaux-Dugage
levy-strauss,Levy-Strauss,,1,1,Levy-Strauss
kestner,Kestner,,1,1,Kestner
loubet,Loubet,,1,1,Loubet
wilford,Wilford,,1,1,Wilford
fouarge,Fouarge,,1,1,Fouarge
representee-par-m-jacques-legrand,représentée par M. Jacques Legrand,,1,1,représentée par M. Jacques Legrand
hadelin-de-liedekerke-beaufort,Hadelin de Liedekerke-Beaufort,,1,1,Hadelin de Liedekerke-Beaufort
couderc-de-saint-chamant-p,Couderc de Saint-Chamant,Paul,1,1,Paul Couderc de Saint-Chamant
angoulvent-l,Angoulvent,Léon,1,1,Léon Angoulvent
belley-m,Belley,Maurice,1,1,Maurice Belley
centore-e,Centore,Emmanuel,1,1,Emmanuel Centore
guiilot-de-juilly-m,GuiIlot de Juilly,Maurice,1,1,Maurice GuiIlot de Juilly
paillet-a,Paillet,Alphonse,1,1,Alphonse Paillet
ponroy-industriel-l,Ponroy industriel,Louis,1,1,Louis Ponroy industriel
orleans,Orléans,,1,1,Orléans
peluches-a-tarare,peluches à Tarare,,1,1,peluches à Tarare
soieries-de-tarare,soieries de Tarare,,1,1,soieries de Tarare
jean-louis,Jean-Louis,,1,1,Jean-Louis
a-francion-garreau-dombasle-m,à Francion Garreau-Dombasle,marié,1,1,marié à Francion Garreau-Dombasle
chanteuse-arielle-dombasle,chanteuse Arielle Dombasle,,1,1,chanteuse Arielle Dombasle
bechmann-a,Bechmann,Alfred,1,1,Alfred Bechmann
pittman-k,Pittman,Key,1,1,Key Pittman
trent-w,Trent,Walter,1,1,Walter Trent
wingfield-g,Wingfield,Georges,1,1,Georges Wingfield
et-louis-zacon,et Louis Zacon,,1,1,et Louis Zacon
courvoisier-j,Courvoisier,J. L.,1,1,J. L. Courvoisier
claudio-jannet-p,Claudio-Jannet,Pierre,1,1,Pierre Claudio-Jannet
mege-h,Mège,Henry,1,1,Henry Mège
meyer-borel-a,Meyer-Borel,A.,1,1,A. Meyer-Borel
genty-e,Genty,E.,1,1,E. Genty
prieur-c,Prieur,Ch.,1,1,Ch. Prieur
industrielle-en-remplacement-d-ernest-genty,industrielle en remplacement d'Ernest Genty],,1,1,industrielle en remplacement d'Ernest Genty]
van-den-kerchove-p,Van den Kerchove,Prosper,1,1,Prosper Van den Kerchove
urban-h,Urban,Henry,1,1,Henry Urban
horace-van-der-burch-a-bruxelles,Horace van der Burch à Bruxelles,,1,1,Horace van der Burch à Bruxelles
van-der-burch-a-bruxelles-a,van der Burch à Bruxelles,Adrien,1,1,Adrien van der Burch à Bruxelles
neve-a,Nève,Albert,1,1,Albert Nève
lechat-p,Lechat,Paul,1,1,Paul Lechat
braon-a,Braon,Auguste,1,1,Auguste Braon
van-der-stegen,Van der Stegen,,1,1,Van der Stegen
misson-g,Misson,Georges,1,1,Georges Misson
maleck,Maleck,,1,1,Maleck
prouvost-eloy,Prouvost-Eloy,,1,1,Prouvost-Eloy
passelecq-m,Passelecq,Maurice,1,1,Maurice Passelecq
et-couture,et Couture,,1,1,et Couture
bastady-e,Bastady,Ernest,1,1,Ernest Bastady
claessens-l,Claessens,Louis,1,1,Louis Claessens
braun-m,Braun,Maurice,1,1,Maurice Braun
et-beeckmans,et Beeckmans,,1,1,et Beeckmans
electricite-de-damas,électricité de Damas,,1,1,électricité de Damas
obligations-de-l-energie-electrique-de-la-basse-lo,obligations de l'Énergie électrique de la Basse-Loire,,1,1,obligations de l'Énergie électrique de la Basse-Loire
lienart,Liénart,,1,1,Liénart
x-l,[>,Louis,1,1,Louis [>
jeanpierre,Jeanpierre,,1,1,Jeanpierre
piat-j,Piat,J.,1,1,J. Piat
blocq,Blocq,,1,1,Blocq
carrasset-p,Carrasset,P.,1,1,P. Carrasset
verda-p,Verda,P.,1,1,P. Verda
carlier-j,Carlier,Jules,1,1,Jules Carlier
fontaine-bour-g,Fontaine Bour,G.,1,1,G. Fontaine Bour
savonnieres,Savonnières,,1,1,Savonnières
brainvilliers,Brainvilliers,,1,1,Brainvilliers
lignerolles,Lignerolles,,1,1,Lignerolles
chantenuy,Chantenuy,,1,1,Chantenuy
fulvy,Fulvy,,1,1,Fulvy
ravieres,Ravières,,1,1,Ravières
etc-pierres-brutes,etc. Pierres brutes,,1,1,etc. Pierres brutes
lenormand,Lenormand,,1,1,Lenormand
ribstein,Ribstein,,1,1,Ribstein
balzac,Balzac,,1,1,Balzac
aulnois,Aulnois,,1,1,Aulnois
brauvilliers,Brauvilliers,,1,1,Brauvilliers
ronsard,Ronsard,,1,1,Ronsard
saint-remy,Saint-Rémy,,1,1,Saint-Rémy
charentenay,Charentenay,,1,1,Charentenay
havieres,Havières,,1,1,Havières
vaurion,Vaurion,,1,1,Vaurion
romaneche,Romanèche,,1,1,Romanèche
hauteville,Hauteville,,1,1,Hauteville
villebois,Villebois,,1,1,Villebois
montalieu,Montalieu,,1,1,Montalieu
porcieu,Porcieu,,1,1,Porcieu
chauvigny,Chauvigny,,1,1,Chauvigny
lavoux,Lavoux,,1,1,Lavoux
migne-planteries,Migné-Planteries,,1,1,Migné-Planteries
sireuil,Sireuil,,1,1,Sireuil
saint-meme,Saint-Même,,1,1,Saint-Même
salamandre,Salamandre,,1,1,Salamandre
anteor,Antéor,,1,1,Antéor
angeles,Angélès,,1,1,Angélès
saint-leu-d-esserent,Saint-Leu-d'Esserent,,1,1,Saint-Leu-d'Esserent
saint-maximin,Saint-Maximin,,1,1,Saint-Maximin
saint-wast,Saint-Wast,,1,1,Saint-Wast
mery,Méry,,1,1,Méry
villiers-adam,Villiers-Adam,,1,1,Villiers-Adam
gerberie,Gerberie,,1,1,Gerberie
castines,Castines,,1,1,Castines
levy-finger-h,Lévy-Finger,Henri,1,1,Henri Lévy-Finger
levy-finger-a,Lévy- Finger,Alexis,1,1,Alexis Lévy- Finger
oostens-e,Oostens,Édouard,1,1,Édouard Oostens
et-charles-monnet,et Charles Monnet,,1,1,et Charles Monnet
barone-j,Barone,Julien,1,1,Julien Barone
dufour-f,Dufour,Félix,1,1,Félix Dufour
sannier-r,Sannier,Raymond,1,1,Raymond Sannier
et-mathieu-goudchaux,et Mathieu Goudchaux,,1,1,et Mathieu Goudchaux
picard-f,Picard,F.,1,1,F. Picard
adm-d,Adm.-d,,1,1,Adm.-d
mathis-g,Mathis,G.,1,1,G. Mathis
deligne-m,Deligne,Maurice,1,1,Maurice Deligne
lorthiois-l,Lorthiois,Louis,1,1,Louis Lorthiois
et-jean-york,et Jean York,,1,1,et Jean York
baston,Baston,,1,1,Baston
lavagne-d-ortige-j,Lavagne d'Ortige2,J.,1,1,J. Lavagne d'Ortige2
graux-p,Graux,Pierre,1,1,Pierre Graux
guastalla-o,Guastalla,Oscar,1,1,Oscar Guastalla
hermans-m,Hermans,Maurice,1,1,Maurice Hermans
viallet-f,Viallet,Félix,1,1,Félix Viallet
nicolet-v,Nicolet,Victor,1,1,Victor Nicolet
thorrand-j,Thorrand,Jean-François,1,1,Jean-François Thorrand
actif-chute-d-eau-p,ACTIF Chute d'eau,Pertes,1,1,Pertes ACTIF Chute d'eau
troussier,Troussier,,1,1,Troussier
et-au-sud-du-bassin-du-pas-de-calais,et au sud du bassin du Pas-de-Calais,,1,1,et au sud du bassin du Pas-de-Calais
siegler-molissart-e,Siegler Molissart,E.,1,1,E. Siegler Molissart
e-cuvelette,E Cuvelette,,1,1,E Cuvelette
sirot-p,Sirot,P.,1,1,P. Sirot
delattre-e,Delattre,E.,1,1,E. Delattre
e-vopel-e-harmant,E Vopel E. Harmant,,1,1,E Vopel E. Harmant
deschamps-a,Deschamps,Alfred-Auguste,1,1,Alfred-Auguste Deschamps
bellieni-h,Belliéni,H.,1,1,H. Belliéni
balthasar,Balthasar,,1,1,Balthasar
bigo,Bigo,,1,1,Bigo
demarest-l,Demarest,L.,1,1,L. Demarest
vopel-ateliers-marcadet-e,Vopel [Ateliers Marcadet,Edmond,1,1,Edmond Vopel [Ateliers Marcadet
boulonneries-de-louvroil,Boulonneries de Louvroil,,1,1,Boulonneries de Louvroil
d-anderny-chevillon-m,d'Anderny-Chevillon],Mines,1,1,Mines d'Anderny-Chevillon]
wallaert-m,Wallaert,Maurice,1,1,Maurice Wallaert
louvroil,Louvroil,,1,1,Louvroil
hautmont,Hautmont,,1,1,Hautmont
thomas-a,Thomas,Aciers,1,1,Aciers Thomas
scories-de-dephosphoration,Scories de déphosphoration (3,,1,1,Scories de déphosphoration (3
fbalthasar,F..Balthasar,,1,1,F..Balthasar
acieries-de-nord,aciéries de Nord,,1,1,aciéries de Nord
cuvelette,Cuvelette,,1,1,Cuvelette
fortin,Fortin,,1,1,Fortin
sirot,Sirot,,1,1,Sirot
neveu,Neveu,,1,1,Neveu
alexisaron,AlexisAron,,1,1,AlexisAron
j-b,J,Bernard,1,1,Bernard J
e-caudrelier,É Caudrelier,,1,1,É Caudrelier
g-lenormand,G Lenormand,,1,1,G Lenormand
boulange,Boulange,,1,1,Boulange
halberg,Halberg,,1,1,Halberg
michelsberg,Michelsberg,,1,1,Michelsberg
hettange-grandem,Hettange-Grandem,,1,1,Hettange-Grandem
miniere-bouvenberg,minière Bouvenberg,,1,1,minière Bouvenberg
crampons-pour-chemins-de-fer-boulons,crampons pour chemins de fer. Boulons,,1,1,crampons pour chemins de fer. Boulons
gouina,Gouina,,1,1,Gouina
carbure-de-calcium,Carbure de calcium,,1,1,Carbure de calcium
baux-a,Baux,Alphonse,1,1,Alphonse Baux
cory-e,Cory,E.,1,1,E. Cory
dervieu-e,Dervieu,Édouard,1,1,Édouard Dervieu
dauprat-e,Dauprat,Eugène,1,1,Eugène Dauprat
achille,Achille,,1,1,Achille
maggiar,Maggiar,,1,1,Maggiar
gues-e,Guès,Émile,1,1,Émile Guès
catelin,Catelin,,1,1,Catelin
emm-verges,Emm. Vergès,,1,1,Emm. Vergès
heberiein-e,Heberiein,E.,1,1,E. Heberiein
stephen-de-lanzac-de,Stephen de Lanzac de,,1,1,Stephen de Lanzac de
labiche,Labiche,,1,1,Labiche
barbizet-j,Barbizet,Jean,1,1,Jean Barbizet
labiche-g,Labiche,G. Pierre,1,1,G. Pierre Labiche
ritter-r,Ritter,Rolland,1,1,Rolland Ritter
tupin-g,Tupin,Gaston,1,1,Gaston Tupin
adm-jean-louis-achille-barbizet,adm. Jean Louis Achille BARBIZET,,1,1,adm. Jean Louis Achille BARBIZET
brisac-h,Brisac,H.,1,1,H. Brisac
goldschmid-g,Goldschmid,G.,1,1,G. Goldschmid
dayde-p,Daydé,Paul,1,1,Paul Daydé
chaize-e,Chaize,E.,1,1,E. Chaize
van-pottelsberghe-de-la-potterie,van Pottelsberghe de la Potterie,,1,1,van Pottelsberghe de la Potterie
richald-e,Richald,Émile,1,1,Émile Richald
de-villermont-p,de Villermont,Paul,1,1,Paul de Villermont
duvivier,Duvivier,,1,1,Duvivier
d-ch-a-read,D.-Ch.-A. Read,,1,1,D.-Ch.-A. Read
read-d,Read,Douglas,1,1,Douglas Read
caplane,Caplane,,1,1,Caplane
de-puyfontaine,de Puyfontaine,,1,1,de Puyfontaine
virdin-j,Virdin,J.,1,1,J. Virdin
f-r-mayer-c,F.-R. Mayer,Captain,1,1,Captain F.-R. Mayer
brook-e,Brook,E.-J.,1,1,E.-J. Brook
marchal-e,Marchal,E.-A.,1,1,E.-A. Marchal
pforzheimer-jr-c,Pforzheimer Jr,C.-H.,1,1,C.-H. Pforzheimer Jr
e-smith-l,E. Smith,Lamont,1,1,Lamont E. Smith
ed-borniche,Ed. Borniche,,1,1,Ed. Borniche
randaxhe-h,Randaxhe,Henri,1,1,Henri Randaxhe
wejimont-j,Wejimont,Joseph,1,1,Joseph Wejimont
duquenne-h,Duquenne,Hubert,1,1,Hubert Duquenne
vercruysse-a,Vercruysse,Aster,1,1,Aster Vercruysse
raverat-c,RAVERAT,C.,1,1,C. RAVERAT
chalput,Chalput,,1,1,Chalput
henrotte-j,Henrotte,Joseph,1,1,Joseph Henrotte
industrie-en-afrique-du-sud,industrie en Afrique du Sud,,1,1,industrie en Afrique du Sud
laurenco-marquez,Laurenço-Marquez,,1,1,Laurenço-Marquez
esnault-pelterie,Esnault-Pelterie,,1,1,Esnault-Pelterie
roy-g,Roy,G.,1,1,G. Roy
plantron,Plantron,,1,1,Plantron
waddington,Waddington,,1,1,Waddington
le-fraper-j,Le Fraper,Joseph,1,1,Joseph Le Fraper
michau-a,Michau,André-Marie-Henri,1,1,André-Marie-Henri Michau
kreiss-a,Kreiss,Adolphe,1,1,Adolphe Kreiss
de-bary-e,de Bary,Émile-Albert,1,1,Émile-Albert de Bary
velay-j,Velay,Jean,1,1,Jean Velay
et-wladimir-archawski,et Wladimir Archawski,,1,1,et Wladimir Archawski
jacques-germain-poupart-de-neuflize,Jacques-Germain Poupart de Neuflize,,1,1,Jacques-Germain Poupart de Neuflize
et-robert-lambert,et Robert Lambert,,1,1,et Robert Lambert
cazalet,Cazalet,,1,1,Cazalet
messimy,Messimy,,1,1,Messimy
montandon,Montandon,,1,1,Montandon
c-grandjean-g,C. Grandjean,Georges,1,1,Georges C. Grandjean
cazalet-c,CAZALET,C.,1,1,C. CAZALET
cremieux-r,CRÉMIEUX,Raymond,1,1,Raymond CRÉMIEUX
seydoux-j,Seydoux,J.,1,1,J. Seydoux
laborde-milaa-h,Laborde-Milaa,Henri,1,1,Henri Laborde-Milaa
adm-ginon,adm. Ginon,,1,1,adm. Ginon
mulquin,Mulquin,,1,1,Mulquin
adm-paul-carlos-mulquin,adm. Paul-Carlos Mulquin,,1,1,adm. Paul-Carlos Mulquin
peytel-jean-reyre-a,Peytel Jean Reyre,André,1,1,André Peytel Jean Reyre
de-cazalet-c,de Cazalet,Charles Édouard,1,1,Charles Édouard de Cazalet
r-g-levy,R G. Lévy,,1,1,R G. Lévy
lehideux-vernimmen,Lehideux-Vernimmen,,1,1,Lehideux-Vernimmen
ranson,Ranson,,1,1,Ranson
georges-levy-r,Georges Lévy,Raphaël-,1,1,Raphaël- Georges Lévy
lehideux-vernimmen-a,Lehideux-Vernimmen,André,1,1,André Lehideux-Vernimmen
ranson-j,Ranson,Jules,1,1,Jules Ranson
hervet-a,Hervet,Albert,1,1,Albert Hervet
cercle-du-bois-de-boulogne,Cercle du Bois de Boulogne,,1,1,Cercle du Bois de Boulogne
automobile-club,Automobile-Club,,1,1,Automobile-Club
club-a,Club,Aéro-,1,1,Aéro- Club
bouillloux-laffont-m,Bouillloux-Laffont,Maurice,1,1,Maurice Bouillloux-Laffont
et-julien-rouland,et Julien Rouland,,1,1,et Julien Rouland
sienkiewlcz-a,Sienkiewlcz,A.,1,1,A. Sienkiewlcz
herbert-p,Herbert,Preston,1,1,Preston Herbert
alb-connett,Alb. Connett,,1,1,Alb. Connett
ed-hunebelle,Éd. Hunebelle,,1,1,Éd. Hunebelle
lopez,Lopez,,1,1,Lopez
tupin,Tupin,,1,1,Tupin
berges,Berges,,1,1,Berges
mm-adrien-louis-boris,] MM. Adrien-Louis Boris,,1,1,] MM. Adrien-Louis Boris
ivers-c,Ivers,Charles-Alfred,1,1,Charles-Alfred Ivers
et-nicolai-waage,et Nicolaï Waage,,1,1,et Nicolaï Waage
cargardel-h,Cargardel,H.,1,1,H. Cargardel
blanchain,Blanchain,,1,1,Blanchain
samuels,Samuels,,1,1,Samuels
victor-alexandre-a,Victor Alexandre,Armand-,1,1,Armand- Victor Alexandre
paul-levy-sasportas,Paul-Lévy Sasportas,,1,1,Paul-Lévy Sasportas
alexandre-a,Alexandre,Armand,1,1,Armand Alexandre
noblemaire,Noblemaire,,1,1,Noblemaire
armentieres,Armentières,,1,1,Armentières
lens,Lens,,1,1,Lens
gtm-b,[GTM,Bérengier,1,1,Bérengier [GTM
cloarec-h,Cloarec,H.,1,1,H. Cloarec
anquetil-p,Anquetil,P.,1,1,P. Anquetil
egloff-l,Egloff,L.,1,1,L. Egloff
les-administrateurs-sortants,………………………… Les administrateurs sortants,,1,1,………………………… Les administrateurs sortants
marguerite,Marguerite,,1,1,Marguerite
de-segur,de Ségur,,1,1,de Ségur
bleriot,Blériot,,1,1,Blériot
dulac,Dulac,,1,1,Dulac
xambo,Xambo,,1,1,Xambo
baup,Baup,,1,1,Baup
albi,Albi,,1,1,Albi
grobet-roussy,Grobet-Roussy,,1,1,Grobet-Roussy
steinmetz,Steinmetz,,1,1,Steinmetz
meyer-borel-m,Meyer Borel,Marcuard,1,1,Marcuard Meyer Borel
courvoisier,Courvoisier,,1,1,Courvoisier
berthoud,Berthoud,,1,1,Berthoud
ischokke-c,Ischokke,Conrad,1,1,Conrad Ischokke
ateliers-de-construction-rlikon,Ateliers de Construction Œrlikon,,1,1,Ateliers de Construction Œrlikon
caplain,Caplain,,1,1,Caplain
auburtin,Auburtin,,1,1,Auburtin
milliot,Milliot,,1,1,Milliot
gabriel-guet,… Gabriel Guët,,1,1,… Gabriel Guët
de-rothschild-r,DE ROTHSCHILD,ROBERT,1,1,ROBERT DE ROTHSCHILD
