company_key,name,n_mentions,first_doc_id
batimentsmecaniques,Cie française de bâtiments mécaniques,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
minierehautsassandra,Cie minière du Haut-Sassandra,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
comptoirfrancosenegalaisminerais,Comptoir franco-sénégalais de minerais,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
comptoirproduitsafricains,Comptoir des Produits africains,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
energiemers,« Énergie des mers »,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
africainemagasinagetransit,Société africaine de Magasinage et de Transit,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
recherchesexploitationsminierescote,Société anonyme de recherches et d'exploitations minières de la Côte,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
bauxitesmidi,Société des bauxites du Midi,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
provence,PROVENCE,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
colonialemateriauxartificiels,Société coloniale de matériaux artificiels,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
etudesfinancementlocationmateriel,Société d'études de financement et de location de matériel,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
etudestravauxcoloniaux,Société d'études et de travaux coloniaux,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
guineennetransports,Société guinéenne de transports,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
senegalaiseprecontrainteindustrielle,Société sénégalaise de précontrainte industrielle,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
soliditit,Soliditit français,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
unionremorqueursdakar,Union des remorqueurs de Dakar,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
officecentralafricainproductionsagronomiquesmedicinales,Office central africain de productions agronomiques et médicinales,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
lepesme,Lepesme,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
commercialeagricoleditinn,Société commerciale et agricole de Ditinn,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
forestierecommercialeafricaine,Société forestière et commerciale africaine,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
utilisationboisexotiques,Société d'utilisation des bois exotiques,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
etabl,Établ,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
africainerepresentationsindustriellescommerciales,Société africaine française de représentations industrielles et commerciales,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
francocolonialeassurances,Franco-Coloniale d'assurances,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
exploitationboisexotiques,Cie d'exploitation des bois exotiques,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
armand,Armand,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
commercialefrancoscandinave,Cie commerciale franco-scandinave,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
comptoircolonialradioelectricite,Comptoir colonial de radio-électricité,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
darwichmassad,"Darwich M, Assad",2,afrique-occidentale-aec-1949-aof-togo-9b7c17
marceldericourt,Marcel Dericourt,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
marcdeschamps,Marc Deschamps,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
vvejosephhage,Vve Joseph Hage,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
hamdamfreres,Hamdam frères,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
jlafontfreres,J. Lafont et frères,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
mahmoudbourgi,Mahmoud Bourgi,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
mecanod,« Mecanodex-Afrique »,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
edmondmoukarzel,Edmond Moukarzel,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
officetransitcolonial,Office de transit colonial,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
commercialepotassesalsace,Société commerciale des potasses d'Alsace,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
vazquezespinosa,Vazquez et Espinosa,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
verber,Verber,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
wehbifreres,Wehbi frères,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
pierreautret,Pierre Autret,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
bardot,A. Bardot,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
casel,A. Casel,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
chfievet,Ch. Fievet,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
plecocq,P. Lecocq,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
jplissart,J. P. Lissart,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
paulmarguery,Paul Marguery,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
noujaimfreres,Noujaïm frères,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
immobilierecoteoccidentaleafrique,Société immobilière pour la Côte occidentale d'Afrique,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
industriellefinanciereafricaine,Société industrielle et financière africaine,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
constantinfrere,Constantin et frère,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
nassarfreres,Nassar frères et Cie,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
crespin,Crespin et Cie,2,afrique-occidentale-aec-1949-aof-togo-9b7c17
cabotageintercolonial,Société de cabotage intercolonial,2,afrique-occidentale-aec-1951-aof-togo-9a864d
colonialeindustrielleautomobile,« Coloniale Industrielle et Automobile »,2,afrique-occidentale-aec-1951-aof-togo-9a864d
groupementcommercialafricain,Groupement commercial africain,2,afrique-occidentale-aec-1951-aof-togo-9a864d
jlaubie,J. Laubie et Cie,2,afrique-occidentale-aec-1951-aof-togo-9a864d
decorticagelyndianedevsedipaselonww,"Société de décorticage, LYNDIANE [dev. SÉDIPA, selon WW",2,afrique-occidentale-aec-1951-aof-togo-9a864d
africainetransportsautomobiles,Cie africaine de transports automobiles,2,afrique-occidentale-aec-1951-aof-togo-9a864d
manufacturesafricainestabacs,Manufactures africaines de tabacs,2,afrique-occidentale-aec-1951-aof-togo-9a864d
regieindustriellecellulosecoloniale,"Régie industrielle de la Cellulose coloniale, [devenue en 1960",2,afrique-occidentale-aec-1951-aof-togo-9a864d
dumez,Société Dumez,2,afrique-occidentale-aec-1951-aof-togo-9a864d
bonoguremaniaci,"Bonogure, Maniaci et Cie",2,afrique-occidentale-aec-1951-aof-togo-9a864d
josephbaader,Joseph Baader,2,afrique-occidentale-aec-1951-senegal-b71d8d
fenwick,Sté Fenwick,2,afrique-occidentale-aec-1951-senegal-b71d8d
agricoleguineebananeraiesfoulaya,"Compagnie AGRICOLE DE GUINÉE, Bananeraies de Foulaya",2,afrique-occidentale-agricole-guinee-francaise-b10d24
albaricafrique,Albaric-Afrique,2,afrique-occidentale-albaric-afrique-199442
frsecheminsferdahomey,Cie frse de CHEMINS DE FER AU DAHOMEY,2,afrique-occidentale-ann-indus-1925-aof-2ae958
delmas,DELMAS,2,afrique-occidentale-ann-indus-1925-aof-2ae958
dondain,DONDAIN,2,afrique-occidentale-ann-indus-1925-aof-2ae958
renegastondreyfus,René Gaston-Dreyfus,2,afrique-occidentale-bracodi-b5e1d7
brasseriesbouake,Société des Brasseries de Bouaké,2,afrique-occidentale-brasseries-de-bouake-e9ee83
groupebreteuil,groupe de Breteuil,2,afrique-occidentale-breteuil-afrique-noire-fddcfe
cheminsferof1927,Chemins de fer de l'A.O.F. en 1927,2,afrique-occidentale-chemins-fer-aof-1927-b1dc08
commercialeproduitsafrique,Société Commerciale des Produits d'Afrique,2,afrique-occidentale-commerciale-des-produits-d-afrique-e3fffb
culturestropicalesafriquetambacounda,"Cie de cultures tropicales en Afrique, TAMBACOUNDA",2,afrique-occidentale-cultures-tropicales-afrique-75bffc
essorindustrielcoteivoire,L'essor industriel de la Côte d'Ivoire,2,afrique-occidentale-industrialisation-cote-ivoire-1953-10d193
industrielleceramiques,Société Industrielle de Céramiques,2,afrique-occidentale-industrielle-de-ceramiques-dakar-0cff66
industriesreuniesafriquenoireabidjanvridi,Industries réunies de l'Afrique noire à Abidjan-Vridi,2,afrique-occidentale-iran-abidjan-e9c83c
jobel,Jobel,2,afrique-occidentale-jobel-dakar-5a89b1
laroselucard,Larose et Lucard,2,afrique-occidentale-larose-et-lucard-f9292c
legionshonneurof,Légions d'honneur A.-O.F,2,afrique-occidentale-legion-honneur-1931-aof-a20781
travauxirrigationnigerpargeorgesrmanue,"travaux d'irrigation du Niger, par Georges R.-Manue",2,afrique-occidentale-manue-irrigation-niger-1934-aa32d8
officenigervuparrenedumont,L'Office du Niger vu par René Dumont,2,afrique-occidentale-office-du-niger-dumont-179415
plantationstanoecafeiers,"Plantations de la Tanoé, caféiers",2,afrique-occidentale-plantations-tanoe-dc68e5
acconagecharbonstunisie,Société d'Acconage et de charbons de Tunisie,1,afrique-du-nord-acconage-charbons-tunisie-5efede
achaquequpetitedouane,"ACHAQUE, qu. de la Petite-Douane",1,afrique-du-nord-achaque-cabotage-alger-25f323
depechemarocaine,Dépêche marocaine,1,afrique-du-nord-aec-1922-maroc-ba808c
pressemarocaine,Presse marocaine,1,afrique-du-nord-aec-1922-maroc-ba808c
vigiemarocaineprogresmarocain,Vigie marocaine et Le Progrès marocain,1,afrique-du-nord-aec-1922-maroc-ba808c
petitmarocain,Petit Marocain,1,afrique-du-nord-aec-1922-maroc-ba808c
avenirmaroc,L'Avenir du Maroc,1,afrique-du-nord-aec-1922-maroc-ba808c
informationmarocaine,L'Information marocaine,1,afrique-du-nord-aec-1922-maroc-ba808c
omiumfrance,Omium de France,1,afrique-du-nord-aec-1922-maroc-ba808c
etudesmarocainescommerceiindustriemines,"Sté d'études marocaines pour le commerce, I'industrie et les mines",1,afrique-du-nord-aec-1922-maroc-ba808c
africaneastemtradecorporationltd,African and Eastem Trade-Corporation Ltd,1,afrique-du-nord-aec-1922-maroc-ba808c
mediterranee,Cie générale de la Méditerranée,1,afrique-du-nord-aec-1922-maroc-ba808c
marocaineholdingmarocainschneider,Compagnie marocaine[holding marocain de Schneider-Le,1,afrique-du-nord-aec-1922-maroc-ba808c
parisiennecomptoirscoloniaux,Cie parisienne des Comptoirs coloniaux,1,afrique-du-nord-aec-1922-maroc-ba808c
comptoirsmediterraneens,Comptoirs français méditerranéens,1,afrique-du-nord-aec-1922-maroc-ba808c
comptoirsfrancomarocainsrebaptisesmaroccommerce,Comptoirs franco-marocains [rebaptisés Cie du Maroc pour le commerce et,1,afrique-du-nord-aec-1922-maroc-ba808c
duboisbacq,Dubois et Bacq,1,afrique-du-nord-aec-1922-maroc-ba808c
faurefreres,Faure frères,1,afrique-du-nord-aec-1922-maroc-ba808c
franceoutremer,France-Outremer,1,afrique-du-nord-aec-1922-maroc-ba808c
raoulgaussem,Raoul Gaussem,1,afrique-du-nord-aec-1922-maroc-ba808c
guillaud,Guillaud et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
ifriquia,L'Ifriquia,1,afrique-du-nord-aec-1922-maroc-ba808c
commercialefrancomarocaine,Sté commerciale franco-marocaine,1,afrique-du-nord-aec-1922-maroc-ba808c
soury,A. Soury et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
jwibaux,L. et J. Wibaux et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
constructionsmodernesmaroc,Cie de constructions modernes au Maroc,1,afrique-du-nord-aec-1922-maroc-ba808c
francoespagnolecheminfertangerfezconcessionobtenue,Cie franco-espagnole du chemin de fer de Tanger à Fez [concession obtenue,1,afrique-du-nord-aec-1922-maroc-ba808c
marocaineeclairageforcemotrice,Cie marocaine d'éclairage et de force motrice,1,afrique-du-nord-aec-1922-maroc-ba808c
messageriescherifiennes,Cie des messageries chérifiennes,1,afrique-du-nord-aec-1922-maroc-ba808c
constructionmarocaine,Construction marocaine (Anciennement,1,afrique-du-nord-aec-1922-maroc-ba808c
moulinscherifiens,Moulins chérifiens,1,afrique-du-nord-aec-1922-maroc-ba808c
omniumalgeriemarocfrancoespagnolemines,"Omnium d'Algérie-Maroc, Sté franco-espagnole de mines",1,afrique-du-nord-aec-1922-maroc-ba808c
omniumlyonnaisminieremaroc,Omnium Lyonnais et Société minière au Maroc,1,afrique-du-nord-aec-1922-maroc-ba808c
pecheriesmarocainesfedhala,"Pêcheries marocaines, FEDHALA",1,afrique-du-nord-aec-1922-maroc-ba808c
cherifiennetuileriesbriqueteriesplatrierescasablanca,"Sté chérifienne des tuileries, briqueteries et plâtrières de Casablanca",1,afrique-du-nord-aec-1922-maroc-ba808c
constructionsmixtesmaroc,Sté de constructions mixtes au Maroc,1,afrique-du-nord-aec-1922-maroc-ba808c
eclairagemeknes,Sté d'éclairage de Meknès,1,afrique-du-nord-aec-1922-maroc-ba808c
etudestopographiquesgenieruralmaroc,Sté d'études topographiques et de génie rural au Maroc,1,afrique-du-nord-aec-1922-maroc-ba808c
immobilierelyonnaisemarocainechezmmasbanquiercondrieu,"Sté immobilière lyonnaise marocaine, Chez M. Mas, banquier, CONDRIEU",1,afrique-du-nord-aec-1922-maroc-ba808c
industrielleoraniemaroc,Sté industrielle Oranie-Maroc,1,afrique-du-nord-aec-1922-maroc-ba808c
unionfinanciereconstructionmaroc,Union financière pour la construction au Maroc,1,afrique-du-nord-aec-1922-maroc-ba808c
elevageexploitationagricole,Cie d'élevage et d'exploitation agricole,1,afrique-du-nord-aec-1922-maroc-ba808c
francocherifienneagricultureindustrieminesdirection,"Cie franco-chérifienne pour l'agriculture, l'industrie et les mines, Direction",1,afrique-du-nord-aec-1922-maroc-ba808c
nordafricaineelevageexploitationagricole,Cie nord-africaine d'élevage et d'exploitation agricole,1,afrique-du-nord-aec-1922-maroc-ba808c
marococcidental,Sté française du Maroc occidental,1,afrique-du-nord-aec-1922-maroc-ba808c
amizmiz,Sté d'Amizmiz,1,afrique-du-nord-aec-1922-maroc-ba808c
comptoirfrancomarocain,Comptoir franco-marocain,1,afrique-du-nord-aec-1922-maroc-ba808c
etsarmostrefseimportexport,Ets Armostre Sté fse d'import. et export,1,afrique-du-nord-aec-1922-maroc-ba808c
naphtesrhrabcentral,Sté des naphtes du Rhrab central,1,afrique-du-nord-aec-1922-maroc-ba808c
jimassaban,L.-J. et I.-M. Assaban,1,afrique-du-nord-aec-1922-maroc-ba808c
mauriceaudy,Maurice Audy,1,afrique-du-nord-aec-1922-maroc-ba808c
badetsgalinie,S. Badets Galinié et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
baudryverneilh,Baudry de Verneilh et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
jbenchaya,J. Benchaya,1,afrique-du-nord-aec-1922-maroc-ba808c
jbenzaquenfils,A.-J. Benzaquen et fils,1,afrique-du-nord-aec-1922-maroc-ba808c
vvebemasconi,Vve Bemasconi,1,afrique-du-nord-aec-1922-maroc-ba808c
eliebibas,Élie Bibas et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
bouvieralexandre,Bouvier et Alexandre,1,afrique-du-nord-aec-1922-maroc-ba808c
butler,Butler,1,afrique-du-nord-aec-1922-maroc-ba808c
jeancamajou,Jean Camajou,1,afrique-du-nord-aec-1922-maroc-ba808c
charbon,Charbon et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
pchaumontjgiroud,P. Chaumont et J. Giroud,1,afrique-du-nord-aec-1922-maroc-ba808c
cohenmoll,Cohen et Moll,1,afrique-du-nord-aec-1922-maroc-ba808c
coriatohajon,Coriat et Ohajon,1,afrique-du-nord-aec-1922-maroc-ba808c
emmdoll,E.-M. et M. Doll,1,afrique-du-nord-aec-1922-maroc-ba808c
jdupuy,J. Dupuy et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
elhadadbentilola,El Hadad et Bentilola,1,afrique-du-nord-aec-1922-maroc-ba808c
elmaley,Elmaley et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
goullioud,Goullioud et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
haliz,Haliz,1,afrique-du-nord-aec-1922-maroc-ba808c
heullantguizard,Heullant et Guizard,1,afrique-du-nord-aec-1922-maroc-ba808c
albertkarsenti,Albert Karsenti,1,afrique-du-nord-aec-1922-maroc-ba808c
khider,Khider et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
kjrkaardandreasen,Kjærkaard et Andreasen,1,afrique-du-nord-aec-1922-maroc-ba808c
lafon,Lafon et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
lassimoulie,L. Lassimoulie,1,afrique-du-nord-aec-1922-maroc-ba808c
gacarbet,Gac et Arbet,1,afrique-du-nord-aec-1922-maroc-ba808c
lotte,A. Lotte,1,afrique-du-nord-aec-1922-maroc-ba808c
mespouletberlhollet,Mespoulet et Berlhollet,1,afrique-du-nord-aec-1922-maroc-ba808c
mignotfreres,Mignot frères,1,afrique-du-nord-aec-1922-maroc-ba808c
montessromero,Montèss et Romero,1,afrique-du-nord-aec-1922-maroc-ba808c
moreau,A. Moreau et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
murdochbutlerco,"Murdoch, Butler and Co",1,afrique-du-nord-aec-1922-maroc-ba808c
jnacache,J. Nacache,1,afrique-du-nord-aec-1922-maroc-ba808c
nahon,Nahon,1,afrique-du-nord-aec-1922-maroc-ba808c
jnivaultfayolle,J. Nivault et Fayolle,1,afrique-du-nord-aec-1922-maroc-ba808c
pessinaligez,Pessina et Ligez,1,afrique-du-nord-aec-1922-maroc-ba808c
regnierlouviot,"Régnier, Louviot et Cie",1,afrique-du-nord-aec-1922-maroc-ba808c
gaspardrevoin,Gaspard Revoin,1,afrique-du-nord-aec-1922-maroc-ba808c
revoin,Revoin,1,afrique-du-nord-aec-1922-maroc-ba808c
griard,G. Riard,1,afrique-du-nord-aec-1922-maroc-ba808c
salesnesgraf,Salesnes et Graf,1,afrique-du-nord-aec-1922-maroc-ba808c
louissenouf,Louis Senouf,1,afrique-du-nord-aec-1922-maroc-ba808c
mmestanzysaldini,Mmes Tanzy et Saldini,1,afrique-du-nord-aec-1922-maroc-ba808c
charlesthon,Charles Thon,1,afrique-du-nord-aec-1922-maroc-ba808c
htrobiaazzaro,H. Trobia et S. Azzaro,1,afrique-du-nord-aec-1922-maroc-ba808c
gabrietvaille,Gabriet Vaille,1,afrique-du-nord-aec-1922-maroc-ba808c
louisandrieu,Louis Andrieu,1,afrique-du-nord-aec-1922-maroc-ba808c
jbarbie,J. Barbié,1,afrique-du-nord-aec-1922-maroc-ba808c
bellone,Bellone et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
carde,Cardé et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
eablhneaud,Éabl. A. H. Neaud,1,afrique-du-nord-aec-1922-maroc-ba808c
faurefreresalzas,Faure frères et Alzas,1,afrique-du-nord-aec-1922-maroc-ba808c
gaspardfiamente,Gaspard Fiamente,1,afrique-du-nord-aec-1922-maroc-ba808c
mgabay,M. Gabay et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
jjuilliard,J. Juilliard,1,afrique-du-nord-aec-1922-maroc-ba808c
mackiernan,Mac Kiernan,1,afrique-du-nord-aec-1922-maroc-ba808c
pkraeutlerdelon,"P. Kraeutler, A. Delon et Cie",1,afrique-du-nord-aec-1922-maroc-ba808c
labhatbarbou,Labhat et Barbou,1,afrique-du-nord-aec-1922-maroc-ba808c
jlefevre,J. Lefévre et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
mercie,Mercié et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
meunierakerib,Meunier et Akérib,1,afrique-du-nord-aec-1922-maroc-ba808c
pelissotcbeau,"L. Pélissot, C. Beau et Cie",1,afrique-du-nord-aec-1922-maroc-ba808c
ravotti,Ravotti,1,afrique-du-nord-aec-1922-maroc-ba808c
paulsacase,Paul Sacase,1,afrique-du-nord-aec-1922-maroc-ba808c
rtixador,R. Tixador,1,afrique-du-nord-aec-1922-maroc-ba808c
nerinovagelli,Nérino Vagelli,1,afrique-du-nord-aec-1922-maroc-ba808c
autohallfavril1920,"« Auto-Hall »,. — Sté an., f. le avril 1920",1,afrique-du-nord-aec-1922-maroc-ba808c
cherifiennetissusfavril1921,"Cie chérifienne des tissus. — Sté an., f. le avril 1921",1,afrique-du-nord-aec-1922-maroc-ba808c
frsemaroc,Cie frse du Maroc,1,afrique-du-nord-aec-1922-maroc-ba808c
francocherifienneagricultureindustriemines,"Cie franco-chérifienne pour l'agriculture, l'industrie et les mines",1,afrique-du-nord-aec-1922-maroc-ba808c
mecaniqueagricolefnovembre1920,"Cie générale de mécanique agricole. — Sté an., f. le novembre 1920",1,afrique-du-nord-aec-1922-maroc-ba808c
elmoghreb,Cie générale El Moghreb,1,afrique-du-nord-aec-1922-maroc-ba808c
transportstourismemarocfuturomnium,Cie générale de transports et de tourisme au Maroc[futur Omnium,1,afrique-du-nord-aec-1922-maroc-ba808c
etshubertdolbeau1951p,Ets Hubert Dolbeau et Cie [1951 / p,1,afrique-du-nord-aec-1922-maroc-ba808c
grandsmoulinsmarocains,Grands Moulins marocains,1,afrique-du-nord-aec-1922-maroc-ba808c
nidlris,« Le Nid d'lris »,1,afrique-du-nord-aec-1922-maroc-ba808c
bordelaisemarocf,"Sté bordelaise du Maroc — Sté an., f",1,afrique-du-nord-aec-1922-maroc-ba808c
cherifienneagricultureelevage2,Sté chérifienne d'agriculture et d'élevage. — 2,1,afrique-du-nord-aec-1922-maroc-ba808c
constructionslotissementsurbains,Sté des constructions et lotissements urbains,1,afrique-du-nord-aec-1922-maroc-ba808c
foncierecasablanca3,Sté foncière de Casablanca 3,1,afrique-du-nord-aec-1922-maroc-ba808c
fseindustriellecommercialemaroc14,Sté fse industrielle et commerciale au Maroc 14,1,afrique-du-nord-aec-1922-maroc-ba808c
materiauxconstructionmaroc,Sté française de matériaux de construction au Maroc,1,afrique-du-nord-aec-1922-maroc-ba808c
pecheriesconservesmaroc,Sté générale de pêcheries et conserves au Maroc. Sté. an,1,afrique-du-nord-aec-1922-maroc-ba808c
habitationsbonmarchecasalogis,Sté d'habitations à bon marché « Casalogis »,1,afrique-du-nord-aec-1922-maroc-ba808c
huileriessavonneriescherifiennesmarocaine,Sté des Huileries et Savonneries chérifiennes. Sté an. marocaine,1,afrique-du-nord-aec-1922-maroc-ba808c
immobagricoleouedkorea,Sté immob. et agricole de l'Oued-Koréa. — Sté an,1,afrique-du-nord-aec-1922-maroc-ba808c
industriellecommercialebougiescotonnades,"Sté Industrielle et commerciale — Bougies, cotonnades",1,afrique-du-nord-aec-1922-maroc-ba808c
marocaineagricultureelevageoumerrebia,Sté marocaine d'agriculture et d'élevage d'Oum-er-Rebia. — Sté an,1,afrique-du-nord-aec-1922-maroc-ba808c
marocaineapprovisionnementtransportcredit,Sté marocaine d'approvisionnement. de transport et de crédit,1,afrique-du-nord-aec-1922-maroc-ba808c
marocainepecheriessalaisons,Sté marocaine de pêcheries et salaisons — Sté an,1,afrique-du-nord-aec-1922-maroc-ba808c
meunieremarocainemarocaine,Sté meunière marocaine. — Sté an. marocaine,1,afrique-du-nord-aec-1922-maroc-ba808c
moulinscherifiensmarocaine,Sté des moulins chérifiens. Sté an. marocaine de,1,afrique-du-nord-aec-1922-maroc-ba808c
parfumerieparisfiorquartieriatffoctobre,"Sté de parfumerie Paris-FIor, quartier de Ia T. S. F. — Sté an., f. le octobre",1,afrique-du-nord-aec-1922-maroc-ba808c
stearineriemarocaine200,Stéarinerie marocaine. — 200,1,afrique-du-nord-aec-1922-maroc-ba808c
larache,LARACHE,1,afrique-du-nord-aec-1922-maroc-ba808c
antoinedarves,Antoine Darves,1,afrique-du-nord-aec-1922-maroc-ba808c
ouezzan,OUEZZAN,1,afrique-du-nord-aec-1922-maroc-ba808c
rachour,R. Achour,1,afrique-du-nord-aec-1922-maroc-ba808c
agrinieralbouy147,"Agrinier, Albouy et Cie 147",1,afrique-du-nord-aec-1922-maroc-ba808c
raphaelamar,Raphaël Amar,1,afrique-du-nord-aec-1922-maroc-ba808c
amiel,Amiel,1,afrique-du-nord-aec-1922-maroc-ba808c
paulanet,Paul Anet,1,afrique-du-nord-aec-1922-maroc-ba808c
barrabinopaisantdelafond,"Barrabino, Paisant et Delafond",1,afrique-du-nord-aec-1922-maroc-ba808c
boussardmaali,Boussard et Maali,1,afrique-du-nord-aec-1922-maroc-ba808c
edcapul,Ed. Capul,1,afrique-du-nord-aec-1922-maroc-ba808c
chappe,Chappe,1,afrique-du-nord-aec-1922-maroc-ba808c
pierrecousin,Pierre Cousin et Cie,1,afrique-du-nord-aec-1922-maroc-ba808c
daurand,Daurand,1,afrique-du-nord-aec-1922-maroc-ba808c
jduffaudpeducrocq,J. Duffaud et P. E. Ducrocq,1,afrique-du-nord-aec-1922-maroc-ba808c
duhouxbotallacassaro,"Duhoux, Botalla et Cassaro",1,afrique-du-nord-aec-1922-maroc-ba808c
ofayn,O. Fayn,1,afrique-du-nord-aec-1922-maroc-ba808c
godefincol,Godefin et Col,1,afrique-du-nord-aec-1922-maroc-ba808c
paulgrisard,Paul Grisard,1,afrique-du-nord-aec-1922-maroc-ba808c
houpertdelage,Houpert et Delage,1,afrique-du-nord-aec-1922-maroc-ba808c
charlesolin,Charles Olin,1,afrique-du-nord-aec-1922-maroc-ba808c
prostcasanovas,Prost et Casanovas,1,afrique-du-nord-aec-1922-maroc-ba808c
ribetdavid,Ribet et David,1,afrique-du-nord-aec-1922-maroc-ba808c
jrodiere,J. Rodière,1,afrique-du-nord-aec-1922-maroc-ba808c
vvephschmit,Vve Ph. Schmit,1,afrique-du-nord-aec-1922-maroc-ba808c
soler,Soler,1,afrique-du-nord-aec-1922-maroc-ba808c
avenirrabatsale,« L'Avenir de Rabat-Salé »,1,afrique-du-nord-aec-1922-maroc-ba808c
marocainedistreaugazelectricite,"Sté marocaine de distr. d'eau, gaz et d'électricité",1,afrique-du-nord-aec-1922-maroc-ba808c
minoteriefrancomarocainesale,Minoterie franco-marocaine de Salé,1,afrique-du-nord-aec-1922-maroc-ba808c
henripochon,Henri Pochon,1,afrique-du-nord-aec-1922-maroc-ba808c
agencecommercialeafricaine,Agence commerciale française et africaine,1,afrique-du-nord-aec-1926-maroc-e65b4d
commerceavecpaysoutremerchinafrica,Société anon. pour le commerce avec les pays d'outre-mer « Chinafrica »,1,afrique-du-nord-aec-1926-maroc-e65b4d
porrentruy,PORRENTRUY,1,afrique-du-nord-aec-1926-maroc-e65b4d
georgeshenriquez,Georges Henriquez et Cie,1,afrique-du-nord-aec-1926-maroc-e65b4d
axelkjorgaardsuccursale,"Axel Kjorgaard, Succursale",1,afrique-du-nord-aec-1926-maroc-e65b4d
etablissementsjmaysonnier,Établissements J.-D. Maysonnier,1,afrique-du-nord-aec-1926-maroc-e65b4d
emendelsohnbazas,"E. Mendelsohn, BAZAS",1,afrique-du-nord-aec-1926-maroc-e65b4d
marocaineapprovisionnements,Société anon. marocaine d'approvisionnements,1,afrique-du-nord-aec-1926-maroc-e65b4d
storafils,S. Stora et fils,1,afrique-du-nord-aec-1926-maroc-e65b4d
briqueteriescarrieresusineseihank,"Briqueteries, carrières et usines d'EI-Hank",1,afrique-du-nord-aec-1926-maroc-e65b4d
agencemadrid,Agence à MADRID,1,afrique-du-nord-aec-1926-maroc-e65b4d
minoteriescomptoirsindigenesmaroc,Société des minoteries et comptoirs indigènes au Maroc,1,afrique-du-nord-aec-1926-maroc-e65b4d
