company_id,name,territory,n_territories,all_territories,sector,sector_group,sector_group_en,sector_raw,n_directors,n_connected,share_connected,connection_tier,connection_tier_name,has_executive,has_legislature,has_administration,has_local,has_proxy,n_executive,n_legislature,n_administration,n_local,n_proxy,has_sitting,has_former,n_sitting,n_former,n_testable,n_concurrent,n_connected_neighbours,indirect_only,first_connection_year,last_connection_year,confidence,connected_directors
plantationsmarocaines,« Les Plantations marocaines »,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
plantationsnyombepenjanyombe,"Plantations de Nyombé-Penja, NYOMBÉ",Afrique équatoriale française,1,Afrique équatoriale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
plantationsogooue,Société des Plantations de l'Ogooué,Afrique équatoriale française,2,Afrique équatoriale française; Gabon,Agro-alimentaire,food_processing,"Food processing, livestock and fishing",Agro-alimentaire,7,1,0.1429,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,41,0,1916,1916,medium,Maurice Superville
plantationspalmeraiesogooue,Cie générale des Plantations et palmeraies de l'Ogooué,Afrique équatoriale française,2,Afrique équatoriale française; Gabon,Agro-alimentaire,food_processing,"Food processing, livestock and fishing",Agro-alimentaire,44,3,0.0682,3,legislature,0,1,1,0,0,0,1,2,0,0,1,0,3,0,1,1,99,0,1928,1953,high,Jean Weber; Prosper Josse; Richard
plantationsreuniesmimot,des Plantations réunies de Mimot,Indochine,2,Indochine; Tunisie,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,1,0.3333,4,executive,1,1,0,0,0,1,1,0,0,0,1,1,2,1,0,0,20,0,,,high,Ernest Outrey
plantationsreuniesouestafricain,Plantations réunies de l'Ouest-Africain,Côte d'Ivoire,1,Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",food_processing,"Food processing, livestock and fishing","Agro-alimentaire, cultures industrielles",15,1,0.0667,4,executive,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,44,0,1926,1926,high,Camille Guy
plantationsreuniesouestafricainp,Plantations réunies de l'Ouest-Africain (P,Côte d'Ivoire,1,Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",food_processing,"Food processing, livestock and fishing","Agro-alimentaire, cultures industrielles",7,1,0.1429,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,15,0,1951,1951,low,René Thion de la Chaume
plantationssakarive,Sté des plantations de Sakarive,Madagascar,1,Madagascar,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),12,3,0.2500,2,administration,0,0,1,1,0,0,0,1,2,0,1,0,3,0,0,0,19,0,1926,1958,low,Baudry; Mathieu; THOMAS
plantationssanaga,Plantations de la Sanaga,Afrique équatoriale française,2,Afrique équatoriale française; Cameroun,Documents généraux (par ordre chronologique),food_processing,"Food processing, livestock and fishing",industries agro-alimentaires,9,1,0.1111,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,26,0,1937,1937,high,Jean de Beaumont
plantationssorotona,Société des Plantations de Sorotona,Afrique occidentale française,2,Afrique occidentale française; Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",food_processing,"Food processing, livestock and fishing","Agro-alimentaire, cultures industrielles",9,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,,,,
plantationstanoe,Société des plantations de la Tanoé,Afrique occidentale française,3,Afrique occidentale française; Afrique équatoriale française; Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",food_processing,"Food processing, livestock and fishing","Agro-alimentaire, cultures industrielles",28,2,0.0714,3,legislature,0,1,1,0,0,0,1,1,0,0,1,0,2,0,0,0,65,0,1926,1938,medium,Germain; Jean Weber
plantationstanoecafeiers,"Plantations de la Tanoé, caféiers",Côte d'Ivoire,1,Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",food_processing,"Food processing, livestock and fishing","Agro-alimentaire, cultures industrielles",3,1,0.3333,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,29,0,1923,1923,medium,Jean Weber
plantationstanoecoteivoire,Plantations de la Tanoe (Côte-d’Ivoire),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
plantationsterresnoiresheveascochinchine,"Société des Plantations des Terres-Noires, hévéas en Cochinchine",Indochine,1,Indochine,Héveas et caoutchouc,plantations,Plantations and commodity crops,Héveas et caoutchouc,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
plantationsterresrouges,Société des Plantations des Terres-Rouges,Indochine,1,Indochine,Documents généraux (par ordre chronologique),plantations,Plantations and commodity crops,Héveas et caoutchouc,12,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,,,,
plantationsterresrougesheveasquanloicafeiersheveasjava,"Société des Plantations des Terres-Rouges, hévéas à Quan-loï, caféiers et hévéas à Java",Indochine,1,Indochine,Héveas et caoutchouc,plantations,Plantations and commodity crops,Héveas et caoutchouc,13,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,,,,
plantationswoleuntem,Société des Plantations du Woleu N'Tem,Gabon,1,Gabon,Agro-alimentaire,food_processing,"Food processing, livestock and fishing",Agro-alimentaire,12,1,0.0833,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,1931,1931,medium,Georges Masson
plantcaoutsumatra,Plant. de caout. de Sumatra,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,
plantcaouttapanoeliesumatra,Plant. de caout. de Tapanoelie (Sumatra),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,
plantesparfumsmadagascar,Plantes à parfums de Madagascar,Madagascar,1,Madagascar,Documents généraux (par ordre chronologique),food_processing,"Food processing, livestock and fishing",Industries agro-alimentaires,23,7,0.3043,4,executive,1,1,1,0,0,4,4,4,0,0,1,1,11,2,2,1,116,0,1932,1973,high,Bouvier; Edmond Giscard d'Estaing; Henri Saurin; Joseph Thierry; René Bouvier; Rocca; Saurin
planteurcaiffa,Au planteur de Caïffa,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
planteursantillaisreunis,Planteurs Antillais Réunis,Guadeloupe et Martinique,1,Guadeloupe et Martinique,Documentation générale,not_a_sector,Not a sector,Documentation générale,7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,
platrieresrovigo,Les Plâtrières de Rovigo,Algérie,1,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",construction,Construction and building materials,"Bâtiment et travaux publics, matériaux de construction, céramique",3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pleyel,Pleyel,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
plm,PLM,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),9,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,,,,
pochfer,P.-O. (Compagnie des ch. de fer du),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),9,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,,,,
poinsardveyret,POINSARD et VEYRET,Indochine,1,Indochine,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),14,2,0.1429,4,executive,1,1,1,0,0,1,1,1,0,0,1,0,3,0,1,0,57,0,1955,1955,low,Charles Michel; Rocca
poinsardveyretcomptoirsextremeorient,Poinsard et Veyret (Comptoirs d'Extrême-Orient,Indochine,2,Indochine; Madagascar,Commerce,trade,Trade and commerce,Commerce,17,1,0.0588,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,1,0,33,0,1887,1887,low,Charles Michel
pointerieafricaine,Pointerie africaine,Maroc,1,Maroc,Industries diverses,unclassified,Unclassified,Industries diverses,2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
polietchausson,Poliet et Chausson,,0,,Documents généraux (par ordre chronologique),conglomerate,Transcolonial and diversified groups,Groupes industriels transcoloniaux,22,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,,,,
polietchaussonmaroc,Poliet et Chausson-Maroc,Indochine,3,Indochine; Maroc; Syrie-Liban,"Bâtiment et travaux publics, matériaux de construction, céramique",construction,Construction and building materials,"Bâtiment et travaux publics, matériaux de construction, céramique",14,1,0.0714,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,11,0,1937,1937,low,Serruys
pommerygreno,Pommery et Greno,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
pompeyindusfinanc,Pompey (Compagnie indus. et financ. de),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),9,1,0.1111,4,executive,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,0,1956,1956,medium,Nicolas Truong Vinh Tong
pontmousson,Pont-à-Mousson,Algérie,4,Algérie; Indochine; Maroc; Syrie-Liban,Documents généraux,mining,Mining and quarrying,Groupes miniers transcoloniaux,16,1,0.0625,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,19,0,1930,1930,high,André François-Poncet
pontsfaidherbesaintlouissenegal,Ponts Faidherbe à Saint-Louis du Sénégal,Sénégal,1,Sénégal,Transports,transport,"Transport, ports and docks",Transports,3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
pontstravauxfer,Société des Ponts et travaux en fer,,0,,Bâtiment et travaux publics,construction,Construction and building materials,Bâtiment et travaux publics,4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
porcelaineselectrotechniqueseromedrome,Porcelaines électrotechniques d’Érome (Drôme),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,1,0.1250,1,local_or_proxy,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,3,0,1956,1956,low,Thébault
porrentruy,PORRENTRUY,Djibouti,1,Djibouti,Documents généraux,not_a_sector,Not a sector,Documents généraux,5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
port,Port,Syrie-Liban,1,Syrie-Liban,"Transports maritimes, ports et docks",transport,"Transport, ports and docks","Transports maritimes, ports et docks",14,1,0.0714,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,41,0,1912,1912,high,Arsène Henry
portalger,Port d'Alger,Algérie,1,Algérie,Transports maritimes et aériens,transport,"Transport, ports and docks",Transports maritimes et aériens,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
portbizerte,Société du Port de Bizerte,Algérie,2,Algérie; Tunisie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",16,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,,,,
portbone,Port de Bône,Algérie,1,Algérie,Transports maritimes et aériens,transport,"Transport, ports and docks",Transports maritimes et aériens,3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
portcasablanca,Port de Casablanca,Maroc,1,Maroc,"Transports maritimes, fluviaux et aériens",transport,"Transport, ports and docks","Transports maritimes, fluviaux et aériens",2,1,0.5000,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,12,0,1923,1923,low,Andrieux
portdakar,Port de Dakar,Sénégal,1,Sénégal,Transports,transport,"Transport, ports and docks",Transports,6,2,0.3333,2,administration,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,6,0,1937,1938,low,Babin; Romani
portefeuille,Société française de portefeuille,,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,,,,
portetienne,Port-Étienne,Afrique occidentale française,2,Afrique occidentale française; Mauritanie,Documents généraux (par ordre chronologique),unclassified,Unclassified,Industries diverses,51,1,0.0196,3,legislature,0,1,1,0,0,0,1,1,0,0,1,0,2,0,0,0,26,0,1932,1932,low,Bousquet
portfedala,Cie du port de Fédala,Maroc,1,Maroc,Documents généraux (par ordre chronologique),transport,"Transport, ports and docks","Transports maritimes, fluviaux et aériens",38,1,0.0263,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,78,0,1937,1969,low,Charles Michel-Côte
portfedhala,Compagnie du Port de Fedhala,Maroc,1,Maroc,Documents généraux (par ordre chronologique),transport,"Transport, ports and docks","Transports maritimes, fluviaux et aériens",38,1,0.0263,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,105,0,1922,1926,low,Charles Michel-Côte
portfluvialhanoi,Port fluvial de Hanoï,Indochine,1,Indochine,"Transports fluviaux, maritimes et aériens",transport,"Transport, ports and docks","Transports fluviaux, maritimes et aériens",5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
portmagasinspublicsparisausterlitz,Port et magasins publics de Paris-Austerlitz,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
portmostaganem,Port de Mostaganem,Algérie,1,Algérie,Transports maritimes et aériens,transport,"Transport, ports and docks",Transports maritimes et aériens,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
portoran,Port d'Oran,Algérie,1,Algérie,Transports maritimes et aériens,transport,"Transport, ports and docks",Transports maritimes et aériens,7,1,0.1429,1,local_or_proxy,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,48,0,1904,1904,low,Giraud
portpapeeteetudes,"Port de Papeete (Société d'études, puis concessionnaire du)",Tahiti (Polynésie),1,Tahiti (Polynésie),Sociétés,unclassified,Unclassified,Sociétés,5,2,0.4000,4,executive,1,0,1,0,0,1,0,1,0,0,1,1,2,1,0,0,17,0,1910,1910,high,Ernest Roume; Paul Ristelhueber
portparabresilsiegeportlandusa,"Port de Para (Brésil)(siège : Portland, USA)",,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
portpointenoire,Port de Pointe-Noire,Congo-Brazzaville ou Moyen-Congo,1,Congo-Brazzaville ou Moyen-Congo,Sociétés diverses,unclassified,Unclassified,Sociétés diverses,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
portquaisentrepotsbeyrouth,"Port, quais et entrepôts de Beyrouth",Syrie-Liban,1,Syrie-Liban,Documents généraux (par ordre chronologique),transport,"Transport, ports and docks","Transports maritimes, ports et docks",34,1,0.0294,2,administration,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,48,0,1892,1892,low,Léonce Mahoû
portrosario,Port de Rosario,Cameroun,2,Cameroun; Maroc,Documents généraux (par ordre chronologique),food_processing,"Food processing, livestock and fishing",industries agro-alimentaires,3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
ports,Ports,Syrie-Liban,1,Syrie-Liban,"Transports maritimes, ports et docks",transport,"Transport, ports and docks","Transports maritimes, ports et docks",13,2,0.1538,2,administration,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,36,0,1917,1933,high,Arsène Henry; Georges SAINT-RENÉ TAILLANDIER
portsaintlouisrhone,Société nouvelle de Port-Saint-Louis-du-Rhône,Algérie,1,Algérie,Documents généraux (par ordre chronologique),transport,"Transport, ports and docks",Transports maritimes et aériens,1,1,1.0000,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,0,1924,1924,low,Julien Bessonneau
portsalonique,Port de Salonique,Afrique occidentale française,3,Afrique occidentale française; Maroc; Syrie-Liban,Documents généraux,not_a_sector,Not a sector,Documents généraux,4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
portsaloniqueottomaneconstruction,"Port de Salonique (Société ottomane de construction, puis d'exploitation du)",Macédoine,1,Macédoine,,not_a_sector,Not a sector,,12,1,0.0833,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,0,1905,1913,low,Edmond Bartissol
portscoloniaux,Société des Ports coloniaux,Dahomey (Bénin),1,Dahomey (Bénin),,not_a_sector,Not a sector,,2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
portscoloniauxboitepostale233,"Ports Coloniaux, Boîte Postale 233",Afrique occidentale française,1,Afrique occidentale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,,,,
portsmarocains,Ports marocains,Maroc,1,Maroc,Documents généraux (par ordre chronologique),transport,"Transport, ports and docks","Transports maritimes, fluviaux et aériens",31,3,0.0968,3,legislature,0,1,0,0,0,0,3,0,0,0,1,0,3,0,1,1,152,0,1920,1945,high,Edmond Giscard d'Estaing; Laroche-Joubert; Léon CHAGNAUD
portsmarocainsmehedyakenitrarabatsale,Société des Ports marocains de Mehedya-Kenitra et Rabat-Salé,Algérie,2,Algérie; Maroc,Documents généraux (par ordre chronologique),transport,"Transport, ports and docks","Transports maritimes, fluviaux et aériens",19,3,0.1579,3,legislature,0,1,0,0,0,0,3,0,0,0,1,0,3,0,1,0,77,0,1917,1958,high,Edgard de Laroche-Joubert; Jules Charles-Roux; Léon CHAGNAUD
portsmarocainsmehedyakenitrasalerabat,"Société des ports marocains de Méhédya-Kénitra, Salé et Rabat",Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),10,1,0.1000,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,100,0,1926,1926,high,Léon CHAGNAUD
portsmarocainsmehedyaportlyautey,Société des ports marocains de Méhédya-Port-Lyautey et,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),12,2,0.1667,3,legislature,0,1,0,0,0,0,2,0,0,0,1,0,2,0,2,1,124,0,1937,1937,low,Edmond Giscard d'Estaing; François de Vogüé
portstunissoussesfax,"Compagnie des Ports de Tunis, Sousse et Sfax",Afrique occidentale française,6,Afrique occidentale française; Algérie; Indochine; Maroc; Syrie-Liban; Tunisie,Documents généraux,transport,"Transport, ports and docks",Transports maritimes et aériens,23,1,0.0435,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,58,0,1901,1907,low,Laurent
porttamatave,Port de Tamatave,Madagascar,1,Madagascar,"Transports fluviaux, maritimes et aériens",transport,"Transport, ports and docks","Transports fluviaux, maritimes et aériens",12,2,0.1667,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,6,0,1934,1934,low,Aubry; Liotard
porttanger,Société du Port de Tanger,Maroc,1,Maroc,Documents généraux (par ordre chronologique),transport,"Transport, ports and docks","Transports maritimes, fluviaux et aériens",31,2,0.0645,4,executive,1,0,1,0,0,1,0,2,0,0,1,0,3,0,0,0,98,0,1937,1937,high,Eugène Regnault; François Manceron
porttouraneactuelledanang,Port de Tourane . Actuelle Da-Nang,Indochine,1,Indochine,"Transports fluviaux, maritimes et aériens",transport,"Transport, ports and docks","Transports fluviaux, maritimes et aériens",1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
porttunis,Port de Tunis,Tunisie,1,Tunisie,Transports maritimes et aériens,transport,"Transport, ports and docks",Transports maritimes et aériens,3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
potasasibericas,Potasas ibericas,Afrique occidentale française,6,Afrique occidentale française; Afrique équatoriale française; Algérie; Indochine; Maroc; Tunisie,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),15,1,0.0667,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,16,0,1956,1956,low,Demonque
potassesengraischimiquesgrandcouronneorivalvilleneuvegarennenarbonne,"Potasses et engrais chimiques (Grand-Couronne, Orival, Villeneuve-la-Garenne, Narbonne)",,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),12,1,0.0833,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,0,1954,1954,high,André Dulin
poudressurete,Société française des Poudres de sûreté,,0,,Groupes industriels transcoloniaux,conglomerate,Transcolonial and diversified groups,Groupes industriels transcoloniaux,13,2,0.1538,2,administration,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,15,0,1891,1938,medium,Albert Defrance; Fourcade
poursuitescontredirigeantsbanqueindustriellechine,Les poursuites contre les dirigeants de la Banque industrielle de Chine,Chine,1,Chine,Sociétés françaises ou à participation française,unclassified,Unclassified,Sociétés françaises ou à participation française,20,7,0.3500,3,legislature,0,1,1,0,0,0,5,2,0,0,1,1,6,2,2,0,38,0,1922,1924,high,André Berthelot; Antonin Frézouls; Arthur Espivent de la Villesboisnet; Calary de Lamazière; Justin Perchot; Paul Chautard; Émile Henry
prairecotonnierecambodge,"Praire & Cie, Société cotonnière du Cambodge, puis Nam Hée Émile et Cie",Indochine,1,Indochine,Cuirs et textiles,textiles_leather,Textiles and leather,Cuirs et textiles,2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
precisionmecanique,Précision mécanique,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
precisionmoderneparisvierzon,"Précision moderne, Paris, Vierzon",,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
prenatal,Prénatal,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
presaintgervais,Pré-Saint- Gervais,,0,,Documents généraux (par ordre chronologique),finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,1,1,1.0000,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1930,1930,high,Charles Debierre
preservatricemarocaine,Préservatrice marocaine,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
preservatricerisquesdivers,Préservatrice-Risques divers,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,
preservatricevie,Préservatrice-Vie,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,
president,Président,Algérie,1,Algérie,"Banques et groupes financiers, assurances",finance,"Banking, finance and insurance","Banques et groupes financiers, assurances",15,1,0.0667,4,executive,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,14,0,1934,1934,low,Lippens
presseindochinoise,La Presse indochinoise,Indochine,1,Indochine,"Imprimerie, presse, édition",media_print,"Press, printing and communications","Imprimerie, presse, édition",2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
presseindochinoise19381940,La presse indochinoise en 1938-1940,Indochine,1,Indochine,"Imprimerie, presse, édition",media_print,"Press, printing and communications","Imprimerie, presse, édition",1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
prevoyanceouest,Prévoyance de l'Ouest,Madagascar,1,Madagascar,Banques et groupes financiers,finance,"Banking, finance and insurance",Banques et groupes financiers,2,1,0.5000,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,16,0,1930,1936,high,Jean Babin Chevaye
prevoyancerisquesdivers,Prévoyance-Risques divers,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,,,,
prevoyancevie,Prévoyance-Vie,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),9,1,0.1111,4,executive,1,1,0,0,0,1,1,0,0,0,1,1,2,1,1,1,6,0,1924,1930,high,Charles Chaumet
primagaz,Primagaz,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
primisteres,Primistères,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
printempslaguionie,Au Printemps (Laguionie et Compagnie),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
priveemarocaine,Cie privée marocaine,Maroc,1,Maroc,"Banques, groupes financiers, assureurs",finance,"Banking, finance and insurance","Banques, groupes financiers, assureurs",3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
probios,Probios,Algérie,1,Algérie,Industries pharmaceutiques et parachimie,chemicals,Chemicals and pharmaceuticals,Industries pharmaceutiques et parachimie,8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
