doc_id,pdf_url,entry_type,name_listed,name_normalised,acronym,alias,principal_name,place_listed,legal_form_listed,year_start,year_end,person_surname,person_given,birth_year,death_year,region,country,sector,group_path,group_depth,all_regions,all_sectors,n_listings,qualifiers,note,source_page,title_raw
antilles-guyane-recueil-belge-soc-1902-guyane-eb860c,https://entreprises-coloniales.fr/antilles-guyane/Recueil_belge_soc._1902-Guyane.pdf,company,Recueil belge des sociétés coloniales et maritimes (1902),Recueil belge des sociétés coloniales et maritimes,,,,,,1902,,,,,,Antilles-Guyane,Guyane française,Documentation générale,,0,Antilles-Guyane,Documentation générale,1,1902,Guyane,antilles-guyane.html,Recueil belge des sociétés coloniales et maritimes (1902) : Guyane
antilles-guyane-rhums-purs-371b10,https://entreprises-coloniales.fr/antilles-guyane/Rhums_purs.pdf,company,"Rhums purs (Compagnie des)(1922-1932), Paris",Compagnie des Rhums purs,,,,Paris,,1922,1932,,,,,Madagascar et Djibouti,La Réunion,Sociétés diverses,,0,Antilles-Guyane; Madagascar et Djibouti,Divers; Sociétés diverses,2,Compagnie des; 1922-1932,,madagascar-et-djibouti.html,"Rhums purs (Compagnie des)(1922-1932), Paris"
antilles-guyane-ricins-guyanais-b5e13e,https://entreprises-coloniales.fr/antilles-guyane/Ricins_guyanais.pdf,company,Ricins guyanais (Société anonyme des),Ricins guyanais,,,,,Société anonyme des,,,,,,,Antilles-Guyane,Guyane française,Divers,,0,Antilles-Guyane,Divers,1,Société anonyme des,,antilles-guyane.html,Ricins guyanais (Société anonyme des)
antilles-guyane-saint-elie-et-adieu-vat-478e70,https://entreprises-coloniales.fr/antilles-guyane/Saint-Elie_et_Adieu-Vat.pdf,company,Saint-Élie et Adieu-Vat (Société nouvelle)(1923-195?),Société nouvelle Saint-Élie et Adieu-Vat,,1923-195?,,,,,,,,,,Antilles-Guyane,Guyane française,Mines et placers,,0,Antilles-Guyane,Mines et placers,1,Société nouvelle; 1923-195?,or.,antilles-guyane.html,Saint-Élie et Adieu-Vat (Société nouvelle)(1923-195?) : or.
antilles-guyane-saint-elie-gisements-d-or-8ba1fb,https://entreprises-coloniales.fr/antilles-guyane/Saint-Elie_Gisements_d_or.pdf,company,Saint-Élie (Gisements d'or de)(1878-1922),Saint-Élie,,Gisements d'or de,,,,1878,1922,,,,,Antilles-Guyane,Guyane française,Mines et placers,,0,Antilles-Guyane,Mines et placers,1,Gisements d'or de; 1878-1922,or.,antilles-guyane.html,Saint-Élie (Gisements d'or de)(1878-1922) : or.
antilles-guyane-saub-port-louis-2a84ee,https://entreprises-coloniales.fr/antilles-guyane/SAUB-Port-Louis.pdf,company,"Usines de Beauport (S.A. des)(SAUB)(1908), Bordeaux",Usines de Beauport,SAUB,,,Bordeaux,S.A,1908,,,,,,Antilles-Guyane,Guadeloupe et Martinique,Divers,,0,Antilles-Guyane,Divers,1,S.A. des; SAUB; 1908,sucre de canne et rhum à Port-Louis (Guadeloupe),antilles-guyane.html,"Usines de Beauport (S.A. des)(SAUB)(1908), Bordeaux : sucre de canne et rhum à Port-Louis (Guadeloupe)"
antilles-guyane-soc-forestiere-guyane-frse-e62477,https://entreprises-coloniales.fr/antilles-guyane/Soc._forestiere_Guyane_frse.pdf,company,Forestière de la Guyane française (Société)(SOFOG),Société Forestière de la Guyane française,SOFOG,,,,,,,,,,,Antilles-Guyane,Guyane française,Divers,,0,Antilles-Guyane,Divers,1,Société; SOFOG,,antilles-guyane.html,Forestière de la Guyane française (Société)(SOFOG)
antilles-guyane-societe-france-guyane-e5b5c5,https://entreprises-coloniales.fr/antilles-guyane/Societe_France-Guyane.pdf,company,"France-Guyane (Société)(1926), Cayenne",Société France-Guyane,,,,Cayenne,,1926,,,,,,Antilles-Guyane,Guyane française,Divers,,0,Antilles-Guyane,Divers,1,Société; 1926,palétuviers,antilles-guyane.html,"France-Guyane (Société)(1926), Cayenne : palétuviers"
antilles-guyane-south-american-goldfields-80f744,https://entreprises-coloniales.fr/antilles-guyane/South_American_Goldfields.pdf,company,"South American Goldfields Limited (The), Salisbury","The South American Goldfields Limited, Salisbury",,,,,,,,,,,,Antilles-Guyane,Guyane française,Mines et placers,,0,Antilles-Guyane,Mines et placers,1,The,,antilles-guyane.html,"South American Goldfields Limited (The), Salisbury"
antilles-guyane-sparwine-maroni-1908-1913-6c8cad,https://entreprises-coloniales.fr/antilles-guyane/Sparwine_Maroni_1908-1913.pdf,company,Sparwine (Maroni)(Société du)(1908-1913),Société du Sparwine,,Maroni,,,,1908,1913,,,,,Antilles-Guyane,Guyane française,Mines et placers,,0,Antilles-Guyane,Mines et placers,1,Maroni; Société du; 1908-1913,,antilles-guyane.html,Sparwine (Maroni)(Société du)(1908-1913)
antilles-guyane-sucrerie-de-cupim-47ddb5,https://entreprises-coloniales.fr/antilles-guyane/Sucrerie_de_Cupim.pdf,company,Sucrerie de Cupim (1900-1907),Sucrerie de Cupim,,,,,,1900,1907,,,,,Antilles-Guyane,Brésil,,Sucreries brésiliennes (groupe),1,Antilles-Guyane,,1,1900-1907,,antilles-guyane.html,Sucrerie de Cupim (1900-1907)
antilles-guyane-sucrerie-de-lorena-26666a,https://entreprises-coloniales.fr/antilles-guyane/Sucrerie_de_Lorena.pdf,company,Sucrerie de Lorena (1901-1907),Sucrerie de Lorena,,,,,,1901,1907,,,,,Antilles-Guyane,Brésil,,Sucreries brésiliennes (groupe),1,Antilles-Guyane,,1,1901-1907,,antilles-guyane.html,Sucrerie de Lorena (1901-1907)
antilles-guyane-sucrerie-de-piracicaba-16a6aa,https://entreprises-coloniales.fr/antilles-guyane/Sucrerie_de_Piracicaba.pdf,company,Sucrerie de Piracicaba (1899-1907),Sucrerie de Piracicaba,,,,,,1899,1907,,,,,Antilles-Guyane,Brésil,,Sucreries brésiliennes (groupe),1,Antilles-Guyane,,1,1899-1907,,antilles-guyane.html,Sucrerie de Piracicaba (1899-1907)
antilles-guyane-sucrerie-de-porto-feliz-d1980a,https://entreprises-coloniales.fr/antilles-guyane/Sucrerie_de_Porto-Feliz.pdf,company,Sucrerie de Porto-Feliz (1901-1907),Sucrerie de Porto-Feliz,,,,,,1901,1907,,,,,Antilles-Guyane,Brésil,,Sucreries brésiliennes (groupe),1,Antilles-Guyane,,1,1901-1907,,antilles-guyane.html,Sucrerie de Porto-Feliz (1901-1907)
antilles-guyane-sucrerie-villa-raffard-177496,https://entreprises-coloniales.fr/antilles-guyane/Sucrerie_Villa_Raffard.pdf,company,Sucrerie de Villa-Raffard (1899-1907),Sucrerie de Villa-Raffard,,,,,,1899,1907,,,,,Antilles-Guyane,Brésil,,Sucreries brésiliennes (groupe),1,Antilles-Guyane,,1,1899-1907,,antilles-guyane.html,Sucrerie de Villa-Raffard (1899-1907)
antilles-guyane-sucreries-bresiliennes-23b3d2,https://entreprises-coloniales.fr/antilles-guyane/Sucreries_bresiliennes.pdf,company,Sucreries brésiliennes (1907),Sucreries brésiliennes,,,,,,1907,,,,,,Antilles-Guyane,Brésil,,Sucreries brésiliennes (groupe),1,Antilles-Guyane,,1,1907,,antilles-guyane.html,Sucreries brésiliennes (1907)
antilles-guyane-sucreries-coloniales-82728f,https://entreprises-coloniales.fr/antilles-guyane/Sucreries_coloniales.pdf,company,Sucreries coloniales,Sucreries coloniales,,,,,,,,,,,,Madagascar et Djibouti,La Réunion,Sociétés diverses,,0,Antilles-Guyane; Madagascar et Djibouti,Divers; Sociétés diverses,2,,Guadeloupe et Réunion,madagascar-et-djibouti.html,Sucreries coloniales : Guadeloupe et Réunion
antilles-guyane-sucreries-du-moule-0c2914,https://entreprises-coloniales.fr/antilles-guyane/Sucreries_du_Moule.pdf,company,Sucreries du Moule (Société des)(Guadeloupe)(1902),Société des Sucreries du Moule,,Guadeloupe,,,,1902,,,,,,Antilles-Guyane,Guadeloupe et Martinique,Divers,,0,Antilles-Guyane,Divers,1,Société des; Guadeloupe; 1902,,antilles-guyane.html,Sucreries du Moule (Société des)(Guadeloupe)(1902)
antilles-guyane-sucriere-agricole-guyane-4939a5,https://entreprises-coloniales.fr/antilles-guyane/Sucriere&agricole_Guyane.pdf,company,Sucrière et agricole de la Guyane française (Société),Société Sucrière et agricole de la Guyane française,,,,,,,,,,,,Antilles-Guyane,Guyane française,Divers,,0,Antilles-Guyane,Divers,1,Société,,antilles-guyane.html,Sucrière et agricole de la Guyane française (Société)
antilles-guyane-sucriere-pointe-simon-e862a6,https://entreprises-coloniales.fr/antilles-guyane/Sucriere_Pointe-Simon.pdf,company,"Sucrière de l’usine Pointe-Simon (Compagnie)(1890), Fort-de-France (Martinique)",Compagnie Sucrière de l’usine Pointe-Simon,,Martinique,,Fort-de-France,,1890,,,,,,Antilles-Guyane,Guadeloupe et Martinique,Divers,,0,Antilles-Guyane,Divers,1,Compagnie; 1890; Martinique,,antilles-guyane.html,"Sucrière de l’usine Pointe-Simon (Compagnie)(1890), Fort-de-France (Martinique)"
antilles-guyane-syndicat-mana-363d84,https://entreprises-coloniales.fr/antilles-guyane/Syndicat_Mana.pdf,company,Syndicat Mana (1909),Syndicat Mana,,,,,,1909,,,,,,Antilles-Guyane,Guyane française,Mines et placers,,0,Antilles-Guyane,Mines et placers,1,1909,,antilles-guyane.html,Syndicat Mana (1909)
antilles-guyane-transports-aeriens-guyanais-3d4229,https://entreprises-coloniales.fr/antilles-guyane/Transports_aeriens_guyanais.pdf,company,Transports aériens guyanais (1919-1922),Transports aériens guyanais,,,,,,1919,1922,,,,,Antilles-Guyane,Guyane française,Divers,,0,Antilles-Guyane,Divers,1,1919-1922,,antilles-guyane.html,Transports aériens guyanais (1919-1922)
antilles-guyane-un-miniere-haute-mana-22d786,https://entreprises-coloniales.fr/antilles-guyane/Un._miniere_Haute-Mana.pdf,company,Union minière de la Haute-Mana,Union minière de la Haute-Mana,,,,,,,,,,,,Antilles-Guyane,Guyane française,Mines et placers,,0,Antilles-Guyane,Mines et placers,1,,,antilles-guyane.html,Union minière de la Haute-Mana
antilles-guyane-vattier-de-la-ramee-41d9a1,https://entreprises-coloniales.fr/antilles-guyane/Vattier_de_la_Ramee.pdf,company,Vattier de la Ramée (baron Charles Édouard Auguste),Vattier de la Ramée,,baron Charles Édouard Auguste,,,,,,,,,,Antilles-Guyane,Chili,,,0,Antilles-Guyane,,1,baron Charles Édouard Auguste,,antilles-guyane.html,Vattier de la Ramée (baron Charles Édouard Auguste)
empire-165e-cte-cognac-cd727d,https://entreprises-coloniales.fr/empire/165e_CTE_Cognac.pdf,company,Liste des 250 membres de la 165e Compagnie de travailleurs étrangers de Genté affectée à la construction de l'aérodrome de Cognac-Châteaubernard,Liste des 250 membres de la 165e Compagnie de travailleurs étrangers de Genté affectée à la construction de l'aérodrome de Cognac-Châteaubernard,,,,,,,,,,,,Empire (transversal),,"Alain LÉGER, créateur du site www.entreprises-coloniales.fr, a publié",,0,Empire (transversal),"Alain LÉGER, créateur du site www.entreprises-coloniales.fr, a publié",1,,,empire.html,Liste des 250 membres de la 165e Compagnie de travailleurs étrangers de Genté affectée à la construction de l'aérodrome de Cognac-Châteaubernard
empire-acieries-de-piombino-4acc70,https://entreprises-coloniales.fr/empire/Acieries_de_Piombino.pdf,company,"Piombino (Société des aciéries, forges et hauts fourneaux de)(Italie)","Société des aciéries, forges et hauts fourneaux de Piombino",,Italie,,,,,,,,,,Empire (transversal),,Groupes financiers transcoloniaux,"Goudchaux, à Metz et Paris : un siècle et demi de banque",1,Empire (transversal),Groupes financiers transcoloniaux,1,"Société des aciéries, forges et hauts fourneaux de; Italie",la Lybie en point de mire,empire.html,"Piombino (Société des aciéries, forges et hauts fourneaux de)(Italie) : la Lybie en point de mire"
empire-acieries-du-nord-ab5eee,https://entreprises-coloniales.fr/empire/Acieries_du_Nord.pdf,company,Aciéries du Nord (ADN),Aciéries du Nord,ADN,,,,,,,,,,,Empire (transversal),,Groupes financiers transcoloniaux,"Goudchaux, à Metz et Paris : un siècle et demi de banque",1,Empire (transversal),Groupes financiers transcoloniaux,1,ADN,"réparation de locomotives. Hautmont, Douzies, La Bocca, La Capelette, L'Horme",empire.html,"Aciéries du Nord (ADN) : réparation de locomotives. Hautmont, Douzies, La Bocca, La Capelette, L'Horme"
empire-administrateurs-stes-1929-expo-9d945e,https://entreprises-coloniales.fr/empire/Administrateurs_stes_1929-Expo.pdf,source_document,"Répertoire d'administrateurs de sociétés (Documents politiques, 1929)",Répertoire d'administrateurs de sociétés,,"Documents politiques, 1929",,,,,,,,,,Empire (transversal),,Documents généraux (par ordre chronologique),,0,Empire (transversal),Documents généraux (par ordre chronologique),1,"Documents politiques, 1929",,empire.html,"Répertoire d'administrateurs de sociétés (Documents politiques, 1929)"
empire-aec-1937-transports-banques-156248,https://entreprises-coloniales.fr/empire/AEC_1937-Transports&Banques.pdf,source_document,Annuaire des entreprises coloniales 1937-1938,Annuaire des entreprises coloniales 1937-1938,,,,,,,,,,,,Empire (transversal),,Documents généraux (par ordre chronologique),,0,Empire (transversal),Documents généraux (par ordre chronologique),1,,"transports maritimes et aériens, banques et sociétés d'études, sociétés diverses",empire.html,"Annuaire des entreprises coloniales 1937-1938 : transports maritimes et aériens, banques et sociétés d'études, sociétés diverses"
empire-aecv-618d1c,https://entreprises-coloniales.fr/empire/AECV.pdf,company,Association pour l'étude du Centre-Viêtnam (AECV),Association pour l'étude du Centre-Viêtnam,AECV,,,,,,,,,,,Empire (transversal),,"Collections d'anciens titres (scripophilie), cartes postales et objets divers",,0,Empire (transversal),"Collections d'anciens titres (scripophilie), cartes postales et objets divers",1,AECV,photographies et documents divers,empire.html,Association pour l'étude du Centre-Viêtnam (AECV) : photographies et documents divers
empire-aeromaritime-1935-1949-d80226,https://entreprises-coloniales.fr/empire/Aeromaritime_1935-1949.pdf,company,Aéromaritime (1935-1949),Aéromaritime,,,,,,1935,1949,,,,,Empire (transversal),,Transports aériens,,0,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal),Sociétés diverses; Transports; Transports aériens,3,1935-1949,"Cotonou-Niamey, Dakar–Abidjan–Pointe-Noire",empire.html,"Aéromaritime (1935-1949) : Cotonou-Niamey, Dakar–Abidjan–Pointe-Noire"
empire-aeropostale-daca2e,https://entreprises-coloniales.fr/empire/Aeropostale.pdf,company,Aéropostale (Compagnie générale)(1927),Compagnie générale Aéropostale,,,,,,1927,,,,,,Empire (transversal),,Transports aériens,,0,Empire (transversal),Transports aériens,1,Compagnie générale; 1927,,empire.html,Aéropostale (Compagnie générale)(1927)
empire-affreteurs-francais-faa245,https://entreprises-coloniales.fr/empire/Affreteurs_francais.pdf,company,Affréteurs français (1923-1936),Affréteurs français,,,,,,1923,1936,,,,,Empire (transversal),,Transports maritimes,,0,Empire (transversal),Transports maritimes,1,1923-1936,,empire.html,Affréteurs français (1923-1936)
empire-affreteurs-reunis-38fc33,https://entreprises-coloniales.fr/empire/Affreteurs_reunis.pdf,company,"Affréteurs réunis (1902-1923), Paris, Rouen",Affréteurs réunis,,,,Paris; Rouen,,1902,1923,,,,,Empire (transversal),,Transports maritimes,,0,Algerie; Empire (transversal),Transports maritimes; Transports maritimes et aériens,2,1902-1923,,empire.html,"Affréteurs réunis (1902-1923), Paris, Rouen"
empire-africa-fc0fd4,https://entreprises-coloniales.fr/empire/Africa.pdf,company,"Africa (nov. 1927), Paris",Africa,,nov. 1927,,Paris,,,,,,,,Empire (transversal),,Groupes financiers transcoloniaux,,0,Empire (transversal),Groupes financiers transcoloniaux,1,nov. 1927,étude technique et financière de toutes entreprises et sociétés coloniales,empire.html,"Africa (nov. 1927), Paris : étude technique et financière de toutes entreprises et sociétés coloniales"
empire-afrique-du-nord-et-du-sud-95e9c2,https://entreprises-coloniales.fr/empire/Afrique_du_Nord_et_du_Sud.pdf,company,Afrique du Nord et du Sud (L')(1897-1908),L'Afrique du Nord et du Sud,,,,,,1897,1908,,,,,Empire (transversal),,Groupes financiers transcoloniaux,,0,Empire (transversal),Groupes financiers transcoloniaux,1,L'; 1897-1908,les mirages africains de Jules Merley,empire.html,Afrique du Nord et du Sud (L')(1897-1908) : les mirages africains de Jules Merley
empire-agence-coloniale-francaise-0ea669,https://entreprises-coloniales.fr/empire/Agence_coloniale_francaise.pdf,company,Agence coloniale française (1923-1940),Agence coloniale française,,,,,,1923,1940,,,,,Empire (transversal),,Presse coloniale métropolitaine,,0,Empire (transversal),Presse coloniale métropolitaine,1,1923-1940,"bulletin quotidien, la Semaine coloniale (hebdomadaire)",empire.html,"Agence coloniale française (1923-1940) : bulletin quotidien, la Semaine coloniale (hebdomadaire)"
empire-agricole-et-commerciale-africaine-9d6590,https://entreprises-coloniales.fr/empire/Agricole_et_Commerciale_Africaine.pdf,company,"Agricole et Commerciale Africaine (Société)(1929-1931), Paris",Société Agricole et Commerciale Africaine,,,,Paris,,1929,1931,,,,,Empire (transversal),,Sociétés commerciales transcoloniales,,0,Afrique occidentale francaise; Empire (transversal),Sociétés commerciales transcoloniales,2,Société; 1929-1931,un prix Goncourt et deux futurs députés pour une faillite-éclair,empire.html,"Agricole et Commerciale Africaine (Société)(1929-1931), Paris : un prix Goncourt et deux futurs députés pour une faillite-éclair"
empire-air-france-afrique-noire-09a9d2,https://entreprises-coloniales.fr/empire/Air_France-Afrique_noire.pdf,company,Air France,Air France,,,,,,,,,,,,Empire (transversal),,Transports aériens,,0,Empire (transversal),Transports aériens,1,,lignes d'Afrique noire,empire.html,Air France : lignes d'Afrique noire
empire-air-france-algerie-664cd4,https://entreprises-coloniales.fr/empire/Air_France-Algerie.pdf,company,Air France,Air France,,,,,,,,,,,,Empire (transversal),,Transports aériens,,0,Algerie; Empire (transversal),Transports aériens; Transports maritimes et aériens,2,,lignes d'Algérie,empire.html,Air France : lignes d'Algérie
empire-air-union-9dadda,https://entreprises-coloniales.fr/empire/Air_Union.pdf,company,Air Union (1919-1933),Air Union,,,,,,1919,1933,,,,,Empire (transversal),,Transports aériens,,0,Empire (transversal),Transports aériens,1,1919-1933,suite des Messageries aériennes,empire.html,Air Union (1919-1933) : suite des Messageries aériennes
empire-albert-modiano-7ef9ed,https://entreprises-coloniales.fr/empire/Albert_Modiano.pdf,person,Albert Modiano (1912-1977)(père de Patrick),Albert Modiano,,père de Patrick,,,,,,Modiano,Albert,1912,1977,Empire (transversal),,Groupes financiers transcoloniaux,"Société générale foncière (Gaston Bach, Georges Schiff Giorgini)",1,Empire (transversal),Groupes financiers transcoloniaux,1,1912-1977; père de Patrick,,empire.html,Albert Modiano (1912-1977)(père de Patrick)
empire-amedee-prince-0750e3,https://entreprises-coloniales.fr/empire/Amedee_Prince.pdf,person,"Prince (Amédée)(1845-1915), Paris",Prince,,,Amédée,Paris,,,,Prince,Amédée,1845,1915,Empire (transversal),,Sociétés commerciales transcoloniales,,0,Empire (transversal),Sociétés commerciales transcoloniales,1,Amédée; 1845-1915,"régisseur publicitaire, négociant à la commission, colonial",empire.html,"Prince (Amédée)(1845-1915), Paris : régisseur publicitaire, négociant à la commission, colonial"
empire-ancel-le-havre-par-malon-28afd9,https://entreprises-coloniales.fr/empire/Ancel-Le_Havre_par_Malon.pdf,company,"Ancel, Le Havre",Ancel,,,,Le Havre,,,,,,,,Empire (transversal),,Sociétés commerciales transcoloniales,,0,Empire (transversal),Sociétés commerciales transcoloniales,1,,"deux siècles de négoce, par Claude Malon (2011)",empire.html,"Ancel, Le Havre : deux siècles de négoce, par Claude Malon (2011)"
empire-anciens-ets-david-gradis-a9bd88,https://entreprises-coloniales.fr/empire/Anciens_Ets_David_Gradis.pdf,company,"Sociéte française pour le commerce avec les colonies et l’étranger, puis Sociéte française pour le commerce avec l'outre-mer (Anc. Éts David Gradis)","Sociéte française pour le commerce avec les colonies et l’étranger, puis Sociéte française pour le commerce avec l'outre-mer",,Anc. Éts David Gradis,,,,,,,,,,Empire (transversal),,Sociétés commerciales transcoloniales,,0,Empire (transversal),Sociétés commerciales transcoloniales,1,Anc. Éts David Gradis,,empire.html,"Sociéte française pour le commerce avec les colonies et l’étranger, puis Sociéte française pour le commerce avec l'outre-mer (Anc. Éts David Gradis)"
empire-angouleme-mauthausen-684218,https://entreprises-coloniales.fr/empire/Angouleme-Mauthausen.pdf,company,"Liste des Espagnols déportés d'Angoulême à Mauthausen par le convoi du 24 août 1940. Provenance d'une cinquantaine d'entre eux issus des Compagnies de travailleurs étrangers, par Alban Sanz","Liste des Espagnols déportés d'Angoulême à Mauthausen par le convoi du 24 août 1940. Provenance d'une cinquantaine d'entre eux issus des Compagnies de travailleurs étrangers, par Alban Sanz",,,,,,,,,,,,Empire (transversal),,"Alain LÉGER, créateur du site www.entreprises-coloniales.fr, a publié",,0,Empire (transversal),"Alain LÉGER, créateur du site www.entreprises-coloniales.fr, a publié",1,,,empire.html,"Liste des Espagnols déportés d'Angoulême à Mauthausen par le convoi du 24 août 1940. Provenance d'une cinquantaine d'entre eux issus des Compagnies de travailleurs étrangers, par Alban Sanz"
empire-angouleme-ville-degueulasse-9bb9cd,https://entreprises-coloniales.fr/empire/Angouleme_ville_degueulasse.pdf,company,"Angoulême, ville dégueulasse","Angoulême, ville dégueulasse",,,,,,,,,,,,Empire (transversal),,Messages personnels,,0,Empire (transversal),Messages personnels,1,,déchets et immondices le long la rue de Saint-Roch à Lunesse et aux abords du centre Leclerc (20 et 27 août 2022). Enfin un nettoyage ! (février 2023),empire.html,"Angoulême, ville dégueulasse : déchets et immondices le long la rue de Saint-Roch à Lunesse et aux abords du centre Leclerc (20 et 27 août 2022). Enfin un nettoyage ! (février 2023)"
empire-arreau-1906-1914-50629a,https://entreprises-coloniales.fr/empire/Arreau_1906-1914.pdf,company,"Produits électro-chimiques et métallurgiques des Pyrénées (Société de)(1906-1914), Arreau (Ariège)","Société de Produits électro-chimiques et métallurgiques des Pyrénées, Arreau",,Ariège,,,,1906,1914,,,,,Empire (transversal),,Groupes industriels transcoloniaux,Corbin (Groupe Paul)(1862-1954),1,Empire (transversal),Groupes industriels transcoloniaux,1,Société de; 1906-1914; Ariège,,empire.html,"Produits électro-chimiques et métallurgiques des Pyrénées (Société de)(1906-1914), Arreau (Ariège)"
empire-arsene-chaumier-1848-1926-6c7d64,https://entreprises-coloniales.fr/empire/Arsene_Chaumier-1848-1926.pdf,person,"Chaumier (Arsène)(1848-1926), banquier à Angers, puis Paris","Chaumier, banquier à Angers",,,Arsène,puis Paris,,,,Chaumier,Arsène,1848,1926,Empire (transversal),,Groupes financiers transcoloniaux,,0,Empire (transversal),Groupes financiers transcoloniaux,1,Arsène; 1848-1926,,empire.html,"Chaumier (Arsène)(1848-1926), banquier à Angers, puis Paris"
empire-asphalte-et-petrole-237389,https://entreprises-coloniales.fr/empire/Asphalte_et_petrole.pdf,company,"Asphalte et pétrole (1923-1938), Paris",Asphalte et pétrole,,,,Paris,,1923,1938,,,,,Empire (transversal),,Groupes miniers transcoloniaux,,0,Empire (transversal),Groupes miniers transcoloniaux,1,1923-1938,"Espagne, Chili, Brésil, Syrie, Mexique…",empire.html,"Asphalte et pétrole (1923-1938), Paris : Espagne, Chili, Brésil, Syrie, Mexique…"
empire-association-cotonniere-coloniale-4f0ab8,https://entreprises-coloniales.fr/empire/Association_cotonniere_coloniale.pdf,company,Association cotonnière coloniale (L')(1903),L'Association cotonnière coloniale,,,,,,1903,,,,,,Empire (transversal),,Groupes industriels transcoloniaux,,0,Empire (transversal),Groupes industriels transcoloniaux,1,L'; 1903,,empire.html,Association cotonnière coloniale (L')(1903)
empire-association-fonciere-et-immobiliere-edd307,https://entreprises-coloniales.fr/empire/Association_fonciere_et_immobiliere.pdf,company,"Association foncière et immobilière (1922-1930), Paris. Présidents","Association foncière et immobilière, Paris. Présidents",,,,,,1922,1930,,,,,Empire (transversal),,Groupes financiers transcoloniaux,,0,Empire (transversal),Groupes financiers transcoloniaux,1,1922-1930,"Léopold Mabilleau, puis Georges Privat-Deschanel",empire.html,"Association foncière et immobilière (1922-1930), Paris. Présidents : Léopold Mabilleau, puis Georges Privat-Deschanel"
empire-association-miniere-47150e,https://entreprises-coloniales.fr/empire/Association_miniere.pdf,company,Association minière,Association minière,,,,,,,,,,,,Empire (transversal),,Groupes miniers transcoloniaux,,0,Empire (transversal),Groupes miniers transcoloniaux,1,,"participations en Afrique du Sud, au Pérou, en Indochine, en Algérie, au Maroc…",empire.html,"Association minière : participations en Afrique du Sud, au Pérou, en Indochine, en Algérie, au Maroc…"
empire-assurance-financiere-74aed0,https://entreprises-coloniales.fr/empire/Assurance_financiere.pdf,company,Assurance financière (L')(1875-1888),L'Assurance financière,,,,,,1875,1888,,,,,Empire (transversal),,Groupes financiers transcoloniaux,,0,Empire (transversal),Groupes financiers transcoloniaux,1,L'; 1875-1888,"un scandale politico-financier oublié ; des spéculations en Roumanie, en Cochinchine, en Guyane, à La Réunion, en Tunisie",empire.html,"Assurance financière (L')(1875-1888) : un scandale politico-financier oublié ; des spéculations en Roumanie, en Cochinchine, en Guyane, à La Réunion, en Tunisie"
empire-ateliers-vaucanson-05aa42,https://entreprises-coloniales.fr/empire/Ateliers_Vaucanson.pdf,company,"Ateliers Vaucanson (Anciens Établissements Lamazière et Bünzli)(S.A., 1914)",Anciens Établissements Lamazière et Bünzli Ateliers Vaucanson,,,,,S.A,1914,,,,,,Empire (transversal),,Groupes industriels transcoloniaux,,0,Empire (transversal),Groupes industriels transcoloniaux,1,"Anciens Établissements Lamazière et Bünzli; S.A., 1914","Paris, Saint-Nicolas d'Aliermont. Un mécanicien de précision aux mains de vétérans de l'Indochine",empire.html,"Ateliers Vaucanson (Anciens Établissements Lamazière et Bünzli)(S.A., 1914) : Paris, Saint-Nicolas d'Aliermont. Un mécanicien de précision aux mains de vétérans de l'Indochine"
empire-atlantique-renflouage-remorquage-646617,https://entreprises-coloniales.fr/empire/Atlantique_renflouage_remorquage.pdf,company,"Atlantique (L'), Société française de renflouage et de remorquage de haute mer (1908), Paris","L'Atlantique, Société française de renflouage et de remorquage de haute mer",,,,Paris,,1908,,,,,,Empire (transversal),,Transports maritimes,,0,Empire (transversal),Transports maritimes,1,L'; 1908,,empire.html,"Atlantique (L'), Société française de renflouage et de remorquage de haute mer (1908), Paris"
empire-au-bon-marche-fb1769,https://entreprises-coloniales.fr/empire/Au_Bon_Marche.pdf,company,Au Bon Marché (Maison Aristide Boucicaut),Au Bon Marché,,Maison Aristide Boucicaut,,,,,,,,,,Empire (transversal),,Sociétés commerciales transcoloniales,,0,Empire (transversal),Sociétés commerciales transcoloniales,1,Maison Aristide Boucicaut,"Paris, province, Le Caire, Alger, Oran, Casablanca, Rabat, Tanger",empire.html,"Au Bon Marché (Maison Aristide Boucicaut) : Paris, province, Le Caire, Alger, Oran, Casablanca, Rabat, Tanger"
empire-austro-belge-corphalie-dd84ed,https://entreprises-coloniales.fr/empire/Austro-Belge-Corphalie.pdf,company,"Métallurgique Austro-Belge (S.A.), Corphalie",Métallurgique Austro-Belge,,,,Corphalie,S.A,,,,,,,Empire (transversal),,Groupes miniers transcoloniaux,,0,Empire (transversal),Groupes miniers transcoloniaux,1,S.A.,Tunisie,empire.html,"Métallurgique Austro-Belge (S.A.), Corphalie : Tunisie"
empire-aux-fabriques-d-aubusson-0562a8,https://entreprises-coloniales.fr/empire/Aux_Fabriques_d'Aubusson.pdf,company,Aux Fabriques d'Aubusson (c 1924-c 1934),Aux Fabriques d'Aubusson,,c 1924-c 1934,,,,,,,,,,Empire (transversal),,Groupes financiers transcoloniaux,Caplane (Pierre-Eugène et Henri de) : capitalistes discrets,1,Empire (transversal),Groupes financiers transcoloniaux,1,c 1924-c 1934,,empire.html,Aux Fabriques d'Aubusson (c 1924-c 1934)
