company_id,name,placement_level,anchor,anchor_territory,group,lat,lon,filed_territory,n_countries_listed,sector_group,degree,weighted_degree,reason
unionbananieremartiniquaise,Union bananière martiniquaise,city,Fort-de-France,Guadeloupe et Martinique,empire,14.604,-61.067,Guadeloupe et Martinique,1,not_a_sector,4,4,head_office_observed
parfumsrevillon,Parfums Révillon,unplaced,,,,,,Empire (transversal),0,not_a_sector,4,4,no country listed
revillonfreres,Révillon frères,unplaced,,,,,,Empire (transversal),0,not_a_sector,5,5,no country listed
electriquenancygn,Compagnie générale électrique-Nancy G-N,unplaced,,,,,,Empire (transversal),0,not_a_sector,11,11,no country listed
colonisationfrancotunisienne,"Société de Colonisation franco-tunisienne, puis Société du Domaine de Souihlia",city,Paris,France,metropole,48.857,2.352,Tunisie,1,food_processing,2,2,head_office_observed
combotriziculteurbreton,"Combot, riziculteur breton",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,plantations,9,9,single filing country
comiteinitiativeplagesbaria,Comité d'initiative des plages de Baria,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,plantations,8,8,single filing country
foncieregiadinh,Société Foncière de Giadinh,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,real_estate,17,17,single filing country
industrielleforestiereindochinescieriehamrong,"Société Industrielle et Forestière de l'Indochine, scierie, Hamrong",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,wood_paper,14,14,single filing country
plantationsantamariadorlou,"Plantation Santa-Maria, Dorlou",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,plantations,8,8,single filing country
exportationimportationmaroc,Sté d'exportation et d'importation au Maroc,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,10,10,single filing country
industrielletoraude,Industrielle Toraude,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
commerce,Compagnie Générale de commerce,city,Haïphong,Indochine,empire,20.865,106.684,Indochine,1,finance,4,4,place_listed
commercecolonial,Cie française de commerce colonial,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,9,9,single filing country
depotgairard,Dépôt Gairard,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,trade,10,10,place_listed
groupebouillouxlafontcreditfonciersenegal,"groupe Bouilloux-Lafont Crédit foncier du Sénégal, puis Crédit foncier d'Afrique",city,Dakar,Sénégal,empire,14.716,-17.467,Sénégal,1,finance,4,4,head_office_observed
fonderiesemailleriesdonchery,FONDERIES et ÉMAILLERIES de DONCHERY,unplaced,,,,,,Empire (transversal),0,trade,3,3,no country listed
rentefonciere,La Rente foncière,unplaced,,,,,,Algérie,4,not_a_sector,12,12,filed under 4 countries
industrielletextile,Société Industrielle Textile,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,trade,2,2,place_listed
commercialeaef,Commerciale de l’AEF (Anc. Éts F. Brandon)(CCAEF),unplaced,,,,,,Empire (transversal),0,not_a_sector,4,4,no country listed
etsdavidmaigret,Éts David & Maigret,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
soprorga,SOPRORGA,unplaced,,,,,,Empire (transversal),0,not_a_sector,3,3,no country listed
fichetbeau,Fichet (Beau & Compagnie),unplaced,,,,,,Empire (transversal),0,not_a_sector,8,8,no country listed
unionphosphatesrhirastocqueville,Union des Phosphates des Rhiras et de Tocqueville,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,mining,4,4,single filing country
commercialebetsileo,Cie commerciale du Betsiléo,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,not_a_sector,3,3,single filing country
saaficombo112,Société Saafi-Combo 112,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,4,4,single filing country
travauxpublicsmadagascar,Cie française des travaux publics de Madagascar,unplaced,,,,,,Abyssinie ou Ethiopie,2,not_a_sector,4,4,filed under 2 countries
fondationsparcompressionmecaniquesol,Société de Fondations par compression mécanique du sol,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,construction,2,2,place_listed
moghrebine,Moghrebine,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,2,2,single filing country
neohebridaiscaledonie,Néo-Hébridais en Nouvelle-Calédonie,territory,Nouvelle-Calédonie,Nouvelle-Calédonie,empire,-22.276,166.458,Nouvelle-Calédonie (Mélanésie),1,not_a_sector,2,2,single filing country
commercialecoteafrique,Compagnie Commerciale de la Côte d'Afrique,city,Bordeaux,France,metropole,44.838,-0.579,Afrique occidentale française,2,trade,3,3,place_listed
etablissementsbersetcyclesindochine,Établissements Berset Cycles de l'Indochine,city,Hanoï,Indochine,empire,21.028,105.854,Indochine,1,metals_engineering,1,1,place_listed
entreprisesafricainesforestieres,Société d'entreprises africaines forestières,city,Libreville,Gabon,empire,0.416,9.467,Afrique équatoriale française,1,not_a_sector,3,3,head_office_observed
financierecommercialeindustrielleindochine,"Société financière, commerciale et industrielle de l'Indochine",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,2,2,single filing country
havraiseindochinoise,Havraise indochinoise,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,trade,2,2,place_listed
heritierguyot,L’Héritier-Guyot,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
lainierebascaudmazamettarn,"Lainière du Bascaud, à Mazamet (Tarn)",unplaced,,,,,,Empire (transversal),0,not_a_sector,12,12,no country listed
commercialekouilouniari,Société Commerciale du Kouilou-Niari,city,Brazzaville,Congo-Brazzaville,empire,-4.269,15.271,Afrique équatoriale française,1,trade,5,5,place_listed
commercialemadagascar,Compagnie Commerciale de Madagascar,city,Le Havre,France,metropole,49.494,0.108,Indochine,2,trade,5,5,place_listed
forestiereindustriellecommerciale,Société forestière industrielle et commerciale,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,5,5,single filing country
legalfreres,Legal frères & Cie,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,wood_paper,3,3,place_listed
maisontempliervignoud,"Maison Templier, Vignoud et Cie",territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,5,5,single filing country
rizeriesmekong,Rizeries du Mékong,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,plantations,6,6,place_listed
creditfoncieragricolemaroc,Crédit foncier agricole du Maroc,city,Paris,France,metropole,48.857,2.352,Maroc,1,finance,7,7,head_office_observed
marocainebata,Société anon. marocaine Bata,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,1,1,single filing country
oregon,L'Orégon,territory,Nouvelle-Calédonie,Nouvelle-Calédonie,empire,-22.276,166.458,Nouvelle-Calédonie (Mélanésie),1,not_a_sector,3,3,single filing country
lyonnaisecolonisationindochinerepriseconcessionparcyrillecottin,Société Lyonnaise de Colonisation en Indo-Chine . Reprise de la concession par Cyrille Cottin,city,Lyon,France,metropole,45.764,4.836,Indochine,1,plantations,3,3,head_office_observed
companhiaportuguesatabacos,Companhia portuguesa de tabacos,unplaced,,,,,,Empire (transversal),0,not_a_sector,3,3,no country listed
groupevinicole,Groupe vinicole,city,Paris,France,metropole,48.857,2.352,Algérie,1,trade,3,3,head_office_observed
moghrebineentreprisesgenerales,Sté moghrébine d'entreprises générales,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,11,11,single filing country
comptoirautomobilemarocain,Comptoir automobile marocain,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,3,3,single filing country
comptoirbordelaisetsbordelaisdurouchoux,Comptoir général bordelais (Éts Bordelais et Durouchoux),unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
comptoircommercialsudmarocain,Comptoir commercial du Sud-Marocain,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,2,2,single filing country
comptoirescompteaffreville,Comptoir d'escompte d'Affreville,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,finance,1,1,single filing country
comptoirescompteaintemouchent,Comptoir d'escompte d'Aïn-Temouchent,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,finance,1,1,single filing country
industriellemarocaineproduitsalimentairescasabanca,"Société Industrielle Marocaine de Produits alimentaires, Casabanca",territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,food_processing,1,1,single filing country
comptoirescomptebatna,Nouveau Comptoir d'escompte de Batna,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,finance,6,6,single filing country
comptoirescomptesidibelabbes,Comptoir d'escompte de Sidi-Bel-Abbès,city,Sidi-bel-Abbès,Algérie,empire,35.194,-0.63,Algérie,1,finance,8,8,head_office_observed
socsousproduitsvigne,Soc SOUS-PRODUITS de la VIGNE,city,Sidi-bel-Abbès,Algérie,empire,35.194,-0.63,Algérie,1,not_a_sector,1,1,head_office_observed
tuileriebriqueteriebelabbesiennesidibelabbes,"Tuilerie-briqueterie La Bel-Abbesienne, Sidi-Bel-Abbès",city,Sidi-bel-Abbès,Algérie,empire,35.194,-0.63,Algérie,1,construction,9,9,head_office_observed
comptoirgalbimbeloterie,Comptoir gal de la bimbeloterie,unplaced,,,,,,Empire (transversal),0,not_a_sector,5,5,no country listed
etshugon,Éts Hugon,city,Tunis,Tunisie,empire,36.806,10.181,Tunisie,1,trade,2,2,place_listed
comptoirlainierimportation,Comptoir lainier et d'importation,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,1,1,single filing country
comptoirlainierimportationmaroc,Comptoir lainier et d'importation au Maroc,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,1,1,single filing country
comptoirlanguedocienentreprisesmarocaines,Comptoir languedocien d'entreprises marocaines,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,2,2,single filing country
etudesgeneralesindochinoises,Société d'Études générales indochinoises,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,finance,2,2,place_listed
parischarbonsbernotfreres,Paris-Charbons (Bernot frères),unplaced,,,,,,Empire (transversal),0,not_a_sector,6,6,no country listed
etslalomignonacromainville,"Éts Lalo Mignonac, Romainville",unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
socmineszaccar,Soc. an. des MINES du ZACCAR,city,Paris,France,metropole,48.857,2.352,Algérie,1,not_a_sector,9,9,head_office_observed
marchalexploitconstrucappareils,Marchal (Société d’exploit. et de construc. des appareils),unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
fruitcolonial,Société anonyme du fruit colonial français,city,Abidjan,Côte d'Ivoire,empire,5.345,-4.024,Afrique occidentale française,1,not_a_sector,3,3,head_office_observed
comptoirsachatblesdursalgeriens,Comptoirs d'achat des blés durs algériens,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,trade,2,2,place_listed
nidlris,« Le Nid d'lris »,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,3,3,single filing country
comptoirsextremeorientpoinsardveyret,Comptoirs d'Extrême-Orient Poinsard & Veyret,city,Haïphong,Indochine,empire,20.865,106.684,Madagascar,1,trade,3,3,head_office_observed
observatoirecentralmagnetiquemeteorologiqueiindochinephulien,"Observatoire central magnétique et météorologique de I'Indo-Chine, Phu-Liên",city,Hanoï,Indochine,empire,21.028,105.854,Indochine,1,health_education,3,3,head_office_observed
unionbanquebanquedepotsgarantis,"Union-Banque, banque de dépôts garantis",city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,finance,7,7,place_listed
grandshotelsmadagascar,Société française des Grands Hôtels de Madagascar,unplaced,,,,,,Indochine,2,hospitality,15,15,filed under 2 countries
comptoirsgenerauxguyane,"Comptoirs généraux de la Guyane, puis Comptoirs généraux des colonies",city,Paris,France,metropole,48.857,2.352,Guyane française,1,trade,1,1,head_office_observed
fonciereagricolesaigon,Société Foncière et Agricole de Saïgon,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,plantations,5,5,head_office_observed
plantationsdjongopenjapenja,"Société des plantations de Djongo-Penja, PENJA",territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,3,3,single filing country
minespiaouac,Société des Mines du Pia-Ouac,city,Marseille,France,metropole,43.296,5.37,Indochine,1,mining,1,1,place_listed
fonciereportlyauteymaroc,Société foncière de Port-Lyautey et du Maroc,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,15,15,single filing country
courses,Société des courses,city,Haïphong,Indochine,empire,20.865,106.684,Indochine,1,transport,13,13,place_listed
fontainefreresvaillant,"Fontaine frères & Vaillant, puis Fontaine & Cie, Paris, Boulogne-sur-Seine",city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,conglomerate,5,5,head_office_observed
pharmacieetrangereindochine,Pharmacie française et étrangère de l'Indochine,city,Hanoï,Indochine,empire,21.028,105.854,Indochine,1,health_education,5,5,place_listed
philharmoniquehanoi,Société Philharmonique de Hanoï,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,plantations,12,12,single filing country
philharmoniquesaigon,Société Philharmonique de Saïgon,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,media_print,5,5,single filing country
exploitationsminieres,Société d'Exploitations minières,city,Paris,France,metropole,48.857,2.352,Algérie,1,mining,7,7,place_listed
exploitationsagricolesminieresmisserghin,Société des Exploitations agricoles et minières de Misserghin,city,Paris,France,metropole,48.857,2.352,Algérie,1,food_processing,4,4,head_office_observed
etsjouan,Éts Jouan,unplaced,,,,,,Empire (transversal),0,not_a_sector,8,8,no country listed
immeublesplainemonceau,Immeubles de la Plaine Monceau,unplaced,,,,,,Empire (transversal),0,not_a_sector,6,6,no country listed
explorationminiereequatoriale,Société d'Exploration minière équatoriale,territory,Congo-Brazzaville,Congo-Brazzaville,empire,-4.532,13.568,Congo-Brazzaville ou Moyen-Congo,1,mining,1,1,single filing country
lakeviewstarltdaustralie,Lake view and star ltd (Australie),unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
consolidatednickelcyltd,Consolidated Nickel Cy Ltd,city,Londres,Royaume-Uni,foreign,51.507,-0.128,Nouvelle-Calédonie (Mélanésie),1,mining,6,6,place_listed
mellobrazilianrubberc,De Mello Brazilian Rubber C°,territory,Brésil,Brésil,foreign,-22.907,-43.173,Brésil,1,not_a_sector,1,1,single filing country
nickelcaledonie,"Le Nickel de la Nouvelle-Calédonie, puis La Garniérite",city,Paris,France,metropole,48.857,2.352,Nouvelle-Calédonie (Mélanésie),1,mining,12,12,head_office_observed
pecherieskerguelen,Société des Pêcheries de Kerguelen,unplaced,,,,,,Terres australes et antartiques françaises,1,unclassified,4,4,country not in gazetteer: Terres australes et antartiques françaises
consortiumproduitschimiquessynthese,Consortium de produits chimiques et de synthèse,unplaced,,,,,,Empire (transversal),0,not_a_sector,7,7,no country listed
consortsclinchantcontrecotonnieretonkin,Consorts Clinchant contre Cotonnière du Tonkin,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,textiles_leather,2,2,single filing country
exploitationagricoletonkin,Société d’Exploitation agricole au Tonkin,city,Paris,France,metropole,48.857,2.352,Indochine,1,textiles_leather,4,4,head_office_observed
francecongo,France-Congo,city,Brazzaville,Congo-Brazzaville,empire,-4.269,15.271,Afrique équatoriale française,1,not_a_sector,8,8,head_office_observed
francoafricainepatesalfa,Société Franco-Africaine des Pâtes d'alfa,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,wood_paper,5,5,single filing country
constructionentretienmaterielindustrielagricolescemiaputeaux,"Société de construction et d’entretien de matériel industriel et agricole (SCEMIA), Puteaux",unplaced,,,,,,Empire (transversal),0,not_a_sector,1,1,no country listed
indochinoiseindustriellefletourneau,"Société l’Indo-Chinoise Industrielle, F. Letourneau et Cie",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,transport,8,8,single filing country
minierefrancoespagnoleceuta,Société minière franco-espagnole de Ceuta,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,11,11,single filing country
constructionscivilesindustrielles,Société de Constructions civiles et industrielles,unplaced,,,,,,Empire (transversal),0,construction,2,2,no country listed
courrierhaiphong,Le Courrier d'Haïphong,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,media_print,2,2,single filing country
constructionsmixtesmaroc,Sté de constructions mixtes au Maroc,unplaced,,,,,,Algérie,4,not_a_sector,5,5,filed under 4 countries
minoteriescomptoirsindigenesmaroc,Société de Minoteries et comptoirs indigènes au Maroc,city,Paris,France,metropole,48.857,2.352,Maroc,1,construction,2,2,place_listed
socconstructionsmixtesmaroc,Soc. de CONSTRUCTIONS MIXTES au MAROC,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,2,2,single filing country
repusseau,Repusseau et Compagnie,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
djebeloudiba,Société du Djebel-Oudiba,city,Tunis,Tunisie,empire,36.806,10.181,Tunisie,1,mining,5,5,head_office_observed
mauleonsoule,MAULÉON-SOULE,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,1,1,single filing country
etudesraccordementvoiesferreeseuropecellesasiepartraverseebosphore,Société d’études pour le raccordement des voies ferrées d’Europe à celles d’Asie par la Traversée du Bosphore,territory,Empire ottoman/Turquie,Empire ottoman/Turquie,foreign,39.713,28.053,Empire ottoman/Turquie,1,not_a_sector,6,6,single filing country
sericicoleindochinoise,Compagnie séricicole indochinoise,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,9,9,single filing country
corsetssireneparisclapinetsfarcyoppenheimreunis,Les corsets Sirène-Paris (Clapin et Ets Farcy & Oppenheim réunis),unplaced,,,,,,Empire (transversal),0,not_a_sector,1,1,no country listed
cotelvoire,Cie française de la Côte d'lvoire,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,1,1,single filing country
coteivoireadulessacompanyltd,The Côte-d'Ivoire and Adulessa Company Ltd,city,Londres,Royaume-Uni,foreign,51.507,-0.128,Côte d'Ivoire,1,mining,1,1,head_office_observed
financieretransafricaine,Société Financière Transafricaine,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,finance,1,1,place_listed
cotonniereagricoletolga,Compagnie Cotonnière et Agricole de Tolga,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,food_processing,1,1,single filing country
talcsluzenac,Talcs de Luzenac,unplaced,,,,,,Empire (transversal),0,not_a_sector,7,7,no country listed
tropicalegyrafrique,Compagnie Tropicale Gyrafrique,city,Conakry,Guinée Conakry,empire,9.509,-13.712,Guinée Conakry,1,transport,3,3,place_listed
forgeslevalaulnoye,Forges de Leval-Aulnoye,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,3,3,single filing country
immobiliereavenuemarine,Société immobilière de l'avenue de la Marine,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,3,3,single filing country
travauxmarocainsgeniecivil,Travaux marocains de génie civil,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,5,5,single filing country
minesnickeliferesminesmontdoreunies,Société des Mines nickelifères — et des mines du Mont-Dô réunies,city,Paris,France,metropole,48.857,2.352,Nouvelle-Calédonie (Mélanésie),1,mining,2,2,head_office_observed
nationaletravauxpublics,Société nationale de Travaux publics,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,9,9,single filing country
coty,S.A. Coty,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
nouvellesepiceriesnord,Nouvelles Épiceries du Nord,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
courriereskuhlmannmarleskuhlmann,Courrières-Kuhlmann + Marles-Kuhlmann,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
lecacheuxconvoiparmy,"Lecacheux et Cie, Con-voi, par Lê-my",city,Paris,France,metropole,48.857,2.352,Indochine,1,plantations,4,4,head_office_observed
thesannam,Compagnie des Thés de l’Annam,city,Paris,France,metropole,48.857,2.352,Indochine,1,plantations,6,6,head_office_observed
minesorpekyougoslavie,Mines d’or du Pek (Yougoslavie),unplaced,,,,,,Empire (transversal),0,not_a_sector,7,7,no country listed
creditafriqueequatoriale,Crédit de l'Afrique Équatoriale française,city,Brazzaville,Congo-Brazzaville,empire,-4.269,15.271,Afrique équatoriale française,1,not_a_sector,2,2,head_office_observed
unionroutierecentreafricaine,"Union routière centre-africaine, Anct",territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,8,8,single filing country
dessechementexploitationlaccopaisparcorinnekrouckalainleger,"Compagnie française pour le desséchement et l’exploitation du Lac Copaïs, par Corinne Krouck et Alain Léger",city,Paris,France,metropole,48.857,2.352,Grèce,1,not_a_sector,2,2,head_office_observed
enfinadministrateurbanqueparis,enfin administrateur de la Banque de Paris,unplaced,,,,,,(unlabelled),0,not_a_sector,1,1,no country listed
industrielleafriquenordtraitementsousproduitsvigne,Société industrielle de l’Afrique du Nord pour le traitement des sous-produits de la vigne et de,unplaced,,,,,,Empire (transversal),0,not_a_sector,4,4,no country listed
syndicatfrancohovaexplorationmadagascar,Syndicat franco-hova d'exploration à Madagascar,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,mining,5,5,single filing country
svenskatandsticksaktiebolagetsuedoiseallumettes,Svenska Tandsticks aktiebolaget-Suédoise d’allumettes,unplaced,,,,,,Empire (transversal),0,not_a_sector,3,3,no country listed
satam,SATAM,unplaced,,,,,,Empire (transversal),0,not_a_sector,13,13,no country listed
steinroubaix,Stein et Roubaix,unplaced,,,,,,Empire (transversal),0,not_a_sector,6,6,no country listed
usinessaintemariegravigny,Usines de Sainte-Marie et Gravigny,unplaced,,,,,,Empire (transversal),0,not_a_sector,8,8,no country listed
creditfoncierestafricain,Crédit foncier de l'Est africain,territory,Djibouti,Djibouti,empire,11.588,43.145,Djibouti,1,not_a_sector,6,6,single filing country
sidikamber,Sidi-Kamber,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,mining,3,3,single filing country
creditfoncieragricoleindochine,Crédit foncier agricole de l’Indochine,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,finance,3,3,single filing country
pecheriessudouestmadagascar,Cie française des pêcheries du sud-ouest de Madagascar,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,not_a_sector,1,1,single filing country
macinaniger,Macina-Niger,city,Toulouse,France,metropole,43.605,1.444,Afrique occidentale française,2,trade,1,1,place_listed
domaineghesireh,Domaine de Ghesireh,city,Le Caire,Égypte,foreign,30.044,31.236,Égypte,1,not_a_sector,1,1,place_listed
mineskabin,Société des Mines de Kabin,territory,Siam (Thaïlande),Siam (Thaïlande),foreign,13.75,100.5,Siam (Thaïlande),1,unclassified,1,1,single filing country
ofco,OFCO,unplaced,,,,,,Empire (transversal),0,not_a_sector,5,5,no country listed
dockscentreangouleme,Docks du Centre (Angoulême),unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
etsmarieduprelelievreabs,"Éts Ste-Marie, Dupré, Lelièvre et Compagnie (abs",unplaced,,,,,,Empire (transversal),0,not_a_sector,4,4,no country listed
etshaourfreres,Éts Haour frères,unplaced,,,,,,Empire (transversal),0,not_a_sector,8,8,no country listed
immobilierecasablancamaroc,Société immobilière Casablanca et Maroc,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,13,13,single filing country
fermiereexploitationsparis108bdhaussmann,"Société fermière d’exploitations à Paris, 108, bd Haussmann",unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
creditindustrielafricain,Crédit industriel africain,territory,Djibouti,Djibouti,empire,11.588,43.145,Djibouti,1,not_a_sector,3,3,single filing country
etsbadinfils,Éts Badin et fils,unplaced,,,,,,Empire (transversal),0,not_a_sector,3,3,no country listed
rueimperialelyon,Rue impériale Lyon,unplaced,,,,,,Empire (transversal),0,not_a_sector,6,6,no country listed
djebeldjegaga,Société Djebel-Djegaga,city,Paris,France,metropole,48.857,2.352,Tunisie,1,mining,4,4,head_office_observed
etablissementsdomerc,Établissements Domerc,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,3,3,single filing country
etsjosephdomerc,Éts Joseph Domerc,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,trade,2,2,place_listed
palme,Société Palme,city,Cotonou,Dahomey (Bénin),empire,6.366,2.424,Afrique occidentale française,2,not_a_sector,3,3,place_listed
succursaleparis,Succursale de PARIS,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,not_a_sector,4,4,head_office_observed
domainesbenhassenvallouise,Domaines de Ben-Hassen et de Val-Louise,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,food_processing,5,5,head_office_observed
exploitationsauriferes,Société Française d'Exploitations aurifères,unplaced,,,,,,Guadeloupe et Martinique,2,mining,7,7,filed under 2 countries
minesorimamovalalafotsy,Société des Mines d'or de l'Imamo et du Valalafotsy,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,mining,3,3,single filing country
recherchesminieresfrancaisescolonialesentreprises,Société Recherches minières françaises et coloniales et d'entreprises,city,Paris,France,metropole,48.857,2.352,Maroc,1,mining,7,7,head_office_observed
cyclesbecesport,Cycles Bécé-Sport,city,Cholon,Indochine,empire,10.75,106.65,Indochine,1,metals_engineering,6,6,place_listed
indesirables,Les Indésirables,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
indochinoiseassuranceautomobileetoile,Compagnie Indochinoise d’Assurance automobile l’Étoile,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,finance,6,6,place_listed
minesetaincaobang,Société des mines d'Étain de Cao-Bang,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,mining,3,3,single filing country
tuileriesbriqueteriesmecaniquesphuhuu,Tuileries et briqueteries mécaniques de Phu-Huu,city,Cantho,Indochine,empire,10.045,105.746,Indochine,1,construction,3,3,head_office_observed
engraisroubaix,Engrais de Roubaix,unplaced,,,,,,Empire (transversal),0,not_a_sector,16,16,no country listed
metallurgiqueescaut,Métallurgique de l’Escaut,unplaced,,,,,,Empire (transversal),0,not_a_sector,8,8,no country listed
induscommouvrierslunettiers,Indus. et comm. des ouvriers lunettiers,unplaced,,,,,,Empire (transversal),0,not_a_sector,4,4,no country listed
culturecaoutchouccafedolokbaros,Société de culture de caoutchouc et café Dolok Baros,city,La Haye,Pays-Bas,foreign,52.078,4.31,Java et Sumatra (Indes néerlandaises),1,plantations,3,3,head_office_observed
etsziegler,Éts Ziegler,unplaced,,,,,,Empire (transversal),0,not_a_sector,9,9,no country listed
immobilieretourane,Société Immobilière de Tourane,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,real_estate,4,4,single filing country
minierekemon,Société Minière de Kémon,territory,Soudan français,Soudan français,empire,12.831,-4.63,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",1,mining,5,5,single filing country
pecheriescoteivoire,Société française des Pêcheries de la Côte-d'Ivoire,territory,Côte d'Ivoire,Côte d'Ivoire,empire,5.883,-4.187,Côte d'Ivoire,1,food_processing,3,3,single filing country
idem1945,Idem 1945,city,Paris,France,metropole,48.857,2.352,Côte d'Ivoire,1,food_processing,1,1,head_office_observed
metallurgiquesenellemaubeuge,Métallurgique de Senelle-Maubeuge,unplaced,,,,,,Indochine,2,mining,11,11,filed under 2 countries
moranesaulnier,Morane-Saulnier,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,2,no country listed
