doc_id,company_key,company_name,member_key,name_clean,role,year,source_ref,annotation,region,country,sector,anchor_type,trigger,member_raw
afrique-du-nord-aec-1926-maroc-e65b4d,transportsmazeres,Transports Mazères,gabrielbonnetunionfrancocherifienne,Gabriel Bonnet. Union franco-chérifienne,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,Gabriel Bonnet. Union franco-chérifienne
afrique-du-nord-aec-1926-maroc-e65b4d,transportsmazeres,Transports Mazères,foncieremarococcidental,Société foncière du Maroc occidental,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,Société foncière du Maroc occidental
afrique-du-nord-aec-1926-maroc-e65b4d,transportsmazeres,Transports Mazères,industrielle,Société industrielle,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,Société industrielle
afrique-du-nord-aec-1926-maroc-e65b4d,transportsmazeres,Transports Mazères,flittardifrigorifiquesnord,F. Littardi. Cie des Frigorifiques du Nord,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,F. Littardi. Cie des Frigorifiques du Nord
afrique-du-nord-aec-1926-maroc-e65b4d,transportsmazeres,Transports Mazères,viandegroupemarocainetudes,de viande. Groupe marocain d'études,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,de viande. Groupe marocain d'études
afrique-du-nord-aec-1926-maroc-e65b4d,transportsmazeres,Transports Mazères,conseilmassena,Conseil: Société A. Masséna,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,Conseil: Société A. Masséna
afrique-du-nord-aec-1926-maroc-e65b4d,transportsmazeres,Transports Mazères,jeandantonconservesfedhala,Jean Danton. Société de conserves de Fédhala,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,Jean Danton. Société de conserves de Fédhala
afrique-du-nord-aec-1926-maroc-e65b4d,transportsmazeres,Transports Mazères,gilberthersentetudes,Gilbert Hersent. Société d'études,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,Gilbert Hersent. Société d'études
afrique-du-nord-aec-1926-maroc-e65b4d,industriellecommercialeadoursebou,Société industrielle et commerciale Adour-Sebou,robertmussardimmobilierekenitra,Robert Mussard. Société immobilière de Kénitra,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,Robert Mussard. Société immobilière de Kénitra
afrique-du-nord-aec-1926-maroc-e65b4d,industriellecommercialeadoursebou,Société industrielle et commerciale Adour-Sebou,robertmussardimmobiliere,Robert Mussard. Société immobilière,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,Robert Mussard. Société immobilière
afrique-du-nord-aec-1926-maroc-e65b4d,industriellecommercialeadoursebou,Société industrielle et commerciale Adour-Sebou,robertmussardminoteriessebou,Robert Mussard. Société des Minoteries du Sebou,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,Robert Mussard. Société des Minoteries du Sebou
afrique-du-nord-aec-1926-maroc-e65b4d,chomel,Chomel et Cie,materiauxconstructionminierecherifienne,Matériaux de construction. Cie minière chérifienne,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,Matériaux de construction. Cie minière chérifienne
afrique-du-nord-aec-1926-maroc-e65b4d,commercialeagricolemaroc,Société an. commerciale et agricole du Maroc,agencemaritimealbertcoutolle,agence maritime. Albert Coutolle,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,agence maritime. Albert Coutolle
afrique-du-nord-aec-1926-maroc-e65b4d,groupemarocainetudesentreprises,Groupe marocain d'études et d'entreprises,massena,Société Masséna,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,Société Masséna
afrique-du-nord-aec-1926-maroc-e65b4d,agricolezemmours,Société agricole des Zemmours,argilletdistilleriesmarocaines,L. Argillet. Société des Distilleries marocaines,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,L. Argillet. Société des Distilleries marocaines
afrique-du-nord-aec-1926-maroc-e65b4d,forestierekcebia,Société forestière de Kcebia,louissauvegrainfsecooperativeconsommation,Louis Sauvegrain. Société fse coopérative de consommation,administrateur,1926,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,conseil_colon,Louis Sauvegrain. Société fse coopérative de consommation
afrique-du-nord-aec-1937-maroc-dfc464,creditmaghreb,Crédit du Maghreb,mobiliere,Société mobilière,administrateur,1937,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,conseil_annuaire,Société mobilière
afrique-du-nord-aec-1937-maroc-dfc464,cherifienneetablissementsmory,Société chérifienne des Établissements Mory et Cie,petitsfilsfrancoiswendel,Petits-Fils de François de Wendel,administrateur,1937,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,conseil_annuaire,les Petits-Fils de François de Wendel
afrique-du-nord-aec-1937-maroc-dfc464,nordafricaineventespubliques,Société Nord-Africaine de ventes publiques,manufacturetapis,Manufacture française de tapis,administrateur,1937,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,conseil_annuaire,Manufacture française de tapis
afrique-du-nord-aec-1937-maroc-dfc464,nordafricaineventespubliques,Société Nord-Africaine de ventes publiques,administrateursunioncommercialeindochinoise,administrateurs. Union commerciale indochinoise,administrateur,1937,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,conseil_annuaire,administrateurs. Union commerciale indochinoise
afrique-du-nord-aec-1937-maroc-dfc464,petrolesmaroc,Cie française des pétroles au Maroc,maroc,Cie Générale du Maroc,administrateur,1937,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,conseil_annuaire,Cie Générale du Maroc
afrique-du-nord-aec-1937-maroc-dfc464,petrolesmaroc,Cie française des pétroles au Maroc,officenationalcombustiblesliquides,Office national des combustibles liquides,administrateur,1937,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,conseil_annuaire,Office national des combustibles liquides
afrique-du-nord-aec-1937-maroc-dfc464,petrolesmaroc,Cie française des pétroles au Maroc,lyonnaiseschistesbitumineux,Société lyonnaise des Schistes bitumineux,administrateur,1937,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,conseil_annuaire,Société lyonnaise des Schistes bitumineux
afrique-du-nord-aec-1937-maroc-dfc464,metallurgiqueminierefrancomarocaine,Cie métallurgique et minière franco-marocaine,acieriesmicheville,Société des Aciéries de Micheville,administrateur,1937,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,conseil_annuaire,Société des Aciéries de Micheville
afrique-du-nord-aec-1937-maroc-dfc464,minieremaroc,Compagnie minière du Maroc,minesdouaria,Société des mines de Douaria,administrateur,1937,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,conseil_annuaire,Société des mines de Douaria
afrique-du-nord-aec-1937-maroc-dfc464,minieremaroc,Compagnie minière du Maroc,minerais,Société « Minerais,administrateur,1937,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,conseil_annuaire,Société « Minerais
afrique-du-nord-aec-1937-maroc-dfc464,minieremaroc,Compagnie minière du Maroc,acieries,Société des aciéries,administrateur,1937,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,conseil_annuaire,Société des aciéries
afrique-du-nord-aec-1937-maroc-dfc464,portfedala,Cie du port de Fédala,hersent,Société anon. Hersent,vice_president,1937,Annuaire des entreprises coloniales,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,conseil_annuaire,Société anon. Hersent
