title,index_doc_id,key_doc_id,n_key_companies,n_person_ties,n_corporate_ties,n_glossed,gloss_agreement,n_unresolved_refs
Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,empire-desfosses-1956-societes-ef2da0,1971,15679,452,14361,0.9698,486
