doc_id,company_key,company_name,person_key,name_clean,surname,given,role,is_former,year,source_ref,annotation,region,country,sector,anchor_type,source_genre,match_method,company_raw,line_raw
inde-indochine-berthet-nouveautes-catinat-93764f,caoutchoucskompongthom,Caoutchoucs de Kompong-Thom,berthet-j,Jules Berthet,Berthet,Jules,president,,1927,"Berthet (Jules)(1887), Saïgon, Berthet et Charrière (1912-1923), puis Berthet et Cie (Lucien)-Nouveautés Catinat, Saïgon",,Indochine,Indochine,Commerce,person_entry,person_dossier,prefix,Caoutchoucs de Kompong-Thom,"président des Caoutchoucs de Kompong-Thom (1927),"
inde-indochine-cdt-reverony-hanoi-3b313c,philharmoniquehanoi,Société Philharmonique de Hanoï,reverony-j,Jules Révérony,Révérony,Jules,vice_president,,,"Révérony (Jules)(« commandant Révérony »), Hanoï",,Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",person_entry,person_dossier,prefix,la Société philharmonique de Hanoï,Vice-président de la Société philharmonique de Hanoï.
inde-indochine-ch-vezin-1840-1919-9e5e6f,etudesindustriellescommercialesannamtonkin,Société Études industrielles et commerciales de l’Annam et du Tonkin,vezin-c,Charles Vézin,Vézin,Charles,administrateur,,1891,Vézin (Charles)(1840-1919),,Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",person_entry,person_dossier,prefix,la Société d’études industrielles et commerciales de l’Annam et du Tonkin,administrateur de la Société d’études industrielles et commerciales de l’Annam et du Tonkin (1891).
inde-indochine-ch-vezin-1840-1919-9e5e6f,mpretreadministrateur2eclasseservicescivils,"M. PRÊTRE *, administrateur de 2e classe des Services civils",vezin-c,Charles Vézin,Vézin,Charles,administrateur,,,Vézin (Charles)(1840-1919),,Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",person_entry,person_dossier,prefix,services civils,administrateur des services civils.
inde-indochine-charles-de-lansalut-d0b865,charbonnagesdongtrieu,Charbonnages du Dông-Triêu,le-gac-de-lansalut-c,Charles Le Gac de Lansalut,Le Gac de Lansalut,Charles,administrateur,,,"Le Gac de Lansalut (Charles)(1873-1927), Haïphong",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Société des Charbonnages du Dông-Triêu :,Administrateur de la Société des Charbonnages du Dông-Triêu :
inde-indochine-charles-lacouture-9555bf,agricolesudindochinoise,Cie Agricole Sud-Indochinoise,lacouture-c,Charles Lacouture,Lacouture,Charles,administrateur,,1928,Lacouture (Charles)(1872-1954),,Indochine,Indochine,Héveas et caoutchouc,person_entry,person_dossier,prefix_exact_length,la Compagnie agricole sud-indochinoise,Administrateur de la Compagnie agricole sud-indochinoise (août 1928) :
inde-indochine-charles-lacouture-9555bf,minesetaintekkah,Société des Mines d'étain de Tekkah,lacouture-c,Charles Lacouture,Lacouture,Charles,administrateur,,,Lacouture (Charles)(1872-1954),,Indochine,Indochine,Héveas et caoutchouc,person_entry,person_dossier,prefix,Mines d'étain de Tekkah,Administrateur des Mines d'étain de Tekkah (Malaisie)
inde-indochine-dupre-1865-1940-05747e,commercialefrancochinoise,Société commerciale franco-chinoise,anthyme-dupre-l,Léon Anthyme Dupré,Anthyme Dupré,Léon,administrateur_delegue,,,"Léon Anthyme Dupré (1865-1940), nécrologie du fondateur de la Cotonnière du Tonkin",,Indochine,Indochine,Cuirs et textiles,person_entry,person_dossier,prefix_exact_length,la Société commerciale franco-chinoise,administrateur délégué de la Société commerciale franco-chinoise
inde-indochine-emile-vidal-hanoi-c8529e,unionimmobilierefinanciereindochine,Union immobilière et financière de l'Indochine,vidal-e,Émile Vidal,Vidal,Émile,administrateur,,1929,"Vidal (Émile)(1927-1931), Hanoï",,Indochine,Indochine,Commerce,person_entry,person_dossier,prefix,l'Union immobilière et financière de l'Indochine,Administrateur de l'Union immobilière et financière de l'Indochine (mars 1929) :
inde-indochine-eugene-delorme-carrossier-9f8a76,irrigationsquangnam,Société d'Irrigations au Quang-Nam,delorme-e,Eugène Delorme,Delorme,Eugène,administrateur,,1926,Delorme (Eugène)(1859-1928),,Indochine,Indochine,Transports terrestres et garages,person_entry,person_dossier,prefix,la Société d'irrigation au Quang-Nam,Administrateur de la Société d'irrigation au Quang-Nam (1926).
inde-indochine-eugene-haffner-f7ed43,plantationsheveasxatrach,Plantations d'hévéas de Xa-Trach,haffner-e,Eugène Haffner,Haffner,Eugène,administrateur,,,Haffner (Eugène)(1857-1930),,Indochine,Indochine,Héveas et caoutchouc,person_entry,person_dossier,prefix,plantations de Xa-Trach,Administrateur-directeur des plantations de Xa-Trach.
inde-indochine-eugene-haffner-f7ed43,plantationshallet,Plantations Hallet,haffner-e,Eugène Haffner,Haffner,Eugène,directeur,,,Haffner (Eugène)(1857-1930),,Indochine,Indochine,Héveas et caoutchouc,person_entry,person_dossier,prefix,Plantations Hallet,Directeur des Plantations Hallet.
inde-indochine-f-x-giacomoni-8f7579,mpretreadministrateur2eclasseservicescivils,"M. PRÊTRE *, administrateur de 2e classe des Services civils",giacomoni-f,François-Xavier Giacomoni,Giacomoni,François-Xavier,administrateur,,,Giacomoni (François-Xavier),,Indochine,Indochine,Héveas et caoutchouc,person_entry,person_dossier,prefix,services civils,"administrateur des services civils,"
inde-indochine-f-x-giacomoni-8f7579,francoasiatiquepetroles,Cie franco-asiatique des pétroles,giacomoni-f,François-Xavier Giacomoni,Giacomoni,François-Xavier,directeur,,,Giacomoni (François-Xavier),,Indochine,Indochine,Héveas et caoutchouc,person_entry,person_dossier,prefix_exact_length,la Cie franco-asiatique des pétroles,directeur de la Cie franco-asiatique des pétroles (Shell)
inde-indochine-fenies-cie-c0e5d7,vidangesbouagestonkin,Société générale des Vidanges et bouages du Tonkin,fenies-g,Georges Féniès,Féniès,Georges,administrateur,,,"Féniès (Georges)(ingénieur E.C.P.), Haïphong",,Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",person_entry,person_dossier,prefix,la Société générale des vidanges et bouages du Tonkin à,Administrateur de la Société générale des vidanges et bouages du Tonkin à
inde-indochine-fernand-bernard-1866-1961-1a0834,messageriesfluvialescochinchine,Messageries fluviales de Cochinchine,bernard-f,Fernand Bernard,Bernard,Fernand,administrateur_delegue,,,"Bernard (Colonel Fernand)(1866-1961), polytechnicien",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,Messageries fluviales de Cochinchine,Administrateur délégué des Messageries fluviales de Cochinchine.
inde-indochine-fernand-bernard-1866-1961-1a0834,oxygeneacetyleneextremeorient,Société d’Oxygène et d’acétylène d’Extrême-Orient,bernard-f,Fernand Bernard,Bernard,Fernand,administrateur,,1922,"Bernard (Colonel Fernand)(1866-1961), polytechnicien",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix_exact_length,la Société d'oxygène et d’acétylène d'Extrême-Orient,Administrateur de la Société d'oxygène et d’acétylène d'Extrême-Orient (1922)
inde-indochine-fernand-bernard-1866-1961-1a0834,etudesculturecotonindochine,Société d'études pour la Culture du coton en Indochine .,bernard-f,Fernand Bernard,Bernard,Fernand,president,,1923,"Bernard (Colonel Fernand)(1866-1961), polytechnicien",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Société d'études pour la culture du coton en Indochine,Président de la Société d'études pour la culture du coton en Indochine (1923-1929)
inde-indochine-fernand-bernard-1866-1961-1a0834,creditfoncierindochine,Crédit foncier de l’Indochine,bernard-f,Fernand Bernard,Bernard,Fernand,administrateur,,1923,"Bernard (Colonel Fernand)(1866-1961), polytechnicien",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix_exact_length,Crédit foncier de l'Indochine,Administrateur du Crédit foncier de l'Indochine (1923-1927)
inde-indochine-fernand-bernard-1866-1961-1a0834,agricolekontum,Société Agricole du Kontum,bernard-f,Fernand Bernard,Bernard,Fernand,administrateur,,,"Bernard (Colonel Fernand)(1866-1961), polytechnicien",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix_exact_length,la Société agricole du Kontum,"Administrateur de la Société agricole du Kontum (thé, café)(1925),"
inde-indochine-fernand-bernard-1866-1961-1a0834,comptoirsgenerauxindochine,Comptoirs généraux de l’Indochine,bernard-f,Fernand Bernard,Bernard,Fernand,administrateur,,1926,"Bernard (Colonel Fernand)(1866-1961), polytechnicien",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,Comptoirs généraux de l’Indochine,"Administrateur des Comptoirs généraux de l’Indochine (1926),"
inde-indochine-fernand-bernard-1866-1961-1a0834,indochinoiseplantationsreuniesmimot,Société indochinoise des plantations réunies de Mimot,bernard-f,Fernand Bernard,Bernard,Fernand,president,,,"Bernard (Colonel Fernand)(1866-1961), polytechnicien",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Société indochinoise des plantations réunies de Mimot,Président de la Société indochinoise des plantations réunies de Mimot
inde-indochine-fernand-bernard-1866-1961-1a0834,voiesferreeslocninhcentreindochinois,Cie des Voies ferrées de Loc-Ninh et du Centre-Indochinois,bernard-f,Fernand Bernard,Bernard,Fernand,administrateur,,1929,"Bernard (Colonel Fernand)(1866-1961), polytechnicien",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,Voies ferrées de Loc-Ninh et du Centre-Indochinois,Administrateur des Voies ferrées de Loc-Ninh et du Centre-Indochinois (juin 1929)
inde-indochine-fernand-bernard-1866-1961-1a0834,manufacturesindochinoisescigarettes,Manufactures indochinoises de cigarettes,bernard-f,Fernand Bernard,Bernard,Fernand,president,,1929,"Bernard (Colonel Fernand)(1866-1961), polytechnicien",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,Manufactures indochinoises de cigarettes,Président des Manufactures indochinoises de cigarettes (1er juillet 1929-1939)
inde-indochine-fernand-bernard-1866-1961-1a0834,unionplanteurscaoutchoucindochine,Union des planteurs de caoutchouc de l’Indochine,bernard-f,Fernand Bernard,Bernard,Fernand,vice_president,,1930,"Bernard (Colonel Fernand)(1866-1961), polytechnicien",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,l’Union des planteurs de caoutchouc,Vice-président de l’Union des planteurs de caoutchouc (1930)
inde-indochine-francois-lyard-haiphong-42fec7,indochinoiseelectricite,Société Indochinoise d'électricité,lyard-f,François Lyard,Lyard,François,directeur,,1901,"Lyard (François), Haïphong",,Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",person_entry,person_dossier,prefix_exact_length,la Société indochinoise d’électricité,"Directeur à Haïphong de la Société indochinoise d’électricité (1901-1903),"
inde-indochine-georges-ellies-hanoi-584e13,immobilierehanoi,Compagnie Française Immobilière de Hanoï,ellies-g,Georges Ellies,Ellies,Georges,administrateur_delegue,,1913,"Ellies (Georges)(1874-1969), Hanoï",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix_exact_length,la Société immobilière de Hanoï,Administrateur délégué de la Société immobilière de Hanoï (1913)
inde-indochine-georges-ellies-hanoi-584e13,rizeriesannamtonkin,Rizeries de l'Annam-Tonkin,ellies-g,Georges Ellies,Ellies,Georges,administrateur,,,"Ellies (Georges)(1874-1969), Hanoï",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,Rizeries de l'Annam-Tonkin,Administrateur des Rizeries de l'Annam-Tonkin.
inde-indochine-georges-ellies-hanoi-584e13,indochinoiseplantations,Cie Indo-chinoise de Plantations,ellies-g,Georges Ellies,Ellies,Georges,administrateur,,,"Ellies (Georges)(1874-1969), Hanoï",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Compagnie indo-chinoise de plantations,Administrateur de la Compagnie indo-chinoise de plantations (café)(juin 1928)
inde-indochine-georges-le-bret-bc5c23,patronagelaiquecochinchinois,Patronage laïque cochinchinois,le-bret-g,Georges Le Bret,Le Bret,Georges,president,,1922,Le Bret (Georges)(1870-1947),,Indochine,Indochine,Héveas et caoutchouc,person_entry,person_dossier,prefix,patronage laïque cochinchinois,Président du patronage laïque cochinchinois (1922-1924) :
inde-indochine-georges-soupe-et-raveau-c8f109,manufacturealgeriennetapisorient,"Manufacture algérienne de tapis d'Orient, puis Manufacture de Tapis d'Orient",soupe-et-raveau-s,S.N.C. Georges Soupe et Raveau,Soupe et Raveau,S.N.C. Georges,administrateur,,1900,Georges Soupe et Raveau (S.N.C.)(1893-1896),,Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",person_entry,person_dossier,prefix,la Manufacture algérienne de tapis d’Orient,"administrateur de la Manufacture algérienne de tapis d’Orient (mars 1900),"
inde-indochine-georges-soupe-et-raveau-c8f109,imperialecheminsferethiopiens,Compagnie Impériale des Chemins de fer éthiopiens,soupe-et-raveau-s,S.N.C. Georges Soupe et Raveau,Soupe et Raveau,S.N.C. Georges,president,,,Georges Soupe et Raveau (S.N.C.)(1893-1896),,Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",person_entry,person_dossier,prefix,la Compagnie impériale des chemins de fer éthiopiens,président de la Compagnie impériale des chemins de fer éthiopiens
inde-indochine-gressier-soctrang-cantho-f61fb0,officeindochinoisriz,Office indochinois du riz,gressier-r,Rémy Gressier,Gressier,Rémy,membre_conseil,,1930,"Gressier (Rémy)(1874-1943), 21.000 hectares à Soctrang et Cantho",,Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",person_entry,person_dossier,prefix,l'Office indochinois du riz,Membre du conseil d'administration de l'Office indochinois du riz (1930) :
inde-indochine-guillamet-baclieu-94aa28,anciensetablissementsvictorlamorte,Anciens Établissements Victor Lamorte,guillamet-l,Louis Guillamet,Guillamet,Louis,administrateur_delegue,,,"Guillamet (Louis), Phong-Thanh (Baclieu)",,Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",person_entry,person_dossier,prefix,Établissements Lamorte,"administrateur délégué des Établissements Lamorte ; Pétra Henri, chef des ateliers à la"
inde-indochine-hermenier-1859-1930-5cecb8,agricolesuzannah,Société agricole de Suzannah [Agricole de Suzannah],hermenier-g,Georges Hermenier,Hermenier,Georges,administrateur,,,"Hermenier (Georges)(1859-1930), fondateur des Eaux et d'électricité de l'Indochine",,Indochine,Indochine,"Eau et assainissement, électricité (Utilities)",person_entry,person_dossier,prefix,la Société agricole de Suzannah,"administrateur de la Société agricole de Suzannah (hévéas),"
inde-indochine-honore-oddera-1864-1929-1351f0,paysmoi,Pays moï,oddera-h,Honoré-Lazare-Mathieu Oddera,Oddera,Honoré-Lazare-Mathieu,administrateur,,,Oddera (Honoré-Lazare-Mathieu)(1864-1929),,Indochine,Indochine,Sports,person_entry,person_dossier,prefix,pays Moï,administrateur du pays Moï
inde-indochine-j-b-malon-entrepreneur-ae11ab,dockshaiphong,Docks de Haïphong,malon-j,Jean-Baptiste Malon,Malon,Jean-Baptiste,directeur,,,Malon (Jean-Baptiste)(1889-1900),,Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",person_entry,person_dossier,prefix,la Société des docks de Haïphong,directeur de la Société des docks de Haïphong
inde-indochine-jean-cousin-1892-1966-19545b,creditfoncierbresilameriquesud,Crédit foncier du Brésil et de l'Amérique du Sud,cousin-j,Jean Cousin,Cousin,Jean,president_dg,,,Cousin (Jean)(1892-1966),,Indochine,Indochine,"Banque, gérance, assurances…",person_entry,person_dossier,prefix,Crédit foncier du Brésil et de l’Amérique du Sud,Président-directeur général du Crédit foncier du Brésil et de l’Amérique du Sud
inde-indochine-jean-cousin-1892-1966-19545b,hautbascongo,Compagnie française du Haut et Bas-Congo,cousin-j,Jean Cousin,Cousin,Jean,president_dg,,,Cousin (Jean)(1892-1966),,Indochine,Indochine,"Banque, gérance, assurances…",person_entry,person_dossier,prefix,la Compagnie française du Haut et Bas-Congo,Président-directeur général de la Compagnie française du Haut et Bas-Congo
inde-indochine-jean-le-bret-1871-1947-895e25,etudesminieresindochine,Société d'Études minières en Indo-Chine,le-bret-j,Jean Le Bret,Le Bret,Jean,administrateur,,1911,Le Bret (Jean)(1871-1947),,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Société d'études minières en Indo-Chine,"administrateur de la Société d'études minières en Indo-Chine (1911),"
inde-indochine-jean-le-bret-1871-1947-895e25,minieremetallurgiqueindochine,Cie minière et métallurgique de l'Indochine,le-bret-j,Jean Le Bret,Le Bret,Jean,administrateur,,,Le Bret (Jean)(1871-1947),,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Société minière et métallurgique de l'Indochine,administrateur de la Société minière et métallurgique de l'Indochine (participation de Peñarroya)
inde-indochine-jean-le-bret-1871-1947-895e25,rizeriesaigonnaise,Rizerie saïgonnaise,le-bret-j,Jean Le Bret,Le Bret,Jean,administrateur,,1927,Le Bret (Jean)(1871-1947),,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Rizerie saïgonnaise,"administrateur de la Rizerie saïgonnaise (1927),"
inde-indochine-jean-le-bret-1871-1947-895e25,brasseriesglacieresindochine,Brasseries et glacières de l’Indochine,le-bret-j,Jean Le Bret,Le Bret,Jean,administrateur_delegue,,1927,Le Bret (Jean)(1871-1947),,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix_exact_length,Brasseries et glacières de l’Indochine,"administrateur délégué des Brasseries et glacières de l’Indochine (1927),"
inde-indochine-jean-le-bret-1871-1947-895e25,etudesengraisazotesindochinechutedanhim,Société d'Études des engrais azotés en Indochine et de la chute du Da-Nhim,le-bret-j,Jean Le Bret,Le Bret,Jean,administrateur,,,Le Bret (Jean)(1871-1947),,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Société d’études des engrais azotés en Indochine et de la chute du Da-Nhim,administrateur de la Société d’études des engrais azotés en Indochine et de la chute du Da-Nhim
inde-indochine-joseph-cuenin-tourane-05127e,commercialeindustriellefrancoannamite,Société Commerciale et Industrielle Franco-Annamite,cuenin-j,Joseph Cuénin,Cuénin,Joseph,directeur,,,"Cuénin (Joseph)(1880-1936), Tourane",,Indochine,Indochine,Commerce,person_entry,person_dossier,prefix,LA SOCIÉTÉ COMMERCIALE ET INDUSTRIELLE FRANCO-ANNAMITE,DIRECTEUR DE LA SOCIÉTÉ COMMERCIALE ET INDUSTRIELLE FRANCO-ANNAMITE
inde-indochine-jules-lionel-marie-0b6c67,belgischnederlandschecultuurmaatschappij,Belgisch-Nederlandsche Cultuur Maatschappij,lionel-marie-j,Jules Lionel-Marie,Lionel-Marie,Jules,administrateur,,,"Jules Lionel-Marie (1878-1957), fondateur de la SICAF.",,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Belgisch-Nederlandsche Cultuur Maatschappij,Administrateur de la Belgisch-Nederlandsche Cultuur Maatschappij
inde-indochine-lafaulotte-1876-1957-b235db,indochinoiseplantations,Cie Indo-chinoise de Plantations,de-lafaulotte-a,Alexandre de Lafaulotte,de Lafaulotte,Alexandre,administrateur,,,Alexandre de Lafaulotte (1876-1957),,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Compagnie indo-chinoise de plantations,Administrateur de la Compagnie indo-chinoise de plantations (café)(juin 1928)
inde-indochine-lapicque-armateur-09be03,aeronautiqueextremeorient,Compagnie Aéronautique Française d’Extrême-Orient,lapicque-p,Paul-Augustin Lapicque,Lapicque,Paul-Augustin,president,,,"Lapicque (Paul-Augustin)(1873-1949), Hongkong, Haïphong, Benthuy",,Indochine,Indochine,"Transports fluviaux, maritimes et aériens. Ports, phares",person_entry,person_dossier,prefix,LA COMPAGNIE AÉRONAUTIQUE FRANÇAISE D'EXTRÊME-ORIENT,PRÉSIDENT DE LA COMPAGNIE AÉRONAUTIQUE FRANÇAISE D'EXTRÊME-ORIENT
inde-indochine-lapicque-armateur-09be03,lainieretonkin,Société Lainière du Tonkin,lapicque-p,Paul-Augustin Lapicque,Lapicque,Paul-Augustin,administrateur,,,"Lapicque (Paul-Augustin)(1873-1949), Hongkong, Haïphong, Benthuy",,Indochine,Indochine,"Transports fluviaux, maritimes et aériens. Ports, phares",person_entry,person_dossier,prefix,la Société lainière du Tonkin,Administrateur de la Société lainière du Tonkin.
inde-indochine-le-roy-des-barres-hanoi-6033e6,directionsantetonkin,Direction de la Santé du Tonkin,le-roy-des-barres-a,Adrien Le Roy des Barres,Le Roy des Barres,Adrien,directeur,,,"Le Roy des Barres (Dr Adrien)(1872-1945), Hanoï",,Indochine,Indochine,Santé,person_entry,person_dossier,prefix,la Santé au Tonkin,Directeur de la Santé au Tonkin.
inde-indochine-le-roy-des-barres-hanoi-6033e6,ecolemedecine,"École de médecine, puis Faculté de médecine et de pharmacie de Hanoï",le-roy-des-barres-a,Adrien Le Roy des Barres,Le Roy des Barres,Adrien,directeur,,1929,"Le Roy des Barres (Dr Adrien)(1872-1945), Hanoï",,Indochine,Indochine,Santé,person_entry,person_dossier,prefix,l’École de médecine,Directeur de l’École de médecine (1929).
inde-indochine-le-roy-des-barres-hanoi-6033e6,cliniquesaintpaul,Clinique Saint-Paul,le-roy-des-barres-a,Adrien Le Roy des Barres,Le Roy des Barres,Adrien,directeur,,,"Le Roy des Barres (Dr Adrien)(1872-1945), Hanoï",,Indochine,Indochine,Santé,person_entry,person_dossier,prefix,clinique Saint-Paul,Directeur de clinique Saint-Paul.
inde-indochine-le-roy-des-barres-hanoi-6033e6,charbonnagestuyenquang,Charbonnages de Tuyên-Quang,le-roy-des-barres-a,Adrien Le Roy des Barres,Le Roy des Barres,Adrien,administrateur,,,"Le Roy des Barres (Dr Adrien)(1872-1945), Hanoï",,Indochine,Indochine,Santé,person_entry,person_dossier,prefix,Charbonnages de Tuyên-Quang,"Administrateur des Charbonnages de Tuyên-Quang,"
inde-indochine-le-roy-des-barres-hanoi-6033e6,eauxmineralesvinhhao,Eaux minérales de Vinh-Hao,le-roy-des-barres-a,Adrien Le Roy des Barres,Le Roy des Barres,Adrien,president,,,"Le Roy des Barres (Dr Adrien)(1872-1945), Hanoï",,Indochine,Indochine,Santé,person_entry,person_dossier,prefix,Eaux minérales de Vinh-Hao,"président des Eaux minérales de Vinh-Hao,"
inde-indochine-le-roy-des-barres-hanoi-6033e6,agricolechoganh,Société Agricole de Cho-Ganh,le-roy-des-barres-a,Adrien Le Roy des Barres,Le Roy des Barres,Adrien,administrateur_delegue,,,"Le Roy des Barres (Dr Adrien)(1872-1945), Hanoï",,Indochine,Indochine,Santé,person_entry,person_dossier,prefix,la Société agricole de Cho-ganh,"administrateur délégué de la Société agricole de Cho-ganh,"
inde-indochine-le-roy-des-barres-hanoi-6033e6,minearmoriquetule,"Société de la mine Armorique, Tulé",le-roy-des-barres-a,Adrien Le Roy des Barres,Le Roy des Barres,Adrien,president,,,"Le Roy des Barres (Dr Adrien)(1872-1945), Hanoï",,Indochine,Indochine,Santé,person_entry,person_dossier,prefix,la Mine Armorique,"président de la Mine Armorique,"
inde-indochine-le-roy-des-barres-hanoi-6033e6,agricolebenbo,Société Agricole de Bên-Bo,le-roy-des-barres-a,Adrien Le Roy des Barres,Le Roy des Barres,Adrien,administrateur,,,"Le Roy des Barres (Dr Adrien)(1872-1945), Hanoï",,Indochine,Indochine,Santé,person_entry,person_dossier,prefix,la Société agricole de Bên-bo,Administrateur de la Société agricole de Bên-bo
inde-indochine-leonard-fontaine-8a0f16,agricolesuzannah,Société agricole de Suzannah [Agricole de Suzannah],fontaine-l,Léonard Fontaine,Fontaine,Léonard,administrateur,,1914,Fontaine (Léonard)(1862-1925),,Indochine,Indochine,Autres industries alimentaires,person_entry,person_dossier,prefix,la Société agricole de Suzannah,"Administrateur (1914), puis de la Société agricole de Suzannah (1914) :"
inde-indochine-lucien-balliste-d4cfe0,cellulosespapiersindochinois,Celluloses et papiers indo-chinois,balliste-l,Lucien Balliste,Balliste,Lucien,administrateur,,1905,"Balliste (Lucien), Hanoï",,Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",person_entry,person_dossier,prefix,la Société française des celluloses et papiers indo-chinois,"Administrateur de la Société française des celluloses et papiers indo-chinois (1905),"
inde-indochine-lucien-balliste-d4cfe0,mutuelleextremeorient,Mutuelle d'Extrême-Orient,balliste-l,Lucien Balliste,Balliste,Lucien,administrateur,,,"Balliste (Lucien), Hanoï",,Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",person_entry,person_dossier,prefix,la Mutuelle d’Extrême-Orient,administrateur de la Mutuelle d’Extrême-Orient
inde-indochine-maurice-le-gallen-b8d2bd,agricolethescafeskontum,Compagnie agricole des thés et cafés du Kontum,le-gallen-m,Maurice Le Gallen,Le Gallen,Maurice,president,,1925,Le Gallen (Maurice)(1873-1955),,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix_exact_length,la Compagnie agricole des thés et cafés du Kontum,"Président de la Compagnie agricole des thés et cafés du Kontum (1925),"
inde-indochine-maurice-le-gallen-b8d2bd,financieremetropolecolonies,Compagnie générale financière pour la métropole et les colonies,le-gallen-m,Maurice Le Gallen,Le Gallen,Maurice,administrateur,,,Le Gallen (Maurice)(1873-1955),,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Compagnie générale financière pour la métropole et les colonies,administrateur de la Compagnie générale financière pour la métropole et les colonies
inde-indochine-maurice-le-gallen-b8d2bd,etainsindochine,"Société des Étains de l'Indo-Chine, puis Étains de l'Indochine, Pak-Hin-Boun",le-gallen-m,Maurice Le Gallen,Le Gallen,Maurice,administrateur,,1926,Le Gallen (Maurice)(1873-1955),,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Société des Étains de l’Indo-Chine,"Administrateur de la Société des Étains de l’Indo-Chine (oct. 1926),"
inde-indochine-maurice-le-gallen-b8d2bd,foncierecambodge,Société Foncière du Cambodge,le-gallen-m,Maurice Le Gallen,Le Gallen,Maurice,administrateur,,1927,Le Gallen (Maurice)(1873-1955),,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix,la Société foncière du Cambodge,"administrateur de la Société foncière du Cambodge (1927),"
inde-indochine-maurice-le-gallen-b8d2bd,creditfonciermadagascar,Crédit foncier de Madagascar,le-gallen-m,Maurice Le Gallen,Le Gallen,Maurice,administrateur,,1935,Le Gallen (Maurice)(1873-1955),,Indochine,Indochine,Groupes indochinois et dirigeants d'affaires diverses,person_entry,person_dossier,prefix_exact_length,Crédit foncier de Madagascar,"administrateur du Crédit foncier de Madagascar (1935 ?),"
inde-indochine-mines-seguy-99c179,charbonnagesalongdongdang,Société française des Charbonnages d’Along et Dong-Dang,seguy-r,René Seguy,Seguy,René,directeur,,,"Seguy (René)(1871-1980), ingénieur des mines au Tonkin",,Indochine,Indochine,Mines,person_entry,person_dossier,prefix,la Société française des Charbonnages d'Along et Dong-Dang,Directeur de la Société française des Charbonnages d'Along et Dong-Dang.
