doc_id,company_key,company_name,person_key,name_clean,surname,given,role,year,source_ref,annotation,region,country,sector,anchor_type,trigger,parse_note,member_raw,source_genre
afrique-du-nord-aec-1926-maroc-e65b4d,lyonnaisecommerceindustriemaroc,Société lyonnaise de commerce et d'industrie au Maroc,goullioud-h,Henri Goullioud,Goullioud,Henri,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Henri Goullioud,prose
afrique-du-nord-aec-1926-maroc-e65b4d,lyonnaisecommerceindustriemaroc,Société lyonnaise de commerce et d'industrie au Maroc,laurent-vibert-r,Robert Laurent-Vibert,Laurent-Vibert,Robert,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Robert Laurent-Vibert,prose
afrique-du-nord-aec-1926-maroc-e65b4d,lyonnaisecommerceindustriemaroc,Société lyonnaise de commerce et d'industrie au Maroc,sangoy-a,Antoine Sangoy,Sangoy,Antoine,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Antoine Sangoy,prose
afrique-du-nord-aec-1926-maroc-e65b4d,agricolecommercialeindustriellemarocaine,"Cie agricole, commerciale, industrielle, marocaine",hoffmann,Hoffmann,Hoffmann,,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,surname_only,Hoffmann,prose
afrique-du-nord-aec-1926-maroc-e65b4d,cheminsfermaroc,Cie des chemins de fer du Maroc,guerin-a,Albert Guérin,Guérin,Albert,directeur_general,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Albert Guérin,prose
afrique-du-nord-aec-1926-maroc-e65b4d,francoespagnolecheminfertangerfez,Cie franco-espagnole du chemin de fer de Tanger à Fez,porche-g,Georges Porché,Porché,Georges,directeur_general,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Georges Porché,prose
afrique-du-nord-aec-1926-maroc-e65b4d,lyonnaisesebou,Société lyonnaise du Sebou,bonnardel,Bonnardel,Bonnardel,,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,surname_only,Bonnardel,prose
afrique-du-nord-aec-1926-maroc-e65b4d,minesferbeniaicha,Société des mines de fer de Beni-Aïcha,elloy-lannegrace,Elloy-Lannegrace,Elloy-Lannegrace,,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,surname_only,Elloy-Lannegrace,prose
afrique-du-nord-aec-1926-maroc-e65b4d,agricolecherifienne,« Agricole chérifienne »,ruet-p,Paul Ruet,Ruet,Paul,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Paul Ruet,prose
afrique-du-nord-aec-1926-maroc-e65b4d,agricolecherifienne,« Agricole chérifienne »,plaut-a,Antoine Plaut,Plaut,Antoine,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Antoine Plaut,prose
afrique-du-nord-aec-1926-maroc-e65b4d,agricolecherifienne,« Agricole chérifienne »,guynet-d,Daniel Guynet,Guynet,Daniel,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Daniel Guynet,prose
afrique-du-nord-aec-1926-maroc-e65b4d,fermieremarocaineexploitationsagricoles,Cie fermière marocaine d'exploitations agricoles,gretton,Gretton,Gretton,,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,surname_only,Gretton,prose
afrique-du-nord-aec-1926-maroc-e65b4d,agricoleimmobilieremarococcidental,Société agricole et immobilière du Maroc occidental,lauwick,Lauwick,Lauwick,,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,surname_only,Lauwick,prose
afrique-du-nord-aec-1926-maroc-e65b4d,agricoleimmobilieremarococcidental,Société agricole et immobilière du Maroc occidental,speltinekx-l,Léon Speltinekx,Speltinekx,Léon,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Léon Speltinekx,prose
afrique-du-nord-aec-1926-maroc-e65b4d,marocaineexploitationsagricoles,Société marocaine d'exploitations agricoles,barres-h,Henri Barrès,Barrès,Henri,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Henri Barrès,prose
afrique-du-nord-aec-1926-maroc-e65b4d,marocaineexploitationsagricoles,Société marocaine d'exploitations agricoles,bourrellis-l,Lucien Bourrellis,Bourrellis,Lucien,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Lucien Bourrellis,prose
afrique-du-nord-aec-1926-maroc-e65b4d,marocaineexploitationsagricoles,Société marocaine d'exploitations agricoles,fougerolle-x,Xavier Fougerolle,Fougerolle,Xavier,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Xavier Fougerolle,prose
afrique-du-nord-aec-1926-maroc-e65b4d,marocaineexploitationsagricoles,Société marocaine d'exploitations agricoles,rebuffel-c,Charles Rebuffel,Rebuffel,Charles,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Charles Rebuffel,prose
afrique-du-nord-aec-1926-maroc-e65b4d,marocaineexploitationsagricoles,Société marocaine d'exploitations agricoles,fougerolle-p,Philippe Fougerolle,Fougerolle,Philippe,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Philippe Fougerolle,prose
afrique-du-nord-aec-1926-maroc-e65b4d,etablhubertdolbeaucle,Établ. Hubert Dolbeau et Cle,dolbeau-h,Hubert Dolbeau,Dolbeau,Hubert,gerant,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,prose_role_after,initials_or_forename,Hubert Dolbeau,prose
afrique-du-nord-aec-1926-maroc-e65b4d,etablissementsdomerc,Établissements Domerc,domerc,Domerc,Domerc,,administrateur,1926,,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,prose_role_after,surname_only,Domerc,prose
afrique-du-nord-aec-1937-maroc-dfc464,banqueetatmaroc,Banque d'État du Maroc,wallenberg,Wallenberg,Wallenberg,,administrateur,1937,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,surname_only,Wallenberg,prose
afrique-du-nord-aec-1937-maroc-dfc464,etablissementsdomerc,Établissements Domerc,domerc-j,Joseph Domerc,Domerc,Joseph,administrateur,1937,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Joseph Domerc,prose
afrique-du-nord-aec-1937-maroc-dfc464,marocaineapplicationselectriques,Société marocaine d'applications électriques,bonfils-m,Maurice Bonfils,Bonfils,Maurice,president,1937,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Maurice Bonfils,prose
afrique-du-nord-aec-1937-maroc-dfc464,cheminsfermaroc,Cie des chemins de fer du Maroc,guerin-a,Albert Guérin,Guérin,Albert,directeur_general,1937,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Albert Guérin,prose
afrique-du-nord-aec-1937-maroc-dfc464,francoespagnolecheminfertangerfez,Cie franco-espagnole du chemin de fer de Tanger à Fez,guerin-a,Albert Guérin,Guérin,Albert,directeur_general,1937,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Albert Guérin,prose
afrique-du-nord-aec-1937-maroc-dfc464,chauxcimentsmateriauxconstructionmaroc,"Société des chaux, ciments et matériaux de construction au Maroc",rouger,Rouger,Rouger,,administrateur,1937,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,surname_only,Rouger,prose
afrique-du-nord-aec-1937-maroc-dfc464,chauxcimentsmateriauxconstructionmaroc,"Société des chaux, ciments et matériaux de construction au Maroc",de-montreal-h,Henri de Montréal,de Montréal,Henri,administrateur,1937,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Henri de Montréal,prose
afrique-du-nord-aec-1937-maroc-dfc464,directioncasablanca,Direction à Casablanca,massenet-m,Maurice Massenet,Massenet,Maurice,president,1937,,,Maroc,Maroc,Documents généraux (par ordre chronologique),dash_entry,prose_role_after,initials_or_forename,Maurice Massenet,prose
afrique-du-nord-aec-1949-maroc-26af61,colonialeindustriellecommerciale,Cie Coloniale Industrielle et Commerciale,masset-e,Eugène Masset,Masset,Eugène,president,1949,,,Maroc,Maroc,Documents généraux (par ordre chronologique),numbered_entry,prose_role_after,initials_or_forename,Eugène Masset,prose
afrique-du-nord-africaine-de-travaux-d104a1,africainetravaux,Société Africaine de Travaux,thevenet-c,Charles Thévenet,Thévenet,Charles,administrateur,1924,,,Algerie,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",citation,prose_role_after,initials_or_forename,Charles Thévenet,prose
afrique-du-nord-africaine-de-travaux-d104a1,africainetravaux,Société Africaine de Travaux,a-paris,à Paris,à Paris,,administrateur_delegue,1924,,,Algerie,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",citation,prose_role_after,surname_only,à Paris,prose
afrique-du-nord-africaine-liege-alger-71b003,africaineliegealgerhusseindeyazazga,"Compagnie Africaine du Liège, Alger, Hussein-Dey, Azazga",paulus-r,René Paulus,Paulus,René,president,1929,,,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",citation,prose_role_after,initials_or_forename,René Paulus,prose
afrique-du-nord-africaine-liege-alger-71b003,africaineliegealgerhusseindeyazazga,"Compagnie Africaine du Liège, Alger, Hussein-Dey, Azazga",paulus,Paulus,Paulus,,administrateur_delegue,1929,,,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",citation,prose_appointed_after,surname_only,Paulus,prose
afrique-du-nord-africaine-liege-alger-71b003,africaineliegealgerhusseindeyazazga,"Compagnie Africaine du Liège, Alger, Hussein-Dey, Azazga",brun,Brun,Brun,,administrateur_delegue,1929,,,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",citation,prose_appointed_after,surname_only,Brun,prose
afrique-du-nord-africaine-mines-marseille-4977e7,africainemines,Société Africaine de Mines,roubaud,Roubaud,Roubaud,,administrateur_delegue,1900,,,Algerie,Algérie,Mines et carrières,citation,prose_role_after,surname_only,Roubaud,prose
afrique-du-nord-africaine-mines-marseille-4977e7,africainemines,Société Africaine de Mines,rolland,Rolland,Rolland,,administrateur_delegue,1900,,,Algerie,Algérie,Mines et carrières,citation,prose_role_after,surname_only,Rolland,prose
afrique-du-nord-africaine-mines-marseille-4977e7,africainemines,Société Africaine de Mines,verane,Vérane,Vérane,,directeur,1909,,,Algerie,Algérie,Mines et carrières,citation,prose_role_after,surname_only,Vérane,prose
afrique-du-nord-afrique-francaise-alger-6d5f90,afrique,L'Afrique française,waligorski,Waligorski,Waligorski,,administrateur,1889,,,Algerie,Algérie,"Banques et groupes financiers, assurances",citation,prose_appointed_after,surname_only,Waligorski,prose
afrique-du-nord-afrique-francaise-alger-6d5f90,afrique,L'Afrique française,grellet-c,Charles Grellet,Grellet,Charles,administrateur,1889,,,Algerie,Algérie,"Banques et groupes financiers, assurances",citation,prose_appointed_after,initials_or_forename,Charles Grellet,prose
afrique-du-nord-afrique-francaise-alger-6d5f90,afrique,L'Afrique française,avoue-pres-la-cour-d-alger,avoué près la Cour d'Alger,avoué près la Cour d'Alger,,president,1918,,,Algerie,Algérie,"Banques et groupes financiers, assurances",citation,prose_role_after,surname_only,avoué près la Cour d’Alger,prose
afrique-du-nord-agricole-lyonnaise-nord-afrique-43a117,agricolelyonnaisenordafrique,Société Agricole Lyonnaise du Nord de l'Afrique,saint-ange-chabaud-p,Pierre-Louis-Jules Saint-Ange Chabaud,Saint-Ange Chabaud,Pierre-Louis-Jules,directeur,1899,,,Algerie,Algérie,Industries agro-alimentaires,citation,prose_role_after,initials_or_forename,Pierre-Louis-Jules Saint-Ange Chabaud,prose
afrique-du-nord-agricole-lyonnaise-nord-afrique-43a117,agricolelyonnaisenordafrique,Société Agricole Lyonnaise du Nord de l'Afrique,sonnery-f,François Sonnery,Sonnery,François,gerant,1899,,,Algerie,Algérie,Industries agro-alimentaires,citation,prose_role_after,initials_or_forename,François Sonnery,prose
afrique-du-nord-agricole-lyonnaise-nord-afrique-43a117,agricolelyonnaisenordafrique,Société Agricole Lyonnaise du Nord de l'Afrique,lebey-e,Édouard Léon Lebey,Lebey,Édouard Léon,directeur,1899,,,Algerie,Algérie,Industries agro-alimentaires,citation,prose_role_after,initials_or_forename,Édouard Léon Lebey,prose
afrique-du-nord-agricole-lyonnaise-nord-afrique-43a117,agricolelyonnaisenordafrique,Société Agricole Lyonnaise du Nord de l'Afrique,royer,Royer,Royer,,directeur,1899,,,Algerie,Algérie,Industries agro-alimentaires,citation,prose_role_after,surname_only,Royer,prose
afrique-du-nord-ain-kerma-antimoine-f9914a,minesainkerma,Société des mines d'Aïn-Kerma,crozatier,Crozatier,Crozatier,,directeur,1928,,,Algerie,Algérie,Mines et carrières,citation,prose_role_after,surname_only,Crozatier,prose
afrique-du-nord-ain-kerma-antimoine-f9914a,minesainkerma,Société des mines d'Aïn-Kerma,thiery-p,Pierre Thiéry,Thiéry,Pierre,directeur,1935,,,Algerie,Algérie,Mines et carrières,citation,prose_role_after,initials_or_forename,Pierre Thiéry,prose
afrique-du-nord-ain-nouba-zinc-011fad,mineszincainnouba,MINES DE ZINC D'AÏN-NOUBA,de-casembroot-a,Auguste de Casembroot,de Casembroot,Auguste,administrateur_delegue,1928,,,Tunisie,Tunisie,Mines,citation,prose_role_after,initials_or_forename,A[uguste] de Casembroot,prose
afrique-du-nord-ain-nouba-zinc-011fad,mineszincainnouba,MINES DE ZINC D'AÏN-NOUBA,de-casembroot-a,Auguste de Casembroot,de Casembroot,Auguste,administrateur,1928,,,Tunisie,Tunisie,Mines,citation,prose_appointed_after,initials_or_forename,A[uguste] de Casembroot,prose
afrique-du-nord-ain-nouba-zinc-011fad,mineszincainnouba,MINES DE ZINC D'AÏN-NOUBA,attali,Attali,Attali,,directeur,1929,,,Tunisie,Tunisie,Mines,citation,prose_role_after,surname_only,Attali,prose
afrique-du-nord-ain-nouba-zinc-011fad,mineszincainnouba,MINES DE ZINC D'AÏN-NOUBA,auguste-de-casembroot,[Auguste] de Casembroot,[Auguste] de Casembroot,,directeur,1929,,,Tunisie,Tunisie,Mines,citation,prose_role_after,surname_only,[Auguste] de Casembroot,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,liepman,Liepman,Liepman,,president,1937,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,surname_only,Liepman,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,villers,Villers,Villers,,directeur,1938,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,surname_only,Villers,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,beaumont,Beaumont,Beaumont,,directeur,1938,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,surname_only,Beaumont,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,pourcher,Pourcher,Pourcher,,directeur,1938,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,surname_only,Pourcher,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,prevost,Prévost,Prévost,,vice_president,1938,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,surname_only,Prévost,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,lignel-j,Jean Lignel,Lignel,Jean,president,1947,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,initials_or_forename,Jean Lignel,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,lignel,Lignel,Lignel,,directeur,1948,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,surname_only,Lignel,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,lignel-j,Jean Lignel,Lignel,Jean,president,1952,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,initials_or_forename,Jean Lignel,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,adida-l,Léon Adida,Adida,Léon,administrateur,1952,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,initials_or_forename,Léon Adida,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,bourdillon-j,Jacques Bourdillon,Bourdillon,Jacques,vice_president,1952,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,initials_or_forename,Jacques Bourdillon,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,adida-j,Joseph Adida,Adida,Joseph,directeur,1952,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,initials_or_forename,Joseph Adida,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,richard-deshais-j,Jean-Paul Richard Deshais,Richard Deshais,Jean-Paul,president,1955,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,initials_or_forename,Jean-Paul Richard Deshais,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,richard-deshais-j,Jean Richard-Deshais,Richard-Deshais,Jean,president,1956,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,initials_or_forename,Jean Richard-Deshais,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,houis,Houis,Houis,,directeur,1958,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,surname_only,Houis,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,rey-g,GEORGES REY,REY,GEORGES,administrateur,1959,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_appointed_after,initials_or_forename,GEORGES REY,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,richard-deshais,Richard-Deshais,Richard-Deshais,,president,1960,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,surname_only,Richard-Deshais,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,houis,Houis,Houis,,directeur,1960,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,surname_only,Houis,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,richard-deshais,Richard-Deshais,Richard-Deshais,,president,1960,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,surname_only,Richard-Deshais,prose
afrique-du-nord-air-algerie-3628f2,airalgerie,Air Algérie,paton,Paton,Paton,,directeur_general,1960,,,Algerie,Algérie,Transports maritimes et aériens,citation,prose_role_after,surname_only,Paton,prose
afrique-du-nord-air-liquide-algerie-7af0b4,airliquide,L'Air liquide,cornut,Cornut,Cornut,,directeur,1913,,,Algerie,Algérie,Industries chimiques,citation,prose_role_after,surname_only,Cornut,prose
afrique-du-nord-air-liquide-algerie-7af0b4,airliquide,L'Air liquide,elie-c,Cornut (Élie),(Élie),Cornut,president,1917,,,Algerie,Algérie,Industries chimiques,citation,prose_role_after,positional_forename,Cornut (Élie),prose
afrique-du-nord-air-liquide-algerie-7af0b4,airliquide,L'Air liquide,cornut-e,Élie Cornut,Cornut,Élie,president,1918,,,Algerie,Algérie,Industries chimiques,citation,prose_role_after,initials_or_forename,Élie Cornut,prose
afrique-du-nord-air-liquide-algerie-7af0b4,airliquide,L'Air liquide,cornut,Cornut,Cornut,,president,1920,,,Algerie,Algérie,Industries chimiques,citation,prose_role_after,surname_only,Cornut,prose
afrique-du-nord-air-liquide-algerie-7af0b4,airliquide,L'Air liquide,journet,Journet,Journet,,president,1920,,,Algerie,Algérie,Industries chimiques,citation,prose_role_after,surname_only,Journet,prose
afrique-du-nord-air-liquide-algerie-7af0b4,airliquide,L'Air liquide,stockhammer-demeurant-a-paris-a,Albert Stockhammer demeurant à Paris,Stockhammer demeurant à Paris,Albert,administrateur,1921,,,Algerie,Algérie,Industries chimiques,citation,prose_role_after,initials_or_forename,Albert Stockhammer demeurant à Paris,prose
afrique-du-nord-akkares-societe-miniere-e97288,akkaresbelezma,"Société d'Akkarès, Belezma",prat,…………………… Prat,…………………… Prat,,directeur,1911,,,Algerie,Algérie,Mines et carrières,citation,prose_role_after,surname_only,…………………… Prat,prose
afrique-du-nord-albert-fevre-cie-alger-e2a274,ateliersreparationsmaritimesafriquenord,Ateliers de réparations maritimes de l'Afrique du Nord,fevre-a,Albert Fèvre,Fèvre,Albert,directeur,1913,,,Algerie,Algérie,"Métallurgie, constructions navales",citation,prose_role_after,initials_or_forename,Albert Fèvre,prose
afrique-du-nord-alfa-le-pontet-70adee,alfa,L'Alfa,colas,Colas,Colas,,administrateur_delegue,1922,,,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",citation,prose_role_after,surname_only,Colas,prose
afrique-du-nord-alfa-le-pontet-70adee,alfasocfabricationpatescellulose,"L'ALFA, Soc. an. pour la fabrication des pâtes de cellulose",caron-m,Maurice Caron,Caron,Maurice,administrateur,1938,,,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",citation,prose_appointed_after,initials_or_forename,Maurice Caron,prose
afrique-du-nord-alfa-le-pontet-70adee,alfasocfabricationpatescellulose,"L'ALFA, Soc. an. pour la fabrication des pâtes de cellulose",colas-l,Louis Colas,Colas,Louis,administrateur,1938,,,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",citation,prose_appointed_after,initials_or_forename,Louis Colas,prose
afrique-du-nord-alfa-le-pontet-70adee,alfasocfabricationpatescellulose,"L'ALFA, Soc. an. pour la fabrication des pâtes de cellulose",villet-f,Félix Villet,Villet,Félix,administrateur,1938,,,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",citation,prose_appointed_after,initials_or_forename,Félix Villet,prose
afrique-du-nord-alfas-de-fermentation-98a837,alfasfermentation,Alfas de fermentation,loiseleur,Loiseleur,Loiseleur,,directeur,1904,,,Tunisie,Tunisie,"Bois meubles, papier",citation,prose_role_after,surname_only,Loiseleur,prose
afrique-du-nord-alger-eclairage-force-dcbf2c,algerienneeclairageforce,Société Algérienne d'éclairage et de force,homberg-o,Octave Homberg,Homberg,Octave,president,1922,,,Algerie,Algérie,"Eau, gaz, électricité (Utilities)",citation,prose_presidency,initials_or_forename,Octave Homberg,prose
afrique-du-nord-alger-eclairage-force-dcbf2c,algerienneeclairageforce,Société algérienne d'éclairage et de force,michel-c,Charles Michel,Michel,Charles,directeur,1933,,,Algerie,Algérie,"Eau, gaz, électricité (Utilities)",citation,prose_role_after,initials_or_forename,Charles Michel,prose
afrique-du-nord-alger-eclairage-force-dcbf2c,algerienneeclairageforce,Société algérienne d'éclairage et de force,michel-c,Charles Michel,Michel,Charles,directeur,1933,,,Algerie,Algérie,"Eau, gaz, électricité (Utilities)",citation,prose_role_after,initials_or_forename,Charles Michel,prose
afrique-du-nord-alger-eclairage-force-dcbf2c,algerienneeclairageforce,Société algérienne d'éclairage et de force,balensi,Balensi,Balensi,,directeur,1933,,,Algerie,Algérie,"Eau, gaz, électricité (Utilities)",citation,prose_role_after,surname_only,Balensi,prose
afrique-du-nord-alger-glace-hygienique-2808a5,algerienneglacehygieniqueentreposagefrigorifique,Compagnie Algérienne de glace hygiénique et d'entreposage frigorifique,tachet,Tachet,Tachet,,administrateur_delegue,1899,,,Algerie,Algérie,Industries agro-alimentaires,citation,prose_role_after,surname_only,Tachet,prose
afrique-du-nord-alger-glace-hygienique-2808a5,algerienneglacehygieniqueentreposagefrigorifique,Compagnie Algérienne de glace hygiénique et d'entreposage frigorifique,tachet,Tachet,Tachet,,administrateur_delegue,1899,,,Algerie,Algérie,Industries agro-alimentaires,citation,prose_role_after,surname_only,Tachet,prose
afrique-du-nord-alger-glace-hygienique-2808a5,algerienneglacehygieniqueentreposagefrigorifique,Compagnie Algérienne de glace hygiénique et d'entreposage frigorifique,castan,Castan,Castan,,president,1899,,,Algerie,Algérie,Industries agro-alimentaires,citation,prose_role_after,surname_only,Castan,prose
