n_graph_firms,n_edges,n_placed_city,n_placed_territory,n_unplaced,n_anchors,n_drawable_edges,n_same_anchor_edges,median_tie_km,mean_tie_km,paris_firms,paris_cross_edges,paris_within_edges,paris_edges_to_unplaced
6006,79575,2025,1901,2080,154,43575,9117,3082.6,4796.1,764,15596,4108,8029
