person_id,name,name_as_parsed,positionality,positionality_group,confidence,evidence,regions,countries,n_board_companies,n_board_ties,first_year,last_year
homberg-o,O. Homberg,O. Homberg,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Algerie; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Tunisie,Afrique équatoriale française; Algérie; Djibouti; Indochine; Madagascar; Maroc; Tunisie,56,132,1889,1955
guesde-p,P. GUESDE,P. GUESDE,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Tunisie,Djibouti; Indochine; Maroc; Tunisie,49,114,1890,1971
laurent-j,J. E. P. Laurent,J. E. P. Laurent,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Pacifique; Tunisie,Afrique occidentale française; Afrique équatoriale française; Algérie; Chine; Djibouti; Gabon; Indochine; Maroc; Nouvelle-Calédonie (Mélanésie); Sénégal; Tunisie,40,71,1887,1971
gradis-g,G. Gradis,G. Gradis,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc,"Abyssinie ou Ethiopie; Afrique occidentale française; Algérie; Malaisie; Maroc; Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",37,69,1921,1969
atthalin-a,A. Atthalin,A. Atthalin,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine; Maroc,"Afrique occidentale française; Chine; Indochine; Maroc; Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",33,75,1913,1958
bernard-p,P. Bernard,P. Bernard,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Algerie; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Tunisie,Afrique équatoriale française; Algérie; Djibouti; Indochine; Maroc; Tunisie,31,53,1887,1971
de-flers-f,François de FLERS,François de FLERS,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Tunisie,Afrique occidentale française; Afrique équatoriale française; Chine; Dahomey (Bénin); Djibouti; Guinée Conakry; Indochine; Maroc; Oubangui-Chari (Centrafrique); Tunisie,30,38,1929,1971
denis-e,E. DENIS,E. DENIS,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine; Maroc; Pacifique; Proche-Orient,Afrique occidentale française; Indochine; Maroc; Nouvelle-Calédonie (Mélanésie); Syrie-Liban,29,61,1887,1971
hersent-g,G. Hersent,G. Hersent,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Pacifique; Proche-Orient; Tunisie,Afrique occidentale française; Algérie; Indochine; La Réunion; Maroc; Syrie-Liban; Tahiti (Polynésie); Tunisie,29,63,1890,1969
lebon-a,A. Lebon,A. Lebon,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Algerie; Empire (transversal); Madagascar et Djibouti; Maroc; Proche-Orient,Afrique occidentale française; Algérie; Madagascar; Maroc; Égypte,29,63,1908,1958
roudy-a,A. Roudy,A. Roudy,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Algerie; Empire (transversal); Madagascar et Djibouti; Maroc; Proche-Orient,Abyssinie ou Ethiopie; Afrique occidentale française; Algérie; Empire ottoman/Turquie; Maroc; Syrie-Liban,28,62,1913,1969
bouvier-r,René BOUVIER,René BOUVIER,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Tunisie,Afrique occidentale française; Afrique équatoriale française; Côte d'Ivoire; Djibouti; Indochine; Madagascar; Maroc; Sénégal; Tunisie,28,59,1890,1973
michel-cote-c,C. Michel- Cote,C. Michel- Cote,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc,Afrique occidentale française; Chine; Djibouti; Indochine; Madagascar; Maroc; Sénégal,27,83,1912,1975
bernard-j,J Bernard,J Bernard,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Maroc; Tunisie,Afrique occidentale française; Afrique équatoriale française; Algérie; Indochine; Java et Sumatra (Indes néerlandaises); Maroc; Tunisie,26,76,1907,1956
fontaine-l,L. FONTAINE,L. FONTAINE,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Maroc,Afrique occidentale française; Algérie; Indochine; Maroc,26,38,1890,1975
godard-l,L Godard,L Godard,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Maroc,Maroc,25,38,1913,1958
froment-guieysse-g,Froment-Guieysse,Froment-Guieysse,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Empire (transversal); Maroc; Pacifique,"Afrique occidentale française; Algérie; Côte d'Ivoire; Gabon; Maroc; Oubangui-Chari (Centrafrique); Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger); Sénégal; Tahiti (Polynésie); Togo",25,38,1921,1975
rueff-g,G. RUEFF,G. RUEFF,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine; Maroc,Afrique occidentale française; Côte d'Ivoire; Indochine; Maroc,24,57,1887,1971
loisy-x,X. Loisy,X. Loisy,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Tunisie,"Afrique occidentale française; Algérie; Côte d'Ivoire; Guinée Conakry; Indochine; Madagascar; Maroc; Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger); Sénégal; Tunisie",24,55,1913,1948
delmas-p,P Delmas,P Delmas,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal),Afrique occidentale française; Afrique équatoriale française; Guinée Conakry; Sénégal,24,51,1912,1975
paris,? Paris,? Paris,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Pacifique,Afrique équatoriale française; Algérie; Cameroun; Côte d'Ivoire; Gabon; Indochine; Madagascar; Maroc; Nouvelle-Calédonie (Mélanésie); Sénégal; Tahiti (Polynésie),24,32,1907,1971
giscard-d-estaing-e,E. GISCARD D'ESTAING,E. GISCARD D'ESTAING,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc,Afrique occidentale française; Indochine; Madagascar; Maroc; Sénégal,23,59,1900,1973
zafiropulo-d,D. Zafiropulo,D. Zafiropulo,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Antilles-Guyane; Empire (transversal); Maroc; Tunisie,Afrique occidentale française; Afrique équatoriale française; Algérie; Gabon; Guadeloupe et Martinique; Maroc; Tunisie,23,46,1908,1958
benedic-e,E. Benedic,E. Benedic,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Antilles-Guyane; Empire (transversal); Indochine; Maroc; Pacifique,Afrique occidentale française; Afrique équatoriale française; Gabon; Guyane française; Indochine; Maroc; Nouvelle-Calédonie (Mélanésie),23,43,1921,1968
baudouin-p,P. Baudouin,P. Baudouin,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine; Maroc; Pacifique; Tunisie,Chine; Indochine; Maroc; Nouvelle-Calédonie (Mélanésie); Sénégal; Tunisie,23,41,1887,1964
guerin-a,A. Guérin,A. Guérin,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Empire (transversal); Maroc,Afrique équatoriale française; Algérie; Côte d'Ivoire; Maroc,23,32,1930,1969
legrand-r,R Legrand,R Legrand,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine; Madagascar et Djibouti,Abyssinie ou Ethiopie; Afrique occidentale française; Côte d'Ivoire; Guinée Conakry; Indochine; Madagascar; Sénégal,23,37,1887,1973
de-laboulaye-e,Édouard de LABOULAYE,Édouard de LABOULAYE,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Indochine; Maroc,Afrique occidentale française; Chine; Côte d'Ivoire; Indochine; Maroc,23,33,1887,1971
decazes-v,Decazes,Decazes,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,23,3,1921,1956
weber-j,J. Weber,J. Weber,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal),Afrique occidentale française; Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo; Côte d'Ivoire; Dahomey (Bénin); Gabon; Oubangui-Chari (Centrafrique); Sénégal; Tchad,22,47,1914,1975
mizraki-m,Maurice Mizraki,Maurice Mizraki,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise,Afrique occidentale française; Afrique équatoriale française; Cameroun; Côte d'Ivoire; Gabon,22,43,1921,1975
incertains-r,Renseignements incertains,Renseignements incertains,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Antilles-Guyane; Indochine; Madagascar et Djibouti; Maroc,"Afrique occidentale française; Guadeloupe et Martinique; Guyane française; Indochine; La Réunion; Maroc; Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",22,24,1927,1937
superville-m,Maurice Superville,Maurice Superville,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Maroc,Afrique occidentale française; Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo; Gabon; Maroc; Oubangui-Chari (Centrafrique); Sénégal,21,47,1892,1943
gompel-r,Robert Gompel,Robert Gompel,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Madagascar et Djibouti; Maroc,Afrique occidentale française; Djibouti; Maroc,20,36,1913,1956
launay-l,L. Launay,L. Launay,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine,Afrique occidentale française; Indochine,20,35,1890,1948
mazet-e,E Mazet,E Mazet,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Indochine,Chine; Indochine,20,31,1887,1956
carrere-g,Carrère,Carrère,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Indochine,Chine; Indochine,20,33,1919,1971
ledoux-f,F. Ledoux,F. Ledoux,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Empire (transversal); Indochine; Maroc; Tunisie,Afrique équatoriale française; Gabon; Indochine; Maroc; Tunisie,20,32,1890,1971
deposes-chez-me-moyne-s,Statuts déposés chez Me Moyne,Statuts déposés chez Me Moyne,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Empire (transversal); Maroc; Proche-Orient,Algérie; Côte d'Ivoire; Gabon; Guinée Conakry; Maroc; Égypte,20,22,1908,1920
gendre-e,E. Gendre,E. Gendre,colonial,european_unspecified,low,residual_no_indigenous_marker,Algerie; Empire (transversal); Maroc; Proche-Orient; Tunisie,Algérie; Maroc; Syrie-Liban; Tunisie,19,29,1910,1969
epinat-j,J. Epinat,J. Epinat,colonial,european_unspecified,low,residual_no_indigenous_marker,Maroc,Maroc,19,29,1920,1966
lasseigne-l,L. Lasseigne,L. Lasseigne,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Antilles-Guyane; Indochine; Maroc,Afrique occidentale française; Côte d'Ivoire; Indochine; Maroc; Venezuela,19,25,1928,1971
faure-j,J. Faure,J. Faure,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Algerie; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Tunisie,Afrique équatoriale française; Algérie; Cameroun; Indochine; Madagascar; Maroc; Tunisie,18,41,1890,1953
hersent-j,J. B. D. Hersent,J. B. D. Hersent,colonial,european_unspecified,low,residual_no_indigenous_marker,Algerie; Indochine; Maroc; Pacifique; Tunisie,Algérie; Indochine; Maroc; Tahiti (Polynésie); Tunisie,18,43,1890,1954
orcel-j,J. Orcel,J. Orcel,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Algerie; Empire (transversal); Maroc,Afrique occidentale française; Algérie; Côte d'Ivoire; Maroc; Sénégal,18,37,1913,1969
rebuffel-c,C. Rebuffel,C. Rebuffel,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine; Maroc; Proche-Orient,Afrique occidentale française; Empire ottoman/Turquie; Indochine; Maroc; Syrie-Liban,18,40,1890,1958
boyer-j,J Boyer,J Boyer,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Indochine; Proche-Orient,Afrique occidentale française; Afrique équatoriale française; Côte d'Ivoire; Indochine; Java et Sumatra (Indes néerlandaises); Syrie-Liban,18,22,1887,1993
bernard-f,F. Bernard,F. Bernard,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine,Afrique occidentale française; Côte d'Ivoire; Indochine,18,35,1890,1953
chiris-g,G. Chiris,G. Chiris,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Indochine; Madagascar et Djibouti; Maroc; Pacifique,Afrique équatoriale française; Comores; Gabon; Indochine; Madagascar; Maroc; Tahiti (Polynésie),18,34,1890,1958
anthoine-f,F. Anthoine,F. Anthoine,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Maroc,Afrique occidentale française; Afrique équatoriale française; Algérie; Côte d'Ivoire; Indochine; Maroc,18,26,1937,1969
getten-p,P. Getten,P. Getten,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Indochine; Madagascar et Djibouti; Maroc,Djibouti; Indochine; Maroc,18,15,1930,1969
simoni-p,P. SIMONI,P. SIMONI,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Empire (transversal); Indochine,Gabon; Indochine,18,28,1890,1938
levy-g,G. Levy,G. Levy,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise,Afrique occidentale française; Afrique équatoriale française; Côte d'Ivoire; Gabon,18,24,1900,1943
thion-de-la-chaume-r,René Thion de La Chaume,René Thion de La Chaume,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine,Afrique occidentale française; Côte d'Ivoire; Indochine,18,22,1887,1963
langlois-berthelot-d,Daniel Langlois-Berthelot,Daniel Langlois-Berthelot,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,18,0,1956,1956
fontaine-a,A. R. Fontaine,A. R. Fontaine,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Indochine; Maroc,Afrique occidentale française; Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo; Indochine; Maroc,17,43,1890,1938
minost-e,E. Minost,E. Minost,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Indochine; Madagascar et Djibouti; Proche-Orient,Chine; Djibouti; Indochine; Égypte,17,24,1933,1971
begouen-m,Max Begouen,Max Begouen,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Madagascar et Djibouti; Maroc,"Abyssinie ou Ethiopie; Afrique occidentale française; Maroc; Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger); Sénégal",17,35,1920,1975
michel-c,Ch Michel,Ch Michel,colonial,european_unspecified,low,residual_no_indigenous_marker,Algerie; Empire (transversal); Indochine; Maroc; Tunisie,Algérie; Indochine; Maroc; Tunisie,17,30,1887,1956
piot-m,Maurice Piot,Maurice Piot,colonial,european_unspecified,low,residual_no_indigenous_marker,Maroc,Maroc,17,28,1915,1958
faure-a,A Faure,A Faure,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Indochine; Maroc; Pacifique,Afrique occidentale française; Afrique équatoriale française; Côte d'Ivoire; Indochine; Maroc; Tahiti (Polynésie),17,19,1926,1963
boyer-p,P. Boyer,P. Boyer,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Madagascar et Djibouti; Proche-Orient,Afrique occidentale française; Algérie; Côte d'Ivoire; Indochine; Madagascar; Sénégal; Égypte,16,46,1912,1956
roume-e,E. Roume,E. Roume,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Pacifique,Afrique occidentale française; Djibouti; Indochine; Maroc; Nouvelle-Calédonie (Mélanésie); Sénégal; Tahiti (Polynésie),16,44,1910,1964
bouffe-g,G. Bouffé,G. Bouffé,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Algerie; Empire (transversal); Madagascar et Djibouti; Maroc; Pacifique; Tunisie,Afrique occidentale française; Algérie; Djibouti; Madagascar; Maroc; Sénégal; Tahiti (Polynésie); Tunisie,16,40,1920,1963
ferasson-l,Férasson,Férasson,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Algerie; Empire (transversal); Maroc; Proche-Orient,Algérie; Gabon; Maroc; Syrie-Liban,16,35,1929,1969
berti-v,Berti,Berti,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Maroc,Maroc,16,34,1913,1969
poilay-e,E. Poilay,E. Poilay,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Indochine; Pacifique,Afrique occidentale française; Afrique équatoriale française; Indochine; Nouvelle-Calédonie (Mélanésie); Nouvelles-Hébrides (Mélanésie); Sénégal,16,24,1926,1971
joubert-j,J. Joubert,J. Joubert,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Indochine,"Afrique occidentale française; Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo; Côte d'Ivoire; Indochine; Java et Sumatra (Indes néerlandaises); Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",16,28,1922,1953
bussy-a,A. Bussy,A. Bussy,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Madagascar et Djibouti,Afrique occidentale française; Algérie; Chine; Indochine; Madagascar,16,28,1911,1973
massena-a,A. Massena,A. Massena,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Maroc,"Afrique occidentale française; Maroc; Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",16,26,1913,1969
de-tarde-g,Guillaume de Tarde,Guillaume de Tarde,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine; Maroc,Afrique occidentale française; Indochine; Maroc; Sénégal,16,11,1937,1956
jourdanne-a,A. Jourdanne,A. Jourdanne,colonial,european_unspecified,low,residual_no_indigenous_marker,Algerie; Empire (transversal); Maroc; Proche-Orient; Tunisie,Algérie; Maroc; Syrie-Liban; Tunisie,16,20,1920,1938
sagot-a,A. Sagot,A. Sagot,colonial,european_unspecified,low,residual_no_indigenous_marker,Maroc; Proche-Orient,Maroc; Syrie-Liban,16,21,1919,1969
reyre-j,Jacques Reyre,Jacques Reyre,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Madagascar et Djibouti; Maroc,Madagascar; Maroc,16,10,1937,1973
gimon-c,C. Gimon,C. Gimon,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine; Madagascar et Djibouti,Afrique occidentale française; Chine; Djibouti; Indochine; Madagascar; Sénégal,15,49,1914,1975
chev-lh,L.H,chev. L.H,colonial,european_unspecified,low,residual_no_indigenous_marker;name_recovered,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Empire (transversal),Algérie; Gabon; Sénégal,15,48,1879,1938
furiet-c,C. FURIET,C. FURIET,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine,Afrique occidentale française; Chine; Indochine; Sénégal,15,39,1919,1971
dewez-h,H. Dewez,H. Dewez,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Maroc; Pacifique,Afrique équatoriale française; Algérie; Indochine; Maroc; Nouvelle-Calédonie (Mélanésie); Oubangui-Chari (Centrafrique); Sénégal,15,37,1929,1964
maurel-l,L. Maurel,L. Maurel,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française; Sénégal,15,35,1919,1975
katz-m,Max Katz,Max Katz,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Indochine; Maroc,Afrique occidentale française; Côte d'Ivoire; Indochine; Maroc,15,29,1890,1956
maxime-robert-j,J. Maxime- Robert,J. Maxime- Robert,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Algerie; Empire (transversal); Indochine,Afrique occidentale française; Algérie; Indochine; Sénégal,15,32,1940,1971
angoulvant-g,G. Angoulvant,G. Angoulvant,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Indochine; Madagascar et Djibouti; Proche-Orient,Afrique occidentale française; Afrique équatoriale française; Cameroun; Côte d'Ivoire; Indochine; Madagascar; Syrie-Liban; Sénégal,15,30,1890,1975
artaud-a,A. Artaud,A. Artaud,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Madagascar et Djibouti; Maroc; Pacifique; Proche-Orient,Afrique occidentale française; Afrique équatoriale française; Cameroun; La Réunion; Madagascar; Maroc; Nouvelle-Calédonie (Mélanésie); Nouvelles-Hébrides (Mélanésie); Syrie-Liban,15,25,1919,1956
fondere-a,A. Fondère,A. Fondère,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Indochine; Maroc,Afrique occidentale française; Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo; Indochine; Maroc,15,26,1890,1930
caffort-l,L. CAFFORT,L. CAFFORT,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Indochine,Indochine,15,25,1890,1971
gorchs-chacou-f,F. Gorchs-Chacou,F. Gorchs-Chacou,colonial,european_unspecified,low,residual_no_indigenous_marker,Algerie; Madagascar et Djibouti; Maroc; Pacifique; Tunisie,Algérie; Djibouti; Madagascar; Maroc; Tahiti (Polynésie); Tunisie,15,25,1913,1938
jullien-a,A. Jullien,A. Jullien,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Indochine; Madagascar et Djibouti; Maroc; Tunisie,Indochine; Madagascar; Maroc; Tunisie,15,25,1887,1969
de-beaumont-j,Jean de Beaumont,Jean de Beaumont,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Indochine; Maroc,Afrique occidentale française; Afrique équatoriale française; Algérie; Cameroun; Côte d'Ivoire; Indochine; Java et Sumatra (Indes néerlandaises); Maroc,15,25,1929,1969
besson-l,L. Besson,L. Besson,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane; Indochine; Madagascar et Djibouti; Maroc,Djibouti; Guadeloupe et Martinique; Indochine; Madagascar; Maroc,15,24,1913,1938
philippar-e,E. Philippar,E. Philippar,colonial,european_unspecified,low,residual_no_indigenous_marker,Algerie; Madagascar et Djibouti; Maroc; Proche-Orient; Tunisie,Algérie; Madagascar; Maroc; Syrie-Liban; Tunisie,15,24,1913,1958
laurent-atthalin-a,A. Laurent-Atthalin,A. Laurent-Atthalin,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Indochine; Maroc,Indochine; Maroc,15,20,1914,1969
loi,Loi,Loi,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Empire (transversal); Indochine; Maroc; Proche-Orient,Afrique équatoriale française; Algérie; Bulgarie; Côte d'Ivoire; Gabon; Guinée Conakry; Indochine; Maroc,15,16,1920,1928
giscard-destaing-edm-insp-finances,Giscard d’Estaing (Edm.)(1894-1982)(Insp. finances),Giscard d’Estaing (Edm.)(1894-1982)(Insp. finances),unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,15,0,1956,1956
jullien-armand,Jullien (Armand)(1893-1981),Jullien (Armand)(1893-1981),unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,15,0,1956,1956
de-margerie-b,Bernard de Margerie,Bernard de Margerie,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,15,0,1956,1956
boussenot-g,Boussenot,Boussenot,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Indochine; Madagascar et Djibouti,Afrique occidentale française; Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo; Dahomey (Bénin); Indochine; Madagascar; Oubangui-Chari (Centrafrique),14,41,1911,1968
worms-e,E. Worms,E. Worms,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Indochine; Maroc,Indochine; Maroc,14,39,1887,1993
bourrellis-l,Bourrellis,Bourrellis,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal); Maroc,Afrique occidentale française; Maroc,14,34,1913,1969
nouvion-h,H. Nouvion,H. Nouvion,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Empire (transversal); Madagascar et Djibouti; Maroc; Proche-Orient,Afrique occidentale française; Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo; Côte d'Ivoire; Madagascar; Maroc; Syrie-Liban; Sénégal,14,36,1917,1975
delpech-j,J. Delpech,J. Delpech,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal); Indochine; Maroc,Indochine; Maroc,14,36,1887,1958
off-lh,L.H,off. L.H,colonial,european_unspecified,low,residual_no_indigenous_marker;name_recovered,Afrique occidentale francaise; Algerie; Antilles-Guyane; Empire (transversal),Algérie; Guyane française; Sénégal,14,34,1878,1938
tallon-p,P. Tallon,P. Tallon,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique equatoriale francaise; Afrique occidentale francaise; Algerie; Empire (transversal); Maroc,Afrique occidentale française; Afrique équatoriale française; Algérie; Congo-Brazzaville ou Moyen-Congo; Côte d'Ivoire; Gabon; Maroc,14,31,1917,1963
