person_id,name,name_as_parsed,positionality,positionality_group,confidence,evidence,regions,countries,n_board_companies,n_board_ties,first_year,last_year
r-wheeler-c,Charles R. Wheeler,Charles R. Wheeler,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Guinée Conakry,1,2,1953,1953
zeller-e,E Zeller,E Zeller,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française,1,0,1953,1956
hamann-p,P. Hamann,P. Hamann,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1942,1963
ste-des-salins,Sté des salins,Sté des salins,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1942,1963
pecheries-d-hyeres,pêcheries d'Hyères,pêcheries d'Hyères,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1942,1963
pereira-g,Gonçalves Pereira,Gonçalves Pereira,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1942,1963
j-verly,J Verly,J Verly,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1933,1963
saca-l,Lemaignen [SACA,Lemaignen [SACA,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1933,1963
mondeil-a,A. Mondeil,A. Mondeil,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1933,1963
thomas-b,Bernard Thomas,Bernard Thomas,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1950,1963
monrovia,Monrovia,Monrovia,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française,1,1,1938,1963
ste-des-brasseries,Sté des Brasseries,Sté des Brasseries,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1963,1963
lindenmeyer-a,André Lindenmeyer,André Lindenmeyer,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1951,1963
d-hombres-dir-pierre-cremieux-h,Henri d'Hombres. [Dir.: Pierre Crémieux,Henri d'Hombres. [Dir.: Pierre Crémieux,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1951,1963
fils-dune-lindenmeyer,fils d‘une Lindenmeyer],fils d‘une Lindenmeyer],unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1951,1963
dutruge-r,Robert Dutruge,Robert Dutruge,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1949,1963
hubscher-selon-doc-af-h,Henri Hubscher. [selon Doc af,Henri Hubscher. [selon Doc af,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1949,1963
orcel-h,Henry Orcel,Henry Orcel,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1948,1963
picut-a,Alexis Picut,Alexis Picut,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1948,1963
generale-de-travaux-s,Sté générale de travaux,Sté générale de travaux,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1948,1963
pedehontaa-p,P. Pedehontaa,P. Pedehontaa,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1927,1963
j-j-dailloux,J.-J Dailloux,J.-J Dailloux,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Sénégal,1,2,1950,1963
devraigne-g,Georges Devraigne,Georges Devraigne,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,"Afrique occidentale française; Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",1,2,1943,1963
profit-a,A. Profit,A. Profit,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1937,1963
masmontet-g,Guy Masmontet,Guy Masmontet,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1937,1963
jaccard-m,Marcel Jaccard. 18,Marcel Jaccard. 18,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1937,1963
blot-lefevre-a,André Blot-Lefevre,André Blot-Lefevre,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1951,1963
adm-sld,SLD,adm. SLD,colonial,european_unspecified,low,residual_no_indigenous_marker;name_recovered,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1951,1963
thaon-g,Gillet- Thaon],Gillet- Thaon],colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1951,1963
e-dudet-forest-indenie,Indénié,É Dudet [Forest. Indénié,colonial,european_unspecified,low,residual_no_indigenous_marker;name_recovered,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1951,1963
afric-p,Pastorale afric. ],Pastorale afric. ],colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1951,1963
r-gregoire-sainte-marie,R Grégoire Sainte-Marie,R Grégoire Sainte-Marie,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1951,1963
lagarosse-g,Gaston Lagarosse,Gaston Lagarosse,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1951,1963
mat-j,J. Mat,J. Mat,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1951,1963
huelva,Huelva,Huelva,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Guinée Conakry,1,2,1951,1963
d-industries-agricoles-n,Nossybéenne d'industries agricoles],Nossybéenne d'industries agricoles],colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Guinée Conakry,1,2,1951,1963
etabl-deves,Devès,Établ. Devès,colonial,european_unspecified,low,residual_no_indigenous_marker;name_recovered,Afrique occidentale francaise,"Afrique occidentale française; Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",1,2,1951,1963
cherifenne-de-participations-s,Sté chérifıenne de participations,Sté chérifıenne de participations,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,"Afrique occidentale française; Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",1,2,1951,1963
direct-m-henri-molinie,Direct.: M. Henri Molinié,Direct.: M. Henri Molinié,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1951,1963
pierregrosse-j,Jean Pierregrosse,Jean Pierregrosse,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Sénégal,1,1,1951,1951
lehideux-h,H. Lehideux,H. Lehideux,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française,1,2,1931,1933
grand-popo,Grand-Popo,Grand-Popo,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française,1,2,1925,1925
bohicon,Bohicon,Bohicon,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française,1,2,1925,1925
save-a,Abomey Savé,Abomey Savé,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française,1,2,1925,1925
athieme-togo-lome,Togo: Lomé,Athiémé. Togo: Lomé,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française,1,2,1925,1925
palime-cote-d-ivoire-grand-bassam,Côte- d'Ivoire: Grand-Bassam,Palimé. Côte- d'Ivoire: Grand-Bassam,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française,1,2,1925,1925
abidjean,Abidjean,Abidjean,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française,1,2,1925,1925
adm-mm-lescop,Adm.: MM. Lescop,Adm.: MM. Lescop,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1925,1925
foucault,Foucault,Foucault,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1925,1925
bouyssou-agences-d-entreprises-a-dakar,Agences d'entreprises à: Dakar,Bouyssou. Agences d'entreprises à: Dakar,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,1,2,1925,1925
rampal-j,Jean Rampal,Jean Rampal,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Dahomey (Bénin),1,2,1925,1925
avrankou,Avrankou,Avrankou,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Dahomey (Bénin),1,2,1925,1925
adjohon,Adjohon,Adjohon,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Dahomey (Bénin),1,2,1925,1925
iphaim,Iphaïm,Iphaïm,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Dahomey (Bénin),1,2,1925,1925
azaouricet,Azaouricet,Azaouricet,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Dahomey (Bénin),1,2,1925,1925
pobe,Pobé,Pobé,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Dahomey (Bénin),1,2,1925,1925
bih-con,Bih'con,Bih'con,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Dahomey (Bénin),1,2,1925,1925
toupa,Toupa,Toupa,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Dahomey (Bénin),1,2,1925,1925
cosroe,Cosroé,Cosroé,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Afrique occidentale française; Dahomey (Bénin),1,2,1925,1925
etc-exportation,Exportation,etc. Exportation,colonial,european_unspecified,low,residual_no_indigenous_marker;name_recovered,Afrique occidentale francaise,Afrique occidentale française; Dahomey (Bénin),1,2,1925,1925
importation-exportation-alcools,Exportation: Alcools,importation. Exportation: Alcools,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Afrique occidentale française; Dahomey (Bénin),1,2,1925,1925
chemiserie-en-un-mot,chemiserie… En un mot,chemiserie… En un mot,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Afrique occidentale française; Dahomey (Bénin),1,2,1925,1925
mayoussier-h,H. Mayoussier,H. Mayoussier,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française,1,2,1937,1938
adm-mm-r-legrand,adm.: MM. R Legrand,adm.: MM. R Legrand,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française,1,2,1938,1938
laborde-milas,Laborde-Milas,Laborde-Milas,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française,1,2,1938,1938
superville-toutes-entreprises-de-batiment,Toutes entreprises de bâtiment,Superville. Toutes entreprises de bâtiment,colonial,european_unspecified,low,residual_no_indigenous_marker;name_recovered,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française,1,2,1938,1938
meray,Meray,Meray,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Sénégal,1,2,1929,1931
weyl-lambert-l,L. Weyl-Lambert,L. Weyl-Lambert,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal),Sénégal,1,2,1937,1937
lesimple-g,G. Lesimple,G. Lesimple,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Indochine,Indochine; Sénégal,1,1,1937,1940
j-rigal-l,Louis J. Rigal,Louis J. Rigal,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Sénégal,1,1,1945,1948
mante,Mante,Mante,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Dahomey (Bénin),1,2,1901,1901
vasselle-r,Robert Vasselle,Robert Vasselle,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Sénégal,1,2,1915,1917
ancel-seitz-p,P. Ancel Seitz,P. Ancel Seitz,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Sénégal,1,2,1895,1895
duvillier-motte-g,Duvillier-Motte,Duvillier-Motte,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",1,2,1911,1912
deposes-chez-me-delmotte-s,Statuts déposés chez Me Delmotte,Statuts déposés chez Me Delmotte,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",1,2,1911,1912
calvel-a,A. Calvel,A. Calvel,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal),Sénégal,1,2,1937,1937
cl-desanges,Cl. Desanges,Cl. Desanges,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Sénégal,1,2,1945,1948
e-salagna,E Salagna,E Salagna,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Sénégal,1,1,1921,1921
sterckz,Sterckz,Sterckz,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Sénégal,1,2,1945,1948
droin-w,W. Droin,W. Droin,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Sénégal,1,2,1945,1948
tovalou-q,Q. Tovalou,Q. Tovalou,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Dahomey (Bénin),1,2,1920,1920
lambert-p,P. Lambert,P. Lambert,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal),Côte d'Ivoire,1,1,1953,1956
andreau,Andreau,Andreau,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,2,1919,1919
caillois,Caillois,Caillois,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,2,1919,1919
desamblanc,Desamblanc,Desamblanc,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,2,1919,1919
flandrin,Flandrin,Flandrin,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,2,1919,1919
guiraud-e,E. Guiraud,E. Guiraud,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Guinée Conakry,1,2,1909,1909
serre-e,E. Serre,E. Serre,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Guinée Conakry,1,2,1909,1909
saubole-siege-social-a-bordeaux-l,Siège social: à Bordeaux,Louis Saubole. Siège social: à Bordeaux,unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,2,1931,1938
chamussy-j,J Chamussy,J Chamussy,colonial,european_unspecified,low,residual_no_indigenous_marker,Empire (transversal),,1,1,1953,1956
oppenot-m,Maurice Oppenot,Maurice Oppenot,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Côte d'Ivoire,1,2,1909,1909
gerardin,Gérardin,Gérardin,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Côte d'Ivoire,1,2,1909,1911
angeli-a,Alfred Angeli,Alfred Angeli,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Côte d'Ivoire,1,2,1901,1903
hendriks-j,Hendriks,Hendriks,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Côte d'Ivoire,1,2,1901,1903
neumann-h,H. Neumann,H. Neumann,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Côte d'Ivoire,1,2,1902,1903
galerie-d-orleans,galerie d'Orléans,galerie d'Orléans,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Afrique occidentale française,1,2,1924,1924
gorgeu-commissaires-aux-comptes-l-pliquet-s,S. Gorgeu. Commissaires aux comptes: L. Pliquet,S. Gorgeu. Commissaires aux comptes: L. Pliquet,unclassified,unusable_name,,name_is_parse_artefact,Empire (transversal),,1,2,1945,1948
ph-guignabaudet-commissaires-mm-a-germain,A. Germain,Ph. Guignabaudet. Commissaires: MM. A. Germain,colonial,european_unspecified,low,residual_no_indigenous_marker;name_recovered,Afrique occidentale francaise,Côte d'Ivoire,1,2,1937,1940
desouches-commissaires-mm-a-germain-b,A. Germain,B. Desouches. Commissaires: MM. A. Germain,colonial,european_unspecified,low,residual_no_indigenous_marker;name_recovered,Afrique occidentale francaise,Côte d'Ivoire,1,2,1945,1948
lambert-f,Fernand Lambert,Fernand Lambert,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise; Empire (transversal),Côte d'Ivoire,1,1,1920,1956
delanoe,Delanoë,Delanoë,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Côte d'Ivoire,1,2,1914,1914
frenais-a,A. Frenais,A. Frenais,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Côte d'Ivoire,1,2,1889,1903
getting-m,Max Getting,Max Getting,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",1,2,1912,1926
lequitte-p,P. M. M. Lequitte,P. M. M. Lequitte,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",1,2,1928,1931
mounier,Mounier,Mounier,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Côte d'Ivoire,1,2,1926,1926
nivoit-a,A. Nivoit,A. Nivoit,colonial,european_unspecified,low,residual_no_indigenous_marker,Afrique occidentale francaise,Côte d'Ivoire,1,2,1929,1930
lecointre-commissaire-des-comptes-a-durand-g,G. Lecointre. Commissaire des comptes: A. Durand,G. Lecointre. Commissaire des comptes: A. Durand,unclassified,unusable_name,,name_is_parse_artefact,Afrique occidentale francaise,Côte d'Ivoire,1,2,1937,1940
besse-e,Edmond Besse,Edmond Besse,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guadeloupe et Martinique,1,2,1907,1927
segrestaa-l,L.J. Segrestaa,L.J. Segrestaa,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guadeloupe et Martinique,1,2,1907,1927
castillon-du-perron-a,A. Castillon du Perron,A. Castillon du Perron,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guadeloupe et Martinique,1,2,1907,1927
berly-g,G. Berly,G. Berly,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1922,1955
berland-j,J. Berland,J. Berland,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1922,1955
marande-e,Émile Marande,Émile Marande,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1921,1922
le-blond-e,E. Le Blond,E. Le Blond,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1921,1922
preissig-h,H. Preissig,H. Preissig,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1921,1922
o-de-rivaud,O de Rivaud,O de Rivaud,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1922,1922
dutertre-g,G. Dutertre,G. Dutertre,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1922,1922
angibeau-g,Gaston Angibeau,Gaston Angibeau,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Saint-Pierre et Miquelon,1,2,1926,1937
letouze-a,Albert Letouzé,Albert Letouzé,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Saint-Pierre et Miquelon,1,2,1926,1937
pelissier-tanon-f,Frédéric Pélissier-Tanon,Frédéric Pélissier-Tanon,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guadeloupe et Martinique; Guyane française,1,2,1937,1937
laurent-gheerbrandt-j,J. Laurent Gheerbrandt,J. Laurent Gheerbrandt,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guadeloupe et Martinique; Guyane française,1,2,1937,1937
le-peletier-p,Paul Le Peletier,Paul Le Peletier,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guadeloupe et Martinique; Guyane française,1,2,1937,1937
besse-j,Joseph Besse,Joseph Besse,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guadeloupe et Martinique,1,2,1937,1937
du-perron-g,Gabriel du Perron,Gabriel du Perron,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guadeloupe et Martinique,1,1,1937,1937
hamon-n-b-j,J. Hamon. N. B,J. Hamon. N. B,unclassified,unusable_name,,name_is_parse_artefact,Antilles-Guyane,Guyane française,1,2,1931,1937
poincon-c,Charles Poinçon,Charles Poinçon,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1933,1937
schuhmann-l,L. Schuhmann,L. Schuhmann,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1929,1937
boesch,Boesch,Boesch,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1933,1937
hueber,Hueber,Hueber,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1933,1937
devez-g,G. Devez,G. Devez,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1929,1937
poulalion-n-b-p,P. Poulalion. N. B,P. Poulalion. N. B,unclassified,unusable_name,,name_is_parse_artefact,Antilles-Guyane,Guyane française,1,2,1929,1937
seban-r,René Seban,René Seban,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1936,1937
rubner-m,Maurice Rubner,Maurice Rubner,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1936,1937
kahn-a,André Kahn,André Kahn,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1936,1937
forge,Forge,Forge,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,1,1937,1937
j-laurent-gheerbrandt,J.- Laurent Gheerbrandt,J.- Laurent Gheerbrandt,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guadeloupe et Martinique; Guyane française,1,2,1924,1951
tanon-r,Raoul Tanon,Raoul Tanon,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guadeloupe et Martinique; Guyane française,1,2,1924,1951
de-silans-m,Marcel de Silans,Marcel de Silans,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1951,1951
nouvelle-de-saint-elie-s,Sté nouvelle de Saint-Élie,Sté nouvelle de Saint-Élie,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1951,1951
adieu-vat,Adieu-Vat,Adieu-Vat,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1951,1951
e-catalogne,É Catalogne,É Catalogne,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1951,1951
hellier,Hellier,Hellier,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1951,1951
molli,Molli,Molli,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1951,1951
raoust,Raoust,Raoust,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1951,1951
pour-la-vente-des-materiels-industriels-s,Sté pour la vente des matériels industriels,Sté pour la vente des matériels industriels,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1951,1951
bellan-l,Louis Bellan,Louis Bellan,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1951,1951
toulouse,Toulouse),Toulouse),unclassified,unusable_name,,name_is_parse_artefact,Antilles-Guyane,Guyane française,1,2,1951,1951
crouzel-a,André Crouzel,André Crouzel,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1951,1951
adm-mme-charvet,adm.: Mme Charvet,adm.: Mme Charvet,unclassified,unusable_name,,name_is_parse_artefact,Antilles-Guyane,Guyane française; Guyane hollandaise (Suriname),1,2,1925,1925
guillemard-p,Pierre Guillemard,Pierre Guillemard,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française; Guyane hollandaise (Suriname),1,2,1925,1925
mathias-h,Henri Mathias,Henri Mathias,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française; Guyane hollandaise (Suriname),1,2,1925,1925
h-schloss-j,Julius H. Schloss,Julius H. Schloss,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française; Guyane hollandaise (Suriname),1,2,1925,1925
nahar-h,H. Nahar,H. Nahar,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française; Guyane hollandaise (Suriname),1,2,1925,1925
agent-bureaux-a-paris,Bureaux à Paris,agent. Bureaux à Paris,unclassified,unusable_name,,name_is_parse_artefact,Antilles-Guyane,Guyane française; Guyane hollandaise (Suriname),1,2,1925,1925
stala-j,J. Stala,J. Stala,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française; Guyane hollandaise (Suriname),1,2,1925,1925
secretaire-general-traitement-des-alluvions,Traitement des alluvions,secrétaire général. Traitement des alluvions,colonial,european_unspecified,low,residual_no_indigenous_marker;name_recovered,Antilles-Guyane,Guyane française; Guyane hollandaise (Suriname),1,2,1925,1925
herrewin-g,G. Herrewin,G. Herrewin,colonial,european_unspecified,low,residual_no_indigenous_marker,Antilles-Guyane,Guyane française,1,2,1923,1923
