doc_id,territory,entry_type,name_listed,n_chars,register,n_name_forms,n_board_list,n_person_career,n_apposition,n_certificate,n_deed,n_press
afrique-equatoriale-sgfae-e12df8,Cameroun,company,Générale Française de l’Afrique équatoriale (Société)(SGFAE)(1927-1933),28428,apposition,11,0,0,1,4,10,11
inde-indochine-presse-indochine-1901-1910-6c3da1,Indochine,company,La presse indochinoise en 1901-1912,28395,press,23,0,0,0,0,0,12
inde-indochine-cie-agricole-phuquoc-83e3ff,Indochine,company,Agricole de Phuquoc (Compagnie)(Goulard),28296,deed,2,0,0,0,0,2,6
madagascar-et-djibouti-madagascar-1915-sursitaires-d85cc6,Madagascar,source_document,Madagascar (1915-1916),28279,person_career,1,0,20,0,0,0,3
pacifique-archipel-des-tuamotou-26de31,Tahiti (Polynésie),source_document,"Archipel des Tuamotou (Tuamotu)(L'), par R. Nauzières (1919)",28178,press,0,0,0,0,0,0,3
inde-indochine-franco-coloniale-riz-b57137,Indochine,company,Franco-coloniale des riz (Compagnie)(1927-1929),28040,apposition,10,0,0,2,2,6,12
afrique-du-nord-chemin-fer-tlemcen-beni-saf-481f03,Algérie,company,Chemin de fer de Tlemcen à Béni-Saf (69 km)(1924),28034,press,3,0,0,0,0,0,4
madagascar-et-djibouti-mines-or-vahinambo-daa2f8,Madagascar,company,"Mines d'or de Vahinambo (Société anonyme des)(vers 1904), Tananarive",28029,press,6,0,0,0,0,0,9
inde-indochine-conseil-superieur-colonisation-d05802,Indochine,source_document,Conseil supérieur de la colonisation (1938-1940),27864,press,2,0,0,0,0,0,5
inde-indochine-port-pnom-penh-972493,Indochine,company,Pnom-Penh (Port de),27844,press,4,0,0,0,0,0,9
afrique-du-nord-armement-busck-marseille-255849,Algérie,company,"Busck (Compagnie de navigation), Marseille",27754,certificate,24,0,0,0,2,1,25
inde-indochine-indophono-hanoi-850b82,Indochine,company,"Indophono (Ancienne maison Chanson et Thibault), Hanoï",27704,person_career,24,0,2,0,0,0,20
inde-indochine-dejean-de-la-batie-1865-1912-1c99d7,Indochine,company,Dejean de la Bâtie (Dr Théodose)(1865-1912) et la clinique de la rue d'Adran à Saïgon,27685,press,3,0,0,0,0,0,10
inde-indochine-brossard-mopin-chine-6f3fa8,Indochine,company,Brossard & Mopin (Brossard et Mopin),27654,press,4,0,0,0,0,0,13
inde-indochine-haiphong-hotel-de-marseille-5ab9f3,Indochine,company,"Hôtel de la Poste et de Marseille, Haïphong",27471,press,7,0,0,0,0,0,38
afrique-du-nord-cheddite-bellefontaine-618af4,Algérie,company,"Société générale d'explosifs (cheddites), Bellefontaine, par Ménerville",27388,press,10,0,0,0,0,0,21
inde-indochine-nicolas-tocco-laokay-cfcaba,Indochine,person,Tocco (Nicolas),27321,press,12,0,0,0,0,0,20
afrique-du-nord-touraine-maroc-59ed0d,Maroc,company,Touraine-Maroc (1921-1925),27311,person_career,12,0,3,0,0,1,21
afrique-du-nord-ferrouillat-oued-marsa-fe2a0c,Algérie,company,Ferrouillat frères,27236,press,8,0,0,0,0,0,10
afrique-du-nord-projet-blum-viollette-0779ad,Algérie,source_document,Projet Blum-Viollette d'accorder le droit de vote à 20.000 Algériens assimilése,27180,press,0,0,0,0,0,0,1
inde-indochine-opium-assassinat-noel-c5b0b5,Indochine,company,"Maurice Alexis, pilote du port d'Haïphong, et l'assassinat du douanier Noël sur fond de contrebande d'opium (1927)",27069,apposition,3,0,0,1,0,0,20
inde-indochine-medecine-indochine-1940-1944-acd43f,Indochine,company,La médecine en Indochine (1940-1944),26965,no_signal,0,0,0,0,0,0,0
afrique-du-nord-jean-merlo-alger-9bcce1,Algérie,person,"Merlo (Jean)(1844-1912) et successeurs (Antoine Merlo et Albert Papot), Saint-Eugène (Alger)",26944,deed,21,0,0,0,0,1,18
inde-indochine-rouzaud-tourane-3c5099,Indochine,person,"Rouzaud (Ernest), Tourane",26908,person_career,6,0,2,0,0,0,13
pacifique-doley-ic-nlles-hebrides-b09571,Nouvelles-Hébrides (Mélanésie),source_document,"Doley (C.A.), L'aide de l'Indochine à la colonisation des Nouvelles-Hebrides (1944)",26677,press,1,0,0,0,0,0,1
inde-indochine-ets-laurent-gay-saigon-599b2b,Indochine,company,"Gay frères (Éts)(anc. maison Chauvin), puis Éts Laurent Gay (Grande carrosserie française), Saïgon",26619,apposition,12,0,0,1,0,5,23
inde-indochine-riehl-freres-yen-sinh-01ef08,Indochine,company,"Riehl (Gilbert et Joseph), Yên-Sinh",26550,press,7,0,0,0,0,0,14
inde-indochine-giuntoli-saigon-ef404e,Indochine,company,"Bijouterie parisienne (Joseph Giuntoli), Paris, Bastia, Saïgon",26494,apposition,10,0,0,1,2,1,12
afrique-occidentale-etudes-de-l-ouest-africain-6e5788,Côte d'Ivoire,company,Études de l'Ouest-Africain (Société d')(1891),26466,press,3,0,0,0,0,0,7
inde-indochine-hanoi-hotel-france-11ad3d,Indochine,company,"Hôtel de France, Hanoï",26331,person_career,19,0,1,0,0,0,29
inde-indochine-asile-alienes-voi-5cf91e,Indochine,company,"Asile mixte d'aliénés de Voi, près Bac-giang",26278,press,5,0,0,0,0,0,16
inde-indochine-siemreap-vergoz-eba0a2,Indochine,company,New Siemreap Hotel (André Vergoz)(1932),26203,press,14,0,0,0,0,0,6
afrique-du-nord-beni-felkai-mining-cy-79b3d7,Algérie,company,Beni-Felkaï Mining Company (The)(1909-1927),26165,apposition,3,0,0,1,0,0,23
inde-indochine-mazoyer-et-cie-hanoi-17a760,Indochine,company,"Mazoyer et Cie, Mazoyer et Vidal, Mazoyer et Roques, Hanoï",26141,deed,15,0,0,0,0,1,35
afrique-du-nord-refugies-russes-en-tunisie-46af2b,Tunisie,source_document,La flotte Wrangel à Bizerte (1920-1921). — Les réfugiés russes en Tunisie,26105,press,3,0,0,0,0,0,22
afrique-du-nord-petroles-franco-algeriens-25a0fc,Algérie,company,Générale des Pétroles franco-algériens (Société)(1892-1903),26056,press,4,0,0,0,0,0,8
inde-indochine-paul-albert-cai-vong-bc7599,Indochine,company,"Albert (Paul), Cai-vong (Tuyên-quang)",26035,press,7,0,0,0,0,0,9
inde-indochine-duchemin-phu-doan-ca208c,Indochine,person,"Duchemin (Eugène)(1889-1907), Phu-doan",25984,press,18,0,0,0,0,0,31
empire-cie-frse-du-meuble-0519be,(unfiled),company,Compagnie française du meuble (1975-1982),25926,press,3,0,0,0,0,0,8
inde-indochine-entreprise-aviat-hanoi-ca92fd,Indochine,company,"Aviat (Entreprise), Hanoï",25824,apposition,25,0,0,1,0,0,44
inde-indochine-fajolle-freres-hue-7662b4,Indochine,company,"Tutier et Fajolle, puis Fajolle frères, puis Adrien Fajolle, Hué",25755,press,22,0,0,0,0,0,25
inde-indochine-frs-berthelot-de-la-gletais-a25753,Indochine,person,"Berthelot de la Glétais (François)(Ploërmel, 1882-Saïgon, 1938)",25730,press,7,0,0,0,0,0,10
inde-indochine-nguyen-ba-chinh-cie-69da87,Indochine,company,"Porcelaine Hop-Loï — Nguyên-Ba-Chinh et Cie, Hanoï, Thanh-Tri",25711,press,2,0,0,0,0,0,12
inde-indochine-cognac-indochine-036357,Indochine,company,Cognac en Indochine (le),25647,apposition,13,0,0,1,0,0,41
inde-indochine-ippolito-vincent-875906,Indochine,company,Ippolito (Vincent),25642,apposition,28,0,0,1,0,6,29
inde-indochine-raphene-hanoi-haiphong-cfbc04,Indochine,company,"Girardot (Éts Raymond), Hanoï",25505,press,29,0,0,0,0,0,31
empire-expo-coloniale-nogent-1907-b60538,(unfiled),source_document,L’Exposition coloniale de Nogent (juillet 1907),25460,person_career,0,0,1,0,0,0,1
madagascar-et-djibouti-francmacs-joef-madagascar-8f458f,Madagascar,source_document,Liste des francs-maçons de Madagascar stigmatisés par le régime de Vichy,25456,person_career,0,0,1,0,0,0,67
inde-indochine-boillot-peugeot-hanoi-22417f,Indochine,company,"Boillot (Éts Charles), Hanoï",25424,apposition,21,0,0,1,0,0,18
inde-indochine-suzanne-bonnal-de-noreuil-abb9dd,Indochine,company,"Bonnal de Noreuil (Suzanne Lanthiez, dite Suzanne de Noreuil, et Suzanne)",25374,press,13,0,0,0,0,0,19
inde-indochine-louis-hillairet-hanoi-5fea34,Indochine,person,"Hillairet (Louis)(Échillais, 1859-Mogador, 1939), Hanoï",25297,press,8,0,0,0,0,0,14
inde-indochine-pharmacie-chassagne-hanoi-94b9fe,Indochine,company,"Pharmacie Ed. Chassagne, Hanoï",25229,person_career,19,0,1,0,0,0,42
afrique-du-nord-durand-agglo-houille-018fbb,Algérie,company,"Durand (Prosper) et fils, agglomérés de houille (« briquettes »), arrière-port de l'Agha, Alger",25223,person_career,13,0,3,1,0,0,24
inde-indochine-abattoirs-haiphong-358c6b,Indochine,company,Abattoirs de Haïphong,25007,press,2,0,0,0,0,0,33
inde-indochine-lanoue-contre-bao-dai-f928af,Indochine,source_document,Lanoue (Henri),24897,no_signal,0,0,0,0,0,0,0
inde-indochine-vinh-grand-hotel-f09194,Indochine,company,"Grand Hôtel, Vinh",24893,apposition,12,0,0,1,0,0,24
inde-indochine-polyclinique-du-marche-673f02,Indochine,company,Polyclinique du Marché (1914-1937)(Dr René Montel),24873,press,7,0,0,0,0,0,19
inde-indochine-henri-goudemant-entrepreneur-a9daf6,Indochine,person,"Goudemant (Henri)(1862-1938), entrepreneur de travaux publics au Tonkin et en Annam",24799,press,11,0,0,0,0,0,10
inde-indochine-exploitations-agricoles-ic-11a080,Indochine,company,"Exploitations agricoles en Indochine (Société civile d’). Suite de la Société agricole de Phuc-Dzo (1917)(Omer Baivy, Pi",24782,person_career,6,0,1,0,0,0,7
inde-indochine-elevages-borel-edab56,Indochine,company,"Borel frères, My-khê",24773,press,3,0,0,0,0,0,5
inde-indochine-berthet-charriere-885344,Indochine,person,"Charrière (Félix)(1887), Charrière & Cie, puis Berthet & Charrière (1912-1923), Hanoï, Haïphong, Saïgon",24741,press,21,0,0,0,0,0,25
inde-indochine-cotonniere-greve-de-1926-1235b6,Indochine,company,La grève de 1926,24727,press,1,0,0,0,0,0,3
afrique-du-nord-ports-algeriens-1909-8fc092,Algérie,company,Ports algériens (1909),24697,press,1,0,0,0,0,0,3
afrique-du-nord-mines-mercure-tarhit-ff05ed,Algérie,company,"Taghit, Tarhit ou Tar'hit (Société des mines de mercure de)(1907)",24585,person_career,19,0,1,0,0,4,8
inde-indochine-photo-studio-gastaldy-22f0dc,Indochine,company,"Photo-Studio (Paul Gastaldy & Cie)(1926-1930), puis Studio L.I.R. (les Importateurs réunis), Saïgon",24569,deed,19,0,0,0,0,1,28
inde-indochine-amicale-du-nord-tonkin-a345c8,Indochine,source_document,"Gas de Ch'Nord et de la Belgique, Hanoï",24539,press,4,0,0,0,0,0,13
inde-indochine-mines-zinc-yen-linh-4725be,Indochine,company,Minière de Yên-Linh (Société),24525,apposition,3,0,0,1,0,0,16
inde-indochine-gratry-indochine-fbbebc,Indochine,company,"Gratry-Indochine, textiles et éphémère concessionnaire Panhard & Levassor",24409,person_career,8,0,2,0,0,0,11
afrique-du-nord-comptoir-prive-marocain-ac330e,Maroc,company,"Comptoir privé marocain (1913), Paris",24267,person_career,4,0,2,0,0,0,3
inde-indochine-monpezat-dbom-286240,Indochine,company,Monpezat (Henri de Laborde)(1868-1929) par Joseph Valynseele,24040,press,1,0,0,0,0,0,2
inde-indochine-imprimerie-testelin-saigon-e15e17,Indochine,company,"Imprimerie moderne (Testelin), Saïgon",23917,press,4,0,0,0,0,0,8
afrique-occidentale-cathedrale-abidjan-e14900,Côte d'Ivoire,source_document,La cathédrale Saint-Paul d'Abidjan,23890,no_signal,2,0,0,0,0,0,0
inde-indochine-eco-et-po-1954-indochine-39e4be,Indochine,source_document,Économie et politique,23889,no_signal,4,0,0,0,0,0,0
inde-indochine-luzet-nam-dinh-8f99bb,Indochine,person,"Luzet (Henri), Nam-Dinh",23867,apposition,8,0,0,1,0,0,18
inde-indochine-gardies-ha-giang-a07303,Indochine,company,"Gardies (André-Hippolyte), Ha-Giang",23830,press,5,0,0,0,0,0,13
inde-indochine-schultz-griffe-jauniers-f13187,Indochine,company,"Schultz (Yvonne), Dans la griffe des jauniers (1931), La Sampanier de la baie d'Along (1932)",23740,press,3,0,0,0,0,0,2
pacifique-mines-nord-nouvelle-caledonie-a51512,Nouvelle-Calédonie (Mélanésie),company,Mines du Nord de la Nouvelle-Calédonie (Société des)(1888-1893),23738,person_career,5,0,9,0,0,2,5
afrique-du-nord-brasseries-et-glacieres-d-algerie-ce3f7c,Algérie,company,"Brasseries et glacières d'Algérie (1955), Maison-Carrée",23635,press,5,0,0,0,0,0,4
pacifique-mines-nickel-nepoui-74848d,Nouvelle-Calédonie (Mélanésie),company,Mines de nickel de Népoui (Lucien Bernheim)(1892-1899),23457,press,2,0,0,0,0,0,7
afrique-du-nord-zinc-manufacturing-cy-7b1147,Tunisie,company,"Zinc Manufacturing Cy (The)(Procédés Coley), Dartford, Tunis",23346,no_signal,1,0,0,0,0,0,0
inde-indochine-mytho-paullussen-692371,Indochine,company,"Grand Hôtel (Paullussen), Mytho",23322,press,3,0,0,0,0,0,3
madagascar-et-djibouti-schema-madagascar-bca391,Madagascar,source_document,Schéma général des intérêts français à Madagascar,23318,no_signal,70,0,0,0,0,0,0
inde-indochine-henri-susini-geometre-98a62b,Indochine,person,"Henri Susini (1886-1939), Saïgon",23300,press,5,0,0,0,0,0,24
inde-indochine-haiphong-hotel-teston-b9d624,Indochine,company,"Hôtel Teston, puis Grand Hôtel, Haïphong",23293,person_career,16,0,1,0,0,0,24
inde-indochine-dtp-asean-2298a8,Indochine,company,DTP dans le Sud-Est asiatique (hors Indochine).,23264,press,2,0,0,0,0,0,10
inde-indochine-le-roy-haiphong-dapcau-868be9,Indochine,company,"Le Roy (Eugène), Haïphong. Fonderie et fabrication de ponts en fer à Dap-cau",23202,press,15,0,0,0,0,0,28
inde-indochine-j-b-say-naufrage-1893-437eb3,Indochine,company,La bataille navale de Bangkok et le naufrage du « Jean-Baptiste-Say »,23186,press,4,0,0,0,0,0,8
afrique-equatoriale-sultanats-par-ccv-5cf715,Oubangui-Chari (Centrafrique),company,Les Sultanats du Haut-Oubangui vus par Catherine Coquery-Vidrovitch,23174,no_signal,0,0,0,0,0,0,0
afrique-occidentale-scaci-93346a,Côte d'Ivoire,company,Coloniale Agricole Commerciale et Industrielle (Société)(SCACI),23144,person_career,5,0,1,0,0,8,8
afrique-occidentale-aerodrome-d-abidjan-bf5e95,Côte d'Ivoire,company,Aérodrome d'Abidjan Port-Bouët (1940),23010,press,12,0,0,0,0,0,14
inde-indochine-hanoi-hotel-colonies-6d09e0,Indochine,company,"Hôtel des Colonies, Hanoï",23009,press,19,0,0,0,0,0,27
inde-indochine-pharmacie-coupard-haiphong-76c0f7,Indochine,company,"Pharmacie V. Coupard, Haïphong",22992,person_career,16,0,1,0,0,2,34
afrique-du-nord-verreries-afn-oran-74b373,Algérie,company,"Verreries de l'Afrique du Nord (Saint-Gobain)(1946), Société nationale des industries du verre (SNIV)(1966), Société nat",22976,press,7,0,0,0,0,0,6
inde-indochine-indus-savannakhet-14088d,Indochine,company,Industrielle de Savannakhet (Société),22973,person_career,1,0,2,0,0,0,9
pacifique-frse-immob-nvl-hebrides-34316f,Nouvelles-Hébrides (Mélanésie),company,Française immobilière des Nouvelles-Hébrides (Compagnie)(1924-1929),22970,person_career,7,0,2,0,0,0,11
pacifique-compagnie-balade-6c7ce9,Nouvelle-Calédonie (Mélanésie),company,Balade (Compagnie)(1873-1884)(Higginson),22968,press,8,0,0,0,0,0,12
afrique-du-nord-union-commerciale-agricole-1906f6,Algérie,company,Union commerciale agricole,22857,apposition,29,0,0,1,0,0,26
inde-indochine-texaco-indochine-f71fbf,Indochine,company,Texas Cy Ltd (The)(Texaco) en Indochine. Raid Hanoï-Saïgon par la route Mandarine (29-30 janvier 1934),22811,apposition,2,0,0,1,0,0,19
pacifique-apercu-eco-tahiti-1932-3588d6,Tahiti (Polynésie),source_document,Aperçus économiques de Tahiti 1931-1932,22733,press,0,0,0,0,0,0,2
pacifique-bq-indoch-tahiti-d579e8,Tahiti (Polynésie),company,La Banque de l'Indochine à Papeete,22625,press,11,0,0,0,0,0,14
inde-indochine-pees-chazeau-hanoi-3f41a8,Indochine,company,"Pées et Chazeau, Hanoï",22620,person_career,15,0,2,1,0,0,11
inde-indochine-tonkin-relance-the-1927-d75a33,Indochine,company,Relance de la culture du thé au Tonkin (1927),22618,press,0,0,0,0,0,0,1
afrique-equatoriale-cotonfran-cabot-ce5778,Afrique équatoriale française,company,"La Cotonfran, par Jean Cabot",22397,press,3,0,0,0,0,0,1
pacifique-international-copper-pilou-et-ao-a3d290,Nouvelle-Calédonie (Mélanésie),company,International Copper (1897-1899),22357,press,2,0,0,0,0,0,5
empire-dammann-paris-0cda82,(unfiled),company,"Dammann, Paris, Le Havre, Marseille… Implantations à Madagascar et en Indochine. Thé, café, vanille",22331,apposition,35,0,0,3,0,10,11
madagascar-et-djibouti-madagascar-guerre-1894-81cc03,Madagascar,source_document,Madagascar vaut-elle une guerre ? (1894),22323,press,0,0,0,0,0,0,1
inde-indochine-industrielle-annam-tk-ff04ef,Indochine,company,"Industrielle de l'Annam-Tonkin (Société), fabrique de boutons, Gia-Lam",22282,apposition,7,0,0,2,0,4,16
inde-indochine-cigale-haiphonnaise-1eadf4,Indochine,source_document,"Cigale haïphonnaise (La), Haïphong",22259,press,5,0,0,0,0,0,14
inde-indochine-amicale-bretonne-pnompenh-48c206,Indochine,source_document,"Amicale bretonne, Pnom-Penh",22176,press,1,0,0,0,0,0,9
inde-indochine-charlotte-perriand-designer-d1ac03,Indochine,person,Perriand (Charlotte)(1903-1999),22110,person_career,4,0,1,1,0,0,8
inde-indochine-rousselet-thi-cau-ec3ce2,Indochine,company,"Rousselet (Jean), Thi-cau (Dap-cau)",22074,press,11,0,0,0,0,0,22
madagascar-et-djibouti-madagascar-1943-affectes-spx-e38e46,Madagascar,source_document,Madagascar (1943),22011,press,0,0,0,0,0,0,2
inde-indochine-the-tot-lam-ee7024,Indochine,company,"Thé Tôt-Lam (Victor Fiévet), Paris",21935,certificate,9,0,0,0,4,0,18
inde-indochine-pakse-laos-1944-5d4dee,Indochine,company,La province de Paksé (Laos) par Claude Perrens (31 août 1944),21931,apposition,2,0,0,1,0,0,0
inde-indochine-premieres-blanchisseries-hanoi-53b5a5,Indochine,company,Premières blanchisseries de Hanoï,21928,press,2,0,0,0,0,0,13
proche-orient-oriental-industrial-monopolies-317c10,Empire ottoman/Turquie,company,Oriental Industrial Monopolies Ltd,21918,press,12,0,0,0,0,0,22
inde-indochine-route-bacquang-laokay-380375,Indochine,company,Route Bac-quang–Lao-Kay (Tonkin)(1939-1940),21871,person_career,1,0,1,0,0,0,7
inde-indochine-rietmann-poulet-zeltner-e18d2f,Indochine,company,"Rietmann-Poulet-Zeltner (Éts)(Sarl, 1933), Saïgon, Pnom-Penh",21860,deed,32,0,0,0,0,12,2
empire-vapeurs-frs-coules-14-18-c924a4,(unfiled),company,Vapeurs et voiliers français coulés en 1914-1918. Navires allemands reçus en réparation,21828,press,1,0,0,0,0,0,3
inde-indochine-temi-6f1993,Indochine,company,"Transports et messageries de l'Indochine (TEMI)(1927), Saïgon",21787,person_career,9,0,1,0,2,2,17
inde-indochine-clinique-ophtalmologique-cholon-94be7b,Indochine,company,"Clinique ophtalmologique (1920), Cholon",21746,person_career,3,0,4,0,0,0,30
inde-indochine-laques-du-tonkin-a2952f,Indochine,company,"Laques du Tonkin (Société française des)(S.A., 1886), Paris",21723,deed,2,0,0,0,0,1,4
inde-indochine-rizerie-orient-cholon-3f3611,Indochine,company,"Rizerie Orient (Speidel), Cholon",21686,deed,6,0,0,0,0,3,8
afrique-du-nord-ets-maurice-feuillatte-f0a6b2,Algérie,company,"Feuillatte (Éts Maurice)(Anc. Éts coloniaux René Haugou), Paris",21682,person_career,10,0,2,0,0,12,6
inde-indochine-institut-ophtalmo-hue-46a1d2,Indochine,company,"Institut ophtalmologique, Hué",21665,press,5,0,0,0,0,0,9
afrique-occidentale-soaem-dakar-e47457,Sénégal,company,"Ouest-Africaine d’Entreprises maritimes (Société)(SOAEM)(1941-1952), Dakar",21587,apposition,15,0,0,2,0,8,7
inde-indochine-grillet-andre-saigon-32d2d9,Indochine,company,"Grillet (André), Saïgon",21557,press,6,0,0,0,0,0,18
inde-indochine-hopital-de-vinh-a6fd57,Indochine,company,Hôpital de Vinh (Nord-Annam),21549,press,14,0,0,0,0,0,19
inde-indochine-opium-recettes-fiscales-552977,Indochine,company,Part décroissante de l'opium dans les recettes du budget de l'Indochine,21516,press,1,0,0,0,0,0,14
afrique-du-nord-merlo-et-puyou-cdd86b,Algérie,company,"Merlo et Puyou (S.N.C., 1901-1938), Tazmalt (Bougie)",21454,deed,34,0,0,0,0,5,4
inde-indochine-saigon-grand-balcon-9968f7,Indochine,company,"Hôtel du Grand Balcon, puis Hôtel des Balcons, Saïgon",21405,deed,22,0,0,0,0,6,12
afrique-occidentale-phosphates-de-taiba-c42c99,Sénégal,company,Phosphates de Taïba (Compagnie sénégalaise des)(1957),21373,press,17,0,0,0,0,0,33
inde-indochine-opium-au-laos-d376bd,Indochine,company,L'opium au Laos,21261,press,3,0,0,0,0,0,8
inde-indochine-emile-champesteve-36519b,Indochine,person,"Champestève (Émile), Hanoï, Kouang-Tchéou-Wan, Saïgon",21056,deed,21,0,0,0,0,2,30
inde-indochine-doleances-chauffeurs-1928-c650a3,Indochine,company,Doléances des chauffeurs de voitures de maître (1928). Société de secours mutuels des chauffeurs indigènes (1929),20973,person_career,0,0,1,0,0,0,2
inde-indochine-hongay-coal-mines-b47dbd,Indochine,company,"The Hongay coal mines of french Indo-China (Far Eastern Review, september 1930-january 1933, 20 p.).",20957,no_signal,2,0,0,0,0,0,0
inde-indochine-perignon-nha-trang-18c84b,Indochine,company,"Pérignon (Baron Paul)(1865-1935), Nha-trang",20940,press,12,0,0,0,0,0,21
pacifique-international-mining-corp-776f5e,Nouvelle-Calédonie (Mélanésie),company,"International Mining Corporation (1895-1899), Londres",20776,press,10,0,0,0,0,0,10
inde-indochine-laokay-hotel-touring-c083c0,Indochine,company,"Hôtel Touring, Laokay, et La Chaumière, près Chapa (Gabriel Viaud)",20761,deed,15,0,0,0,0,1,21
madagascar-et-djibouti-merite-agricole-reunion-114c6b,La Réunion,source_document,Mérite agricole,20733,person_career,24,0,1,0,0,0,36
afrique-du-nord-le-temps-des-pinardiers-be88da,Algérie,company,"Comment voyagent les vins d'Algérie et de Tunisie (« La Science et la vie », 1er août 1946)",20705,no_signal,1,0,0,0,0,0,0
afrique-occidentale-port-de-conakry-0b98a2,Guinée Conakry,company,Port de Conakry,20699,press,5,0,0,0,0,0,12
inde-indochine-ecole-pratique-agriculture-tuyen-quang-6ec2b2,Indochine,company,École pratique d'agriculture de Tuyen-Quang (1918),20646,apposition,1,0,0,1,0,0,4
empire-francmacons-joef-coloniaux-77dc67,(unfiled),source_document,Liste des francs-maçons coloniaux stigmatisés par le régime de Vichy,20585,press,1,0,0,0,0,0,58
inde-indochine-balencie-henri-18a144,Indochine,person,Balencie (Henri)(1877-après 1952),20544,press,12,0,0,0,0,0,24
afrique-equatoriale-coton-oubangui-tchad-debuts-542199,Oubangui-Chari (Centrafrique),company,La culture du coton en Oubangui et au Tchad,20524,press,1,0,0,0,0,0,17
inde-indochine-chambre-mixte-nord-annam-7baeeb,Indochine,source_document,Chambre mixte de commerce et d'agriculture du Nord-Annam,20486,person_career,7,0,1,1,0,0,7
inde-indochine-vinhlong-bungalow-9fde2f,Indochine,company,"Bungalow, Vinhlong",20408,press,1,0,0,0,0,0,10
afrique-du-nord-eaux-minerales-ain-garci-41509c,Tunisie,company,Eaux minérales naturelles d'Aïn-Garci (Source Pasteur)(S.A. des),20405,person_career,12,0,9,0,2,1,5
pacifique-ballande-par-avisseau-f8389c,Nouvelle-Calédonie (Mélanésie),company,"Les Établissements Ballande et la Nouvelle-Calédonie, par Jean-Paul Avisseau (1997)",20335,no_signal,0,0,0,0,0,0,0
inde-indochine-charbonnages-vinh-phuoc-f2ff7d,Indochine,company,"Charbonnages de Vinh-Phuoc, près Tourane (Annam)",20311,certificate,4,0,0,0,2,1,8
inde-indochine-albert-rousselin-hanoi-6a6663,Indochine,person,"Rousselin (Albert), polytechnicien, Hanoï",20295,press,5,0,0,0,0,0,24
inde-indochine-yvonne-evano-brecq-693237,Indochine,person,Evano-Brecq (Yvonne)(1910-1996),20277,press,7,0,0,0,0,0,1
inde-indochine-institut-vaccinogene-tonkin-cee241,Indochine,company,"Institut vaccinogène du Tonkin à Thai-Hà-Ap, puis Bach Mai (1904-1928)",20222,press,5,0,0,0,0,0,4
inde-indochine-egli-laos-1949-ea99a7,Indochine,source_document,Egli (Jacob),20090,press,1,0,0,0,0,0,4
inde-indochine-guillaume-freres-cafe-ca98e7,Indochine,company,"Guillaume frères, Késo",20083,press,7,0,0,0,0,0,6
inde-indochine-clinique-loubet-hanoi-940571,Indochine,company,"Clinique du docteur Loubet, Hanoï (1922-1933)",20067,person_career,5,0,2,0,0,0,25
inde-indochine-cercle-du-commerce-hanoi-7fd33d,Indochine,source_document,"Cercle du Commerce et de l'Industrie, Hanoï (1904)",20048,press,0,0,0,0,0,0,23
inde-indochine-ream-port-73bf88,Indochine,company,"Réam (Port de), Cambodge",20015,press,2,0,0,0,0,0,6
inde-indochine-le-milon-et-cie-haiphong-de5e8a,Indochine,person,"Le Milon & Cie (Louis), Haïphong",19964,press,4,0,0,0,0,0,27
inde-indochine-victoire-navale-kohchang-17-1-1941-656ebc,Indochine,source_document,Victoire navale française de Kohchang sur la Thaïlande (17 janvier 1941),19946,press,1,0,0,0,0,0,4
madagascar-et-djibouti-graphite-madagascar-1925-1930-88e975,Madagascar,company,Graphite de Madagascar (Le)(1925-1930),19945,apposition,13,0,0,2,0,5,11
inde-indochine-reveil-saigonnais-c131a1,Indochine,company,Réveil saïgonnais (Le)(Édouard Marquis),19915,press,7,0,0,0,0,0,30
inde-indochine-boulangeries-reunies-hanoi-76af03,Indochine,company,"Boulangeries réunies, Hanoï",19766,person_career,3,0,4,0,0,0,29
inde-indochine-soco-cholon-b44a59,Indochine,company,"Commerciale et industrielle franco-coloniale (SOCO)(ex-Comptoir et manufacture d'articles métalliques), Cholon",19714,deed,17,0,0,0,0,10,3
afrique-occidentale-hamon-mf3-aof-f6e1f7,Afrique occidentale française,source_document,"Augustin Hamon, Les maîtres de la France, t. 3, 1938",19663,apposition,0,0,0,1,0,0,0
afrique-du-nord-tunisie-economique-1908-7bcc38,Tunisie,source_document,La Tunisie économique (1908),19597,press,1,0,0,0,0,0,2
inde-indochine-marius-clop-haiphong-1b870d,Indochine,person,"Clop (Marius)(1863-1938), Haïphong",19597,apposition,13,0,0,1,0,2,19
empire-165e-cte-cognac-cd727d,(unfiled),company,Liste des 250 membres de la 165e Compagnie de travailleurs étrangers de Genté affectée à la construction de l'aérodrome ,19530,no_signal,1,0,0,0,0,0,0
afrique-du-nord-armstrong-cork-algerie-4b0072,Algérie,company,"Lièges Armstrong (Cie des)(Armstrong Cork Cy, U.S.A.), Alger, Bougie, Djidjelli",19498,board_list,10,1,0,0,0,0,12
inde-indochine-aviation-indochine-1940-1945-4b45c9,Indochine,company,"Grandeurs et misère de notre aviation en Indochine (1940-1945), par Georges Héloury (Les Ailes, 16 et 23 février 1946)",19437,no_signal,2,0,0,0,0,0,0
afrique-du-nord-djebel-melaliss-ed5a49,Tunisie,company,Djebel-Mélalis (Société des mines du)(1927-1931),19436,certificate,12,0,0,0,4,2,10
