company_id_1,company_id_2,name_1,name_2,reason
portsmarocains,portsmarocainsmehedyakenitrasalerabat,Ports marocains,"Société des ports marocains de Méhédya-Kénitra, Salé et Rabat",key_prefix
portsmarocains,portsmarocainsmehedyaportlyautey,Ports marocains,Société des ports marocains de Méhédya-Port-Lyautey et,key_prefix
portsmarocainsmehedyakenitra,portsmarocainsmehedyakenitrarabatsale,Société des Ports marocains de Méhédya- Kénitra,Société des Ports marocains de Mehedya-Kenitra et Rabat-Salé,key_prefix
portsmarocainsmehedyakenitra,portsmarocainsmehedyakenitrasalerabat,Société des Ports marocains de Méhédya- Kénitra,"Société des ports marocains de Méhédya-Kénitra, Salé et Rabat",key_prefix
presseindochinoise,presseindochinoise19011912,La Presse indochinoise,La presse indochinoise en 1901-1912,key_prefix
presseindochinoise,presseindochinoise19271929,La Presse indochinoise,La presse indochinoise en 1927-1929,key_prefix
presseindochinoise,presseindochinoise1936,La Presse indochinoise,La presse indochinoise en 1936,key_prefix
presseindochinoise,presseindochinoise19381940,La Presse indochinoise,La presse indochinoise en 1938-1940,key_prefix
procedesindustrielscharbonsactifs,procedesindustrielscharbonsactifspica,Procédés industriels et charbons actifs,Procédés industriels et charbons actifs (PICA),key_prefix
producetrustltd,producetrustltdetc,Produce Trust Ltd »,Produce Trust Ltd » etc,key_prefix
produitsalimentaires,produitsalimentairesazotes,Compagnie Générale de produits alimentaires,Société française des Produits alimentaires azotés,key_prefix
produitsannam,produitsannamtanhminhparquangtri,Société des produits d'Annam,"Société des Produits d'Annam, Tanh-Minh, par Quang-Tri",key_prefix
produitsaromatiques,produitsaromatiquesoceanindien,Cie des Produits aromatiques,Société des Produits aromatiques de l'océan Indien,key_prefix
produitschimiques,produitschimiquesmidi,Compagnie de Produits chimiques,Compagnie générale des produits chimiques du Midi,key_prefix
produitscoloniaux,produitscoloniauxparisbagnolet,Société des Produits coloniaux français,"Société des produits coloniaux, Paris, Bagnolet",key_prefix
progil,progilets,Progil,Progil (Éts),key_prefix
prospection,prospectioncoteivoire,Société Générale de prospection,Société de Prospection de la Côte-d’Ivoire,key_prefix
prospection,prospectionetudesminieresmaroc,Société Générale de prospection,Société de prospection et d'études minières au Maroc,key_prefix
provence,provencechfer,PROVENCE,Provence (Ch. de fer de la),key_prefix
quartzmadagascar,quartzmadagascarbp,Le Quartz de Madagascar,"Société du quartz de Madagascar, B. P",key_prefix
rapportconseiladministration,rapportconseiladministrationago,Rapport du conseil d'administration,Rapport du conseil d'administration à l'AGO,key_prefix
rapportconseiladministration,rapportconseiladministrationrelatif,Rapport du conseil d'administration,Rapport du conseil d'administration relatif,key_prefix
reassurances,reassurancesgenerales,Les Réassurances,Compagnie française de réassurances générales,key_prefix
reassurances,reassurancesvie,Les Réassurances,Compagnie générale de réassurances-vie,key_prefix
recherches,recherchesauriferescamerouno,Compagnie de recherches,Société de recherches aurifères au Cameroun (S.O,key_prefix
recherches,recherchesauriferesgabon,Compagnie de recherches,Cie de recherches aurifères au Gabon,key_prefix
recherches,recherchesetudesminieres,Compagnie de recherches,Société de recherches et d'études minières,key_prefix
recherches,recherchesetudesminieresafriquecentrale,Compagnie de recherches,Société de Recherches et d'études minières pour l'Afrique centrale,key_prefix
recherches,recherchesforages,Compagnie de recherches,"Société de Recherches et de forages, puis S.A. de gérance des bruttos de la Société de recherches et de forages",key_prefix
recherches,recherchesforagespetroleszerhoun,Compagnie de recherches,Société de recherches et forages des Pétroles du Zérhoun,key_prefix
recherches,recherchesminieres,Compagnie de recherches,Société de recherches minières,key_prefix
recherches,recherchesminieresfalta,Compagnie de recherches,Société de Recherches minières du Falta,key_prefix
recherches,recherchesminieresfaltamaroc,Compagnie de recherches,Recherches minières du Falta (Maroc),key_prefix
recherches,recherchesminieresoubangui,Compagnie de recherches,Cie générale de recherches minières de l'Oubangui,key_prefix
recherches,recherchesminieresoubanguicgrmo,Compagnie de recherches,Compagnie Générale de Recherches minières de l’Oubangui (CGRMO,key_prefix
recherches,recherchesminierespotenkodogo,Compagnie de recherches,Société de Recherches minières de Po-Tenkodogo,key_prefix
recherches,recherchesminieresvalleemekong,Compagnie de recherches,Société de recherches minières de la Vallée du Mékong,key_prefix
recherches,recherchesvenezuela,Compagnie de recherches,Société française de recherches au Venezuela,key_prefix
recherchesetudesminieres,recherchesetudesminieresafriquecentrale,Société de recherches et d'études minières,Société de Recherches et d'études minières pour l'Afrique centrale,key_prefix
recherchesexploitationsminieres,recherchesexploitationsminieresafriquecentrale,Cie de Recherches et d'exploitations minières,Société de recherches et d'exploitations minières pour l'Afrique centrale,key_prefix
recherchesexploitationsminieres,recherchesexploitationsminieresafriqueequatoriale,Cie de Recherches et d'exploitations minières,Société de Recherches et d'exploitations minières de l’Afrique française équatoriale,key_prefix
recherchesexploitationsminieres,recherchesexploitationsminierescoteivoiretortiya,Cie de Recherches et d'exploitations minières,"Société de Recherches et d'exploitations minières de la Côte d'Ivoire, Tortiya",key_prefix
recherchesforages,recherchesforagespetroleszerhoun,"Société de Recherches et de forages, puis S.A. de gérance des bruttos de la Société de recherches et de forages",Société de recherches et forages des Pétroles du Zérhoun,key_prefix
recherchesminieres,recherchesminieresfalta,Société de recherches minières,Société de Recherches minières du Falta,key_prefix
recherchesminieres,recherchesminieresfaltamaroc,Société de recherches minières,Recherches minières du Falta (Maroc),key_prefix
recherchesminieres,recherchesminieresoubangui,Société de recherches minières,Cie générale de recherches minières de l'Oubangui,key_prefix
recherchesminieres,recherchesminieresoubanguicgrmo,Société de recherches minières,Compagnie Générale de Recherches minières de l’Oubangui (CGRMO,key_prefix
recherchesminieres,recherchesminierespotenkodogo,Société de recherches minières,Société de Recherches minières de Po-Tenkodogo,key_prefix
recherchesminieres,recherchesminieresvalleemekong,Société de recherches minières,Société de recherches minières de la Vallée du Mékong,key_prefix
recherchesminieresfalta,recherchesminieresfaltamaroc,Société de Recherches minières du Falta,Recherches minières du Falta (Maroc),key_prefix
recherchesminieresoubangui,recherchesminieresoubanguicgrmo,Cie générale de recherches minières de l'Oubangui,Compagnie Générale de Recherches minières de l’Oubangui (CGRMO,key_prefix
remorquage,remorquagepilotagesauvetage,Société générale de remorquage,"Compagnie de Remorquage, de pilotage et de sauvetage",key_prefix
renault,renaultregienatusines,Renault,Renault (Régie nat. des usines),key_prefix
rentefonciere,rentefoncierealgerie,La Rente foncière,Rente foncière d'Algérie,key_prefix
repertoireentreprisescoloniales,repertoireentreprisescoloniales1910caledonie,Répertoire des entreprises coloniales,Répertoire des entreprises coloniales 1910-Nouvelle-Calédonie,key_prefix
representationsindustr,representationsindustriellescommerciales,Cie Représentations industr,Sté de représentations industrielles et commerciales,key_prefix
rizeriesindochinoises,rizeriesindochinoisesagence,Rizeries indochinoises,"RIZERIES INDOCHINOISES, Agence",key_prefix
rizeriesindochinoises,rizeriesindochinoisesmaiseriesindochinoises,Rizeries indochinoises,"Rizeries indochinoises, Maïseries indochinoises",key_prefix
rizicolebattambang,rizicolebattambangourizicolebattambang,Société rizicole de Battambang (S,Société rizicole de Battambang ou Rizicole de Battambang,key_prefix
rizindochine,rizindochinedenisfreres,Compagnie Générale des Riz d'Indochine,Riz d'Indochine Denis frères,key_prefix
robertmussardimmobiliere,robertmussardimmobilierekenitra,Robert Mussard. Société immobilière,Robert Mussard. Société immobilière de Kénitra,key_prefix
rochefortaiseproduitsalim,rochefortaiseproduitsalimentaires,Rochefortaise de produits alim,"Société Rochefortaise de produits alimentaires, puis Rochefortaise S.A.",key_prefix
rochefortaiseproduitsalim,rochefortaiseproduitsalimentairesvohimasina,Rochefortaise de produits alim,"Société Rochefortaise de produits alimentaires, Vohimasina",key_prefix
rochefortaiseproduitsalimentaires,rochefortaiseproduitsalimentairesvohimasina,"Société Rochefortaise de produits alimentaires, puis Rochefortaise S.A.","Société Rochefortaise de produits alimentaires, Vohimasina",key_prefix
routecoloniale1,routecoloniale13,Route coloniale 1,Route coloniale 13,key_prefix
royaleasturiennemines,royaleasturienneminesdirection,Compagnie royale Asturienne des Mines,"Cie Royale ASTURIENNE DES MINES, direction générale",key_prefix
saigon,saigonpalace,Saïgon,Saïgon-Palace,key_prefix
saint,saintdenis,Le Saint,SAINT-DENIS,key_prefix
saint,saintelie,Le Saint,Saint-Élie,key_prefix
saint,saintelieadieuvatsn,Le Saint,Saint-Élie et Adieu-Vat (SN des),key_prefix
saintelie,saintelieadieuvatsn,Saint-Élie,Saint-Élie et Adieu-Vat (SN des),key_prefix
sambiranaise,sambiranaiseambohimenaparambanja,Compagnie Sambiranaise,"Cie Sambiranaise, AMBOHIMENA, par Ambanja",key_prefix
sangha,sanghalikouala,Compagnie de la Sangha,Compagnie Générale Sangha-Likouala,key_prefix
sangha,sanghaoubanguiforest,Compagnie de la Sangha,Sangha-Oubangui (Compagnie forest.),key_prefix
sauvage,sauvagecottu,Sauvage),"Sauvage, Cottu et Cie",key_prefix
secretaire,secretairebanquemadagascar,secrétaire général de la Compagnie,secrétaire général de la Banque de Madagascar,key_prefix
secretaire,secretairebanqueparis,secrétaire général de la Compagnie,secrétaire général de la Banque de Paris,key_prefix
secretaire,secretairebasogooue,secrétaire général de la Compagnie,secrétaire général de la Société du Bas-Ogooué,key_prefix
secretaire,secretairecivilezayana,secrétaire général de la Compagnie,secrétaire de la Société civile de Zayana,key_prefix
secretaire,secretairedirecteurusines,secrétaire général de la Compagnie,secrétaire général. Directeur général des usines,key_prefix
secretaire,secretairegrandshotels,secrétaire général de la Compagnie,secrétaire général de la Société des Grands-Hôtels,key_prefix
secretaire,secretairehonoraireministerefinances,secrétaire général de la Compagnie,secrétaire général honoraire an Ministère des Finances,key_prefix
secretaire,secretaireministereinterieur,secrétaire général de la Compagnie,secrétaire général du ministère de l'Intérieur,key_prefix
secretaire,secretairesuez,secrétaire général de la Compagnie,secrétaire général de la Compagnie du Suez,key_prefix
sellettesannamites,sellettesannamitesartdeco,Sellettes annamites,Sellettes annamites Art déco,key_prefix
senegalaise,senegalaisecultureslalemenqui,Compagnie anonyme La Sénégalaise,… Société sénégalaise de cultures Lalé-Menqui …,key_prefix
senegalaise,senegalaisecultureslatemengue,Compagnie anonyme La Sénégalaise,Société Sénégalaise de Cultures Late-Mengué,key_prefix
senegalaise,senegalaisehuilesrufisqueh,Compagnie anonyme La Sénégalaise,Société sénégalaise des huiles de Rufisque (S.S.H,key_prefix
senegalaise,senegalaiseimportationexportation102,Compagnie anonyme La Sénégalaise,"Société sénégalaise d'importation et d'exportation, |102",key_prefix
senegalaise,senegalaisephosphatestaiba,Compagnie anonyme La Sénégalaise,Compagnie sénégalaise des Phosphates de Taïba,key_prefix
senegalaise,senegalaisetransportscommun,Compagnie anonyme La Sénégalaise,Compagnie sénégalaise de transports en commun,key_prefix
senegalaise,senegalaisevoieseconomiques,Compagnie anonyme La Sénégalaise,Compagnie Sénégalaise de voies économiques,key_prefix
sennahrubber,sennahrubbercyltd,Sennah Rubber,Sennah rubber Cy ltd,key_prefix
sino,sinocommerce,Compagnie sino-française,Cie Sino-française de commerce,key_prefix
socindustrielle,socindustriellecommercialeemyrne,Soc. an INDUSTRIELLE,Soc. industrielle et commerciale de l'EMYRNE,key_prefix
socindustrielle,socindustriellegrandepeche,Soc. an INDUSTRIELLE,Soc. industrielle de la GRANDE-PÉCHE,key_prefix
socindustrielle,socindustrielletelephones,Soc. an INDUSTRIELLE,Soc. Industrielle des TÉLÉPHONES,key_prefix
soiesfranceindochine,soiesfranceindochineparrolandthomas,"Compagnie générale des Soies de France et d'Indochine, puis Soies Cambodge et Cochinchine",Compagnie générale des Soies de France et d'Indochine par Roland THOMAS,key_prefix
soleil,soleilvie,Soleil,Soleil-Vie,key_prefix
soliditit,solidititfrssofra,Soliditit français,Soliditit frs (SOFRA),key_prefix
souchere,soucherer,La Souchère,La Souchère (R. de),key_prefix
sucreries,sucrerieschili,Société des Sucreries,Française de Sucreries au Chili,key_prefix
sucreries,sucreriesmilletreunies,Société des Sucreries,Sucreries Millet réunies,key_prefix
sucreries,sucreriesmoule,Société des Sucreries,Société des Sucreries du Moule,key_prefix
sucreriesmarseillaisesmadagascar,sucreriesmarseillaisesmadagascarnamakia,Sucreries marseillaises de Madagascar,"Sucreries marseillaises de Madagascar, Namakia",key_prefix
sucreriesraffineriesindochine,sucreriesraffineriesindochinehiephoa,Sucreries et raffineries de l'Indochine,"Sucreries et raffineries de l’Indochine, Hiêp-Hoa",key_prefix
sucriere,sucriereantilles,Compagnie sucrière,Compagnie Sucrière des Antilles,key_prefix
sucriere,sucriereusinepointesimon,Compagnie sucrière,Compagnie Sucrière de l’usine Pointe-Simon,key_prefix
sucriereannam,sucriereannamthachbanphuyen,Société sucrière d'Annam,"Société Sucrière d'Annam, Thach-Ban, Phu-Yen",key_prefix
sucrieremarocaine,sucrieremarocainecosuma,Compagnie Sucrière Marocaine,Compagnie sucrière marocaine (COSUMA),key_prefix
syndicat,syndicatcongo,au Syndicat,Syndicat Congo,key_prefix
syndicat,syndicatetudesafrique,au Syndicat,Syndicat d'études en Afrique,key_prefix
syndicat,syndicatindochinois,au Syndicat,Syndicat français indo-chinois,key_prefix
syndicat,syndicatlaos,au Syndicat,Syndicat français du Laos,key_prefix
syndicat,syndicatlyonnaisetudesindochine,au Syndicat,Syndicat lyonnais d'études pour l'Indo-Chine,key_prefix
syndicat,syndicatlyonnaisnordafricain,au Syndicat,Syndicat lyonnais nord-africain,key_prefix
syndicat,syndicatmana,au Syndicat,Syndicat Mana,key_prefix
syndicat,syndicatmaroc,au Syndicat,Syndicat général pour le Maroc,key_prefix
syndicat,syndicatminesdjebeltrozzadjebelserdj,au Syndicat,Syndicat des MINES du DJEBEL-TROZZA et DJEBEL SERDJ,key_prefix
syndicat,syndicatminierborea,au Syndicat,Syndicat minier Borea et Cie,key_prefix
syndicat,syndicatminierextremeorient,au Syndicat,syndicat minier d'Extrême-Orient,key_prefix
syndicat,syndicatminierhautlaotien,au Syndicat,Syndicat minier haut-laotien,key_prefix
syndicat,syndicatminiermaroc,au Syndicat,Syndicat minier du Maroc,key_prefix
syndicat,syndicatouestafricain,au Syndicat,Syndicat Ouest-Africain,key_prefix
syndicat,syndicatparisienetudesminieres,au Syndicat,Syndicat parisien d’études minières,key_prefix
syndicat,syndicatsoudan,au Syndicat,Syndicat du Soudan français,key_prefix
syndicat,syndicattientsin,au Syndicat,Syndicat français de Tien-Tsin,key_prefix
tamiangrubber,tamiangrubberestates,Tamiang Rubber,Tamiang Rubber Estates,key_prefix
tamiangrubber,tamiangrubberestatesltd,Tamiang Rubber,The Tamiang rubber estates ltd,key_prefix
tamiangrubberestates,tamiangrubberestatesltd,Tamiang Rubber Estates,The Tamiang rubber estates ltd,key_prefix
tanneriesindochine,tanneriesindochinethuykhe,Société des Tanneries de l'Indochine,"Tanneries de l’Indochine, Thuy-Khé",key_prefix
taourel,taourelfreres,Taourel,Société Taourel frères et Cie,key_prefix
techniqueetudesindustrielles,techniqueetudesindustriellescommercialesmarocsteic,de la Société technique d'études industrielles,Société technique d'études industrielles et commerciales au Maroc (STEIC,key_prefix
theatremunicipal,theatremunicipalhaiphong,Théâtre municipal,Le théâtre municipal de Haïphong,key_prefix
theatremunicipal,theatremunicipalhanoi,Théâtre municipal,Le théâtre municipal de Hanoï,key_prefix
theodore,theodorejvieyra,Cie. L. Théodore,Théodore J. Vieyra,key_prefix
tramway,tramways,Compagnie générale française des Tramway,Compagnie Générale Française de Tramways,key_prefix
tramway,tramwaysdonai,Compagnie générale française des Tramway,Compagnie française des Tramways du Donaï,key_prefix
tramways,tramwaysdonai,Compagnie Générale Française de Tramways,Compagnie française des Tramways du Donaï,key_prefix
transports,transportsaeriensextremeorient,Cie générale de transports,Société des Transports aériens d’Extrême-Orient,key_prefix
transports,transportsaeriensguyanais,Cie générale de transports,Transports aériens guyanais,key_prefix
transports,transportsaeriensmaroc,Cie générale de transports,Cie générale de transports aériens au Maroc,key_prefix
transports,transportsafrique,Cie générale de transports,Compagnie Générale de transports en Afrique,key_prefix
transports,transportsamiens,Cie générale de transports,Transports d’Amiens,key_prefix
transports,transportscommunregionhanoi,Cie générale de transports,Transports en commun de la région d’Hanoï (ex-Tramways de Hanoï),key_prefix
transports,transportscongooubanguitchad,Cie générale de transports,Transports Congo-Oubangui-Tchad,key_prefix
transports,transportsdouai,Cie générale de transports,Transports de Douai,key_prefix
transports,transportsfluviauxlaos,Cie générale de transports,Société des Transports fluviaux du Laos,key_prefix
transports,transportsindochine,Cie générale de transports,Société des Transports d'Indochine,key_prefix
transports,transportsmaritimes,Cie générale de transports,de la Société générale de transports maritimes,key_prefix
transports,transportsmaritimesfluviauxindochine,Cie générale de transports,Transports maritimes et fluviaux de l'Indochine,key_prefix
transports,transportsmaritimesvapeur,Cie générale de transports,Société générale de transports maritimes à vapeur,key_prefix
transports,transportsmazeres,Cie générale de transports,Transports Mazères,key_prefix
transports,transportsminiers,Cie générale de transports,Société de transports miniers,key_prefix
transports,transportsmory,Cie générale de transports,Transports Mory,key_prefix
transports,transportsoceaniques,Cie générale de transports,Compagnie de Transports océaniques,key_prefix
transports,transportsoubanguicameroun,Cie générale de transports,"Société de Transports Oubangui-Cameroun, puis Société des transports ouest-centrafricains",key_prefix
transports,transportsouhamenana,Cie générale de transports,Compagnie de Transports Cie française de l'Ouhame et de la Nana,key_prefix
transports,transportspetrolierssftp,Cie générale de transports,Société française de transports pétroliers (SFTP),key_prefix
transports,transportsrabatsale,Cie générale de transports,Compagnie des Transports de Rabat-Salé,key_prefix
transports,transportstourismemaroc,Cie générale de transports,Compagnie Générale de Transports et tourisme au Maroc,key_prefix
transports,transportsurbainsruraux,Cie générale de transports,Société des transports urbains et ruraux,key_prefix
transportsaeriensintercontinentaux,transportsaeriensintercontinentauxmaroc,Transports aériens intercontinentaux,Compagnie des Transports aériens intercontinentaux du Maroc,key_prefix
transportsautomobilesreunisindochine,transportsautomobilesreunisindochinetransportscommunhotellerie,"Société anon, des Transports automobiles réunis de l'Indochine française","Transports automobiles réunis de l'Indochine française, transports en commun, hôtellerie",key_prefix
transportsmaritimes,transportsmaritimesfluviauxindochine,de la Société générale de transports maritimes,Transports maritimes et fluviaux de l'Indochine,key_prefix
transportsmaritimes,transportsmaritimesvapeur,de la Société générale de transports maritimes,Société générale de transports maritimes à vapeur,key_prefix
transportsmaritimesafriqueoccidentale,transportsmaritimesafriqueoccidentalectm,Compagnie de Transports maritimes de l'Afrique occidentale française,Cie de transports maritimes de l'Afrique occidentale Française (C.T.M. de,key_prefix
travauxeclairage,travauxeclairageforcecgtefclemancon,Compagnie générale de travaux d'éclairage,Compagnie générale de travaux d’éclairage et de force (CGTEF-Clémançon),key_prefix
travauxhydrauliques,travauxhydrauliquesentreprisesgenerales,Société des Travaux hydrauliques,Travaux hydrauliques et entreprises générales,key_prefix
travauxhydrauliques,travauxhydrauliquesentreprisesgeneralesalgerie,Société des Travaux hydrauliques,Travaux hydrauliques et entreprises générales en Algérie,key_prefix
travauxhydrauliques,travauxhydrauliquesentreprisesgeneralesthegparis1919,Société des Travaux hydrauliques,"Travaux hydrauliques et entreprises générales (THEG), Paris (S.A., 1919)",key_prefix
travauxhydrauliquesentreprisesgenerales,travauxhydrauliquesentreprisesgeneralesalgerie,Travaux hydrauliques et entreprises générales,Travaux hydrauliques et entreprises générales en Algérie,key_prefix
travauxhydrauliquesentreprisesgenerales,travauxhydrauliquesentreprisesgeneralesthegparis1919,Travaux hydrauliques et entreprises générales,"Travaux hydrauliques et entreprises générales (THEG), Paris (S.A., 1919)",key_prefix
unicomer,unicomeretsreychenne,L'UNICOMER,UNICOMER (Éts. R. Eychenne),key_prefix
union,unioncorpltd,Union,Union corp. ltd,key_prefix
union,unionmines,Union,Union des mines,key_prefix
union,uniontres,Union,Union de Tres,key_prefix
union,uniontrust,Union,Union Trust,key_prefix
union,unionvie,Union,L'Union-Vie,key_prefix
union,unionvie1829,Union,Union-Vie (1829),key_prefix
unionafricaineagric,unionafricaineagricole,Union africaine agric,Union Africaine Agricole,key_prefix
unioncomptoirsoutremer,unioncomptoirsoutremerunicomer,Union des comptoirs d'outre-mer,Union des Comptoirs d'Outre-Mer UNICOMER,key_prefix
unionconsommateursproduitsmetallurgiques,unionconsommateursproduitsmetallurgiquesindustrielsucpmihagondange,Union des consommateurs de produits métallurgiques,"Union des consommateurs de produits métallurgiques et industriels (UCPMI), Hagondange",key_prefix
unionengrais,unionengraisproduitschimiquesusinepallicerachatparauby,Union française d'engrais,Union française d’engrais et de produits chimiques (usine à La Pallice)(rachat par Auby,key_prefix
unioneuropeenneindustrielle,unioneuropeenneindustriellefinanciereueif,Union européenne industrielle,Union européenne industrielle et financière (UEIF),key_prefix
unionhydroelectrique,unionhydroelectriqueafricaine,Union hydro-électrique,Union hydro-électrique africaine,key_prefix
unionindochinoise,unionindochinoiseouunionindochinoise,l'Union indochinoise,L'Union indo-chinoise ou Union indochinoise,key_prefix
unionindochinoise,unionindochinoisetabacsthuduc,l'Union indochinoise,"Union indochinoise de tabacs, Thu-duc",key_prefix
unionindustriellecreditreconstitution,unionindustriellecreditreconstitutionuic,Union industrielle de crédit pour la reconstitution,Union industrielle de crédit pour la reconstitution (UIC),key_prefix
unionmarocaine,unionmarocaineoutremer,Union marocaine,Union marocaine et d'outremer,key_prefix
unionmetropolitaine,unionmetropolitaineafricaine,l'Union métropolitaine,Union métropolitaine et africaine,key_prefix
unionmetropolitaine,unionmetropolitainecaledohebridaise,l'Union métropolitaine,Union métropolitaine et calédo-hébridaise,key_prefix
unionminiere,unionminierebascongo,de l'Union minière,Union minière du Bas-Congo,key_prefix
unionminiere,unionminierebordjredir,de l'Union minière,Union minière de Bordj-Redir,key_prefix
unionminiere,unionminierehautemana,de l'Union minière,Union minière de la Haute-Mana,key_prefix
unionminiere,unionminierehautkatanga,de l'Union minière,Union minière du Haut-Katanga,key_prefix
unionminiere,unionminierehtemanaguyane,de l'Union minière,Union minière de la Hte Mana (Guyane),key_prefix
unionminierefinancierecoloniale,unionminierefinancierecolonialeumfcindochine,Union minière et financière coloniale,Union minière financière et coloniale UMFC -Indochine,key_prefix
uniontropicaleplantations,uniontropicaleplantationscoteivoire,Union tropicale de plantations,Union tropicale de plantations (Côte d’Ivoire),key_prefix
unionvie,unionvie1829,L'Union-Vie,Union-Vie (1829),key_prefix
universelleexplosifs,universelleexplosifsproduitschimiques,"Universelle d'Explosifs, puis Société générale d'explosifs, La Manouba","Société Universelle d'Explosifs et de produits chimiques, puis Universelle des Explosifs",key_prefix
usines,usinesdior,Usines à,Usines Dior,key_prefix
usines,usinesgrandsocco,Usines à,Usines du Grand-Socco,key_prefix
usines,usinesgrasse,Usines à,usines à Grasse,key_prefix
usines,usineshanoi,Usines à,Usines à Hanoï,key_prefix
usines,usinesmelle,Usines à,Usines de Melle,key_prefix
usines,usinespiedselle,Usines à,Usines de Pied-Selle,key_prefix
usines,usinessousse,Usines à,Usines à Sousse,key_prefix
usinesmetallurgiquesbasseloire,usinesmetallurgiquesbasseloireantecedents,Usines métallurgiques de la BASSE-LOIRE,Usines métallurgiques de la Basse-Loire et antécédents,key_prefix
vautheretgroslaforge,vautheretgroslaforgesoierieslyon,"VAUTHERET, GROS et LAFORGE","Vautheret, Gros & Laforge, soieries à Lyon",key_prefix
verneuilgravereaud,verneuilgravereaudbtp,Verneuil & Gravereaud,"Verneuil & Gravereaud, BTP",key_prefix
verneuilgravereaud,verneuilgravereaudlinsonsouanson,Verneuil & Gravereaud,"Verneuil et Gravereaud, Lin-Son et Souan-Son",key_prefix
verreriesindochine,verreriesindochinecongmy,Société française des verreries d'Indochine,Société française des Verreries d'Indochine à Cong-My,key_prefix
vieillemontagne,vieillemontagnealgerie,Vieille Montagne,La Vieille-Montagne en Algérie,key_prefix
vignoblesmediterranee,vignoblesmediterraneealgerie,VIGNOBLES DE LA MÉDITERRANÉE,Vignobles de la Méditerranée (Algérie),key_prefix
vignoblesmediterranee,vignoblesmediterraneedomainemonvilleduzerville,VIGNOBLES DE LA MÉDITERRANÉE,"Compagnie des Vignobles de la Méditerranée, domaine de Monville à Duzerville",key_prefix
vignobleszayana,vignobleszayanatunisie,Société des Vignobles de Zayana,Vignobles de Zayana (Tunisie),key_prefix
yoniakolente,yoniakolentekolente,La Yonia-Kolenté,"« La Yonia-Kolente », KOLENTÉ",key_prefix
1918domainesbenislimantablat,domaines,"S.A., 1918 Domaines des Beni Sliman, , Tablat",des Domaines,token_subset
3unioncommercialeindochinoise,adminunioncommercialeindochinoise,3°) Union commerciale indochinoise,admin. Union commerciale indochinoise,token_subset
3unioncommercialeindochinoise,kerguenunioncommercialeindochinoise,3°) Union commerciale indochinoise,A. Kerguen. Union commerciale indochinoise,token_subset
3unioncommercialeindochinoise,luciaunioncommercialeindochinoiseafricaine,3°) Union commerciale indochinoise,LUCIA (Union commerciale indochinoise et africaine),token_subset
3unioncommercialeindochinoise,unioncommercialeindochinoiseafricaine,3°) Union commerciale indochinoise,L'Union commerciale indochinoise et africaine,token_subset
3unioncommercialeindochinoise,unioncommercialeindochinoisereunis,3°) Union commerciale indochinoise,Union commerciale indochinoise réunis),token_subset
3unioncommercialeindochinoise,unionindochinoise,3°) Union commerciale indochinoise,l'Union indochinoise,token_subset
5rapportconseiladministrationmessieurs,administration,5. RAPPORT DU CONSEIL D'ADMINISTRATION MESSIEURS,Administration,token_subset
5rapportconseiladministrationmessieurs,havardduclosrapportconseiladministrationmessieurs,5. RAPPORT DU CONSEIL D'ADMINISTRATION MESSIEURS,Havard-Duclos. RAPPORT DU CONSEIL D'ADMINISTRATION Messieurs,token_subset
5rapportconseiladministrationmessieurs,henriguilminrapportconseiladministrationmessieurs,5. RAPPORT DU CONSEIL D'ADMINISTRATION MESSIEURS,Henri Guilmin RAPPORT DU CONSEIL D'ADMINISTRATION Messieurs,token_subset
5rapportconseiladministrationmessieurs,manufacturesrapportconseiladministrationmessieurs,5. RAPPORT DU CONSEIL D'ADMINISTRATION MESSIEURS,manufactures. RAPPORT DU CONSEIL D'ADMINISTRATION Messieurs,token_subset
5rapportconseiladministrationmessieurs,rapportconseiladministration,5. RAPPORT DU CONSEIL D'ADMINISTRATION MESSIEURS,Rapport du conseil d'administration,token_subset
5rapportconseiladministrationmessieurs,victorrapportconseiladministrationmessieurs,5. RAPPORT DU CONSEIL D'ADMINISTRATION MESSIEURS,Victor. RAPPORT DU CONSEIL ADMINISTRATION Messieurs,token_subset
acajouscoteivoire,compagniedes,Compagnie des Acajous de la Côte-d'Ivoire,Compagnie des,token_subset
acieriesforgeshautsfourneauxpiombino,hautsfourneaux,"Société des aciéries, forges et hauts fourneaux de Piombino",de la Société des Hauts Fourneaux,token_subset
acierieslongwylorraineescautlouvroilmontbardaunoyelongometalactuma,longometal,"Aciéries de Longwy > Lorraine-Escaut, Louvroil-Montbard-Aunoye, Longométal, Actuma,",Longométal,token_subset
acieriesmarine,forgesacieriesmarinestetienne,Aciéries de la Marine,Forges et aciéries de la Marine et de St-Étienne,token_subset
acieriesmicheville,micheville,Société des Aciéries de Micheville,Micheville,token_subset
acieriesnord,forgesacieriesnordest,Aciéries du Nord,Forges et aciéries du Nord et de l'Est,token_subset
acmer,usines,ACMER (ex Usines Ch,Usines à,token_subset
actionscharbonnagesekaterine,charbonnages,— actions Charbonnages d'Ekatérine,CHARBONNAGES,token_subset
admasiatique,asiatique,adm. Cie asiatique,Cie asiatique,token_subset
admdelegueafricainecommerce,africaine,adm.-délégué de la Cie africaine de Commerce,L'Africaine,token_subset
admincherifiennecharbonnagesdjerada,charbonnages,admin. Sté chérifienne des charbonnages de Djerada,CHARBONNAGES,token_subset
adminconstructionsciviles,constructions,admin. La Société de constructions civiles,Société de constructions,token_subset
