person_id,name_clean,chambers,both_chambers,constituencies,n_constituencies,also_minister,first_year,last_year,tenure_years,n_snapshots,snapshots,key_ambiguous,in_network,n_companies,n_proxy_firms,territories,n_territories,evidence
japy,Japy,Senate,0,Doubs,1,0,,,,1,1924,1,0,0,0,,0,roster
japy-g,Gaston Japy,Senate,0,Doubs,1,0,,,,3,1930; 1932; 1936,0,1,1,0,Empire (transversal),1,roster
jean-carnot,[Jean] CARNOT,Chamber of Deputies,0,Charente,1,0,1924,1928,4,0,,0,0,0,0,,0,mention
jean-moreau,Jean-Moreau,Chamber of Deputies,0,Auxerre,1,0,,,,0,,1,0,0,0,,0,mention
jean-thureau-dangin,[Jean] Thureau-Dangin,Chamber of Deputies,0,Seine-Inférieure,1,0,,,,0,,0,0,0,0,,0,mention
jeanneney,Jeanneney,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
jenouvrier,Jenouvrier,Senate,0,Ille-et-Vilaine,1,0,1905,1905,0,0,,1,0,0,0,,0,mention
jenouvrier-l,Léon Jenouvrier,Senate,0,IIle-et-Vilaine,1,0,1907,1932,25,2,1930; 1932,0,1,1,0,Algérie,1,roster
join-lambert-a,André Join-Lambert,Chamber of Deputies,0,Eure,1,0,1919,1936,17,3,1924; 1930; 1936,0,1,2,2,Empire (transversal); Indochine,2,roster
josse,Josse,Senate,0,Eure,1,0,,,,1,1924,1,1,9,0,Afrique occidentale française; Afrique équatoriale française; Empire (transversal); Empire ottoman/Turquie; Indochine,5,roster
josse-p,Prosper Josse,Chamber of Deputies; Senate,1,Eure,1,0,1900,1942,42,1,1930,0,1,5,0,Afrique occidentale française; Afrique équatoriale française,2,mention; roster
jourdain,Jourdain,Senate,0,Haut-Rhin,1,1,,,,0,,1,1,2,0,Afrique équatoriale française; La Réunion,2,mention
jourdain-p,Paul Jourdain,Chamber of Deputies; Senate,1,Haut-Rhin,1,1,,,,4,1924; 1930; 1932; 1936,0,1,5,0,Afrique occidentale française; Algérie; Empire (transversal),3,mention; roster
jovelet-a,Anatole Jovelet,Senate,0,Somme,1,0,,,,3,1930; 1932; 1936,0,0,0,0,,0,roster
judet-v,Victor Judet,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
julien-j,Jules Julien,Chamber of Deputies,0,Rhône,1,0,,,,1,1936,0,1,1,0,Empire (transversal),1,roster
julien-rouland,[Julien] Rouland,Chamber of Deputies,0,Seine-Inférieure,1,0,,,,0,,0,0,0,0,,0,mention
kaya-bey-c,Chukri Kaya Bey,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
kerguezec-g,Gustave Kerguézec,Senate,0,Côtes-du-Nord,1,0,,,,2,1930; 1932,0,0,0,0,,0,roster
krantz-c,Camille Krantz,Chamber of Deputies,0,Vosges; Épinal,2,1,1891,1910,19,0,,0,1,9,0,Afrique occidentale française; Algérie; Indochine; Madagascar; Maroc; Égypte,6,mention
l-lachomette-jean,L LACHOMETTE Jean,Senate,0,Haute-Loire,1,0,,,,0,,0,0,0,0,,0,mention
l-oceanie-francaise,L'Océanie Française,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
labat,Labat,Chamber of Deputies,0,Gironde,1,0,,,,0,,1,0,0,0,,0,mention
labbe,Labbé,Senate,0,,0,0,,,,0,,1,1,2,0,Indochine; Tunisie,2,mention
labes-e,Édouard LABES,Chamber of Deputies,0,Morbihan,1,0,,,,1,1930,0,0,0,0,,0,mention; roster
labroue-h,Henri LABROUE,Chamber of Deputies,0,Gironde,1,1,,,,0,,0,0,0,0,,0,mention
labrousse-l,Louis Labrousse,Chamber of Deputies,0,Madagascar,1,0,1951,1955,4,1,1954,0,0,0,0,,0,mention; roster
lachomette-j,Jean Lachomette,Senate,0,Haute-Loire,1,0,,,,1,1954,0,0,0,0,,0,roster
lafagette-r,Roger Lafagette,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
lafarge-r,René LAFARGE,Chamber of Deputies,0,Corrèze,1,0,,,,1,1930,0,1,1,0,Empire (transversal),1,mention; roster
lafont-e,Ernest Lafont,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
lagarrosse-g,Gaston LAGARROSSE,Senate,0,Côte,1,0,,,,1,1954,0,1,2,0,Afrique occidentale française; Afrique équatoriale française,2,mention; roster
lagrosilliere,Lagrosillière,Chamber of Deputies,0,Martinique,1,0,,,,0,,1,0,0,0,,0,mention
lagrosilliere-j,Joseph Lagrosillière,Chamber of Deputies,0,Martinique,1,0,1910,1942,32,2,1924; 1936,0,0,0,0,,0,mention; roster
laisant,Laisant,Chamber of Deputies,0,,0,0,,,,0,,1,1,1,0,Algérie,1,mention
laisant-c,Charles-Ange Laisant,Chamber of Deputies,0,,0,0,1876,1876,0,0,,0,0,0,0,,0,mention
lalanne,Lalanne,Senate,0,,0,0,,,,0,,1,1,2,0,Afrique équatoriale française,1,mention
lambert-c,Charles Lambert,Chamber of Deputies,0,Rhône,1,0,1924,1932,8,2,1930; 1932,0,1,7,0,Empire (transversal); Indochine,2,roster
lambert-e,Émile Lambert,Senate,0,Ardennes; Gérard,2,0,1931,1931,0,0,,0,1,13,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Empire (transversal); Indochine; Maroc,6,mention
lamoureux,Lamoureux,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
lamoureux-l,Lucien Lamoureux,Chamber of Deputies,0,Allier,1,1,1919,1942,23,1,1936,0,0,0,0,,0,mention; roster
lancien,Lancien,Senate,0,Finistère,1,0,,,,0,,1,0,0,0,,0,mention
lancien-f,Fernand Lancien,Senate,0,Finistère,1,0,,,,3,1930; 1932; 1936,0,0,0,0,,0,roster
lanet-j,Joseph Lanet,Chamber of Deputies,0,Seine,1,0,1951,1955,4,1,1954,0,0,0,0,,0,mention; roster
langlois-m,Maurice LANGLOIS,Senate,0,Oise,1,0,1924,1933,9,2,1930; 1932,0,1,5,0,Indochine,1,mention; roster
laniel-j,Joseph Laniel,Chamber of Deputies,0,Calvados,1,0,1954,1954,0,2,1936; 1954,0,0,0,0,,0,roster
laniel-r,René Laniel,Senate,0,Orne,1,0,,,,1,1954,0,0,0,0,,0,roster
lanne,Lanne,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
lannelongue,Lannelongue,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
lannes-de-montebello,Lannes de Montebello,Chamber of Deputies,0,MRP des Deux-Sèvres,1,0,1868,1868,0,0,,0,0,0,0,,0,mention
lapie-o,O. LAPIE,Chamber of Deputies,0,Nancy,1,0,,,,0,,0,0,0,0,,0,mention
larche-g,Georges Larché,Senate,0,Communauté,1,0,,,,0,,0,1,3,0,Afrique occidentale française; Empire (transversal),2,mention
largier-e,Edmond Largier,Chamber of Deputies,0,Ardèche,1,0,1928,1932,4,2,1930; 1932,0,1,1,0,Empire (transversal),1,roster
laroche-h,Hippolyte Laroche,Chamber of Deputies,0,,0,0,,,,0,,0,1,4,0,Maroc,1,mention
laroche-joubert,Laroche-Joubert,Chamber of Deputies,0,,0,0,,,,0,,1,1,2,0,Empire (transversal); Maroc,2,mention
laroche-joubert-e,Edmond Laroche-Joubert,Chamber of Deputies,0,Bloc; Charente,2,0,1924,1928,4,1,1930,0,1,1,0,Afrique équatoriale française,1,mention; roster
laroche-joubert-j,Jean-Edmond Laroche-Joubert,Chamber of Deputies,0,Charente,1,0,,,,0,,0,0,0,0,,0,mention
laroze-p,Pierre Laroze,Chamber of Deputies,0,Gironde,1,0,1893,1902,9,0,,0,1,2,0,Afrique occidentale française; Afrique équatoriale française,2,mention
las-cases-e,Emmanuel Las Cases,Senate,0,Lozère,1,0,1903,1933,30,2,1930; 1932,0,0,0,0,,0,roster
laserve,Laserve,Chamber of Deputies,0,Réunion,1,0,,,,0,,1,0,0,0,,0,mention
lassalle,Lassalle,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
lassalle-r,Robert Lassalle,Chamber of Deputies,0,Landes,1,0,,,,0,,0,0,0,0,,0,mention
lasserre-m,Maurice Lasserre,Chamber of Deputies,0,Tarn-et-Garonne,1,0,,,,0,,0,1,1,0,Afrique équatoriale française,1,mention
lasteyrie-c,Charles Lasteyrie,Chamber of Deputies,0,Corrèze,1,0,1919,1924,5,3,1930; 1932; 1936,0,1,1,0,Empire (transversal),1,roster
laur-f,F. Laur,Chamber of Deputies,0,Loire,1,0,,,,0,,0,0,0,0,,0,mention
laurencon-l,Léon Laurençon,Chamber of Deputies,0,Hautes-Alpes,1,0,1877,1906,29,0,,0,0,0,0,,0,mention
laurent-eynac,Laurent-Eynac,Chamber of Deputies,0,,0,1,,,,0,,1,0,0,0,,0,mention
lautier-e,Eugène Lautier,Chamber of Deputies,0,Guyane,1,1,1924,1932,8,2,1930; 1932,0,1,6,0,Afrique équatoriale française; Algérie; Empire ottoman/Turquie; Maroc; Syrie-Liban,5,mention; roster
lauvray-l,Léon Lauvray,Chamber of Deputies,0,,0,0,,,,0,,0,1,1,0,Algérie,1,mention
lavoinne-a,André Lavoinne,Senate,0,Seine-Inférieure,1,0,,,,3,1930; 1932; 1936,0,0,0,0,,0,roster
law-b,Bonar LAW,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
le-cesne-j-jules,Jules Le Cesne,Chamber of Deputies,0,Havre,1,0,,,,0,,0,1,3,0,Afrique occidentale française,1,mention
le-cour-grandmaison-h,Henri Le Cour Grandmaison,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
le-herisse-r,René Le Hérissé,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
le-provost-de-launay-g,Gaston Le Provost de Launay,Chamber of Deputies,0,Charente-Inférieure; Chte-Mme,2,0,,,,0,,0,1,4,0,Afrique équatoriale française; Indochine,2,mention
leb-m,Marcel Leb,Senate,0,Nièvre,1,0,,,,1,1936,0,0,0,0,,0,roster
lebaudy,Lebaudy,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
lebaudy-p,Paul Lebaudy,Chamber of Deputies,0,,0,0,1890,1910,20,0,,0,0,0,0,,0,mention
leblanc-e-eugene,Edmond Leblanc,Chamber of Deputies; Senate,1,,0,0,1906,1942,36,3,1930; 1932; 1936,0,1,2,0,Afrique occidentale française; Empire (transversal),2,mention; roster
lebon-a-alfred,André Lebon,Chamber of Deputies,0,Deux-Sèvres,1,1,,,,0,,0,1,13,0,Afrique occidentale française; Algérie; Empire (transversal); Indochine; Madagascar; Maroc,6,mention
lebon-p,Pierre Lebon,Chamber of Deputies,0,Deux-Sèvres,1,0,1924,1924,0,1,1954,0,1,13,0,Algérie; Empire (transversal); Empire ottoman/Turquie; Maroc,4,roster
leboucq,Leboucq,Chamber of Deputies,0,Paris,1,0,,,,0,,1,0,0,0,,0,mention
leboucq-c,CHARLES LEBOUCQ,Chamber of Deputies,0,Paris; Seine,2,0,,,,2,1924; 1930,0,0,0,0,,0,mention; roster
lebrun-a,Albert Lebrun,Chamber of Deputies; Senate,1,Meurthe-et-Moselle,1,1,1900,1920,20,3,1924; 1930; 1932,0,1,5,0,Empire (transversal); Maroc,2,mention; roster
leconte-a,Alfred Leconte,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
lecourtier,Lecourtier,Chamber of Deputies; Senate,1,,0,0,1919,1924,5,1,1932,1,0,0,0,,0,mention; roster
lecourtier-g,Georges Lecourtier,Senate,0,Meuse,1,0,,,,1,1936,0,0,0,0,,0,roster
lecrepel-a,Achille Lecrépel,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
lederlin,Lederlin,Senate,0,,0,1,1862,1942,80,0,,1,1,3,0,Empire (transversal); Guadeloupe et Martinique; Indochine,3,mention
lederlin-c,C. C. N. Lederlin,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
lederlin-p,Paul Lederlin,Senate,0,Corse; Vosges,2,0,1919,1927,8,3,1924; 1932; 1936,0,1,1,0,Indochine,1,mention; roster
leenhardt-f,Francis Leenhardt,Chamber of Deputies,0,Bouches-du-Rhône,1,0,,,,1,1954,0,0,0,0,,0,roster
lefebvre-du-prey-e,Edmond Lefebvre du Prey,Chamber of Deputies; Senate,1,Pas-de-Calais,1,0,,,,3,1930; 1932; 1936,0,0,0,0,,0,mention; roster
lefevre-pontalis-a,Amédée Lefèvre-Pontalis,Chamber of Deputies,0,Châteaudun,1,0,1871,1876,5,0,,0,1,1,0,Algérie,1,mention
legrand,Legrand,Chamber of Deputies,0,,0,0,,,,0,,1,1,12,0,Afrique occidentale française; Afrique équatoriale française; Empire (transversal); Guinée Conakry; Indochine; Maroc; Tunisie,7,mention
legrand-l,Louis Legrand,Chamber of Deputies,0,,0,0,1876,1882,6,0,,0,1,3,0,Empire (transversal); Madagascar; Maroc,3,mention
lemaire-j,J. Lemaire,Chamber of Deputies,0,Inde,1,0,,,,0,,0,1,2,0,Empire (transversal),1,mention
lemery,Lémery,Senate,0,Martinique,1,0,,,,0,,1,0,0,0,,0,mention
lenail-p,Pierre Lenail,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
lenoir-c,Camille LENOIR,Chamber of Deputies,0,Marne,1,0,,,,1,1930,0,0,0,0,,0,mention; roster
leon-mougeot,[Léon] Mougeot,Chamber of Deputies; Senate,1,Haute-Marne,1,0,1893,1921,28,0,,0,0,0,0,,0,mention
leonardi-cattolica-p,Pascal Leonardi Cattolica,Senate,0,,0,0,,,,0,,0,1,1,0,Tunisie,1,mention
leroux-p,Paul Leroux,Senate,0,Vendée,1,0,,,,1,1924,0,0,0,0,,0,roster
leroy-a,Arthur Leroy,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
lesache,Lesaché,Senate,0,Aube,1,0,,,,0,,1,0,0,0,,0,mention
lesache-v,Victor Lesaché,Chamber of Deputies; Senate,1,Aube,1,0,,,,4,1924; 1930; 1932; 1936,0,1,4,0,Afrique occidentale française; Empire (transversal); Indochine,3,roster
lesueur-g,Georges Lesueur,Senate,0,,0,0,1888,1897,9,0,,0,1,1,0,Empire (transversal),1,mention
letellier,Letellier,Chamber of Deputies,0,,0,0,,,,0,,1,1,3,0,Afrique équatoriale française; Empire (transversal); Indochine,3,mention
letellier-a,Alfred Letellier,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
levacher-f,François Levacher,Chamber of Deputies,0,Eure-et-Loir,1,0,,,,1,1954,0,0,0,0,,0,roster
levasseur-a,Arthur LEVASSEUR,Chamber of Deputies,0,Seine,1,0,,,,1,1930,0,1,1,0,Empire (transversal),1,mention; roster
levecque,Lévecque,Chamber of Deputies,0,,0,0,,,,0,,1,1,1,0,Indochine,1,mention
levecque-e,Ernest Fernand Levecque,Chamber of Deputies,0,Amiens; Somme,2,0,1893,1897,4,0,,0,0,0,0,,0,mention
leveille,Leveillé,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
levy-alphandery-g,Georges Lévy-Alphandéry,Chamber of Deputies,0,Haute-Marne,1,0,1924,1942,18,3,1930; 1932; 1936,0,0,0,0,,0,roster
levy-m-marcel,Moïse Levy,Senate,0,Haute-Saône,1,0,,,,1,1936,0,1,3,0,Algérie; Maroc,2,roster
levy-r-raymond,Raphaël-Georges Lévy,Senate,0,Seine,1,0,,,,1,1924,0,1,1,0,Maroc,1,mention; roster
lhopiteau-g,Gustave LHOPITEAU,Senate,0,Eure-et-Loir,1,0,,,,2,1924; 1930,0,1,1,0,Afrique occidentale française,1,mention; roster
liautey-a,André Liautey,Chamber of Deputies,0,Haute-Saône,1,0,,,,1,1936,0,0,0,0,,0,roster
lidorikis-g,G. P. Lidorikis,Chamber of Deputies,0,,0,0,,,,0,,0,1,1,0,Grèce,1,mention
lillaz-h,Henri Lillaz,Chamber of Deputies,0,Basses-Pyrénées,1,0,1928,1936,8,3,1930; 1932; 1936,0,0,0,0,,0,roster
linyer-l,Louis Linyer,Senate,0,Loire-Inférieure,1,0,,,,3,1930; 1932; 1936,0,0,0,0,,0,roster
lionel-de-tastes,Lionel de Tastes,Chamber of Deputies,0,Seine,1,0,1928,1936,8,0,,0,0,0,0,,0,mention
lippens-a,Arthur Lippens,Senate,0,Gironde,1,0,,,,0,,0,1,1,0,Empire (transversal),1,mention
lisette-g,Gabriel LISETTE,Chamber of Deputies,0,Tchad,1,0,,,,0,,0,0,0,0,,0,mention
livry-level-p,Philippe Livry-Level,Chamber of Deputies,0,MRP,1,0,1946,1951,5,0,,0,1,2,0,Afrique occidentale française; Indochine,2,mention
londres-depute-de-la-sarthe,Londres; député de la Sarthe,Chamber of Deputies; Senate,1,Sarthe,1,0,1895,1904,9,0,,0,0,0,0,,0,mention
long-m,Maurice Long,Chamber of Deputies,0,Drôme,1,1,,,,0,,0,0,0,0,,0,mention
longchambon-h,Henri Longchambon,Senate,0,R.G.R,1,1,1947,1969,22,1,1954,0,1,2,0,Afrique équatoriale française; Maroc,2,mention; roster
lorgere-a,André Lorgère,Chamber of Deputies,0,Côtes-du-Nord,1,0,,,,1,1936,0,1,4,0,Afrique équatoriale française; Chine; Empire (transversal); Tunisie,4,roster
lorin-h,Henri Lorin,Chamber of Deputies,0,Gironde,1,0,1919,1932,13,2,1930; 1932,0,1,4,0,Afrique occidentale française; Maroc,2,mention; roster
loste-h,Henry Loste,Senate,0,Wallis et Futuna; Wallis-et-Futuna,2,0,1962,1971,9,0,,0,1,14,0,Afrique occidentale française; Algérie; Empire (transversal); Inde (Comptoirs français de l’); Indochine; Nouvelle-Calédonie (Mélanésie),6,mention
loubet-j,Joseph Loubet,Senate,0,Lot,1,0,,,,3,1930; 1932; 1936,0,0,0,0,,0,roster
loucheur,Loucheur,Chamber of Deputies,0,Nord,1,1,,,,1,1930,1,0,0,0,,0,mention; roster
loucheur-l,Louis LOUCHEUR,Chamber of Deputies,0,Nord,1,0,1919,1931,12,2,1930; 1932,0,0,0,0,,0,mention; roster
louis-boudenoot-p,Probablement Louis Boudenoot,Chamber of Deputies; Senate,1,,0,0,1889,1922,33,0,,0,0,0,0,,0,mention
louis-dreyfus-l,Louis Louis-Dreyfus,Chamber of Deputies,0,Alpes-Maritimes,1,0,,,,0,,0,0,0,0,,0,mention
louis-lucien-klotz-d,Dont Louis-Lucien Klotz,Chamber of Deputies,0,,0,1,1895,1925,30,0,,0,0,0,0,,0,mention
lourties,Lourties,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
lourties-v,Victor Lourties,Senate,0,Landes,1,0,,,,1,1936,0,0,0,0,,0,roster
louvel-j,Jean-Marie Louvel,Chamber of Deputies,0,Calvados,1,0,,,,1,1954,0,0,0,0,,0,roster
loze-h,Henry Lozé,Chamber of Deputies,0,JORF,1,0,,,,0,,0,0,0,0,,0,mention
lubersac-g,Guy Lubersac,Senate,0,Aisne,1,0,1920,1932,12,2,1930; 1932,0,0,0,0,,0,roster
lucien-arbel,[Lucien] Arbel,Senate,0,,0,0,,,,0,,0,1,1,0,Empire (transversal),1,mention
luigi-della-torre,Luigi Della Torre,Senate,0,,0,0,,,,0,,0,1,1,0,Empire (transversal),1,mention
luquot-j,J. Luquot,Chamber of Deputies,0,Gironde,1,0,,,,0,,0,0,0,0,,0,mention
m-zaita,M'Zaïta,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
machet-g,Georges-Émile MACHET,Senate,0,Savoie,1,0,,,,2,1930; 1932,0,0,0,0,,0,mention; roster
maginot-a,André MAGINOT,Chamber of Deputies,0,Meuse,1,0,1910,1932,22,2,1930; 1932,0,1,1,0,Maroc,1,mention; roster
magny-p,Paul Magny,Senate,0,Seine,1,0,,,,1,1924,0,0,0,0,,0,roster
mahieu,Mahieu,Chamber of Deputies,0,,0,0,,,,0,,1,1,2,0,Empire (transversal); Tunisie,2,mention
mahieu-a,Albert Mahieu,Senate,0,Nord,1,0,1924,1940,16,3,1930; 1932; 1936,0,1,1,0,Indochine,1,mention; roster
maitre-h,Henri MAITRE,Chamber of Deputies,0,Saône-et-Loire; Saône-et-Loire et Mme,2,0,1910,1924,14,2,1924; 1930,0,1,1,0,Indochine,1,mention; roster
malingre,Malingre,Chamber of Deputies,0,Seine,1,0,,,,0,,1,0,0,0,,0,mention
manaut-a,A. Frédéric Manaut,Chamber of Deputies,0,Pyrénées-Orientales,1,0,1910,1914,4,0,,0,0,0,0,,0,mention
manaut-f,Frédéric-Victor-Adolphe MANAUT,Chamber of Deputies,0,Pyrénées-Orientales,1,0,1910,1914,4,0,,0,1,3,0,Afrique occidentale française; Empire (transversal),2,mention
manaut-r,René-Victor Manaut,Chamber of Deputies,0,Pyrénées-Orientales,1,0,1919,1932,13,2,1930; 1932,0,1,3,0,Afrique occidentale française; Empire (transversal),2,roster
manceau-a,Anatole Manceau,Senate,0,Maine-et-Loire,1,0,,,,3,1930; 1932; 1936,0,0,0,0,,0,roster
manceau-b,Bernard MANCEAU,Chamber of Deputies,0,Maine-et-Loire,1,0,,,,1,1954,0,0,0,0,,0,mention; roster
mangon-h,Hervé Mangon,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
marcel-delaune,[Marcel] Delaune,Chamber of Deputies,0,Nord,1,0,1898,1910,12,0,,0,0,0,0,,0,mention
marchandeau-p,Paul Marchandeau,Chamber of Deputies,0,Marne,1,0,1926,1942,16,3,1930; 1932; 1936,0,0,0,0,,0,roster
marchegay-l,Louis Marchegay,Chamber of Deputies,0,La,1,0,1895,1998,103,0,,0,1,2,0,Algérie; Indochine,2,mention
marconi-g,Guillaume Marconi,Senate,0,,0,0,,,,0,,0,1,1,0,Tunisie,1,mention
marcou-d,Désiré MARCOU,Senate,0,Guinée,1,0,,,,1,1954,0,1,2,0,Afrique occidentale française,1,mention; roster
maret-h,Henry Maret,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
marguerie,Marguerie,Senate,0,Moselle,1,0,1920,1933,13,2,1930; 1932,1,0,0,0,,0,roster
marin-l,Louis Marin,Chamber of Deputies,0,Meurthe-et-Moselle,1,1,1905,1951,46,3,1930; 1932; 1936,0,1,3,0,Afrique occidentale française; Afrique équatoriale française; Syrie-Liban,3,mention; roster
marmottan,Marmottan,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
maroger-j,Jean Maroger,Senate,0,Aveyron,1,0,,,,1,1954,0,1,8,0,Afrique occidentale française; Algérie; Empire (transversal); Indochine; Tunisie,5,roster
maroselli-a,André Maroselli,Chamber of Deputies,0,Haute-Saône,1,0,,,,0,,0,0,0,0,,0,mention
marot-e,Émile Marot,Senate,0,Deux-Sèvres,1,0,,,,1,1924,0,0,0,0,,0,roster
marquet-a,Adrien Marquet,Chamber of Deputies,0,Bordeaux,1,0,,,,0,,0,0,0,0,,0,mention
marraud-p,Pierre Marraud,Senate,0,Lot-et-Garonne,1,0,1920,1933,13,3,1924; 1930; 1932,0,1,2,0,Afrique occidentale française,1,mention; roster
martin-binachon,Martin-Binachon,Senate,0,Haute-Loire,1,0,,,,1,1930,1,0,0,0,,0,roster
martin-binachon-r,Régis Martin-Binachon,Senate,0,Haute-Loire,1,0,,,,1,1936,0,1,1,0,Empire (transversal),1,roster
martin-m,Marius Martin,Chamber of Deputies,0,Seine,1,0,1889,1893,4,0,,0,1,2,0,Empire (transversal); Indochine,2,mention
martineau,Martineau,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
marty-a,André Marty,Chamber of Deputies,0,Seine-et-Oise,1,0,,,,0,,0,1,1,0,Indochine,1,mention
mascuraud,Mascuraud,Senate,0,,0,0,,,,0,,1,1,1,0,Algérie,1,mention
masse-a,Auguste Massé,Chamber of Deputies; Senate,1,Cher; Nièvre,2,1,1924,1932,8,1,1930,0,0,0,0,,0,mention; roster
masse-e,Émile Massé,Chamber of Deputies,0,Puy-de-Dôme,1,0,1928,1942,14,2,1932; 1936,0,0,0,0,,0,roster
masse-p,Pierre Masse,Senate,0,,0,1,,,,0,,0,1,1,0,Algérie,1,mention
masson-h,H. Masson,Chamber of Deputies,0,Finistère,1,0,,,,0,,0,0,0,0,,0,mention
mathe-p,Pierre Mathé,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
mathis-e,Édouard Mathis,Chamber of Deputies,0,Vosges,1,0,,,,1,1924,0,0,0,0,,0,roster
matte-g,Georges Matte,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
mauger-e,Émile Mauger,Chamber of Deputies,0,,0,0,1881,1885,4,0,,0,1,2,0,Algérie; Empire (transversal),2,mention
maurel,Maurel,Chamber of Deputies,0,Var,1,0,,,,0,,1,1,6,0,Afrique occidentale francaise; Afrique occidentale française; Algérie; Empire (transversal); Indochine; Maroc,6,mention
maury-e,Eugenio Maury,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
mayer-r,René Mayer,Chamber of Deputies,0,Constantine,1,1,,,,1,1954,0,1,4,0,Afrique occidentale française; Empire (transversal); Tahiti (Polynésie),3,mention; roster
mazerand-g,Georges Mazerand,Chamber of Deputies,0,Meurthe-et-Moselle,1,0,,,,1,1936,0,1,1,0,Empire (transversal),1,roster
meck-h,Henri Meck,Chamber of Deputies,0,Bas-Rhin,1,0,,,,1,1936,0,0,0,0,,0,roster
mege-h,Henri Mège,Chamber of Deputies,0,Dordogrie,1,0,,,,1,1936,0,1,1,0,Algérie,1,roster
mejan-l,Louis Mejan,Senate,0,Gard,1,0,,,,1,1930,0,0,0,0,,0,roster
mejean-l,Louis MEJEAN,Senate,0,Gard,1,0,,,,1,1932,0,0,0,0,,0,mention; roster
menier-g,Gaston Menier,Chamber of Deputies; Senate,1,Meaux; Seine-et-Marne,2,0,1898,1909,11,3,1924; 1930; 1932,0,0,0,0,,0,mention; roster
menthon-f,François Menthon,Chamber of Deputies,0,Haute-Savoie,1,0,,,,1,1954,0,0,0,0,,0,roster
merlant-f,Francis Merlant,Chamber of Deputies,0,Loire-Inférieure,1,0,1924,1936,12,3,1930; 1932; 1936,0,1,2,0,Empire (transversal); Indochine,2,roster
merlin-f,Fernand Merlin,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
messimy-a,Adolphe-Marie Messimy,Chamber of Deputies; Senate,1,Ain,1,0,1919,1935,16,3,1924; 1930; 1932,0,1,7,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Maroc,4,mention; roster
metayer,Métayer,Chamber of Deputies,0,Rouen,1,0,,,,0,,1,1,4,0,Algérie; Empire (transversal),2,mention
metin-a,Albert Métin,Chamber of Deputies,0,Doubs,1,0,,,,0,,0,0,0,0,,0,mention
meunier,Meunier,Chamber of Deputies,0,Bloc,1,0,,,,0,,1,1,4,0,Algérie; Empire (transversal),2,mention
meunier-a,Albert Meunier,Senate,0,Ardennes,1,0,,,,3,1930; 1932; 1936,0,1,5,0,Afrique occidentale française; Empire (transversal); Maroc; Tahiti (Polynésie),4,roster
meunier-c-charles,Charles Meunier,Senate,0,Côtes-du-Nord,1,0,,,,1,1936,0,1,4,0,Afrique occidentale française; Afrique équatoriale française; Empire (transversal),3,roster
meunier-p,Paul Meunier,Chamber of Deputies,0,,0,1,,,,0,,0,1,1,0,Empire (transversal),1,mention
meyer-l,Léon Meyer,Chamber of Deputies,0,Havre; Seine-Inférieure,2,0,1919,1942,23,3,1930; 1932; 1936,0,1,2,0,Algérie,1,mention; roster
michaut-h,Henri Michaut,Senate,0,Meurthe-et-Moselle,1,0,1920,1933,13,3,1924; 1930; 1932,0,1,2,0,Algérie; Maroc,2,roster
michaux,Michaux,Senate,0,Martinique,1,0,,,,0,,1,1,7,0,Afrique occidentale française; Algérie; Nouvelle-Calédonie (Mélanésie); Sénégal,4,mention
