doc_id,source_page,region,page_territory,country,sector,group_path,group_depth,entry_type,name_normalised
afrique-equatoriale-ucaf-libreville-8fe4e1,afrique-equatoriale-francaise.html,Afrique equatoriale francaise,AFRIQUE EQUATORIALE FRANÇAISE,Gabon,Industrie,,0,company,Union coloniale agricole et forestière
afrique-equatoriale-uniafra-ee7f4b,afrique-equatoriale-francaise.html,Afrique equatoriale francaise,AFRIQUE EQUATORIALE FRANÇAISE,Congo-Brazzaville ou Moyen-Congo,Sociétés commerciales,,0,company,Union industrielle africaine
afrique-equatoriale-union-forestiere-africaine-af49c0,afrique-equatoriale-francaise.html,Afrique equatoriale francaise,AFRIQUE EQUATORIALE FRANÇAISE,Gabon,Industrie,,0,company,Union forestière africaine
afrique-equatoriale-videreira-de-angola-accf69,afrique-equatoriale-francaise.html,Afrique equatoriale francaise,AFRIQUE EQUATORIALE FRANÇAISE,Angola,,,0,company,"Videreira de Angola, Morada"
afrique-occidentale-abattoir-conserverie-lyndiane-96b76b,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Industries agro-alimentaires,,0,company,"Société Française d'Alimentation de Chanaud & Cie, puis Coloniale d'alimentation frigorifique"
afrique-occidentale-abcd-j-aubert-4bba17,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Dahomey (Bénin),,,0,company,ABCD J. Aubert & Cie
afrique-occidentale-abidjan-troisieme-capitale-2f43b4,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Documents généraux (par ordre chronologique),,0,source_document,"Abidjan, troisième capitale de la Côte-d'Ivoire, par le texte et par l'image. Par Jacques Bobée"
afrique-occidentale-acajous-cote-d-ivoire-55a92d,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Industries,,0,company,Compagnie des Acajous de la Côte-d'Ivoire
afrique-occidentale-acaof-b1825f,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Commerce,,0,company,Agricole et Commerciale de l'Afrique occidentale française
afrique-occidentale-adulessa-company-ltd-dc3864,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Mines,,0,company,The Côte-d'Ivoire and Adulessa Company Ltd
afrique-occidentale-aec-1922-aof-togo-9cef7c,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,source_document,Annuaire des entreprises coloniales 1922
afrique-occidentale-aec-1926-aof-togo-b4d838,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,source_document,Annuaire des entreprises coloniales 1926
afrique-occidentale-aec-1937-aof-togo-879c40,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,source_document,Annuaire des entreprises coloniales 1937
afrique-occidentale-aec-1949-aof-togo-9b7c17,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,source_document,Annuaire des entreprises coloniales 1949
afrique-occidentale-aec-1951-aof-togo-9a864d,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,source_document,Annuaire des entreprises coloniales 1951
afrique-occidentale-aec-1951-cote-ivoire-9a27f1,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Documents généraux (par ordre chronologique),,0,source_document,Annuaire des entreprises coloniales 1951-Côte d’Ivoire
afrique-occidentale-aec-1951-guinee-c7cf01,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,,,0,company,Annuaire des entreprises coloniales 1951-Guinée
afrique-occidentale-aec-1951-senegal-b71d8d,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,,,0,company,Annuaire des entreprises coloniales 1951-Sénégal
afrique-occidentale-aero-club-d-abidjan-7a707a,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Transports,,0,company,Aéro-Club d'Abidjan
afrique-occidentale-aerodrome-d-abidjan-bf5e95,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Transports,,0,company,Aérodrome d'Abidjan Port-Bouët
afrique-occidentale-africaine-credit-mobilier-ca9e5f,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Banque,,0,company,Société Africaine de crédit mobilier
afrique-occidentale-africaine-de-commerce-c36cd3,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Commerce,,0,company,Compagnie Africaine de Commerce
afrique-occidentale-africaine-de-commerce-c36cd3,afrique-equatoriale-francaise.html,Afrique equatoriale francaise,AFRIQUE EQUATORIALE FRANÇAISE,Afrique équatoriale française,Sociétés commerciales,,0,company,Compagnie Africaine de Commerce
afrique-occidentale-africaine-de-sisal-3002bf,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Industries agro-alimentaires,,0,company,"Compagnie Africaine de Sisal, Oyenbam, par Rufisque"
afrique-occidentale-africaine-electricite-1922-1930-8f70e5,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Industries,,0,company,"Société Africaine d'électricité, Saint-Louis-du-Sénégal"
afrique-occidentale-africaine-francaise-c31f8d,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Commerce,,0,company,L'Africaine française
afrique-occidentale-agric-forest-cote-ivoire-736462,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Industries,,0,company,Société Agricole et Forestière de la Côte-d'Ivoire
afrique-occidentale-agricole-de-la-cote-d-ivoire-9c8644,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",,0,company,Société Agricole de la Côte d'Ivoire
afrique-occidentale-agricole-de-la-kilissi-1befed,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,Agro-alimentaire,,0,company,Société agricole de la Kilissi
afrique-occidentale-agricole-guinee-francaise-b10d24,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,Agro-alimentaire,,0,company,"Cie Agricole de la Guinée française, puis Agricole de Guinée"
afrique-occidentale-aime-olivier-de-sanderval-8a09ee,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,Commerce,,0,person,"Olivier, vicomte de Sanderval"
afrique-occidentale-alangoua-and-comoe-goldfields-b44442,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Mines,,0,company,"The Alangoua and Comoë Goldfields, Londres-Paris"
afrique-occidentale-albaric-afrique-199442,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Industries,,0,company,Albaric-Afrique
afrique-occidentale-amedee-bretigniere-bfe80b,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Industries,Kong (Compagnie française de) : des Rochelais à la manœuvre,1,person,Bretignière
afrique-occidentale-anc-etablissements-pascal-01bf09,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Dahomey (Bénin),,,0,company,Anciens Établissements Pascal
afrique-occidentale-angoulvant-1908-1916-f6cab1,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Documents généraux (par ordre chronologique),,0,source_document,La Côte d’Ivoire sous le lieutenant-gouverneur Gabriel Angoulvant
afrique-occidentale-ann-indus-1925-aof-2ae958,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,source_document,Annuaire industriel 1925
afrique-occidentale-ann-indus-1938-aof-4cb9be,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,source_document,Annuaire industriel 1938
afrique-occidentale-antonetti-1918-1924-c815c7,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Documents généraux (par ordre chronologique),,0,source_document,La Côte d’Ivoire sous le lieutenant-gouverneur Raphaël Antonetti
afrique-occidentale-armandon-et-compagnie-11e0f8,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Dahomey (Bénin),,,0,company,Armandon & Cie
afrique-occidentale-arthur-verdier-db38c9,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Industries,Kong (Compagnie française de) : des Rochelais à la manœuvre,1,person,Verdier
afrique-occidentale-bananeraies-guineennes-fb4c18,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,Agro-alimentaire,,0,company,Société des Bananeraies guinéennes
afrique-occidentale-bananeraies-kin-san-6f7e08,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,Agro-alimentaire,,0,company,Société des Cultures et bananeraies du Kin-San
afrique-occidentale-bananeries-africaines-74d23c,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,Agro-alimentaire,,0,company,Bananeries africaines
afrique-occidentale-banjul-breweries-d013bd,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Gambie,,,0,company,Banjul Breweries
afrique-occidentale-banque-afrique-occidentale-435553,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Banque,,0,company,Banque de l'Afrique occidentale
afrique-occidentale-banque-du-senegal-41db0b,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Banque,,0,company,Banque du Sénégal
afrique-occidentale-baoule-ivory-coast-6f666a,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Mines,,0,company,"The Baoule Consolidated mines, limited"
afrique-occidentale-barthes-et-guiraud-faa372,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Commerce,,0,company,Barthès et Guiraud
afrique-occidentale-bauxites-du-midi-kassa-bf2880,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,Mines,,0,company,"Société des Bauxites du Midi, Kassa"
afrique-occidentale-bca-1924-1963-b31da7,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Banque,,0,company,Banque commerciale africaine
afrique-occidentale-bergougnan-guinee-206d97,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,Commerce,,0,company,Société Coloniale des Comptoirs Bergougnan
afrique-occidentale-berry-aof-1956-1957-0ac4a6,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,source_document,"L'A.O.F. vue de l'A.O.F., par André et Madeleine Berry"
afrique-occidentale-binger-1893-1896-2ed6bd,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Documents généraux (par ordre chronologique),,0,source_document,La Côte d’Ivoire sous le gouverneur Gustave Binger
afrique-occidentale-binger-bamako-grand-bassam-a6b835,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Documents généraux (par ordre chronologique),,0,source_document,Gustave Binger
afrique-occidentale-bingerville-3e6f58,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Documents généraux (par ordre chronologique),,0,source_document,"Bingerville, deuxième capitale de la Côte-d'Ivoire, par le texte et par l'image. Cartes postales réunies par Jacques Bobée"
afrique-occidentale-blohorn-abidjan-af18c6,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",,0,company,"Blohorn-Huilerie et savonnerie des lagunes, et filiales"
afrique-occidentale-bobee-exploitation-forestiere-104449,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Documents généraux (par ordre chronologique),,0,source_document,La forêt ivoirienne et son exploitation
afrique-occidentale-bois-de-la-cote-d-ivoire-0266b1,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Industries,,0,company,Compagnie des Bois de la Côte-d'Ivoire
afrique-occidentale-bois-de-sassandra-b7c1ff,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Industries,,0,company,Société des Bois de Sassandra
afrique-occidentale-bordelaise-comptoirs-afric-5b6c0b,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Commerce,,0,company,Compagnie Bordelaise des Comptoirs africains
afrique-occidentale-borremans-grand-bassam-6a9240,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Documents généraux (par ordre chronologique),,0,source_document,"Borremans, Précis d'histoire de Grand-Bassam"
afrique-occidentale-bracodi-b5e1d7,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",,0,company,Société des Brasseries de la Côte-d'Ivoire
afrique-occidentale-bramali-5077b2,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Industrie,,0,company,"Brasseries du Mali, Bamako. Absorption de la Société malienne des boissons gazeuses . Nouvelle dénomination"
afrique-occidentale-braniger-d42998,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Industrie,,0,company,"Société de Brasserie et de boissons gazeuses du Niger, Niamey"
afrique-occidentale-brasserie-du-benin-lome-e2df87,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Togo,Industrie,,0,company,"Brasserie du Bénin, BB Lomé, Boissons rafraîchissantes d'Afrique"
afrique-occidentale-brasseries-de-bouake-e9ee83,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",,0,company,Société des Brasseries de Bouaké
afrique-occidentale-bravolta-e32c47,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Industrie,,0,company,"Brasserie de la Haute-Volta, Bobo-Dioulasso, Brakina, Ouagadougou, puis Boissons rafraîchissantes du Burkina Faso"
afrique-occidentale-breteuil-afrique-noire-fddcfe,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Presse,,0,company,le groupe de Breteuil
afrique-occidentale-brevie-islamisme-c-naturisme-soudan-5a35a7,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Généralités,,0,company,"Jules Brévié, Islamisme contre naturisme au Soudan français, 1923, 320 p."
afrique-occidentale-briqueteries-de-bamako-ac85b4,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Industrie,,0,company,Briqueteries de Bamako
afrique-occidentale-buhan-et-teisseire-157d49,empire.html,Empire (transversal),EMPIRE,,Sociétés commerciales transcoloniales,,0,company,"Buhan et Teisseire, puis L. Teisseire et Cie"
afrique-occidentale-buhan-et-teisseire-157d49,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Commerce,,0,company,"Buhan et Teisseire, puis L. Teisseire et Cie"
afrique-occidentale-cabotage-vapeur-senegal-f3b792,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Transports,,0,company,Société française de Cabotage à vapeur du Sénégal et des Rivières du Sud
afrique-occidentale-cacia-3f07f1,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,Agro-alimentaire,,0,company,"Cie d'Agriculture, de commerce et d'industrie d’Afrique"
afrique-occidentale-cacib-263f94,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Industries,,0,company,"Compagnie Agricole, Commerciale et Industrielle de Badikaha CACIB)"
afrique-occidentale-cais-sisal-5c24a5,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Industrie,,0,company,"Compagnie Agricole et Industrielle du Soudan, puis Agricole et Industrielle de l'Ouest africain"
afrique-occidentale-caoutchouc-du-rio-compony-911963,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,Agro-alimentaire,,0,company,Société de Plantations de caoutchouc du Rio-Compony
afrique-occidentale-caoutchoucs-de-casamance-2a719b,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Industries,,0,company,Compagnie des Caoutchoucs de Casamance
afrique-occidentale-cathedrale-abidjan-e14900,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Documents généraux (par ordre chronologique),,0,source_document,La cathédrale Saint-Paul d'Abidjan
afrique-occidentale-ccgaf-3491ef,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Industries,,0,company,Compagnie de Constructions générales en Afrique française
afrique-occidentale-ccgaf-3491ef,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Industries,,0,company,Compagnie de Constructions générales en Afrique française
afrique-occidentale-cfci-grand-bassam-bac16d,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Commerce,,0,company,Compagnie Française de la Côte d'Ivoire
afrique-occidentale-charbonnages-de-dakar-1b087a,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Transports,,0,company,Compagnie française des Charbonnages de Dakar
afrique-occidentale-charles-perinaud-abidjan-29591d,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Commerce,,0,company,Éts Charles Périnaud
afrique-occidentale-chaux-ciments-a-o-f-735df9,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Industries,,0,company,Société coloniale — puis commerciale — des Chaux et ciments de l'A.-O.F.
afrique-occidentale-chaux-ciments-senegal-00bdca,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Industries,,0,company,Chaux et ciments du Sénégal
afrique-occidentale-chavanel-1879-1966-0989ae,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Commerce,,0,company,Chavanel et Cie
afrique-occidentale-chdfer-conakry-niger-225610,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,Transports,,0,company,Chemin de fer de Conakry au Niger
afrique-occidentale-chemin-fer-cote-d-ivoire-cf770a,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Transports,,0,company,Chemin de fer de la Côte-d’Ivoire
afrique-occidentale-chemins-fer-aof-1927-b1dc08,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,source_document,Les Chemins de fer de l'A.O.F. en 1927
afrique-occidentale-chemins-fer-dahomey-a961d2,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Dahomey (Bénin),,,0,company,Compagnie française de Chemins de fer au Dahomey ou Central-Dahoméen
afrique-occidentale-chemins-fer-est-dahomeen-669927,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Dahomey (Bénin),,,0,company,Chemin de fer Est-Dahoméen
afrique-occidentale-chfer-dakar-saint-louis-4be6bc,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Transports,,0,company,Compagnie du Chemin de fer de Dakar à Saint-Louis
afrique-occidentale-chfer-thies-niger-50b513,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Transports,,0,company,Chemin de fer Thiès-Niger
afrique-occidentale-choa-8712d6,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Commerce,,0,company,Compagnie Hôtelière de l'Ouest Africain CHOA)
afrique-occidentale-cica-marseille-1b9cbf,empire.html,Empire (transversal),EMPIRE,,Sociétés commerciales transcoloniales,,0,company,Société Commerciale et Industrielle de la Côte d'Afrique
afrique-occidentale-cica-marseille-1b9cbf,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Commerce,,0,company,Société Commerciale et Industrielle de la Côte d'Afrique
afrique-occidentale-cie-africaine-entreprises-8e7e06,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Industries,,0,company,Compagnie Africaine d'Entreprises . Siège
afrique-occidentale-cie-coloniale-cote-d-ivoire-b56f9b,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Commerce,,0,company,Compagnie Coloniale de la Côte-d’Ivoire
afrique-occidentale-cie-coloniale-dahomey-9fcefe,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Dahomey (Bénin),,,0,company,Compagnie Coloniale du Dahomey
afrique-occidentale-cie-coloniale-du-bandama-572235,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",,0,company,Compagnie Coloniale du Bandama
afrique-occidentale-cie-coloniale-fr-africaine-231a98,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Commerce,,0,company,Compagnie Coloniale Franco-Africaine
afrique-occidentale-cie-coloniale-peche-et-commerce-5c998d,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Mauritanie,Industries diverses,,0,company,Compagnie Coloniale de pêche et commerce
afrique-occidentale-cie-du-niger-francais-b5e422,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique occidentale française,Commerce,,0,company,Compagnie du Niger français
afrique-occidentale-cie-elevage-niger-89d9d9,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Industrie,,0,company,"Compagnie d'Élevage du Niger, Diré"
afrique-occidentale-cie-fonciere-de-l-afrique-6e4646,madagascar-et-djibouti.html,Madagascar et Djibouti,Djibouti Les Comores MADAGASCAR La Réunion,Djibouti,Foncier et immobilier,,0,company,"Compagnie Foncière de l'Ouest-Africain, puis Foncière de l'Afrique"
afrique-occidentale-cie-fonciere-de-l-afrique-6e4646,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Sénégal,Foncier et immobilier,,0,company,"Compagnie Foncière de l'Ouest-Africain, puis Foncière de l'Afrique"
afrique-occidentale-cie-forestiere-de-sassandra-5494a7,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Côte d'Ivoire,Industries,,0,company,Compagnie Forestière de Sassandra
afrique-occidentale-cie-frse-du-haut-niger-d13398,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Commerce,,0,company,Compagnie française du Haut-Niger (1899-1902
afrique-occidentale-cie-frse-du-togo-59daa0,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Togo,Agriculture,,0,company,Compagnie française du Togo
afrique-occidentale-cie-frse-niger-lobi-1963a1,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Industrie,,0,company,Compagnie de Française du Niger-Lobi
afrique-occidentale-cie-miniere-de-conakry-09b654,afrique-occidentale-francaise.html,Afrique occidentale francaise,AFRIQUE OCCIDENTALE FRANÇAISE,Guinée Conakry,Agro-alimentaire,,0,company,Compagnie Minière de Conakry
