doc_id,person_key,person_id,in_network,name_clean,surname,given,chamber,constituency,years_raw,year_start,year_end,n_spans,also_minister,pattern,evidence,source_ref,region,country
afrique-du-nord-mokta-el-hadid-algerie-477970,chabaud-latour,,0,Chabaud-Latour,Chabaud-Latour,,Chamber of Deputies,Gard,,,,0,1,entry_header,"Sidonie Talabot. Administrateur de Denain-Anzin. Chabaud-Latour (1801-1885) : ancien député du Gard, ancien ministre, sénateur inamovible. 5 Louis Frémy (1805-1891) : dé",Cie des minerais de fer magnétiques de Mokta-el-Hadid,Algerie,Algérie
afrique-du-nord-mokta-el-hadid-algerie-477970,chabaud-latour,,0,Chabaud-Latour,Chabaud-Latour,,Senate,,1805-1891,1805,1891,1,1,entry_header,"n-Anzin. Chabaud-Latour (1801-1885) : ancien député du Gard, ancien ministre, sénateur inamovible. 5 Louis Frémy (1805-1891) : député de l’Yonne (1849-1851, 1865-18",Cie des minerais de fer magnétiques de Mokta-el-Hadid,Algerie,Algérie
afrique-du-nord-mokta-el-hadid-algerie-477970,fremy-l,fremy-l,1,Louis Frémy,Frémy,Louis,Chamber of Deputies,Yonne,"1849-1851, 1865-1869",1849,1869,2,0,entry_header,"té du Gard, ancien ministre, sénateur inamovible. 5 Louis Frémy (1805-1891) : député de l’Yonne (1849-1851, 1865-1869), gouverneur du Crédit foncier 6 (1857-1877),",Cie des minerais de fer magnétiques de Mokta-el-Hadid,Algerie,Algérie
afrique-du-nord-mokta-el-hadid-algerie-477970,denis,denis,1,Denis,Denis,,Chamber of Deputies,,,,,0,0,apposition,"e M. de Noireterre à la Chambre des députés, pétition sur laquelle M. Denis, député, va très prochainement déposer le rapport, soulève une fois encore cette affai",Cie des minerais de fer magnétiques de Mokta-el-Hadid,Algerie,Algérie
afrique-du-nord-mokta-el-hadid-algerie-477970,nouelle-g,nouelle-g,1,Georges Nouelle,Nouelle,Georges,Chamber of Deputies,Saône-et-Loire,,,,0,0,apposition,"oduction des industries extractives en Algérie en 1926 par Georges Nouelle, député de Saône-et-Loire, (en tonnes) 1927 1926 Production 561.410 456.943 Expéditio",Cie des minerais de fer magnétiques de Mokta-el-Hadid,Algerie,Algérie
afrique-du-nord-moulins-du-maghreb-163d38,flory-c,flory-c,1,Charles Flory,Flory,Charles,Senate,,,,,0,0,bracket,"Gaston de Caqueray, Charles Flory [Paribas depuis 1937. Dirigeant catholique, sénateur jan.-nov. 1948], André Massena, prince d'Essling, Prince Charles Murat, George",Société des Moulins du Maghreb,Maroc,Maroc
afrique-du-nord-nordaf-entreprises-mmes-f4d07b,peyronnet-a,peyronnet-a,1,Albert Peyronnet,Peyronnet,Albert,Senate,,,,,0,0,bracket,"rsch] Jokelson [transitaire à Dunkerque, dir. gén. SAGA] ; Albert Peyronnet [sénateur, adm. SAGA] ; Eugène Masset [des Transp. Mory, de Boulogne-sur-Mer. Adm. SAG","Société Nord-africaine d’entreprises maritimes, Alger, Oran, Nemours",Algerie,Algérie
afrique-du-nord-nordaf-tonte-fbfcbf,antonelli-e,,0,Étienne Antonelli,Antonelli,Étienne,Chamber of Deputies,Haute-Savoie,,,,0,0,apposition,"ur. ———————————— La production lainière de nos colonies par Étienne Antonelli, député de la Haute-Savoie, professeur de législation coloniale et d'économie politiqu",Société Nord-Africaine de Tonte,Maroc,Maroc
afrique-du-nord-nordaf-ventes-publiques-9d0471,antonelli-e,,0,Étienne Antonelli,Antonelli,Étienne,Chamber of Deputies,Haute-Savoie,,,,0,0,apposition,"s. ———————————— La production lainière de nos colonies par Étienne Antonelli, député de la Haute-Savoie, professeur de législation coloniale et d'économie politiqu",Société Nord-Africaine de Ventes publiques,Maroc,Maroc
afrique-du-nord-olivettes-du-maiana-0fdb47,baron-g,,0,Gabriel Baron,Baron,Gabriel,Chamber of Deputies,Bouches-du-Rhône,,,,0,0,apposition,"on, du 1er au 4 octobre, sous la présidence effective de M. Gabriel Baron, député des Bouches-du-Rhône, assisté de MM. les sénateurs Maurice Faure et Achille ",Société des Olivettes du Maïana,Tunisie,Tunisie
afrique-du-nord-olivettes-du-maiana-0fdb47,maury-e,,0,Eugenio Maury,Maury,Eugenio,Chamber of Deputies,,,,,0,0,apposition,"teurs italiens sera officiellement représentée par le chevalier Eugenio Maury, ancien député au Parlement, auquel se joindra M. le chevalier député Édouard Ottavi. Nous é",Société des Olivettes du Maïana,Tunisie,Tunisie
afrique-du-nord-olivettes-marocaines-61ef84,chaumet-c,chaumet-c,1,Charles Chaumet,Chaumet,Charles,Chamber of Deputies,,,,,0,0,apposition,"on. Avocat, il accomplit toute sa carrière dans le sillage de Charles Chaumet, député, puis sénateur de la Gironde, qu’il accompagne dans divers ministères et des a",Les Olivettes marocaines,Maroc,Maroc
afrique-du-nord-omnium-algerie-tunisie-9726df,saint-germain-m,saint-germain-m,1,Marcel Saint-Germain,Saint-Germain,Marcel,Chamber of Deputies,Algérie,,,,0,0,apposition,"les, 10 janvier 1906) CONSEIL D'ADMINISTRATION MM. Saint-Germain (Marcel), ancien député d'Algérie, président ; Génébrias de Fredaigue, sous-directeur de la Société g",Omnium Société générale de mines d'Algérie-Tunisie,Algerie,Algérie
afrique-du-nord-omnium-algerie-tunisie-9726df,deyron-l,deyron-l,1,Léon Deyron,Deyron,Léon,Chamber of Deputies,,1945-1946,1945,1946,1,0,entry_header,"1904-1920, 1935-1945), maire de cette ville, président du conseiller général et député (1945-1946) de Constantine. Beau-père de Paul Gingembre, administrateur des Ph",Omnium Société générale de mines d'Algérie-Tunisie,Algerie,Algérie
afrique-du-nord-palmeraies-oued-mellah-e4e1e1,beaumont-j,,0,Jean BEAUMONT,BEAUMONT,Jean,Senate,Allier,,,,0,0,apposition," s. p. en date à Paris du 1er mars 1938, enregistré à Paris, M. BEAUMONT Jean, sénateur de l'Allier, demeurant à Commentry (Allier) ; M. MARIN Frédéric Louis, hôtelie",Société d'exploitation des Palmeraies de l’Oued-Mellah,Algerie,Algérie
afrique-du-nord-paquet-la-cie-a609e9,leboucq-c,,0,CHARLES LEBOUCQ,LEBOUCQ,CHARLES,Chamber of Deputies,Paris,,,,0,0,apposition,"n d'Alger. — N. ————————— NOS RELATIONS AVEC LE MAROC par CHARLES LEBOUCQ, député de Paris (Le Journal, 2 décembre 1911) Maintenant qu'au prix de lourds sacri",Compagnie de navigation Paquet,Empire (transversal),
afrique-du-nord-paquet-la-cie-a609e9,giraud-h,giraud-h-henry,1,Hubert Giraud,Giraud,Hubert,Chamber of Deputies,Bouches-du-Rhône,1919-1924,1919,1924,1,0,bracket,"p. Paquet][1883-1923], H[ubert] Giraud [ép. Paquet. Adm. SGTM, Cie marocaine… Député B.-du-Rh.1919-1924], P. Desbief, C. Scheid. —————————————— Société générale",Compagnie de navigation Paquet,Empire (transversal),
afrique-du-nord-paquet-la-cie-a609e9,sabiani-s,,0,Simon Sabiani,Sabiani,Simon,Chamber of Deputies,,,,,0,0,apposition,"e lieutenant de vaisseau Girard, au nom de l'amiral Deville, M. Simon Sabiani, député, adjoint au maire, MM. Nunzi, administrateur, et Jues, sous-directeur de la Co",Compagnie de navigation Paquet,Empire (transversal),
afrique-du-nord-paquet-la-cie-a609e9,cravoisier,,0,Cravoisier,Cravoisier,,Chamber of Deputies,,,,,0,0,apposition,"ns notre port avec plus de 500 passagers. Citons parmi eux : MM. Cravoisier, député ; Bey Rozet, inspecteur de l’Agriculture ; Mme Croze, femme du président de la ",Compagnie de navigation Paquet,Empire (transversal),
afrique-du-nord-paquet-la-cie-a609e9,giraud-h,giraud-h-henry,1,Hubert Giraud,Giraud,Hubert,Chamber of Deputies,,,,,0,0,apposition," hommages à la reine qui a gagné le grand salon du paquebot. M. Hubert Giraud, ancien député, directeur de la Compagnie Paquet ; M. de Barbarin, petit-fils du fondateur ",Compagnie de navigation Paquet,Empire (transversal),
afrique-du-nord-paquet-la-cie-a609e9,proust-l,proust-l,1,Louis Proust,Proust,Louis,Chamber of Deputies,Indre-et-Loire,,,,0,0,apposition,"à 11 heures, du môle A, avec 121 passagers. À bord se trouve M. Louis Proust, député d'Indre-et-Loire, membre du Conseil supérieur des colonies et du Comité consul",Compagnie de navigation Paquet,Empire (transversal),
afrique-du-nord-paris-maroc-75545a,antoine-abel-gabriel-prevot-dit-ellen-prevot,,0,"Antoine, Abel, Gabriel Prévot dit Ellen-Prévot","Antoine, Abel, Gabriel Prévot dit Ellen-Prévot",,Chamber of Deputies,SFIO,1910-1919,1910,1919,1,0,entry_header,"reb, la Société Antoine, Abel, Gabriel Prévot dit Ellen-Prévot (1877-1952) : député SFIO de la Haute-Garonne 7 (1910-1919), maire de Toulouse (1945-1940). Adminis","Paris-Maroc, le holding chérifien de Gustave Gompel",Maroc,Maroc
afrique-du-nord-paris-maroc-75545a,ellen-prevot-g,ellen-prevot-g,1,Gabriel Ellen-Prévot,Ellen-Prévot,Gabriel,Chamber of Deputies,Haute-Garonne,,,,0,0,apposition," qui ferait le pendant à celle de Varenne. Il s'agit de Gabriel Ellen-Prévot, ex-député de la Haute-Garonne. Ellen-Prévot est digne de figurer aux côtés du colonialis","Paris-Maroc, le holding chérifien de Gustave Gompel",Maroc,Maroc
afrique-du-nord-phosphates-de-constantine-399671,thomson-g,,0,G. Thomson,Thomson,G.,Chamber of Deputies,Constantine,,,,0,0,apposition," l'Est, le compte rendu suivant de la visite faite au Kouïf par M. G. Thomson, député de Constantine. Après s'être entretenu avec la municipalité de Tébessa, M. Ga",Compagnie des Phosphates de Constantine,Algerie,Algérie
afrique-du-nord-phosphates-de-constantine-399671,cuttoli-p,,0,Paul Cuttoli,Cuttoli,Paul,Senate,,,,,0,0,apposition,"'étaient rendus également pour cette circonstance au Kouif : M. Paul Cuttoli, sénateur du département de Constantine ; M. Pantaloni, délégué financier ; M. Gueit, ",Compagnie des Phosphates de Constantine,Algerie,Algérie
afrique-du-nord-phosphates-de-constantine-399671,deyron-l,deyron-l,1,Léon Deyron,Deyron,Léon,Chamber of Deputies,,1945-1946,1945,1946,1,0,entry_header,"904-1920, 1935-1945), maire de cette ville, président du conseiller général et député (1945-1946) de Constantine. Beau-père de Paul Gingembre. Conseil d’administr",Compagnie des Phosphates de Constantine,Algerie,Algérie
afrique-du-nord-phosphates-de-gouraia-5c2116,dubief-f,,0,Fernand Dubief,Dubief,Fernand,Chamber of Deputies,Saône-et-Loire,"1893-1910, 1914-1919",1893,1919,2,1,entry_header,"x Phosphates tunisiens (Kalaâ-Djerda). 1 Fernand Dubief (1850-1919) : médecin, député de la Saône-et-Loire (1893-1910, 1914-1919), 2 ministre du commerce (janvier-n",Phosphates de Gouraïa,Tunisie,Tunisie
afrique-du-nord-phosphates-djebel-mdilla-764210,carnot-e,carnot-e,1,Ernest Carnot,Carnot,Ernest,Chamber of Deputies,Côte-d’Or,1895-1898,1895,1898,1,0,entry_header,ageries maritimes. Auteur en 1892 d’un rapport sur les Charbonnages du Tonkin. Député de la Côte-d’Or (1895-1898). Représentant des Messageries maritimes à l’Est-As,Compagnie tunisienne des Phosphates du Djebel-M'dilla,Tunisie,Tunisie
afrique-du-nord-phosphates-djebel-mdilla-764210,heuzey-c,heuzey-c,1,Charles Heuzey,Heuzey,Charles,Chamber of Deputies,Château-Chinon,1910-1914,1910,1914,1,0,entry_header,"arente du 3 succursaliste Félix Potin, grand propriétaire viticole en Tunisie. Ancien député de Château-Chinon, Nièvre (1910-1914), à la suite de son frère Pierre, qui ava",Compagnie tunisienne des Phosphates du Djebel-M'dilla,Tunisie,Tunisie
afrique-du-nord-phosphates-djebel-mdilla-764210,heuzey-c,heuzey-c,1,Charles Heuzey,Heuzey,Charles,Chamber of Deputies,Mayenne,1934,1934,1934,1,0,apposition," intérêts du Crédit foncier d'Algérie et de Tunisie ; [228] M. Charles Heuzey, ancien député de la Mayenne [en fait Sir Edmund Davis est un personnage important car il si",Compagnie tunisienne des Phosphates du Djebel-M'dilla,Tunisie,Tunisie
afrique-du-nord-phosphates-djebel-onk-8bb0e6,berthelot-a,berthelot-a,1,André Berthelot,Berthelot,André,Senate,Seine,,,,0,0,apposition,"& FINANCES par Victor MERIC. (L’Humanité, 22 juillet 1921) André Berthelot, sénateur de la Seine, préside ou administre, en dehors du Métro et de la Banque Industr",Phosphates du Djebel-Onk,Algerie,Algérie
afrique-du-nord-phosphates-djebel-onk-8bb0e6,morinaud,,0,Morinaud,Morinaud,,Chamber of Deputies,Constantine,,,,0,0,apposition,"rois quotidiens les plus importants d'Algérie, la Politique avec M. Morinaud, député-maire de Constantine, M. Cuttoli, sénateur du même département, M. Masson, ancien ",Phosphates du Djebel-Onk,Algerie,Algérie
afrique-du-nord-phosphates-djebel-onk-8bb0e6,cuttoli,,0,Cuttoli,Cuttoli,,Senate,,,,,0,0,apposition,"rie, la Politique avec M. Morinaud, député-maire de Constantine, M. Cuttoli, sénateur du même département, M. Masson, ancien antijuif, M. Boutier, ancien directeu",Phosphates du Djebel-Onk,Algerie,Algérie
afrique-du-nord-phosphates-djebel-onk-8bb0e6,cuttoli-p,,0,Paul Cuttoli,Cuttoli,Paul,Chamber of Deputies,,,,,0,0,apposition," Masson ; — deux appartiennent au monde de la politique : MM. Cuttoli Paul, député, et Moririaud, maire, conseiller général et délégué financier de Constantine ;",Phosphates du Djebel-Onk,Algerie,Algérie
afrique-du-nord-phosphates-djebel-onk-8bb0e6,morinaud-e,,0,Émile Morinaud,Morinaud,Émile,Chamber of Deputies,Constantine,,,,0,0,apposition,"il ? Paul ROBES. ——————————— La solidarité algérienne par Émile Morinaud, député-maire de Constantine (Les Annales coloniales, 24 décembre 1923) Je parlais dans mon",Phosphates du Djebel-Onk,Algerie,Algérie
afrique-du-nord-phosphates-du-dyr-2f45dd,doumergue,doumergue-g,1,Doumergue,Doumergue,,Chamber of Deputies,Gard,,,,0,0,apposition," des divers rapporteurs de la commission du budget, communiqué à M. Doumergue, député du Gard, chargé du rapport sur le budget de l'Algérie. M. Doumergue, ancien f",Compagnie des Phosphates du Dyr,Algerie,Algérie
afrique-du-nord-phosphates-du-dyr-2f45dd,pourquery-de-boisserin,,0,Pourquery de Boisserin,Pourquery de Boisserin,,Chamber of Deputies,,,,,0,0,apposition,"te ; Me Rey, du barreau d'Alger, pour M. Bertagna ; Me Pourquery de Boisserin, député, du barreau de Paris, pour la Société française des phosphates. ——————————— ",Compagnie des Phosphates du Dyr,Algerie,Algérie
afrique-du-nord-phosphates-tunisiens-d9a457,david-f,,0,Fernand David,David,Fernand,Chamber of Deputies,,1898-1919,1898,1919,1,1,entry_header,"er, également des Phosphates tunisiens. Fernand David (1869-1935) : avocat, député radical-socialiste (1898-1919), puis sénateur 25 (1920-1935) de la Haute-Savoi","Société des Phosphates tunisiens, puis Pierrefitte–Kalaa-Djerba, puis Pierrefitte .",Tunisie,Tunisie
afrique-du-nord-phosphates-tunisiens-d9a457,david-f,,0,Fernand David,David,Fernand,Senate,,1920-1935,1920,1935,1,1,entry_header,"ernand David (1869-1935) : avocat, député radical-socialiste (1898-1919), puis sénateur 25 (1920-1935) de la Haute-Savoie, ministre du commerce et de l’industrie (191","Société des Phosphates tunisiens, puis Pierrefitte–Kalaa-Djerba, puis Pierrefitte .",Tunisie,Tunisie
afrique-du-nord-plm-reseau-algerien-4001c2,ruellan,ruellan-c,1,Ruellan,Ruellan,,Chamber of Deputies,,,,,0,1,apposition,"r, 7 juillet 1922) Paris, 6 juillet. — Répondant à une question de M. Ruellan, député, le ministre des Travaux publics a déclaré que la situation future des agents ","Chemins de fer Paris-Lyon-Méditerranée, réseau algérien",Algerie,Algérie
afrique-du-nord-plm-reseau-algerien-4001c2,jeanneney,,0,Jeanneney,Jeanneney,,Senate,,,,,0,0,apposition,"n rationnelle. Au contraire, des voix autorisées, comme celle de M. Jeanneney, sénateur, rapporteur au Sénat du projet de convention du 1er juillet 1921, ont protesté","Chemins de fer Paris-Lyon-Méditerranée, réseau algérien",Algerie,Algérie
afrique-du-nord-plm-reseau-algerien-4001c2,haudos-e,,0,Ernest Haudos,Haudos,Ernest,Senate,Marne,,,,0,0,apposition,"d'octobre 1932. ———————— Le rail de Tunis à Marrakech par Ernest Haudos, sénateur de la Marne, vice-président de la commission des douanes (Les Annales coloni","Chemins de fer Paris-Lyon-Méditerranée, réseau algérien",Algerie,Algérie
afrique-du-nord-plm-reseau-algerien-4001c2,pares,,0,Parès,Parès,,Chamber of Deputies,,,,,0,0,apposition,"isbonne Gaston, conseiller général ; M. Brémond, délégué financier ; M. Parès, député ; M. Dangel, sous- préfet, etc. Le consul d'Espagne, assisté d'une délégation","Chemins de fer Paris-Lyon-Méditerranée, réseau algérien",Algerie,Algérie
afrique-du-nord-plm-reseau-algerien-4001c2,boyer-m,boyer-m,1,Marius Boyer,Boyer,Marius,Chamber of Deputies,Bouches-du-Rhône,,,,0,0,apposition," ministre de la Marine marchande ; Bonelli, chargé de mission ; Marius Boyer, député des Bouches-du-Rhône ; Joseph Vidal, député des Bouches-du-Rhône ; vice-amir","Chemins de fer Paris-Lyon-Méditerranée, réseau algérien",Algerie,Algérie
afrique-du-nord-plm-reseau-algerien-4001c2,vidal-j,vidal-j,1,Joseph Vidal,Vidal,Joseph,Chamber of Deputies,Bouches-du-Rhône,,,,0,0,apposition,"hargé de mission ; Marius Boyer, député des Bouches-du-Rhône ; Joseph Vidal, député des Bouches-du-Rhône ; vice-amiral Durand-Viel, chef de l'état-major général ","Chemins de fer Paris-Lyon-Méditerranée, réseau algérien",Algerie,Algérie
afrique-du-nord-plm-reseau-algerien-4001c2,guastavino,,0,Guastavino,Guastavino,,Chamber of Deputies,,,,,0,0,apposition,"ble d'honneur autour de M. Micael, nous notons la présence de MM. Guastavino, député de la 3e circonscription ; Gaston Ricci, maire de Blida ; Ardoin, directeur du","Chemins de fer Paris-Lyon-Méditerranée, réseau algérien",Algerie,Algérie
afrique-du-nord-plm-reseau-algerien-4001c2,fiori,,0,Fiori,Fiori,,Chamber of Deputies,Alger,,,,0,0,apposition,"agnie de cavaliers de remonte ; M. Froger, délégué financier colon ; M. Fiori, député d'Alger ; M. Bachir, conseiller général ; M. Morard, délégué financier ; M. Bla","Chemins de fer Paris-Lyon-Méditerranée, réseau algérien",Algerie,Algérie
afrique-du-nord-port-d-oran-ccc91e,messimy,messimy-a,1,Messimy,Messimy,,Senate,Ain,,,,0,0,apposition,"raphique, nous avons reçu ici aujourd'hui, la visite de M. le général Messimy, sénateur de l'Ain, rapporteur du projet d'emprunt marocain, accompagné de MM. Mougenot ",Port d'Oran,Algerie,Algérie
afrique-du-nord-port-d-oran-ccc91e,saurin,saurin,1,Saurin,Saurin,,Chamber of Deputies,,,,,0,1,apposition,"…… À sa descente de train, le ministre de la Marine a été reçu par MM. Saurin, député ; RousseIot, préfet d'Oran ; le général Poupinel, commandant la Division, et ",Port d'Oran,Algerie,Algérie
afrique-du-nord-port-de-bizerte-9a8351,millerand,,0,Millerand,Millerand,,Chamber of Deputies,Seine,,,,0,1,apposition,"—— TRIBUNAUX M. Millerand à Alger (Le Temps, 3 février 1903) M. Millerand, député de la Seine, ancien ministre du commerce, est arrivé hier soir à Alger. De nom",Société du Port de Bizerte,Tunisie,Tunisie
afrique-du-nord-port-de-bizerte-9a8351,lesueur-g,lesueur-g,1,Georges Lesueur,Lesueur,Georges,Senate,,1888-1897,1888,1897,1,0,entry_header," Hersent), administrateur de la Compagnie algérienne, conseiller général, puis sénateur (1888-1897) de Constantine. Portrait dans Narcisse Faucon, Le Livre d’or de l’",Société du Port de Bizerte,Tunisie,Tunisie
afrique-du-nord-port-de-bizerte-9a8351,leboucq-c,,0,Charles Leboucq,Leboucq,Charles,Chamber of Deputies,Paris,,,,0,0,apposition,"t moment. ———————————————— « Le Rachat de Bizerte » par M. Charles Leboucq, député de Paris (Les Annales coloniales, 2 septembre 1909) Du Siècle : Ce qu'il f",Société du Port de Bizerte,Tunisie,Tunisie
afrique-du-nord-port-de-bizerte-9a8351,soulier-e,,0,Édouard Soulier,Soulier,Édouard,Chamber of Deputies,Paris,,,,0,0,apposition,"l Ruedel (Les Annales coloniales, 7 mai 1923) […] Le pasteur Édouard Soulier, député de Paris, qui a été à la Chambre le rapporteur du port de Bizerte, de l'arsena",Société du Port de Bizerte,Tunisie,Tunisie
afrique-du-nord-port-de-casablanca-016b35,bourlon-de-rouvre,,0,Bourlon de Rouvre,Bourlon de Rouvre,,Chamber of Deputies,,,,,0,0,bracket,".901 1922 267.026 195.774 462.800 Maison Schneider ; [Ch.] Bourlon de Rouvre [anc. député][1850-1924], président de l'Institut colonial français ; Gouin, membre de la C",Port de Casablanca,Maroc,Maroc
afrique-du-nord-port-de-fedhala-e16912,guibert-d,,0,Denis Guibert,Guibert,Denis,Chamber of Deputies,,,,,0,0,apposition,"ts et de commission [SCAC], 23, rue de Châteaudun, Paris et M. Denis Guibert , ancien député, 1 49, rue Madame à Paris. Ce consortium se propose de transformer l'abri à ba",Compagnie du Port de Fedhala,Maroc,Maroc
afrique-du-nord-port-de-fedhala-e16912,guibert-d,,0,Denis Guibert,Guibert,Denis,Chamber of Deputies,Martinique,1898-1902,1898,1902,1,0,entry_header,"blanca) sur la route de Rabat, en un Denis Guibert (1843-1914) : journaliste, député de la Martinique (1898-1902). 1 petit port auxiliaire de Casablanca qui servi",Compagnie du Port de Fedhala,Maroc,Maroc
afrique-du-nord-port-de-fedhala-e16912,heuzey-c,heuzey-c,1,Ch. Heuzey,Heuzey,Ch.,Chamber of Deputies,Nièvre,,,,0,0,bracket,"utard, E. Petit, G. Claus, M. Piot [Bq comm. du Maroc], Ch. Heuzey [ép. Potin. Anc. député de la Nièvre], R. Bloch, A. Delcroix, J. Pouyer, E. Marchand, A. Ducornay, J. ",Compagnie du Port de Fedhala,Maroc,Maroc
afrique-du-nord-port-de-fedhala-e16912,valude-p,valude-p,1,Pierre Valude,Valude,Pierre,Chamber of Deputies,Cher,,,,0,0,apposition," de Fedhala. ————————— La Pêche industrielle au Maroc par Pierre Valude, député du Cher (Les Annales coloniales, 7 juillet 1922) L'épopée de l'Empereur du Sa",Compagnie du Port de Fedhala,Maroc,Maroc
afrique-du-nord-port-de-fedhala-e16912,odin-j,,0,Jean Odin,Odin,Jean,Senate,Gironde,,,,0,0,apposition,". par action.. ——————— PARMI LES PORTS MAROCAINS FEDHALA par Jean Odin, sénateur de la Gironde, membre de Ia Commission de la Marine (Les Annales coloniales",Compagnie du Port de Fedhala,Maroc,Maroc
afrique-du-nord-port-de-tunis-1885-1893-729f3d,de-douville-maillefeu,,0,de Douville-Maillefeu,de Douville-Maillefeu,,Chamber of Deputies,,,,,0,0,apposition,"nt parcouru, à bord du Triboulet, le nouveau port. M. de Douville-Maillefeu, député, qui accompagnait la caravane, a bu à la santé de la colonie française et à la",Port de Tunis,Tunisie,Tunisie
afrique-du-nord-port-st-louis-rhone-sn-d63ab0,bessonneau,bessonneau-j,1,Bessonneau,Bessonneau,,Chamber of Deputies,Maine-et-Loire,,,,0,0,apposition,"hronique depuis quelque temps, compte parmi ses administrateurs M. Bessonneau, député de Maine-et-Loire, et M. Raymond Van Hemelryck, l'administrateur délégué de la",Société nouvelle de Port-Saint-Louis-du-Rhône,Algerie,Algérie
afrique-du-nord-port-st-louis-rhone-sn-d63ab0,hauet,hauet-a,1,HAUET,HAUET,,Chamber of Deputies,DE,,,,0,0,apposition," de confiance et infraction à la loi sur les sociétés. ——————————— M. HAUET, DÉPUTE DE L'AISNE, DÉPOSE UNE PLAINTE CONTRE M. VAN HEMERLYCK (Le Petit Parisien, 9 ",Société nouvelle de Port-Saint-Louis-du-Rhône,Algerie,Algérie
afrique-du-nord-port-st-louis-rhone-sn-d63ab0,hauet-a,hauet-a,1,Albert Hauet,Hauet,Albert,Chamber of Deputies,Aisne,,,,0,0,apposition,"ainte déposée contre les administrateurs de cette société par M. Albert Hauet, député de l'Aisne, qui s'est constitué partie civile. La société incriminée été fond",Société nouvelle de Port-Saint-Louis-du-Rhône,Algerie,Algérie
afrique-du-nord-port-st-louis-rhone-sn-d63ab0,hauet,hauet-a,1,Hauet,Hauet,,Chamber of Deputies,,,,,0,0,apposition,"e et infraction à la loi sur les sociétés, émanant d'un actionnaire, M. Hauet, député, vice-président du conseil général de l'Aisne, et dirigée contre M. Bessonneau",Société nouvelle de Port-Saint-Louis-du-Rhône,Algerie,Algérie
afrique-du-nord-ports-algeriens-1909-8fc092,neron-e,,0,Édouard NÉRON,NÉRON,Édouard,Chamber of Deputies,Haute-Loire,,,,0,0,apposition,"r 2016. www.entreprises-coloniales.fr Les Ports algériens par Édouard NÉRON, député de la Haute-Loire, membre de la Commission des affaires extérieures, des protec",Ports algériens,Algerie,Algérie
afrique-du-nord-ports-mehedya-et-rabat-ec71cb,cornet-l,,0,Lucien Cornet,Cornet,Lucien,Senate,,,,,0,0,apposition,"ue de Courcelles, Paris. ———————— LE PORT DE KENITRA par Lucien Cornet, sénateur, membre de la Commission des Affaires étrangères, des Protectorats et des Col",Société des Ports marocains de Mehedya-Kenitra et Rabat-Salé,Maroc,Maroc
afrique-du-nord-ports-mehedya-et-rabat-ec71cb,laroche-joubert-e,laroche-joubert-e,1,Edmond Laroche-Joubert,Laroche-Joubert,Edmond,Chamber of Deputies,Bloc,1924-1928,1924,1928,1,0,entry_header,"eur. ——————————— Edmond Laroche-Joubert (1879-1958) : papetier angoumoisin, député Bloc national de la Charente 6 (1924-1928), président de la Société fusionnée ",Société des Ports marocains de Mehedya-Kenitra et Rabat-Salé,Maroc,Maroc
afrique-du-nord-ports-mehedya-et-rabat-ec71cb,gasparin-l,gasparin-l,1,Lucien Gasparin,Gasparin,Lucien,Chamber of Deputies,Réunion,,,,0,0,apposition," action de jouissance. ——————— Les ports marocains par Lucien Gasparin, député de la Réunion, secrétaire de la Commission de la Marine marchande, membre d",Société des Ports marocains de Mehedya-Kenitra et Rabat-Salé,Maroc,Maroc
afrique-du-nord-prod-chim-phosphates-afn-c1952a,antoine-abel-gabriel-prevot-dit-ellen-prevot,,0,"Antoine, Abel, Gabriel Prévot dit Ellen-Prévot","Antoine, Abel, Gabriel Prévot dit Ellen-Prévot",,Chamber of Deputies,SFIO,1910-1919,1910,1919,1,0,entry_header,"IRES AUX COMPTES Antoine, Abel, Gabriel Prévot dit Ellen-Prévot (1877-1952) : député SFIO de la Haute-Garonne 1 (1910-1919), maire de Toulouse (1945-1940). Adminis","Cie des Phosphates de l'Afrique du Nord, puis Produits chimiques et phsphates de l'Afrique du Nord, puis Pétroles, Produits chimiques et phosphates et, à nouveau, Phosphates de l'Afrique du Nord",Maroc,Maroc
afrique-du-nord-qui-etes-vous-1924-algerie-7d1d37,bertier-de-sauvigny,bertier-de-sauvigny,1,BERTIER DE SAUVIGNY,BERTIER DE SAUVIGNY,,Senate,Moselle,1922-1926,1922,1926,1,0,apposition,"icyclette. Club : Union interalliée. BERTIER DE SAUVIGNY (Comte [Jean] de), sénateur de la Moselle [1922-1926] ; membre du conseil d'Alsace et de Lorraine ; conse",Qui êtes-vous 1924 ?,Algerie,Algérie
afrique-du-nord-qui-etes-vous-1924-algerie-7d1d37,henri-iv-david-l,,0,Lycée Henri IV. DAVID,Henri IV. DAVID,Lycée,Chamber of Deputies,Dordogne,"1910-1914, 1919-1924",1910,1924,2,1,apposition,"ille, du Lycée Lakanal et du Lycée Henri IV. DAVID (Robert-Pierre-François), député de la Dordogne [1910-1914, 1919-1924] ; ancien sous-secrétaire d'État. 130,",Qui êtes-vous 1924 ?,Algerie,Algérie
