doc_id,entry_type,is_annuaire,n_chars,n_segments,n_ties,n_xrefs
afrique-du-nord-generale-du-maroc-c3a9e7,company,0,85330,68,66,13
afrique-du-nord-generale-franco-marocaine-142ecd,company,0,3166,3,8,0
afrique-du-nord-geometres-au-maroc-5dd02c,company,0,4896,1,0,1
afrique-du-nord-georges-sprecher-tunis-b1fb75,company,0,2629,2,3,0
afrique-du-nord-glacieres-raz-el-ain-494262,company,0,81711,36,1,0
afrique-du-nord-gmee-fedhaha-4246d6,company,0,2176,2,14,1
afrique-du-nord-gotha-maroc-1955-bea3d8,source_document,0,80704,4,0,0
afrique-du-nord-graengesberg-suede-16ec90,company,0,50049,32,0,0
afrique-du-nord-grand-annuaire-afn-d437cf,company,1,1086,5,0,0
afrique-du-nord-grand-hotel-bone-25d6ab,company,0,4169,2,0,0
afrique-du-nord-grand-hotel-oran-5a3e64,company,0,3651,6,18,3
afrique-du-nord-grand-hotel-texenna-e67dd7,company,0,1440,3,0,1
afrique-du-nord-grandes-huileries-sfax-f8ebfc,company,0,3404,4,0,0
afrique-du-nord-grands-domaines-france-algerie-1a64ae,company,0,79082,36,1,0
afrique-du-nord-grands-hotels-afn-383d7f,company,0,41016,23,13,3
afrique-du-nord-grands-hotels-marocains-2497d9,company,0,1210,2,2,1
afrique-du-nord-grands-travaux-algeriens-c89dea,company,0,37721,35,41,0
afrique-du-nord-granvik-societe-de-028e44,company,0,3177,2,0,0
afrique-du-nord-grisa-schiano-alger-3a5109,company,0,6288,10,0,0
afrique-du-nord-grosse-casset-et-fabars-35b0ed,company,0,1874,2,0,1
afrique-du-nord-grosso-j-philippeville-c4d212,company,0,7169,2,0,0
afrique-du-nord-groupe-africain-minier-b93237,company,0,1690,3,0,1
afrique-du-nord-groupe-vinicole-20c6bf,company,0,1096,2,8,0
afrique-du-nord-gtm-maroc-41ac5a,company,0,2150,1,0,1
afrique-du-nord-guieysse-lombarde-alger-d8e300,company,0,3313,2,0,0
afrique-du-nord-gyrafrique-nord-76d648,company,0,86115,34,0,0
afrique-du-nord-habitations-au-maroc-f6d860,company,0,11668,14,22,1
afrique-du-nord-habra-macta-1864-1874-55fb87,company,0,46675,8,0,3
afrique-du-nord-habra-macta-1887-1913-df7036,company,0,96121,25,6,3
afrique-du-nord-hamon-mf3-alg-tun-0c7715,company,0,76837,2,0,0
afrique-du-nord-hamon-mf3-maroc-f676f6,source_document,0,33275,2,0,0
afrique-du-nord-haut-guir-beba80,company,0,16992,28,42,5
afrique-du-nord-henry-quesnel-alger-6d3da9,company,0,3571,2,0,0
afrique-du-nord-histoire-peche-tunisie-1b209e,company,0,49465,49,0,9
afrique-du-nord-horticole-arboricole-marocaine-898b9e,company,0,1322,2,14,0
afrique-du-nord-hotel-carlton-alger-c54a8d,company,0,15572,20,0,4
afrique-du-nord-hotel-carlton-tunis-06d68e,company,0,3658,2,0,0
afrique-du-nord-hotel-cirta-constantine-5d86ac,company,0,4831,7,0,0
afrique-du-nord-hotel-de-paris-casablanca-135f86,company,0,494,1,0,1
afrique-du-nord-hotel-excelsior-casa-40547d,company,0,2424,4,0,2
afrique-du-nord-hotel-glacieres-blida-723fe8,company,0,5377,2,0,0
afrique-du-nord-hotel-majestic-casablanca-27592d,company,0,494,1,0,1
afrique-du-nord-hotel-st-georges-alger-c8f193,company,0,4803,5,3,0
afrique-du-nord-hoteliere-marocaine-casablanca-6d3e94,company,0,1089,3,4,0
afrique-du-nord-hotels-des-cfm-27247c,company,0,2666,1,0,2
afrique-du-nord-hotels-marhaba-07b959,company,0,6052,2,0,0
afrique-du-nord-houilleres-du-sud-oranais-987a26,company,0,76243,29,0,1
afrique-du-nord-htfnx-chasse-algerie-a27b44,company,0,25789,17,0,0
afrique-du-nord-hubert-dolbeau-cie-138140,company,0,9821,7,18,2
afrique-du-nord-huilerie-et-savonnerie-de-kabylie-c898fc,company,0,71015,50,0,6
afrique-du-nord-huilerie-franco-tunisienne-ec630b,company,0,1607,2,10,1
afrique-du-nord-huilerie-vallee-bougie-d56aa4,company,0,3966,2,0,0
afrique-du-nord-huileries-algeriennes-51bce6,company,0,18110,7,0,1
afrique-du-nord-huileries-de-sousse-e4ff4b,company,0,4905,5,0,2
afrique-du-nord-huileries-du-maghreb-374261,company,0,6966,13,13,6
afrique-du-nord-huileries-et-savonneries-tunisie-37f05b,company,0,10426,13,2,0
afrique-du-nord-huileries-raff-africaines-51b87d,company,0,1897,2,11,0
afrique-du-nord-huileries-sahel-tunisien-321d41,company,0,54709,66,55,0
afrique-du-nord-hunebelle-maroc-1956-f20203,source_document,0,30714,2,0,0
afrique-du-nord-hydraulique-tunisienne-aafaa3,company,0,6805,5,9,0
afrique-du-nord-hydro-electrique-de-l-afn-1dfa21,company,0,18637,6,14,0
afrique-du-nord-hydrographie-maroc-1905-c4db08,company,0,11049,2,0,0
afrique-du-nord-ifrane-ski-2cb95d,company,0,19281,4,0,0
afrique-du-nord-immeubles-lyonnais-ferryville-9141a3,company,0,10220,4,10,0
afrique-du-nord-immob-agric-harrach-0a26dd,company,0,31872,10,16,2
afrique-du-nord-immob-agricole-marocaine-0f3341,company,0,1449,2,9,0
afrique-du-nord-immob-briqueterie-kenitra-1c4df0,company,0,1082,2,4,0
afrique-du-nord-immob-comm-agric-algerie-7a7db1,company,0,6722,6,8,1
afrique-du-nord-immob-de-casablanca-4d46b4,company,0,10882,15,39,0
afrique-du-nord-immob-hoteliere-afn-b84ca0,company,0,149551,55,1,0
afrique-du-nord-immobilere-algerienne-tunisienne-b4822b,company,0,3376,4,8,0
afrique-du-nord-immobilere-nord-tunisie-8c6f93,company,0,879,2,0,0
afrique-du-nord-immobiliere-algeroise-7e72d2,company,0,2021,4,0,0
afrique-du-nord-immobiliere-au-maroc-b9c085,company,0,20976,22,22,0
afrique-du-nord-immobiliere-d-anfa-43f6d2,company,0,1411,2,7,0
afrique-du-nord-immobiliere-dar-el-beida-bfddbd,company,0,3176,4,23,0
afrique-du-nord-immobiliere-de-bone-ad22e5,company,0,3919,7,4,1
afrique-du-nord-immobiliere-de-fes-9173f4,company,0,1743,1,4,0
afrique-du-nord-immobiliere-de-kenitra-768437,company,0,1307,2,4,0
afrique-du-nord-immobiliere-de-tanger-e30571,company,0,6126,11,4,1
afrique-du-nord-immobiliere-de-tunisie-71c6e0,company,0,2570,4,22,1
afrique-du-nord-immobiliere-du-nord-marocain-6f3cdc,company,0,5824,7,8,0
afrique-du-nord-immobiliere-ferryville-2f806f,company,0,3690,3,0,0
afrique-du-nord-immobiliere-franco-marocaine-899760,company,0,7740,12,9,3
afrique-du-nord-immobiliere-franco-oranaise-b24b28,company,0,3403,3,17,0
afrique-du-nord-immobiliere-italo-francaise-8fa7bb,company,0,1868,3,5,1
afrique-du-nord-immobiliere-kiss-moulouya-a2ea40,company,0,554,1,0,0
afrique-du-nord-immobiliere-nord-africaine-8ec115,company,0,21038,7,16,0
afrique-du-nord-immobiliere-nord-afrique-e5261e,company,0,3891,6,10,1
afrique-du-nord-immobiliere-orleansville-8c6fb4,company,0,10312,10,0,2
afrique-du-nord-immobiliere-tunisienne-8e36b3,company,0,2372,6,8,2
afrique-du-nord-immobiliere-ville-haute-13ef50,company,0,1207,2,5,0
afrique-du-nord-ind-chimiques-alg-1920-9cbe39,company,0,7135,2,0,0
afrique-du-nord-industrie-du-bois-alger-43430f,company,0,14448,7,29,1
afrique-du-nord-industrie-et-exploitation-lieges-7aec4a,company,0,13481,12,0,5
afrique-du-nord-industrielle-immobiliere-alger-e003b7,company,0,1312,2,7,1
afrique-du-nord-industrielle-marocaine-330062,company,0,25262,39,32,4
afrique-du-nord-industrielle-petite-kabylie-d61e35,company,0,1189,2,0,1
afrique-du-nord-industrielle-petroles-afn-8324c4,company,0,27534,38,51,2
afrique-du-nord-industrielle-petroles-maroc-4ed478,company,0,4208,4,29,2
afrique-du-nord-industrielle-ville-port-tenes-9dabe2,company,0,14836,5,0,4
afrique-du-nord-insecurite-port-alger-1927-915900,company,0,42416,6,0,7
afrique-du-nord-institut-pasteur-tunis-78a757,company,0,9237,3,0,0
afrique-du-nord-intern-charbonnages-alger-08e49a,company,0,3023,3,0,0
afrique-du-nord-intern-developpement-tanger-843d98,company,0,7950,3,15,2
afrique-du-nord-intern-immob-financiere-e765ca,company,0,1587,4,0,0
afrique-du-nord-internationale-des-carburants-bc971d,company,0,3237,4,2,3
afrique-du-nord-irrigation-souterraine-algerie-3f64c9,company,0,1308,2,0,0
afrique-du-nord-isaac-matas-bougie-3d5bbd,company,0,8543,9,0,1
afrique-du-nord-issanchou-alger-d4a03f,person,0,14076,8,0,1
afrique-du-nord-italo-americaine-petrole-algerie-889fee,company,0,33662,23,0,3
afrique-du-nord-italo-americaine-petrole-tunisie-0e2c10,company,0,790,2,0,0
afrique-du-nord-j-rey-cie-alger-e7180f,company,0,4070,2,0,0
afrique-du-nord-jacques-waligorski-alger-42282c,person,0,28582,25,0,0
afrique-du-nord-james-logie-cie-oran-3913a2,company,0,874,2,7,0
afrique-du-nord-jarmon-cie-tunis-3c950c,company,0,2769,2,7,0
afrique-du-nord-jean-merlo-alger-9bcce1,person,0,26944,21,0,0
afrique-du-nord-jeumont-nord-afrique-45f211,company,0,4302,1,0,0
afrique-du-nord-jobin-cie-alger-6c6980,company,0,4259,2,0,0
afrique-du-nord-jorgen-petersen-alger-d0dc13,company,0,2539,2,0,1
afrique-du-nord-joseph-lasry-oran-cd135f,person,0,15676,22,0,0
afrique-du-nord-kaolins-du-djebel-debar-57018c,company,0,5455,6,15,1
afrique-du-nord-kieselguhr-exploit-export-3e82a4,company,0,24698,7,6,5
afrique-du-nord-kuhlmann-maroc-fa0ea0,company,0,34779,38,14,5
afrique-du-nord-l-algerienne-oran-110b50,company,0,78385,61,0,0
afrique-du-nord-l-oasis-oran-0f5c6c,company,0,7657,2,0,0
afrique-du-nord-la-floridienne-603030,company,0,32035,5,18,3
afrique-du-nord-la-holding-de-france-fec199,company,0,14709,16,0,4
afrique-du-nord-la-maknassienne-9dd3b2,company,0,1074,2,0,0
afrique-du-nord-la-mercantile-alger-e55b4c,company,0,2715,2,0,0
afrique-du-nord-la-mouna-959c6f,company,0,3368,6,7,1
afrique-du-nord-la-nouvelle-algerie-4bfdf8,company,0,8897,11,0,1
afrique-du-nord-la-princiere-casablanca-5b7032,company,0,6374,1,0,1
afrique-du-nord-la-rochette-1896-1960-f930b4,company,0,11017,14,11,1
afrique-du-nord-labo-toraude-algerie-82a93c,company,0,1032,2,0,0
afrique-du-nord-lafarge-hussein-dey-16d9fd,company,0,14473,8,0,0
afrique-du-nord-laiteries-boucheries-maroc-80a82b,company,0,4529,6,5,1
afrique-du-nord-lancon-khanguet-4972e1,company,0,7699,5,0,1
afrique-du-nord-latraf-kouba-cd258d,company,0,19230,14,3,0
afrique-du-nord-laverie-laine-hussein-dey-fc6a6d,company,0,4976,2,0,0
afrique-du-nord-lavillat-constantine-bb62f2,company,0,2820,2,0,0
afrique-du-nord-le-bois-alger-f62908,company,0,5447,2,0,1
afrique-du-nord-le-quellec-fils-a819aa,company,0,9101,13,0,1
afrique-du-nord-le-temps-des-pinardiers-be88da,company,0,20705,2,0,3
afrique-du-nord-legal-freres-casablanca-a05e87,company,0,1141,2,3,0
afrique-du-nord-legendre-et-cie-alger-2df5d7,company,0,6300,5,0,0
afrique-du-nord-legion-honneur-1931-alg-4ebd83,source_document,0,7701,2,0,0
afrique-du-nord-legion-honneur-1931-maroc-4719ce,source_document,0,11953,4,0,0
afrique-du-nord-legion-honneur-1931-tunis-4215c7,source_document,0,4925,2,0,0
afrique-du-nord-lehoux-alger-0e0f7d,company,0,3287,2,0,0
afrique-du-nord-lesieur-afrique-alger-bcc941,company,0,2576,4,0,3
afrique-du-nord-lesieur-afrique-casa-00b38b,company,0,15308,9,15,0
afrique-du-nord-leveilley-freres-alger-7ee2a2,company,0,861,2,0,0
afrique-du-nord-levy-nouveautes-casablanca-7544dc,company,0,933,2,5,0
afrique-du-nord-liberty-constantine-50219d,company,0,3594,2,0,0
afrique-du-nord-librairie-roubille-constantine-5a2577,company,0,4250,2,0,0
afrique-du-nord-lieges-d-edough-c82e64,company,0,13873,4,0,0
afrique-du-nord-lieges-de-la-mamora-4d4f69,company,0,51516,71,77,6
afrique-du-nord-lieges-hpk-3087af,company,0,129990,137,55,0
afrique-du-nord-lignes-cotieres-algeriennes-a420f0,company,0,2295,2,0,1
afrique-du-nord-lignites-du-cap-bon-2c577c,company,0,14437,7,0,2
afrique-du-nord-llobell-cie-alger-7de845,company,0,5378,2,0,0
afrique-du-nord-longometal-afrique-036615,company,0,20005,10,11,0
afrique-du-nord-lorenzy-palanca-parfumerie-458194,company,0,4586,2,0,0
afrique-du-nord-louis-basset-et-cie-9dc917,company,0,14014,17,0,0
afrique-du-nord-lucia-maroc-45b6a1,company,0,7938,5,12,0
afrique-du-nord-lucien-borgeaud-cie-fc9070,company,0,1412,2,3,0
afrique-du-nord-lyon-maroc-e8a484,company,0,12874,8,22,0
afrique-du-nord-lyonnaise-de-la-chaouia-3ba301,company,0,5503,11,12,2
afrique-du-nord-lyonnaise-du-sebou-7d2b60,company,0,15053,28,17,2
afrique-du-nord-lyonnaise-etudes-maroc-79a621,company,0,2314,3,11,1
afrique-du-nord-m-zaita-cie-miniere-7c4cfc,company,0,181916,152,39,6
afrique-du-nord-magasins-generaux-tunis-195165,company,0,20127,11,1,3
afrique-du-nord-magasins-gnx-warrants-maroc-fedb4e,company,0,19580,22,16,7
afrique-du-nord-maillard-fils-alger-dd04a8,company,0,3450,2,0,0
afrique-du-nord-makanghia-24a51a,company,0,12451,11,17,0
afrique-du-nord-manuf-crin-vegetal-fedhala-85243a,company,0,1107,2,10,0
afrique-du-nord-manuf-tapis-algeriens-453d37,company,0,35574,18,0,4
afrique-du-nord-manufacture-tapis-le-roux-f12402,company,0,11267,14,0,1
afrique-du-nord-manutention-marocaine-e933ee,company,0,57584,51,72,4
afrique-du-nord-marbriere-de-felfela-fb0be3,company,0,15308,5,0,0
afrique-du-nord-marbrieres-de-guelma-85e801,person,0,15836,9,0,1
afrique-du-nord-marche-cotonnades-maroc-1921-3e56e1,company,0,13977,2,0,1
afrique-du-nord-marmaro-b5a522,company,0,22728,17,15,0
afrique-du-nord-maroc-agricole-commercial-ac3404,company,0,42020,50,16,0
afrique-du-nord-maroc-agricole-jacma-593ca8,company,0,45562,41,6,0
afrique-du-nord-maroc-eco-1922-hersent-3d83d2,source_document,0,43737,1,0,8
afrique-du-nord-maroc-eco-1926-jillain-f656d4,source_document,0,36068,2,0,0
afrique-du-nord-maroc-entreprises-rabat-c8f1dc,company,0,888,2,3,1
afrique-du-nord-maroc-exploit-forestieres-ef84c3,company,0,13623,13,12,1
afrique-du-nord-maroc-immobilier-9389ad,company,0,7327,5,14,5
afrique-du-nord-marocaine-agriculture-commerce-ebcf5a,company,0,7383,8,12,0
afrique-du-nord-marocaine-ain-sikh-d22de2,company,0,5307,3,42,2
afrique-du-nord-marocaine-approvisionnement-4f2ed4,company,0,29177,35,60,3
afrique-du-nord-marocaine-atlas-occidental-5ce85c,company,0,3575,3,0,1
afrique-du-nord-marocaine-banque-et-commerce-f37fa5,company,0,6784,8,0,2
afrique-du-nord-marocaine-charbons-briquettes-cdd653,company,0,5858,6,28,1
afrique-du-nord-marocaine-d-explosifs-bbc539,company,0,14915,23,22,4
afrique-du-nord-marocaine-des-carburants-ae5acc,company,0,3907,5,9,1
afrique-du-nord-marocaine-elevage-mazagan-fbf597,company,1,2772,4,0,2
afrique-du-nord-marocaine-exploitations-minieres-f5ed0b,company,0,2332,2,5,0
afrique-du-nord-marocaine-immeubles-urbains-3c5eba,company,0,3203,5,19,1
afrique-du-nord-marocaine-importation-papiers-f25571,company,0,1162,2,4,0
afrique-du-nord-marocaine-metallurgique-09ab7d,company,0,8799,10,34,0
afrique-du-nord-marocaine-travaux-publics-2b7640,company,0,9649,8,5,3
afrique-du-nord-materiel-roulant-casa-13c79a,company,0,2534,3,0,0
afrique-du-nord-materiel-travaux-agricoles-7fa4ce,company,0,3853,3,30,1
afrique-du-nord-maunoury-cie-tunis-65f7f2,company,0,7390,6,0,2
afrique-du-nord-maurice-ricci-1873-1956-b0417b,person,0,2545,1,0,1
afrique-du-nord-mazel-oran-dd20a3,company,0,4606,2,0,0
afrique-du-nord-medailles-du-travail-algerie-d94dcf,source_document,0,384885,35,0,0
afrique-du-nord-megisserie-algerienne-296fe1,company,0,1151,3,3,0
afrique-du-nord-melia-alger-8481f4,company,0,7853,8,0,0
afrique-du-nord-menager-kenitra-a4b2c5,company,0,2476,3,17,0
afrique-du-nord-merinos-marocain-208a27,company,0,13443,10,9,1
afrique-du-nord-merite-agricole-algerie-f10a47,source_document,0,1105431,164,0,0
afrique-du-nord-merite-agricole-maroc-90964e,source_document,0,50797,37,0,0
afrique-du-nord-merite-agricole-tunisie-be226a,source_document,0,170567,86,0,0
afrique-du-nord-merlo-et-puyou-cdd86b,company,0,21454,7,0,0
afrique-du-nord-messageries-du-littoral-17f548,company,0,35724,28,13,1
afrique-du-nord-messageries-grde-kabylie-f18f2d,company,0,1093,2,4,0
afrique-du-nord-metalgerie-ab649a,company,0,1147,2,5,0
afrique-du-nord-metallurgique-de-megrine-7deebb,company,0,16618,22,3,0
afrique-du-nord-metallurgique-de-tunisie-9d6a49,company,0,9461,4,13,0
afrique-du-nord-metetmin-franco-marocaine-a60028,company,0,37090,58,103,1
afrique-du-nord-meubles-bard-constantine-00bfcb,company,0,7446,2,0,0
afrique-du-nord-meuniere-sersou-tiaret-5e31f7,company,0,2501,2,7,0
afrique-du-nord-michel-pelegri-e143d7,company,0,14417,8,0,0
afrique-du-nord-migrama-aa30df,company,0,20354,10,10,3
afrique-du-nord-minas-del-riff-7e8c03,company,0,22172,10,0,1
afrique-du-nord-minerais-fer-djebel-anini-5ecd8d,company,0,47455,41,0,0
afrique-du-nord-minerais-fer-magnetique-collo-dbb7d2,company,0,23827,18,5,1
afrique-du-nord-mines-afoural-boucherf-da9c83,company,0,2237,2,0,0
afrique-du-nord-mines-ain-kechera-3d4931,company,0,16760,7,0,0
afrique-du-nord-mines-ain-oudrer-cee64d,company,0,6854,7,0,1
afrique-du-nord-mines-ain-zarora-fccbe3,company,0,905,1,0,0
afrique-du-nord-mines-algerie-1845-1938-ec8c5d,company,0,355834,74,0,0
afrique-du-nord-mines-antimoine-algerie-24843c,company,0,1113,1,0,2
afrique-du-nord-mines-antimoine-oued-zem-4a5cdf,company,0,1014,2,0,0
afrique-du-nord-mines-bou-medran-04c07e,company,0,3497,5,0,1
afrique-du-nord-mines-cuivre-djebilet-17203a,company,0,5023,9,7,0
afrique-du-nord-mines-cuivre-tenes-bb7d63,company,0,44194,26,6,0
afrique-du-nord-mines-d-ain-allega-7a9de3,company,0,12063,19,0,0
afrique-du-nord-mines-d-ain-barbar-abe0dd,company,0,64338,33,0,0
afrique-du-nord-mines-d-aouli-dfc893,company,0,19185,27,15,2
afrique-du-nord-mines-d-entifa-806d1d,company,0,23555,37,6,0
afrique-du-nord-mines-d-oudjda-56806b,company,0,10233,15,20,0
afrique-du-nord-mines-de-beni-himmel-4d262c,company,0,15340,12,0,3
afrique-du-nord-mines-de-bou-arfa-42b5a7,company,0,125795,115,106,0
afrique-du-nord-mines-de-bou-jaber-74e91b,company,0,39540,60,12,0
afrique-du-nord-mines-de-bou-skour-e82984,company,1,3456,3,14,3
afrique-du-nord-mines-de-boudjoudoun-e87045,company,0,39048,51,20,4
afrique-du-nord-mines-de-boulhaf-69b11b,company,0,4763,2,0,1
afrique-du-nord-mines-de-cavallo-d97bc5,company,0,10265,28,10,4
afrique-du-nord-mines-de-douaria-ca1dd5,company,0,96279,96,13,4
afrique-du-nord-mines-de-fer-de-camerata-48e86a,company,0,8886,9,0,2
afrique-du-nord-mines-de-garn-alfaya-d1676a,company,0,63079,81,60,0
afrique-du-nord-mines-de-garrouban-6358e8,company,0,16936,4,0,0
afrique-du-nord-mines-de-guelma-86cee4,company,0,35725,24,29,5
afrique-du-nord-mines-de-l-erdouz-443767,company,0,3879,4,8,3
afrique-du-nord-mines-de-l-issougri-bf52a2,company,0,12680,12,14,6
afrique-du-nord-mines-de-l-outat-c71695,company,0,2750,4,8,3
afrique-du-nord-mines-de-la-kabylie-a168e3,company,0,52714,25,13,0
afrique-du-nord-mines-de-nefate-ba6af1,company,0,3056,5,7,1
afrique-du-nord-mines-de-palestro-ed000c,company,0,11058,9,26,0
afrique-du-nord-mines-de-ras-el-ma-1e53d9,company,0,30826,34,6,9
afrique-du-nord-mines-de-sebabna-a0831d,company,0,3444,2,0,0
afrique-du-nord-mines-de-sidi-driss-ecf87b,company,0,13092,15,0,0
afrique-du-nord-mines-de-sidi-kamber-f1dca2,company,0,12842,10,13,0
afrique-du-nord-mines-de-soumah-3079ea,company,0,19374,15,5,0
afrique-du-nord-mines-de-timezrit-21682a,company,0,14476,24,0,0
afrique-du-nord-mines-de-tizi-n-taga-b412ac,company,0,8925,9,0,0
afrique-du-nord-mines-de-zaghouan-d7728c,company,0,16437,24,0,0
afrique-du-nord-mines-de-zamori-d75db8,company,0,12290,2,0,1
afrique-du-nord-mines-de-zellidja-214483,company,0,140466,79,20,0
afrique-du-nord-mines-des-achaiches-c38517,company,0,21453,20,0,0
afrique-du-nord-mines-djebel-dar-debar-e29351,company,0,1423,2,0,0
afrique-du-nord-mines-du-bou-thaleb-365b07,company,0,159135,149,30,0
afrique-du-nord-mines-du-chellala-3ceb4b,company,0,19855,26,16,4
afrique-du-nord-mines-du-djahamama-a38050,company,0,1203,1,0,0
afrique-du-nord-mines-du-djebel-aomar-6f6f0b,company,0,2140,2,6,0
afrique-du-nord-mines-du-djebel-diss-928501,company,0,5995,11,4,0
afrique-du-nord-mines-du-djebel-forer-70ab1f,company,0,5004,11,5,3
afrique-du-nord-mines-du-djebel-guendou-e472e2,company,0,4814,8,5,3
afrique-du-nord-mines-du-djebel-salrhef-2d2f05,company,1,13452,28,34,4
afrique-du-nord-mines-du-djebel-tabouna-283d70,company,0,5688,11,4,0
afrique-du-nord-mines-du-djebel-trozza-f85f41,company,0,11941,13,0,0
afrique-du-nord-mines-du-djebel-zdim-9e1ff9,company,0,2569,4,0,0
afrique-du-nord-mines-du-kef-chambi-c05f9c,company,0,19319,20,8,0
afrique-du-nord-mines-du-koudiat-touba-542ad2,company,0,3698,4,0,1
afrique-du-nord-mines-du-sidi-marouf-356627,company,0,11816,11,23,0
afrique-du-nord-mines-du-zaccar-6f9519,company,0,44566,60,17,0
afrique-du-nord-mines-et-carrieres-de-bou-mahni-9bdc71,company,0,41491,19,0,0
afrique-du-nord-mines-et-usines-1924-1932-a43e5a,company,0,12809,16,8,0
afrique-du-nord-mines-fedj-el-adoum-fdee2b,company,0,31569,50,18,0
afrique-du-nord-mines-fer-ain-sedma-402a23,company,0,13906,2,0,1
afrique-du-nord-mines-fer-kroumirie-nefzas-814aa9,company,0,21990,32,10,0
afrique-du-nord-mines-fer-larrath-bb362d,company,0,106008,67,42,0
afrique-du-nord-mines-fer-miliana-e1b9ed,company,0,32423,39,53,0
afrique-du-nord-mines-fer-rouina-7ad753,company,0,265258,161,36,0
afrique-du-nord-mines-gouraya-sadouna-227997,company,0,9534,21,4,2
afrique-du-nord-mines-hadjar-mekouch-f8db7c,company,0,2929,4,0,0
afrique-du-nord-mines-kef-oum-theboul-422578,company,0,114847,60,31,0
afrique-du-nord-mines-kherzet-yousef-b091bd,company,0,3069,1,0,0
afrique-du-nord-mines-maroc-1909-1938-fb57f1,company,0,120218,20,0,1
afrique-du-nord-mines-mercure-tarhit-ff05ed,company,0,24585,9,0,6
afrique-du-nord-mines-metalliques-beja-db537c,company,0,33243,14,28,2
afrique-du-nord-mines-mouzaia-1844-1866-f4f0e7,company,0,155999,71,1,0
afrique-du-nord-mines-mouzaia-1891-1912-0ab23e,company,0,83296,33,0,1
afrique-du-nord-mines-oued-bou-doucka-f9137c,company,0,1421,2,0,0
afrique-du-nord-mines-oued-rabah-8b6d44,company,0,13888,11,6,0
afrique-du-nord-mines-petrole-ain-zeft-b2dc6d,company,0,16468,13,0,2
afrique-du-nord-mines-rar-el-maden-485c95,company,0,10541,14,0,4
afrique-du-nord-mines-tunisie-1892-1937-c36541,company,0,217052,47,0,0
afrique-du-nord-mines-tunisie-1905-dfd982,company,0,9856,2,0,0
afrique-du-nord-mines-zinc-ain-arko-416b4a,company,0,164107,67,8,0
afrique-du-nord-mines-zinc-cap-bon-3fedd4,company,0,26236,24,0,1
afrique-du-nord-mines-zinc-guergour-7c9539,company,0,193483,159,137,0
afrique-du-nord-minetmet-caronte-48f6ce,company,0,47095,56,23,0
afrique-du-nord-miniere-afrique-du-nord-10fa2a,company,0,33638,49,16,0
afrique-du-nord-miniere-de-bou-marouf-35146c,company,0,21193,10,2,2
afrique-du-nord-miniere-de-bougie-0d75db,company,0,12440,2,0,2
afrique-du-nord-miniere-de-brademah-e85b57,company,0,4966,4,2,0
afrique-du-nord-miniere-de-fedj-assene-15dd3e,company,0,8841,6,0,0
afrique-du-nord-miniere-des-gundafa-f52efd,company,0,72619,30,58,0
afrique-du-nord-miniere-du-bramrane-560e6a,company,0,3126,4,10,1
afrique-du-nord-miniere-du-djebel-gustar-5e73c0,company,0,3639,6,2,2
afrique-du-nord-miniere-du-djendli-38899a,company,0,92924,113,47,0
afrique-du-nord-miniere-du-kanguet-054b24,company,0,137812,132,53,0
afrique-du-nord-miniere-du-maroc-oriental-71d850,company,0,10478,18,1,4
afrique-du-nord-miniere-du-siroua-1030c6,company,0,7272,2,0,0
afrique-du-nord-miniere-du-souss-abbab8,company,0,4223,5,1,2
afrique-du-nord-miniere-francaise-du-mercure-7b4745,company,0,12353,8,0,3
afrique-du-nord-miniere-franco-africaine-547c7b,company,0,64385,59,14,0
afrique-du-nord-miniere-franco-tunisienne-494615,company,0,53619,61,15,13
afrique-du-nord-miniere-frse-maroc-90241f,company,0,15122,20,38,0
afrique-du-nord-miniere-nord-afrique-3285ff,company,0,42497,57,11,0
afrique-du-nord-miniere-oued-bazera-29067c,company,0,11093,6,0,1
afrique-du-nord-minoterie-de-l-atlas-9d92e1,company,0,6971,5,20,1
afrique-du-nord-minoterie-esclapez-relizane-e9eed3,company,0,582,2,7,0
afrique-du-nord-minoterie-narbonne-hussein-dey-2231d4,company,0,49376,36,0,7
afrique-du-nord-miroiterie-afn-oran-7b4dfd,company,0,1174,2,7,0
afrique-du-nord-miroiterie-generale-maroc-1fbe0c,company,0,3984,6,15,1
afrique-du-nord-mitidja-expl-agricoles-c78d1c,company,0,15773,16,9,2
afrique-du-nord-mobil-oil-nord-africaine-3df9c9,company,0,8179,3,4,2
afrique-du-nord-mokta-el-hadid-algerie-477970,company,0,224243,143,0,1
afrique-du-nord-molybdene-azegour-b9c8b2,company,0,61460,47,41,3
afrique-du-nord-monasterienne-614fc9,company,0,2505,5,0,2
afrique-du-nord-morel-livet-tunis-66db8b,company,0,1522,3,4,0
afrique-du-nord-motoculture-nord-africaine-df9b48,company,0,1596,2,4,0
afrique-du-nord-moulin-ebba-ksour-185ec9,company,0,3669,4,5,2
afrique-du-nord-moulins-cooperatifs-mascara-fb435b,company,0,585,2,15,0
afrique-du-nord-moulins-de-mazagan-bbb974,company,0,1480,2,4,0
afrique-du-nord-moulins-des-touargas-95704b,company,0,1874,2,0,0
afrique-du-nord-moulins-du-cheliff-719f89,company,0,45226,27,0,4
afrique-du-nord-moulins-du-khroub-36f7d4,company,0,875,1,1,2
afrique-du-nord-moulins-du-maghreb-163d38,company,0,84768,83,90,12
afrique-du-nord-mto-tlemcen-47d62b,company,0,83456,55,13,1
