doc_id,entry_type,is_annuaire,n_chars,n_segments,n_ties,n_xrefs
afrique-du-nord-clovis-treboz-marrakech-5f403d,company,0,4026,8,11,1
afrique-du-nord-colonaf-cb9718,company,0,8962,22,20,0
afrique-du-nord-colonisation-franco-tunisienne-3965d1,company,0,38399,17,0,0
afrique-du-nord-colonisation-oued-ramel-d2cdc5,company,0,2719,2,7,0
afrique-du-nord-comacoin-2eb5bb,company,0,9631,13,36,0
afrique-du-nord-comansour-94d328,company,0,1077,1,0,1
afrique-du-nord-comaver-casablanca-1cc093,company,0,5926,2,0,0
afrique-du-nord-comex-afn-5e4fcf,company,0,8869,3,0,1
afrique-du-nord-cominge-casa-da57db,company,0,1259,1,0,1
afrique-du-nord-commerciale-africaine-tunis-95f1f7,company,0,1324,2,5,0
afrique-du-nord-commerciale-afrique-du-nord-3f43b5,company,0,23815,29,34,0
afrique-du-nord-commerciale-agricole-maroc-c7dd4c,company,0,1328,2,8,0
afrique-du-nord-commerciale-charbonnages-bone-3c8db7,company,0,1298,2,4,0
afrique-du-nord-commerciale-des-colons-algeriens-de49ec,company,0,17600,6,4,2
afrique-du-nord-commerciale-francaise-au-maroc-a9768a,company,0,19642,28,26,2
afrique-du-nord-commerciale-sud-algerien-8fa33f,company,0,4237,5,0,1
afrique-du-nord-commerciale-tunisienne-240e02,company,0,8738,12,12,1
afrique-du-nord-comolive-9dcccc,company,0,12047,5,0,2
afrique-du-nord-compagnie-algerienne-9cd828,company,0,614085,194,227,0
afrique-du-nord-compagnie-d-agadir-e5a972,company,0,4168,5,5,0
afrique-du-nord-compagnie-de-souelah-c9e1ef,company,0,866,2,2,0
afrique-du-nord-compagnie-du-sebou-49fc7a,company,0,8790,10,21,0
afrique-du-nord-compagnie-genevoise-setif-a22b46,company,0,34224,15,21,0
afrique-du-nord-compagnie-marocaine-2ede3b,company,0,164657,100,65,12
afrique-du-nord-comptoir-agricole-frs-oran-584df2,company,0,1189,2,4,0
afrique-du-nord-comptoir-auto-agricole-rabat-67c060,company,0,1061,2,8,0
afrique-du-nord-comptoir-ceramiques-constantine-16e93b,company,0,1152,2,7,2
afrique-du-nord-comptoir-du-maroc-occidental-c5874a,company,0,3430,3,3,0
afrique-du-nord-comptoir-escompte-affreville-542766,company,0,4298,4,11,0
afrique-du-nord-comptoir-escompte-ain-temouchent-5d0cb0,company,0,1228,2,7,0
afrique-du-nord-comptoir-escompte-batna-95fa65,company,0,1451,2,8,0
afrique-du-nord-comptoir-escompte-grande-kabylie-a035a0,company,0,3003,3,0,1
afrique-du-nord-comptoir-escompte-kabylie-occidentale-3e845f,company,0,2315,3,8,0
afrique-du-nord-comptoir-escompte-marengo-7fa821,company,0,3078,3,7,0
afrique-du-nord-comptoir-escompte-mascara-150787,company,0,1599,2,7,0
afrique-du-nord-comptoir-escompte-medea-aa6db9,company,0,1078,2,7,0
afrique-du-nord-comptoir-escompte-relizane-257b95,company,0,1334,2,0,0
afrique-du-nord-comptoir-escompte-sidi-bel-abbes-3db47a,company,0,2627,3,17,0
afrique-du-nord-comptoir-francais-maroc-c57503,company,0,26790,23,29,0
afrique-du-nord-comptoir-general-metaux-6b92a0,company,0,667,1,0,0
afrique-du-nord-comptoir-lorrain-maroc-3b9463,company,0,31265,5,39,1
afrique-du-nord-comptoir-materiel-tp-1e6b72,company,0,10092,3,0,0
afrique-du-nord-comptoir-metallurgique-maroc-12791e,company,0,11735,11,35,0
afrique-du-nord-comptoir-mines-maroc-88d29d,company,0,23956,16,10,14
afrique-du-nord-comptoir-prive-marocain-ac330e,company,0,24267,6,0,2
afrique-du-nord-comptoir-technique-algerien-eee3df,company,0,15303,11,5,3
afrique-du-nord-comptoir-textile-de-cirta-909ce7,company,0,2079,3,6,0
afrique-du-nord-comptoirs-bles-durs-algeriens-a9cef9,company,0,4896,3,6,1
afrique-du-nord-comptoirs-d-hippone-5bcc14,company,0,9135,3,0,0
afrique-du-nord-comptoirs-numidiens-a98509,company,0,51961,55,0,0
afrique-du-nord-concessionnaire-mines-ouenza-685241,company,0,38346,39,24,0
afrique-du-nord-congres-gazelec-alger-1931-6a76c5,company,0,7469,2,0,0
afrique-du-nord-conserve-la-calle-04f9dd,company,0,8856,2,0,2
afrique-du-nord-conserveries-algero-marocaines-bb834b,company,0,4846,7,1,2
afrique-du-nord-conserves-de-fedhala-9c27b9,company,0,1239,2,4,0
afrique-du-nord-conserves-de-mazagan-137a0b,company,0,1328,2,5,0
afrique-du-nord-constantinoise-industrielle-5dea7e,company,0,31027,16,0,0
afrique-du-nord-construc-outillage-machine-agricole-43f76e,company,0,11688,6,0,3
afrique-du-nord-construction-marocaine-90430c,company,0,17488,20,30,3
afrique-du-nord-continentale-des-combustibles-ecf41c,company,0,8334,9,4,0
afrique-du-nord-cooperative-agricole-mitidja-8feff1,company,0,18097,11,15,1
afrique-du-nord-coq-aix-en-provence-40c409,company,0,12287,12,4,0
afrique-du-nord-cotonniere-africaine-54d1e8,company,0,1606,1,0,1
afrique-du-nord-cotonniere-agricole-tolga-9302ff,company,0,6988,8,6,1
afrique-du-nord-cotonniere-bonoise-b9a02e,company,0,2574,3,13,0
afrique-du-nord-cotonniere-rodumna-03a0d1,company,0,3093,3,4,4
afrique-du-nord-cotons-d-algerie-b018ac,company,0,7070,9,3,1
afrique-du-nord-cotons-et-produits-agricoles-algeriens-7e3f24,company,0,140093,44,0,3
afrique-du-nord-coudray-alger-1963e1,company,0,3281,2,0,0
afrique-du-nord-courroies-grandinetti-3e0b94,company,0,2247,2,0,0
afrique-du-nord-credagricomindus-algerien-1942f0,company,0,79458,44,0,0
afrique-du-nord-credit-agricole-tlemcen-0da4fb,company,0,2907,2,7,0
afrique-du-nord-credit-algerien-84b469,company,0,284236,175,141,1
afrique-du-nord-credit-foncier-agricole-algerie-b6048a,company,0,185877,118,9,0
afrique-du-nord-credit-foncier-agricole-maroc-2570db,company,0,10132,23,13,0
afrique-du-nord-credit-foncier-alg-tun-c1ad28,company,0,647921,207,222,0
afrique-du-nord-credit-foncier-et-agricole-marocain-abc2e5,company,0,2446,2,6,2
afrique-du-nord-credit-foncier-maroc-f7007f,company,0,6221,8,5,3
afrique-du-nord-credit-foncier-marocain-5d51bc,company,0,8574,8,34,0
afrique-du-nord-credit-foncier-tunisie-1881-89-781d55,company,0,14626,9,3,0
afrique-du-nord-credit-foncier-tunisie-1890-97-9eb58a,company,0,58921,42,0,0
afrique-du-nord-credit-foncier-tunisie-1906-08-02304c,company,0,35901,19,13,0
afrique-du-nord-credit-fr-marocain-comex-97f424,company,0,3961,4,18,0
afrique-du-nord-credit-immobilier-alger-b455e1,company,0,5658,3,7,0
afrique-du-nord-credit-immobilier-oranie-c7c9db,company,0,7188,4,0,0
afrique-du-nord-credit-marocain-1913-355879,company,0,6088,11,18,0
afrique-du-nord-credit-marocain-1946-9162b0,company,0,20220,5,73,0
afrique-du-nord-crrfepc-ca9d9c,company,0,16381,16,7,6
afrique-du-nord-cuivres-d-algerie-be3590,company,0,10067,18,0,0
afrique-du-nord-culture-elevage-moulouya-bf3e84,company,0,1294,2,7,0
afrique-du-nord-cultures-industrielles-maroc-a06176,company,0,8246,4,8,6
afrique-du-nord-dalmatienne-45828b,company,0,42335,51,27,2
afrique-du-nord-damestoy-casablanca-616c5a,company,0,6674,8,5,0
afrique-du-nord-dane-alger-20a39f,company,0,5095,2,0,0
afrique-du-nord-dar-debbagh-mines-de-fee03c,company,0,8038,2,0,0
afrique-du-nord-delacroix-dominos-alger-fb6096,company,0,8178,2,0,0
afrique-du-nord-delfau-germaine-1859-1942-a856c6,person,0,9572,8,0,0
afrique-du-nord-delorme-ouled-seguin-61023b,company,0,4043,4,0,0
afrique-du-nord-denjean-bougie-d77b04,company,0,15767,6,0,0
afrique-du-nord-depeche-algerienne-a1d6bb,company,0,82076,49,1,0
afrique-du-nord-depot-gairard-alger-0f9e76,company,0,1082,2,4,0
afrique-du-nord-detartrage-construc-mecaniques-ed2ee6,company,0,1531,2,7,0
afrique-du-nord-deutsches-kohlen-depot-alger-d23afc,company,0,31482,13,0,2
afrique-du-nord-distillerie-badoil-a1bf84,company,0,18867,10,21,2
afrique-du-nord-distillerie-delbays-c62a2d,company,0,32211,20,0,4
afrique-du-nord-distillerie-liqueur-mandarine-4f7ff6,company,0,15886,6,4,7
afrique-du-nord-distillerie-vialla-constantine-10fd58,company,0,5478,2,0,0
afrique-du-nord-distilleries-algeriennes-d2f239,company,0,15939,4,0,2
afrique-du-nord-distilleries-marocaines-f72993,company,0,1394,2,4,0
afrique-du-nord-djebel-azered-353669,company,0,1291,2,0,2
afrique-du-nord-djebel-bou-mouss-bf30df,company,0,4149,10,4,1
afrique-du-nord-djebel-chelia-df4c85,company,0,4959,5,2,2
afrique-du-nord-djebel-chicker-pb-adecd8,company,0,7537,7,6,0
afrique-du-nord-djebel-chouicha-53236a,company,0,1666,3,0,0
afrique-du-nord-djebel-djegaga-800003,company,0,3096,6,10,0
afrique-du-nord-djebel-djerissa-2e0352,company,0,131349,129,114,0
afrique-du-nord-djebel-el-akhouat-cdd103,company,0,6855,13,0,3
afrique-du-nord-djebel-felten-f9e9d2,company,0,99150,100,55,0
afrique-du-nord-djebel-hallouf-3d2974,company,0,56680,49,22,0
afrique-du-nord-djebel-kebouch-096960,company,0,8203,17,0,2
afrique-du-nord-djebel-lorbeus-5b28b2,company,0,17952,25,47,5
afrique-du-nord-djebel-melaliss-ed5a49,company,0,19436,10,0,1
afrique-du-nord-djebel-oudiba-pb-zinc-4d7911,company,0,11563,16,0,0
afrique-du-nord-djebel-ressas-miniere-9d8d2b,company,0,123402,76,30,0
afrique-du-nord-djebel-sarhro-or-2cd7a6,company,1,5511,3,0,0
afrique-du-nord-djebel-sekarna-5507cf,company,0,18998,30,0,4
afrique-du-nord-djebel-teliouine-712258,company,0,24639,14,0,3
afrique-du-nord-djebel-touila-df9668,company,0,19368,16,11,5
afrique-du-nord-djebels-masser-maaziz-982be1,company,0,20189,18,0,3
afrique-du-nord-djebels-slata-hameima-4241a6,company,0,39814,48,12,0
afrique-du-nord-djidjelli-plage-a1433f,company,0,21137,14,7,3
afrique-du-nord-djidjellienne-d-electricite-ee238d,company,0,16367,10,0,2
afrique-du-nord-docks-d-afrique-601282,company,0,12013,4,0,3
afrique-du-nord-docks-d-oran-46b952,company,0,5638,6,1,3
afrique-du-nord-docks-petroles-afn-939862,company,0,3534,8,0,1
afrique-du-nord-domaine-autruches-douaouda-7f8042,company,0,992,2,4,0
afrique-du-nord-domaine-chapeau-gendarme-151a1f,company,0,55124,59,61,0
afrique-du-nord-domaine-d-el-hannser-c1369f,company,0,73270,33,0,3
afrique-du-nord-domaine-de-beni-amar-07e19b,company,0,2408,3,20,0
afrique-du-nord-domaine-de-bordj-sammar-ccafb9,company,0,49448,20,0,0
afrique-du-nord-domaine-de-boucherik-5586a1,company,0,9821,2,0,0
afrique-du-nord-domaine-de-karmoudah-c5fae6,company,0,13240,14,1,1
afrique-du-nord-domaine-de-korifla-7c69a1,company,0,1964,3,11,2
afrique-du-nord-domaine-de-lismara-20f171,company,0,40411,41,0,0
afrique-du-nord-domaine-de-megrine-304af8,company,0,5837,8,4,0
afrique-du-nord-domaine-de-montcizet-19cefb,company,0,12503,7,0,0
afrique-du-nord-domaine-de-potinville-b17e9e,company,0,46891,49,27,0
afrique-du-nord-domaine-de-smaya-e8e8a5,company,0,5116,2,0,1
afrique-du-nord-domaine-des-sources-487c5f,company,0,1445,2,4,1
afrique-du-nord-domaine-el-moudzine-fe505a,company,0,1502,2,5,0
afrique-du-nord-domaine-haouch-oued-saf-fe64aa,company,0,1172,2,6,0
afrique-du-nord-domaine-julien-de-la-guethna-f80994,company,0,16171,8,16,2
afrique-du-nord-domaine-quatre-chemins-ebccc1,company,0,2791,4,3,1
afrique-du-nord-domaine-sainte-louise-d4e6fe,company,0,1387,3,7,0
afrique-du-nord-domaine-sidi-salem-eb024a,company,0,656,2,0,0
afrique-du-nord-domaine-st-charles-boufarik-d452ac,company,0,24614,20,11,2
afrique-du-nord-domaine-torsch-la-mina-9763cf,company,0,3001,4,0,1
afrique-du-nord-domaine-trappe-staoueli-40d30b,company,0,52995,25,0,0
afrique-du-nord-domaines-africains-alger-4b27a2,company,0,51008,18,13,0
afrique-du-nord-domaines-algeriens-sodal-414bf5,company,0,18514,16,1,0
afrique-du-nord-domaines-beni-sliman-b3c183,company,0,17148,9,21,1
afrique-du-nord-domaines-de-darhoussa-4bd046,company,0,21523,15,0,5
afrique-du-nord-domaines-du-caid-es-sebt-aa14d3,company,0,984,2,6,0
afrique-du-nord-domaines-du-keroulis-f0e614,company,0,65479,38,4,3
afrique-du-nord-domaines-el-taous-9a1855,company,0,14646,9,5,1
afrique-du-nord-domaines-st-paul-bone-566a54,company,0,1261,2,4,0
afrique-du-nord-domaniale-algerienne-1900-1911-665379,company,0,26821,25,0,0
afrique-du-nord-douglas-partners-alger-d48654,company,0,1328,2,0,0
afrique-du-nord-ducros-afcd-oran-1bf897,company,0,6158,4,5,1
afrique-du-nord-duperre-mines-fer-6a8de8,company,0,7317,7,0,0
afrique-du-nord-duplan-constantine-34bb00,company,0,3201,2,0,2
afrique-du-nord-dupont-interets-frs-c-f-e0d3df,company,0,142413,5,0,0
afrique-du-nord-durafour-hussein-dey-776888,company,0,7750,5,0,0
afrique-du-nord-durand-agglo-houille-018fbb,company,0,25223,29,0,6
afrique-du-nord-durand-transporteur-alger-4c12f0,company,0,3490,3,0,4
afrique-du-nord-e-b-turner-alger-9e19a3,company,0,7059,2,0,1
afrique-du-nord-eaux-du-sahel-4cd9c8,company,0,8777,19,0,1
afrique-du-nord-eaux-minerales-ain-garci-41509c,company,0,20405,6,0,4
afrique-du-nord-eaux-thermales-korbous-8498c4,company,0,18911,15,2,2
afrique-du-nord-echo-d-alger-ab3328,company,0,24870,11,5,0
afrique-du-nord-eclairage-force-au-maroc-c23787,company,0,13224,7,16,2
afrique-du-nord-eclairages-communaux-4a6462,company,0,32745,24,6,0
afrique-du-nord-eco-et-po-1954-tunisie-3253a8,source_document,0,9559,2,0,0
afrique-du-nord-ecoles-foucault-rabat-5ab992,company,0,1395,2,7,0
afrique-du-nord-edgard-brissonnet-2a66c9,person,0,3401,1,0,17
afrique-du-nord-el-djezair-immeubles-561785,company,0,3509,2,3,2
afrique-du-nord-electricite-de-biskra-ebb45a,company,0,4267,4,11,2
afrique-du-nord-electricite-de-l-afn-ca6c9f,company,0,37641,23,11,5
afrique-du-nord-electricite-de-marrakech-e05061,company,0,5896,4,11,2
afrique-du-nord-electricite-de-mazagan-ef4a96,company,0,6315,5,15,2
afrique-du-nord-electricite-de-safi-acd375,company,0,5113,4,14,2
afrique-du-nord-electricite-de-souk-arhas-62b873,company,0,5761,9,11,5
afrique-du-nord-electricite-de-tiaret-393374,company,0,13720,3,0,1
afrique-du-nord-elevage-agriculture-nord-marocain-0d361b,company,0,5722,12,31,1
afrique-du-nord-elevage-de-meknes-033322,company,0,4282,3,9,0
afrique-du-nord-elevage-hauts-plateaux-algeriens-3403ca,company,0,17261,4,0,0
afrique-du-nord-emile-chollet-alger-681f93,company,0,3298,10,0,0
afrique-du-nord-emile-dupuy-arzew-66d6f6,person,0,6198,5,0,2
afrique-du-nord-empire-castelli-oran-168ce6,company,0,12907,5,0,0
afrique-du-nord-energie-electrique-bizerte-f9d9c3,company,0,21952,32,26,2
afrique-du-nord-energie-electrique-maroc-c38b5a,company,0,126070,64,130,0
afrique-du-nord-enfida-a59a68,company,0,120741,71,45,0
afrique-du-nord-entrep-arboricoles-agricoles-maroc-305d95,company,0,1356,3,5,1
afrique-du-nord-entrep-mme-commerciale-f78c18,company,0,40312,18,35,6
afrique-du-nord-entrepr-afr-sanitherm-31e7e2,company,0,1545,2,6,0
afrique-du-nord-entrepreneurs-de-casablanca-a20bf5,company,0,16981,1,0,2
afrique-du-nord-entreprise-algerienne-alger-e94561,company,0,2154,4,4,0
afrique-du-nord-entreprise-commerciale-afn-15304d,company,0,13927,9,8,2
afrique-du-nord-entreprises-boussiron-algerie-572c8e,company,0,72150,62,3,0
afrique-du-nord-entreprises-boussiron-maroc-cbc7c0,company,0,15300,9,0,0
afrique-du-nord-entreprises-boussiron-tunisie-499629,company,0,10837,6,0,0
afrique-du-nord-entreprises-maroc-occidental-767fe9,company,0,8732,8,11,2
afrique-du-nord-entreprises-quilmes-791c4f,company,0,17813,7,0,1
afrique-du-nord-epicerie-cotasson-constantine-2e0532,company,0,4598,2,0,0
afrique-du-nord-equatoriale-mines-tunisie-d501ad,company,0,1223,2,0,2
afrique-du-nord-ergho-casablanca-f4ea50,company,0,9152,5,31,0
afrique-du-nord-esberard-bone-902b64,company,0,3319,2,0,0
afrique-du-nord-eschenauer-alger-1886-1925-fa7e4d,company,0,11002,7,0,1
afrique-du-nord-eschenauer-alger-1925-77c455,company,0,16992,4,6,1
afrique-du-nord-esposito-alger-1872-1924-6ee962,person,0,6381,4,0,1
afrique-du-nord-essences-vegetales-africaines-377efc,company,0,1904,5,5,0
afrique-du-nord-etievant-et-cie-alger-0069f9,company,0,4294,2,0,0
afrique-du-nord-ets-alexandre-rannou-4ffb37,company,0,4044,3,9,1
afrique-du-nord-ets-bertagna-bone-c2418b,company,0,63492,39,45,0
afrique-du-nord-ets-boyoud-tunis-db90d2,company,0,8248,12,6,1
afrique-du-nord-ets-emile-parlier-92b578,company,0,24210,17,0,1
afrique-du-nord-ets-hugon-tunis-1cb4f7,company,0,1166,2,4,0
afrique-du-nord-ets-jean-arnaud-bone-69cca1,company,0,4016,2,0,0
afrique-du-nord-ets-joseph-domerc-e01521,company,0,3366,2,1,0
afrique-du-nord-ets-l-billiard-alger-e0c7af,company,0,42952,25,5,2
afrique-du-nord-ets-louis-senouf-5b17e2,company,0,1208,2,8,0
afrique-du-nord-ets-luc-court-lyon-81f133,company,0,8572,3,0,0
afrique-du-nord-ets-maurice-feuillatte-f0a6b2,company,0,21682,8,0,3
afrique-du-nord-ets-p-parrenin-maroc-42574f,company,0,11359,4,2,2
afrique-du-nord-ets-p-parrenin-tunis-28a739,company,0,4317,12,0,1
afrique-du-nord-ets-ricci-1853-1953-de9ac6,company,0,12110,1,0,1
afrique-du-nord-ets-ricci-blida-799f18,company,0,10056,6,0,3
afrique-du-nord-ets-romeo-alger-1fca06,company,0,4755,2,0,1
afrique-du-nord-ets-soussana-freres-a38b2d,company,0,3977,11,13,1
afrique-du-nord-ets-v-constantin-501494,company,0,879,2,3,0
afrique-du-nord-etudes-de-l-ouenza-e55cf6,company,0,166495,37,0,0
afrique-du-nord-etudes-du-grand-atlas-89ebfb,company,0,852,3,5,0
afrique-du-nord-etudes-economiques-afn-735af0,company,0,1639,3,8,0
afrique-du-nord-etudes-et-commerce-maroc-f81221,company,0,7062,11,10,0
afrique-du-nord-etudes-et-travaux-au-maroc-b4c914,company,0,12170,19,27,4
afrique-du-nord-etudes-hts-fnx-tunisie-85991d,company,0,1611,2,10,1
afrique-du-nord-etudes-immobilieres-tanger-3bd6a8,company,0,1553,3,0,0
afrique-du-nord-etudes-minieres-bougie-eb12ff,company,0,51546,54,28,0
afrique-du-nord-etudes-rech-minieres-agoundis-4da060,company,0,1388,4,4,0
afrique-du-nord-excelsior-constantine-ce5f5e,company,0,4060,2,0,0
afrique-du-nord-expansion-nordaf-oran-37b7e1,company,0,1027,3,4,0
afrique-du-nord-expansion-nordaf-paris-e25625,company,0,4866,4,21,2
afrique-du-nord-exploitations-de-misserghin-90a9c5,company,0,3058,2,0,0
afrique-du-nord-exploitations-minieres-tunisie-84a956,company,0,120688,98,44,0
afrique-du-nord-explosifs-minelite-menerville-5069cd,company,0,7477,16,0,2
afrique-du-nord-expo-primeurs-casablanca-1931-e91c2c,company,0,22574,2,0,1
afrique-du-nord-fabre-freres-et-vinson-f219d2,company,0,34371,44,0,2
afrique-du-nord-fabreguettes-alger-0e252e,company,0,2240,4,6,0
afrique-du-nord-falta-recherches-minieres-d61c86,company,0,21675,33,16,2
afrique-du-nord-fasi-d-electricite-ff233a,company,0,31317,38,42,3
afrique-du-nord-fecampoise-navigation-algerie-b668f3,company,0,7086,3,0,1
afrique-du-nord-ferme-deloupy-sig-9c8a45,company,0,1185,2,3,0
afrique-du-nord-ferme-gazan-deyme-812da9,company,0,34903,1,0,3
afrique-du-nord-fermes-algeriennes-59d557,company,0,8395,5,5,1
afrique-du-nord-fermes-francaises-d-algerie-9fe556,company,0,1008,1,0,2
afrique-du-nord-fermes-francaises-kabylie-80bdf7,company,0,10623,5,0,0
afrique-du-nord-fermes-francaises-tunisie-1e5a67,company,0,112750,48,27,0
afrique-du-nord-fermes-marocaines-0c9c20,company,0,5239,7,5,0
afrique-du-nord-fermiere-ch-fer-tunisiens-8877d0,company,0,169014,130,104,0
afrique-du-nord-fermiere-electrique-sousse-c84b29,company,0,6875,9,18,6
afrique-du-nord-fermiere-maroc-exploit-agricoles-c9a352,company,0,12982,14,13,0
afrique-du-nord-fernand-foureau-explorateur-b72825,person,0,30868,3,0,0
afrique-du-nord-ferrouillat-oued-marsa-fe2a0c,company,0,27236,14,0,2
afrique-du-nord-filatures-tissages-marocains-517b9f,company,0,2522,3,0,0
afrique-du-nord-filtre-gasquet-bordeaux-84ac27,company,0,7284,4,0,0
afrique-du-nord-filtrerie-fr-algerienne-29befe,company,0,55312,70,29,0
afrique-du-nord-filtrerie-portolano-bone-83b504,company,0,2610,2,0,0
afrique-du-nord-finagri-indus-maroc-ec3371,company,0,4439,3,8,0
afrique-du-nord-financiere-du-moghreb-b2a11e,company,0,1551,2,5,0
afrique-du-nord-financiere-franco-marocaine-99236d,company,0,15250,11,17,0
afrique-du-nord-foncier-africain-francais-cb6473,company,0,6514,8,11,2
afrique-du-nord-fonciere-agricole-francaise-502fbd,company,0,3834,4,9,0
afrique-du-nord-fonciere-agricole-maroc-1fa983,company,0,33416,27,20,0
afrique-du-nord-fonciere-ain-el-kadous-ac20c6,company,0,1426,2,0,1
afrique-du-nord-fonciere-des-vignobles-1ac2e4,company,0,2104,4,0,2
afrique-du-nord-fonciere-fr-tunisienne-1897-5ac7a4,company,0,5358,3,0,0
afrique-du-nord-fonciere-fr-tunisienne-1923-3218ef,company,0,4019,3,3,0
afrique-du-nord-fonciere-immob-maison-carree-97414b,company,0,10817,7,15,1
afrique-du-nord-fonciere-immobiliere-alger-2b19fa,company,0,232099,85,37,0
afrique-du-nord-fonciere-maroc-occidental-ea3750,company,0,3451,4,2,3
afrique-du-nord-fonciere-marocaine-messara-d890f0,company,0,1300,2,7,0
afrique-du-nord-fonciere-oued-zargua-712f18,company,0,4845,6,0,0
afrique-du-nord-fonderies-ateliers-tunisie-647d0b,company,0,2316,5,0,1
afrique-du-nord-fonderies-de-megrine-564b90,company,0,33982,42,11,0
afrique-du-nord-force-eclairage-saida-efdc7e,company,0,2084,3,14,0
afrique-du-nord-forest-agricole-kef-djemil-1f94aa,company,0,1224,2,5,0
afrique-du-nord-forestiere-de-kcebia-1c9d61,company,0,3608,5,9,2
afrique-du-nord-forestiere-liege-ouvre-f14b12,company,0,14273,12,5,1
afrique-du-nord-foret-de-kef-djemel-c863c6,company,0,22503,15,0,0
afrique-du-nord-foret-de-stora-ab4eda,company,0,10881,2,0,1
afrique-du-nord-forets-de-la-calle-fd6b38,company,0,19878,9,9,0
afrique-du-nord-forets-sallandrouze-de-lamornaix-a65b44,company,0,3673,11,0,0
afrique-du-nord-forets-sanhadja-collo-3ad717,company,0,3428,3,10,0
afrique-du-nord-fours-coke-hf-afn-32d9a4,company,0,876,1,0,0
afrique-du-nord-fr-algerienne-wagons-foudres-4645ea,company,0,1783,3,3,1
afrique-du-nord-fr-maroc-navigation-commerce-45ce14,company,0,8911,8,2,0
afrique-du-nord-fr-tunisienne-commerciale-2e060a,company,0,6290,8,9,2
afrique-du-nord-fr-tunisienne-navigation-3733f5,company,0,13546,8,0,1
afrique-du-nord-francaise-du-zinc-2a5c75,company,0,36800,21,8,9
afrique-du-nord-francaise-entreprises-maritimes-e385f4,company,0,5180,6,0,0
afrique-du-nord-francaise-froid-sec-60c5d6,company,0,37199,37,1,0
afrique-du-nord-francaise-mines-de-fer-a1a937,company,0,67386,37,35,0
afrique-du-nord-francaise-mines-maroc-abb0ad,company,0,10010,20,19,3
afrique-du-nord-francaise-petroles-maroc-baaebe,company,0,18878,17,42,0
afrique-du-nord-francaise-phosphates-tebessa-1b89f5,company,0,35495,20,0,0
afrique-du-nord-francalfuts-280aa1,company,0,34502,48,27,0
afrique-du-nord-france-algerie-domaines-bd6455,company,0,6263,7,5,0
afrique-du-nord-france-auto-casablanca-723599,company,0,35889,38,15,0
afrique-du-nord-francmacs-joef-algerie-7b41da,source_document,0,214113,132,0,0
afrique-du-nord-francmacs-joef-maroc-2d5708,source_document,0,136076,105,0,0
afrique-du-nord-francmacs-joef-tunisie-cec355,source_document,0,72914,100,0,0
afrique-du-nord-franco-africaine-charbonnage-8b383b,company,0,1671,4,6,0
afrique-du-nord-franco-africaine-pates-alfa-2f0ee7,company,0,54350,22,0,0
afrique-du-nord-franco-algerienne-des-carburants-65e961,company,0,10688,14,10,0
afrique-du-nord-franco-marocaine-de-fedhala-c2b8c0,company,0,14012,22,15,0
afrique-du-nord-franco-marocaine-minerais-bf1690,company,0,513,2,4,0
afrique-du-nord-franco-tunisienne-entreprises-8e1450,company,0,1973,4,5,0
afrique-du-nord-franco-tunisienne-immobiliere-466707,company,0,3058,2,10,1
afrique-du-nord-francois-valero-alger-91e43d,company,0,2597,5,0,1
afrique-du-nord-frco-asiatique-petroles-algerie-99bba7,company,0,3982,6,11,1
afrique-du-nord-frigorifique-de-tunis-1b1da8,company,0,61977,27,0,5
afrique-du-nord-frse-comptoirs-marocains-5699b6,company,0,2689,4,0,1
afrique-du-nord-frse-du-nord-marocain-5aede0,company,0,9163,7,68,2
afrique-du-nord-frse-fonciere-tanger-6e931d,company,0,1033,2,5,0
afrique-du-nord-futs-metalliques-tunisiens-e24bdb,company,0,2650,3,0,0
afrique-du-nord-gafsa-phosphates-63eaa1,company,0,619857,314,177,0
afrique-du-nord-galeries-de-france-alger-d2619a,company,0,29034,23,0,2
afrique-du-nord-galeries-de-france-bone-c94e4a,company,0,9685,8,0,1
afrique-du-nord-galeries-de-france-oran-01106c,company,0,7210,5,0,2
afrique-du-nord-garage-drap-constantine-b7454d,company,0,4543,2,0,0
afrique-du-nord-garage-fournel-constantine-e1f1ff,company,0,4363,2,0,0
afrique-du-nord-gastambide-orleansville-tlemcen-065052,company,0,6905,9,0,0
afrique-du-nord-gaston-adda-constantine-06ba5b,company,0,3594,2,0,0
afrique-du-nord-gaston-ricci-1869-1952-72917e,person,0,10252,12,0,0
afrique-du-nord-gaz-de-constantine-4d9b70,company,0,3025,5,11,1
afrique-du-nord-gaz-et-eaux-tunis-076ef6,company,0,169768,106,81,9
afrique-du-nord-gazagne-et-barral-bone-c0fc0d,company,0,2859,3,0,1
afrique-du-nord-gazelec-france-algerie-a922b9,company,0,2716,4,0,2
afrique-du-nord-gazelec-mostaganem-45ab98,company,0,2105,3,13,1
afrique-du-nord-gazelec-sidi-bel-abbes-dd87bb,company,0,12004,7,8,1
afrique-du-nord-gen-distribution-energie-elec-621d8c,company,0,55666,45,11,2
afrique-du-nord-gen-fournitures-militaires-bd57b9,company,0,21527,7,6,2
afrique-du-nord-general-phosphate-cy-fe9c80,company,0,26078,12,0,0
afrique-du-nord-generale-agricole-nordaf-9801fc,company,0,2682,3,0,5
afrique-du-nord-generale-commerce-maroc-76017d,company,0,12335,14,6,4
afrique-du-nord-generale-de-futailles-de7391,company,0,18145,3,0,0
afrique-du-nord-generale-des-tabacs-bone-01643b,company,0,9279,2,0,1
