doc_id,company_key,company_name,person_key,name_clean,surname,given,role,year,source_ref,annotation,region,country,sector,anchor_type,trigger,parse_note,member_raw,match_method,source_genre
afrique-du-nord-aec-1922-maroc-ba808c,etablissementsdecauvilleaine,Société Nouvelle des Établissements Decauville aîné,paris,1er PARIS,PARIS,1er,administrateur,,Annuaire des entreprises coloniales 1922,Établissements Decauville,Maroc,Maroc,Documents généraux (par ordre chronologique),biographical_entry,biographical,index_surname_paren,PARIS (1er),prefix,biographical
afrique-du-nord-aec-1922-maroc-ba808c,denainanzin,Denain-Anzin,paris,9e PARIS,PARIS,9e,president,,Annuaire des entreprises coloniales 1922,Denain-Anzin,Maroc,Maroc,Documents généraux (par ordre chronologique),biographical_entry,biographical,index_surname_paren,PARIS (9e),prefix_exact_length,biographical
afrique-du-nord-aec-1922-maroc-ba808c,chargeursreunis,Chargeurs réunis,paris,9e PARIS,PARIS,9e,president,,Annuaire des entreprises coloniales 1922,Chargeurs réunis,Maroc,Maroc,Documents généraux (par ordre chronologique),biographical_entry,biographical,index_surname_paren,PARIS (9e),prefix_exact_length,biographical
afrique-du-nord-aec-1922-maroc-ba808c,marocainescieriesatlas,Société marocaine des Scieries de l'Atlas,paris,9e PARIS,PARIS,9e,administrateur_delegue,,Annuaire des entreprises coloniales 1922,Scieries de l’Atlas,Maroc,Maroc,Documents généraux (par ordre chronologique),biographical_entry,biographical,index_surname_paren,PARIS (9e),prefix,biographical
afrique-du-nord-aec-1922-maroc-ba808c,acieriesblancmisseron,Française des aciéries de Blanc-Misseron,paris,9e PARIS,PARIS,9e,administrateur,,Annuaire des entreprises coloniales 1922,Aciéries de Blanc-Misseron,Maroc,Maroc,Documents généraux (par ordre chronologique),biographical_entry,biographical,index_surname_paren,PARIS (9e),prefix,biographical
afrique-du-nord-aec-1922-maroc-ba808c,miniereguinee,Compagnie Minière de la Guinée française,paris,9e PARIS,PARIS,9e,vice_president,,Annuaire des entreprises coloniales 1922,Compagnie minière de Guinée,Maroc,Maroc,Documents généraux (par ordre chronologique),biographical_entry,biographical,index_surname_paren,PARIS (9e),prefix_exact_length,biographical
afrique-du-nord-aec-1922-maroc-ba808c,mineskefchambi,Société des mines du Kef-Chambi,paris,9e PARIS,PARIS,9e,administrateur,,Annuaire des entreprises coloniales 1922,Mines de Kef-Chambi,Maroc,Maroc,Documents généraux (par ordre chronologique),biographical_entry,biographical,index_surname_paren,PARIS (9e),prefix,biographical
afrique-du-nord-aec-1922-maroc-ba808c,chargeursreunis,Chargeurs réunis,paris,9e PARIS,PARIS,9e,vice_president,,Annuaire des entreprises coloniales 1922,Chargeurs réunis,Maroc,Maroc,Documents généraux (par ordre chronologique),biographical_entry,biographical,index_surname_paren,PARIS (9e),prefix_exact_length,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,unionfinanciereparis,Union financière de Paris,chemins-de-fer-de-l-ouest-algerien-l,"Le Capitaliste, 18 juin 1884 CHEMINS DE FER DE L'OUEST-ALGÉRIEN",CHEMINS DE FER DE L'OUEST-ALGÉRIEN,"Le Capitaliste, 18 juin 1884",administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Société financière de Paris,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,"CHEMINS DE FER DE L'OUEST-ALGÉRIEN (Le Capitaliste, 18 juin 1884)",prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,cheminsferouestalgerien,Compagnie des Chemins de fer de l'Ouest-Algérien,chemins-de-fer-de-l-ouest-algerien-l,"Le Journal des finances, 7 juillet 1888 CHEMINS DE FER DE L'OUEST-ALGÉRIEN",CHEMINS DE FER DE L'OUEST-ALGÉRIEN,"Le Journal des finances, 7 juillet 1888",administrateur_delegue,,Compagnie des Chemins de fer de l'Ouest-Algérien,Compagnie des chemins de fer de l’Ouest-Algérien,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,"CHEMINS DE FER DE L'OUEST-ALGÉRIEN (Le Journal des finances, 7 juillet 1888)",prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,cheminsferouestalgerien,Compagnie des Chemins de fer de l'Ouest-Algérien,nominations-concernant-l-algerie-l,"L'Écho d'Alger, 11 août 1913 NOMINATIONS CONCERNANT L'ALGÉRIE",NOMINATIONS CONCERNANT L'ALGÉRIE,"L'Écho d'Alger, 11 août 1913",directeur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Compagnie du chemin de fer de l'Ouest-Algérien,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,"NOMINATIONS CONCERNANT L'ALGÉRIE (L'Écho d'Alger, 11 août 1913)",prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,centraledynamite,Centrale de dynamite,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,president,,Compagnie des Chemins de fer de l'Ouest-Algérien,Société centrale de Dynamite*,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,phosphatesdyr,Compagnie des Phosphates du Dyr,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,president,,Compagnie des Chemins de fer de l'Ouest-Algérien,Compagnie des phosphates du Dyr,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,djebeldjerissa,Société du Djebel-Djerissa,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,president,,Compagnie des Chemins de fer de l'Ouest-Algérien,Société du Djebel- Djerissa,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix_exact_length,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,forgeschatillon,Cie des Forges de Châtillon,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Compagnie des forges de Châtillon,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix_exact_length,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,creditnational,Crédit national,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Crédit national*,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix_exact_length,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,cheminsferouestalgerien,Compagnie des Chemins de fer de l'Ouest-Algérien,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Chemins de fer de l'Ouest-Algérien,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,minesfergiraumont,Mines de fer de Giraumont,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Mines de fer de Giraumont,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,cheminferboneguelmaprolongements,Compagnie du Chemin de fer de Bône à Guelma et prolongements,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Bône-Guelma et prolongements,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix,biographical
