doc_id,company_key,company_name,person_key,name_clean,surname,given,role,year,source_ref,annotation,region,country,sector,anchor_type,trigger,parse_note,member_raw,match_method,source_genre
afrique-du-nord-chemins-fer-ouest-algerien-473f02,cheminsferouestalgerien,Compagnie des Chemins de fer de l'Ouest-Algérien,cholet-l,L CHOLET,CHOLET,L,administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Compagnie des chemins de fer de l'Ouest- Algérien,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,CHOLET (L.),prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,forgesacieriesnordest,Forges et aciéries du Nord et de l'Est,goudchaux-e,Eliézer-Charles GOUDCHAUX,GOUDCHAUX,Eliézer-Charles,president,,Compagnie des Chemins de fer de l'Ouest-Algérien,Forges et aciéries du Nord et de l’Est,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,GOUDCHAUX (Eliézer-Charles),prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,creditfoncierfrance,Crédit foncier de France,goudchaux-e,Eliézer-Charles GOUDCHAUX,GOUDCHAUX,Eliézer-Charles,administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Crédit foncier de France,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,GOUDCHAUX (Eliézer-Charles),prefix_exact_length,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,cheminsferouestalgerien,Compagnie des Chemins de fer de l'Ouest-Algérien,le-bourdais-des-touches-j,"Jean, comte LE BOURDAIS DES TOUCHES",LE BOURDAIS DES TOUCHES,"Jean, comte",administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Chemins de fer de l'Ouest-Algérien,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,"LE BOURDAIS DES TOUCHES (Jean, comte)",prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,banquealgerie,BANQUE DE L'ALGERIE,le-bourdais-des-touches-j,"Jean, comte LE BOURDAIS DES TOUCHES",LE BOURDAIS DES TOUCHES,"Jean, comte",censeur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Banque de l'Algérie,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,"LE BOURDAIS DES TOUCHES (Jean, comte)",prefix_exact_length,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,lyonnaisedepotscreditindustrielsld,Lyonnaise de dépôts et de crédit industriel (SLD),le-bourdais-des-touches-j,"Jean, comte LE BOURDAIS DES TOUCHES",LE BOURDAIS DES TOUCHES,"Jean, comte",administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Société lyonnaise de dépôts,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,"LE BOURDAIS DES TOUCHES (Jean, comte)",prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,banquealgerie,BANQUE DE L'ALGERIE,le-bourdais-des-touches-j,"Jean, comte LE BOURDAIS DES TOUCHES",LE BOURDAIS DES TOUCHES,"Jean, comte",administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Banque de l’Algérie,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,"LE BOURDAIS DES TOUCHES (Jean, comte)",prefix_exact_length,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,creditfoncierbresilameriquesud,Crédit foncier du Brésil et de l'Amérique du Sud,le-bourdais-des-touches-j,"Jean, comte LE BOURDAIS DES TOUCHES",LE BOURDAIS DES TOUCHES,"Jean, comte",administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Crédit foncier du Brésil et de l'Amérique du Sud,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,"LE BOURDAIS DES TOUCHES (Jean, comte)",prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,cheminsferouestalgerien,Compagnie des Chemins de fer de l'Ouest-Algérien,schelle-g,Gustave SCHELLE,SCHELLE,Gustave,administrateur,,Compagnie des Chemins de fer de l'Ouest-Algérien,Chemins de fer de l’Ouest-Algérien (c,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,SCHELLE (Gustave),prefix,biographical
afrique-du-nord-chemins-fer-ouest-algerien-473f02,thomsonhouston,Thomson-Houston,schelle-g,Gustave SCHELLE,SCHELLE,Gustave,commissaire_aux_comptes,,Compagnie des Chemins de fer de l'Ouest-Algérien,Thomson-Houston,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",biographical_entry,biographical,index_surname_paren,SCHELLE (Gustave),prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,moktaelhadid,MOKTA-EL-HADID,societe-generale-algerienne-l,"Le Messager de Paris, 17 nov. 1877, p. 3 SOCIÉTÉ GÉNÉRALE ALGÉRIENNE",SOCIÉTÉ GÉNÉRALE ALGÉRIENNE,"Le Messager de Paris, 17 nov. 1877, p. 3",administrateur,,Compagnie algérienne,Mokta-el-Hadid,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"SOCIÉTÉ GÉNÉRALE ALGÉRIENNE (Le Messager de Paris, 17 nov. 1877, p. 3)",prefix_exact_length,biographical
afrique-du-nord-compagnie-algerienne-9cd828,moktaelhadid,MOKTA-EL-HADID,societe-generale-algerienne-l,"Le Messager de Paris, 17 nov. 1877, p. 3 SOCIÉTÉ GÉNÉRALE ALGÉRIENNE",SOCIÉTÉ GÉNÉRALE ALGÉRIENNE,"Le Messager de Paris, 17 nov. 1877, p. 3",directeur,,Compagnie algérienne,2 Compagnie de Mokta-el-Hadid,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"SOCIÉTÉ GÉNÉRALE ALGÉRIENNE (Le Messager de Paris, 17 nov. 1877, p. 3)",prefix_exact_length,biographical
afrique-du-nord-compagnie-algerienne-9cd828,chargeursreunis,Chargeurs réunis,compagnie-algerienne-l,"Le Journal des finances, 8 décembre 1877 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Journal des finances, 8 décembre 1877",president,,Compagnie algérienne,Chargeurs réunis,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Journal des finances, 8 décembre 1877)",prefix_exact_length,biographical
afrique-du-nord-compagnie-algerienne-9cd828,unionincendie1828,Union-Incendie (1828),compagnie-algerienne-l,"Le Journal des finances, 29 décembre 1877 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Journal des finances, 29 décembre 1877",censeur,,Compagnie algérienne,l’Union-Incendie,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Journal des finances, 29 décembre 1877)",prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,caissereassurances,Caisse générale de réassurances,compagnie-algerienne-l,"Le Journal des finances, 29 décembre 1877 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Journal des finances, 29 décembre 1877",administrateur,,Compagnie algérienne,Caisse générale de réassurances,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Journal des finances, 29 décembre 1877)",prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,acieries,Société des aciéries,compagnie-algerienne-l,"Le Journal des finances, 29 décembre 1877 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Journal des finances, 29 décembre 1877",administrateur_delegue,,Compagnie algérienne,Aciéries,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Journal des finances, 29 décembre 1877)",exact_single_token,biographical
afrique-du-nord-compagnie-algerienne-9cd828,comptoirnationalescompte,Comptoir national d'escompte,compagnie-algerienne-l,"Le Journal des finances, 29 décembre 1877 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Journal des finances, 29 décembre 1877",administrateur,,Compagnie algérienne,Comptoir national d’escompte,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Journal des finances, 29 décembre 1877)",prefix_exact_length,biographical
afrique-du-nord-compagnie-algerienne-9cd828,banquemaritime,Banque maritime,compagnie-algerienne-l,"Le Journal des finances, 29 décembre 1877 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Journal des finances, 29 décembre 1877",administrateur,,Compagnie algérienne,Banque maritime,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Journal des finances, 29 décembre 1877)",prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,fonciereincendie,Foncière-Incendie,compagnie-algerienne-l,"Le Journal des finances, 29 décembre 1877 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Journal des finances, 29 décembre 1877",administrateur,,Compagnie algérienne,Foncière-Incendie,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Journal des finances, 29 décembre 1877)",prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,sucriereantilles,Compagnie Sucrière des Antilles,compagnie-algerienne-l,"Le Journal des finances, 29 décembre 1877 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Journal des finances, 29 décembre 1877",administrateur,,Compagnie algérienne,Compagnie sucrière des Antilles,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Journal des finances, 29 décembre 1877)",prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,fiveslille,Fives-Lille,compagnie-algerienne-l,"Le Journal des finances, 29 décembre 1877 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Journal des finances, 29 décembre 1877",president,,Compagnie algérienne,Fives-Lille,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Journal des finances, 29 décembre 1877)",prefix_exact_length,biographical
afrique-du-nord-compagnie-algerienne-9cd828,moktaelhadid,MOKTA-EL-HADID,compagnie-algerienne-l,"Le Journal des finances, 29 décembre 1877 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Journal des finances, 29 décembre 1877",administrateur,,Compagnie algérienne,Mokta-el-Hadid,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Journal des finances, 29 décembre 1877)",prefix_exact_length,biographical
afrique-du-nord-compagnie-algerienne-9cd828,cheminferportreunion,Compagnie du Chemin de fer et du port de la Réunion,comptoir-d-alger-e,en face le square COMPTOIR D'ALGER,COMPTOIR D'ALGER,en face le square,administrateur,,Compagnie algérienne,Compagnie du chemin de fer et du port de la Réunion,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,COMPTOIR D'ALGER (en face le square),prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,banquemaritime,Banque maritime,comptoir-d-alger-e,en face le square COMPTOIR D'ALGER,COMPTOIR D'ALGER,en face le square,commissaire_aux_comptes,,Compagnie algérienne,Banque maritime,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,COMPTOIR D'ALGER (en face le square),prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,phosphatesdyr,Compagnie des Phosphates du Dyr,comptoir-d-alger-e,en face le square COMPTOIR D'ALGER,COMPTOIR D'ALGER,en face le square,administrateur,,Compagnie algérienne,Phosphates du Dyr,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,COMPTOIR D'ALGER (en face le square),prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,hautsfourneaux,de la Société des Hauts Fourneaux,comptoir-d-alger-e,en face le square COMPTOIR D'ALGER,COMPTOIR D'ALGER,en face le square,directeur,,Compagnie algérienne,hauts fourneaux,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,COMPTOIR D'ALGER (en face le square),prefix_exact_length,biographical
afrique-du-nord-compagnie-algerienne-9cd828,viticoleamourahdollfusville,"Société Viticole d'Amourah, Dollfusville",comptoir-d-alger-e,en face le square COMPTOIR D'ALGER,COMPTOIR D'ALGER,en face le square,commissaire_aux_comptes,,Compagnie algérienne,Compagnie viticole d'Amourah,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,COMPTOIR D'ALGER (en face le square),prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,phosphatesdyr,Compagnie des Phosphates du Dyr,comptoir-d-alger-e,en face le square COMPTOIR D'ALGER,COMPTOIR D'ALGER,en face le square,administrateur,,Compagnie algérienne,Phosphates du Dyr,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,COMPTOIR D'ALGER (en face le square),prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,portbizerte,Société du Port de Bizerte,compagnie-algerienne-l,"Le Capitaliste, 10 mai 1882 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Capitaliste, 10 mai 1882",president,,Compagnie algérienne,Compagnie du port de Bizerte,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Capitaliste, 10 mai 1882)",prefix_exact_length,biographical
afrique-du-nord-compagnie-algerienne-9cd828,cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,compagnie-algerienne-l,"Le Messager de Paris, 26 mars 1888 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Messager de Paris, 26 mars 1888",administrateur,,Compagnie algérienne,Société des chemins de fer sur routes d'Algérie,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Messager de Paris, 26 mars 1888)",prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,glacieresparis,Glacières de Paris,compagnie-algerienne-l,"Le Messager de Paris, 26 mars 1888 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Messager de Paris, 26 mars 1888",vice_president,,Compagnie algérienne,Société des Glacières de Paris,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Messager de Paris, 26 mars 1888)",prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,compagnie-algerienne-l,"Le Capitaliste, 19 mars 1908 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Capitaliste, 19 mars 1908",administrateur,,Compagnie algérienne,Chemins de fer de l'Est,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Capitaliste, 19 mars 1908)",prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,banquealgerie,BANQUE DE L'ALGERIE,composition-du-comite-central-l,"L’Écho d’Alger, 14 septembre 1914 COMPOSITION DU COMITE CENTRAL",COMPOSITION DU COMITE CENTRAL,"L’Écho d’Alger, 14 septembre 1914",administrateur,,Compagnie algérienne,Banque de l’Algérie,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPOSITION DU COMITE CENTRAL (L’Écho d’Alger, 14 septembre 1914)",prefix_exact_length,biographical
afrique-du-nord-compagnie-algerienne-9cd828,creditfonciercolonial,Crédit foncier colonial,compagnie-algerienne-l,"Le Journal des finances, 4 mars 1921 COMPAGNIE ALGÉRIENNE",COMPAGNIE ALGÉRIENNE,"Le Journal des finances, 4 mars 1921",president,,Compagnie algérienne,Crédit foncier colonial,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,"COMPAGNIE ALGÉRIENNE (Le Journal des finances, 4 mars 1921)",prefix_exact_length,biographical
afrique-du-nord-compagnie-algerienne-9cd828,transportsmazeres,Transports Mazères,bonnell-g,Georges BONNELL,BONNELL,Georges,administrateur,,Compagnie algérienne,Transports Mazères,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,BONNELL (Georges),prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,caissetunisiennecreditconsolidation,Caisse tunisienne de crédit et de consolidation,bonnell-g,Georges BONNELL,BONNELL,Georges,administrateur,,Compagnie algérienne,Caisse tunisienne de crédit et de consolidation,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,BONNELL (Georges),prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,hydrauliquetunisienne,Société Hydraulique Tunisienne,bonnell-g,Georges BONNELL,BONNELL,Georges,administrateur,,Compagnie algérienne,l’Hydraulique tunisienne et,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,BONNELL (Georges),prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,centraledynamite,Centrale de dynamite,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,president,,Compagnie algérienne,Société centrale de Dynamite,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,phosphatesdyr,Compagnie des Phosphates du Dyr,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,president,,Compagnie algérienne,Compagnie des phosphates du Dyr,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix,biographical
afrique-du-nord-compagnie-algerienne-9cd828,djebeldjerissa,Société du Djebel-Djerissa,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,president,,Compagnie algérienne,Société du Djebel-Djerissa,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix_exact_length,biographical
afrique-du-nord-compagnie-algerienne-9cd828,forgeschatillon,Cie des Forges de Châtillon,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,administrateur,,Compagnie algérienne,Compagnie des forges de Châtillon,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix_exact_length,biographical
afrique-du-nord-compagnie-algerienne-9cd828,creditnational,Crédit national,bordet,[Joseph] Lucien BORDET,BORDET,[Joseph] Lucien,administrateur,,Compagnie algérienne,Crédit national,Algerie,Algérie,"Banques et groupes financiers, assurances",biographical_entry,biographical,index_surname_paren,BORDET ([Joseph] Lucien),prefix_exact_length,biographical
