person_id,company_key,company_name,role,year,source_ref,doc_id,annotation,from_company_id,match_method,n_observations,source_genre
outhenin-chalandre-h,unilever,Unilever,administrateur,1951,Annuaire des entreprises coloniales,pacifique-aec-1951-polynesie-785e7c,Unilever,phosphatesoceanie,exact_single_token,3,annotation
palliez-a,frsepetrolesmaroc,Cie frse des PÉTROLES du MAROC,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-francaise-petroles-maroc-baaebe,Cie frse des pétroles,petrolesmaroc,prefix,3,annotation
patard-h,forgesacieriesmarinestetienne,Forges et aciéries de la Marine et de St-Étienne,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Forges de la Marine,marocainemetallurgique,prefix,3,annotation
pechadre-a,energieindustrielle,L'Énergie industrielle,administrateur,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-madagascar-1deb0e,Énerg. indus,fonciereminieremadagascar,prefix,3,annotation
peretti-a,africaineagricoleminiere,Compagnie africaine agricole et minière,administrateur,1952,"selon Maurice Dupont, Esprit, août 1952",afrique-du-nord-aec-1951-maroc-0655fe,Afric. agric. et min,minieregundafa,prefix,3,annotation
pezieux-a,etsnozalparticipationdscomptoirmetallurgiquemaroc,Éts Nozal : participation ds le Comptoir métallurgique du Maroc,administrateur,1923,"Marseille, 1923",afrique-du-nord-aec-1922-maroc-ba808c,Éts Nozal,internationaleetudestravauxmaroc,prefix,3,annotation
piallat-g,madagascarautomobile,Madagascar-automobile,administrateur,1973,"Roanne, 7 juillet 1881-Limeil-Brévannes, 1973",madagascar-et-djibouti-aec-1951-madagascar-36cc19,Madagascar-automobile,minierefinancieremadagascar,prefix_exact_length,3,annotation
pleutin-e,anciensetablissementseiffelanciennementconstructionslevalloisperret,Anciens Établissements Eiffel (Anciennement : « Constructions de Levallois-Perret »),administrateur,1971,"Saint-Nicolas-de-la-Taille, Seine-Inférieure, 7 juin 1878-Dalat, 1971",inde-indochine-aec-1951-indochine-96799d,Anc. Éts Eiffel,immobiliereindochine,prefix,3,annotation
prince-d-essling,massena,Société Masséna,administrateur,1922,"AEC 1922, p. 509",afrique-du-nord-briqueteries-de-fedhala-9ecf0e,Masséna,briqueteriesfedhala,exact_single_token,3,annotation
prive-p,fiveslille,Fives-Lille,administrateur,1971,"Saint-Nicolas-de-la-Taille, Seine-Inférieure, 7 juin 1878-Dalat, 1971",inde-indochine-aec-1951-indochine-96799d,Fives-Lille,sucreriesraffineriesindochine,prefix_exact_length,3,annotation
prohom-g,transportsmory,Transports Mory,administrateur,1955,"Belley, 1888-Paris, 1955",afrique-occidentale-aec-1951-aof-togo-9a864d,Transp. Mory,unioncomptoirsoutremerunicomer,prefix,3,annotation
reille,minesfonderiesforgesalais,"Mines, fonderies et forges d’Alais",administrateur,1938,"ANNUAIRE INDUSTRIEL, 1938",afrique-du-nord-ann-indus-1938-maroc-992aca,Forges d'Alais,metallurgiqueminierefrancomarocaine,prefix,3,annotation
reille-x,minesfonderiesforgesalais,"Mines, fonderies et forges d’Alais",administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Forges d'Alais,metallurgiqueminierefrancomarocaine,prefix,3,annotation
richard-j,president,Président,administrateur,1903,"Le Moniteur des colonies, « La Côte-d’Ivoire », 1903",afrique-occidentale-miniere-du-bondoukou-b2ab17,président,minierebondoukoucoteivoire,exact_single_token,3,annotation
roullet-g,delmasvieljeux,Cie Delmas-Vieljeux,administrateur,1947,"Dissoute, février 1947",afrique-equatoriale-aec-1951-aef-cameroun-6d0821,Delmas-Vieljeux,bordelaiseafricaine,prefix_exact_length,3,annotation
ruault-f,acierieslongwy,Société des Aciéries de Longwy,administrateur,1919,"Le Journal des débats, 2 février 1919",afrique-du-nord-aec-1951-maroc-0655fe,Ac. Longwy,longometalmaroc,prefix_exact_length,3,annotation
schwob-j,optorg,Optorg,administrateur,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-djibouti-362d73,Optorg,commercialeabyssinie,exact_single_token,3,annotation
smekens-a,uniontropicaleplantations,Union tropicale de plantations,administrateur,1963,"à 37 % selon Doc. af., 1963",afrique-occidentale-aec-1951-aof-togo-9a864d,Union trop. plant,africainefinanciereagricole,prefix_exact_length,3,annotation
soforma,forestieremayombedimonikamvouti,"Société Forestière de Mayombe, Dimonika-M’Vouti",administrateur,1949,"J. O. R. F., 4 janvier 1949, p. 218",afrique-equatoriale-aec-1951-aef-cameroun-6d0821,"Société forestière de Mayombe, à Dimonika",minieredimonika,prefix,3,annotation
soulary-p,fonderie,Société générale de fonderie,administrateur,1919,"Le Journal des débats, 2 février 1919",afrique-du-nord-aec-1951-maroc-0655fe,Soc. générale de fonderie,longometalmaroc,exact_single_token,3,annotation
st-paul-de-sincay-g,vieillemontagne,Vieille Montagne,administrateur,1932,"Le Temps, 21 novembre 1932",inde-indochine-ann-indus-1938-ic-ef7299,Vieille-Montagne,socminesetainhauttonkin,prefix_exact_length,3,annotation
superville-m,banquefrseafriqueequat,Banque frse de l'Afrique équat,administrateur,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c,Bq frse de l'Af. équat,bordelaisecomptoirsafricains,prefix,3,annotation
thomas-g,hersent,Société anonyme Hersent,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Hersent,manufacturemarocainecalorifugesliegesagglomeres,exact_single_token,3,annotation
vairon-c,commercialecharbonnagesentreprisesmaritimes,Société Commerciale de Charbonnages et d’entreprises maritimes,administrateur,1944,"Mâcon, 1872-Paris, 1944",afrique-du-nord-ann-indus-1925-tunisie-d7c1f4,Cie commerciale maritime,tunisiennephosphatesdjebelmdilla,prefix,3,annotation
verge-c,banqueetatmaroc,Banque d'État du Maroc,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,"P.-O., Bq d'État du Maroc",cheminsfermaroc,prefix,3,annotation
villain-f,forgesacieriesnordest,Forges et aciéries du Nord et de l'Est,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Forges et ac. du Nord et de l'Est,metallurgiqueminierefrancomarocaine,prefix,3,annotation
vogt-p,mineskalitheresefd1910,Mines de Kali Ste-Thérèse sté fd en 1910,administrateur,1973,"Roanne, 7 juillet 1881-Limeil-Brévannes, 1973",madagascar-et-djibouti-aec-1951-madagascar-36cc19,Mines de Kali Ste-Thérèse,syndicatlyonnaismadagascar,prefix,3,annotation
abadie-a-tunis,germain,Société Germain,administrateur,1926,Annuaire des valeurs de l’Afrique du Nord 1926,afrique-du-nord-huilerie-franco-tunisienne-ec630b,Germain,huileriefrancotunisienne,exact_single_token,2,annotation
acieries-du-chili,schneider,Schneider,administrateur,1922,"AEC 1922, p. 363",madagascar-et-djibouti-un-miniere-et-industrielle-98a73d,Schneider,unionminiereindustrielle,exact_single_token,2,annotation
adosia-s,jheudebert,J. Heudebert et Cie,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Heudebert,alimentessentielch,exact_single_token,2,annotation
aegerter-f,agricoleannam,Compagnie Agricole d'Annam,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie agric. d’Annam-thé,agricoleannamcada,prefix_exact_length,2,annotation
aguillon-j,forgeschatilloncommentryneuvesmaisons,Forges de Châtillon-Commentry et Neuves-Maisons,administrateur,1938,Annuaire industriel 1938,empire-mines-fer-la-mouriere-abd381,Châtillon-Commentry,minesfermouriere,prefix,2,annotation
allain-e,commerceexterieur,Société générale de commerce extérieur,administrateur,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-madagascar-1deb0e,Sté gén. de commerce ext,creditfonciermadagascar,prefix_exact_length,2,annotation
allard-j,vieillemontagne,Vieille Montagne,administrateur,1938,Annuaire industriel 1938,afrique-du-nord-miniere-frse-maroc-90241f,Vieille-Montagne,minieremaroc,prefix_exact_length,2,annotation
allegre-louis-ep-fille-dernest-roume,ouenza,Société de l'Ouenza,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ouenza,ouenzaalgerie,exact_single_token,2,annotation
allier-j-jacques,creditfonciersantafe,Crédit foncier de Santa-Fé,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Santa-Fé,santafefinfrse,prefix,2,annotation
alliot-p,ancetablissementsjosephparis,Anc. Établissements Joseph Paris,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Anc. Éts Joseph Paris,ancetsjosephparisnanteschantenay,prefix_exact_length,2,annotation
archavlis-e,hydroenergie,L’Hydro-Énergie,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Hydro-Énergie,hydroenergiegardybonvoisingazistanbul,prefix_exact_length,2,annotation
ardhuin-j,louissauvegrainfsecooperativeconsommation,Louis Sauvegrain. Société fse coopérative de consommation,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Soc. générale des coop. de consomm,coopconsomm,prefix,2,annotation
armanet-j,financiereindustriellepetroles,Financière et industrielle des pétroles S.A.,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Financ. et indus. des pétroles,financiereindustriellepetrolesfipabs,prefix_exact_length,2,annotation
armstrong-f,president,Président,administrateur,1903,"Le Moniteur des colonies, La Côte-d’Ivoire, 1903",afrique-occidentale-ivory-coast-goldfields-48f2b8,président,ivorycoastgoldfields,exact_single_token,2,annotation
arnoux-e,banquemadagascar,Banque de Madagascar,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Bq de Madagascar,banquemadagascarcomores,prefix_exact_length,2,annotation
arnoux-e,marseillaisemadagascar,Compagnie Marseillaise de Madagascar,administrateur,1953,"La Verrie, 24 mai 1877-Tananarive, 14 mars 1953",madagascar-et-djibouti-bq-madagascar-comores-6f9a9a,Cie marseill. de Madag,banquemadagascarcomores,prefix_exact_length,2,annotation
asscher-louisdiamantaire-a-paris,miniereintercoloniale,Société minière intercoloniale,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Soc. minière intercoloniale,miniereintercolonialeberberati,prefix_exact_length,2,annotation
atthalin-a,colonies,Compagnie Générale des colonies,administrateur,1929,"Les Cahiers coloniaux, 8 juillet 1929",inde-indochine-ch-fer-sud-indochine-b20476,Cie gén. colonies,cheminfersudindochine,exact_single_token,2,annotation
aubertin-m,fevrecarrieresscieriesbourgogne,FËVRE et Cie. Carrières et Scieries de Bourgogne,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Carr. et sc. de F,carrieresscieriesfrance,prefix,2,annotation
audren-de-kerdrel-r,colonies,Compagnie Générale des colonies,administrateur,1951,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1951-madagascar-36cc19,Gén. colonies,banquemadagascarcomores,exact_single_token,2,annotation
audren-de-kerdrel-v,banquemadagascar,Banque de Madagascar,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Bq de Madagascar,banquemadagascarcomores,prefix_exact_length,2,annotation
auzanneau,cameroun,Cie française du Cameroun,administrateur,1947,"Dissoute, février 1947",afrique-equatoriale-aec-1951-aef-cameroun-6d0821,Cie fse du Cameroun,energieelectriquecamerounbp,exact_single_token,2,annotation
avitabile-m,cheminsferindochineyunnan,Compagnie française des Chemins de fer de l'Indochine et du Yunnan,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ch. de fer Indoch.+ Yunnan,indochineyunnanchfer,prefix_exact_length,2,annotation
babington-smith-m,charbonnagesbeeringen,Charbonnages de Beeringen,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Charbonn. de Beeringen,charbonnbeeringenb,prefix,2,annotation
babington-smith-m,ouenza,Société de l'Ouenza,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ouenza,ouenzaalgerie,exact_single_token,2,annotation
baert-j,louissauvegrainfsecooperativeconsommation,Louis Sauvegrain. Société fse coopérative de consommation,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Soc. générale des coop. de consomm,coopconsomm,prefix,2,annotation
baffeleuf-j,charbonnagestuyenquang,Charbonnages de Tuyên-Quang,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Charb. Tuyên- Quang,charbonntuyenquang,prefix,2,annotation
balandras-g,legionhonneur,Légion d’honneur,administrateur,1922,"Le Recueil des assemblées générale, 1922",empire-affreteurs-reunis-38fc33,Lég. honn,affreteursreunis,prefix_exact_length,2,annotation
balensi-e,ouenza,Société de l'Ouenza,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ouenza,ouenzaalgerie,exact_single_token,2,annotation
ballot-j,exploitationsforestieresafricaines,Compagnie Exploitations forestières africaines,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Exploit. forest. afric,exploitationsforestieresafricainesgabon,prefix_exact_length,2,annotation
banquet-h,culturesextremeorient,Cie française des cultures d'Extrême-Orient,administrateur,1956,"Desfossés, 1956",madagascar-et-djibouti-aec-1951-madagascar-36cc19,Cie fse cult. Ext.-or,entreprisesmetropolitainescoloniales,prefix,2,annotation
bantel-jospeh-petit-de-ing-agro-chateau-de-mussy-s,saintgobain,Compagnie de Saint-Gobain,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,St-Gobain,stgobainchaunycireyusinetonnaychte,prefix_exact_length,2,annotation
barbey-e,charbonnagesbeeringen,Charbonnages de Beeringen,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Charb. Beeringen,charbonnbeeringenb,prefix,2,annotation
bargmann,steftransportsentrepotsfrigorifiques,STEF-Transports et entrepôts frigorifiques,administrateur,1922,AEC 1922,afrique-du-nord-port-de-fedhala-e16912,Transp. et entrepôts frigo,manutentionmarocaine,prefix,2,annotation
barnes,angleterre,l'Angleterre,administrateur,1937,"La Journée industrielle, 4 mai 1937",afrique-du-nord-societe-miniere-algerienne-97dee2,Angleterre,minierealgerienne,exact_single_token,2,annotation
barris-p,industriellegrandepeche,Société industrielle de la grande pêche,administrateur,1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-aof-togo-9a864d,Sté ind. grande pêche,banqueafriqueoccidentale,prefix_exact_length,2,annotation
barthet-r,cheminferdamashamahprolongements,Chemin de fer Damas-Hamah et prolongements,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Damas-Hamah,chferdamashamahprolongements,prefix,2,annotation
bastouil-f,parisfrance,Paris-France,administrateur,1922,"Les Assemblées générales, 1922",empire-magasins-modernes-4b5207,Paris-France,magasinsmodernesfilialecommunenouvellesgaleriesparisfrance,prefix_exact_length,2,annotation
bates,bordeauxmaroc,Bordeaux-Maroc,administrateur,1922,"AEC 1922, p. 563",afrique-du-nord-cherifienne-de-colonisation-07da69,Bordeaux-Maroc,cherifiennecolonisation,prefix,2,annotation
baudot-h,kratie,Kratié,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Kratié,plantationskratie,exact_single_token,2,annotation
bauer-h,associebanqueperier,associé de la Banque Périer,administrateur,1914,"L’Écho des mines et de la métallurgie, 19 février 1914",afrique-du-nord-societe-de-l-ouenza-2a67c0,Banque Périer,ouenza,prefix,2,annotation
baumgartner-w,sousgouverneurhonorairebanquefrance,sous-gouverneur honoraire de Banque de France,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,gouv. Banque de France,banquefrance,prefix,2,annotation
beaufort-j,plantationsdjember,Plantations de Djember,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Plant. Djember,plantationsdjemberjava,prefix_exact_length,2,annotation
beaujon-j,louissauvegrainfsecooperativeconsommation,Louis Sauvegrain. Société fse coopérative de consommation,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Soc. générale des coop. de consomm,coopconsomm,prefix,2,annotation
beaumont-cte-jean-de-la-bonniniere-degendre-dolivi,africaineforestiereagricole,Société africaine forestière et agricole,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Soc. afric. forestière et agric,africaineforestiereagricolesafacameroun,prefix_exact_length,2,annotation
beaussart-a,unionremorqueursdakar,Union des remorqueurs de Dakar,administrateur,1947,"JORF, 10 août 1947",afrique-occidentale-charbonnages-de-dakar-1b087a,> Union des remorq. de Dakar,charbonnagesdakar,prefix,2,annotation
beaussart-a,unionremorqueursdakar,Union des remorqueurs de Dakar,administrateur,1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-aof-togo-9a864d,› Union des remorq. de Dakar,charbonnagesdakar,prefix,2,annotation
beigbeder-alfred-fils-donesime,charbonnagesbeeringen,Charbonnages de Beeringen,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Charbon. Beeringen,charbonnbeeringenb,prefix,2,annotation
belin-j,censeurcreditnational,censeur au Crédit National,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,censeur Créd. nat,creditnational,prefix,2,annotation
bellevue-b,etshenrylepautemesnilroiseineoise,Ets Henry-Lepaute à Mesnil-le-Roi (Seine-et-Oise),administrateur,1926,Annuaire des valeurs de l’Afrique du Nord 1926,afrique-du-nord-colonaf-cb9718,Seine-et-Oise,colonialeafriquenorddjamaa,prefix,2,annotation
bellieu-p,nationalenavigation,Compagnie Nationale de Navigation,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Nationale de navig,nationalenavigationcnnjuillet1986repriseparfrsetransp,prefix,2,annotation
