from_company_id,to_company_id,from_name,to_name,n_references
minesetainwolframpiaouacest,etainindochinedeveloppementminierlaosrueeversgisementsminierslaoslaosminierbourseparis,Société des Mines d'étain et Wolfram du Pia-Ouac Est,L'Étain en Indochine et le développement minier du Laos. La Ruée vers les gisements miniers du Laos. Le Laos minier et la Bourse de Paris,1
pilamalon,houillerestourane,Pila et Malon,Société française des Houillères de Tourane,1
pilamalon,dockshouillerestourane,Pila et Malon,Société des Docks et houillères de Tourane,1
premierespiroguesmoteurexplosionhautmekongrivierenoire,minesortchepone,Premières pirogues à moteur à explosion sur le Haut-Mékong et la rivière Noire,Mines d'or de Tchépone,1
cochinchineouplantationscaoutchouccochinchine,hotelcontinental,Cochinchine ou Plantations de caoutchouc de Cochinchine,Hôtel Continental,1
cochinchineouplantationscaoutchouccochinchine,ollivier,Cochinchine ou Plantations de caoutchouc de Cochinchine,"Ollivier, puis Mottet & Cie, puis H. Blanc & P. Hauff, puis H. Blanc",1
cochinchineouplantationscaoutchouccochinchine,etslouisjacqueimportexportconstructionsmecaniquesnavalesmetalliques,Cochinchine ou Plantations de caoutchouc de Cochinchine,"Éts Louis Jacque et Cie, import-export, constructions mécaniques, navales et métalliques",1
cochinchineouplantationscaoutchouccochinchine,caoutchoutieregianhanoucaoutchoutieregianhan,Cochinchine ou Plantations de caoutchouc de Cochinchine,Cie caoutchoutière de Gia-nhan ou Caoutchoutière de Gia-Nhan,1
cochinchineouplantationscaoutchouccochinchine,caoutchoucsphuochoa,Cochinchine ou Plantations de caoutchouc de Cochinchine,Les Caoutchoucs de Phuôc-Hoà,1
cochinchineouplantationscaoutchouccochinchine,syndicatplanteurscaoutchoucindochine,Cochinchine ou Plantations de caoutchouc de Cochinchine,Syndicat des planteurs de caoutchouc de l'Indochine,1
cochinchineouplantationscaoutchouccochinchine,ippolito,Cochinchine ou Plantations de caoutchouc de Cochinchine,Ippolito,1
cochinchineouplantationscaoutchouccochinchine,xuanlocouxuanloc,Cochinchine ou Plantations de caoutchouc de Cochinchine,Xuan-lôc ou Xuanlôc,1
cochinchineouplantationscaoutchouccochinchine,francoasiatiquepetrolesnordindochine,Cochinchine ou Plantations de caoutchouc de Cochinchine,Compagnie franco-asiatique des pétroles-Nord Indochine,1
cochinchineouplantationscaoutchouccochinchine,plantationsterresrougesheveasquanloicafeiersheveasjava,Cochinchine ou Plantations de caoutchouc de Cochinchine,"Société des Plantations des Terres-Rouges, hévéas à Quan-loï, caféiers et hévéas à Java",1
cochinchineouplantationscaoutchouccochinchine,radioindochineouradiosind,Cochinchine ou Plantations de caoutchouc de Cochinchine,Radio-Indochine ou Radio-Sindex,1
plantationnguyenvancualongthanh,kapokheveaslavan,"Plantation Nguyên van Cua, Long-Thanh",Kapok et hévéas de Lavan,1
plantationbuong,domainephuocbinh,Plantation du La-Buong,Domaine de Phuoc-Binh,1
plantationphutrung,etslouisjacqueimportexportconstructionsmecaniquesnavalesmetalliques,Plantation de Phu-trung,"Éts Louis Jacque et Cie, import-export, constructions mécaniques, navales et métalliques",1
plantationphutrung,cochinchineouplantationscaoutchouccochinchine,Plantation de Phu-trung,Cochinchine ou Plantations de caoutchouc de Cochinchine,1
plantationpretrebinhtho,distilleriesindochine,"Plantation Prêtre, Binh-Tho",Distilleries de l’Indochine,1
plantationsbunge,collectiontitrescoloniauxsergevolper,Plantations Bunge,Collection de titres coloniaux de Serge Volper,1
plantationsdjiring,comptoirsgenerauxindochine,Société des Plantations de Djiring,Comptoirs généraux de l’Indochine,1
plantationskyte,collectionsindochinoisesoliviergaland,Société des plantations de Ky-Té,Collections indochinoises d'Olivier Galand,1
plantationskyte,collectiontitrescoloniauxsergevolper,Société des plantations de Ky-Té,Collection de titres coloniaux de Serge Volper,1
plantationskyte,annuaireplanteurscaoutchoucindochine,Société des plantations de Ky-Té,Annuaire des planteurs de caoutchouc de l'Indochine,1
colonialeplantationsdistillation,cochinchineouheveascochinchine,Société coloniale de Plantations et de distillation,Cochinchine ou Hévéas de Cochinchine,1
colonialeplantationsdistillation,collectiontitrescoloniauxsergevolper,Société coloniale de Plantations et de distillation,Collection de titres coloniaux de Serge Volper,1
plantationsindochinoisessuoichuabuong,banquefrancecolonies,"Plantations indochinoises, Suoi-Chua et La-Buong",Banque générale pour la France et les colonies,1
plantationsindochinoisessuoichuabuong,chauchard,"Plantations indochinoises, Suoi-Chua et La-Buong","Chauchard, puis Société franco-belge de crédit",1
planteursreunis,chargeursreunis,Planteurs réunis,Chargeurs réunis,1
divershotels,hotelroyal,Divers hôtels,Hôtel Royal,1
pongervillephong,collectionsindochinoisesoliviergaland,"Pongerville, Phong-lê",Collections indochinoises d'Olivier Galand,1
fabriqueporcelainemaokhe,martyabbadie,Fabrique de porcelaine de Maokhé,Marty et d'Abbadie,1
fabriqueporcelainemaokhe,porcelainehoploinguyenbachinhhanoithanhtri,Fabrique de porcelaine de Maokhé,"Porcelaine Hop-Loï — Nguyên-Ba-Chinh et Cie, Hanoï, Thanh-Tri",1
manufactureporcelaineindustriellehaiphong,manufactureporcelainesindustriellesindochine,Manufacture de porcelaine industrielle de Haïphong,Manufacture de porcelaines industrielles de l'Indochine,1
manufactureporcelainesindustriellesindochine,manufactureporcelaineindustriellehaiphong,Manufacture de porcelaines industrielles de l'Indochine,Manufacture de porcelaine industrielle de Haïphong,1
manufactureporcelainesindustriellesindochine,collectiontitrescoloniauxsergevolper,Manufacture de porcelaines industrielles de l'Indochine,Collection de titres coloniaux de Serge Volper,1
portquinhon,marquetquinhon,Port de Quinhon,"Marquet, Qui-nhon",1
portquinhon,hotelcommerce,Port de Quinhon,Hôtel du Commerce,1
portquinhon,grandhotelmorinfreres,Port de Quinhon,Grand Hôtel Morin frères,1
portmytho,collectionsindochinoisesoliviergaland,Port de Mytho,Collections indochinoises d'Olivier Galand,1
portphulangthuongsongcau,collectionsindochinoisesoliviergaland,Port de Phu-Lang-Thuong sur le Song-Cau,Collections indochinoises d'Olivier Galand,1
presseindochinoise1936,chabothanoisucursaleshaiphongsaigon,La presse indochinoise en 1936,"Chabot, Hanoï. Sucursales à Haïphong et Saïgon",1
presseindochinoise1936,gommelaquejbphuto,La presse indochinoise en 1936,"La Gomme laque J.-B., Phu-To",1
presseindochinoise1936,tutierfajolle,La presse indochinoise en 1936,"Tutier et Fajolle, puis Fajolle frères, puis Adrien Fajolle",1
tourneepropagandecinematographiquepetainistecochinchine,trandatnghia,Tournée de propagande cinématographique pétainiste en Cochinchine,Trân Dât Nghia,1
recherchesredevances,rousseletthicau,Recherches et redevances,"Rousselet, Thi-cau",1
recherchesredevances,mineszincchodien,Recherches et redevances,Mines de zinc de Cho-Diên,1
recherchesredevances,roquefreres,Recherches et redevances,Roque frères,1
thanhhoa,irrigationsannam,Thanh-hoa,Irrigations en Annam,1
recouvrementredevanceduemdubostparetainsindochine,collectionsindochinoisesoliviergaland,Société pour le recouvrement de la redevance due à M. Dubost par la Société des Étains de l'Indo-Chine,Collections indochinoises d'Olivier Galand,1
recouvrementredevanceduemdubostparetainsindochine,collectiontitrescoloniauxsergevolper,Société pour le recouvrement de la redevance due à M. Dubost par la Société des Étains de l'Indo-Chine,Collection de titres coloniaux de Serge Volper,1
recouvrementredevanceduemdubostparetainsindochine,minesortchepone,Société pour le recouvrement de la redevance due à M. Dubost par la Société des Étains de l'Indo-Chine,Mines d'or de Tchépone,1
reveilsaigonnais,patronagelaiquecochinchinois,Le Réveil saïgonnais,Patronage laïque cochinchinois,1
reveilsaigonnais,chezpomonegalerieart148ruecatinat,Le Réveil saïgonnais,"Chez Pomone, galerie d'art, 148, rue Catinat",1
monnier,transportsautomobilescentreannam,Monnier,Société des Transports automobiles du Centre-Annam,1
monnier,liste1028plantationsheveasindochine,Monnier,Liste des 1.028 plantations d'hévéas de l'Indochine,1
riehlyensinh,charbonnagesmaokhe,"Riehl, Yên-Sinh",Charbonnages de Maokhé,1
rivaudindochine,financierecaoutchoucs,Rivaud en Indochine,Financière des Caoutchoucs,1
rivaudindochine,banquesaigon,Rivaud en Indochine,Banque de Saigon,1
rivaudindochine,agricolecommercialeindustriellerachgia,Rivaud en Indochine,"Société agricole, commerciale et industrielle de Rachgia",1
rivaudindochine,fonciererizicolesoctrang,Rivaud en Indochine,Société foncière et rizicole de Soctrang,1
rivaudindochine,cambodge,Rivaud en Indochine,Compagnie du Cambodge,1
rivaudindochine,caoutchoucspadang,Rivaud en Indochine,Compagnie des Caoutchoucs de Padang,1
rivaudindochine,plantationsterresrougesheveasquanloicafeiersheveasjava,Rivaud en Indochine,"Société des Plantations des Terres-Rouges, hévéas à Quan-loï, caféiers et hévéas à Java",1
rizindochine,collectionsindochinoisesoliviergaland,Riz d'Indochine,Collections indochinoises d'Olivier Galand,1
rizeriesannamtonkin,rizeriesseine,Rizeries de l'Annam-Tonkin,Rizeries de la Seine,1
rizeriesannamtonkin,rizeriestonkin,Rizeries de l'Annam-Tonkin,Rizeries du Tonkin,1
rizeriesannamtonkin,rizeriesindochinoises,Rizeries de l'Annam-Tonkin,Rizeries indochinoises,1
rizeriesannamtonkin,elliesmathee,Rizeries de l'Annam-Tonkin,"Ellies, Mathée et Cie",1
rizeriesannamtonkin,etspierrebriffaud,Rizeries de l'Annam-Tonkin,"Éts Pierre Briffaud, puis Charbons et agglomérés de Haïphong",1
rizeriesseine,rizeriestonkin,Rizeries de la Seine,Rizeries du Tonkin,1
rizeriesseine,francotonkinoisekniggardanneknigwehrungeugknigknigbernhard,Rizeries de la Seine,"Société franco-tonkinoise Kœnig et Gardanne, Kœnig, Wehrung et Cie, Eug. Kœnig, Kœnig et Bernhard",1
rizeriesseine,chargeursreunis,Rizeries de la Seine,Chargeurs réunis,1
rizeriesseine,rizeriesannamtonkin,Rizeries de la Seine,Rizeries de l'Annam-Tonkin,1
rizeriesmekong,hale,Rizeries du Mékong,"Hale et Cie, puis Société d'exploitation Wm. G. Hale, puis Société commerciale Wm. G. Hale",1
rizeriesmekong,souchere,Rizeries du Mékong,La Souchère,1
rizeriesmekong,francoasiatiquepetrolesnordindochine,Rizeries du Mékong,Compagnie franco-asiatique des pétroles-Nord Indochine,1
rizeriestonkin,rizeriesindochinoises,Rizeries du Tonkin,Rizeries indochinoises,1
rizeriestonkin,francotonkinoisekniggardanneknigwehrungeugknigknigbernhard,Rizeries du Tonkin,"Société franco-tonkinoise Kœnig et Gardanne, Kœnig, Wehrung et Cie, Eug. Kœnig, Kœnig et Bernhard",1
rizeriestonkin,minearmoriquetule,Rizeries du Tonkin,"Société de la mine Armorique, Tulé",1
rizeriestonkin,indochinoiseparticipationshypothecaires,Rizeries du Tonkin,Société Indochinoise de participations hypothécaires,1
rizeriestonkin,hotelcommerce,Rizeries du Tonkin,Hôtel du Commerce,1
rizeriestonkin,rizeriesseine,Rizeries du Tonkin,Rizeries de la Seine,1
rizeriespacifique,maritimecommercialepacifique,Rizeries du Pacifique,"Société maritime et commerciale du Pacifique, puis Société du Pacifique",1
rizeriespacifique,rizeriesextremeorient,Rizeries du Pacifique,Rizeries d'Extrême-Orient,1
hotelgenevebacninh,hanoihotel,"Hôtel de Genève, Bac-ninh",Hanoï Hôtel,1
hotelgenevebacninh,tuileriebriqueterieeugeneroy,"Hôtel de Genève, Bac-ninh","Tuilerie-briqueterie Eugène Le Roy, puis Henry Blazeix & Cie",1
hotelgenevebacninh,coursesbacninhdapcau,"Hôtel de Genève, Bac-ninh",Société des courses de Bac-Ninh–Dap-cau,1
ronzet,littayecox,Ronzet,Littaye et Cox,1
ronzet,sinocommerce,Ronzet,Cie Sino-française de commerce,1
rossipionniercannesucre,sucreriesraffineriesindochinehiephoa,"Rossi, pionnier de la canne à sucre","Sucreries et raffineries de l’Indochine, Hiêp-Hoa",1
culturecaoutchoucsngeyraja,commercialeagricolecasamance,Société de culture de caoutchouc Sœngey Raja,Compagnie des Commerciale et Agricole de la Casamance,1
culturecaoutchoucsngeyraja,outremer,Société de culture de caoutchouc Sœngey Raja,Compagnie Générale d'Outre-mer,1
commercetransitannam,affreteursindochinois,Commerce et de transit d'Annam,"Affréteurs indochinois, puis Affréteurs maritimes indochinois",1
industriecommerceagriculture,indochinoiseetudesconstructions,"Industrie, commerce, agriculture",Société Indochinoise d'études et de constructions,1
industriecommerceagriculture,alertetrihebdomadairesaigonnaisnippophile,"Industrie, commerce, agriculture","L'Alerte, trihebdomadaire saïgonnais nippophile",1
industriecommerceagriculture,foncieregiadinh,"Industrie, commerce, agriculture",Société Foncière de Giadinh,1
cafeunionsaigonruecatinat143,collectionsindochinoisesoliviergaland,"Café de l'Union, Saïgon, rue Catinat, 143",Collections indochinoises d'Olivier Galand,1
cafemusiquetheatre,collectionsindochinoisesoliviergaland,Café de la Musique et du Théâtre,Collections indochinoises d'Olivier Galand,1
cafemusiquetheatre,hotelnations,Café de la Musique et du Théâtre,"Hôtel des Nations, puis Grand Hôtel des Nations",1
cafemusiquetheatre,saigonpalace,Café de la Musique et du Théâtre,Saïgon-Palace,1
hotelunivers,grandhotel,Hôtel de l'Univers,Grand Hôtel,1
hotelunivers,collectionsindochinoisesoliviergaland,Hôtel de l'Univers,Collections indochinoises d'Olivier Galand,1
hotelunivers,ollivier,Hôtel de l'Univers,"Ollivier, puis Mottet & Cie, puis H. Blanc & P. Hauff, puis H. Blanc",1
saigonwaterboatcompany,affreteursindochinois,"Saigon Waterboat Company, puis Affréteurs fluviaux indochinois","Affréteurs indochinois, puis Affréteurs maritimes indochinois",1
saigonwaterboatcompany,maritimeindochinoise,"Saigon Waterboat Company, puis Affréteurs fluviaux indochinois",Compagnie Maritime Indochinoise,1
saigonwaterboatcompany,comptoirsgenerauxindochine,"Saigon Waterboat Company, puis Affréteurs fluviaux indochinois",Comptoirs généraux de l’Indochine,1
saintfreresindochine,maldanphudoan,Saint frères-Indochine,"Maldan, Phu-Doan",1
saintardnhiahop,debeauxfreres,"Saintard, Nhia-Hop",Debeaux frères,1
saintardnhiahop,comptoirssudannam,"Saintard, Nhia-Hop",Comptoirs français du Sud-Annam,1
saintardnhiahop,transportsmaritimesfluviauxindochine,"Saintard, Nhia-Hop",Transports maritimes et fluviaux de l'Indochine,1
saintardnhiahop,rizeriesindochinoises,"Saintard, Nhia-Hop",Rizeries indochinoises,1
salinesquatlam,chantecler,Salines de Quat-Lâm,Chantecler,1
salinesquatlam,collectionsindochinoisesoliviergaland,Salines de Quat-Lâm,Collections indochinoises d'Olivier Galand,1
salinestraicacamranh,portcamranh,"Salines de Trai-Ca, Cam-ranh",Port de Cam-ranh,1
salinestraicacamranh,collectionsindochinoisesoliviergaland,"Salines de Trai-Ca, Cam-ranh",Collections indochinoises d'Olivier Galand,1
salinestraicacamranh,lyardmonopoleexportationssel,"Salines de Trai-Ca, Cam-ranh",Lyard et le monopole des exportations de sel,1
salinestraicacamranh,comptoirsannam,"Salines de Trai-Ca, Cam-ranh",Comptoirs français de l'Annam,1
salinessudannamtubong,hale,"Salines du Sud-Annam, Tu-Bong","Hale et Cie, puis Société d'exploitation Wm. G. Hale, puis Société commerciale Wm. G. Hale",1
salleventes,saigon,Salle des ventes,Saïgon,1
salleventes,collectionsindochinoisesoliviergaland,Salle des ventes,Collections indochinoises d'Olivier Galand,1
ameliorationmoraleintellectuellephysiqueindigenescochinchinesamipic,annamitecredit,"Société pour l'amélioration morale, intellectuelle et physique des indigènes de la Cochinchine SAMIPIC",Société Annamite de crédit,1
meyer,etoilenord,Meyer,À l'Étoile du Nord,1
meyer,hanoihotel,Meyer,Hanoï Hôtel,1
meyer,flananthanoi,Meyer,En flanant à Hanoï,1
meyer,philharmoniquehanoi,Meyer,Société Philharmonique de Hanoï,1
meyer,collectionsindochinoisesoliviergaland,Meyer,Collections indochinoises d'Olivier Galand,1
meyer,messageriesmaritimes,Meyer,Messageries maritimes,1
meyer,chabothanoisucursaleshaiphongsaigon,Meyer,"Chabot, Hanoï. Sucursales à Haïphong et Saïgon",1
manufactureproduitsrefractairessatanbinhthung,etsgayfreres,"Manufacture de produits réfractaires Satan, Binh-Thung","Éts Gay frères, puis Éts Laurent Gay",1
manufactureproduitsrefractairessatanbinhthung,courses,"Manufacture de produits réfractaires Satan, Binh-Thung",Société des courses,1
sauvetageheveaculturepargouvernement,collectionsindochinoisesoliviergaland,Sauvetage de l'hévéaculture par le gouvernement général,Collections indochinoises d'Olivier Galand,1
rouxschallerhanam,charbonnagesdoihoa,"Roux et Schaller, Hanam",Charbonnages du Doi-hoa,1
exploitationmaterielagricoleentreprise,collectiontitrescoloniauxsergevolper,Société d'Exploitation de matériel agricole et d’entreprise,Collection de titres coloniaux de Serge Volper,1
indochinoiseconstructionsradioelectriqueselectromecaniques,collectiontitrescoloniauxsergevolper,Indochinoise de Constructions radioélectriques et électro-mécaniques,Collection de titres coloniaux de Serge Volper,1
siph,etudesexploitationsminieresindochine,SIPH,Société d'Études et d'exploitations minières de l’Indochine,1
siph,collectionsindochinoisesoliviergaland,SIPH,Collections indochinoises d'Olivier Galand,1
siph,africaineplantationsheveas,SIPH,Société africaine de plantations d'hévéas,1
siph,siphghana,SIPH,SIPH-Ghana,1
siph,siphliberia,SIPH,SIPH-Liberia,1
siph,siphnigeria,SIPH,SIPH-Nigeria,1
arnaudvogueainsivintmondesiphsouvenirsecrits19831986publies1993edrevueannotee,minesorbongmiu,"Arnaud de Vogüé, Ainsi vint au monde la SIPH . Souvenirs écrits en 1983-1986, publiés en 1993. Éd. revue et annotée","Société des Mines d'or de Bông-Miû, puis Société indochinoise d'exploitations minières et agricoles",1
arnaudvogueainsivintmondesiphsouvenirsecrits19831986publies1993edrevueannotee,guyonnetfrigorifiquealimentaire,"Arnaud de Vogüé, Ainsi vint au monde la SIPH . Souvenirs écrits en 1983-1986, publiés en 1993. Éd. revue et annotée",Guyonnet -Frigorifique de l'alimentaire,1
arnaudvogueainsivintmondesiphsouvenirsecrits19831986publies1993edrevueannotee,plantationsmimot,"Arnaud de Vogüé, Ainsi vint au monde la SIPH . Souvenirs écrits en 1983-1986, publiés en 1993. Éd. revue et annotée",Plantations de Mimot,1
plantationongque,hotelbeaurivageoubeaurivage,Plantation d'Ong-Qué,Hôtel Beaurivage ou Beau Rivage,1
indochinoisetransportscommun,flananthanoi,Société Indochinoise de Transports en commun,En flanant à Hanoï,1
indochinoisetransportscommun,indochinehebdomadaireillustre,Société Indochinoise de Transports en commun,"Indochine, hebdomadaire illustré",1
commercialeextremeorient,collectiontitrescoloniauxsergevolper,Société Commerciale d'Extrême-Orient,Collection de titres coloniaux de Serge Volper,1
irrigationindochinefrancoischarlesbuttiedirecteurfaifoo,irrigationsquangnam,"Société d'Irrigation d'Indochine, François-Charles Buttié, directeur, Faifoo",Société d'Irrigations au Quang-Nam,1
fonciereasie,comptoirsgenerauxindochine,Société Foncière Asie,Comptoirs généraux de l’Indochine,1
fonciereasie,foncieregiadinh,Société Foncière Asie,Société Foncière de Giadinh,1
fonciereasie,immobiliereagricolesudindochinoise,Société Foncière Asie,Société Immobilière et agricole sud-indochinoise,1
fonciereasie,avenirtonkin,Société Foncière Asie,L'Avenir du Tonkin,1
specialefinanciere,industrielleforestiereminiereprocheorient,La Société spéciale financière,"Société Industrielle, Forestière et Minière du Proche-Orient",1
specialefinanciere,unionindustriellecreditreconstitution,La Société spéciale financière,Union industrielle de crédit pour la reconstitution,1
fabricationcaoutchouc,mimot,Société de Fabrication du caoutchouc,Mimot,1
fabricationcaoutchouc,plantationskantroioukantroy,Société de Fabrication du caoutchouc,Plantations de Kantroï ou Kantroy,1
fabricationcaoutchouc,plantationsheveaspreckchlongouprekchlong,Société de Fabrication du caoutchouc,Plantations d'hévéas du Preck-Chlong ou Prek-Chlong,1
mineplombargentiferesonloc,phosphatestonkin,Société de la mine de plomb argentifère Son-Loc,"Société des Phosphates du Tonkin, puis Société nouvelle des)",1
mineplombargentiferesonloc,phosphateslangson,Société de la mine de plomb argentifère Son-Loc,Phosphates de Lang-Son,1
mineplombargentiferesonloc,electriqueminiereindochinoise,Société de la mine de plomb argentifère Son-Loc,Compagnie Électrique minière indochinoise,1
mineplombargentiferesonloc,recherchesexploitationsminieres,Société de la mine de plomb argentifère Son-Loc,Cie de Recherches et d'exploitations minières,1
agricolesongray,sicaf,Société Agricole du Sông-Ray,SICAF,1
agricolesongray,collectiontitrescoloniauxsergevolper,Société Agricole du Sông-Ray,Collection de titres coloniaux de Serge Volper,1
agricolesongray,collectionsindochinoisesoliviergaland,Société Agricole du Sông-Ray,Collections indochinoises d'Olivier Galand,1
agricolesongray,unionminierefinancierecoloniale,Société Agricole du Sông-Ray,Union minière et financière coloniale,1
agricolesongray,afriqueorientale,Société Agricole du Sông-Ray,Compagnie de l'Afrique Orientale,1
agricolesongray,caoutchoutierexabang,Société Agricole du Sông-Ray,Société caoutchoutière de Xa-Bang,1
agricolesongray,siph,Société Agricole du Sông-Ray,SIPH,1
transportsautomobilesroutiers,industriellemetallurgiqueindochine,Société des Transports automobiles routiers,Société Industrielle Métallurgique de l'Indochine,1
transportsautomobilesroutiers,guioneaudfreres,Société des Transports automobiles routiers,Guioneaud frères,1
transportsautomobilesroutiers,ecoleprofessionnelle,Société des Transports automobiles routiers,"École professionnelle, puis École pratique d'industrie",1
petruskyerectionunestatuesaigoncentenairesanaissance,imprimerieunion,Pétrus Ky . — Érection d'une statue à Saïgon . — Centenaire de sa naissance,Imprimerie de l’Union,1
tonkinoiseelectriciteindustrieveyrenc,banqueindochine,Société Tonkinoise d'électricité et d'industrie -A. Veyrenc & Cie,Banque de l’Indochine,1
tonkinoiseelectriciteindustrieveyrenc,concessionelectriquelaokay,Société Tonkinoise d'électricité et d'industrie -A. Veyrenc & Cie,Concession électrique de Lao-kay,1
subirafrereschinesud,indochinoiseindustrieminiere,"Subira frères, Chine du Sud",Compagnie Indochinoise d'Industrie minière,1
sucresrhumscantho,agricolemyducoumyduc,"Société des Sucres et rhums de Cantho, puis Sucres et rhums de Cochinchine",Société agricole de Myduc ou My-duc,1
sucresrhumscantho,banqueindustriellechine,"Société des Sucres et rhums de Cantho, puis Sucres et rhums de Cochinchine",La Banque industrielle de Chine,1
sucresrhumscantho,sucrestayninhrhumscantho,"Société des Sucres et rhums de Cantho, puis Sucres et rhums de Cochinchine",Société des Sucres de Tayninh et rhums de Cantho,1
echoannamite,decortiqueriehoa,L'Écho annamite,Décortiquerie An-Hoà,1
syndicatindochinois,syndicatminieringenieurcolonialedouardcapdevilledanssesuvres,Syndicat français indo-chinois,Société du Syndicat minier — l'ingénieur colonial Édouard Capdeville dans ses œuvres,1
syndicatindochinois,metallurgiqueminiereindochine,Syndicat français indo-chinois,Société Métallurgique et minière de l'Indo-Chine,1
syndicatminierhautlaotien,gisementsorpastroptot,Syndicat minier haut-laotien,Société des Gisements d'or de Pas-trop-tôt,1
syndicatminierhautlaotien,minierehautmekong,Syndicat minier haut-laotien,Compagnie minière du Haut-Mékong,1
tabacsindochine,denisfreresindochine,Tabacs d’Indochine,Denis frères d'Indochine,1
tailleurshanoihaiphonggreve,chabothanoisucursaleshaiphongsaigon,Tailleurs de Hanoï et de Haïphong en grève,"Chabot, Hanoï. Sucursales à Haïphong et Saïgon",1
tailleurshanoihaiphonggreve,grandsmagasinsreunis,Tailleurs de Hanoï et de Haïphong en grève,Grands Magasins Réunis,1
transportsautomobilesmythogocongcaylay,courtinat,Transports automobiles de Mytho-Gocong-Caylay,Courtinat et Cie,1
tamiangrubberestates,agricoleannam,Tamiang Rubber Estates,Compagnie Agricole d'Annam,1
tanphong,gastonsipierefondepouvoirssaigon,Tan-Phong,"Gaston Sipière, fondé de pouvoirs à Saigon",1
tanphong,financieremetropolecolonies,Tan-Phong,Compagnie générale financière pour la métropole et les colonies,1
tanphong,arlabossete,Tan-Phong,"Arlabosse, Tê-Lê",1
tanphong,unionsyndicalefinanciere,Tan-Phong,"Union syndicale financière, puis Compagnie d'exploitations industrielles, électriques et immobilières",1
tanphong,poligny,Tan-Phong,Poligny,1
tandjongmalimrubbercoutanjongmalimrubberc,plantationscaoutchoucsibogasibogacaoutchoucplantagemaatschappij,Tandjong Malim Rubber C° ou Tanjong Malim Rubber C°,Société des plantations de caoutchouc de Siboga -Siboga caoutchouc plantage Maatschappij,1
tandjongmalimrubbercoutanjongmalimrubberc,sicaf,Tandjong Malim Rubber C° ou Tanjong Malim Rubber C°,SICAF,1
tandjongmalimrubbercoutanjongmalimrubberc,easterninternationalrubberproducetrustltd,Tandjong Malim Rubber C° ou Tanjong Malim Rubber C°,The Eastern International Rubber and Produce Trust Ltd,1
teleferiquecolvieille,messageriesautomobilesnordannamlaos,Téléférique du col de la Vieille,Société des Messageries automobiles Nord Annam-Laos,1
transportsmessageriesautomobilescambodge,transportsmessageriesindochine,Transports et messageries automobiles du Cambodge,Transports et messageries de l'Indochine,1
tempsasie,indochinoiseinformations,Le Temps d'Asie,Société Indochinoise d'Informations,1
tempsasie,courriersaigonnais,Le Temps d'Asie,Le Courrier saïgonnais,1
rizicolethanhhoamongtho,etsdumarestindochine,Société Rizicole de Thanh-Hoa-Mong-Tho,Éts Dumarest d'Indochine,1
rizicolethanhhoamongtho,collectionsindochinoisesoliviergaland,Société Rizicole de Thanh-Hoa-Mong-Tho,Collections indochinoises d'Olivier Galand,1
totlam,collectiontitrescoloniauxsergevolper,Thé Tôt-Lam,Collection de titres coloniaux de Serge Volper,1
thibaultbinhda,grandsmagasinsreunis,"Thibault & Cie, Binh-da",Grands Magasins Réunis,1
thibaultbinhda,indochinefilmscinemas,"Thibault & Cie, Binh-da",Indochine films et cinémas,1
thibaultbinhda,indophono,"Thibault & Cie, Binh-da",Indophono,1
thibaultbinhda,etoilefoyerindochine,"Thibault & Cie, Binh-da",L'Étoile du foyer en Indochine,1
casinocinema,hotelbellevue,Casino-Cinéma,Hôtel Bellevue,1
hotelbellevue,casinocinema,Hôtel Bellevue,Casino-Cinéma,1
hotelterrasse,grandhotel,Hôtel de la Terrasse,Grand Hôtel,1
tonkinoiseradiophonie,omniumindochinois,Société Tonkinoise de Radiophonie,Omnium indochinois,1
tonkinoiseradiophonie,haiphong,Société Tonkinoise de Radiophonie,Haïphong,1
hotelgassier,grandhotelmorinfreres,Hôtel Gassier,Grand Hôtel Morin frères,1
hotelgassier,thesannam,Hôtel Gassier,Compagnie des Thés de l’Annam,1
transitairesreunis,collectionsindochinoisesoliviergaland,Transitaires réunis,Collections indochinoises d'Olivier Galand,1
tribunerepublicaine,chantecler,La Tribune républicaine,Chantecler,1
trungbactanvan,schneiderimprimeurslibraireshanoisuccursaleshaiphongsaigon,Trung-Bac-Tan-Van,"Schneider, imprimeurs-libraires, Hanoï. Succursales à Haïphong et Saïgon",1
trungbactanvan,cheminfertransindochinoishanoisaigon,Trung-Bac-Tan-Van,Chemin de fer transindochinois Hanoï-Saïgon,1
trungbactanvan,indochinefilmscinemas,Trung-Bac-Tan-Van,Indochine films et cinémas,1
trungbactanvan,annam,Trung-Bac-Tan-Van,L'Annam nouveau,1
trungbactanvan,banqueindochine,Trung-Bac-Tan-Van,Banque de l’Indochine,1
unionindustriellecoloniale,asiatiqueafricaine,Union industrielle et coloniale,Compagnie Asiatique et africaine,1
unionimmobilierefinanciereindochine,pharmacieedchassagne,Union immobilière et financière de l'Indochine,Pharmacie Ed. Chassagne,1
unionimmobilierefinanciereindochine,indophono,Union immobilière et financière de l'Indochine,Indophono,1
unionimmobilierefinanciereindochine,terresrougesthanhhoa,Union immobilière et financière de l'Indochine,Société des Terres Rouges du Thanh-Hoa,1
unionimmobilierefinanciereindochine,tapisextremeorient,Union immobilière et financière de l'Indochine,Tapis d'Extrême-Orient,1
vacuumoilcynewyorkindochine,denisfreresindochine,"Vacuum Oil Cy, New-York, en Indochine",Denis frères d'Indochine,1
