person_id,annotation_raw,candidate_company_id,candidate_company_name,match_method,from_company_id,year,source_ref,doc_id,n_observations
chaumillon-j,Lièges HPK,,,unmatched,liegeshamendaspetitekabyliehpk,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chaupin,Houillères Dauphiné,,,unmatched,houilleresbassinloirehouillerescevennesdauphine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chausse-h,pdg Marseillaise de sulfure de carbone,,,unmatched,marseillaisesulfurecarbonececa,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chausse-r,comm. cptes suppl. Parisienne fonderies,,,unmatched,parisiennefonderiesacieries,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chaussegros-c,comm. cptes Électro-Câble,,,unmatched,electrocable,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chaussis-a,v.-pdt Immobilière de l’Artois,,,unmatched,immobiliereartois,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chausson-g,ph Chausson,,,unmatched,usineschausson,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chautard-j,pdg Lattaquié,,,unmatched,industrielleasphaltespetroleslattaquiesyrie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chautard-m,Sovac,,,unmatched,creditmobilierindustrielsovac,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chautard-m,v.-pdt Tanneries de France,,,unmatched,tanneriesfrance,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chautard-m,Papeteries d’Auvergne,,,unmatched,etshabermachercailleretpapeteriesauvergne,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chauvet,Houillères Provence,,,unmatched,houilleresbassinloirehouillerescevennesdauphine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chauvez-c,comm. adj. du gvt,,,unmatched,edf,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chauvin-f,comm. cptes Fab. réunies Orléans,,,unmatched,fabriquesreuniesorleans,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chauvin-p,dga Fermes fr. Tunisie,,,unmatched,fermesfrancaisestunisie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
de-chavagnac-a,secr. gén. Chantiers navals de La Pallice,,,unmatched,chantiersnavalspallice,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chavane-h,adg Vittel,,,unmatched,eauxmineralesvittel,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chavane-h,pdt Mosellane financ. et de créd,,,unmatched,mosellanefinancierecredit,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chavane-h,SOFRAGI,,,unmatched,gestioninvestissementsofragi,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chavanes-p,Carnaud,,,unmatched,etsjjcarnaudforgesbasseindresollacnantaisechargeursouestnantaise,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chavanne-j,Chavanne-Brun,,,unmatched,chavannebrun,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chavanne-j,v.-pdt Chavanne-Brun,,,unmatched,chavannebrun,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chavanne-l,RATP,,,unmatched,ratp,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chaveton-b,pdg Bauche,,,unmatched,bauchecoffresforts,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chemin-p,Chaux et ciments de l’AOF,,,unmatched,aofcolonialechauxciments,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cheminais-p,SAPE,,,unmatched,participationsetudesbanquesape,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cheminais-p,Soc. française de banque et de dépôts,,,unmatched,banquedepots,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cheminais-p,Cie fluv. et maritime de transp,,,unmatched,fluvialemaritimetransportscofluma,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cheminais-p,comm. cptes Caltex,,,unmatched,caltexsaf,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cheminais-p,Éts Nicolas,,,unmatched,etablissementsnicolas,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cheminais-p,comm. cptes LUCIA,,,unmatched,luciaunioncommercialeindochinoiseafricaine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chenayer-j,Préservatrice-ARD,,,unmatched,preservatricerisquesdivers,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chenereau-p,Hutchinson,,,unmatched,hutchinson,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chenereau-p,pdt Rochefortaise,,,unmatched,rochefortaiseproduitsalim,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chenivesse-andre,adg Soc. gén. foncière,,,unmatched,fonciere,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chenivesse-andre,Somaco-Machines-outils de précision,,,unmatched,constructionmachinesoutilsprecisionsomacoabsjuin1954parateliers,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chenivesse-andre,Ateliers GSP,,,unmatched,ateliersgspguilleminsergotpegard,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cheradame,Houillères Auvergne,,,unmatched,houilleresbassinloirehouillerescevennesdauphine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cherie-ligniere-c,Puzenat,,,unmatched,puzenatmanufacturcentralemachinesagricoles,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cherie-ligniere-c,Unic,,,unmatched,unic,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cherillat-a,Testut,,,unmatched,etscharlestestut,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cherisey-bertrand-de,Construc. méca. Vierzon,,,unmatched,constructionmecaniquevierzon,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cherrier-m,"comm. cptes Minemet, Casa",,,unmatched,minieremetallurgique,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cherrier-m,comm. cptes Maroc. construc. mét,,,unmatched,marocaineconstrucmetallique,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cherrier-m,com. cptes suppl. Longométal-Afrique,,,unmatched,longometalafrique,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cherrier-m,comm. cptes Cosuma,,,unmatched,sucrieremarocainecosuma,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevalier-a,Crédit foncier fr.-canadien,,,unmatched,creditfoncierfrancocanadien,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevalier-a,Docks du Centre,,,unmatched,dockscentreangouleme,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevalier-c,Cie générale électrique-Nancy,,,unmatched,electriquenancygn,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevalier-h,Arbel-Douai,,,unmatched,etsarbel,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevalier-h,SFMAI-Vierzon,,,unmatched,materielagricoleindustrielvierzon,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevalier-j,dir. SCR,,,unmatched,scr,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevalier-j,pdg Ag. Havas,,,unmatched,havas,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevalier-l,comm. cptes Soc. comm. frse de l’IC,,,unmatched,commercialeindochine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevalier-l,comm. cptes Rizeries d’Extr.-Or,,,unmatched,rizeriesextremeorient,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevalier-m,Entrep. mar. et comm,,,unmatched,entreprisemaritimecommerciale,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevalier-m,Entrep. ferrov,,,unmatched,entrepriseferroviaire,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevallier-h,dg STEF,,,unmatched,steftransportsentrepotsfrigorifiques,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevallier-p,dg La Méd,,,unmatched,forgeschantiersmediterraneemedseynefusion1982seyneciotat,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevallier-y,dga Soc. pyrénéenne d’entrep. indus,,,unmatched,pyreneenneentreprisesindustrielles,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevereau-j,secr. gén. Prod. chim. de La Grande Paroisse,,,unmatched,grandeparoisseproduitschimiques,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevilliard-g,pdt Comptoir linier,,,unmatched,comptoirlinierusinerochelle,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chevreau-n,Scemia,,,unmatched,constructionentretienmaterielindustrielagricolescemiaputeaux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cheylut-r,Aigle-Capitalisation,,,unmatched,aiglecapitalisation,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cheylut-r,Aigle-Vie,,,unmatched,aiglevie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cheylut-r,Soleil-Vie,,,unmatched,soleilvie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cheylut-r,pdg Au Bon Marché 1950-1970,,,unmatched,bonmarcheboucicaut,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chichet-p,Cie de construc. générales en Afr. frse,,,unmatched,afriqueconstrucgales,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chichet-p,Édilité-Crédit,,,unmatched,edilitecredit,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chichet-p,Éverite-Sitube,,,unmatched,everitesitube,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chiris-leon-antoinefils-dune-cunisset-carnot,pdg Éts. Ant. Chiris,,,unmatched,etsantoinechiris,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chiris-leon-antoinefils-dune-cunisset-carnot,Givet-Izieux,,,unmatched,givetizieux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chiris-leon-antoinefils-dune-cunisset-carnot,Viscose frse,,,unmatched,viscose,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chiris-leon-antoinefils-dune-cunisset-carnot,Bambao,,,unmatched,colonialebambao,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chitty-j,Lattaquié,,,unmatched,industrielleasphaltespetroleslattaquiesyrie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
choiset-a,SADE,,,unmatched,sadeauxiliairedistribeau,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cholat-josephfrere-cadet-de-ans-de-pierre,HF Chasse,,,unmatched,hautsfourneauxchasseisereminesferdjebelbouamranealgerie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cholat-pierrepdt-acieries-de-st-etienne,Forges et aciéries de la Marine,,,unmatched,forgesacieriesmarinestetienne,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cholat-pierrepdt-acieries-de-st-etienne,pdg HF Chasse,,,unmatched,hautsfourneauxchasseisereminesferdjebelbouamranealgerie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cholesky-m,pdt Injection rapide et conserv. des bois par procédé nouveau,,,unmatched,injectionrapideconservboisparprocedesaintvitdoubs,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cholin-a,Houillères Provence,,,unmatched,houilleresbassinloirehouillerescevennesdauphine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cholin-a,Finalens,,,unmatched,finalensindusfinanclens,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cholin-a,Prod. chim. Courrières-Kuhlmann,,,unmatched,courriereskuhlmannmarleskuhlmann,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chollat-e,Cotonfran,,,unmatched,cotonniereequatcotonfran,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chollat-h,Commentry-Oissel,,,unmatched,forgesatelierscommentryoissel,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chollet-molines-r,Plant. de Kratié,,,unmatched,plantationskratie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chome-f,UEIF,,,unmatched,unioneuropeenneindustriellefinanciereueif,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chome-f,v.-pdt Aubrives et Villerupt,,,unmatched,aubrivesvillerupt,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chome-f,Minière des Terres-Rouges,,,unmatched,miniereterresrougesauduntichemoselle,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chome-f,pdt Arbed,,,unmatched,arbedacreuniesburbacheichdudelangefusionavecfrsusinorsacilorespagnol,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chopard-a,Brasseries et malteries Franche-Comté–Alsace,,,unmatched,franchecomtealsacebrasseriemalteriessochaux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
choron-c,comm. cptes Éts Ziegler,,,unmatched,etsziegler,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chouillier-m,Fasi d’élec,,,unmatched,fasielectricite,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chove-l,Radiotechnique,,,unmatched,radiotechniquertc,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chove-l,Charb. Tuyên-Quang depuis déc. 1924,,,unmatched,charbonntuyenquang,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
christe-j,ph Técalémit,,,unmatched,tecalemit,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
christiansen-h,v.-pdt Est-Asiatique danois,,,unmatched,estasiatiquedanois,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chuat-g,pdg Éts Susset,,,unmatched,etssussetrosnysousbois,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
chuilon-p,comm. cptes STIM,,,unmatched,stimtravindusmaritimes,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cigarroa-m,Forest. Indénié,,,unmatched,forestiereindenie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cigarroa-m,comm. cptes Grande Pêche,,,unmatched,grandepechepallice,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cini-c,CIWLT,,,unmatched,internwagonslitsgrandsexpresseuropeensfutureciwlt,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cinquin-r,secr. gén. Saxby,,,unmatched,saxby,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cipriani-p,Prod. chim. et raff. de Berre,,,unmatched,produitschimiquesraffineriesberre,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cipriani-p,Union française d’engrais et de prod. chim,,,unmatched,unionengraisproduitschimiquesusinepallicerachatparauby,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cipriani-p,nommé dg Union des mines,,,unmatched,creditfonciercolonialbanqueunionmines,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
civet-l,ph Carr. et sc. de F,,,unmatched,carrieresscieriesfrance,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clade-j,pdt Toufflin,,,unmatched,toufflin,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claoue-r,Cie frse de réassurances générales,,,unmatched,reassurancesgenerales,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claoue-r,BGI-La Hénin,,,unmatched,banqueindustriellebgiheninfusion1949participationcredit,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claoue-r,Alsac. particip. + créd,,,unmatched,alsacparticipcredit,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claoue-r,Centrale crédit et particip,,,unmatched,centralecreditparticipemeristousabrasifs,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clapin-a,Corsets Sirène,,,unmatched,corsetssireneparisclapinetsfarcyoppenheimreunis,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clapin-l,pdt Corsets Sirène,,,unmatched,corsetssireneparisclapinetsfarcyoppenheimreunis,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clapin-p,Corsets Sirène,,,unmatched,corsetssireneparisclapinetsfarcyoppenheimreunis,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clapin-r,v.-pdt Corsets Sirène,,,unmatched,corsetssireneparisclapinetsfarcyoppenheimreunis,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clappier-b,EDF,,,unmatched,edf,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clariond-l,Chérif. pétroles,,,unmatched,cherifiennepetroles,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clark-w,Rhodesian anglo-american,,,unmatched,rhodesianangloamericanltd,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clark-w,Rhokana,,,unmatched,rhokanacorpltd,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clark-w,Nchanga copper,,,unmatched,nchangaconsolidatedcopperminesltd,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clark-w,Bancroft-cuivre Rhodésie,,,unmatched,bancroftminesltdcuivrerhodesie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clark-w,Anglo-American,,,unmatched,angloamericancorpsouthafrica,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clark-w,Brakpan,,,unmatched,brakpanminesltd,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clark-w,Rand selection,,,unmatched,randselectioncorpltd,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claude-h,comm. cptes Pernod,,,unmatched,pernod,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claude-m,Grames,,,unmatched,grames,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claude-m,Fruhinsholz,,,unmatched,etsadolphefruhinsholznancy,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claude-m,Solidit frs-SOFRA,,,unmatched,solidititfrssofra,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claude-m,adg SCOA,,,unmatched,commercialeouestafricainscoa,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claudel-h,pdg Laiteries Vire+Cotentin-Claudel,,,unmatched,laiteriesvalleevirecotentinetshclaudel,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claudet-j,v.-pdt SNCF,,,unmatched,sncf,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claudet-j,Potasses et engrais chimiques,,,unmatched,potassesengraischimiquesgrandcouronneorivalvilleneuvegarennenarbonne,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claus-g,Smac,,,unmatched,minesbitumeasphaltecentresmac,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clauvel-g,secr. gén,,,unmatched,investissementnord,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claveau-j,comm. cptes Franco-brésilienne de particip,,,unmatched,francobresilienneparticipations,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claveau-l,comm. cptes Franco-brésilienne de particip,,,unmatched,francobresilienneparticipations,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claveau-l,comm. cptes Omnium d’entreprises,,,unmatched,omniumentreprisesparis1911,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
claveau-l,comm. cptes Innovation,,,unmatched,innovation,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clavel-g,adm.-dir. Tramways et autobus Casablanca,,,unmatched,tramwaysautobuscasablanca,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cle-c,Bq Guyane,,,unmatched,banqueguyane,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clement-m,comm. cptes SMAC,,,unmatched,minesbitumeasphaltecentresmac,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clement-p,Mines de Bazailles,,,unmatched,minesbazaillesmeurthemoselle,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clement-p,Mines de fer de St-Pierremont,,,unmatched,minesferstpierremontmancieullesmeurthemoselle,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clement-p,secr. gén. Forges et aciéries du Nord et de l’Est,,,unmatched,forgesacieriesnordest,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clement-s,Caoutch. manufacturé Dynamic,,,unmatched,caoutchoucmanufacturedynamic,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clementel-s,SGTE ex-Métro,,,unmatched,tractionexploit,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clementel-s,Spep,,,unmatched,spepparisienneetudesparticip,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clementel-s,Jeumont,,,unmatched,forgesateliersconstructionselectriquesjeumont,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clementel-s,SUDAC,,,unmatched,sudac,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clementel-s,CECA,,,unmatched,carbonisationcharbonsactifsceca,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clerc-a,Cotonfran,,,unmatched,cotonniereequatcotonfran,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clerc-c,Cotonfran,,,unmatched,cotonniereequatcotonfran,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clerc-f,SALREP,,,unmatched,salrepalsaciennelorrainerecherchesexploitationsparticipations,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clerdent-p,HF Chiers,,,unmatched,hautsfourneauxchiersrachatunedateindetermineetrefileriesleforttricherie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cleret-r,dir. Forges de Gueugnon,,,unmatched,forgesgueugnonetscampionnet,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clerget-gurnaud-c,secr. gén. Latraf,,,unmatched,laminoirstrefileriesafriquelatrafgueconstantinekouba,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clergue-m,Ripolin,,,unmatched,ripolin,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clerissy-a,Somaco-Machines-outils de précision,,,unmatched,constructionmachinesoutilsprecisionsomacoabsjuin1954parateliers,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
de-clerville-l,Saupiquet,,,unmatched,saupiquetetsarsenemai1891nantes,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
de-clinchamps-c,adg Pap. Navarre,,,unmatched,papeteriesnavarremoulinpapaultiteuilselonma1952unalimufa,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clos-j,comm. cptes SATAM,,,unmatched,satam,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
closset-p,Foncière-Vie,,,unmatched,foncierevie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
closset-p,Foncière-Incendie,,,unmatched,fonciereincendie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
closset-p,Soc. d’invest. de l’Est,,,unmatched,investest,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
closset-p,Soc. nationale d’investissement,,,unmatched,nationaleinvestissement,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
closset-p,TRT,,,unmatched,trtradioocean,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clot-h,Houillères Aquitaine,,,unmatched,houilleresbassinloirehouillerescevennesdauphine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
clouteries-et-trefileries-du-nord,Forges tréfil. point. Creil,,,unmatched,forgestrefileriespointeriescreil,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
coache,commissaires aux comptes Messageries fluviales de Cochinchine,,,unmatched,messageriesfluvialescochinchine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
coanet-e,comm. cptes Fermes frses Tunisie,,,unmatched,fermesfrancaisestunisie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
coanet-e,Freins hyd.+sté KLG,,,unmatched,freinshydrauliquesklg,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cochard-m,adg Algérienne des entrep. Léon Chagnaud et fils,,,unmatched,algerienneentreprisesleonchagnaudfils,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cochery-a,pdg Cochery,,,unmatched,entreprisesalbertcochery,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cochet-p,secr. Mimot,,,unmatched,indochinoiseplantationsreuniesmimot,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cochet-v,comm. cptes Union et Phénix esp,,,unmatched,unionphenixespagnol,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
cochet-v,comm. cptes Alcools du Vexin,,,unmatched,alcoolsvexin,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
codray-j,Claude - Paz et Silva,,,unmatched,etsclaudepazsilvaradiobelvu,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
coetghebeur-j,pdg Sobeal,,,unmatched,sobealbethunoisealimentation,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
curderoy-l,Forclum,,,unmatched,forclumforcelumiereelectriques,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
