company_id,name,city,lat,lon,city_territory,group,source_field,place_raw
tramwayscambraisaintquentin,Compagnie des Tramways de Cambrai et de Saint-Quentin,,,,,,,
lampesfabreunieslampeselectubeselectroniquescathoscopefrs,"Compagnie des lampes (> Fab. réunies de lampes élec., Tubes électroniques, Cathoscope frs,",,,,,,,
minesainbarbarcuivrezincgaleneargentifere,"Compagnie des mines d'Aïn-Barbar, cuivre, zinc, galène argentifère",Paris,48.857,2.352,France,metropole,head_office_observed,"est à Paris, 10"
eclairagescommunaux,Compagnie des Éclairages communaux,Alger,36.753,3.06,Algérie,empire,head_office_observed,est à Alger
gisementsauriferescomoeaffluents,Compagnie française des Gisements aurifères du Comoé et affluents,Paris,48.857,2.352,France,metropole,head_office_observed,est à Paris
minesbor,Compagnie française des mines de Bor,,,,,,,
reptoil,Compagnie française du Reptoil,,,,,,,
hotellerietourisme,Compagnie française d’hôtellerie et de tourisme,,,,,,,
moteurs,Compagnie générale de moteurs,,,,,,,
eauxpetrunion,Compagnie générale des eaux p. l’étr. et l’Union française,,,,,,,
internwagonsciternes,Compagnie intern. des wagons-citernes,,,,,,,
minierekoulamoutou,Compagnie minière de Koula-Moutou,,,,,,,
compagniepuisnouvellecompagnieforestieredumekongpuisexploitationforestieredumekong,"Compagnie, puis Nouvelle Compagnie Forestière du Mékong, puis Exploitation forestière du Mékong",Pnom-Penh,11.562,104.916,Indochine,empire,head_office_observed,Pnom-Penh (Cambodge). Soc
comptoiragricole,Comptoir agricole français,Oran,35.697,-0.633,Algérie,empire,place_listed,Oran
comptoirautomobilemarocain,Comptoir automobile marocain,,,,,,,
comptoircommercialcaoutchoucscochinchine,Comptoir commercial des caoutchoucs de Cochinchine,,,,,,,
comptoirescompterelizane,Comptoir d'escompte de Relizane,,,,,,,
comptoirimportationexportationcoteivoire,Comptoir d'importation et d'exportation de la Côte-d’Ivoire,La Rochelle,46.16,-1.152,France,metropole,head_office_observed,"est à La Rochelle, et la Compagnie"
comptoirviandesproduitsalim,Comptoir des viandes et produits alim,,,,,,,
comptoircuirsautresproduitsmadagascar,Comptoir français des cuirs et autres produits de Madagascar,,,,,,,
comptoirtextilecirta,Comptoir textile de Cirta,Constantine,36.365,6.615,Algérie,empire,place_listed,Constantine
comptoirsachatblesdursalgeriens,Comptoirs d'achat des blés durs algériens,Alger,36.753,3.06,Algérie,empire,place_listed,Alger
conferencesinternationalesopium,Conférences internationales de l'opium,,,,,,,
conservesmazagan,Conserves de Mazagan,,,,,,,
consolidatednickelcyltd,Consolidated Nickel Cy Ltd,Londres,51.507,-0.128,Royaume-Uni,foreign,place_listed,Londres
consolidatedmainreefminesestatesltd,Consolidated main reef mines and estates ltd,,,,,,,
cooperativepharmaceutiquemarocaine,Coopérative pharmaceutique marocaine,,,,,,,
coqmaterielviticoleoleicoleaixprovence,"Coq, matériel viticole et oléicole, Aix-en-Provence",,,,,,,
crinvegetalmarocain,Crin végétal marocain,,,,,,,
creditfoncierestafricain,Crédit foncier de l'Est africain,,,,,,,
cuny,Cuny,,,,,,,
cusenieretabcognac,Cusenier (Étab. à Cognac),,,,,,,
cyclespeugeot,Cycles Peugeot,,,,,,,
djebelhalloufsocfes,DJEBEL HALLOUF (Soc. an. Fes,Tunis,36.806,10.181,Tunisie,empire,head_office_observed,Tunis
dragagestravauxpublics,DRAGAGES et de TRAVAUX PUBLICS,,,,,,,
danone,Danone,,,,,,,
darlac,Darlac,,,,,,,
distillerieliqueurmandarinebougie,Distillerie de liqueur de mandarine de Bougie,Alger,36.753,3.06,Algérie,empire,head_office_observed,"ALGER, 215, r. Sadi-Carnot"
dockscentreangouleme,Docks du Centre (Angoulême),,,,,,,
domaineagricoleouest,Domaine agricole de l'Ouest,Cantho,10.045,105.746,Indochine,empire,place_listed,Cantho
domainequatrechemins,Domaine des Quatre-Chemins,Alger,36.753,3.06,Algérie,empire,head_office_observed,"est à Alger,14"
domaineelmoudzine,Domaine d’El-Moudzine,Port-Lyautey,34.261,-6.58,Maroc,empire,head_office_observed,"Kenitra, en l’"
domaineseltaousarba,"Domaines El Taous, L’Arba",Alger,36.753,3.06,Algérie,empire,head_office_observed,ALGER
domainesppineltabacsoleagineuxmadagascar,Domaines P. Pinel Société des tabacs et oléagineux de Madagascar,,,,,,,
domainescaidessebt,Domaines du Caid-Es-Sebt,Alger,36.753,3.06,Algérie,empire,head_office_observed,Alger
domaineskeroulis,Domaines du Kéroulis,,,,,,,
depechealgerienne,"Dépêche algérienne, puis Journal d'Alger et Dépêche quotidienne",Alger,36.753,3.06,Algérie,empire,place_listed,Alger
entrepriseafricainesanitairethermique,Entreprise africaine sanitaire et thermique,Rabat,34.021,-6.841,Maroc,empire,place_listed,Rabat
entreprisetransportdistributionelectricite,"Entreprise, transport et distribution d'électricité",,,,,,,
exploitationverreriemarocsouvent,Exploitation de verrerie au Maroc (souvent,Casablanca,33.573,-7.59,Maroc,empire,head_office_observed,est à Casablanca
extremeorientnavigation,"Extrême-Orient, Société française de navigation",Paris,48.857,2.352,France,metropole,head_office_observed,Paris
fabreguettes,Fabreguettes,Alger,36.753,3.06,Algérie,empire,place_listed,Alger
feuxvilainechauxciments,Feux-Vilaine (Chaux et ciments des),,,,,,,
filaturestissageswittenheim,Filatures et tissages de Wittenheim,,,,,,,
flersexportationsenegal,"Flers-Exportation, Sénégal",,,,,,,
foncierechampselysees,Foncière des Champs-Élysées,,,,,,,
fonderiessaintnazaire,Fonderies de Saint-Nazaire,,,,,,,
forgesfonderiessaintnicolaspresrevinardennes,"Forges et fonderies de Saint-Nicolas, près Revin (Ardennes)",,,,,,,
fourmiimmob,Fourmi immob,,,,,,,
foyeretudiantsannamiteshanoi,Foyer des étudiants annamites de Hanoï,,,,,,,
franchecomtealsacebrasseriemalteriessochaux,"Franche-Comté-Alsace (Brasserie et malteries de), Sochaux",,,,,,,
francobelgematerielchferraismesracheteeparherlicq,"Franco-belge de matériel de ch. de fer, Raismes rachetée par Herlicq",,,,,,,
participinduscomm,Française de particip. indus. et comm. (ex-Compagnie indus. des ciments),,,,,,,
freestategeduldltd,Free state geduld ltd,,,,,,,
freinshydrauliquesklg,Freins hydrauliques et Société KLG,,,,,,,
felixpotin,Félix Potin,,,,,,,
gentil,GENTIL,,,,,,,
galeriesbarbes,Galeries Barbès,,,,,,,
gallodanamaroc,Gallodana-Maroc,,,,,,,
gastonsipierefondepouvoirssaigon,"Gaston Sipière, fondé de pouvoirs à Saigon",,,,,,,
gaumont,Gaumont,Haïphong,20.865,106.684,Indochine,empire,place_listed,Haïphong
gazeauxgaznamurexplreg,"Gaz et eaux > Gaz de Namur, Expl. rég",,,,,,,
geduldproprietaryminesltd,Geduld proprietary mines ltd,,,,,,,
georgesfabre,Georges Fabre et Cie,Léopoldville,-4.322,15.307,Congo-Kinshasa,foreign,head_office_observed,KINSHASA (Congo belge)
gerbaudvinspostillon,Gerbaud Vins du Postillon,,,,,,,
grandhotel,Grand Hôtel,,,,,,,
grandsmoulinsbordeaux,Grands Moulins de Bordeaux,,,,,,,
graphitesmashar,Graphites Mashar,,,,,,,
guillaumefils,Guillaume et fils,,,,,,,
travauxcinematographiques,Générale de travaux cinématographiques,,,,,,,
gevelotetsgevelotgaupillat,"Gévelot Éts Gévelot et Gaupillat, puis Société française des munitions de chasse, de tir et de",,,,,,,
haberlay,Haberlay,Thudaumot,10.98,106.652,Indochine,empire,place_listed,Thudaumot
haiphonnaisebouagesvidanges,Haïphonnaise de bouages et de vidanges,,,,,,,
hirschler,"Hirschler et Cie, puis Louis Bernard et Cie",Paris,48.857,2.352,France,metropole,place_listed,Paris
holophane,Holophane,,,,,,,
huileriessavonneriesalgeriennes,"Huileries et savonneries algériennes, puis Huilerie et savonnerie de Kabylie, Mirabeau",,,,,,,
hydroelectriqueforcesmotricescentreforcesmotricesouestnord,"Hydro-électrique française > Forces motrices du Centre, Forces motrices de l’Ouest, Nord-",,,,,,,
hotelmajesticparis,Hôtel Majestic Paris,,,,,,,
hotelmeurice,Hôtel Meurice,,,,,,,
hotelraphaelparis,Hôtel Raphaël Paris,,,,,,,
hotelreginaparis,Hôtel Régina Paris,,,,,,,
hotelscasinodeauville,Hôtels et casino de Deauville,,,,,,,
immobilierevillehaute,Immobilière Ville-Haute,Port-Lyautey,34.261,-6.58,Maroc,empire,place_listed,Kenitra
immobiliereforteau,Immobilière du Fort-de-l'Eau,Alger,36.753,3.06,Algérie,empire,head_office_observed,est à Alger
immobilierebainsmerjuanpins,Immobilière et des bains de mer de Juan-les-Pins,,,,,,,
imprlibrcentralechferchaix,Impr. et libr. centrale des ch. de fer Chaix,,,,,,,
indochinecimentsportlandartificiels,Indochine (Ciments portland artificiels de l’),,,,,,,
indochinoiseplantationsheveassiph,Indochinoise de Plantations d’hévéas (SIPH),,,,,,,
industrielletoraude,Industrielle Toraude,,,,,,,
ivorycoastgoldfields,Ivory Coast Goldfields,,,,,,,
jeanweber,Jean Weber,,,,,,,
exportateurcongolais,L'EXPORTATEUR CONGOLAIS,,,,,,,
ifriquia,L'Ifriquia,,,,,,,
oumrebia,L'Oum Rebia,Casablanca,33.573,-7.59,Maroc,empire,head_office_observed,"Casablanca, av. du Général-Drude"
cochinchineimmobiliere,La Cochinchine immobilière,,,,,,,
financierecolonies,La Financière des Colonies,,,,,,,
gommelaquejbphuto,"La Gomme laque J.-B., Phu-To",Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 41"
grandebrasserielille,La Grande Brasserie de Lille,,,,,,,
ruraletunisienne,La Rurale Tunisienne,Tunis,36.806,10.181,Tunisie,empire,head_office_observed,Tunis
typolitho,La Typo-litho,Alger,36.753,3.06,Algérie,empire,place_listed,Alger
vieillemontagnealgerie,La Vieille-Montagne en Algérie,,,,,,,
lainieremarocaine,Lainière Marocaine,,,,,,,
lakeviewstarltdaustralie,Lake view and star ltd (Australie),,,,,,,
lambertfr,Lambert fr,,,,,,,
landesvoiesferreescentrechfer,Landes (voies ferrées des) + Centre (Société des ch. de fer du),,,,,,,
langbiangpalaceoulangbianpalacesapotiniere,Langbiang Palace ou Langbian Palace et sa Potinière,Dalat,11.94,108.442,Indochine,empire,place_listed,Dalat
bois,Le Bois,Alger,36.753,3.06,Algérie,empire,place_listed,Alger
caoutchoucindustriel,Le Caoutchouc industriel,Marseille,43.296,5.37,France,metropole,place_listed,Marseille
gazindustriel,Le Gaz industriel,,,,,,,
barrageday,Le barrage du Day,,,,,,,
comptoirsmodernes,Les Comptoirs modernes,,,,,,,
grandshotelsmarocains,Les Grands Hôtels marocains,Casablanca,33.573,-7.59,Maroc,empire,place_listed,Casablanca
lesieurafriquedakar,Lesieur-Afrique (Dakar),,,,,,,
liantsmateriauxmaroc,Liants et matériaux du Maroc,,,,,,,
lorraineescaut,Lorraine-Escaut,,,,,,,
louvroilmontbardaulnoye,Louvroil-Montbard-Aulnoye,,,,,,,
lyceefrancochinoischolon,Lycée franco-chinois de Cholon,,,,,,,
lyonnaisetextiles,Lyonnaise de textiles (Société),,,,,,,
leonorosdi,Léon Orosdi,,,,,,,
allobrogechambery,"L’Allobroge, Chambéry",,,,,,,
heritierguyot,L’Héritier-Guyot,,,,,,,
immeubleparisien,L’Immeuble parisien,,,,,,,
mpretreadministrateur2eclasseservicescivils,"M. PRÊTRE *, administrateur de 2e classe des Services civils",,,,,,,
minesdjebelhallouf,MINES du DJEBEL HALLOUF,,,,,,,
manuflampeselectriques,Manuf. française de lampes électriques,,,,,,,
manurhin,Manurhin,,,,,,,
marbresfrs,Marbres frs,,,,,,,
marchalexploitconstrucappareils,Marchal (Société d’exploit. et de construc. des appareils),,,,,,,
mazagan,Mazagan),,,,,,,
michelinets,Michelin (Compagnie générale des Éts),,,,,,,
minaspedrazziniminaspedrazzinigoldsilverminingcymexique,Minas Pedrazzini (Minas Pedrazzini Gold and Silver Mining Cy)(Mexique),,,,,,,
minesbouarfamaroc,Mines de Bou-Arfa (Maroc),,,,,,,
minesboudoukhaalg,Mines de Boudoukha (Alg.),,,,,,,
minescharrierprugnealliercuivreetain,"Mines de Charrier (à La Prugne, Allier) : cuivre, étain)",,,,,,,
minesseriphosspiliazezalaurium,Mines de Seriphos et de Spiliazeza (au Laurium),,,,,,,
minesorpekyougoslavie,Mines d’or du Pek (Yougoslavie),,,,,,,
miniereagricgarnalfayatunisie,Minière et agric. du Garn Alfaya (Tunisie),,,,,,,
minieremetallurgiqueperigord,Minière et métallurgique du Périgord,,,,,,,
miroiterieafriquenord,Miroiterie de l’Afrique du Nord,Oran,35.697,-0.633,Algérie,empire,place_listed,Oran
mondevie,Monde-Vie,,,,,,,
morice,Morice,,,,,,,
museegrevin,Musée Grevin,,,,,,,
nigerguinee,NIGER-GUINÉE,,,,,,,
nantaisefonderiesreuniesconstrucmecaniques,Nantaise de fonderies réunies et de construc. mécaniques,,,,,,,
newkleinfonteincyltd,New Kleinfontein Cy ltd,,,,,,,
nordestcinemacharleville,Nord-Est cinéma à Charleville,,,,,,,
nordafricaineparticipation,"Nord-africaine de participation (ex-Société d’électricité nord-africaine), à Alger> Algérienne de",,,,,,,
normandealimentation,Normande d’alimentation,,,,,,,
ofco,OFCO,,,,,,,
officenationalcombustiblesliquides,Office national des combustibles liquides,,,,,,,
olidausinesparisvaugirardlevalloisperretepinayseinecygneenghienlyonst,"Olida. Usines : Paris-Vaugirard, Levallois-Perret, Épinay-sur-Seine, Le Cygne d’Enghien, Lyon, St-",,,,,,,
omniacinemaspoitiers,Omnia (cinémas)(Poitiers),,,,,,,
omniumindochinoistransports,Omnium Indochinois Société française de transports et Cie française,,,,,,,
omniumafricain,Omnium africain,Paris,48.857,2.352,France,metropole,head_office_observed,"été fixé à Paris, 46"
omniumtransportsmaroc,Omnium de transports au Maroc,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 59, r. de Provence"
omniumtextilesfermo,Omnium des textiles A. Fermo,,,,,,,
omniumindustrielimmobiliercommercialoiic,"Omnium industriel, immobilier et commercial (OIIC)",,,,,,,
omniumminierindochine,Omnium minier d'Indochine,Saïgon,10.776,106.7,Indochine,empire,place_listed,Saïgon
procedesganne,PROCÉDÉS GANNE,,,,,,,
paixafricainecasablancamaroc,"Paix Africaine (La), Casablanca (Maroc)",,,,,,,
paixrisquesdivers,Paix-Risques divers,,,,,,,
papeteriesparis,Papeteries de Paris,,,,,,,
papeterieslimousinexideuilconfolens,"Papeteries du Limousin (Exideuil, Confolens)",,,,,,,
parfumerierogergallet,Parfumerie Roger & Gallet,,,,,,,
parisbourbondeveloppementrelationsentre,Paris-Bourbon (Société anon. pour le développement des relations entre la,,,,,,,
patrimoine,Patrimoine »,,,,,,,
plantations,Plantations des anciens combattants,,,,,,,
pleyel,Pleyel,,,,,,,
pommerygreno,Pommery et Greno,,,,,,,
pontsfaidherbesaintlouissenegal,Ponts Faidherbe à Saint-Louis du Sénégal,,,,,,,
porttunis,Port de Tunis,,,,,,,
procedesindustrielscharbonsactifspica,Procédés industriels et charbons actifs (PICA),,,,,,,
produitschimiquesclamecy,Produits chimiques de Clamecy,,,,,,,
petromines,Pétromines,,,,,,,
petruskyerectionunestatuesaigoncentenairesanaissance,Pétrus Ky . — Érection d'une statue à Saïgon . — Centenaire de sa naissance,,,,,,,
recherchesredevances,Recherches et redevances,,,,,,,
rianile,Rianile,,,,,,,
richer,Richer (Anc. Compagnie)(Arbillot et Compagnie)(vidanges),,,,,,,
rochetschneideretslyonnais,Rochet-Schneider (Éts lyonnais),,,,,,,
rogergallois,Roger Gallois,,,,,,,
rouchard,"Rouchard, puis S.A. des Éts Rouchard",Conakry,9.509,-13.712,Guinée Conakry,empire,place_listed,Conakry
sandefjord,SANDEFJORD,,,,,,,
scibcommindbourgogne,SCIB (Comm. et ind. de Bourgogne)(ex-Houillères et CF d’Épinac),,,,,,,
sidelor,SIDÉLOR,,,,,,,
skf,SKF,,,,,,,
sogim,SOGIM (ex-Plakalnitza),,,,,,,
superphosphatesunionfrancfabriquesengraisproduitschimiques,"SUPERPHOSPHATES (Union Franç. de Fabriques d'Engrais, de Produits chimiques et",,,,,,,
sainthelenagoldminesltd,Saint-Helena Gold mines ltd,,,,,,,
salleventes,Salle des ventes,Hanoï,21.028,105.854,Indochine,empire,place_listed,Hanoï
sanatoriumfrigorifiquesaigon,Sanatorium frigorifique de Saïgon,,,,,,,
secoursvie,Secours-Vie,,,,,,,
raselma,Societe de Ras-el-Ma,Fès,34.034,-5.003,Maroc,empire,place_listed,Fez
africaineconstructionscivilesindustrielles,Société Africaine de Constructions civiles et industrielles,Bangui,4.361,18.555,Oubangui-Chari,empire,place_listed,Bangui
agricolebenbo,Société Agricole de Bên-Bo,,,,,,,
algerienneconservesalimentaires,Société Algérienne de Conserves alimentaires,Bône,36.9,7.765,Algérie,empire,place_listed,Bône
audoisefutstransports,Société Audoise de fûts et transports,Alger,36.753,3.06,Algérie,empire,head_office_observed,"Alger, 43"
commercialefrancoafricainecharbonnage,Société Commerciale Franco-Africaine de Charbonnage,Alger,36.753,3.06,Algérie,empire,place_listed,Alger
commercialeextremeorient,Société Commerciale d'Extrême-Orient,,,,,,,
commercialecharbonnagesentreprisesmaritimes,Société Commerciale de Charbonnages et d’entreprises maritimes,Bône,36.9,7.765,Algérie,empire,place_listed,Bône
commercialeindustrielleoutremer,Société Commerciale et Industrielle d’Outre-Mer,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 35"
fonciereimmobiliereindochine,Société Foncière et Immobilière d'Indochine,Saïgon,10.776,106.7,Indochine,empire,place_listed,Saïgon
forestiereagricolekouilou,Société Forestière et Agricole du Kouilou,,,,,,,
francoalgerienneelectricitebatnaguelma,"Société Franco-Algérienne d'Électricité, Batna, Guelma",Paris,48.857,2.352,France,metropole,head_office_observed,est à Paris
francotunisienneentreprisestravauxmetalliques,Société Franco-Tunisienne d’Entreprises et de travaux métalliques,Tunis,36.806,10.181,Tunisie,empire,place_listed,Tunis
navigationtransportsguyaneclanistanon,"Société Française de Navigation et de transports de la Guyane, Clanis, Tanon & Cie",,,,,,,
gaveau,Société Gaveau et Compagnie,,,,,,,
immobilierefes,Société Immobilière de Fès,,,,,,,
indochinoiseetudesconstructions,Société Indochinoise d'études et de constructions,Saïgon,10.776,106.7,Indochine,empire,place_listed,Saïgon
indochinoisetransportsaeriens,Société Indochinoise de transports aériens,Saïgon,10.776,106.7,Indochine,empire,place_listed,Saïgon
intertropicaleexploitationscoteivoire,Société Intertropicale d’Exploitations de la Côte-d'Ivoire,,,,,,,
lainieretonkin,Société Lainière du Tonkin,Haïphong,20.865,106.684,Indochine,empire,place_listed,Haïphong
nickelcaledonien,Société Le Nickel Calédonien,,,,,,,
miniereagricolemarcory,"Société Minière et Agricole de Marcory, puis Minière et Agricole de la Côte-d'Ivoire",,,,,,,
minierefoncieremalgache,Société Minière et Foncière Malgache,,,,,,,
nordafricaineentreprises,Société Nord-Africaine d'Entreprises,Paris,48.857,2.352,France,metropole,head_office_observed,"est à Paris, 135"
nordafricainetonte,Société Nord-Africaine de Tonte,Paris,48.857,2.352,France,metropole,head_office_observed,"été fixé à Paris, 282"
nordautomobiles,Société Nord-Automobiles,,,,,,,
saaficombo112,Société Saafi-Combo 112,,,,,,,
tananariviennerefrigerationboissonsgazeusesantsirabediegosuareztulear,"Société Tananarivienne de Réfrigération et de boissons gazeuses, Antsirabé, Diégo-Suarez, Tuléar",,,,,,,
tunisiennegazcomprimes,Société Tunisienne de Gaz comprimés,Tunis,36.806,10.181,Tunisie,empire,place_listed,Tunis
tunisiennetransportcarburants,Société Tunisienne pour le Transport de carburants,Tunis,36.806,10.181,Tunisie,empire,head_office_observed,"Tunis, 22, av. de France"
tunisiennefonciereagricole,"Société Tunisienne, foncière, agricole",Tunis,36.806,10.181,Tunisie,empire,head_office_observed,"Tunis, 26, r. d’Angleterre"
africaineentreprisesindustriellesimmobilieresbp,"Société africaine d'entreprises industrielles et immobilières, B. P",,,,,,,
africaineetudescommercialesindustrielles,Société africaine d'études commerciales et industrielles,,,,,,,
africaineprospectionexploitation,Société africaine de prospection et d'exploitation,,,,,,,
africainerepresentationsindustriellescommerciales,Société africaine française de représentations industrielles et commerciales,,,,,,,
agricoleforestiereyenmy,Société agricole et forestière de Yen-My,,,,,,,
lucoroul,Société anon. Lucoroul,,,,,,,
rabatieagriculture,Société anon. Rabatie d'agriculture,,,,,,,
congolaise,Société anon. congolaise des Anc. Etabl. A. Defaye,,,,,,,
societeanondesanciensetabl,Société anon. des anciens Établ,,,,,,,
etablissementsroucharde,Société anon. des Établissements Rouchard (S.A.E,Conakry,9.509,-13.712,Guinée Conakry,empire,head_office_observed,CONAKRY (Guinée française)
fonciereindochinoise,Société anon. foncière indochinoise,,,,,,,
petrolesdjibouti,Société anonyme des pétroles de Djibouti,,,,,,,
auxiliairemarocaineexploitationsminieresbp,"Société auxiliaire marocaine d'exploitations minières, B. P",,,,,,,
centraleapplicationsparticipationsindustriellessocapi,Société centrale d’applications et de participations industrielles (SOCAPI) Anc. Soc. centrale,,,,,,,
cherifienneautomobilesmaterielagricole,Société chérifienne d'automobiles et de matériel agricole,,,,,,,
colonialeouaka,Société coloniale de la Ouaka,,,,,,,
commercialefruitscoloniaux,Société commerciale des fruits coloniaux,,,,,,,
explorationminiereequatoriale,Société d'Exploration minière équatoriale,,,,,,,
urbanismeentreprisesgeneralesmaroc,Société d'Urbanisme et entreprises générales au Maroc,,,,,,,
enseignementmutuelcochinchine,Société d'enseignement mutuel de Cochinchine,,,,,,,
expansioncoloniale,Société d'expansion coloniale,,,,,,,
exploitationproduitscoloniauxabidjancote,"Société d'exploitation de produits coloniaux, ABIDJAN (Côte",,,,,,,
industrieschimiquespharmaceutiquesjarmon,Société d'industries chimiques et pharmaceutiques Jarmon & Cie,Tunis,36.806,10.181,Tunisie,empire,place_listed,Tunis
oxygeneacetylenemadagascar,Société d'oxygène et d'acétylène de Madagascar,Tananarive,-18.879,47.508,Madagascar,empire,head_office_observed,Ambohimanarina-TANANARIVE
electricitebiskra,Société d'Électricité de Biskra,Bruxelles,50.851,4.352,Belgique,foreign,head_office_observed,"BRUXELLES, 80, r. du Nord"
etudetramwaysindochinepayscirconvoisins,Société d'Étude de tramways en Indo-Chine et pays circonvoisins,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 26"
etudesengraisazotesindochinechutedanhim,Société d'Études des engrais azotés en Indochine et de la chute du Da-Nhim,Paris,48.857,2.352,France,metropole,head_office_observed,"est à Paris, 25"
etudesgeneralesindochinoises,Société d'Études générales indochinoises,Saïgon,10.776,106.7,Indochine,empire,place_listed,Saïgon
etudesrecherchesminieresagoundis,Société d'études et de recherches minières de l'Agoundis,,,,,,,
etudesminieresouarzemine,Société d'études minières de l'Ouarzemine,,,,,,,
etudesindustrieagricole,Société d'études pour l'industrie agricole,,,,,,,
colonisationouedramel,Société de Colonisation de l’Oued Ramel,Tunis,36.806,10.181,Tunisie,empire,head_office_observed,TUNIS
constructionscivilesindustrielles,Société de Constructions civiles et industrielles,,,,,,,
fabricationcaoutchouc,Société de Fabrication du caoutchouc,Saïgon,10.776,106.7,Indochine,empire,head_office_observed,est fixé à Saïgon
fondationsparcompressionmecaniquesol,Société de Fondations par compression mécanique du sol,Paris,48.857,2.352,France,metropole,place_listed,Paris
navigationpechetunisie,Société de Navigation et de pêche en Tunisie,Tunis,36.806,10.181,Tunisie,empire,place_listed,Tunis
plantationscaoutchoucriocompony,Société de Plantations de caoutchouc du Rio-Compony,Paris,48.857,2.352,France,metropole,head_office_observed,Paris
recherchesetudesminieresafriquecentrale,Société de Recherches et d'études minières pour l'Afrique centrale,Abidjan,5.345,-4.024,Côte d'Ivoire,empire,place_listed,Abidjan
transitabidjan,Société de Transit d'Abidjan (S,,,,,,,
constructionentretienmaterielindustrielagricolescemiaputeaux,"Société de construction et d’entretien de matériel industriel et agricole (SCEMIA), Puteaux",,,,,,,
cultureelevagefedalafedala,"Société de culture et d'élevage de Fédala, FÉDALA",,,,,,,
productionsindustriellesagricoles,Société de productions industrielles et agricoles,,,,,,,
recherchesauriferescamerouno,Société de recherches aurifères au Cameroun (S.O,Yaoundé,3.867,11.517,Cameroun,empire,head_office_observed,YAOUNDÉ (Cameroun)
recherchesexploitationsminieresafriquecentrale,Société de recherches et d'exploitations minières pour l'Afrique centrale,,,,,,,
venteproduitsmetallurgiquespaulfenie,Société de vente de produits métallurgiques Paul Fénié,,,,,,,
boissassandra,Société des Bois de Sassandra,,,,,,,
cotonscongo,"Société des Cotons du Congo, puis Compagnie cotonnière équatoriale française",Paris,48.857,2.352,France,metropole,head_office_observed,"fixé à Paris, 21"
manufacturetapismarabout,Société des Manufacture de tapis du Marabout,Alger,36.753,3.06,Algérie,empire,place_listed,Alger
minesseriphosspiliazezaparcorinnekrouckalainleger,"Société des Mines de Seriphos et de Spiliazeza, par Corinne Krouck et Alain Léger",Paris,48.857,2.352,France,metropole,head_office_observed,Paris
minesmontdo,Société des Mines du Mont-Dô,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 20"
minesorsahandrakatra,Société des Mines d’or de Sahandrakatra ),,,,,,,
tabacsoleagineuxmadagascar,Société des Tabacs et oléagineux de Madagascar,Tananarive,-18.879,47.508,Madagascar,empire,place_listed,Tananarive
tuyauxagglomerescentrifugesindochine,Société des Tuyaux et agglomérés centrifugés de l'Indochine,Haïphong,20.865,106.684,Indochine,empire,place_listed,Haïphong
acieries,Société des aciéries,,,,,,,
carrieresouedyquemchezmjeancailleing,"Société des carrières de l'Oued-Yquem, chez M. Jean Caillé, ing",,,,,,,
charbonnagesvinhphuoc,Société des charbonnages de Vinh-Phuoc,,,,,,,
comptoirsimportationexportationcongocameroun,Société des comptoirs d'importation et d'exportation Congo-Cameroun,Paris,48.857,2.352,France,metropole,head_office_observed,"était à Paris, 19"
entrepotsfrigorifiquesindochine,Société des entrepôts frigorifiques d'Indochine,,,,,,,
fibrescoloniales,Société des fibres coloniales,Brazzaville,-4.269,15.271,Congo-Brazzaville,empire,head_office_observed,"Quartier M'Pila, BRAZZAVILLE (A.-E. F.)"
magasinsprisunic,Société des magasins « Prisunic »,,,,,,,
minesainkerma,Société des mines d'Aïn-Kerma,Paris,48.857,2.352,France,metropole,head_office_observed,à Paris
minesetaincaobang,Société des mines d'Étain de Cao-Bang,,,,,,,
minesboudoukha,Société des mines de Boudoukha,,,,,,,
minessidirahmoun,Société des mines de Sidi Rahmoun,,,,,,,
minescuivredjebilet,Société des mines de cuivre de Djebilet,,,,,,,
mineszincainarko,Société des mines de zinc d'Aïn-Arko,,,,,,,
minesdjebelaomar,Société des mines du Djebel-Aomar,Alger,36.753,3.06,Algérie,empire,head_office_observed,"Alger-Mustapha, Parc-Gatlif"
minesdjebeldiss,Société des mines du Djebel-Diss,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 20"
minesdjebelforer,Société des mines du Djebel-Forer,,,,,,,
produitscoloniauxparisbagnolet,"Société des produits coloniaux, Paris, Bagnolet",Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 15"
petrolesafriqueequatoriale,Société des pétroles d'Afrique Équatoriale française,Port-Gentil,-0.717,8.783,Gabon,empire,head_office_observed,PORT-GENTIL (A.-E. F.)
transporteursfes,Société des transporteurs de Fès,,,,,,,
etudesindochinoises,Société des Études indochinoises,Saïgon,10.776,106.7,Indochine,empire,place_listed,Saïgon
moyenniger,Société du Moyen-Niger,,,,,,,
cirquehivermorin,Société du cirque d’hiver (Morin et Compagnie),,,,,,,
ajustagemecaniqueprecision,Société d’ajustage et de mécanique de précision,,,,,,,
alimentationprovence,Société d’alimentation de Provence,,,,,,,
