n_firms,n_edges,giant_share,mean_path_length,path_sources,path_seed,null_sims,null_seed,max_core_number,max_core_size,cross_territory_share,n_cross_sector_edges,n_within_sector_edges
6011,79636,0.9859,3.2678,120,11,60,17,71,72,0.4498,34504,19468
