company_id_1,company_id_2,period,weight,shared_directors
constructionelectrique,creditfoncieralgerietunisie,1914_1929,25,affreville; ain-bessem; algerie-alger; anthoine-a; ariste-s; aumale; barbedette-f; blida; boufarick; bouira; buhot-h; castiglione; colea; douera; dubourdieu; eug-regnault; eymard-c; gronier-e; guyotville; henri-c; journault-e; lebon-a; rouiba; saliege-h; zafiropulo-d
commercialeagricolemaroc,leoncegiraud,1914_1929,19,bimbeloterie; bornac-f; cereales-victor-lombroso; chocolat; ciment; construct; drap; epicerie-victor-khiat; export-cire; export-cuirs; export-gommes; favre-e; import; minoterie; pharmaceutiques-paul-guenois-p; semoulerie-r-schmitz; sucre; tissus; varame-j
chargeursextremeorient,etudesentreprisescoloniales,1914_1929,13,audinet-j; capel-a; charbonnel; devisscher-j; fonderies-de-pont-a-mousson; girod; hailaust-g; jeancard; langlois; langlois-a; laurent; meignan-r; raverat
clanet,nationalecommerce,1914_1929,13,alger-representation; araud-s; belgique; commission-en-afrique-du-nord; disy-e; e-direction; exportation-exportation-alimentation; maroc; montet-p; paris-adm-del-j-buisson-succursale-toulouse; richard-e; viriville-g; vuagnat-e
abattoirsmunicipauxindustrielsmaroc,abattoirsmunicipauxmaroc,1914_1929,12,atthalin-a; braunschvig-g; cotte-l; dal-piaz-j; de-caqueray-g; de-montgolfier-j; gerard-e; godard-l; gompel-r; jordan-p; katz-m; lacoin-g
manutentionmarocaine,portfedhala,1914_1929,12,bargmann-l; dureault-h; estier; gorchs-chacou-f; guerard; hersent; mesnier-j; paquet; perouse; piaz-d; savon; tanon
colonialeagricolecommercialeindustriellesucreriescoloniales,sucreriescolonialescolonialeagricolecommerciale,1914_1929,12,alexandre-p; artaud-a; baugnies; boulloche-l; briand-g; ehrmann-h; grandjean-c; labarrere-a; mobiliere-s; mutignon-e; nissim-l; rehm-v
boissonsindigenes,boujaber,1914_1929,12,adm-mm-henri-girche; asnieres; comar-l; gerard-a; gerard-p; ivry; lajunies-j; lamorlette-p; levrezy; pate-p; ris-orangis; sur-aube-production-boulonneries-b
palmeraiescameroun,tabacscameroun,1914_1929,12,cahen-fuzier-e; cotonniere-du-niger-c; edition; franco-americaine-l; guerin-g; hirsch-m; palmeraies-du-cameroun; petrofina; purfina-transport; tabacs; thes-de-l-indochine; vega
occidentaleafricaine,scieriesafricaines,1914_1929,12,bernheim-l; cassagnac-j; chevallier-du-buisson-r; et-paul-paillet; experton-p; fouque-j; gast-a; haas-a; klotz-e; vizioz-d; vizioz-g; vizioz-j
cheminsfermaroc,energieelectriquemaroc,1914_1929,11,atthalin-a; breaud-h; cordier-g; courcelle-j; griolet-g; heurteau-e; mange-a; margot-m; mauris-l; verge-c; wibratte-l
marocainecharbonsbriquettes,portfedhala,1914_1929,11,aicard-p; bouffe-g; callaghan-j; dal-piaz-j; dureault-h; gorchs-chacou-f; hersent; hersent-j; mesnier-j; piaz-d; plisson-e
colonialeagricolecommercialeindustriellesucreriescoloniales,sucreriescoloniales,1914_1929,11,alexandre-p; artaud-a; baugnies-g; boulloche-l; briand-g; grandjean-c; jacqueminet-a; labarrere-a; level-e; mutignon-e; rehm-v
marocainetransittransportatlantide,portfedhala,1914_1929,11,alex-murat; daher-g; hersent-g; lefevre-l; massena-a; murat-c; potron-e; smitt-v; sonnery; vivet-p; weisweiller-j
huileriesrizeriesouestafricaines,huileriesrizeriesouestafricainesh,1914_1929,11,boutal-f; fourneau-l; gaudart-r; guy-c; legrand-j; legrand-r; loisy-x; muller-v; oudot-l; petersen-g; vezia
acierieslongwy,banqueindustriellechine,1914_1929,11,de-marchena-a; doty-j; estrine-l; et-joseph-de-villeneuve-bargemont; favre-j; fitsch-j; flaissier-m; lindeboom-a; marie-g; oppermann-a; perchot-j
tramway,tramways,1914_1929,11,ancion; aug-collignon; boulle-l; burrell-c; goury-du-roslan-l; guary-l; janssen; pavie-g; renaud; rostand-j; soclet-a
chargeursmarocains,chauxcimentsmateriauxconstructionmaroc,1914_1929,10,berthet; braunschvig; duboin-j; ferrant; godard; gompel-p; gompel-r; hailaust-g; katz; rabut
commerce,creditfonciermadagascar,1914_1929,10,allain-e; bontoux-h; ed-philippar; g-philippar; gimon-c; l-perben; lescot-m; loisy-x; michel-cote-c; michel-h
creditfonciermadagascar,creditfonciermadagascarcreditfonciermadagascarreunion,1914_1929,10,allain-e; bontoux-h; bourdariat-a; ed-philippar; g-philippar; gimon-c; lebon-a; loisy-x; michel-h; perben-l
frsephosphatesoceanie,phosphatesoceanie,1914_1929,10,bertrand-l; bouffe-g; carrier-m; f-gorchs-chacou; hersent-g; hersent-j; johnston-g; king-a; pilter-j; touze-e
briqueteriesfedhala,portfedhala,1914_1929,10,hersent-g; huart-p; lefebvre-l; lefevre-l; petitjean-l; prince-ch-murat; prince-charles-murat; prince-d-essling; prince-gerome-murat; thomas-g
etudesmarocainescommerceagriculturemines,portfedhala,1914_1929,10,bayart-j; chautard-p; claus-g; delcroix-a; g-hersent; heuzey-c; marchand-e; petit-e; piot; pouyer-j
messageriesafricaines,minesfalemegambie,1914_1929,10,charbonnel-h; de-rouvre-c; duchesne-fournet-p; gimon-c; haute-volta; legrand-g; michel-cote-c; roulleaux-dugage-h; soudan; watel-p
clanet,commercialefrancoalgerienne,1914_1929,10,alger-representation; araud-s; commission-en-afrique-du-nord; disy-e; exportation-exportation-alimentation; montet-p; richard-e; richard-m; viriville-g; vuagnat-e
plantationscaoutchoucsumatra,tapanoelie,1914_1929,10,bernard-j; cavadia-j; cavadia-t; donnet-l; engeringh-c; laloux-h; osterrieth-p; thys-e; van-romburgh-p; vereecken-h
importationsexportationscommission,industriellecommercialeemyrne,1914_1929,10,buissiere-j; metras-r; perie-a; poucel-f; th-toy-riont; tholozan-c; toy-riont-a; vouland-c; vouland-f; vouland-l
deville,marocainedistributioneaugazelectricite,1914_1929,9,atthalin-a; cabaud-c; g-pichard; godard-l; mondollot; nozal; otto; petsche-a; postel-vinay-a
distributioneaugazelectricite,marocainedistributioneaugazelectricite,1914_1929,9,atthalin-a; cabaud-c; godard-l; mondollot; nozal; otto; pichard-g; postel-vinay-a; siegler-j
portsmarocains,portsmarocainsmehedyakenitrasalerabat,1914_1929,9,aug-galtier; chagnaud-l; dayde-h; godard-l; homberg-o; marchal-c; ph-fougerolle; rebuffel-c; vincent-l
cheminsfermaroc,francoespagnolecheminfertangerfez,1914_1929,9,atthalin-a; e-du-marais; e-heurteau-pdt-marine-homecourt; ganderax-e; griolet-g; heurteau-e; masson-r; perouse-d; saint-rene-taillandier-g
atlantide,marocainetransittransportatlantide,1914_1929,9,daher-g; hersent-g; lefevre-l; massena-a; murat-c; potron-e; smitt-v; vivet-p; weisweiller-j
atlantide,portfedhala,1914_1929,9,daher-g; hersent-g; lefevre-l; massena-a; murat-c; potron-e; smitt-v; vivet-p; weisweiller-j
mineszaghouan,minieredjebellorbeus,1914_1929,9,clerc-l; damour-a; desforges-adm-ac-rombas-p; dreux-a; gerini-d; michel-c; pdt-nanceienne-cic; riollot-j; tricon-m
constructionelectrique,unionfrancosyriennecomptoirsmediterraneens,1914_1929,9,boulogne-g; chrighton; fecamp; godet-r; gorge; laminoirs-du-havre; paimpol; pres-le-havre-maison-a-paris; tunis-cables
commercialefrancoalgerienne,nationalecommerce,1914_1929,9,alger-representation; araud-s; commission-en-afrique-du-nord; disy-e; exportation-exportation-alimentation; montet-p; richard-e; viriville-g; vuagnat-e
