person_id,company_id,n_observations,first_year,last_year,top_role,roles,is_board_seat
tricon,grandstravauxbetonarme,7,1908,1933,administrateur,administrateur:6; directeur:1,1
tricon-j,grandstravauxbetonarme,6,1914,1940,administrateur,administrateur:6,1
tricon-m,grandstravauxbetonarme,1,1927,1927,administrateur,administrateur:1,1
tricon-p,grandstravauxbetonarme,5,1931,1959,administrateur,administrateur:2; president_directeur_general:2; president:1,1
worms-e,grandstravauxbetonarme,10,1912,1940,administrateur,administrateur:10,1
egloff-l,grandstravauxbetonarme1965pontmousson,1,1956,1956,administrateur,administrateur:1,1
fevrier-a,grandstravauxbetonarme1965pontmousson,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
flandre-p,grandstravauxbetonarme1965pontmousson,1,1956,1956,administrateur,administrateur:1,1
haas-r,grandstravauxbetonarme1965pontmousson,1,1956,1956,administrateur,administrateur:1,1
mesnager-j,grandstravauxbetonarme1965pontmousson,1,1956,1956,administrateur,administrateur:1,1
parent-h,grandstravauxbetonarme1965pontmousson,1,1956,1956,vice_president,vice_president:1,1
ruinat-de-gournier-p,grandstravauxbetonarme1965pontmousson,1,1956,1956,administrateur,administrateur:1,1
tricon-p,grandstravauxbetonarme1965pontmousson,1,1956,1956,president_directeur_general,president_directeur_general:1,1
amster-b,grandstravauxelectrificationcanalisationfilialegrandstravauxmarseille,1,1956,1956,administrateur,administrateur:1,1
boski-j,grandstravauxelectrificationcanalisationfilialegrandstravauxmarseille,1,1956,1956,administrateur,administrateur:1,1
chalos-m,grandstravauxelectrificationcanalisationfilialegrandstravauxmarseille,1,1956,1956,administrateur,administrateur:1,1
desbief-a,grandstravauxelectrificationcanalisationfilialegrandstravauxmarseille,1,1956,1956,administrateur,administrateur:1,1
jannes-y,grandstravauxelectrificationcanalisationfilialegrandstravauxmarseille,1,1956,1956,administrateur,administrateur:1,1
macarez-j,grandstravauxelectrificationcanalisationfilialegrandstravauxmarseille,1,1956,1956,president_directeur_general,president_directeur_general:1,1
mallein-j,grandstravauxelectrificationcanalisationfilialegrandstravauxmarseille,1,1956,1956,administrateur,administrateur:1,1
maquaire-j,grandstravauxelectrificationcanalisationfilialegrandstravauxmarseille,1,1956,1956,administrateur,administrateur:1,1
montamat-p,grandstravauxelectrificationcanalisationfilialegrandstravauxmarseille,1,1956,1956,administrateur,administrateur:1,1
morel-g,grandstravauxelectrificationcanalisationfilialegrandstravauxmarseille,1,1956,1956,administrateur,administrateur:1,1
perrin-c,grandstravauxelectrificationcanalisationfilialegrandstravauxmarseille,1,1956,1956,administrateur,administrateur:1,1
benoit-d-auriac-e,grandstravauxextremeorient,1,,,administrateur,administrateur:1,1
berengier-m,grandstravauxextremeorient,2,1890,1937,administrateur,administrateur:1; administrateur_delegue:1,1
berquet-a,grandstravauxextremeorient,1,1937,1937,administrateur,administrateur:1,1
boyer,grandstravauxextremeorient,1,1922,1922,administrateur,administrateur:1,1
boyer-a,grandstravauxextremeorient,2,1890,1937,administrateur,administrateur:2,1
brandela-j,grandstravauxextremeorient,1,1937,1937,administrateur,administrateur:1,1
charles-h-perrin,grandstravauxextremeorient,2,1890,1937,administrateur,administrateur:2,1
chevaliers-a,grandstravauxextremeorient,1,,,president,president:1,1
cremazy-a,grandstravauxextremeorient,1,1937,1937,administrateur,administrateur:1,1
de-portes-h,grandstravauxextremeorient,1,1937,1937,administrateur,administrateur:1,1
devenet-c,grandstravauxextremeorient,1,1937,1937,administrateur,administrateur:1,1
deville,grandstravauxextremeorient,1,1922,1922,administrateur,administrateur:1,1
freres-de-bordeaux-d,grandstravauxextremeorient,1,1937,1937,gerant,gerant:1,0
gassier-m,grandstravauxextremeorient,1,1890,1890,administrateur,administrateur:1,1
jacque-l,grandstravauxextremeorient,1,1937,1937,president,president:1,1
janin,grandstravauxextremeorient,1,1922,1922,administrateur,administrateur:1,1
mattel-a,grandstravauxextremeorient,1,1937,1937,administrateur,administrateur:1,1
p-ville,grandstravauxextremeorient,1,1922,1922,administrateur,administrateur:1,1
palaz,grandstravauxextremeorient,1,1922,1922,administrateur,administrateur:1,1
palaz-a,grandstravauxextremeorient,3,1890,1890,administrateur,administrateur:3,1
palaz-j,grandstravauxextremeorient,1,1937,1937,administrateur,administrateur:1,1
perrin,grandstravauxextremeorient,1,1922,1922,administrateur,administrateur:1,1
rauzy,grandstravauxextremeorient,1,1922,1922,administrateur,administrateur:1,1
rebuffel,grandstravauxextremeorient,1,1922,1922,administrateur,administrateur:1,1
rebuffel-c,grandstravauxextremeorient,2,1890,1937,president,president:2,1
reich-h,grandstravauxextremeorient,1,1937,1937,administrateur_delegue,administrateur_delegue:1,1
tap-p,grandstravauxextremeorient,1,,,administrateur,administrateur:1,1
thibert-a,grandstravauxextremeorient,1,,,president,president:1,1
tricon,grandstravauxextremeorient,1,1922,1922,administrateur,administrateur:1,1
tricon-m,grandstravauxextremeorient,3,1890,1937,administrateur_delegue,administrateur_delegue:2; administrateur:1,1
veyssier-a,grandstravauxextremeorient,1,,,administrateur,administrateur:1,1
ville-e,grandstravauxextremeorient,2,1890,1937,administrateur,administrateur:2,1
worms-e,grandstravauxextremeorient,2,1890,1937,administrateur,administrateur:2,1
arbelot-g,grandstravauxmarseille,2,,,administrateur_delegue,administrateur_delegue:2,1
banque-transatlantique-l,grandstravauxmarseille,2,,,administrateur,administrateur:2,1
bertolus-m,grandstravauxmarseille,1,1963,1963,administrateur,administrateur:1,1
bloch-m,grandstravauxmarseille,4,,,administrateur,administrateur:4,1
ch-henri-perrin,grandstravauxmarseille,1,1963,1963,administrateur,administrateur:1,1
chalos-m,grandstravauxmarseille,1,1963,1963,directeur_general,directeur_general:1,0
chevaliers-a,grandstravauxmarseille,1,,,president,president:1,1
cunaud-m,grandstravauxmarseille,1,,,administrateur_delegue,administrateur_delegue:1,1
de-lassus-st-genies-e,grandstravauxmarseille,1,1963,1963,administrateur,administrateur:1,1
faure-jean-fac-droit-poitiers,grandstravauxmarseille,1,1956,1956,administrateur,administrateur:1,1
fillon-r,grandstravauxmarseille,1,1963,1963,administrateur,administrateur:1,1
jannes-y,grandstravauxmarseille,1,1963,1963,directeur_general,directeur_general:1,0
marty-c,grandstravauxmarseille,1,1963,1963,administrateur,administrateur:1,1
morand-de-la-perrelle-r,grandstravauxmarseille,1,1963,1963,administrateur,administrateur:1,1
palaz-j,grandstravauxmarseille,1,1963,1963,administrateur,administrateur:1,1
thuillier-j,grandstravauxmarseille,1,1963,1963,administrateur,administrateur:1,1
vagogne-g,grandstravauxmarseille,1,1963,1963,administrateur,administrateur:1,1
bertolus-m,grandstravauxmarseillegtm,1,1956,1956,administrateur,administrateur:1,1
chalos-m,grandstravauxmarseillegtm,1,1956,1956,president_directeur_general,president_directeur_general:1,1
de-lassus-saint-genies-r,grandstravauxmarseillegtm,1,1956,1956,administrateur,administrateur:1,1
devaux-p,grandstravauxmarseillegtm,1,1956,1956,administrateur,administrateur:1,1
et-charles-rebuffel,grandstravauxmarseillegtm,1,1922,1922,administrateur,administrateur:1,1
faure-jean-fac-droit-poitiers,grandstravauxmarseillegtm,1,1956,1956,administrateur,administrateur:1,1
gonon-r,grandstravauxmarseillegtm,1,1956,1956,administrateur,administrateur:1,1
jannes-y,grandstravauxmarseillegtm,1,1956,1956,vice_president,vice_president:1,1
marty-c,grandstravauxmarseillegtm,1,1956,1956,administrateur,administrateur:1,1
perrin-c,grandstravauxmarseillegtm,1,1956,1956,administrateur,administrateur:1,1
rothschild,grandstravauxmarseillegtm,1,1956,1956,administrateur,administrateur:1,1
samson-r,grandstravauxmarseillegtm,1,1956,1956,administrateur,administrateur:1,1
thuillier-j,grandstravauxmarseillegtm,1,1956,1956,administrateur,administrateur:1,1
vagneux-e,grandstravauxmarseillegtm,1,1956,1956,administrateur,administrateur:1,1
bertolus-m,grandstravauxmarseillemaroc,1,1956,1956,administrateur,administrateur:1,1
boyer,grandstravauxmarseillemaroc,1,1922,1922,administrateur,administrateur:1,1
de-lassus-saint-genies-r,grandstravauxmarseillemaroc,1,1956,1956,administrateur,administrateur:1,1
feraud,grandstravauxmarseillemaroc,1,1909,1909,administrateur,administrateur:1,1
marty-c,grandstravauxmarseillemaroc,1,1956,1956,administrateur,administrateur:1,1
palaz-j,grandstravauxmarseillemaroc,1,1969,1969,administrateur,administrateur:1,1
perrin,grandstravauxmarseillemaroc,1,1922,1922,administrateur,administrateur:1,1
perrin-c,grandstravauxmarseillemaroc,1,1956,1956,administrateur,administrateur:1,1
rebuffel,grandstravauxmarseillemaroc,1,1909,1909,administrateur,administrateur:1,1
rebuffel-c,grandstravauxmarseillemaroc,1,1923,1923,administrateur,administrateur:1,1
samson-r,grandstravauxmarseillemaroc,1,1956,1956,administrateur,administrateur:1,1
thuillier-j,grandstravauxmarseillemaroc,1,1956,1956,administrateur,administrateur:1,1
travaux-de-marseille-g,grandstravauxmarseillemaroc,1,1929,1929,administrateur,administrateur:1,1
vagneux-e,grandstravauxmarseillemaroc,1,1956,1956,administrateur,administrateur:1,1
dessus-g,grandstravauxmetropolitains,1,1956,1956,administrateur,administrateur:1,1
ducret-l,grandstravauxmetropolitains,1,1956,1956,administrateur,administrateur:1,1
falconnier-f,grandstravauxmetropolitains,2,1956,1956,administrateur,administrateur:1; president_directeur_general:1,1
feraudy-m,grandstravauxmetropolitains,1,1956,1956,administrateur,administrateur:1,1
husson-a,grandstravauxmetropolitains,1,1956,1956,vice_president,vice_president:1,1
maillard-f,grandstravauxmetropolitains,1,1956,1956,administrateur,administrateur:1,1
thomas-f,grandstravauxmetropolitains,1,1956,1956,administrateur,administrateur:1,1
vivier-c,grandstravauxmetropolitains,1,1956,1956,administrateur,administrateur:1,1
berthelot-a,grandstravauxpekin,1,1914,1914,administrateur,administrateur:1,1
chautard,grandstravauxpekin,1,1914,1914,administrateur,administrateur:1,1
gilbert-boucher,grandstravauxpekin,1,1914,1914,administrateur,administrateur:1,1
henry,grandstravauxpekin,1,1914,1914,administrateur,administrateur:1,1
meilhan-a,grandstravauxpekin,1,1914,1914,administrateur,administrateur:1,1
haussmann,grandstravauxutilitepubliqueindochine,1,1895,1895,directeur,directeur:1,0
homberg-g,grandstravauxutilitepubliqueindochine,1,1895,1895,directeur_general,directeur_general:1,0
bremant-a,grandsvinscfgv,1,1956,1956,administrateur,administrateur:1,1
de-casanove-a,grandsvinscfgv,1,1956,1956,vice_president,vice_president:1,1
de-foresta-p,grandsvinscfgv,1,1956,1956,administrateur,administrateur:1,1
dethan-r,grandsvinscfgv,1,1956,1956,administrateur,administrateur:1,1
lafay-f,grandsvinscfgv,1,1956,1956,administrateur,administrateur:1,1
y-bailhon-du-guerinet,grandsvinscfgv,1,1956,1956,administrateur,administrateur:1,1
clement,granindo,1,1941,1941,administrateur,administrateur:1,1
de-ligondes-h,granindo,1,1941,1941,administrateur,administrateur:1,1
drouin-h,granindo,1,1941,1941,administrateur,administrateur:1,1
peautonnier-m,granindo,1,1937,1937,commissaire_aux_comptes,commissaire_aux_comptes:1,0
pinel-m,granindo,1,1941,1941,directeur,directeur:1,0
archavlis-e,granoux,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
de-savignac-j,granoux,1,1956,1956,administrateur,administrateur:1,1
granoux-p,granoux,1,1956,1956,administrateur,administrateur:1,1
seu-l,granoux,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
stouvenot-h,granoux,1,1956,1956,administrateur,administrateur:1,1
bevillard-p,graphites,3,1937,1956,administrateur_delegue,administrateur_delegue:2; administrateur:1,1
bursaux-p,graphites,1,1937,1937,administrateur_delegue,administrateur_delegue:1,1
faye-j,graphites,3,1937,1956,administrateur,administrateur:2; administrateur_delegue:1,1
h-saurin,graphites,1,1956,1956,president,president:1,1
metaux,graphites,3,1937,1956,administrateur,administrateur:2; administrateur_delegue:1,1
piquerez-a,graphites,1,1956,1956,administrateur,administrateur:1,1
piquet-v,graphites,4,1939,1956,administrateur,administrateur:4,1
rigal-j,graphites,3,1937,1956,administrateur,administrateur:2; administrateur_delegue:1,1
saurin-h,graphites,1,1951,1951,president,president:1,1
boissier-f,graphitesankaratra,1,1922,1922,administrateur,administrateur:1,1
boulloche-l,graphitesankaratra,2,1922,1922,president,president:2,1
cabrol-c,graphitesankaratra,2,1922,1922,administrateur,administrateur:2,1
duvoisin-h,graphitesankaratra,3,1922,1922,administrateur,administrateur:2; administrateur_delegue:1,1
ed-cosson,graphitesankaratra,2,1922,1922,administrateur,administrateur:2,1
f-boissier,graphitesankaratra,1,1922,1922,administrateur,administrateur:1,1
h-boissier,graphitesankaratra,2,1922,1922,administrateur,administrateur:2,1
l-de-contenson,graphitesankaratra,2,1922,1922,administrateur,administrateur:2,1
r-du-boullay,graphitesankaratra,1,1922,1922,administrateur,administrateur:1,1
troccon-p,graphitesankaratra,1,1923,1923,administrateur,administrateur:1,1
bevillard-pierre-x,graphitesmadagascar,1,1956,1956,administrateur_delegue,administrateur_delegue:1,1
journeaux-j,graphitesmadagascar,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
piquerez-a,graphitesmadagascar,1,1956,1956,administrateur,administrateur:1,1
riffault-g,graphitesmadagascar,1,1956,1956,administrateur,administrateur:1,1
amaury-de-contes-de-bucamps,graphitesmashar,1,1922,1922,administrateur,administrateur:1,1
gb,graphitesmashar,1,1922,1922,administrateur,administrateur:1,1
guillaume-m,graphitesmashar,1,1922,1922,administrateur,administrateur:1,1
kennerley-hall-morgan-crucible-c,graphitesmashar,1,1922,1922,administrateur,administrateur:1,1
amaury-de-contes-de-bucamps,graphitesmaskar,1,1926,1926,administrateur,administrateur:1,1
guillaume-m,graphitesmaskar,1,1926,1926,administrateur,administrateur:1,1
kennerley-hall-c,graphitesmaskar,1,1926,1926,administrateur,administrateur:1,1
burrus-p,graphitesminerais,1,1937,1937,administrateur,administrateur:1,1
feltin-m,graphitesminerais,1,1937,1937,president,president:1,1
a-ambalarondra-e,graphitessahanavo,1,1938,1938,president,president:1,1
anivorano,graphitessahanavo,1,1938,1938,president,president:1,1
c-de-chazal,graphitessahanavo,1,1938,1938,president,president:1,1
cunin,graphitessahanavo,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
darrieux,graphitessahanavo,1,1938,1938,president,president:1,1
darrieux-m,graphitessahanavo,5,1936,1956,president,president:5,1
de-breteuil,graphitessahanavo,1,1928,1928,president,president:1,1
de-breteuil-g,graphitessahanavo,3,1927,1937,administrateur,administrateur:3,1
de-chazal-c,graphitessahanavo,6,1927,1937,administrateur,administrateur:6,1
de-puybaudet-h,graphitessahanavo,1,1956,1956,administrateur,administrateur:1,1
dejean-l,graphitessahanavo,1,1956,1956,administrateur,administrateur:1,1
deschars,graphitessahanavo,1,1938,1938,president,president:1,1
deschars-l,graphitessahanavo,6,1927,1956,vice_president,vice_president:2; president:2; administrateur:2,1
faure-j,graphitessahanavo,4,1927,1928,administrateur,administrateur:4,1
faure-le-pere-j,graphitessahanavo,1,1938,1938,president,president:1,1
filiale-de-bppb,graphitessahanavo,1,1956,1956,president,president:1,1
filiale-de-paribas,graphitessahanavo,1,1951,1951,president,president:1,1
firme-ulysse-gros,graphitessahanavo,1,1928,1928,administrateur,administrateur:1,1
fondateur-de-la-miniere-du-kanguet,graphitessahanavo,1,1938,1938,president,president:1,1
g-de-breteuil,graphitessahanavo,1,1938,1938,vice_president,vice_president:1,1
j-parmentier,graphitessahanavo,1,1938,1938,president,president:1,1
joseph,graphitessahanavo,1,1938,1938,president,president:1,1
journeaux-j,graphitessahanavo,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
mace-j,graphitessahanavo,3,1951,1956,president,president:2; administrateur:1,1
morel,graphitessahanavo,1,1956,1956,administrateur,administrateur:1,1
morel-a,graphitessahanavo,2,1951,1956,president,president:2,1
moulin-j,graphitessahanavo,3,1932,1937,administrateur,administrateur:3,1
ottino-s,graphitessahanavo,2,1927,1928,administrateur,administrateur:1; administrateur_delegue:1,1
parmentier-j,graphitessahanavo,2,1927,1928,administrateur,administrateur:2,1
portail-r,graphitessahanavo,1,1956,1956,administrateur,administrateur:1,1
porte-ass-camat-l,graphitessahanavo,2,1951,1956,president,president:2,1
porte-l,graphitessahanavo,1,1956,1956,administrateur,administrateur:1,1
soc-ulysse-gros,graphitessahanavo,1,1938,1938,president,president:1,1
verrier-s,graphitessahanavo,3,1951,1956,president,president:2; administrateur:1,1
worms,graphitessahanavo,2,1951,1956,president,president:2,1
x-d,graphitessahanavo,1,1927,1927,administrateur,administrateur:1,1
brule-h,grappinannat,1,1956,1956,administrateur,administrateur:1,1
chanove-p,grappinannat,1,1956,1956,administrateur,administrateur:1,1
chapmann-h,grappinannat,1,1956,1956,administrateur,administrateur:1,1
davezac-h,grappinannat,1,1956,1956,president_directeur_general,president_directeur_general:1,1
estachy-j,grappinannat,1,1956,1956,administrateur,administrateur:1,1
henrat-p,grappinannat,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
mange-c,grappinannat,1,1956,1956,administrateur,administrateur:1,1
massieux-m,grappinannat,1,1956,1956,administrateur,administrateur:1,1
ballous-p,greniergpincemingastonbarbierbressonjchaussonjbchaumeil,1,1927,1927,administrateur_delegue,administrateur_delegue:1,1
chauveau-f,grilletfeau,1,1956,1956,administrateur,administrateur:1,1
chauveau-r,grilletfeau,1,1956,1956,administrateur,administrateur:1,1
nouel-p,grilletfeau,1,1956,1956,administrateur,administrateur:1,1
anderson-c,grootvleiproprietaryminesltd,1,1956,1956,administrateur,administrateur:1,1
annan-r,grootvleiproprietaryminesltd,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
gwynne-evans-i,grootvleiproprietaryminesltd,1,1956,1956,administrateur,administrateur:1,1
richards-m,grootvleiproprietaryminesltd,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
stratten-t,grootvleiproprietaryminesltd,1,1956,1956,president,president:1,1
walker-j,grootvleiproprietaryminesltd,1,1956,1956,administrateur,administrateur:1,1
a-schiltigheim,grossecassetentrepreneursquinhondalat,1,1924,1924,directeur,directeur:1,0
bergmann-c,grossecassetentrepreneursquinhondalat,1,1925,1925,administrateur,administrateur:1,1
et-andre-lucien-casset,grossecassetentrepreneursquinhondalat,1,1925,1925,administrateur,administrateur:1,1
grosse-h,grossecassetentrepreneursquinhondalat,3,1925,1938,administrateur,administrateur:3,1
zang-p,grossecassetentrepreneursquinhondalat,1,1925,1925,administrateur,administrateur:1,1
adam-a,groupebouillouxlafontcreditfoncierbresil,2,1911,1913,president,president:2,1
fantou-j,groupebouillouxlafontcreditfoncierbresil,1,1911,1911,administrateur,administrateur:1,1
marie,groupebouillouxlafontcreditfoncierbresil,1,1911,1911,administrateur,administrateur:1,1
pierre,groupebouillouxlafontcreditfoncierbresil,1,1911,1911,administrateur,administrateur:1,1
d-anthouard-a,groupebouillouxlafontcreditfonciersenegal,1,1933,1933,administrateur,administrateur:1,1
dawart,groupebungeplantationskomono,1,1954,1954,administrateur,administrateur:1,1
er-p,groupebungeplantationskomono,1,1954,1954,administrateur,administrateur:1,1
jean-d,groupebungeplantationskomono,1,1958,1958,directeur,directeur:1,0
son-president-directeur-general-imprimerie-laroche,groupebungeplantationskomono,1,1954,1954,administrateur,administrateur:1,1
un-administrateur,groupebungeplantationskomono,1,1954,1954,administrateur,administrateur:1,1
a-massena-s,groupemarocainetudeentreprises,1,1924,1924,administrateur,administrateur:1,1
de-rivoli,groupemarocainetudeentreprises,1,1924,1924,administrateur,administrateur:1,1
e-sorbe,groupemarocainetudeentreprises,1,1924,1924,administrateur,administrateur:1,1
gradis-g,groupemarocainetudeentreprises,2,1924,1924,administrateur,administrateur:2,1
massena-a,groupemarocainetudeentreprises,1,1924,1924,administrateur,administrateur:1,1
murat,groupemarocainetudeentreprises,1,1924,1924,administrateur,administrateur:1,1
murat-c,groupemarocainetudeentreprises,2,1924,1924,administrateur,administrateur:2,1
prince-d-essling,groupemarocainetudeentreprises,1,1924,1924,administrateur,administrateur:1,1
sorbe-e,groupemarocainetudeentreprises,1,1924,1924,administrateur,administrateur:1,1
trincaud-latour-j,groupemarocainetudeentreprises,2,1924,1924,administrateur,administrateur:2,1
gradis-g,groupemarocainetudesentreprises,1,1926,1926,administrateur,administrateur:1,1
massena-a,groupemarocainetudesentreprises,1,1926,1926,administrateur,administrateur:1,1
murat,groupemarocainetudesentreprises,1,1926,1926,administrateur,administrateur:1,1
murat-c,groupemarocainetudesentreprises,1,1926,1926,administrateur,administrateur:1,1
sorbe-e,groupemarocainetudesentreprises,1,1926,1926,administrateur,administrateur:1,1
dumareau-p,groupementconstructionnavale,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
fevrier-a,groupementconstructionnavale,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
michelet-r,groupementconstructionnavale,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
a-f-j-c,groupementgabonais,1,1949,1949,administrateur,administrateur:1,1
a-port-gentil-c,groupementgabonais,1,1949,1949,administrateur,administrateur:1,1
monteil-j,groupementgabonais,1,1949,1949,administrateur,administrateur:1,1
perrin-l,groupementgabonais,1,1949,1949,president_directeur_general,president_directeur_general:1,1
pinci-m,groupementgabonais,1,1949,1949,administrateur,administrateur:1,1
babington-smith-m,groupementindustriesiderurgique,1,1956,1956,administrateur,administrateur:1,1
borgeaud-m,groupementindustriesiderurgique,1,1956,1956,administrateur,administrateur:1,1
celier-charles,groupementindustriesiderurgique,1,1956,1956,administrateur,administrateur:1,1
de-beco-j,groupementindustriesiderurgique,1,1956,1956,administrateur,administrateur:1,1
ferry-j,groupementindustriesiderurgique,1,1956,1956,president,president:1,1
fouilloux-p,groupementindustriesiderurgique,1,1956,1956,administrateur,administrateur:1,1
jard-r,groupementindustriesiderurgique,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
lion-pierrex,groupementindustriesiderurgique,1,1956,1956,administrateur,administrateur:1,1
macaux-marcelfils-dhenri,groupementindustriesiderurgique,1,1956,1956,administrateur,administrateur:1,1
perrin-r,groupementindustriesiderurgique,1,1956,1956,administrateur,administrateur:1,1
ruault-f,groupementindustriesiderurgique,1,1956,1956,administrateur,administrateur:1,1
servier-crouzat-l,groupementindustriesiderurgique,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
dubreil-t,groupementpequipindussucriere,1,1956,1956,president,president:1,1
industrielle-et-agricole-de-santerre,groupementpequipindussucriere,1,1956,1956,administrateur,administrateur:1,1
poinet-mcomm-cptes,groupementpequipindussucriere,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
raffinerie-lebaudy,groupementpequipindussucriere,1,1956,1956,administrateur,administrateur:1,1
sucrerie-centrale-de-cambrai,groupementpequipindussucriere,1,1956,1956,administrateur,administrateur:1,1
sucrerie-centrale-du-santerre,groupementpequipindussucriere,1,1956,1956,vice_president,vice_president:1,1
sucrerie-de-montcornet,groupementpequipindussucriere,1,1956,1956,administrateur,administrateur:1,1
sucrerie-et-agricole-de-guignicourt,groupementpequipindussucriere,1,1956,1956,administrateur,administrateur:1,1
sucrerie-et-distillerie-du-solesmes,groupementpequipindussucriere,1,1956,1956,administrateur,administrateur:1,1
sucreries-et-distilleries-du-soissonnais,groupementpequipindussucriere,1,1956,1956,administrateur,administrateur:1,1
sucreries-ternynch,groupementpequipindussucriere,1,1956,1956,administrateur,administrateur:1,1
baizeau,groupeschwichbaizeauavecparticipationminoritairelafargecimentsartificielstunisiens,1,1932,1932,administrateur,administrateur:1,1
baizeau-l,groupeschwichbaizeauavecparticipationminoritairelafargecimentsartificielstunisiens,1,1932,1932,administrateur,administrateur:1,1
baizeau-r,groupeschwichbaizeauavecparticipationminoritairelafargecimentsartificielstunisiens,1,1932,1932,administrateur,administrateur:1,1
chevallier,groupeschwichbaizeauavecparticipationminoritairelafargecimentsartificielstunisiens,1,1932,1932,administrateur,administrateur:1,1
et-p-wiriot,groupeschwichbaizeauavecparticipationminoritairelafargecimentsartificielstunisiens,1,1932,1932,administrateur,administrateur:1,1
lamarche,groupeschwichbaizeauavecparticipationminoritairelafargecimentsartificielstunisiens,1,1932,1932,administrateur,administrateur:1,1
maron,groupeschwichbaizeauavecparticipationminoritairelafargecimentsartificielstunisiens,1,1932,1932,administrateur,administrateur:1,1
martinier,groupeschwichbaizeauavecparticipationminoritairelafargecimentsartificielstunisiens,1,1932,1932,administrateur,administrateur:1,1
omessa-p,groupeschwichbaizeauavecparticipationminoritairelafargecimentsartificielstunisiens,1,1932,1932,administrateur,administrateur:1,1
savon,groupeschwichbaizeauavecparticipationminoritairelafargecimentsartificielstunisiens,1,1932,1932,administrateur,administrateur:1,1
asnieres,groupevinicole,1,1926,1926,administrateur,administrateur:1,1
naboudet-g,groupevinicole,1,1926,1926,administrateur,administrateur:1,1
noblet-d-anglure-b,groupevinicole,1,1926,1926,administrateur,administrateur:1,1
reiskeim-g,groupevinicole,1,1926,1926,administrateur,administrateur:1,1
richard-j,groupevinicole,1,1926,1926,administrateur,administrateur:1,1
saint-mande,groupevinicole,1,1926,1926,administrateur,administrateur:1,1
naudy-j,gsaintrenetaillandierpdthont,1,1940,1940,commissaire_aux_comptes,commissaire_aux_comptes:1,0
poinet,gsaintrenetaillandierpdthont,1,1940,1940,commissaire_aux_comptes,commissaire_aux_comptes:1,0
vivier,gsaintrenetaillandierpdthont,1,1940,1940,commissaire_aux_comptes,commissaire_aux_comptes:1,0
de-bondeli-e,guadeloupeennedistributionenergieelectrique,2,,,administrateur,administrateur:2,1
derouet-m,guadeloupeennedistributionenergieelectrique,2,,,administrateur,administrateur:2,1
munich-j,guadeloupeennedistributionenergieelectrique,3,,,administrateur,administrateur:2; administrateur_delegue:1,1
munich-p,guadeloupeennedistributionenergieelectrique,2,,,vice_president,vice_president:1; president:1,1
representee-par-m-jacques-fay,guadeloupeennedistributionenergieelectrique,2,,,administrateur,administrateur:2,1
representee-par-m-jean-munich,guadeloupeennedistributionenergieelectrique,1,,,administrateur,administrateur:1,1
weiss-p,guadeloupeennedistributionenergieelectrique,1,,,president,president:1,1
witzig-a,guadeloupeennedistributionenergieelectrique,1,,,administrateur,administrateur:1,1
aubry-o,gueraultlemarinier,2,1924,1925,administrateur,administrateur:2,1
blache-p,gueraultlemarinier,2,1924,1925,administrateur,administrateur:2,1
et-jean-mauclet,gueraultlemarinier,1,1924,1924,administrateur,administrateur:1,1
guerault-c,gueraultlemarinier,2,1924,1925,administrateur,administrateur:1; president:1,1
lemarinier-g,gueraultlemarinier,3,1924,1925,administrateur,administrateur:3,1
mauclet-j,gueraultlemarinier,1,1925,1925,administrateur,administrateur:1,1
tassart-l,gueraultlemarinier,2,1924,1925,administrateur,administrateur:1; vice_president:1,1
albi,guet,1,1920,1920,administrateur,administrateur:1,1
ateliers-de-construction-rlikon,guet,1,1920,1920,administrateur,administrateur:1,1
auburtin,guet,1,1920,1920,administrateur,administrateur:1,1
audeoud,guet,1,1885,1885,administrateur,administrateur:1,1
baup,guet,1,1920,1920,administrateur,administrateur:1,1
berthoud,guet,1,1920,1920,administrateur,administrateur:1,1
bleriot-r,guet,1,1919,1919,administrateur,administrateur:1,1
cahen,guet,2,1920,1920,administrateur,administrateur:2,1
caplain,guet,1,1920,1920,administrateur,administrateur:1,1
courvoisier,guet,1,1920,1920,administrateur,administrateur:1,1
d-eichthal-w,guet,2,1923,1923,administrateur,administrateur:2,1
de-segur,guet,1,1888,1888,administrateur,administrateur:1,1
delaire-de-cambaceres,guet,1,1920,1920,administrateur,administrateur:1,1
delaunay-belleville-r,guet,1,1913,1913,administrateur,administrateur:1,1
demarest,guet,1,1894,1894,censeur,censeur:1,1
