person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
frezier-e,Frezier,E. Frezier,2,2,5,administrateur,1926,1933,
gratieux-g,Gratieux,G. Gratieux,2,2,4,administrateur_delegue,1931,1940,
portal-j,Portal,J. Portal,2,2,4,administrateur,1933,1948,
robaglia-b,Robaglia,B. Robaglia,2,2,2,administrateur,1931,1933,
montegu-g,Montégu,G. Montégu,2,2,2,administrateur,1931,1933,
lasseigne-l,Lasseigne,L. Lasseigne; Lucien Lasseigne,1,1,4,president,1937,1948,
calderon-f,Calderon,F. Calderon,1,1,4,administrateur,1937,1948,
cellerier-j,Cellerier,J. Cellerier,1,1,3,administrateur,1927,1931,
isnard-a,Isnard,A. Isnard,1,1,3,administrateur,1940,1948,
riocreux-l,Riocreux,L. Riocreux,1,1,2,administrateur,1945,1948,
bovy-m,Bovy,Marcel Bovy,1,1,1,administrateur,1901,1901,
couturier-a,Couturier,Adrien Couturier,1,1,1,administrateur,1901,1901,
parent-e,Parent,Eugène Parent,1,1,1,administrateur,1901,1901,
couturier-c,Couturier,Charles Marie-Jules-Adrien Couturier,1,1,1,administrateur,1901,1901,
cellerier-statuts-deposes-chez-me-dufour-f,Cellerier. Statuts déposés chez Me Dufour,F. Cellerier. Statuts déposés chez Me Dufour,1,1,1,administrateur,1926,1926,
sauvagnac,Sauvagnac,Sauvagnac,1,1,1,administrateur,1931,1931,
portal,Portal,Portal,1,1,1,administrateur,1945,1945,
lautard-j,Lautard,J. Lautard,1,1,1,president_directeur_general,1948,1948,
fraisse-a,Fraisse,A. Fraisse,1,1,1,administrateur,1948,1948,
