doc_id,pdf_url,entry_type,name_normalised,sector,country,region,year_start,year_end,title_raw
afrique-du-nord-acconage-charbons-tunisie-5efede,https://entreprises-coloniales.fr/afrique-du-nord/Acconage+Charbons-Tunisie.pdf,company,Société d'Acconage et de charbons de Tunisie,Transports maritimes et aériens,Tunisie,Tunisie,,,"Acconage et de charbons de Tunisie (Société d'), Tunis"
afrique-du-nord-agricole-immobiliere-tunis-69716e,https://entreprises-coloniales.fr/afrique-du-nord/Agricole_Immobiliere_Tunis.pdf,company,Agricole Immobiliere Tunisienne,Industries agro-alimentaires,Tunisie,Tunisie,,,Agricole Immobiliere Tunisienne
afrique-du-nord-ain-nouba-zinc-011fad,https://entreprises-coloniales.fr/afrique-du-nord/Ain-Nouba_Zinc.pdf,company,Société des mines de zinc d'Aïn-Nouba,Mines,Tunisie,Tunisie,,,Aïn-Nouba (Société des mines de zinc d') : zinc et plomb
afrique-du-nord-air-liquide-tunisie-30b862,https://entreprises-coloniales.fr/afrique-du-nord/Air_liquide-Tunisie.pdf,company,Société Tunisienne de Gaz comprimés,Industries diverses,Tunisie,Tunisie,,,"Tunisienne de Gaz comprimés (Société)(L'Air liquide), Tunis"
afrique-du-nord-alfas-de-fermentation-98a837,https://entreprises-coloniales.fr/afrique-du-nord/Alfas_de_fermentation.pdf,company,Alfas de fermentation,"Bois meubles, papier",Tunisie,Tunisie,1904,,"Alfas de fermentation (brevets H. de Montessus)(Société civile des), Tunis (1904)"
afrique-du-nord-alfas-tunisiens-499d1a,https://entreprises-coloniales.fr/afrique-du-nord/Alfas_tunisiens.pdf,company,Compagnie Générale des Alfas tunisiens,"Bois meubles, papier",Tunisie,Tunisie,,,Générale des Alfas tunisiens (Compagnie)
afrique-du-nord-alfatiere-tunisienne-2d1acd,https://entreprises-coloniales.fr/afrique-du-nord/Alfatiere_Tunisienne.pdf,company,Alfatière Tunisienne d’Affrètement et d’acconage,Commerce,Tunisie,Tunisie,,,"Alfatière Tunisienne d’Affrètement et d’acconage (S.A.), Tunis"
afrique-du-nord-ann-indus-1925-tunisie-d7c1f4,https://entreprises-coloniales.fr/afrique-du-nord/Ann._indus._1925-Tunisie.pdf,source_document,Annuaire industriel 1925,Documents généraux (par ordre chronologique),Tunisie,Tunisie,,,Annuaire industriel 1925 : sociétés tunisiennes et administrateurs. Ingénieurs
afrique-du-nord-ann-indus-1938-tunisie-06d5aa,https://entreprises-coloniales.fr/afrique-du-nord/Ann._indus._1938-Tunisie.pdf,source_document,Annuaire industriel 1938,Documents généraux (par ordre chronologique),Tunisie,Tunisie,,,Annuaire industriel 1938 : Tunisie
afrique-du-nord-asturienne-tunisie-c3068c,https://entreprises-coloniales.fr/afrique-du-nord/Asturienne-Tunisie.pdf,company,Compagnie royale Asturienne des Mines,Mines,Tunisie,Tunisie,,,"Asturienne des Mines (Compagnie royale) : mines de zinc de Djebel-Azered, Djebel-el-Grefa, Sidi-Ahmed"
afrique-du-nord-ateliers-chantiers-mmes-tunisie-3c4dba,https://entreprises-coloniales.fr/afrique-du-nord/Ateliers+chantiers_mmes_Tunisie.pdf,company,Ateliers et chantiers maritimes de Tunisie,Industries diverses,Tunisie,Tunisie,,,Ateliers et chantiers maritimes de Tunisie
afrique-du-nord-auxiliaire-commerce-agriculture-e3ab4f,https://entreprises-coloniales.fr/afrique-du-nord/Auxiliaire_commerce+agriculture.pdf,company,Société Auxiliaire du Commerce et de l’agriculture,"Transports terrestres, garages automobiles et agricoles",Tunisie,Tunisie,,,Auxiliaire du Commerce et de l’agriculture (Société)
afrique-du-nord-banca-italiana-di-credito-4f1781,https://entreprises-coloniales.fr/afrique-du-nord/Banca_italiana_di_credito.pdf,company,"Banque italienne de crédit Banca italiana di credito, ancienne Cooperativa italiana di credito","Banques et groupes financiers, assurances",Tunisie,Tunisie,,,"Banca italiana di credito (Banque italienne de crédit), ancienne Cooperativa italiana di credito, Tunis"
afrique-du-nord-banca-italiana-di-sconto-3b76ca,https://entreprises-coloniales.fr/afrique-du-nord/Banca_italiana_di_sconto.pdf,company,"Banque italienne d'escompte Banca italiana di sconto, Rome","Banques et groupes financiers, assurances",Tunisie,Tunisie,1915,1922,"Banca italiana di sconto (Banque italienne d'escompte)(1915-1922), Rome : succursales à Paris, Marseille et Tunis"
afrique-du-nord-banque-de-tunisie-b95f30,https://entreprises-coloniales.fr/afrique-du-nord/Banque_de_Tunisie.pdf,company,Banque de Tunisie,"Banques et groupes financiers, assurances",Tunisie,Tunisie,1884,,Banque de Tunisie (1884- )
afrique-du-nord-banque-franco-tunisienne-372833,https://entreprises-coloniales.fr/afrique-du-nord/Banque_franco-tunisienne.pdf,company,Banque franco-tunisienne de prêts mobiliers et monts-de-piété de Tunisie,"Banques et groupes financiers, assurances",Tunisie,Tunisie,,,Banque franco-tunisienne de prêts mobiliers et monts-de-piété de Tunisie
