person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
baizeau-l,Baizeau,L. Baizeau; Lucien Baizeau,13,13,14,administrateur,1922,1938,"Bois meubles, papier; Bâtiment et travaux publics, matériaux de construction, céramique; Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires"
martinier-a,Martinier,Aimé Martinier; Aymé Martinier,13,13,14,administrateur,1922,1926,"Bois meubles, papier; Bâtiment et travaux publics, matériaux de construction, céramique; Commerce; Industries agro-alimentaires"
zafiropulo-d,Zafiropulo,D. Zafiropulo; Demetrius Zafiropulo; Démetrius Zafiropulo; Démétrius Zafiropulo,8,8,14,president,1922,1944,Documents généraux (par ordre chronologique); Industries agro-alimentaires; Industries diverses; Mines
gittens-w,Gittens,W. Gittens; William Gittens; Willy Gittens,9,8,14,administrateur_delegue,1922,1938,Documents généraux (par ordre chronologique); Industries agro-alimentaires; Industries diverses; Mines
hackenberger-p,Hackenberger,P. Hackenberger; Paul Hackenberger,8,7,15,administrateur,1904,1940,"Banques et groupes financiers, assurances; Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities); Mines; Sociétés foncières et immobilières"
martin-a-auguste,Martin,Auguste Martin,9,7,9,administrateur_delegue,1926,1926,"Bâtiment et travaux publics, matériaux de construction, céramique; Commerce; Industries agro-alimentaires"
urruty-f,Urruty,F. Urruty; François Urruty; Frs Urruty; Urruty,6,6,10,administrateur,1905,1940,Documents généraux (par ordre chronologique); Industries diverses; Mines; Sociétés foncières et immobilières
michenot-e,Michenot,Emile Michenot; Émile Michenot,7,6,8,president,1922,1938,Documents généraux (par ordre chronologique); Industries diverses; Mines
jullien-de-pommerol-f,Jullien de Pommerol,François Jullien de Pommerol,6,6,6,administrateur,1926,1926,"Bois meubles, papier; Bâtiment et travaux publics, matériaux de construction, céramique; Commerce; Industries agro-alimentaires"
brugere-j,Brugère,Brugère; J. Brugère,5,5,19,administrateur,1931,1953,"Eau, gaz, électricité (Utilities); Industries agro-alimentaires; Transports terrestres, garages automobiles et agricoles"
philippar-e,Philippar,E. Philippar; Edmond Philippar,5,5,10,vice_president,1925,1944,"Documents généraux (par ordre chronologique); Mines; Transports maritimes et aériens; Transports terrestres, garages automobiles et agricoles"
trelat-m,Trélat,Marcel Trélat,5,5,5,administrateur,1922,1938,"Bâtiment et travaux publics, matériaux de construction, céramique; Documents généraux (par ordre chronologique); Mines; Transports terrestres, garages automobiles et agricoles"
zafiropulo-g,Zafiropulo,G. Zafiropulo; Georges Zafiropulo,5,5,5,administrateur,1922,1938,Documents généraux (par ordre chronologique); Industries agro-alimentaires; Industries diverses; Mines
morel-e-eugene,Morel,Eugène Morel,5,5,5,president,1906,1926,"Banques et groupes financiers, assurances; Bois meubles, papier; Bâtiment et travaux publics, matériaux de construction, céramique; Commerce"
boulle-l,Boulle,L. Boulle; Léon Boulle,4,4,17,administrateur,1925,1945,"Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities); Transports maritimes et aériens; Transports terrestres, garages automobiles et agricoles"
champin,Champin,Champin,4,4,11,administrateur,1923,1945,Documents généraux (par ordre chronologique); Mines
juge-a,Juge,A. Juge; Abel Juge,4,4,9,administrateur,1917,1938,Documents généraux (par ordre chronologique); Mines
faure-j,Faure,J. Faure; Jospeh Faure,4,4,9,administrateur,1912,1938,"Banques et groupes financiers, assurances; Documents généraux (par ordre chronologique); Mines"
faure,Faure,Faure,4,4,8,administrateur,1906,1944,"Banques et groupes financiers, assurances; Documents généraux (par ordre chronologique); Mines"
cambefort-c,Cambefort,C. Cambefort; Ch Cambefort; Ch. Cambefort; Charles Cambefort,4,4,7,administrateur,1906,1925,Documents généraux (par ordre chronologique); Mines
vincent-a,Vincent,André Vincent,4,4,6,administrateur,1909,1938,Documents généraux (par ordre chronologique); Industries diverses; Mines
de-nervo-l,de Nervo,Léon de Nervo,4,4,5,president,1922,1926,Documents généraux (par ordre chronologique); Mines
wilmotte-m,Wilmotte,Maurice Wilmotte,4,4,5,administrateur,1900,1925,Mines
pepin-a,Pepin,Alfred Pepin; Alfred Pépin,4,4,5,administrateur_delegue,1922,1926,Sociétés foncières et immobilières
pres-tunis,près Tunis,près Tunis,4,4,4,president,1909,1925,Documents généraux (par ordre chronologique); Industries diverses; Mines
bourdillon-l,Bourdillon,L. Bourdillon; Léon Bourdillon,4,4,4,president,1922,1938,Documents généraux (par ordre chronologique); Mines
bordet-l-lucien,Bordet,Lucien Bordet,4,4,4,president,1906,1944,Documents généraux (par ordre chronologique); Mines
propper-s,Propper,S. Propper; Siegfried Propper,3,3,14,administrateur,1887,1942,"Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities); Sociétés foncières et immobilières"
jambon-c,Jambon,Ch. Jambon; Charles Jambon,3,3,13,administrateur,1914,1947,Mines
beigbeder-d,Beigbeder,D. Beigbeder; David Beigbeder,3,3,10,administrateur,1906,1933,Mines
walewski-a,Walewski,A. Walewski; André Walewski,3,3,9,administrateur,1920,1940,Documents généraux (par ordre chronologique); Mines
wiriot,Wiriot,Wiriot,3,3,9,administrateur,1897,1929,Mines; Transports maritimes et aériens
hackenberger,Hackenberger,Hackenberger,3,3,9,administrateur,1906,1945,"Eau, gaz, électricité (Utilities); Mines"
mingois-g,Mingois,G. Mingois,3,3,9,administrateur,1914,1937,Mines
guesde-p,Guesde,P. Guesde; Pierre Guesde,3,3,9,administrateur,1925,1947,Mines
guis-h,Guis,H. Guis; Henri Guis; Henry Guis,3,3,8,administrateur,1895,1945,Documents généraux (par ordre chronologique); Industries agro-alimentaires
trelat,Trélat,Trélat,3,3,8,administrateur,1925,1933,"Mines; Transports terrestres, garages automobiles et agricoles"
flury-herard-r,Flury-Hérard,Flury-Hérard; Robert Flury-Hérard,3,3,8,administrateur,1920,1948,"Eau, gaz, électricité (Utilities); Sociétés foncières et immobilières"
boissier,Boissier,Boissier,4,3,8,administrateur,1922,1933,Mines
savon-a-albert,Savon,Albert Savon,3,3,7,administrateur,1922,1938,Documents généraux (par ordre chronologique); Industries diverses; Sociétés foncières et immobilières; Transports maritimes et aériens
chalupt-c,Chalupt,Ch Chalupt; Ch. Chalupt; Charles Chalupt,3,3,7,administrateur,1906,1938,Documents généraux (par ordre chronologique); Mines
biver,Biver,Biver,3,3,7,administrateur,1922,1931,Mines
cittanova-j,Cittanova,J. Cittanova; Jacques Cittanova,3,3,6,administrateur,1919,1926,"Industries agro-alimentaires; Transports maritimes et aériens; Transports terrestres, garages automobiles et agricoles"
cittanova-s,Cittanova,S. Cittanova; Salvator Cittanova; Salvatore Cittanova,3,3,6,administrateur,1919,1926,"Industries agro-alimentaires; Transports maritimes et aériens; Transports terrestres, garages automobiles et agricoles"
siegler-j,Siegler,J. Siegler; Jean Siegler,3,3,6,administrateur,1912,1926,"Eau, gaz, électricité (Utilities); Sociétés foncières et immobilières"
petsche-a,Petsche,A. Petsche; Albert Petsche,3,3,6,administrateur,1914,1931,"Eau, gaz, électricité (Utilities); Sociétés foncières et immobilières"
duceux-o,Duceux,Duceux; O. Duceux,3,3,5,administrateur,1908,1925,Documents généraux (par ordre chronologique); Mines
de-dietrich-a,de Dietrich,Albert de Dietrich,3,3,5,administrateur,1906,1925,Documents généraux (par ordre chronologique); Mines
ledoux-f,Ledoux,F. Ledoux; Frédéric Ledoux,3,3,5,administrateur,1925,1938,Documents généraux (par ordre chronologique); Industries diverses; Mines
gaillochet-h,Gaillochet,Henri Gaillochet,3,3,5,administrateur,1909,1938,Documents généraux (par ordre chronologique); Mines
jurien-de-la-graviere-p,Jurien de la Gravière,P. Jurien de la Gravière; Pierre Jurien de la Gravière,3,3,5,administrateur,1925,1944,"Documents généraux (par ordre chronologique); Transports terrestres, garages automobiles et agricoles"
faure-f-frederic,Faure,Frédéric Faure,3,3,5,administrateur,1920,1938,Documents généraux (par ordre chronologique); Mines
savon-r,Savon,Roger Savon,3,3,5,administrateur,1922,1928,Industries diverses; Sociétés foncières et immobilières; Transports maritimes et aériens
lyon-m,Lyon,Max Lyon,3,3,5,administrateur,1906,1920,Mines
saint-romas-j,Saint-Romas,J. Saint-Romas; Jean Saint-Romas,3,3,5,administrateur,1925,1933,"Sociétés foncières et immobilières; Transports terrestres, garages automobiles et agricoles"
faure-j-joseph,Faure,Joseph Faure,3,3,5,administrateur,1898,1926,Mines
bousquet-j,Bousquet,J.-G. Bousquet; J.G. Bousquet,3,3,5,administrateur,1929,1945,Mines
homberg-o,Homberg,O. Homberg; Octave Homberg,3,3,5,administrateur,1914,1931,Mines
mallet-e-ernest,Mallet,Ernest Mallet,3,3,4,president,1922,1930,Documents généraux (par ordre chronologique); Mines
cottet-b,Cottet,B. Cottet; Benoît Cottet,3,3,4,administrateur,1925,1938,Documents généraux (par ordre chronologique); Industries agro-alimentaires
querry-p,Querry,P. Querry; Philippe Querry,3,3,4,administrateur,1925,1938,Documents généraux (par ordre chronologique); Industries agro-alimentaires
dardes-a,Dardès,A. Dardès; Adolphe Dardès,3,3,4,administrateur_delegue,1923,1938,Documents généraux (par ordre chronologique); Mines
renoux-h,Renoux,Henri Renoux,4,3,4,administrateur,1926,1926,"Bois meubles, papier; Commerce; Industries agro-alimentaires"
wilmotte,Wilmotte,Wilmotte,4,3,4,administrateur,1906,1922,Mines
moret-e-emile,Moret,Émile Moret,3,3,4,administrateur_delegue,1922,1926,Sociétés foncières et immobilières
pepin-de-bonnerive-e,Pepin de Bonnerive,Eugène Pepin de Bonnerive,3,3,4,administrateur,1922,1926,Sociétés foncières et immobilières
delarue-a,Delarue,André Delarue,3,3,3,administrateur,1926,1926,Industries agro-alimentaires
pacquement-a,Pacquement,Alfred Pacquement,3,3,3,administrateur,1922,1938,Documents généraux (par ordre chronologique); Industries diverses; Mines
d-eichthal-w,d'Eichthal,William d'Eichthal,3,3,3,president,1906,1938,Documents généraux (par ordre chronologique); Mines
chabert-h,Chabert,Henri Chabert; Henry Chabert,3,3,3,president,1938,1951,"Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities); Mines"
omessa-p,Omessa,Pierre Omessa,3,3,3,president,1926,1932,"Bâtiment et travaux publics, matériaux de construction, céramique; Industries agro-alimentaires"
lecore-carpentier,Lecore-Carpentier,LECORE-CARPENTIER; Lecore-Carpentier; Lecore-Carpentier 4,3,3,3,administrateur,1907,1926,"Hôtellerie, tourisme; Mines; Santé"
pepin-de-bonnerive-m,Pepin de Bonnerive,Maurice Pepin de Bonnerive,3,3,3,administrateur,1926,1926,Sociétés foncières et immobilières
bouruet-aubertot-h,Bouruet-Aubertot,H. Bouruet- Aubertot; H. Bouruet-Aubertot,2,2,12,administrateur,1929,1953,Mines
belloy-m,Belloy,Belloy,2,2,11,administrateur,1927,1953,Industries agro-alimentaires
loutrel-j,Loutrel,J. Loutrel; Jean Loutrel; Loutrel,2,2,9,administrateur,1920,1944,Documents généraux (par ordre chronologique); Sociétés foncières et immobilières; Transports maritimes et aériens
ginier-e,Ginier,E. Ginier; Eugène Ginier; GINIER,2,2,9,administrateur,1927,1948,Mines
dollfus,Dollfus,Dollfus,2,2,9,administrateur,1897,1933,Mines; Transports maritimes et aériens
lorieux,Lorieux,Lorieux,2,2,8,administrateur,1925,1953,"Transports terrestres, garages automobiles et agricoles"
hibon-e,Hibon,E. Hibon; Étienne Hibon,3,2,8,administrateur,1926,1948,Mines
fitoussi-e,Fitoussi,E. Fitoussi; Elie Fitoussi; Élie Fitoussi,2,2,7,administrateur,1924,1944,Documents généraux (par ordre chronologique); Mines; Sociétés foncières et immobilières
fould-j,Fould,J. Fould; Jacques Fould,2,2,7,administrateur,1937,1953,Documents généraux (par ordre chronologique); Industries agro-alimentaires
