company_id,name,sectors,n_ties,n_directors,first_year,last_year
gafsa,Gafsa,Mines,131,49,1920,1953
banquetunisie,Banque de Tunisie,"Banques et groupes financiers, assurances",63,43,1886,1951
banqueitalienneescomptebancaitalianadiscontorome,"Banque italienne d'escompte Banca italiana di sconto, Rome","Banques et groupes financiers, assurances",37,32,1920,1922
phosphatestunisiens,"Société des Phosphates tunisiens, puis Pierrefitte–Kalaa-Djerba, puis Pierrefitte .",Documents généraux (par ordre chronologique); Mines,41,30,1938,1948
boujaber,BOU-JABER,Documents généraux (par ordre chronologique); Mines,34,30,1925,1928
minierekanguet,"Société minière du Kanguet, puis Société nouvelle du Kanguet",Documents généraux (par ordre chronologique); Mines,58,29,1912,1950
etablissementsluchaire,Établissements LUCHAIRE,Documents généraux (par ordre chronologique),31,29,1925,1925
tramwaystunis,Tramways de Tunis,"Eau, gaz, électricité (Utilities)",66,27,1914,1953
exploitationsminierestunisie,Exploitations minières en Tunisie,Mines,37,27,1927,1948
phosphatescheminfergafsa,Cie des PHOSPHATES ET DU CHEMIN DE FER DE GAFSA,Documents généraux (par ordre chronologique),33,27,1944,1944
cheminsfertunisiens,Chemins de fer tunisiens,"Transports terrestres, garages automobiles et agricoles",50,26,1931,1953
fichet,FICHET,Documents généraux (par ordre chronologique),26,26,1925,1925
vignobleszayana,Société des Vignobles de Zayana,Industries agro-alimentaires,50,23,1927,1953
velvetrum,VELVET-RUM,Documents généraux (par ordre chronologique),23,23,1921,1921
huileriessaheltunisien,Société générale des Huileries du Sahel tunisien,Documents généraux (par ordre chronologique); Industries agro-alimentaires,57,22,1895,1953
minesgarnalfaya,Mines de Garn-Alfaya,Mines,56,22,1917,1953
tunisiennecultures,Société Tunisienne de cultures,Industries agro-alimentaires,56,22,1927,1953
djebeldjerissa,Société du Djebel-Djerissa,Documents généraux (par ordre chronologique); Mines,39,21,1907,1933
portstunissoussesfax,"Compagnie des Ports de Tunis, Sousse et Sfax",Transports maritimes et aériens,50,20,1897,1938
dalmatienne,La Dalmatienne,Mines,29,20,1940,1948
minieredjebellorbeus,Compagnie minière du Djebel-Lorbeus,Mines,20,20,1913,1925
phosphatescheminsfergafsa,Compagnie des phosphates et chemins de fer de Gafsa,Mines,20,20,1898,1906
minesmetalliquesbeja,Société Française de mines métalliques de Béja,Documents généraux (par ordre chronologique); Mines,34,18,1902,1944
commercialetunisienne,Société Commerciale Tunisienne,Documents généraux (par ordre chronologique),19,17,1938,1938
escande,"Escande & Cie, puis Richy et Warkin",Documents généraux (par ordre chronologique),17,17,1938,1938
salinesdjiboutimadagascar,Salines de Djibouti et de Madagascar,Mines,39,16,1929,1945
bazina,Société française du Bazina,Mines,26,16,1937,1948
minesdjebelressas,Société des mines du Djebel-Ressas,Documents généraux (par ordre chronologique); Mines,25,16,1906,1938
tabourin,Tabourin,Documents généraux (par ordre chronologique),15,15,1938,1938
minierefrancotunisienne,Compagnie Minière franco-tunisienne,Documents généraux (par ordre chronologique); Mines,23,14,1907,1938
salinesdjiboutisfaxmadagascar,"Salines de Djibouti, Sfax et Madagascar",Mines,22,14,1914,1947
recherchesminieresfalta,Société de Recherches minières du Falta,Mines,16,14,1929,1951
mineszaghouan,MINES DE ZAGHOUAN,Documents généraux (par ordre chronologique),14,14,1925,1925
domainepotinville,Domaine de Potinville,Industries agro-alimentaires,24,13,1937,1958
commercialeafriquenord,Société de Commerciale de l'Afrique du Nord,Industries agro-alimentaires,16,13,1919,1919
stationshivernalesafricaines,Stations hivernales africaines,"Hôtellerie, tourisme",14,13,1900,1912
gazregiecointeresseeeauxtunis,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,"Eau, gaz, électricité (Utilities)",23,11,1887,1942
agricoleimmobilierefrancoafricaine,Société agricole et immobilière franco-africaine,Industries agro-alimentaires,20,11,1940,1948
tunisiennepetroles,Société Tunisienne des Petroles,Pétrole et gaz,14,11,1920,1920
auget,AUGET,Documents généraux (par ordre chronologique),12,11,1938,1938
phosphates,Cie des PHOSPHATES,Documents généraux (par ordre chronologique),12,11,1938,1938
foncierafricain,Foncier africain français,Sociétés foncières et immobilières,11,11,1928,1928
tunisiennephosphatesdjebelmdilla,Compagnie tunisienne des Phosphates du Djebel-M'dilla,Mines,11,10,1925,1925
feutresrok,FEUTRES ROK,Documents généraux (par ordre chronologique),10,10,1925,1925
michenot,Michenot,Documents généraux (par ordre chronologique),10,10,1925,1925
groupeschwichbaizeauavecparticipationminoritairelafargecimentsartificielstunisiens,groupe Schwich et Baizeau avec participation minoritaire de Lafarge Ciments artificiels tunisiens,"Bâtiment et travaux publics, matériaux de construction, céramique",10,10,1932,1932
creditfonciertunisie,Crédit foncier de Tunisie,"Banques et groupes financiers, assurances",10,10,1881,1906
