company_id,name,sectors,n_ties,n_directors,first_year,last_year
phosphatesaintagabougamouche,Compagnie des Phosphates d'Aïn-Taga et Bou-Gamouche,Mines,10,10,1907,1907
tunisiennelineriesfeuillette,Société tunisienne des Lineries Feuillette,Industries diverses,10,10,1920,1920
energieelectriquevillebizerte,Société d'Énergie électrique de la ville de Bizerte,"Eau, gaz, électricité (Utilities)",19,9,1911,1953
industrielle,Compagnie générale industrielle,Documents généraux (par ordre chronologique),14,9,1938,1938
exploitationsminieressidibouaouane,Société d'exploitations minières de Sidi-Bou-Aouane,Mines,14,9,1940,1953
huileriefrancotunisienne,Huilerie franco-tunisienne,Documents généraux (par ordre chronologique),11,9,1938,1938
unionfrancosyriennecomptoirsmediterraneens,Union franco-syrienne COMPTOIRS FRANÇAIS MÉDITERRANÉENS,Documents généraux (par ordre chronologique),10,9,1925,1925
minesalgerietunisieomnium,MINES D'ALGÉRIE-TUNISIE « OMNIUM »,Documents généraux (par ordre chronologique),9,9,1925,1925
aerienne,Compagnie Aérienne française,Documents généraux (par ordre chronologique),9,9,1938,1938
milazzo,MILAZZO,Documents généraux (par ordre chronologique),9,9,1938,1938
francotunisiennecommercialeindustrielleagricole,"Société Franco-Tunisienne Commerciale, Industrielle et Agricole",Industries agro-alimentaires,9,9,1904,1904
afriquenord,AFRIQUE DU NORD,Documents généraux (par ordre chronologique),8,8,1938,1938
minesfedjeladoum,Société des mines de Fedj-el-Adoum,Mines,8,8,1911,1938
phosphatesmaknassy,Phosphates de Maknassy,Mines,8,8,1910,1917
mineszincainnouba,Société des mines de zinc d'Aïn-Nouba,Mines,10,7,1911,1925
africainearmement,Compagnie Africaine d'Armement,Documents généraux (par ordre chronologique),7,7,1925,1925
produitschimiquesengrais,PRODUITS CHIMIQUES ET D'ENGRAIS,Documents généraux (par ordre chronologique),7,7,1944,1944
phosphatesgouraia,Phosphates de Gouraïa,Mines,7,7,1911,1911
minesplombzinckohol,Société des Mines de plomb et de zinc du Kohol,Mines,7,7,1924,1924
safti,SAFTI,Documents généraux (par ordre chronologique),26,6,1921,1921
tunisiennegazcomprimes,Société Tunisienne de Gaz comprimés,Industries diverses,6,6,1914,1914
alfastunisiens,Compagnie Générale des Alfas tunisiens,"Bois meubles, papier",6,6,,
goodrich,GOODRICH,Documents généraux (par ordre chronologique),6,6,1925,1925
kohol,KOHOL,Documents généraux (par ordre chronologique),6,6,1938,1938
minesdjebelsekarna,Société des mines du Djebel-Sekarna,Documents généraux (par ordre chronologique),6,6,1938,1938
chauxcimentsfranceafriquenord,Société des Chaux et Ciments France-Afrique du Nord,"Bâtiment et travaux publics, matériaux de construction, céramique",6,6,1929,1929
fonderiesmegrinefilialemetallgeselschaft,"Société des Fonderies de Mégrine, filiale de la Metallgeselschaft, puis de Peñarroya",Industries diverses,6,6,1914,1914
salinestunisie,Société des Salines de Tunisie,Mines,6,6,1920,1920
minierenordafricain,Société Minière du Nord-Africain,Mines,6,6,1937,1937
minesdjebeltouila,Compagnie des mines du Djebel-Touila,Mines,7,5,1912,1938
minieredjebelboumouss,Société minière du Djebel-Bou-Mouss,Mines,5,5,1928,1928
djebeldjegaga,Société Djebel-Djegaga,Mines,5,5,1923,1923
1911djebelhallouf,"S.A., 1911 Djebel Hallouf",Mines,5,5,1912,1912
immobilieremaroc,Société Immobilière au Maroc,"Eau, gaz, électricité (Utilities)",5,5,1951,1951
hydrauliquetunisienne,Société Hydraulique Tunisienne,"Bâtiment et travaux publics, matériaux de construction, céramique",5,5,1920,1920
minesdouaria,Société des mines de Douaria,Mines,5,5,1910,1910
salinesdjibouti,Société des salines de Djibouti,Mines,5,5,1927,1927
mineskefchambi,Société des mines du Kef-Chambi,Mines,5,4,1909,1909
cheddites,CHEDDITES,Documents généraux (par ordre chronologique),4,4,1938,1938
entreprisesmaritimes,Société Française d'Entreprises maritimes,Documents généraux (par ordre chronologique),4,4,1938,1938
minesdjebelhallouf,MINES du DJEBEL HALLOUF,Mines,4,4,1925,1925
djebelhalloufsocfes,DJEBEL HALLOUF (Soc. an. Fes,Mines,4,4,1938,1938
minesdjebeldiss,Société des mines du Djebel-Diss,Mines,4,4,1928,1928
minesdjebeltabouna,Société des mines du Djebel-Tabouna,Mines,4,4,1937,1937
phosphatesouartane,Compagnie des Phosphates des Ouartane,Mines,4,4,1920,1920
salinessfax,Salines de Sfax,Mines,4,4,1912,1912
tunisiennefonciereagricoleindustrielle,"Compagnie Tunisienne, foncière, agricole et industrielle",Industries agro-alimentaires,4,4,1890,1890
minessidibouaouane,Société des mines de Sidi-Bou-Aouane,Mines,6,3,1929,1931
fermiereminessidibouaouane,Société fermière des mines de Sidi-Bou-Aouane,Mines,6,3,1929,1931
foncieretunisie,Compagnie Foncière de Tunisie,Sociétés foncières et immobilières,3,3,1924,1924
huileriessavonneriestunisie,Compagnie française des Huileries et savonneries de Tunisie,Industries agro-alimentaires,3,3,1911,1911
salinssoliman,Salins de Soliman,Mines,3,3,1911,1911
menzeldjemil,MENZEL-DJEMIL,Documents généraux (par ordre chronologique),3,2,1938,1938
metallurgiquetunisie,Métallurgique de Tunisie,Industries diverses,3,2,1938,1938
sibelhassen,SI BEL-HASSEN,Documents généraux (par ordre chronologique),2,2,1938,1938
minierebazina,"Société minière du Bazina, puis Bazina",Mines,2,2,1923,1923
eauxthermalesdomainekorbous,Compagnie des Eaux thermales et du domaine de Korbous,Santé,2,2,,
metallurgiquemegrine,Société Métallurgique de Mégrine,Industries diverses,2,2,1909,1909
minesnefate,Société des mines de Nefate,Mines,2,2,1913,1913
immobilieretunisie,Société Immobilière de Tunisie,Industries agro-alimentaires,2,2,1892,1892
thonairebordjkhadidja,Thonaire de Bordj-Khadidja,Industries agro-alimentaires,2,2,,
entreprises,ENTREPRISES,Documents généraux (par ordre chronologique),1,1,1938,1938
monastierienne,MONASTIÈRIENNE,Documents généraux (par ordre chronologique),1,1,1938,1938
magasinsgenerauxentrepotreeltunis,Magasins généraux et entrepôt réel de Tunis,Transports maritimes et aériens,1,1,1907,1907
auxiliairenavigation,Cie Auxiliaire de navigation,Documents généraux (par ordre chronologique),20,0,1944,1944
georgessprecher,Georges Sprecher,Commerce,3,0,1933,1933
coloniale,La Nouvelle Coloniale,"Banques et groupes financiers, assurances",2,0,1927,1927
