company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
cheminsfertunisiens,fermierecheminsfertunisiens,Chemins de fer tunisiens,Cie Fermière des chemins de fer tunisiens,13,boulle-l; brugere-j; ferrand-c; fouquet-j; georges-picot-c; herscher-e; jurien-de-la-graviere-p; lacour-gayet-j; lorieux; philippar-e; saint-romas-j; thureau; trelat-m
gafsa,phosphatescheminsfergafsa,Gafsa,Compagnie des phosphates et chemins de fer de Gafsa,11,ascherson-c; boissonnas-j; bordet-l; mauclere-e; mirabaud-a; mirabaud-e; molinos-l; pelle-m; roux-j; vignes-c; walewski-a
djebeldjerissa,socdjebeldjerissa,Société du Djebel-Djerissa,Soc. du DJEBEL-DJERISSA,10,bordet-l; de-dietrich-a; de-joannis-e; de-nervo-l; heurteau; mallet; mokta; pdt-bone-guelma-t; pres-tunis; puerari
salinesdjiboutimadagascar,salinesdjiboutisfaxmadagascar,Salines de Djibouti et de Madagascar,"Salines de Djibouti, Sfax et Madagascar",10,bouvier-r; de-flers-f; dehecq; guesde-p; homberg-o; jambon-c; mingois-g; plion-a; rousset-bert-h; verhille-h
atelierschantiersmaritimestunisie,commercialetunisienne,Ateliers et chantiers maritimes de Tunisie,Société Commerciale Tunisienne,7,bouffe-g; fossorier-r; henri-c; marceron-m; savon; savon-a; savon-r
djebeldjerissa,gafsa,Société du Djebel-Djerissa,Gafsa,7,basset-f; bordet-l; boulogne-g; bouruet-aubertot-h; hay-a; lafond-h; mauclere-e
minesdjebelressas,socminesdjebelressas,Société des mines du Djebel-Ressas,Soc. des MINES DU DJEBEL-RESSAS,7,boscher-a; cambefort-c; chalupt-c; f-ledoux; f-urruty; ledoux-f; urruty-f
batiment,bazina,BATIMENT,Société française du Bazina,7,a-walewski; champin; e-weiss; f-robellaz; heurteau-c; mine-de-plomb-au-djebel-bazina; w-d-eichthal
atelierschantiersmaritimestunisie,foncierafricain,Ateliers et chantiers maritimes de Tunisie,Foncier africain français,6,bouffe-g; fossorier-r; marceron-m; savon-a; savon-h; savon-r
huileriessaheltunisien,socgenhuileriessaheltunisien,Société générale des Huileries du Sahel tunisien,Soc. gén. des HUILERIES DU SAHEL TUNISIEN,6,cottet-b; guis-h; jouve-g; querry-p; sonnery-j; sonnery-r
minesmetalliquesbeja,socminesmetalliquesbeja,Société Française de mines métalliques de Béja,Soc. française des MINES MÉTALLIQUES DE BÉJA,6,bouchacourt; courbis-e; genthon-l; guitton-a; raverot; rey-herme
commercialetunisienne,foncierafricain,Société Commerciale Tunisienne,Foncier africain français,5,bouffe-g; fossorier-r; marceron-m; savon-a; savon-r
djebeldjerissa,phosphatescheminsfergafsa,Société du Djebel-Djerissa,Compagnie des phosphates et chemins de fer de Gafsa,5,beigbeder-d; bordet-l; de-nervo-l; mauclere-e; nervo-l
minesplombzinckohol,socminesplombzinckohol,Société des Mines de plomb et de zinc du Kohol,Soc. des mines de plomb et de zinc du KOHOL,5,duriez-h; pasquier; reveilhac-l; schnerb-h; titos-d
salinesdjibouti,salinesdjiboutisfaxmadagascar,Société des salines de Djibouti,"Salines de Djibouti, Sfax et Madagascar",5,guesde-p; homberg-o; jambon-c; mingois-g; radziwill-l
huileriefrancotunisienne,huileriessaheltunisien,Huilerie franco-tunisienne,Société générale des Huileries du Sahel tunisien,4,cottet-b; fould-j; guis-h; querry-p
minesdouaria,syndicatminesdjebeltrozzadjebelserdj,Société des mines de Douaria,Syndicat des MINES du DJEBEL-TROZZA et DJEBEL SERDJ,4,chailley-bert-p; combeau-e; p-harth; vincent-l
banquetunisie,minesfedjeladoum,Banque de Tunisie,Société des mines de Fedj-el-Adoum,4,faure; hackenberger-p; j-faure; p-hackenberger
gazregiecointeresseeeauxtunis,immobilieretunisienne,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,Société Immobilière tunisienne,4,flury-herard-r; hackenberger-p; petsche-a; siegler-j
minesfedjeladoum,socminesfedjeladoum,Société des mines de Fedj-el-Adoum,Soc. des MINES de FEDJ-EL-ADOUM,4,choppin-de-janvry-j; f-faure; faure-j; h-chabert
djimla,ruraletunisienne,Société de Djimla,La Rurale Tunisienne,4,baizeau-l; marcille-r; martin-a; rte-de-l-ariana
commercialeafricaine,olivettesmaiana,Commerciale Africaine,Société des Olivettes du Maïana,4,jullien-de-pommerol-f; martin-a; martinier; renoux-h
olivettesmaiana,omniumimmobiliertunisien,Société des Olivettes du Maïana,Omnium immobilier tunisien,4,jullien-de-pommerol-f; martin-a; renoux-h; usannaz-joris-m
dalmatienne,phosphatestunisiens,La Dalmatienne,"Société des Phosphates tunisiens, puis Pierrefitte–Kalaa-Djerba, puis Pierrefitte .",4,fraenkel; gillet-p; lupo-l; malvezzi-g
francotunisienneimmobiliereagricolecommerciale,sidichemmak,"Société Franco-Tunisienne Immobilière, Agricole et Commerciale",Société Sidi Chemmak,4,maurice-e; raty; roederer; rte-d-orthez
salinesdjibouti,salinesdjiboutimadagascar,Société des salines de Djibouti,Salines de Djibouti et de Madagascar,4,guesde-p; homberg-o; jambon-c; mingois-g
huileriefrancotunisienne,socgenhuileriessaheltunisien,Huilerie franco-tunisienne,Soc. gén. des HUILERIES DU SAHEL TUNISIEN,3,cottet-b; guis-h; querry-p
1911djebelhallouf,djebelhalloufsocfes,"S.A., 1911 Djebel Hallouf",DJEBEL HALLOUF (Soc. an. Fes,3,bourdillon-l; gittens-w; zafiropulo-g
djebelhalloufsocfes,socfrseminesdjebelhallouf,DJEBEL HALLOUF (Soc. an. Fes,Soc. an. frse des MINES du DJEBEL-HALLOUF,3,bourdillon-l; e-michenot; gittens-w
minesfedjeladoum,minierekanguet,Société des mines de Fedj-el-Adoum,"Société minière du Kanguet, puis Société nouvelle du Kanguet",3,f-faure; faure; faure-j
fermiereminessidibouaouane,sidibouaouane,Société fermière des mines de Sidi-Bou-Aouane,Sidi-Bou-Aouane,3,biver; boissier; bousquet
energieelectriquevillebizerte,portbizerte,Société d'Énergie électrique de la ville de Bizerte,Société du Port de Bizerte,3,hersent-g; hersent-j; thomas-g
centresud,omniumimmobiliertunisien,Centre et Sud,Omnium immobilier tunisien,3,baizeau-l; martin-a; superieur-b
djimla,etablissementsschwichbaizeau,Société de Djimla,Établissements Schwich et Baizeau,3,baizeau-l; jullien-de-pommerol-f; rte-de-l-ariana
djimla,omniumimmobiliertunisien,Société de Djimla,Omnium immobilier tunisien,3,baizeau-l; jullien-de-pommerol-f; martin-a
etablissementsschwichbaizeau,omniumimmobiliertunisien,Établissements Schwich et Baizeau,Omnium immobilier tunisien,3,baizeau-l; jullien-de-pommerol-f; superieur-b
commercialeafricaine,omniumimmobiliertunisien,Commerciale Africaine,Omnium immobilier tunisien,3,jullien-de-pommerol-f; martin-a; renoux-h
djimla,olivettesmaiana,Société de Djimla,Société des Olivettes du Maïana,3,jullien-de-pommerol-f; martin-a; rte-de-l-ariana
etsboyoud,omniumimmobiliertunisien,Ets Boyoud,Omnium immobilier tunisien,3,renoux-h; superieur-b; usannaz-joris-m
etablissementsschwichbaizeau,olivettesmaiana,Établissements Schwich et Baizeau,Société des Olivettes du Maïana,3,jullien-de-pommerol-f; martinier; rte-de-l-ariana
etsboyoud,olivettesmaiana,Ets Boyoud,Société des Olivettes du Maïana,3,martinier; renoux-h; usannaz-joris-m
djebeldjerissa,minesferkroumirienefzas,Société du Djebel-Djerissa,Société des mines de fer de Kroumirie et des Nefzas,3,beigbeder-d; milius-j; nervo-l
agricoleimmobilierefrancoafricaine,agricoleimmobilierefrancoafricaineenfida,Société agricole et immobilière franco-africaine,Société agricole et immobilière franco-africaine Enfida,3,gavoty-a; montamat-a; zarifi
mines,minesgarnalfaya,"Société des mines de, puis Société minière et agricole du Garn-Alfaya",Mines de Garn-Alfaya,3,achalme-p; grandidier-g; rodocanachi-e
agricoleimmobilieretunisienne,olivettessudtunisien,Agricole Immobiliere Tunisienne,Société des Olivettes du Sud-Tunisien,2,carrier-c; delarue-a
mineszincainnouba,socnouvmineszaghouan,Société des mines de zinc d'Aïn-Nouba,Soc. nouv. anon. des MINES DE ZAGHOUAN,2,duceux-o; duval-f
phosphatescheminsfergafsa,socdjebeldjerissa,Compagnie des phosphates et chemins de fer de Gafsa,Soc. du DJEBEL-DJERISSA,2,bordet-l; de-nervo-l
etablissementsluchaire,socalsaciennefilaturetissagejute,Établissements LUCHAIRE,Soc. alsacienne de FILATURE et de TISSAGE de JUTE,2,naples; sofia
antoinemilazzo,minesalgerietunisieomnium,Antoine MILAZZO,MINES D'ALGÉRIE-TUNISIE « OMNIUM »,2,de-montureux; th-ansbacher
beniniguez,metallurgiquetunisie,Benini GUEZ,Métallurgique de Tunisie,2,gittens-w; zafiropulo-d
