person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
cohen-a,cotonniereouestafricaine,1,1925,1925,administrateur,1
de-fossette-h,cotonniereouestafricaine,1,1925,1925,administrateur,1
froment-guieysse-g,cotonniereouestafricaine,1,1925,1925,administrateur,1
leverdier-g,cotonniereouestafricaine,1,1925,1925,administrateur,1
schwob-d-hericourt-a,cotonniereouestafricaine,1,1925,1925,administrateur,1
tenthorey-v,cotonniereouestafricaine,1,1925,1925,administrateur,1
bovet-l,etsraymondeychenne,1,1938,1938,administrateur,1
eychenne-r,etsraymondeychenne,1,1938,1938,president_directeur_general,1
haussaire-c,etsraymondeychenne,1,1938,1938,administrateur,1
pellegrin-l,etsraymondeychenne,1,1938,1938,administrateur,1
zele-j,etsraymondeychenne,1,1938,1938,administrateur,1
bendall-m,golfeguinee,1,1948,1948,administrateur,1
borgeaud-p,golfeguinee,2,1948,1948,administrateur,1
bretzner-m,golfeguinee,2,1948,1948,president_directeur_general,1
financiere-de-madagascar-ou-aux-brevets-cotal,golfeguinee,1,1948,1948,administrateur,1
kohly-f,golfeguinee,2,1948,1948,administrateur,1
kohly-r,golfeguinee,1,1948,1948,administrateur,1
lejeune-c,golfeguinee,2,1948,1948,administrateur,1
manley-bendall,golfeguinee,1,1948,1948,administrateur,1
mayet-p,golfeguinee,1,1948,1948,administrateur,1
siant-l,golfeguinee,1,1948,1948,administrateur,1
siaut-l,golfeguinee,1,1948,1948,president_directeur_general,1
combrouze-g,togo,2,1921,1921,administrateur,1
et-victor-kinziger,togo,1,1921,1921,administrateur,1
gasparin-l,togo,2,1921,1921,administrateur,1
kinziger-v,togo,1,1921,1921,administrateur,1
