company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
savana,savanafilaturetissagemecanique,« Savana »,"« Savana », Sté anon. de filature et de tissage mécanique",3,casteincau-e; gaden-m; lafargue-a
