company_id,name,sectors,n_ties,n_directors,first_year,last_year
savana,« Savana »,"Banque, Filatures; Documents généraux",54,18,1925,1953
savanafilaturetissagemecanique,"« Savana », Sté anon. de filature et de tissage mécanique","Banque, Filatures; Documents généraux",8,4,1922,1922
etablissementtextilemodeliarpethancient,Établissement textile de Modéliarpeth (ancient,Documents généraux,2,1,1937,1937
