company_key,company_name,attribute,value,year,source_ref,doc_id
cheminferfrancoethiopiendjiboutiaddisabeba,Cie du chemin de fer franco-éthiopien de Djibouti à Addis-Abeba,founded_date,1908-03-21,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-djibouti-362d73
louisdubail,Louis Dubail et Cie,head_office,PORRENTRUY (Suisse),1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-djibouti-362d73
commercialeabyssinie,Sté commerciale d'Abyssinie,head_office,"Djibouti. — Siège admin. : 26, rue du Rocher, PARIS (8e)",1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-djibouti-362d73
industrielledjibouti,Sté industrielle de Djibouti,capital,811.070 fr.,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-djibouti-362d73
porrentruy,PORRENTRUY,founded_date,1924-09-03,1926,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1926-djibouti-2f0cf0
afriqueorientale,Cie de l'Afrique orientale,head_office,"28, rue de Châteaudun, PARIS (9e)",1926,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1926-djibouti-2f0cf0
cheminferfrancoethiopiendjiboutiaddisabeba,Cie du chemin de fer franco-éthiopien de Djibouti à Addis-Abeba,founded_date,1908-03-24,1926,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1926-djibouti-2f0cf0
exploitationfauneoceanique,Cie française pour l'exploitation de la faune océanique,capital,1.200.000 fr.,1926,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1926-djibouti-2f0cf0
somalie,Cie générale de la Somalie française,founded_date,1922-09-14,1926,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1926-djibouti-2f0cf0
somalie,Cie générale de la Somalie française,capital,1.000 fr.,1926,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1926-djibouti-2f0cf0
maritimeafriqueorientale,Cie maritime de l'Afrique orientale,head_office,"28, rue de Châteaudun, PARIS (9e)",1926,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1926-djibouti-2f0cf0
approvisionnementsgenerauxdjibouti,Société des approvisionnements généraux à Djibouti,head_office,"28, rue de Châteaudun, PARIS (9e)",1926,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1926-djibouti-2f0cf0
industrielledjibouti,Société industrielle de Djibouti,capital,811.070 fr.,1926,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1926-djibouti-2f0cf0
industrielledjibouti,Société industrielle de Djibouti,head_office,"28, rue de Châteaudun, PARIS (9e)",1926,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1926-djibouti-2f0cf0
afriqueorientale,Cie de l'Afrique orientale,head_office,"admin. : 47, rue Cambon, PARIS (1er)",1937,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1937-djibouti-a8e010
cheminferfrancoethiopiendjiboutiaddisabeba,Cie du chemin de fer franco-éthiopien de Djibouti à Addis-Abeba,founded_date,1908-03-24,1937,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1937-djibouti-a8e010
cheminferfrancoethiopiendjiboutiaddisabeba,Cie du chemin de fer franco-éthiopien de Djibouti à Addis-Abeba,head_office,de l'exploitation : Djibouti,1937,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1937-djibouti-a8e010
maritimeafriqueorientale,Cie maritime de l'Afrique orientale,head_office,"admin. : 47, rue Cambon, PARIS (1er)",1937,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1937-djibouti-a8e010
industrielledjibouti,Société industrielle de Djibouti,capital,811.070 fr.,1937,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1937-djibouti-a8e010
industrielledjibouti,Société industrielle de Djibouti,head_office,"admin. : 47, rue Cambon, Paris (1er)",1937,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1937-djibouti-a8e010
salinesdjiboutisfaxmadagascar,"Société des salines de Djibouti, de Sfax et de Madagascar",founded_date,1911-11-11,1937,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1937-djibouti-a8e010
creditindustrielafricain,Crédit industriel africain,capital,200.000 francs,1937,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1937-djibouti-a8e010
africainecommercerepresentation,Société africaine de commerce et de représentation,capital,500.000 fr.,1937,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1937-djibouti-a8e010
cheminferfrancoethiopiendjiboutiaddisabeba,Cie du chemin de fer franco-éthiopien de Djibouti à Addis-Abeba,founded_date,1908-03-24,1951,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1951-djibouti-678e99
cheminferfrancoethiopiendjiboutiaddisabeba,Cie du chemin de fer franco-éthiopien de Djibouti à Addis-Abeba,head_office,de l'exploitation à Djibouti,1951,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1951-djibouti-678e99
oceanindien,Cie française de l'océan Indien,head_office,"avenue Pierre-Pascal, DJIBOUTI",1951,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1951-djibouti-678e99
unioncommercialeindustrielledjibouti,Union commerciale et industrielle de Djibouti,capital,15 millions fr.,1926,"Annuaire Madagascar, 1926",madagascar-et-djibouti-aec-1951-djibouti-678e99
unioncommercialeindustrielledjibouti,Union commerciale et industrielle de Djibouti,head_office,DJIBOUTI,1926,"Annuaire Madagascar, 1926",madagascar-et-djibouti-aec-1951-djibouti-678e99
commercialeselsmarins,Cie commerciale des sels marins,head_office,Mazagan. Maroc),1926,"Annuaire Madagascar, 1926",madagascar-et-djibouti-aec-1951-djibouti-678e99
