person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
michel-cote-c,Michel-Côte,Ch. Michel-Cote; Ch. Michel-Côte; Charles Michel-Cote,7,7,35,president,1917,1953,Documents généraux; Sociétés
gimon-c,Gimon,Ch. Gimon; Charles Gimon; Charles Gimon 2,6,6,21,administrateur,1914,1951,Documents généraux; Sociétés
hachette-r-rene,Hachette,René Hachette,7,6,17,administrateur,1919,1937,Documents généraux; Sociétés
gorchs-chacou-f,Gorchs-Chacou,F. Gorchs-Chacou; Félix Gorchs-Chacou,6,6,10,administrateur,1919,1926,Documents généraux; Sociétés
homberg-o,Homberg,O. Homberg; Octave Homberg,3,3,13,administrateur,1912,1933,Documents généraux; Sociétés
bouffe-g,Bouffé,G. Bouffé; Gaston Bouffé,3,3,7,administrateur,1920,1937,Documents généraux; Sociétés
moulin-p,Moulin,P. Moulin,3,3,7,administrateur,1920,1926,Documents généraux; Sociétés
jambon-c,Jambon,Ch. Jambon; Charles Jambon,3,3,3,administrateur,1922,1937,Documents généraux
mingois-g,Mingois,G. Mingois; Georges Mingois,3,3,3,administrateur,1922,1937,Documents généraux
senn-o,Senn,O. Senn,2,2,5,administrateur,1920,1937,Documents généraux; Sociétés
philippar-g,Philippar,G. Philippar; Georges Philippar,2,2,5,vice_president,1922,1951,Documents généraux; Sociétés
famin,Famin,Famin,2,2,5,administrateur,1912,1920,Sociétés
pilliard-m,Pilliard,Maurice Pilliard; Pilliard,2,2,3,administrateur,1922,1926,Documents généraux; Sociétés
roussel-f,Roussel,F. Roussel; Félix Roussel,2,2,3,administrateur,1922,1926,Documents généraux; Sociétés
lamotte-m,Lamotte,Maurice Lamotte,2,2,3,vice_president,1924,1937,Documents généraux; Sociétés
provot-g,Provôt,G. Provot; G. Provôt,2,2,2,administrateur,1922,1926,Documents généraux
guesde-p,Guesde,P. Guesde; Pierre Guesde,2,2,2,administrateur,1926,1937,Documents généraux
rousset-bert-h,Rousset-Bert,Henri Rousset-Bert; Henry Rousset-Bert,2,2,2,administrateur,1937,1951,Documents généraux
lemaignen-r,Lemaignen,Robert Lemaignen,2,2,2,administrateur,1937,1951,Documents généraux
savon-l,Savon,L. Savon,2,2,2,administrateur,1926,1937,Documents généraux
duparchy-j,Duparchy,Duparchy; Jean Duparchy,2,2,2,administrateur,1896,1899,Sociétés
naud-j,Naud,J. Naud; Joseph Naud,1,1,17,administrateur,1920,1953,Documents généraux; Sociétés
dugardin-m,Dugardin,Dugardin,1,1,14,administrateur,1925,1953,Documents généraux; Sociétés
berthelier-f,Berthelier,F. Berthelier; Ferdinand Berthelier,1,1,12,administrateur,1914,1937,Documents généraux; Sociétés
wibratte-l,Wibratte,L. Wibratte; Louis Wibratte,1,1,11,administrateur,1925,1953,Documents généraux; Sociétés
raindre-j,Raindre,J. Raindre; Jacques Raindre,1,1,10,administrateur,1912,1931,Documents généraux; Sociétés
robaglia-b,Robaglia 1,B. Robaglia; Barthélémy Robaglia; Barthélémy Robaglia 1,1,1,10,administrateur,1922,1940,Documents généraux; Sociétés
getten,Getten,Getten,1,1,9,administrateur,1917,1933,Documents généraux; Sociétés
getten-p,Getten,P. Getten,1,1,8,administrateur,1937,1953,Documents généraux; Sociétés
lanino-e,Lanino,E. Lanino,1,1,8,administrateur,1925,1940,Documents généraux; Sociétés
boyer-h,Boyer,H.-E. Boyer,1,1,7,administrateur,1922,1945,Documents généraux; Sociétés
einhorn-s,Einhorn,Einhorn; S. Einhorn,1,1,7,administrateur,1912,1925,Documents généraux; Sociétés
boyer,Boyer,Boyer,1,1,7,administrateur,1917,1933,Sociétés
borduge-m,Borduge,Borduge,1,1,6,president,1940,1953,Documents généraux; Sociétés
lallemand-c,Lallemand,Ch. Lallemand; Charles Lallemand,1,1,5,administrateur,1929,1937,Documents généraux; Sociétés
leclerc-du-sablon-j,Leclerc du Sablon,J. Leclerc du Sablon; Leclerc du Sablon,1,1,5,administrateur_delegue,1945,1953,Documents généraux; Sociétés
haile-mariam,Haile-Mariam,Haile-Mariam,1,1,5,administrateur,1912,1925,Sociétés
tagagne-t,Tagagne,Tasfaë Tagagne,1,1,5,administrateur,1933,1948,Sociétés
lacarriere-h,Lacarrière,H. Lacarrière; Henri Lacarrière; Lacarrière,1,1,5,administrateur,1896,1907,Sociétés
boucard-m,Boucard,Boucard,1,1,4,administrateur,1917,1922,Documents généraux; Sociétés
guerindon-e,Guérindon,E. Guérindon,1,1,4,administrateur,1921,1937,Documents généraux; Sociétés
bodin-a,Bodin,A. Bodin,1,1,4,administrateur,1948,1953,Documents généraux; Sociétés
minost-e,Minost,E. Minost,1,1,4,administrateur,1948,1953,Documents généraux; Sociétés
