person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
guffroy,Guffroy,Guffroy,1,1,1,president,1895,1895,
petiton,Petiton,Petiton,1,1,1,vice_president,1895,1895,
mailhe,Mailhe,Mailhe,1,1,1,administrateur,1895,1895,
d-casey,D Casey,D Casey,1,1,1,administrateur,1895,1895,
e-le-blond,E Le Blond,E Le Blond,1,1,1,administrateur,1895,1895,
l-durand,L Durand,L Durand,1,1,1,administrateur,1895,1895,
guffroy-m,Guffroy,Maurice Guffroy,1,1,1,administrateur,1895,1895,
o-noel-salines-de,O Noël [Salines de,O Noël [Salines de,1,1,1,president,1901,1901,
brichet-c,Brichet,Camille Brichet,1,1,1,vice_president,1925,1925,
mathias-a,Mathias,Arthur Mathias,1,1,1,administrateur_delegue,1925,1925,
charvet,Charvet,Charvet,1,1,1,administrateur,1925,1925,
cahen-g,Cahen,Georges Cahen,1,1,1,administrateur,1925,1925,
guillemard-p,Guillemard,Pierre Guillemard,1,1,1,administrateur,1925,1925,
favaron-l,Favaron,Louis Favaron,1,1,1,administrateur,1925,1925,
mathias-h,Mathias,Henri Mathias,1,1,1,administrateur,1925,1925,
bourgeois-a,Bourgeois,Adolphe Bourgeois,1,1,1,administrateur,1925,1925,
h-schloss-j,H. Schloss,Julius H. Schloss,1,1,1,administrateur,1925,1925,
nahar-h,Nahar,H. Nahar,1,1,1,administrateur,1925,1925,
stala-j,Stala,J. Stala,1,1,1,administrateur,1925,1925,
dutey-h,Dutey,H. Dutey,1,1,1,administrateur_delegue,1938,1938,
lederlin-s,Lederlin,S. Lederlin,1,1,1,administrateur_delegue,1938,1938,
ballis-h,Ballis,H. Ballis,1,1,1,administrateur,1938,1938,
jackson-h,Jackson,Huntington Jackson,1,1,1,administrateur,1938,1938,
glen-j,Glen,J. A. Glen,1,1,1,administrateur,1938,1938,
peixotto-p,Peixotto,P. Peixotto,1,1,1,administrateur,1938,1938,
