person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
chaubet-j,Chaubet,Chaubet; J. Chaubet; Jules Chaubet,3,3,10,administrateur,1924,1948,Sociétés françaises ou à participation française
prevet-j,Prevet,J. Prevet; Jules Prevet,2,2,6,administrateur,1924,1937,Sociétés françaises ou à participation française
salathe-a,Salathé,Auguste Salathé; Salathé,2,2,5,administrateur,1924,1933,Sociétés françaises ou à participation française
barbier-l,Barbier,L. Barbier; Léon Barbier,2,2,3,administrateur,1924,1929,Sociétés françaises ou à participation française
collette-p,Collette,P. Collette; Pierre Collette,2,2,3,president,1924,1940,Sociétés françaises ou à participation française
grisar-a,Grisar,Alfred Grisar,2,2,2,administrateur,1931,1935,Sociétés françaises ou à participation française
lyon-y,Lyon,Y. Lyon,1,1,8,administrateur,1927,1948,Sociétés françaises ou à participation française
courteaux-l,Courteaux,L. Courteaux,1,1,7,administrateur,1931,1948,Sociétés françaises ou à participation française
nebout-f,Nebout,F. Nebout,1,1,6,administrateur,1923,1953,Sociétés françaises ou à participation française
canova-g,Canova,G. Canova; Giuseppe Canova,1,1,4,administrateur,1920,1945,Sociétés françaises ou à participation française
lunet-de-lajonquiere-y,Lunet de Lajonquière,Y. Lunet de Lajonquière; Yves Lunet de Lajonquière,1,1,4,administrateur,1920,1945,Sociétés françaises ou à participation française
collette,Collette,Collette,1,1,4,administrateur,1927,1933,Sociétés françaises ou à participation française
thierry-mieg-g,Thierry-Mieg,Thierry-Mieg,1,1,4,administrateur,1927,1933,Sociétés françaises ou à participation française
kirch-a,Kirch,A. Kirch,1,1,4,administrateur,1931,1940,Sociétés françaises ou à participation française
pams-p,Pams,P. Pams,1,1,4,administrateur,1931,1940,Sociétés françaises ou à participation française
descraques-j,Descraques,J. Descraques,1,1,4,administrateur,1937,1948,Sociétés françaises ou à participation française
lombard-h,Lombard,H. Lombard,1,1,4,administrateur,1937,1948,Sociétés françaises ou à participation française
calvet-g,Calvet,G. Calvet,1,1,4,administrateur,1920,1940,Sociétés françaises ou à participation française
dubos-j,Dubos,J. Dubos,1,1,4,administrateur,1920,1940,Sociétés françaises ou à participation française
derivaud-j,Derivaud,J. Derivaud,1,1,4,administrateur,1940,1953,Sociétés françaises ou à participation française
blanchy-b,Blanchy,B. Blanchy,1,1,4,administrateur,1940,1953,Sociétés françaises ou à participation française
mervy-p,Mervy,P. Mervy; Paul Mervy,1,1,3,administrateur,1920,1940,Sociétés françaises ou à participation française
bouzige-j,Bouzige,J. Bouzige,1,1,3,administrateur,1936,1945,Sociétés françaises ou à participation française
gollion-j,Gollion,J.-C. Gollion,1,1,3,administrateur,1936,1945,Sociétés françaises ou à participation française
lovioz-a,Lovioz,A. Lovioz,1,1,3,administrateur,1936,1945,Sociétés françaises ou à participation française
neuschwander-h,Neuschwander,H. Neuschwander,1,1,3,administrateur,1927,1931,Sociétés françaises ou à participation française
lafon-g,Lafon,G. Lafon,1,1,3,administrateur,1920,1927,Sociétés françaises ou à participation française
derivaud-h,Derivaud,H. Derivaud,1,1,3,administrateur,1920,1927,Sociétés françaises ou à participation française
branet-j,Branet. 1,J. Branet; J. Branet. 1,1,1,3,administrateur,1920,1940,Sociétés françaises ou à participation française
blanchard-f,Blanchard,F. Blanchard,1,1,3,administrateur,1945,1953,Sociétés françaises ou à participation française
lacouture-c,Lacouture,Ch. Lacouture,1,1,3,administrateur,1945,1953,Sociétés françaises ou à participation française
collette-c,Collette,Ch. Collette,1,1,2,administrateur,1945,1948,Sociétés françaises ou à participation française
soula-a,Soula,A. Soula,1,1,2,administrateur,1920,1923,Sociétés françaises ou à participation française
ch-h-perrin,Ch.-H. Perrin,Ch.-H. Perrin,1,1,2,administrateur,1927,1940,Sociétés françaises ou à participation française
gradis-g,Gradis,G. Gradis,1,1,2,administrateur,1945,1948,Sociétés françaises ou à participation française
roullin,Roullin,Roullin,1,1,2,administrateur,1948,1953,Sociétés françaises ou à participation française
bouneau-j,Bouneau,J.-E. Bouneau,1,1,1,administrateur,1925,1925,Sociétés françaises ou à participation française
proyart-e,Proyart,E. Proyart,1,1,1,administrateur,1925,1925,Sociétés françaises ou à participation française
et-f-nebout,et F. Nebout,et F. Nebout,1,1,1,administrateur,1925,1925,Sociétés françaises ou à participation française
via-lanfranchi,via Lanfranchi,via Lanfranchi,1,1,1,administrateur,1920,1920,Sociétés françaises ou à participation française
de-chasseloup-laubat-l,de Chasseloup-Laubat,Louis de Chasseloup-Laubat,1,1,1,administrateur,1920,1920,Sociétés françaises ou à participation française
garcin-f,Garcin,Félix Garcin,1,1,1,administrateur,1920,1920,Sociétés françaises ou à participation française
gollion-c,Gollion,Claude Gollion,1,1,1,administrateur,1920,1920,Sociétés françaises ou à participation française
lunet-de-lajonquiere-e,Lunet de Lajonquière,Étienne-Edmond Lunet de Lajonquière,1,1,1,administrateur,1920,1920,Sociétés françaises ou à participation française
commune-de-saint-sigismond-de-clermont,commune de Saint-Sigismond-de-Clermont,commune de Saint-Sigismond-de-Clermont,1,1,1,administrateur,1920,1920,Sociétés françaises ou à participation française
poulou-i,Poulou,Isidore Poulou,1,1,1,administrateur,1920,1920,Sociétés françaises ou à participation française
commune-de-riscle,commune de Riscle,commune de Riscle,1,1,1,administrateur,1920,1920,Sociétés françaises ou à participation française
et-henry-de-saluces,et Henry de Saluces,et Henry de Saluces,1,1,1,administrateur,1920,1920,Sociétés françaises ou à participation française
commune-de-saint-mary,commune de Saint-Mary,commune de Saint-Mary,1,1,1,administrateur,1920,1920,Sociétés françaises ou à participation française
poutou-i,Poutou,I. Poutou,1,1,1,vice_president,1936,1936,Sociétés françaises ou à participation française
poutou-l,Poutou,L. Poutou,1,1,1,vice_president,1940,1940,Sociétés françaises ou à participation française
administrateurs-commissaires-mm-r-delcamp,administrateurs. Commissaires: MM. R. Delcamp,administrateurs. Commissaires: MM. R. Delcamp,1,1,1,administrateur,1940,1940,Sociétés françaises ou à participation française
poulou-l,Poulou,L. Poulou,1,1,1,president_directeur_general,1945,1945,Sociétés françaises ou à participation française
scharpf-en-remplacement-de-gollion-j,Scharpf en remplacement de Gollion,J. Scharpf en remplacement de Gollion,1,1,1,administrateur,1953,1953,Sociétés françaises ou à participation française
descombes-e,Descombes,E. Descombes,1,1,1,administrateur,1927,1927,Sociétés françaises ou à participation française
pams-commissaires-des-comptes-j-labbe-p,Pams. Commissaires des comptes: J. Labbé,P. Pams. Commissaires des comptes: J. Labbé,1,1,1,administrateur,1937,1937,Sociétés françaises ou à participation française
p-colette,P Colette,P Colette,1,1,1,vice_president,1938,1938,Sociétés françaises ou à participation française
et-j-prevet,et J Prevet,et J Prevet,1,1,1,vice_president,1938,1938,Sociétés françaises ou à participation française
r-thierry-mieg,R Thierry- Mieg,R Thierry- Mieg,1,1,1,administrateur_delegue,1938,1938,Sociétés françaises ou à participation française
membres-mm-j-chaubret,Membres: MM. J. Chaubret,Membres: MM. J. Chaubret,1,1,1,president,1938,1938,Sociétés françaises ou à participation française
y-lyon,Y Lyon,Y Lyon,1,1,1,president,1938,1938,Sociétés françaises ou à participation française
prevet-commissaires-des-comptes-j-labbe-j,Prevet. Commissaires des comptes: J. Labbé,J. Prevet. Commissaires des comptes: J. Labbé,1,1,1,administrateur,1940,1940,Sociétés françaises ou à participation française
kirch-commissaires-des-comptes-j-labbe-a,Kirch. Commissaires des comptes: J. Labbé,A. Kirch. Commissaires des comptes: J. Labbé,1,1,1,administrateur,1945,1945,Sociétés françaises ou à participation française
milagou-a,Milagou,A. Milagou,1,1,1,administrateur,1948,1948,Sociétés françaises ou à participation française
girod-eymery-commissaires-des-comptes-j-labbe-h,Girod-Eymery. Commissaires des comptes: J. Labbé,H. Girod-Eymery. Commissaires des comptes: J. Labbé,1,1,1,administrateur,1948,1948,Sociétés françaises ou à participation française
