company_key,company_name,attribute,value,year,source_ref,doc_id
banquenationalecentrafricainedepots,Banque nationale centrafricaine de dépôts,capital,520.000.000 francs,,,afrique-equatoriale-bncd-bangui-af9487
banquenationalecentrafricainedepots,Banque nationale centrafricaine de dépôts,head_office,Bangui (Empire centrafricain),,,afrique-equatoriale-bncd-bangui-af9487
agricoleindustrielleafriqueequatoriale,Compagnie Agricole et Industrielle de l'Afrique Equatoriale,capital,100.000 fr.,1928,"La Journée industrielle, 7 avril 1928",afrique-equatoriale-caiae-rochereau-e0ee96
agricoleindustrielleafriqueequatoriale,Compagnie Agricole et Industrielle de l'Afrique Equatoriale,head_office,"est à Paris, 110, rue de Richelieu",1928,"La Journée industrielle, 7 avril 1928",afrique-equatoriale-caiae-rochereau-e0ee96
agricoleindustrielleafriqueequatoriale,Compagnie Agricole et Industrielle de l'Afrique Equatoriale,founded_date,1928-03-13,1936,"Les Documents politiques, février 1936",afrique-equatoriale-caiae-rochereau-e0ee96
commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,capital,1.000.000 francs,1903,"La Dépêche coloniale, 2 juin 1903",afrique-equatoriale-ccccf-372a01
commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,head_office,"est à Paris, rue d’Alger, no 3, après avoir été 10, rue d'Argenteuil",1903,"La Dépêche coloniale, 2 juin 1903",afrique-equatoriale-ccccf-372a01
oubangui,Compagnie Française de l'Oubangui,founded_date,1930-07-26,1930,"La Journée industrielle, 10 août 1930",afrique-equatoriale-cie-frse-oubangui-843d97
oubangui,Compagnie Française de l'Oubangui,head_office,"est à Paris, 16, rue Le-Peletier",1930,"La Journée industrielle, 10 août 1930",afrique-equatoriale-cie-frse-oubangui-843d97
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,capital,1.200.000 fr.,1926,"Les Archives commerciales de la France, 17 décembre 1926",afrique-equatoriale-congolaise-du-caoutchouc-ac5370
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,head_office,Paris,1926,"Les Archives commerciales de la France, 17 décembre 1926",afrique-equatoriale-congolaise-du-caoutchouc-ac5370
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,capital,1.800.600 fr.,1926,"La Journée industrielle, 29 décembre 1926",afrique-equatoriale-congolaise-du-caoutchouc-ac5370
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,head_office,"est à Paris, 47, rue Vivienne",1926,"La Journée industrielle, 29 décembre 1926",afrique-equatoriale-congolaise-du-caoutchouc-ac5370
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,head_office,"47, rue Vivienne",1927,"BALO, 31 janvier 1927",afrique-equatoriale-congolaise-du-caoutchouc-ac5370
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,capital,1.200.000 francs,1927,"Cote de la Bourse et de la banque, 2 juin 1927",afrique-equatoriale-congolaise-du-caoutchouc-ac5370
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,capital,1.200.000 francs,1928,"Cote de la Bourse et de la banque, 12 janvier 1928",afrique-equatoriale-congolaise-du-caoutchouc-ac5370
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,capital,6.200.000 fr.,1928,"Paris-Soir, 27 janvier 1928",afrique-equatoriale-congolaise-du-caoutchouc-ac5370
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,head_office,Paris,1928,"Paris-Soir, 27 janvier 1928",afrique-equatoriale-congolaise-du-caoutchouc-ac5370
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,head_office,"Paris, est, à",1930,"Les Annales coloniales, 7 février 1930",afrique-equatoriale-congolaise-du-caoutchouc-ac5370
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,capital,6.200.000 fr.,1932,"La Journée industrielle, 21 mai 1932",afrique-equatoriale-congolaise-du-caoutchouc-ac5370
culturecotonoubanguiparjeansuretcanale,"culture du coton en Oubangui, par Jean Suret-Canale",capital,11 millions francs,,,afrique-equatoriale-coton-oubangui-suret-canale-e233c5
cotonsafricains,Societe francaise des Cotons africains,capital,97.500.000 francs,,,afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Societe francaise des Cotons africains,head_office,BANGUI (A. E. F.),,,afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Societe francaise des Cotons africains,capital,7.500.000 fr.,1932,"La Journée industrielle, 23 janvier 1932",afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Societe francaise des Cotons africains,head_office,"est fixé à Paris, 20, rue de la Paix, le capital est de",1932,"La Journée industrielle, 23 janvier 1932",afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Societe francaise des Cotons africains,founded_date,1931-12-29,1935,"L'Information financière, économique et politique, 22 février 1935, p. 3",afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Societe francaise des Cotons africains,capital,7.500.000 fr.,1935,"L'Information financière, économique et politique, 22 février 1935, p. 3",afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Societe francaise des Cotons africains,capital,97.500.000 francs,1950,"L’Information financière, économique et politique, 4 avril 1950",afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Societe francaise des Cotons africains,head_office,BANGUI (A. E. F.),1950,"L’Information financière, économique et politique, 4 avril 1950",afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Societe francaise des Cotons africains,capital,165.000.000 francs,1950,"L’Information financière, économique et politique, 24 octobre 1950",afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Societe francaise des Cotons africains,head_office,Bangui en Oubangui-Chari (A.E.F.) et exerce son activité,1950,"L’Information financière, économique et politique, 24 octobre 1950",afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Société française des cotons africains,capital,165 millions fr.,1951,"AEC 1951, p. 527",afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Société française des cotons africains,head_office,"Bangui, B. P. 82 (A. E. F.)",1951,"AEC 1951, p. 527",afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Société française des cotons africains,capital,300 millions francs,1958,"L’Information financière, économique et politique, 14 juin 1958",afrique-equatoriale-cotonaf-98ccec
cotonsafricains,Société française des cotons africains,head_office,Bangui (A.-E.F.),1958,"L’Information financière, économique et politique, 14 juin 1958",afrique-equatoriale-cotonaf-98ccec
exploitationsminieresoubangui,Exploitations minières de l'Oubangui,capital,10 millions fr.,,,afrique-equatoriale-exploit-min-oubangui-a24e13
exploitationsminieresoubangui,Exploitations minières de l'Oubangui,head_office,Paris,,,afrique-equatoriale-exploit-min-oubangui-a24e13
exploitationsminieresoubangui,Exploitations minières de l'Oubangui,capital,1.200.000 fr.,1928,"La Cote de la Bourse et de la banque, 24 janvier 1928",afrique-equatoriale-exploit-min-oubangui-a24e13
exploitationsminieresoubangui,Exploitations minières de l'Oubangui,head_office,"à Paris, 94, rue de la Victoire. Conseil d’administration : MM. R. d’Andrimont",1928,"La Cote de la Bourse et de la banque, 24 janvier 1928",afrique-equatoriale-exploit-min-oubangui-a24e13
exploitationsminieresoubangui,Exploitations minières de l'Oubangui,capital,1.200.000 fr.,1928,"L’Écho des mines et de la métallurgie, 10 février 1928",afrique-equatoriale-exploit-min-oubangui-a24e13
exploitationsminieresoubangui,Exploitations minières de l'Oubangui,capital,10 millions fr.,1929,"Les Annales coloniales, 12 août 1929",afrique-equatoriale-exploit-min-oubangui-a24e13
exploitationsminieresoubangui,Exploitations minières de l'Oubangui,head_office,Paris,1929,"Les Annales coloniales, 12 août 1929",afrique-equatoriale-exploit-min-oubangui-a24e13
exploitationsminieresoubangui,Exploitations minières de l'Oubangui,founded_date,1927-12-30,1931,"L’Écho des mines et de la métallurgie, 10 janvier 1931, p. 37",afrique-equatoriale-exploit-min-oubangui-a24e13
