company_id,name,sectors,n_ties,n_directors,first_year,last_year
cotonsafricains,Societe francaise des Cotons africains,mines et industries,50,27,1932,1964
kouango,"Compagnie du Kouango français, puis Compagnie nouvelle du Kouango français",mines et industries,57,26,1920,1951
kotto,La Kotto,mines et industries,22,19,1903,1922
oubangui,Compagnie Française de l'Oubangui,Commerce,12,11,1930,1930
commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,mines et industries,10,10,1903,1903
ouhamenana,Compagnie française de l'Ouhamé et de la Nana,mines et industries,10,10,1922,1951
exploitationsminieresoubangui,Exploitations minières de l'Oubangui,mines et industries,10,9,1928,1931
oubanguiombella,Compagnie Française de l'Oubangui-Ombella,Commerce,10,9,1900,1900
miniereogouelobayeberberati,"Société Minière Ogoué-Lobaye, Berberati",mines et industries,9,9,1950,1951
hautesangha,Société de la Haute-Sangha,mines et industries,12,8,1899,1902
miniereintercoloniale,Société minière intercoloniale,mines et industries,10,8,1951,1953
agricoleindustrielleafriqueequatoriale,Compagnie Agricole et Industrielle de l’Afrique Equatoriale,mines et industries,5,5,1936,1936
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,mines et industries,5,5,1926,1926
africaineconstructionscivilesindustrielles,Société Africaine de Constructions civiles et industrielles,mines et industries,4,4,,
commercialecotonniereouhamenanacomouna,Cie commerciale et cotonnière de l'Ouhamé-Nana « Comouna »,mines et industries,3,3,1951,1951
