company_id_1,company_id_2,period,weight,shared_directors
congolaisecaoutchouc,kouango,1914_1929,2,mandel-a; weber-j
kotto,kouango,1914_1929,1,superville-m
agricoleindustrielleafriqueequatoriale,kouango,1930_1944,1,mandel-a
miniereintercoloniale,miniereogouelobayeberberati,1945_1962,4,asscher-l; berger-h; berger-v; de-flers-f
commercialecotonniereouhamenanacomouna,ouhamenana,1945_1962,3,bobichon-j; martineau-g; simenel-m
