doc_id,company_key,company_name,person_id,name_clean,surname,given,role,year,period,is_board_seat,source_ref,annotation,sector,country,region,anchor_type,trigger,member_raw
afrique-equatoriale-caiae-rochereau-e0ee96,agricoleindustrielleafriqueequatoriale,Compagnie Agricole et Industrielle de l'Afrique Equatoriale,vendeenne-de-bonneterie-f,Fabrique vendéenne de bonneterie,vendéenne de bonneterie,Fabrique,administrateur,1936,1930_1944,1,"Les Documents politiques, février 1936",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,admin_label,Fabrique vendéenne de bonneterie
afrique-equatoriale-caiae-rochereau-e0ee96,agricoleindustrielleafriqueequatoriale,Compagnie Agricole et Industrielle de l'Afrique Equatoriale,industrielle-de-l-afrique-equatoriale,industrielle de l'Afrique équatoriale,industrielle de l'Afrique équatoriale,,administrateur,1936,1930_1944,1,"Les Documents politiques, février 1936",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,admin_label,industrielle de l'Afrique équatoriale
afrique-equatoriale-caiae-rochereau-e0ee96,agricoleindustrielleafriqueequatoriale,Compagnie Agricole et Industrielle de l'Afrique Equatoriale,tremois-r,Robert Trémois,Trémois,Robert,president,1936,1930_1944,1,"Les Documents politiques, février 1936",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,MM. Robert Trémois
afrique-equatoriale-caiae-rochereau-e0ee96,agricoleindustrielleafriqueequatoriale,Compagnie Agricole et Industrielle de l'Afrique Equatoriale,mandel-a,Auguste Mandel,Mandel,Auguste,administrateur,1936,1930_1944,1,"Les Documents politiques, février 1936",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Auguste Mandel
afrique-equatoriale-caiae-rochereau-e0ee96,agricoleindustrielleafriqueequatoriale,Compagnie Agricole et Industrielle de l'Afrique Equatoriale,peinturier-g,Gaston Peinturier,Peinturier,Gaston,administrateur,1936,1930_1944,1,"Les Documents politiques, février 1936",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Gaston Peinturier
afrique-equatoriale-ccccf-372a01,commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,cabaret-p,Paul Cabaret,Cabaret,Paul,administrateur,1903,pre_1914,1,"La Dépêche coloniale, 2 juin 1903",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,MM. Paul Cabaret
afrique-equatoriale-ccccf-372a01,commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,flachon-v,Victor Flachon,Flachon,Victor,administrateur,1903,pre_1914,1,"La Dépêche coloniale, 2 juin 1903",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,Victor Flachon
afrique-equatoriale-ccccf-372a01,commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,guinard-a,A. Guinard,Guinard,A.,administrateur,1903,pre_1914,1,"La Dépêche coloniale, 2 juin 1903",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,A. Guinard
afrique-equatoriale-ccccf-372a01,commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,mainard,Mainard,Mainard,,administrateur,1903,pre_1914,1,"La Dépêche coloniale, 2 juin 1903",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,Mainard
afrique-equatoriale-ccccf-372a01,commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,situee-sur-les-rives-de-la-mambere,située sur les rives de la Mambéré,située sur les rives de la Mambéré,,administrateur,1903,pre_1914,1,"La Dépêche coloniale, 2 juin 1903",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,située sur les rives de la Mambéré
afrique-equatoriale-ccccf-372a01,commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,installer-definitivement-des-factoreries-a-bomendo,installer définitivement des factoreries à Bomendouri,installer définitivement des factoreries à Bomendouri,,administrateur,1903,pre_1914,1,"La Dépêche coloniale, 2 juin 1903",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,installer définitivement des factoreries à Bomendouri
afrique-equatoriale-ccccf-372a01,commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,dumbi,Dumbi,Dumbi,,administrateur,1903,pre_1914,1,"La Dépêche coloniale, 2 juin 1903",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,Dumbi
afrique-equatoriale-ccccf-372a01,commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,boudei,Boudei,Boudei,,administrateur,1903,pre_1914,1,"La Dépêche coloniale, 2 juin 1903",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,Boudei
afrique-equatoriale-ccccf-372a01,commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,molley,Molley,Molley,,administrateur,1903,pre_1914,1,"La Dépêche coloniale, 2 juin 1903",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,Molley
afrique-equatoriale-ccccf-372a01,commercialecolonisationcongo,Compagnie Commerciale de Colonisation du Congo français,devouee-que-nous-avons-en-afrique,dévouée que nous avons en Afrique,dévouée que nous avons en Afrique,,administrateur,1903,pre_1914,1,"La Dépêche coloniale, 2 juin 1903",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,dévouée que nous avons en Afrique
afrique-equatoriale-cie-frse-oubangui-843d97,oubangui,Compagnie Française de l'Oubangui,delbeke-c,Charles Delbeke,Delbeke,Charles,administrateur,1930,1930_1944,1,"La Journée industrielle, 10 août 1930",,Commerce,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,premiers_admin,MM. Charles Delbeke
afrique-equatoriale-cie-frse-oubangui-843d97,oubangui,Compagnie Française de l'Oubangui,julhiet-e,Édouard Julhiet,Julhiet,Édouard,administrateur,1930,1930_1944,1,"La Journée industrielle, 10 août 1930",,Commerce,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,premiers_admin,Édouard Julhiet
afrique-equatoriale-cie-frse-oubangui-843d97,oubangui,Compagnie Française de l'Oubangui,et-jules-joseph-van-lancker,et Jules-Joseph Van Lancker,et Jules-Joseph Van Lancker,,administrateur,1930,1930_1944,1,"La Journée industrielle, 10 août 1930",,Commerce,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,premiers_admin,et Jules-Joseph Van Lancker
afrique-equatoriale-cie-frse-oubangui-843d97,oubangui,Compagnie Française de l'Oubangui,clarac-r,René Clarac,Clarac,René,administrateur,1930,1930_1944,1,"La Journée industrielle, 10 août 1930",,Commerce,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,René Clarac
afrique-equatoriale-cie-frse-oubangui-843d97,oubangui,Compagnie Française de l'Oubangui,delbeke-c,Charles Delbeke,Delbeke,Charles,administrateur,1930,1930_1944,1,"La Journée industrielle, 10 août 1930",,Commerce,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Charles Delbeke
afrique-equatoriale-cie-frse-oubangui-843d97,oubangui,Compagnie Française de l'Oubangui,van-lancker-j,J. Van Lancker,Van Lancker,J.,administrateur,1930,1930_1944,1,"La Journée industrielle, 10 août 1930",,Commerce,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,J. Van Lancker
afrique-equatoriale-cie-frse-oubangui-843d97,oubangui,Compagnie Française de l'Oubangui,van-lancker-presid-j,Jules Van Lancker présid,Van Lancker présid,Jules,administrateur,1930,1930_1944,1,"La Journée industrielle, 10 août 1930",,Commerce,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,MM. Jules Van Lancker présid
afrique-equatoriale-cie-frse-oubangui-843d97,oubangui,Compagnie Française de l'Oubangui,bith-j,Joseph Bith,Bith,Joseph,administrateur,1930,1930_1944,1,"La Journée industrielle, 10 août 1930",Pétrofina française,Commerce,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Joseph Bith [Pétrofina française]
afrique-equatoriale-cie-frse-oubangui-843d97,oubangui,Compagnie Française de l'Oubangui,chasset-r,Raymond Chasset,Chasset,Raymond,administrateur,1930,1930_1944,1,"La Journée industrielle, 10 août 1930",,Commerce,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Raymond Chasset
afrique-equatoriale-cie-frse-oubangui-843d97,oubangui,Compagnie Française de l'Oubangui,loison-r,Robert Loison,Loison,Robert,administrateur,1930,1930_1944,1,"La Journée industrielle, 10 août 1930",,Commerce,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Robert Loison
afrique-equatoriale-cie-frse-oubangui-843d97,oubangui,Compagnie Française de l'Oubangui,laridant,Laridant,Laridant,,administrateur,1930,1930_1944,1,"La Journée industrielle, 10 août 1930",,Commerce,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Laridant
afrique-equatoriale-cie-frse-oubangui-843d97,oubangui,Compagnie Française de l'Oubangui,jaminet,Jaminet,Jaminet,,administrateur,1930,1930_1944,1,"La Journée industrielle, 10 août 1930",,Commerce,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Jaminet
afrique-equatoriale-congolaise-du-caoutchouc-ac5370,congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,weber-j,Jean Weber,Weber,Jean,administrateur,1926,1914_1929,1,"La Journée industrielle, 29 décembre 1926",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,MM. Jean Weber
afrique-equatoriale-congolaise-du-caoutchouc-ac5370,congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,mandel-a,Auguste Mandel,Mandel,Auguste,administrateur,1926,1914_1929,1,"La Journée industrielle, 29 décembre 1926",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,Auguste Mandel
afrique-equatoriale-congolaise-du-caoutchouc-ac5370,congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,joubert-a,André Joubert,Joubert,André,administrateur,1926,1914_1929,1,"La Journée industrielle, 29 décembre 1926",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,André Joubert
afrique-equatoriale-congolaise-du-caoutchouc-ac5370,congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,nenard-r,Raoul Nénard,Nénard,Raoul,administrateur,1926,1914_1929,1,"La Journée industrielle, 29 décembre 1926",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,Raoul Nénard
afrique-equatoriale-congolaise-du-caoutchouc-ac5370,congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,et-maurice-superville,et Maurice Superville,et Maurice Superville,,administrateur,1926,1914_1929,1,"La Journée industrielle, 29 décembre 1926",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,et Maurice Superville
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,boussenot-g,Georges Boussenot,Boussenot,Georges,administrateur,1964,post_1962,1,"Mons,1889-Paris, 1964",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,premiers_admin,MM. Georges Boussenot
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,ph-chocarne,Ph. Chocarne,Ph. Chocarne,,administrateur,1964,post_1962,1,"Mons,1889-Paris, 1964",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,premiers_admin,Ph. Chocarne
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,dewez-h,Henry Dewez,Dewez,Henry,administrateur,1964,post_1962,1,"Mons,1889-Paris, 1964",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,premiers_admin,Henry Dewez
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,du-monceau-de-bergendael-j,Jean du Monceau de Bergendael,du Monceau de Bergendael,Jean,administrateur,1964,post_1962,1,"Mons,1889-Paris, 1964",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,premiers_admin,Jean du Monceau de Bergendael
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,pflieger-r,Robert Pflieger,Pflieger,Robert,administrateur,1964,post_1962,1,"Mons,1889-Paris, 1964",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,premiers_admin,Robert Pflieger
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,rhodius-j,Joseph Rhodius,Rhodius,Joseph,administrateur,1964,post_1962,1,"Mons,1889-Paris, 1964",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,premiers_admin,Joseph Rhodius
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,vigneron-f,Fernand Vigneron,Vigneron,Fernand,administrateur,1964,post_1962,1,"Mons,1889-Paris, 1964",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,premiers_admin,Fernand Vigneron
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,chocarne-p,Philippe Chocarne,Chocarne,Philippe,administrateur,1932,1930_1944,1,"La Journée industrielle, 23 janvier 1932",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,MM. Philippe Chocarne
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,dewez-h,Henry Dewez,Dewez,Henry,administrateur,1932,1930_1944,1,"La Journée industrielle, 23 janvier 1932",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,Henry Dewez
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,du-monceau-de-bergendahl,du Monceau de Bergendahl,du Monceau de Bergendahl,,administrateur,1932,1930_1944,1,"La Journée industrielle, 23 janvier 1932",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,comte du Monceau de Bergendahl
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,p-pflieger-r,Robert P. Pflieger,P. Pflieger,Robert,administrateur,1932,1930_1944,1,"La Journée industrielle, 23 janvier 1932",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,Robert P. Pflieger
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,rhodius-j,Joseph Rhodius,Rhodius,Joseph,administrateur,1932,1930_1944,1,"La Journée industrielle, 23 janvier 1932",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,Joseph Rhodius
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,castel-bel-air-citadelle,castel Bel-Air Citadelle,castel Bel-Air Citadelle,,administrateur,1932,1930_1944,1,"La Journée industrielle, 23 janvier 1932",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,castel Bel-Air Citadelle
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,et-fernand-vigneron,et Fernand Vigneron,et Fernand Vigneron,,administrateur,1932,1930_1944,1,"La Journée industrielle, 23 janvier 1932",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_compose,et Fernand Vigneron
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,fourn-g,Gaston Fourn,Fourn,Gaston,president,1935,1930_1944,1,"L'Information financière, économique et politique, 22 février 1935, p. 3",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,MM. Gaston Fourn
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,boussenot-g,Georges Boussenot,Boussenot,Georges,administrateur,1935,1930_1944,1,"L'Information financière, économique et politique, 22 février 1935, p. 3",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Georges Boussenot
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,chocarne-p,Philippe Chocarne,Chocarne,Philippe,administrateur,1935,1930_1944,1,"L'Information financière, économique et politique, 22 février 1935, p. 3",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Philippe Chocarne
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,dewez-h,Henri Dewez,Dewez,Henri,administrateur,1935,1930_1944,1,"L'Information financière, économique et politique, 22 février 1935, p. 3",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Henri Dewez
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,du-monceau-de-bergendael-j,Jean du Monceau de Bergendael,du Monceau de Bergendael,Jean,administrateur,1935,1930_1944,1,"L'Information financière, économique et politique, 22 février 1935, p. 3",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,comte Jean du Monceau de Bergendael
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,eloy-l,Louis Éloy,Éloy,Louis,administrateur,1935,1930_1944,1,"L'Information financière, économique et politique, 22 février 1935, p. 3",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Louis Éloy
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,p-pflieger-r,Robert P. Pflieger,P. Pflieger,Robert,administrateur,1935,1930_1944,1,"L'Information financière, économique et politique, 22 février 1935, p. 3",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Robert P. Pflieger
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,rhodius-j,Joseph Rhodius,Rhodius,Joseph,administrateur,1935,1930_1944,1,"L'Information financière, économique et politique, 22 février 1935, p. 3",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Joseph Rhodius
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Societe francaise des Cotons africains,vigneron-f,Fernand Vigneron,Vigneron,Fernand,administrateur,1935,1930_1944,1,"L'Information financière, économique et politique, 22 février 1935, p. 3",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,citation,conseil_annuaire,Fernand Vigneron
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Société française des cotons africains,fourn-g,Gaston Fourn,Fourn,Gaston,president,1951,1945_1962,1,"AEC 1951, p. 527",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,aec_entry,conseil_annuaire,MM. Gaston Fourn
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Société française des cotons africains,boussenot-g,Georges Boussenot,Boussenot,Georges,administrateur,1951,1945_1962,1,"AEC 1951, p. 527",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,aec_entry,conseil_annuaire,Georges Boussenot
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Société française des cotons africains,chocarne-p,Philippe Chocarne,Chocarne,Philippe,administrateur,1951,1945_1962,1,"AEC 1951, p. 527",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,aec_entry,conseil_annuaire,Philippe Chocarne
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Société française des cotons africains,dewez-h,Henry Dewez,Dewez,Henry,administrateur,1951,1945_1962,1,"AEC 1951, p. 527",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,aec_entry,conseil_annuaire,Henry Dewez
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Société française des cotons africains,p-pflieger-r,Robert P. Pflieger,P. Pflieger,Robert,administrateur,1951,1945_1962,1,"AEC 1951, p. 527",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,aec_entry,conseil_annuaire,Robert P. Pflieger
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Société française des cotons africains,rhodius-j,Joseph Rhodius,Rhodius,Joseph,administrateur,1951,1945_1962,1,"AEC 1951, p. 527",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,aec_entry,conseil_annuaire,Joseph Rhodius
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Société française des cotons africains,moxhon-h,H. Moxhon,Moxhon,H.,administrateur,1951,1945_1962,1,"AEC 1951, p. 527",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,aec_entry,conseil_annuaire,H. Moxhon
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Société française des cotons africains,lecluse-v,V. Lécluse,Lécluse,V.,administrateur,1951,1945_1962,1,"AEC 1951, p. 527",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,aec_entry,conseil_annuaire,V. Lécluse
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Société française des cotons africains,viollette,Viollette,Viollette,,administrateur,1951,1945_1962,1,"AEC 1951, p. 527",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,aec_entry,conseil_annuaire,M. Viollette
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Société française des cotons africains,laurans-h,H. Laurans,Laurans,H.,administrateur,1951,1945_1962,1,"AEC 1951, p. 527",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,aec_entry,conseil_annuaire,H. Laurans
afrique-equatoriale-cotonaf-98ccec,cotonsafricains,Société française des cotons africains,fr-h-terlinck,Fr. H. Terlinck,Fr. H. Terlinck,,administrateur,1951,1945_1962,1,"AEC 1951, p. 527",,mines et industries,Oubangui-Chari (Centrafrique),Afrique equatoriale francaise,aec_entry,conseil_annuaire,Fr. H. Terlinck
