person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
mandel-a,Mandel,A. Mandel; Auguste Mandel,3,3,6,administrateur,1926,1936,mines et industries
weber-j,Weber,J. Weber; J. Wéber; Jean Weber,2,2,7,administrateur,1926,1936,mines et industries
superville-m,Superville,Maurice Superville; Superville,2,2,4,administrateur,1903,1927,mines et industries
joubert-a,Joubert,Andre Joubert; André Joubert,2,2,3,administrateur,1926,1951,mines et industries
josse-a-adrien,Josse,Adrien Josse,2,2,3,administrateur,1906,1925,mines et industries
asscher-l,Asscher,L. Asscher; Louis Asscher,2,2,3,administrateur,1950,1953,mines et industries
berger-v,Berger,V. Berger; Vincent Berger,2,2,3,administrateur,1950,1953,mines et industries
cabaret-p,Cabaret,P. Cabaret; Paul Cabaret,2,2,2,administrateur,1903,1922,mines et industries
guinard-a,Guinard,A. Guinard; Arthur Guinard,2,2,2,administrateur,1903,1922,mines et industries
berger-h,Berger,Henri Berger,2,2,2,administrateur,1950,1951,mines et industries
de-flers-f,de Flers,François de Flers,2,2,2,administrateur,1951,1951,mines et industries
martineau-g,Martineau,Georges Martineau,2,2,2,administrateur,1951,1951,mines et industries
simenel-m,Simenel,Marcel Simenel,2,2,2,administrateur,1951,1951,mines et industries
bobichon-j,Bobichon,Jean Bobichon,2,2,2,administrateur,1951,1951,mines et industries
keusters-l,Keusters,L. Keusters,1,1,6,administrateur,1920,1929,mines et industries
pierre-c,Pierre,Ch. Pierre,1,1,6,administrateur,1920,1929,mines et industries
rhodius-j,Rhodius,J. Rhodius; Joseph Rhodius,1,1,5,administrateur,1932,1964,mines et industries
engeringh-c,Engeringh,Ch Engeringh; Ch. Engeringh,1,1,5,administrateur,1920,1927,mines et industries
lippens-h,Lippens,H. Lippens; Henri Lippens,1,1,5,administrateur,1920,1927,mines et industries
ortegat-h,Ortégat,H. Ortegat; H. Ortégat,1,1,5,administrateur,1920,1927,mines et industries
boussenot-g,Boussenot,G. Boussenot; Georges Boussenot,1,1,4,administrateur,1935,1964,mines et industries
dewez-h,Dewez,Henri Dewez; Henry Dewez,1,1,4,administrateur,1932,1964,mines et industries
josse-a,Josse,A. Josse,1,1,4,administrateur,1920,1929,mines et industries
chocarne-p,Chocarne,Philippe Chocarne,1,1,3,administrateur,1932,1951,mines et industries
p-pflieger-r,P. Pflieger,Robert P. Pflieger,1,1,3,administrateur,1932,1951,mines et industries
mathias-a,Mathias,A. Mathias,1,1,3,administrateur,1929,1933,mines et industries
delbeke-c,Delbeke,Charles Delbeke,1,1,2,administrateur,1930,1930,Commerce
ph-chocarne,Ph. Chocarne,Ph. Chocarne,1,1,2,administrateur,1953,1964,mines et industries
du-monceau-de-bergendael-j,du Monceau de Bergendael,Jean du Monceau de Bergendael,1,1,2,administrateur,1935,1964,mines et industries
vigneron-f,Vigneron,Fernand Vigneron,1,1,2,administrateur,1935,1964,mines et industries
fourn-g,Fourn,Gaston Fourn,1,1,2,president,1935,1951,mines et industries
moxhon-h,Moxhon,H. Moxhon,1,1,2,administrateur,1951,1953,mines et industries
lecluse-v,Lécluse,V. Lecluse; V. Lécluse,1,1,2,administrateur,1951,1953,mines et industries
viollette-m,Viollette,Viollette,1,1,2,administrateur,1951,1953,mines et industries
motte-freres-f,Motte frères,F. Motte frères,1,1,2,administrateur,1951,1953,mines et industries
antuszewicz-g,Antuszewicz,G. Antuszewicz,1,1,2,administrateur,1951,1953,mines et industries
poinsinet-de-sivry-g,Poinsinet de Sivry,G. Poinsinet de Sivry; Gontran Poinsinet de Sivry,1,1,2,administrateur,1928,1928,mines et industries
kolb-bernard-g,Kolb-Bernard,Gustave Kolb- Bernard; Gustave Kolb-Bernard,1,1,2,administrateur,1899,1902,mines et industries
delattre-a,Delattre,Achille Delattre,1,1,2,administrateur,1899,1902,mines et industries
nogues-r,Noguès,Roger Noguès,1,1,2,administrateur,1899,1902,mines et industries
henry-r,Henry,René Henry; René-Achille Henry,1,1,2,administrateur,1899,1902,mines et industries
kenster-j,Kenster,J. Kenster,1,1,2,administrateur,1931,1933,mines et industries
vendeenne-de-bonneterie-f,vendéenne de bonneterie,Fabrique vendéenne de bonneterie,1,1,1,administrateur,1936,1936,mines et industries
industrielle-de-l-afrique-equatoriale,industrielle de l'Afrique équatoriale,industrielle de l'Afrique équatoriale,1,1,1,administrateur,1936,1936,mines et industries
tremois-r,Trémois,Robert Trémois,1,1,1,president,1936,1936,mines et industries
peinturier-g,Peinturier,Gaston Peinturier,1,1,1,administrateur,1936,1936,mines et industries
flachon-v,Flachon,Victor Flachon,1,1,1,administrateur,1903,1903,mines et industries
mainard,Mainard,Mainard,1,1,1,administrateur,1903,1903,mines et industries
situee-sur-les-rives-de-la-mambere,située sur les rives de la Mambéré,située sur les rives de la Mambéré,1,1,1,administrateur,1903,1903,mines et industries
installer-definitivement-des-factoreries-a-bomendo,installer définitivement des factoreries à Bomendouri,installer définitivement des factoreries à Bomendouri,1,1,1,administrateur,1903,1903,mines et industries
dumbi,Dumbi,Dumbi,1,1,1,administrateur,1903,1903,mines et industries
boudei,Boudei,Boudei,1,1,1,administrateur,1903,1903,mines et industries
molley,Molley,Molley,1,1,1,administrateur,1903,1903,mines et industries
devouee-que-nous-avons-en-afrique,dévouée que nous avons en Afrique,dévouée que nous avons en Afrique,1,1,1,administrateur,1903,1903,mines et industries
julhiet-e,Julhiet,Édouard Julhiet,1,1,1,administrateur,1930,1930,Commerce
et-jules-joseph-van-lancker,et Jules-Joseph Van Lancker,et Jules-Joseph Van Lancker,1,1,1,administrateur,1930,1930,Commerce
clarac-r,Clarac,René Clarac,1,1,1,administrateur,1930,1930,Commerce
van-lancker-j,Van Lancker,J. Van Lancker,1,1,1,administrateur,1930,1930,Commerce
van-lancker-presid-j,Van Lancker présid,Jules Van Lancker présid,1,1,1,administrateur,1930,1930,Commerce
bith-j,Bith,Joseph Bith,1,1,1,administrateur,1930,1930,Commerce
chasset-r,Chasset,Raymond Chasset,1,1,1,administrateur,1930,1930,Commerce
loison-r,Loison,Robert Loison,1,1,1,administrateur,1930,1930,Commerce
laridant,Laridant,Laridant,1,1,1,administrateur,1930,1930,Commerce
jaminet,Jaminet,Jaminet,1,1,1,administrateur,1930,1930,Commerce
nenard-r,Nénard,Raoul Nénard,1,1,1,administrateur,1926,1926,mines et industries
et-maurice-superville,et Maurice Superville,et Maurice Superville,1,1,1,administrateur,1926,1926,mines et industries
pflieger-r,Pflieger,Robert Pflieger,1,1,1,administrateur,1964,1964,mines et industries
du-monceau-de-bergendahl,du Monceau de Bergendahl,du Monceau de Bergendahl,1,1,1,administrateur,1932,1932,mines et industries
castel-bel-air-citadelle,castel Bel-Air Citadelle,castel Bel-Air Citadelle,1,1,1,administrateur,1932,1932,mines et industries
et-fernand-vigneron,et Fernand Vigneron,et Fernand Vigneron,1,1,1,administrateur,1932,1932,mines et industries
eloy-l,Éloy,Louis Éloy,1,1,1,administrateur,1935,1935,mines et industries
laurans-h,Laurans,H. Laurans,1,1,1,administrateur,1951,1951,mines et industries
fr-h-terlinck,Fr. H. Terlinck,Fr. H. Terlinck,1,1,1,administrateur,1951,1951,mines et industries
beau-c,Beau,Ch. Beau,1,1,1,president_directeur_general,1953,1953,mines et industries
dewez-g,Dewez,Guy Dewez,1,1,1,administrateur,1953,1953,mines et industries
elloy-l,Elloy,L. Elloy,1,1,1,administrateur,1953,1953,mines et industries
voet-e,Voet,E. Voet,1,1,1,administrateur,1953,1953,mines et industries
d-andrimont-r,d'Andrimont,René d'Andrimont,1,1,1,administrateur,1928,1928,mines et industries
froment-guieysse-g,Froment-Guieysse,Georges Froment-Guieysse,1,1,1,administrateur,1928,1928,mines et industries
carnot-j,Carnot,Jean Carnot,1,1,1,administrateur,1928,1928,mines et industries
merlin-m-martial,Merlin,Martial Merlin,1,1,1,president,1931,1931,mines et industries
gonzague-de-bellescize,Gonzague de Bellescize,Gonzague de Bellescize,1,1,1,administrateur,1931,1931,mines et industries
bobichon-h,Bobichon,Henri Bobichon,1,1,1,administrateur,1931,1931,mines et industries
chastel-a,Chastel,André Chastel,1,1,1,administrateur,1931,1931,mines et industries
collet-g-gaston,Collet,Gaston Collet,1,1,1,administrateur,1931,1931,mines et industries
nouzaret-j,Nouzaret,Jean Nouzaret,1,1,1,administrateur,1899,1899,mines et industries
bolle,Bolle,Bolle,1,1,1,administrateur,1902,1902,mines et industries
robert-smets,Robert-Smets,Robert-Smets,1,1,1,administrateur,1902,1902,mines et industries
de-mont-serrat-f,de Mont-Serrat,Frédéric de Mont-Serrat,1,1,1,administrateur,1922,1922,mines et industries
de-la-reveliere,de la Revelière,de la Revelière,1,1,1,administrateur,1922,1922,mines et industries
ph-millet,Ph. Millet,Ph. Millet,1,1,1,administrateur,1922,1922,mines et industries
mobaye,Mobaye,Mobaye,1,1,1,administrateur,1925,1925,mines et industries
kouango,Kouango,Kouango,1,1,1,administrateur,1925,1925,mines et industries
keusters-j,Keusters,J.-M. Keusters,1,1,1,administrateur,1936,1936,mines et industries
pierre-o,Pierre,Octave Pierre,1,1,1,president,1951,1951,mines et industries
pelissard,Pélissard,Pélissard,1,1,1,administrateur,1951,1951,mines et industries
remy-martin,Rémy-Martin,Rémy-Martin,1,1,1,president,1903,1903,mines et industries
genestal,Genestal,Genestal,1,1,1,vice_president,1903,1903,mines et industries
badin,Badin,Badin,1,1,1,administrateur,1903,1903,mines et industries
gratry,Gratry,Gratry,1,1,1,administrateur,1903,1903,mines et industries
josse,Josse,Josse,1,1,1,administrateur,1903,1903,mines et industries
mellier,Mellier,Mellier,1,1,1,administrateur,1903,1903,mines et industries
raverat,Raverat,Raverat,1,1,1,administrateur,1903,1903,mines et industries
siegfried,Siegfried,Siegfried,1,1,1,administrateur,1903,1903,mines et industries
genestal-h,Genestal,H. Genestal,1,1,1,administrateur,1906,1906,mines et industries
gratry-j,Gratry,J. Gratry,1,1,1,administrateur,1906,1906,mines et industries
mellier-l,Mellier,Lucien Mellier,1,1,1,administrateur,1906,1906,mines et industries
louis,Louis,Louis,1,1,1,administrateur,1913,1913,mines et industries
dewulf-v,Dewulf,Victor Dewulf,1,1,1,administrateur,1913,1913,mines et industries
siegfried-e,Siegfried,Ernest Siegfried,1,1,1,president,1922,1922,mines et industries
mathias,Mathias,Mathias,1,1,1,administrateur,1922,1922,mines et industries
senn-o,Senn,Olivier Senn,1,1,1,administrateur,1922,1922,mines et industries
berger-j,Berger,Jacques Berger,1,1,1,administrateur,1950,1950,mines et industries
catalogne-e,Catalogne,Édouard Catalogne,1,1,1,president,1951,1951,mines et industries
bastid-c,Bastid,Charles Bastid,1,1,1,administrateur,1951,1951,mines et industries
haines-leach-l,Haines Leach,Léonard Haines Leach,1,1,1,administrateur,1951,1951,mines et industries
dermody-g,Dermody,Georges Dermody,1,1,1,administrateur,1951,1951,mines et industries
trarieux,Trarieux,Trarieux,1,1,1,president,1900,1900,Commerce
desbriere,Desbrière,Desbrière,1,1,1,administrateur,1900,1900,Commerce
nicol,Nicol,Nicol,1,1,1,administrateur,1900,1900,Commerce
laroche,Laroche,Laroche,1,1,1,administrateur,1900,1900,Commerce
robin,Robin,Robin,1,1,1,administrateur,1900,1900,Commerce
moracin,Moracin,Moracin,1,1,1,administrateur,1900,1900,Commerce
et-armand-robin,et Armand Robin,et Armand Robin,1,1,1,administrateur,1900,1900,Commerce
pour-la-direction-en-france,% pour la direction en France,% pour la direction en France,1,1,1,administrateur,1900,1900,Commerce
lombard-h,Lombard,H. Lombard,1,1,1,administrateur,1922,1922,mines et industries
guegan-p,Guégan,P. Guégan,1,1,1,administrateur,1922,1922,mines et industries
guinard-g,Guinard,Georges Guinard,1,1,1,administrateur,1922,1922,mines et industries
van-voorst,Van Voorst,Van Voorst,1,1,1,administrateur,1922,1922,mines et industries
reste-f,Reste,François-Joseph Reste,1,1,1,administrateur,1951,1951,mines et industries
brueder-j,Brueder,Jean Brueder,1,1,1,president,,,mines et industries
rodary-p,Rodary,Paul Rodary,1,1,1,administrateur_delegue,,,mines et industries
ramas-j,Ramas,Jules Ramas,1,1,1,administrateur,,,mines et industries
romain-e,Romain,Élie Romain,1,1,1,administrateur,,,mines et industries
raoui-nenard,RaouI Nénard. 6,RaouI Nénard. 6,1,1,1,administrateur,1951,1951,mines et industries
mm-h-berger,… MM. H. Berger,… MM. H. Berger,1,1,1,president_directeur_general,1953,1953,mines et industries
asscher-junior-l,Asscher Junior,L. Asscher Junior,1,1,1,administrateur,1953,1953,mines et industries
duret,Duret,Duret,1,1,1,administrateur,1953,1953,mines et industries
leconte-de-l-isle,Leconte de l'Isle,Leconte de l'Isle,1,0,1,commissaire_aux_comptes,1900,1900,Commerce
