person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
gauthier-p,Gauthier,P. Gauthier; Paul Gauthier,3,3,4,administrateur,1912,1943,Sociétés diverses
e-bossiere-r,E. Bossière,René E. Bossière,2,2,3,president,1922,1943,Sociétés diverses
e-bossiere-h,E. Bossière,Henry E. Bossière,2,2,3,administrateur,1922,1943,Sociétés diverses
couvreux-a,Couvreux,A. Couvreux; Abel Couvreux,2,2,2,administrateur,1912,1922,Sociétés diverses
dewulf-f,Dewulf,F. Dewulf,1,1,1,administrateur,1912,1912,Sociétés diverses
bossiere-h,Bossière,H. Bossière,1,1,1,administrateur,1912,1912,Sociétés diverses
canu-e,Canu,E. Canu,1,1,1,administrateur,1912,1912,Sociétés diverses
dewulf-p,Dewulf,Pierre Dewulf,1,1,1,administrateur,1922,1922,Sociétés diverses
emm-couvreux,Emm. Couvreux,Emm. Couvreux,1,1,1,administrateur,1923,1923,Sociétés diverses
caille-a,Caille,Alfred-Clément Caille,1,1,1,administrateur,1928,1928,Sociétés diverses
foulon-r,Foulon,René-Félix Foulon,1,1,1,administrateur,1928,1928,Sociétés diverses
mallet-c,Mallet,Charles-Edmond Mallet,1,1,1,administrateur,1928,1928,Sociétés diverses
parc-de-montretout,parc de Montretout,parc de Montretout,1,1,1,administrateur,1928,1928,Sociétés diverses
lemee-p,Lemée,Pierre-Louis Lemée,1,1,1,administrateur,1928,1928,Sociétés diverses
saint-paul,Saint-Paul,Saint-Paul,1,1,1,administrateur,1928,1928,Sociétés diverses
amsterdam,Amsterdam,Amsterdam,1,1,1,administrateur,1928,1928,Sociétés diverses
bryde-j,Bryde,J. Bryde,1,1,1,administrateur,1910,1910,Sociétés diverses
chenantais-l,Chenantais,L. Chenantais,1,1,1,administrateur,1910,1910,Sociétés diverses
gutzeit-c,Gutzeit,C. Gutzeit,1,1,1,administrateur,1910,1910,Sociétés diverses
duros-h,Duros,H. Duros,1,1,1,administrateur,1910,1910,Sociétés diverses
daste,Dasté,Dasté,1,1,1,administrateur,1910,1910,Sociétés diverses
deposes-chez-me-lavoignat-s,déposés chez Me Lavoignat,Statuts déposés chez Me Lavoignat,1,1,1,administrateur,1910,1910,Sociétés diverses
couvreux-e,Couvreux,Emmanuel Couvreux,1,1,1,administrateur,1943,1943,Sociétés diverses
radas,Radas,Radas,1,1,1,administrateur,1943,1943,Sociétés diverses
