person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
bossiere-h,ileskerguelensaintpaulamsterdamfreresrenehenrybossiere,1,1912,1912,administrateur,1
canu-e,ileskerguelensaintpaulamsterdamfreresrenehenrybossiere,1,1912,1912,administrateur,1
couvreux-a,ileskerguelensaintpaulamsterdamfreresrenehenrybossiere,1,1912,1912,administrateur,1
dewulf-f,ileskerguelensaintpaulamsterdamfreresrenehenrybossiere,1,1912,1912,administrateur,1
gauthier-p,ileskerguelensaintpaulamsterdamfreresrenehenrybossiere,1,1912,1912,administrateur,1
couvreux-a,ileskerguelenstpaulamsterdam,1,1922,1922,administrateur,1
dewulf-p,ileskerguelenstpaulamsterdam,1,1922,1922,administrateur,1
e-bossiere-h,ileskerguelenstpaulamsterdam,2,1922,1923,administrateur,1
e-bossiere-r,ileskerguelenstpaulamsterdam,2,1922,1923,president,1
emm-couvreux,ileskerguelenstpaulamsterdam,1,1923,1923,administrateur,1
gauthier-p,ileskerguelenstpaulamsterdam,2,1922,1923,administrateur,1
amsterdam,langouste,1,1928,1928,administrateur,1
caille-a,langouste,1,1928,1928,administrateur,1
foulon-r,langouste,1,1928,1928,administrateur,1
lemee-p,langouste,1,1928,1928,administrateur,1
mallet-c,langouste,1,1928,1928,administrateur,1
saint-paul,langouste,1,1928,1928,administrateur,1
bryde-j,pecherieskerguelen,1,1910,1910,administrateur,1
chenantais-l,pecherieskerguelen,1,1910,1910,administrateur,1
daste,pecherieskerguelen,1,1910,1910,administrateur,1
duros-h,pecherieskerguelen,1,1910,1910,administrateur,1
gutzeit-c,pecherieskerguelen,1,1910,1910,administrateur,1
couvreux-e,pechesaustrales,1,1943,1943,administrateur,1
e-bossiere-h,pechesaustrales,1,1943,1943,president,1
e-bossiere-r,pechesaustrales,1,1943,1943,administrateur,1
gauthier-p,pechesaustrales,1,1943,1943,administrateur,1
radas,pechesaustrales,1,1943,1943,administrateur,1
