company_id,name,sectors,n_ties,n_directors,first_year,last_year
banquetunisie,Banque de Tunisie,"Banques et groupes financiers, assurances; Documents généraux (par ordre chronologique)",81,46,1892,1951
gafsa,Gafsa,Mines,127,45,1920,1953
djebeldjerissa,Société du Djebel-Djerissa,Mines,91,35,1917,1953
phosphatescheminsfergafsa,Compagnie des phosphates et chemins de fer de Gafsa,Mines,33,32,1898,1926
minieredjebellorbeus,Compagnie minière du Djebel-Lorbeus,Documents généraux (par ordre chronologique); Mines,49,29,1913,1926
banqueitalienneescomptebancaitalianadiscontorome,"Banque italienne d'escompte Banca italiana di sconto, Rome","Banques et groupes financiers, assurances",34,29,1920,1922
minierekanguet,"Société minière du Kanguet, puis Société nouvelle du Kanguet",Documents généraux (par ordre chronologique); Mines,62,28,1912,1950
gazregiecointeresseeeauxtunis,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,"Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities)",74,26,1887,1948
tramwaystunis,Tramways de Tunis,"Eau, gaz, électricité (Utilities)",64,26,1914,1953
phosphatestunisiens,"Société des Phosphates tunisiens, puis Pierrefitte–Kalaa-Djerba, puis Pierrefitte .",Mines,37,26,1926,1948
etablissementsluchaire,Établissements LUCHAIRE,Documents généraux (par ordre chronologique),25,25,1925,1925
minesgarnalfaya,Mines de Garn-Alfaya,Mines,56,24,1917,1953
cheminsfertunisiens,Chemins de fer tunisiens,"Transports terrestres, garages automobiles et agricoles",46,23,1931,1953
vignobleszayana,Société des Vignobles de Zayana,Industries agro-alimentaires,49,22,1927,1953
commercialetunisienne,Société Commerciale Tunisienne,Documents généraux (par ordre chronologique); Transports maritimes et aériens,27,22,1922,1938
socvelvetrum,Soc. an. du VELVET-RUM,Documents généraux (par ordre chronologique),21,21,1921,1921
tunisiennepetroles,Société Tunisienne des Petroles,Commerce; Pétrole et gaz,25,20,1920,1926
huileriessaheltunisien,Société générale des Huileries du Sahel tunisien,Industries agro-alimentaires,52,19,1895,1953
exploitationsminierestunisie,Exploitations minières en Tunisie,Mines,34,19,1927,1948
socalsaciennefilaturetissagejute,Soc. alsacienne de FILATURE et de TISSAGE de JUTE,Documents généraux (par ordre chronologique),19,19,1925,1925
tunisiennecultures,Société Tunisienne de cultures,Industries agro-alimentaires,51,18,1927,1953
salinesdjiboutisfaxmadagascar,"Salines de Djibouti, Sfax et Madagascar",Mines,34,18,1914,1947
minesmetalliquesbeja,Société Française de mines métalliques de Béja,Mines,28,18,1902,1925
dalmatienne,La Dalmatienne,Mines,26,18,1940,1948
commercialeafriquenord,Société de Commerciale de l'Afrique du Nord,Industries agro-alimentaires,23,18,1919,1922
portstunissoussesfax,"Compagnie des Ports de Tunis, Sousse et Sfax",Documents généraux (par ordre chronologique); Transports maritimes et aériens,60,17,1897,1944
salinesdjiboutimadagascar,Salines de Djibouti et de Madagascar,Mines,37,16,1929,1945
bazina,Société française du Bazina,Mines,27,16,1937,1948
boulonneriesbognybraux,BOULONNERIES de BOGNY-BRAUX,Documents généraux (par ordre chronologique),18,16,1925,1925
floridienne,La Floridienne,Mines,17,16,1926,1926
minesplombzinckohol,Société des Mines de plomb et de zinc du Kohol,Mines,23,15,1924,1938
recherchesminieresfalta,Société de Recherches minières du Falta,Mines,16,14,1929,1951
tunisiennephosphatesdjebelmdilla,Compagnie tunisienne des Phosphates du Djebel-M'dilla,Documents généraux (par ordre chronologique); Mines,46,13,1925,1944
fermierecheminsfertunisiens,Cie Fermière des chemins de fer tunisiens,"Transports terrestres, garages automobiles et agricoles",34,13,1924,1933
minesdjebelressas,Société des mines du Djebel-Ressas,Mines,24,13,1906,1938
minierefrancotunisienne,Compagnie Minière franco-tunisienne,Documents généraux (par ordre chronologique); Mines,21,13,1907,1938
immobilieretunisie,Société Immobilière de Tunisie,Industries agro-alimentaires; Sociétés foncières et immobilières,19,13,1892,1926
salinestunisie,Société des Salines de Tunisie,Mines,17,13,1920,1926
belgeminesreunies,Société belge des Mines réunies,Mines,15,13,1922,1922
mines,"Société des mines de, puis Société minière et agricole du Garn-Alfaya",Mines,15,13,1922,1926
nebida,Société de Nebida,Mines,15,13,1922,1922
