company_key,company_name,attribute,value,year,source_ref,doc_id
acconagecharbonstunisie,Société d'Acconage et de charbons de Tunisie,head_office,": Tunis, av. Stephen-Pichon prolongée",,,afrique-du-nord-acconage-charbons-tunisie-5efede
agricoleimmobilieretunisienne,Agricole Immobiliere Tunisienne,head_office,": Tunis, 10, r. de Russie",,,afrique-du-nord-agricole-immobiliere-tunis-69716e
mineszincainnouba,Société des mines de zinc d'Aïn-Nouba,capital,900.000 francs,1911,"L’Écho des mines et de la métallurgie, 3 août 1911",afrique-du-nord-ain-nouba-zinc-011fad
mineszincainnouba,Société des mines de zinc d'Aïn-Nouba,head_office,55. rue de Châteaudun. du 20 au 30,1911,"L’Écho des mines et de la métallurgie, 3 août 1911",afrique-du-nord-ain-nouba-zinc-011fad
mineszincainnouba,Société des mines de zinc d'Aïn-Nouba,head_office,"55, rue de Châteaudun, Paris. — Petites",1911,"La Cote de la Bourse et de la banque, 11 novembre 1911",afrique-du-nord-ain-nouba-zinc-011fad
mineszincainnouba,Société des mines de zinc d'Aïn-Nouba,capital,500.000 francs,1912,"L'Écho des mines et de la métallurgie, 18 avril 1912",afrique-du-nord-ain-nouba-zinc-011fad
mineszincainnouba,Société des mines de zinc d'Aïn-Nouba,head_office,"Paris : 55, rue",1912,"L'Écho des mines et de la métallurgie, 18 avril 1912",afrique-du-nord-ain-nouba-zinc-011fad
mineszincainnouba,Société des mines de zinc d'Aïn-Nouba,capital,1.000.000 francs,1913,"L’Écho des mines et de la métallurgie, 7 avril 1913",afrique-du-nord-ain-nouba-zinc-011fad
mineszincainnouba,Société des mines de zinc d'Aïn-Nouba,head_office,transféré,1913,"L’Écho des mines et de la métallurgie, 7 avril 1913",afrique-du-nord-ain-nouba-zinc-011fad
mineszincainnouba,Société des mines de zinc d'Aïn-Nouba,head_office,"Paris, 55, r. de Châteaudun",1920,"Le Sémaphore algérien, 7 avril 1920",afrique-du-nord-ain-nouba-zinc-011fad
