person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
faure-beaulieu-b,Faure-Beaulieu,Bernard Faure-Beaulieu; Faure-Beaulieu,1,1,2,administrateur,1934,1954,Sociétés françaises
jacob-h,Jacob,Henri Jacob,1,1,1,administrateur,1894,1894,Sociétés françaises
bonnaud-h,Bonnaud,Henri Bonnaud,1,1,1,administrateur,1894,1894,Sociétés françaises
van-brock-j,Van Brock,Van Brock,1,1,1,administrateur,1894,1894,Sociétés françaises
del-porto-a,Del Porto,Albert Del Porto,1,1,1,administrateur,1894,1894,Sociétés françaises
luc-a-achille,Luc,Achille Luc,1,1,1,administrateur,1894,1894,Sociétés françaises
legrand-a-alexandre,Legrand,Alexandre Legrand,1,1,1,administrateur,1894,1894,Sociétés françaises
paz-acte-depose-chez-me-rey-e,Paz. Acte déposé chez Me Rey,Eugène Paz. Acte déposé chez Me Rey,1,1,1,administrateur,1894,1894,Sociétés françaises
robellaz-f,Robellaz,Fernand Robellaz,1,1,1,administrateur,1934,1934,Sociétés françaises
boissonnas-a,Boissonnas,A. Boissonnas,1,1,1,administrateur,1934,1934,Sociétés françaises
gautheron-c,Gautheron,C.-J. Gautheron,1,1,1,administrateur,1934,1934,Sociétés françaises
tuteleers-l,Tuteleers,Louis Tuteleers,1,1,1,administrateur,1934,1934,Sociétés françaises
pdt-etudes,pdt Études,pdt Études,1,1,1,administrateur,1934,1934,Sociétés françaises
exploitations-minieres-de-l-indochine,exploitations minières de l'Indochine ],exploitations minières de l'Indochine ],1,1,1,administrateur,1934,1934,Sociétés françaises
dong-dang,Dong-Dang,Dong-Dang,1,1,1,administrateur,1954,1954,Sociétés françaises
regie-imp-crete-b,Régie Imp. Crété,Brard Régie Imp. Crété,1,1,1,administrateur,,,Sociétés françaises
corbeil,Corbeil,Corbeil,1,1,1,administrateur,,,Sociétés françaises
cattaui-e,Cattaui,Elie Cattaui,1,1,1,administrateur,1896,1896,Sociétés françaises
winchester-street-g,Winchester Street,Great Winchester Street,1,1,1,administrateur,1896,1896,Sociétés françaises
kirby,KIRBY,KIRBY,1,1,1,administrateur,1896,1896,Sociétés françaises
mundy,MUNDY,MUNDY,1,1,1,administrateur,1896,1896,Sociétés françaises
birchin-lane,Birchin-Lane,Birchin-Lane,1,1,1,administrateur,1896,1896,Sociétés françaises
