company_id,name,sectors,n_ties,n_directors,first_year,last_year
minesorlitchofilialetcheponeassociationminiere,"Société des mines d'or de Litcho, filiale de Tchépone et de l'Association minière",Sociétés françaises,9,8,1934,1954
watana,Watana,Sociétés françaises,7,7,1894,1894
mineskabin,Société des Mines de Kabin,Sociétés françaises,5,5,1896,1896
minesoroutremer,Société des Mines d'or d'Outre-Mer,Sociétés françaises,2,2,,
