person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
guerin,Guérin,Guérin,1,1,4,administrateur,1912,1920,
petit-a,Petit,A. Petit,1,1,4,administrateur,1912,1920,
marrel-l,Marrel,L. Marrel,1,1,4,administrateur,1912,1920,
marrel-j,Marrel,J. Marrel,1,1,4,administrateur,1912,1920,
bacle-l,Baclé,L. Baclé,1,1,3,administrateur,1914,1920,
dubreuilh-c,Dubreuilh,Dubreuilh,1,1,3,administrateur,1914,1920,
tavernier-h,Tavernier,H. Tavernier,1,1,3,administrateur,1914,1920,
martin,Martin,Martin,1,1,2,administrateur,1912,1920,
houdaille,Houdaille,Houdaille,1,1,2,administrateur,1914,1917,
germain-f,Germain,F. Germain,1,1,2,administrateur,1917,1920,
laurent-t,Laurent,T. Laurent,1,1,2,administrateur,1917,1920,
blount-h,Blount,H. Blount,1,1,1,administrateur,1912,1912,
perrin-j,Perrin,J. Perrin,1,1,1,administrateur,1912,1912,
boutan,Boutan,Boutan,1,1,1,administrateur,1912,1912,
bachi-l,Bachi,L. Bachi,1,1,1,administrateur,1912,1912,
patart-h,Patart. 9,H. Patart. 9,1,1,1,administrateur,1920,1920,
