company_key,company_name,attribute,value,year,source_ref,doc_id
minescuivrenaltagua,Mines de cuivre de Naltagua,capital,10.000.000 fr.,1907,"Cote de la Bourse et de la banque, 7 février 1907",antilles-guyane-mines-de-naltagua-6edef6
minescuivrenaltagua,Mines de cuivre de Naltagua,head_office,"est à Paris, 50, boulevard Haussmann",1907,"Cote de la Bourse et de la banque, 7 février 1907",antilles-guyane-mines-de-naltagua-6edef6
minescuivrenaltagua,Mines de cuivre de Naltagua,head_office,"est à Paris, boulevard Haussmann, 50. A été",1934,"Dijon, 28 septembre 1869-Paris XVIIe, rue Vernier, 19 bis, 4 mai 1934",antilles-guyane-mines-de-naltagua-6edef6
minescuivrenaltagua,Mines de cuivre de Naltagua,head_office,"5, Helder. — 30 avril 1909. — Petites Affiches",1909,"Cote de la Bourse et de la banque, 5 juillet 1909",antilles-guyane-mines-de-naltagua-6edef6
minescuivrenaltagua,Mines de cuivre de Naltagua,capital,10 millions francs,1910,"Ruy Blas, 23 avril 1910",antilles-guyane-mines-de-naltagua-6edef6
minescuivrenaltagua,Mines de cuivre de Naltagua,head_office,"Paris, 5, rue du Helder",1910,"Ruy Blas, 23 avril 1910",antilles-guyane-mines-de-naltagua-6edef6
minescuivrenaltagua,Mines de cuivre de Naltagua,founded_date,1907-01-26,1912,"Recueil des assemblées générales, 4 janvier 1912",antilles-guyane-mines-de-naltagua-6edef6
minescuivrenaltagua,Mines de cuivre de Naltagua,capital,10 millions francs,1912,"Recueil des assemblées générales, 4 janvier 1912",antilles-guyane-mines-de-naltagua-6edef6
minescuivrenaltagua,Mines de cuivre de Naltagua,head_office,"Paris, 5, rue du Helder",1912,"Recueil des assemblées générales, 4 janvier 1912",antilles-guyane-mines-de-naltagua-6edef6
minescuivrenaltagua,Mines de cuivre de Naltagua,head_office,du 5 de la rue du,1919,"La Cote de la Bourse et de la banque, 6 février 1919",antilles-guyane-mines-de-naltagua-6edef6
minescuivrenaltagua,Mines de cuivre de Naltagua,head_office,"est à Paris. 80, rue Taitbout, se sont",1922,"La Journée industrielle, 23 mars 1922",antilles-guyane-mines-de-naltagua-6edef6
naltagua,Naltagua,capital,4.500.000 francs,1942,"Le Journal, 17 août 1942",antilles-guyane-mines-de-naltagua-6edef6
