person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
chappey,Chappey,Chappey,2,2,3,administrateur,1937,1945,
grandet-h,Grandet,H. Grandet,2,2,2,administrateur,1937,1945,
dalloz-j,Dalloz,J. Dalloz,2,2,2,administrateur,1937,1945,
bourbousson-a,Bourbousson,A. Bourbousson,2,2,2,administrateur,1937,1945,
faye-j,Faye,J. Faye,2,2,2,administrateur,1938,1945,
mercier-pageyral-a,Mercier-Pageyral,A. Mercier-Pageyral,2,1,3,directeur,1937,1945,
mathis-c,Mathis,Ch. Mathis; Charles Mathis,1,1,2,commissaire_aux_comptes,1912,1937,
matte-j,Matte,J. Matte,1,1,2,administrateur,1937,1938,
chapuis-h,Chapuis,H. Chapuis,1,1,2,administrateur,1937,1938,
piron-p,Piron,P. Piron,1,1,2,administrateur,1937,1938,
lyon-m,Lyon,Max Lyon,1,1,1,administrateur_delegue,1912,1912,
boscher-a,Boscher,André Boscher,1,1,1,administrateur,1912,1912,
chalupt-c,Chalupt,Charles Chalupt,1,1,1,administrateur,1912,1912,
h-de-peyerimhoff,H de Peyerimhoff,H de Peyerimhoff,1,1,1,president,1938,1938,
adm-mm-h-chapuis,Adm.: MM. H Chapuis,Adm.: MM. H Chapuis,1,1,1,president,1938,1938,
h-grandet,H Grandet,H Grandet,1,1,1,president,1938,1938,
p-piron,P Piron,P Piron,1,1,1,president,1938,1938,
b-de-saint-seine,B de Saint-Seine,B de Saint-Seine,1,1,1,president,1938,1938,
b-de-sevenas,B de Sévenas,B de Sévenas,1,1,1,president,1938,1938,
g-de-gontaut-biron,G de Gontaut- Biron,G de Gontaut- Biron,1,1,1,president,1938,1938,
fonderie-de-minerais,Fonderie de minerais,Fonderie de minerais,1,1,1,president,1938,1938,
production-de-cuivre-brut,Production de cuivre brut,Production de cuivre brut,1,1,1,president,1938,1938,
matte-h-grandet-j,Matte: H. Grandet,J. Matte: H. Grandet,1,1,1,administrateur,1938,1938,
de-valencay,de Valençay,de Valençay,1,1,1,administrateur,1938,1938,
dalloz-a-bourbousson-j,Dalloz: A. Bourbousson,J. Dalloz: A. Bourbousson,1,1,1,administrateur,1938,1938,
leroy-l,Leroy,L. Leroy,1,1,1,administrateur,1945,1945,
germie-f,Germié,François Germié,1,0,1,commissaire_aux_comptes,1912,1912,
le-cesne-w,Le Cesne,William Le Cesne,1,0,1,commissaire_aux_comptes,1912,1912,
pageyral-m,Pageyral,Pageyral,1,0,1,directeur,1925,1925,
ecoles,Écoles,Écoles,1,0,1,directeur,1925,1925,
