company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
minescuivrenaltagua,naltagua,Mines de cuivre de Naltagua,Naltagua,5,bourbousson-a; chappey-m; dalloz-j; faye-j; grandet-h
