person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
adm-mm-h-chapuis,minescuivrenaltagua,1,1938,1938,president,1
b-de-saint-seine,minescuivrenaltagua,1,1938,1938,president,1
b-de-sevenas,minescuivrenaltagua,1,1938,1938,president,1
boscher-a,minescuivrenaltagua,1,1912,1912,administrateur,1
chalupt-c,minescuivrenaltagua,1,1912,1912,administrateur,1
chapuis-h,minescuivrenaltagua,1,1938,1938,administrateur,1
dalloz-a-bourbousson-j,minescuivrenaltagua,1,1938,1938,administrateur,1
de-valencay,minescuivrenaltagua,1,1938,1938,administrateur,1
ecoles,minescuivrenaltagua,1,1925,1925,directeur,0
faye-j,minescuivrenaltagua,1,1938,1938,administrateur,1
fonderie-de-minerais,minescuivrenaltagua,1,1938,1938,president,1
g-de-gontaut-biron,minescuivrenaltagua,1,1938,1938,president,1
germie-f,minescuivrenaltagua,1,1912,1912,commissaire_aux_comptes,0
h-de-peyerimhoff,minescuivrenaltagua,1,1938,1938,president,1
h-grandet,minescuivrenaltagua,1,1938,1938,president,1
le-cesne-w,minescuivrenaltagua,1,1912,1912,commissaire_aux_comptes,0
lyon-m,minescuivrenaltagua,1,1912,1912,administrateur_delegue,1
mathis-c,minescuivrenaltagua,1,1912,1912,commissaire_aux_comptes,0
matte-h-grandet-j,minescuivrenaltagua,1,1938,1938,administrateur,1
matte-j,minescuivrenaltagua,1,1938,1938,president,1
mercier-pageyral-a,minescuivrenaltagua,1,1938,1938,administrateur_delegue,1
p-piron,minescuivrenaltagua,1,1938,1938,president,1
pageyral-m,minescuivrenaltagua,1,1925,1925,directeur,0
palle-siege-social-a-paris-a,minescuivrenaltagua,1,1912,1912,commissaire_aux_comptes,0
paris-rabut,minescuivrenaltagua,1,1925,1925,directeur,0
piron-p,minescuivrenaltagua,1,1938,1938,administrateur,1
production-de-cuivre-brut,minescuivrenaltagua,1,1938,1938,president,1
province-de-santiago-de-saint-seine,minescuivrenaltagua,1,1925,1925,directeur,0
bourbousson-a,naltagua,1,1945,1945,administrateur,1
chappey,naltagua,2,1940,1945,administrateur,1
dalloz-j,naltagua,1,1945,1945,administrateur,1
faye-j,naltagua,1,1945,1945,administrateur,1
grandet-h,naltagua,1,1945,1945,president,1
leroy-l,naltagua,1,1945,1945,administrateur,1
mercier-pageyral-a,naltagua,1,1945,1945,directeur,0
