company_key,company_name,attribute,value,year,source_ref,doc_id
banquesalonique,Banque de Salonique,head_office,"Londres, agence à Constantinople. Création de sir. Edgard",1894,"Le Temps, 30 juillet 1894",proche-orient-banque-de-salonique-eadf6c
banquesalonique,Banque de Salonique,head_office,Salonique,1904,"Gil Blas, 18 décembre 1904",proche-orient-banque-de-salonique-eadf6c
banquesalonique,Banque de Salonique,head_office,"Salonique. Succursales à Constantinople, Smyrne, Cavalla, Monastir",1910,Annuaire Desfossés 1910,proche-orient-banque-de-salonique-eadf6c
immobiliereregieterrainssalonique,Compagnie Immobilière et de Régie de terrains à Salonique,capital,2.500.000 francs,1905,"L'Information financière, économique et politique, 27 mai 1905",proche-orient-immob-regie-terrains-salonique-e34e22
immobiliereregieterrainssalonique,Compagnie Immobilière et de Régie de terrains à Salonique,head_office,"Paris, rue La-Fayette, no 7",1905,"L'Information financière, économique et politique, 27 mai 1905",proche-orient-immob-regie-terrains-salonique-e34e22
immobiliereregieterrainssalonique,Compagnie Immobilière et de Régie de terrains à Salonique,head_office,"est fixé à Paris, 7, rue Lafayette",1905,"La Cote de la Bourse et de la banque, 24 juillet 1905",proche-orient-immob-regie-terrains-salonique-e34e22
immobiliereregieterrainssalonique,Compagnie Immobilière et de Régie de terrains à Salonique,capital,2.500.000 francs,1910,"Saint-Amand-les-Eaux, 22 juin 1866-Paris XVIe, 7 mars 1910",proche-orient-immob-regie-terrains-salonique-e34e22
immobiliereregieterrainssalonique,Compagnie Immobilière et de Régie de terrains à Salonique,head_office,de notre,1908,"L'Information financière, économique et politique, 13 avril 1908",proche-orient-immob-regie-terrains-salonique-e34e22
immobiliereregieterrainssalonique,Compagnie immobilière et de régie de terrains à Salonique,capital,100 francs,1918,"La Journée industrielle, 22 décembre 1918",proche-orient-immob-regie-terrains-salonique-e34e22
mineskassandra,Société des mines de Kassandra,head_office,est à Constantinople,1899,"La Cote de la Bourse et de la banque, 11 mars 1899",proche-orient-mines-de-kassandra-5010ad
mineskassandra,Société des mines de Kassandra,head_office,Constantinople,1900,"Valeurs de la coulisse, 1900, p. 621-623",proche-orient-mines-de-kassandra-5010ad
mineskassandra,Société des mines de Kassandra,head_office,"Constantinople, est, à partir",1907,"Gil Blas, 18 mai 1907",proche-orient-mines-de-kassandra-5010ad
mineskassandra,Société des mines de Kassandra,head_office,"Constantinople, est, à partir du 1er juin 1908, désabonnée au timbre pour 20.000",1908,"Gil Blas, 2 août 1908",proche-orient-mines-de-kassandra-5010ad
mineskassandra,Société des mines de Kassandra,capital,4.500 000 fr.,1909,"Gil Blas, 22 juillet 1909",proche-orient-mines-de-kassandra-5010ad
mineskassandra,Société des mines de Kassandra,head_office,Constantinople,1909,"Gil Blas, 22 juillet 1909",proche-orient-mines-de-kassandra-5010ad
mineskassandra,Société des mines de Kassandra,head_office,"est à Galata-Constantinople, rue Voïvoda, Agopian Han (Asie-",1909,"La Cote de la Bourse et de la banque, 24 juillet 1909",proche-orient-mines-de-kassandra-5010ad
moulinsalonique,Société du Moulin de Salonique,capital,1.200.000 francs,1886,"Le Capitaliste, 8 septembre 1886",proche-orient-moulin-de-salonique-512ab1
moulinsalonique,Société du Moulin de Salonique,head_office,"à Paris, il appert que les résolutions suivantes ont été votées à",1889,"La Cote de la Bourse et de la banque, 7 juin 1889",proche-orient-moulin-de-salonique-512ab1
portsaloniqueottomaneconstruction,"Port de Salonique (Société ottomane de construction, puis d'exploitation du)",founded_date,1897-11-16,1889,"Le Temps, 21 décembre 1889",proche-orient-port-de-salonique-572c35
portsaloniqueottomaneconstruction,"Port de Salonique (Société ottomane de construction, puis d'exploitation du)",head_office,"Constantinople est, à partir du 4 mars 1905, abonnée au timbre pour 18.000",1905,"Gil Blas, 19 mars 1905",proche-orient-port-de-salonique-572c35
portsaloniqueottomaneconstruction,"Port de Salonique (Société ottomane de construction, puis d'exploitation du)",head_office,"Constantinople. Administration à Paris, 7, rue Lafayette",1905,"Le Journal des finances, 22 juillet 1905",proche-orient-port-de-salonique-572c35
portsaloniqueottomaneconstruction,"Port de Salonique (Société ottomane de construction, puis d'exploitation du)",founded_date,1897-11-16,1906,"Recueil financier belge, 1906, p. 276-277",proche-orient-port-de-salonique-572c35
portsaloniqueottomaneconstruction,"Port de Salonique (Société ottomane de construction, puis d'exploitation du)",capital,1.500.000 fr.,1906,"Recueil financier belge, 1906, p. 276-277",proche-orient-port-de-salonique-572c35
