company_id,name,sectors,n_ties,n_directors,first_year,last_year
immobiliereindustriellebatiment,Compagnie immobilière et industrielle du bâtiment,,29,15,1931,1948
banquesalonique,Banque de Salonique,,20,15,1880,1910
immobiliereregieterrainssalonique,Compagnie Immobilière et de Régie de terrains à Salonique,,47,14,1907,1953
cheminferottomansaloniquemonastir,Société du Chemin de fer ottoman Salonique-Monastir,,13,12,1906,1906
mineskassandra,Société des mines de Kassandra,,8,8,1910,1910
portsaloniqueottomaneconstruction,"Port de Salonique (Société ottomane de construction, puis d'exploitation du)",,8,8,1910,1910
tabacsmacedoineasiemineure,Tabacs de Macédoine et d'Asie Mineure,,8,8,1923,1923
moulinsalonique,Société du Moulin de Salonique,,6,6,1884,1884
ottomanetramwayssaloniquesalonique,"Cie ottomane des Tramways de Salonique, Salonique",,5,5,1905,1905
cheminferottomanjonctionsaloniqueconstantinople,Cie du Chemin de fer ottoman jonction Salonique-Constantinople,,1,1,1895,1895
